PSU,CASEID,CASENO,STRATIF,RECNO,VERSION,PSUWGT,NATWGT,RATWGT,DRINKING,ALCTEST,VEHNO,OCUPANTS,DRPRES,MONDRIVE,MILEVEH,MILETOT,DRTRAIN,LASTRAIN,FREQDRIV,TYPEOP,BMCSREG,DRCLASS,ACCTYPE,AVOIDMAN,RELFACT,VIOCHAR1,VIOCHAR2,LSTATUS,LTYPCOMP,LREST,PREVSPD,PREVOTH,PREVDWI,PREVSUS,PREVACC,FEDAID,CLASTRAF,ROADFUNC,LANES,LANEWIDT,MEDIANT,MEDIANW,ACCESS,TRAFFLOW,SHOULDLT,SHOULDRT,ALIGNMNT,SLOPE,SUPELEV,CURVE,GRADE,PROFILE,SURTYPE,SURCOND,SPLIMIT,RESTRICT,TRAFCONT,TRCTLFCT,TRUCKSYS,ENVRF
10,171D,171,D,4,9,60.000,890.160,1491.067,1,D,1,1,1,61,10,80,1,4,1,0,0,0,8,8,1,2,98,5,3,0,0,0,0,0,0,3,4,14,2,110,0,0,3,0,3,3,1,2,98,0,0,3,2,1,40,0,0,0,0,26
10,172E,172,E,4,9,154.000,2284.744,3856.989,0,C,1,1,1,61,200,U,1,4,2,0,0,0,20,4,98,0,0,5,3,1,1,0,0,0,1,1,1,11,1,220,0,0,1,3,1,1,2,3,4,290,-1,1,2,1,35,0,21,6,1,0
10,172E,172,E,4,9,154.000,2284.744,3856.989,0,C,2,1,1,U,U,U,U,U,U,0,0,0,23,1,1,0,0,5,3,0,0,0,0,0,2,1,1,11,1,220,0,0,1,3,1,1,2,3,4,290,-1,1,2,1,35,0,21,6,1,0
10,173B,173,B,4,9,6.500,96.434,155.678,1,27,1,1,1,61,5,165,1,4,3,0,0,0,2,9,4,2,4,2,2,0,0,2,2,4,2,5,4,6,2,117,0,0,3,0,3,1,2,3,1,100,-8,3,2,4,55,0,93,6,0,22
10,174B,174,B,4,9,6.500,96.434,155.678,0,C,1,3,1,3,100,U,0,0,4,0,0,0,11,4,1,98,0,5,3,0,1,0,0,0,0,5,6,16,2,80,0,0,3,0,0,0,1,2,98,0,-1,1,1,2,25,0,0,0,0,0
11,001B,1,B,4,9,5.500,98.934,99.398,0,C,1,2,1,61,30,300,8,4,4,0,0,0,7,98,4,0,0,5,3,U,0,0,0,0,U,5,6,16,2,116,0,0,3,0,4,3,2,3,3,997,2,1,2,3,45,0,93,6,0,22
11,002C,2,C,4,9,12.750,229.347,238.125,1,9,1,1,1,61,997,940,1,4,5,0,0,0,7,1,1,2,0,5,3,U,0,0,0,0,U,3,5,14,2,117,0,0,3,0,4,3,1,2,98,0,-1,1,2,1,45,0,91,6,0,0
11,003D,3,D,4,9,38.000,683.544,672.351,0,C,1,2,1,61,300,230,1,3,2,0,0,0,7,U,1,1,0,5,3,U,0,0,0,0,U,1,1,11,2,114,2,26,1,2,1,1,1,2,98,0,2,2,1,4,55,0,93,6,1,22
11,004B,4,B,4,9,5.500,98.934,99.398,0,C,1,2,1,61,10,10,1,3,1,0,0,0,69,8,1,0,0,5,3,U,3,0,0,0,U,3,6,14,4,117,0,0,3,0,0,0,1,2,98,0,0,1,2,2,35,0,0,0,0,0
11,004B,4,B,4,9,5.500,98.934,99.398,0,C,2,2,1,48,10,U,1,2,5,0,0,0,68,1,1,5,0,5,3,U,0,0,0,0,U,3,6,14,4,118,0,0,3,0,0,0,3,3,2,1,1,1,2,2,35,0,0,0,0,0
11,005D,5,D,4,9,38.000,683.544,672.351,0,C,1,1,1,38,1,150,2,2,5,0,0,0,86,2,4,98,0,5,3,U,0,0,0,0,U,5,6,16,2,159,3,17,3,1,0,0,1,2,98,0,-1,1,2,4,25,0,20,6,0,22
11,005D,5,D,4,9,38.000,683.544,672.351,0,C,2,1,1,61,33,70,1,4,2,0,0,0,87,3,1,0,0,5,3,U,0,0,0,0,U,3,6,13,5,114,0,0,3,0,0,0,1,2,98,0,-3,2,2,2,40,0,0,0,0,0
11,006E,6,E,4,9,115.000,2068.620,2111.818,0,C,1,1,1,18,1,10,0,0,2,0,0,0,2,6,98,0,0,5,3,U,0,0,0,0,U,5,4,6,2,90,0,0,3,0,0,0,1,2,98,0,3,2,4,4,55,0,0,0,0,22
11,007B,7,B,4,9,5.500,98.934,99.398,0,C,1,1,1,61,80,200,0,0,1,0,0,0,69,9,1,0,0,5,3,U,0,0,0,0,U,3,2,13,5,107,0,0,3,0,0,0,1,2,98,0,-1,1,2,1,45,0,1,3,1,0
11,007B,7,B,4,9,5.500,98.934,99.398,1,C,2,1,1,61,10,125,2,2,2,0,0,0,68,2,1,5,0,5,3,U,0,0,0,0,U,3,6,13,5,131,0,0,3,0,0,0,1,2,98,0,0,1,2,1,45,0,1,3,1,0
11,008B,8,B,4,9,5.500,98.934,99.398,0,C,1,1,1,61,U,110,1,3,4,0,0,0,20,3,1,98,0,6,3,U,0,0,0,0,U,3,2,14,4,116,0,0,3,0,0,0,1,2,98,0,0,1,2,2,35,0,2,3,0,0
11,008B,8,B,4,9,5.500,98.934,99.398,0,C,2,4,1,61,997,146,1,4,1,0,0,0,22,1,1,0,0,5,3,U,0,2,0,0,U,3,2,14,4,116,0,0,3,0,0,0,1,2,98,0,0,1,2,2,35,0,2,3,0,0
11,009C,9,C,4,9,12.750,229.347,238.125,0,C,1,1,1,61,2,U,1,4,1,0,0,0,13,7,1,0,0,5,3,U,0,0,0,0,U,3,6,13,5,113,0,0,3,0,0,0,1,2,98,0,6,2,2,1,45,0,0,0,0,2
11,010D,10,D,4,9,38.000,683.544,672.351,0,C,1,2,1,36,20,100,1,2,2,0,0,0,84,1,1,98,0,5,3,U,0,0,0,0,U,3,6,15,3,114,0,0,3,0,0,0,1,2,98,0,-3,2,2,1,30,0,2,3,0,0
11,010D,10,D,4,9,38.000,683.544,672.351,0,C,2,2,1,61,390,120,0,0,1,0,0,0,84,1,1,0,0,5,3,U,0,0,0,0,U,5,6,15,3,98,0,0,3,0,0,0,1,2,98,0,1,1,2,1,30,0,2,3,0,0
11,011E,11,E,4,9,115.000,2068.620,2111.818,0,C,1,1,1,61,310,50,0,0,2,0,0,0,82,3,1,0,0,5,3,U,0,0,0,0,U,3,5,14,4,117,0,0,3,0,0,0,1,2,98,0,-3,2,2,2,45,0,0,0,0,0
11,011E,11,E,4,9,115.000,2068.620,2111.818,0,C,2,1,1,7,40,80,1,2,4,3,1,1,82,10,20,5,0,5,3,U,0,1,0,0,U,5,5,16,2,136,0,0,3,0,0,0,1,2,98,0,-3,2,2,2,25,0,20,6,1,0
11,012E,12,E,4,9,115.000,2068.620,2111.818,0,C,1,1,1,61,200,100,1,3,1,0,0,0,20,4,98,98,0,5,3,U,0,0,0,0,U,3,6,13,3,103,0,0,3,0,0,0,1,2,98,0,0,1,2,2,30,0,0,0,0,0
11,012E,12,E,4,9,115.000,2068.620,2111.818,0,C,2,1,1,61,170,20,1,4,2,0,0,0,21,1,1,0,0,5,3,U,0,0,0,0,U,3,6,13,3,103,0,0,3,0,0,0,1,2,98,0,0,1,2,2,30,0,0,0,0,0
11,012E,12,E,4,9,115.000,2068.620,2111.818,0,C,3,1,1,61,300,120,0,0,1,0,0,0,98,1,1,0,0,5,3,U,0,0,0,0,U,3,6,13,3,103,0,0,3,0,0,0,1,2,98,0,0,1,2,2,30,0,0,0,0,0
11,013D,13,D,4,9,38.000,683.544,672.351,0,C,1,1,1,U,U,U,U,U,U,0,0,0,88,U,19,5,0,5,3,U,0,0,0,0,U,5,6,15,2,226,0,0,3,0,0,0,1,2,98,0,0,1,2,2,30,0,21,6,0,0
11,013D,13,D,4,9,38.000,683.544,672.351,0,C,2,1,1,61,240,75,2,4,2,0,0,0,86,9,1,0,0,5,3,U,0,0,0,0,U,3,6,14,4,110,3,47,3,1,0,0,1,2,98,0,0,1,2,2,40,0,0,0,0,0
11,014E,14,E,4,9,115.000,2068.620,2111.818,0,C,1,1,1,61,150,125,2,4,4,0,0,0,92,1,1,98,0,5,3,U,0,1,0,0,U,5,6,16,2,122,0,0,3,0,0,0,1,2,98,0,-1,1,2,1,25,0,0,0,0,0
11,014E,14,E,4,9,115.000,2068.620,2111.818,0,C,2,1,1,61,600,550,8,2,3,0,0,0,93,1,1,0,0,6,3,U,0,0,0,0,U,5,6,16,2,122,0,0,3,0,0,0,1,2,98,0,-1,1,2,1,25,0,0,0,0,0
11,015B,15,B,4,9,5.500,98.934,99.398,0,C,1,2,1,U,U,U,U,U,U,0,0,0,20,U,1,5,0,5,3,U,1,4,0,0,U,4,4,4,2,108,0,0,3,0,1,1,1,2,98,0,-3,2,2,3,45,0,20,6,0,0
11,015B,15,B,4,9,5.500,98.934,99.398,0,C,2,2,1,61,500,150,0,0,4,0,0,0,21,1,1,0,0,5,3,U,0,2,0,0,U,4,4,4,2,108,0,0,3,0,1,1,1,2,98,0,-3,2,2,3,45,0,20,6,0,0
11,016C,16,C,4,9,12.750,229.347,238.125,0,C,1,1,1,61,250,50,1,3,5,0,0,0,7,98,4,0,0,5,3,U,3,2,0,0,U,5,4,16,2,90,0,0,3,0,3,3,1,2,98,0,0,1,4,3,55,0,0,0,0,98
11,017D,17,D,4,9,38.000,683.544,672.351,0,C,1,1,1,61,630,200,1,4,2,0,0,0,11,1,18,98,0,5,3,U,0,0,0,0,U,3,6,3,2,139,0,0,3,0,0,0,1,2,98,0,1,1,2,1,35,0,94,6,0,2
11,018B,18,B,4,9,5.500,98.934,99.398,0,C,1,1,1,61,35,35,1,4,2,0,0,0,87,6,1,0,0,6,3,U,0,0,0,0,U,2,3,3,2,112,0,0,3,0,4,4,1,2,98,0,-3,2,2,2,50,0,0,0,0,1
11,018B,18,B,4,9,5.500,98.934,99.398,0,C,2,1,1,61,600,250,1,4,3,0,0,0,86,1,9,0,0,6,3,U,1,0,0,0,U,4,4,4,2,96,0,0,3,0,0,0,1,2,98,0,-5,2,5,2,25,0,20,6,0,1
11,019D,19,D,4,9,38.000,683.544,672.351,0,C,1,1,1,61,6,125,1,4,1,0,0,0,98,0,1,0,0,5,3,U,2,1,0,0,U,4,5,4,2,110,0,0,3,0,4,4,1,2,98,0,0,1,2,3,55,0,0,0,0,0
11,020E,20,E,4,9,115.000,2068.620,2111.818,0,C,1,2,1,61,300,200,1,4,3,0,0,0,20,2,4,0,0,5,3,U,1,0,0,0,U,5,6,16,4,145,3,5,3,1,0,0,1,2,98,0,-3,2,2,4,20,0,20,6,0,22
11,020E,20,E,4,9,115.000,2068.620,2111.818,0,C,2,4,1,61,140,150,1,4,3,0,0,0,23,1,1,0,0,5,3,U,1,0,0,0,U,5,6,16,4,145,3,5,3,1,0,0,1,2,98,0,-3,2,2,4,20,0,20,6,0,0
11,021B,21,B,4,9,5.500,98.934,99.398,0,C,1,1,1,61,180,50,1,3,1,0,0,0,13,8,3,0,0,5,3,U,2,0,0,0,U,5,6,16,2,126,0,0,3,0,0,0,1,2,98,0,-1,1,2,2,25,0,28,6,0,0
11,022C,22,C,4,9,12.750,229.347,238.125,0,C,1,5,1,48,U,150,1,2,2,0,0,0,2,1,4,0,0,5,3,U,0,0,0,0,U,5,6,16,2,122,0,0,3,0,5,6,1,2,98,0,-1,1,2,4,25,0,0,0,0,22
11,023D,23,D,4,9,38.000,683.544,672.351,0,C,1,3,1,61,10,200,1,4,4,0,0,0,20,1,7,0,0,5,3,U,0,0,0,0,U,5,6,16,3,128,0,0,3,0,0,0,1,2,98,0,3,2,2,1,25,0,3,3,0,0
11,023D,23,D,4,9,38.000,683.544,672.351,0,C,2,1,1,61,8,100,1,4,5,0,0,0,21,1,0,0,0,5,3,U,0,0,0,0,U,5,6,16,3,128,0,0,3,0,0,0,1,2,98,0,3,2,2,1,25,0,2,3,0,0
11,024E,24,E,4,9,115.000,2068.620,2111.818,0,C,1,1,1,61,130,8,1,4,5,0,0,0,82,U,38,0,0,5,3,U,0,0,0,0,U,3,6,2,3,106,0,0,3,0,0,0,1,2,98,0,0,1,2,1,25,0,2,3,0,0
11,024E,24,E,4,9,115.000,2068.620,2111.818,0,C,2,1,1,61,310,120,1,3,4,0,0,0,83,6,1,0,0,6,3,U,0,0,0,0,U,3,6,13,5,115,0,0,3,0,0,0,1,2,98,0,1,1,2,2,30,0,2,3,0,0
11,025B,25,B,4,9,5.500,98.934,99.398,0,C,1,1,1,61,100,100,1,4,1,0,0,0,13,2,1,5,0,5,3,U,0,0,0,0,U,3,6,14,2,132,0,0,3,0,0,5,1,2,98,0,-1,1,2,1,30,0,20,6,0,5
11,026D,26,D,4,9,38.000,683.544,672.351,0,C,1,1,1,61,400,200,0,0,2,0,0,0,98,1,1,0,0,5,3,U,0,0,0,0,U,3,6,13,2,131,3,49,3,1,0,0,1,2,98,0,0,1,2,4,35,0,0,0,0,0
11,026D,26,D,4,9,38.000,683.544,672.351,0,C,2,3,1,61,10,5,0,0,3,0,0,0,98,1,1,0,0,5,3,U,0,0,0,0,U,3,6,13,2,138,3,49,3,1,0,0,1,2,98,0,0,1,2,4,35,0,0,0,0,0
11,027E,27,E,4,9,115.000,2068.620,2111.818,0,C,1,1,1,61,360,100,1,3,1,0,0,0,20,1,7,0,0,5,3,U,1,0,0,0,U,3,6,13,3,104,0,0,3,0,0,0,1,2,98,0,0,1,2,1,25,0,2,3,0,0
11,027E,27,E,4,9,115.000,2068.620,2111.818,0,C,2,4,1,61,45,100,1,4,4,0,0,0,21,1,1,0,0,5,3,U,1,0,0,0,U,3,6,13,3,104,0,0,3,0,0,0,1,2,98,0,0,1,2,1,25,0,2,3,0,0
11,027E,27,E,4,9,115.000,2068.620,2111.818,0,C,3,1,1,61,80,80,1,4,2,0,0,0,98,1,1,0,0,5,3,U,0,0,0,0,U,3,6,13,3,104,0,0,3,0,0,0,1,2,98,0,0,1,2,1,25,0,2,3,0,0
11,028B,28,B,4,9,5.500,98.934,99.398,0,C,1,1,1,61,600,200,0,0,1,0,0,0,50,7,14,0,0,5,3,U,0,0,0,0,U,4,4,4,2,109,0,0,3,0,6,6,1,2,98,0,0,1,2,4,55,0,91,6,0,22
11,028B,28,B,4,9,5.500,98.934,99.398,0,C,2,1,1,61,50,100,1,4,2,0,0,0,51,U,1,0,0,6,3,U,0,1,0,1,U,4,4,4,2,108,0,0,3,0,6,6,1,2,98,0,-1,1,2,4,55,0,0,0,0,0
11,029C,29,C,4,9,12.750,229.347,238.125,1,14,1,1,1,U,U,U,U,U,U,0,0,0,24,U,98,1,0,5,3,U,1,1,0,1,U,2,2,2,4,120,4,60,1,1,1,2,1,2,98,0,0,1,1,2,55,0,0,0,1,0
11,029C,29,C,4,9,12.750,229.347,238.125,0,C,2,2,1,61,680,100,1,3,4,0,0,0,25,1,1,0,0,4,2,1,0,0,0,0,0,2,2,2,4,120,4,60,1,1,1,2,1,2,98,0,0,1,1,2,55,0,0,0,1,0
11,030D,30,D,4,9,38.000,683.544,672.351,0,C,1,1,1,61,250,300,2,4,1,0,0,0,14,98,4,0,0,5,3,U,1,0,0,0,U,5,4,6,2,126,0,0,3,0,3,3,1,2,98,0,-2,1,2,4,50,0,20,6,0,22
11,031D,31,D,4,9,38.000,683.544,672.351,0,C,1,1,1,61,240,120,1,4,1,0,0,0,42,1,1,0,0,5,3,U,0,0,0,0,U,3,6,15,2,172,0,0,3,0,6,0,1,2,98,0,-3,2,2,4,30,0,0,0,0,22
11,031D,31,D,4,9,38.000,683.544,672.351,0,C,2,1,1,61,U,1,1,3,4,0,0,0,42,8,1,0,0,5,3,U,0,0,0,0,U,3,6,15,2,172,0,0,3,0,6,0,1,2,98,0,-3,2,2,4,30,2,0,0,0,3
11,032E,32,E,4,9,115.000,2068.620,2111.818,0,C,1,3,1,24,200,200,2,2,5,0,0,0,11,1,4,0,0,5,3,U,3,0,0,0,U,5,6,16,2,93,0,0,3,0,0,0,1,2,98,0,-5,2,2,4,25,0,0,0,0,98
11,033B,33,B,4,9,5.500,98.934,99.398,0,C,1,2,1,6,1,30,0,0,1,0,0,0,20,9,98,1,0,5,3,U,0,0,0,0,U,3,2,14,4,99,0,0,3,0,4,2,1,2,98,0,-1,1,2,1,45,0,0,0,1,0
11,033B,33,B,4,9,5.500,98.934,99.398,0,C,2,1,1,61,30,100,0,0,2,0,0,0,21,1,1,0,0,5,3,U,0,0,0,0,U,3,2,14,4,99,0,0,3,0,4,2,1,2,98,0,-1,1,2,1,45,0,0,0,1,0
11,034D,34,D,4,9,38.000,683.544,672.351,0,C,1,2,1,61,400,200,0,0,3,0,0,0,32,1,98,5,0,5,3,U,0,1,0,0,U,1,1,1,1,154,0,0,1,3,1,1,2,3,6,20,2,2,2,2,55,0,28,6,1,0
11,034D,34,D,4,9,38.000,683.544,672.351,0,C,2,2,1,61,300,100,0,0,2,0,0,0,32,2,1,0,0,6,3,U,0,0,0,0,U,1,1,1,2,122,2,26,1,2,2,2,1,2,98,0,1,1,2,2,55,0,28,6,1,0
11,035E,35,E,4,9,115.000,2068.620,2111.818,0,C,1,1,1,61,70,70,1,4,1,0,0,0,64,9,1,98,0,5,3,U,1,0,0,0,U,5,6,16,2,97,0,0,3,0,0,0,1,2,98,0,0,1,2,3,25,0,0,0,0,22
11,035E,35,E,4,9,115.000,2068.620,2111.818,0,C,2,1,1,61,500,80,0,0,3,0,0,0,65,2,1,0,0,5,3,U,0,0,0,0,U,5,6,16,2,97,0,0,3,0,0,0,1,2,98,0,0,1,2,3,25,0,0,0,0,0
11,036C,36,C,4,9,12.750,229.347,238.125,0,C,1,1,1,61,3,145,1,2,1,0,0,0,2,1,1,1,0,5,3,U,1,1,0,0,U,4,4,4,2,121,0,0,3,0,0,0,1,2,98,0,-4,2,4,3,55,0,0,0,0,24
11,037E,37,E,4,9,115.000,2068.620,2111.818,0,C,1,3,1,4,2,20,1,2,1,0,0,0,2,98,37,0,0,5,3,U,0,0,0,0,U,3,6,13,5,112,0,0,3,0,0,0,1,2,98,0,-1,1,2,3,35,0,0,0,0,22
11,038B,38,B,4,9,5.500,98.934,99.398,0,C,1,1,1,6,1,1,1,2,3,0,0,0,2,U,4,0,0,5,3,U,0,0,0,0,U,4,4,4,2,116,0,0,3,0,3,3,1,2,98,0,1,1,2,3,55,0,0,0,0,22
11,039D,39,D,4,9,38.000,683.544,672.351,0,C,1,1,1,61,175,250,1,3,1,0,0,0,46,7,1,0,0,5,3,U,0,0,0,0,U,2,3,12,2,112,2,8,1,2,1,2,3,3,5,140,-4,2,1,4,55,2,0,0,1,26
11,039D,39,D,4,9,38.000,683.544,672.351,0,C,2,1,1,U,U,U,U,U,U,0,0,0,46,U,1,0,0,5,3,U,1,0,0,0,U,2,3,12,2,112,2,8,1,2,1,2,3,3,5,140,-4,2,1,4,55,2,0,0,1,22
11,039D,39,D,4,9,38.000,683.544,672.351,0,C,3,1,1,61,60,120,1,4,1,0,0,0,98,0,1,0,0,5,3,U,1,0,0,0,U,2,3,12,2,112,2,8,1,2,1,2,3,3,5,140,-4,2,1,4,55,2,0,0,1,22
11,040B,40,B,4,9,5.500,98.934,99.398,0,C,1,1,1,61,625,120,1,4,2,0,0,0,13,1,1,0,0,5,3,U,0,0,0,0,U,3,6,14,5,119,0,0,3,0,0,0,1,2,98,0,1,1,2,2,35,U,1,3,0,1
11,041C,41,C,4,9,12.750,229.347,238.125,0,C,1,1,1,61,5,250,0,0,1,0,0,0,90,2,19,5,0,5,3,U,0,0,0,0,U,5,6,15,3,119,0,0,3,0,0,0,1,2,98,0,-4,2,2,4,30,0,4,3,0,1
11,041C,41,C,4,9,12.750,229.347,238.125,0,C,2,2,1,61,175,275,0,0,2,0,0,0,90,2,1,0,0,6,3,U,0,0,0,0,U,3,6,14,5,118,0,0,3,0,0,0,1,2,98,0,4,2,2,4,35,0,4,3,0,0
11,041C,41,C,4,9,12.750,229.347,238.125,0,C,3,1,1,61,230,200,1,4,2,0,0,0,98,1,1,0,0,5,3,U,2,0,0,0,U,3,6,14,5,127,0,0,3,0,0,0,1,2,98,0,4,2,2,4,35,0,4,3,0,0
11,042D,42,D,4,9,38.000,683.544,672.351,0,C,1,1,1,61,350,200,1,4,1,0,0,0,2,98,4,0,0,6,3,U,0,0,0,0,U,4,4,4,2,126,0,0,3,0,5,6,2,2,0,60,1,1,2,3,55,0,93,6,0,22
11,043D,43,D,4,9,38.000,683.544,672.351,0,C,1,1,1,61,400,330,2,4,2,0,0,0,46,1,4,0,0,5,3,U,0,0,0,0,U,2,2,2,2,119,4,40,1,1,1,2,1,2,98,0,0,1,2,4,55,0,0,0,1,22
11,043D,43,D,4,9,38.000,683.544,672.351,0,C,2,2,1,61,50,100,1,3,1,0,0,0,46,2,1,0,0,5,3,U,0,4,0,2,U,2,2,2,2,119,4,40,1,1,1,2,1,2,98,0,0,1,2,4,55,0,0,0,1,26
11,044E,44,E,4,9,115.000,2068.620,2111.818,0,C,1,1,1,61,2,128,1,4,1,0,0,0,20,9,4,0,0,5,3,U,3,1,0,0,U,5,5,6,2,106,0,0,3,0,3,4,1,2,98,0,1,1,2,4,35,0,20,6,0,22
11,044E,44,E,4,9,115.000,2068.620,2111.818,0,C,2,1,1,61,150,200,0,0,1,0,0,0,21,1,1,0,0,5,3,U,0,0,0,0,U,5,5,6,2,106,0,0,3,0,3,4,1,2,98,0,1,1,2,4,35,0,20,6,0,0
11,045E,45,E,4,9,115.000,2068.620,2111.818,0,C,1,1,1,61,560,70,1,4,2,0,0,0,76,1,98,0,0,6,3,U,0,0,0,0,U,2,2,12,1,115,0,0,1,3,1,0,1,2,98,0,0,1,1,1,55,0,90,6,1,0
11,045E,45,E,4,9,115.000,2068.620,2111.818,0,C,2,2,1,50,350,250,1,2,2,0,0,0,77,1,1,0,0,6,3,U,1,2,0,0,U,2,2,12,2,118,4,97,1,1,0,2,2,3,1,130,0,1,1,1,55,0,0,0,1,0
11,046B,46,B,4,9,5.500,98.934,99.398,0,C,1,1,1,61,480,250,1,4,1,0,0,0,2,4,4,0,0,5,3,U,0,0,0,0,U,2,2,2,4,120,4,61,1,1,1,2,2,3,5,20,1,1,1,4,55,0,93,6,1,22
11,047C,47,C,4,9,12.750,229.347,238.125,0,C,1,1,1,U,U,U,U,U,U,0,0,0,72,1,22,98,0,6,3,U,0,0,0,0,U,3,6,13,2,111,0,0,3,0,0,0,1,2,98,0,-1,1,2,1,30,0,90,6,0,0
11,047C,47,C,4,9,12.750,229.347,238.125,0,C,2,1,1,U,U,U,U,U,U,0,0,0,73,U,1,0,0,5,3,U,0,0,0,0,U,3,6,13,2,123,0,0,3,0,0,0,1,2,98,0,-1,1,2,1,30,0,0,0,0,0
11,048D,48,D,4,9,38.000,683.544,672.351,0,C,1,1,1,61,110,110,1,4,1,0,0,0,20,2,1,98,0,6,3,U,1,0,0,0,U,4,4,4,2,117,0,0,3,0,4,3,1,2,98,0,-3,2,2,3,45,0,41,6,0,22
11,048D,48,D,4,9,38.000,683.544,672.351,0,C,2,4,1,61,750,250,0,0,1,0,0,0,22,1,1,0,0,5,3,U,0,0,0,0,U,4,4,4,2,117,0,0,3,0,4,3,1,2,98,0,-3,2,2,3,45,0,0,0,0,0
11,049E,49,E,4,9,115.000,2068.620,2111.818,U,U,1,U,1,U,U,U,U,U,U,0,0,0,2,U,4,0,0,U,U,U,U,U,U,U,U,3,5,13,2,121,0,0,3,0,4,4,1,2,98,0,-6,2,2,4,45,0,0,0,0,22
11,050B,50,B,4,9,5.500,98.934,99.398,0,C,1,1,1,U,U,U,U,U,U,0,0,0,32,U,98,3,0,5,3,U,2,0,0,0,U,4,4,4,2,108,0,0,3,0,5,5,1,2,98,0,-1,1,2,1,50,5,0,0,0,98
11,050B,50,B,4,9,5.500,98.934,99.398,,,2,0,2,,,,,,,,,,,,,,,,,,,,,,,4,4,4,2,108,0,0,3,0,5,5,1,2,98,0,-1,1,2,1,50,0,0,0,0,0
11,051D,51,D,4,9,38.000,683.544,672.351,0,C,1,1,1,61,155,150,1,3,1,0,0,0,7,8,4,0,0,5,3,U,2,0,0,0,U,5,4,16,2,100,0,0,3,0,5,5,1,2,98,0,-4,2,5,4,25,0,0,0,0,22
11,052E,52,E,4,9,115.000,2068.620,2111.818,0,C,1,1,1,U,U,U,U,U,U,0,0,0,20,4,4,0,0,5,3,U,0,0,0,0,U,3,6,13,3,117,3,73,3,1,0,0,1,2,98,0,-5,2,2,4,35,0,1,3,0,22
11,052E,52,E,4,9,115.000,2068.620,2111.818,0,C,2,1,1,61,330,300,1,4,1,0,0,0,21,1,1,0,0,6,3,U,0,0,0,0,U,3,6,13,3,117,3,73,3,1,0,0,1,2,98,0,-5,2,2,4,35,0,2,3,0,0
11,053C,53,C,4,9,12.750,229.347,238.125,0,C,1,2,1,61,20,400,1,3,1,0,0,0,98,98,1,0,0,5,3,U,1,1,0,0,U,4,2,2,2,108,0,0,3,0,1,1,1,2,98,0,2,1,2,4,55,0,0,0,1,1
11,053C,53,C,4,9,12.750,229.347,238.125,0,C,2,1,1,U,U,U,U,U,U,0,0,0,98,1,98,0,0,5,3,U,0,0,0,0,U,4,2,2,2,108,0,0,3,0,1,1,1,2,98,0,2,1,2,4,55,0,92,6,1,22
11,054D,54,D,4,9,38.000,683.544,672.351,0,C,1,2,1,61,150,350,1,4,1,0,0,0,7,1,1,1,0,5,3,U,1,0,0,0,U,4,4,4,2,113,0,0,3,0,3,3,1,2,98,0,-3,2,2,4,50,0,91,6,0,22
11,055E,55,E,4,9,115.000,2068.620,2111.818,0,C,1,1,1,61,130,300,1,4,1,0,0,0,20,8,7,0,0,5,3,U,2,0,0,0,U,2,2,13,4,122,0,0,3,0,0,0,1,2,98,0,0,1,2,2,45,0,1,3,1,0
11,055E,55,E,4,9,115.000,2068.620,2111.818,0,C,2,1,1,61,650,650,2,4,4,0,0,0,21,1,1,0,0,5,3,0,0,0,0,0,U,2,2,13,4,122,0,0,3,0,0,0,1,2,98,0,0,1,2,2,45,0,1,3,1,0
11,056C,56,C,4,9,12.750,229.347,238.125,0,C,1,1,1,61,236,60,2,3,5,0,0,0,46,1,98,0,0,U,U,U,U,U,U,U,U,1,1,11,2,121,2,49,1,2,1,2,1,2,98,0,-3,2,2,4,55,0,0,0,1,0
11,056C,56,C,4,9,12.750,229.347,238.125,0,C,2,3,1,61,710,200,2,4,1,0,0,0,46,2,1,0,0,5,3,U,0,1,0,0,U,1,1,11,2,121,2,49,1,2,1,2,1,2,98,0,-3,2,2,4,55,2,0,0,1,98
11,057D,57,D,4,9,38.000,683.544,672.351,0,C,1,2,1,61,10,125,1,4,1,0,0,0,7,8,14,0,0,5,3,U,0,1,0,0,U,4,4,4,2,101,0,0,3,0,3,3,1,2,98,0,-2,1,2,2,55,8,92,6,0,26
11,058C,58,C,4,9,12.750,229.347,238.125,1,18,1,2,1,61,250,175,1,4,2,0,0,0,64,1,14,2,0,U,U,U,U,U,U,U,U,3,5,13,5,115,0,0,3,0,0,0,1,2,98,0,3,2,2,2,45,0,91,6,0,0
11,058C,58,C,4,9,12.750,229.347,238.125,0,C,2,2,1,61,165,U,1,4,1,0,0,0,65,1,1,0,0,5,3,0,0,0,0,0,0,3,5,13,5,119,0,0,3,0,0,0,1,2,98,0,-3,2,2,2,45,0,0,0,0,0
11,058C,58,C,4,9,12.750,229.347,238.125,0,C,3,1,1,61,90,110,1,4,1,0,0,0,98,2,1,0,0,5,3,U,0,0,0,0,U,3,5,13,5,119,0,0,3,0,0,0,1,2,98,0,-3,2,2,2,45,0,0,0,0,0
11,058C,58,C,4,9,12.750,229.347,238.125,0,C,4,1,1,61,610,125,1,4,1,0,0,0,98,98,1,0,0,5,3,U,0,0,0,0,U,3,5,13,5,133,0,0,3,0,0,0,1,2,98,0,-3,2,2,2,45,0,0,0,0,0
