PSU,CASEID,CASENO,STRATIF,VERSION,VEHNO,ACCSEQ1,OBJCONT1,DOF1,GAD1,SHL1,SVL1,TDD1,EXTENT1,ACCSEQ2,OBJCONT2,DOF2,GAD2,SHL2,SVL2,TDD2,EXTENT2,DVL,DVC1,DVC2,DVC3,DVC4,DVC5,DVC6,DVD,SDVL,SDVC1,SDVC2,SDVC3,SDVC4,SDVC5,SDVC6,SDVD,DOCCDC,TOWRES,WHEELBAS,NATWGT,PSUWGT
51,9G,9,G,2,1,1,2,12,F,D,E,W,1,,,,,,,,,72,2,4,4,0,2,1,0,,,,,,,,,0,0,1240,2004.38,28
51,9G,9,G,2,2,1,1,6,B,D,E,W,2,2,3,12,F,D,E,W,1,60,14,11,13,10,7,6,0,58,3,2,1,1,1,2,0,0,1,1010,2004.38,28
51,10H,10,H,2,2,2,1,12,F,D,E,W,1,1,3,6,B,D,E,W,1,73,3,2,2,2,3,5,0,,,,,,,,,0,0,1380,2720.23,38
51,11D,11,D,2,2,1,1,11,F,D,E,W,2,,,,,,,,,,,,,,,,,,,,,,,,,0,1,945,143.17,2
51,12F,12,F,2,1,2,68,12,L,F,E,S,2,1,68,12,F,Y,L,N,1,64,1,4,4,2,1,3,50,60,0,1,3,1,0,0,0,0,1,1210,730.167,10.2
51,14C,14,C,2,1,3,31,0,T,Y,D,O,3,2,56,U,9,9,9,9,U,,,,,,,,,,,,,,,,,0,1,945,134.5798,1.88
51,15E,15,E,2,2,1,1,10,F,D,E,W,2,,,,,,,,,69,3,4,3,0,1,1,0,,,,,,,,,0,1,1179,529.729,7.4
51,17D,17,D,2,1,1,2,11,F,D,E,W,3,,,,,,,,,74,5,10,14,17,22,29,0,,,,,,,,,0,1,1300,214.755,3
51,17D,17,D,2,2,1,1,2,R,Y,A,W,3,2,51,6,B,Z,L,N,1,111,3,12,17,7,6,5,8,75,1,1,2,4,2,0,0,0,1,1240,214.755,3
51,19A,19,A,2,1,1,31,0,T,D,D,O,3,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1005,178.9625,2.5
51,20G,20,G,2,1,1,2,1,F,R,M,W,2,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1143,5010.95,70
51,20G,20,G,2,2,1,1,9,L,F,E,W,2,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1043,5010.95,70
51,21C,21,C,2,1,3,2,6,B,Y,E,W,1,,,,,,,,,57,4,3,0,0,0,0,-5,,,,,,,,,0,0,973,429.51,6
51,21C,21,C,2,2,2,3,46,B,D,E,W,4,3,1,12,F,Z,E,W,1,60,1,1,2,4,4,7,0,60,0,0,1,1,1,2,-14,0,1,942,429.51,6
51,21C,21,C,2,3,1,4,26,B,D,E,W,2,2,2,32,F,D,E,W,1,60,15,19,19,20,21,19,0,60,9,7,7,7,8,6,0,0,1,1128,429.51,6
51,21C,21,C,2,4,1,3,12,F,D,E,W,2,,,,,,,,,76,11,10,10,11,13,14,0,,,,,,,,,0,1,1388,429.51,6
51,22E,22,E,2,1,1,2,9,L,Y,E,W,3,,,,,,,,,92,0,8,13,14,9,0,-2,,,,,,,,,0,1,1034,1696.5645,23.7
51,22E,22,E,2,2,1,1,12,F,D,E,W,1,,,,,,,,,73,8,3,1,1,1,3,0,,,,,,,,,0,1,1087,1696.5645,23.7
51,23G,23,G,2,1,1,2,70,L,B,E,W,3,,,,,,,,,54,12,15,11,5,1,0,-66,,,,,,,,,0,1,1033,13314.81,186
51,23G,23,G,2,2,1,1,12,F,Y,E,W,1,,,,,,,,,72,2,2,1,1,1,1,0,,,,,,,,,0,0,1160,13314.81,186
51,24D,24,D,2,1,1,2,81,F,D,E,W,3,,,,,,,,,63,48,42,39,32,17,0,0,,,,,,,,,0,1,948,466.01835,6.51
51,24D,24,D,2,2,1,1,91,F,D,E,W,4,,,,,,,,,75,42,38,35,30,21,14,0,,,,,,,,,0,1,1315,466.01835,6.51
51,25D,25,D,2,1,3,31,0,T,Y,D,O,3,2,60,12,F,D,L,W,2,,,,,,,,,,,,,,,,,0,1,1175,155.33945,2.17
51,26F,26,F,2,2,1,1,11,F,D,E,W,5,,,,,,,,,55,0,7,11,11,10,18,0,,,,,,,,,0,1,1099,1589.187,22.2
51,27E,27,E,2,1,1,2,8,L,Y,E,W,2,,,,,,,,,92,0,0,3,6,3,3,37,,,,,,,,,0,1,1034,565.5215,7.9
51,27E,27,E,2,2,1,1,1,F,R,E,W,1,,,,,,,,,73,0,0,1,3,3,7,0,,,,,,,,,0,1,1170,565.5215,7.9
51,28D,28,D,2,1,2,51,12,F,C,E,N,3,1,71,12,R,F,A,S,9,31,9,16,31,18,9,1,0,,,,,,,,,0,1,934,310.6789,4.34
51,29H,29,H,2,1,1,2,11,F,D,E,W,2,,,,,,,,,67,12,8,8,7,8,10,0,,,,,,,,,0,1,1139,3006.57,42
51,29H,29,H,2,2,1,1,2,R,D,E,W,3,,,,,,,,,149,0,1,12,4,3,0,15,,,,,,,,,0,0,1330,3006.57,42
51,30E,30,E,2,1,1,31,0,T,Y,D,O,3,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1024,529.729,7.4
51,31F,31,F,2,2,1,1,6,B,D,E,W,3,,,,,,,,,58,6,8,10,11,11,11,0,,,,,,,,,0,1,984,672.899,9.4
51,32C,32,C,2,1,1,2,6,R,D,E,S,2,,,,,,,,,108,0,0,3,10,7,0,-12,,,,,,,,,0,1,1081,119.54695,1.67
51,32C,32,C,2,2,1,1,12,F,L,E,E,9,2,63,12,F,L,W,N,4,56,9,2,1,0,0,0,0,,,,,,,,,0,1,957,119.54695,1.67
51,33G,33,G,2,1,1,63,12,F,R,W,N,3,2,51,12,R,F,M,S,1,,,,,,,,,7,0,0,0,0,0,0,53,0,0,945,2004.38,28
51,34H,34,H,2,1,1,2,3,R,F,E,E,6,2,2,3,R,F,E,W,1,16,3,7,5,3,,,91,,,,,,,,,0,0,1160,2648.645,37
51,34H,34,H,2,2,1,1,12,F,L,E,E,5,2,1,9,L,Y,E,W,1,54,6,1,0,0,0,0,0,,,,,,,,,0,1,911,2648.645,37
51,35F,35,F,2,1,1,2,12,F,R,E,W,1,,,,,,,,,27,2,2,4,2,3,5,27,,,,,,,,,0,1,1250,672.899,9.4
51,35F,35,F,2,2,1,1,9,L,F,E,W,2,,,,,,,,,53,0,2,3,6,1,0,52,,,,,,,,,0,1,1034,672.899,9.4
51,36A,36,A,2,1,1,2,12,F,L,A,K,2,1,2,12,F,L,A,S,6,63,10,2,2,5,2,1,-20,70,11,14,10,6,2,0,-84,0,1,1122,71.585,1
51,36A,36,A,2,2,1,1,6,B,R,E,W,3,,,,,,,,,80,1,1,2,3,4,15,27,,,,,,,,,0,1,1276,71.585,1
51,37C,37,C,2,1,2,57,12,F,Y,E,W,2,1,50,12,F,L,E,N,1,60,20,21,2,2,1,0,-4,,,,,,,,,0,1,1030,158.9974435,2.2211
51,38D,38,D,2,1,1,2,2,R,P,E,W,3,,,,,,,,,95,0,6,14,8,3,1,18,,,,,,,,,0,1,1081,190.4161,2.66
51,38D,38,D,2,2,1,1,10,F,D,E,W,1,,,,,,,,,63,0,0,0,0,4,7,10,,,,,,,,,0,1,1110,190.4161,2.66
51,39G,39,G,2,1,1,2,12,F,D,E,W,1,,,,,,,,,60,0,0,0,0,0,1,-5,,,,,,,,,0,0,984,2665.8254,37.24
51,39G,39,G,2,2,1,1,9,L,B,E,W,1,,,,,,,,,56,0,0,3,0,0,0,-65,,,,,,,,,0,0,1024,2665.8254,37.24
51,40E,40,E,2,1,1,2,9,L,F,E,W,3,2,2,9,L,B,E,N,1,50,0,4,11,15,12,13,66,26,2,3,2,1,1,1,-70,0,1,1034,529.729,7.4
51,40E,40,E,2,2,1,1,12,F,Z,E,W,1,2,1,3,R,B,E,N,1,65,0,0,0,1,0,1,21,59,0,4,0,0,0,0,-81,1,1,1108,529.729,7.4
51,41D,41,D,2,1,1,2,12,F,D,E,W,1,,,,,,,,,75,10,8,7,3,0,1,-5,,,,,,,,,0,1,1315,71.585,1
51,41D,41,D,2,2,1,1,1,F,Z,E,W,1,,,,,,,,,62,0,0,0,4,9,8,19,,,,,,,,,0,1,945,71.585,1
51,42D,42,D,2,1,1,2,3,R,P,E,W,2,2,3,3,R,Z,E,W,2,51,5,6,8,9,9,2,-6,44,0,6,8,9,10,5,-47,0,1,945,71.585,1
51,42D,42,D,2,2,1,1,12,F,Z,E,W,1,,,,,,,,,56,0,0,0,1,2,3,10,,,,,,,,,0,0,970,71.585,1
51,42D,42,D,2,3,2,1,12,F,Y,E,W,2,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1108,71.585,1
51,43F,43,F,2,1,1,2,12,F,D,E,W,1,,,,,,,,,66,2,1,1,0,0,1,2,,,,,,,,,0,1,1055,343.608,4.8
51,43F,43,F,2,2,1,1,3,R,Y,E,W,3,,,,,,,,,79,0,6,11,8,4,0,-6,,,,,,,,,0,0,1127,343.608,4.8
51,44G,44,G,2,1,1,2,12,F,L,E,E,2,,,,,,,,,30,7,4,0,0,0,0,-28,,,,,,,,,0,1,1127,930.605,13
51,44G,44,G,2,2,1,1,6,B,R,E,W,1,,,,,,,,,59,0,0,0,0,0,1,16,,,,,,,,,0,0,1075,930.605,13
51,45C,45,C,2,1,2,31,0,T,D,Y,O,5,1,56,12,F,R,E,W,2,,,,,,,,,,,,,,,,,1,1,1030,71.585,1
51,46D,46,D,2,1,1,2,81,F,Z,E,W,1,,,,,,,,,69,10,8,7,5,4,2,3,,,,,,,,,0,1,1160,71.585,1
51,46D,46,D,2,2,1,1,10,L,P,E,W,4,,,,,,,,,88,0,7,23,14,10,2,-9,,,,,,,,,0,1,1185,71.585,1
51,47E,47,E,2,1,1,71,12,F,Y,E,W,1,,,,,,,,,70,8,4,2,0,0,0,-20,,,,,,,,,0,0,1173,272.023,3.8
51,48H,48,H,2,1,1,2,9,L,Y,E,W,2,2,2,9,L,Z,E,W,1,49,3,3,5,10,7,3,60,58,0,0,0,0,2,0,-50,0,1,945,1360.115,19
51,48H,48,H,2,2,1,1,11,F,L,E,W,3,2,1,12,F,R,E,E,1,63,27,26,15,13,0,0,-19,63,0,0,0,0,6,2,29,0,1,1175,1360.115,19
51,49B,49,B,2,1,1,31,0,T,D,D,O,5,,,,,,,,,,,,,,,,,,,,,,,,,0,1,900,71.585,1
51,50C,50,C,2,1,1,2,2,F,Y,E,W,2,,,,,,,,,70,18,12,7,2,0,0,19,,,,,,,,,0,1,1490,71.585,1
51,50C,50,C,2,2,3,31,0,T,D,D,O,5,1,1,11,L,D,E,W,1,,,,,,,,,65,1,1,1,1,0,2,17,0,1,1175,71.585,1
51,51C,51,C,2,1,3,61,20,U,F,D,W,3,2,57,12,F,D,E,W,1,,,,,,,,,,,,,,,,,0,1,1645,71.585,1
51,52C,52,C,2,2,2,60,0,F,D,E,W,2,4,31,0,L,D,A,O,1,72,12,4,2,0,0,2,0,,,,,,,,,1,1,1295,71.585,1
51,53D,53,D,2,1,2,3,3,R,D,E,W,3,1,2,U,9,9,9,9,U,109,0,9,14,12,17,6,13,,,,,,,,,0,1,1315,71.585,1
51,53D,53,D,2,2,1,1,6,B,Y,E,W,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1143,71.585,1
51,53D,53,D,2,3,2,1,12,F,D,E,W,5,,,,,,,,,72,0,3,8,12,13,17,3,,,,,,,,,0,1,1250,71.585,1
51,54F,54,F,2,1,1,2,11,F,Z,E,W,1,,,,,,,,,62,2,3,5,6,8,9,9,,,,,,,,,0,0,1030,343.608,4.8
51,54F,54,F,2,2,1,1,2,R,Z,E,W,3,,,,,,,,,71,5,6,8,12,5,1,-51,,,,,,,,,0,1,945,343.608,4.8
51,55C,55,C,2,1,1,2,9,L,F,E,W,2,,,,,,,,,65,0,3,6,4,3,4,69,,,,,,,,,0,1,1214,71.585,1
51,56D,56,D,2,1,1,2,U,9,9,9,9,U,2,59,11,F,R,E,E,1,,,,,,,,,,,,,,,,,0,1,1108,71.585,1
51,56D,56,D,2,2,1,1,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1388,71.585,1
51,57E,57,E,2,1,1,2,12,F,D,E,W,1,,,,,,,,,53,7,5,8,5,3,3,-1,,,,,,,,,0,1,931,272.023,3.8
51,57E,57,E,2,2,1,1,49,L,Y,E,W,2,,,,,,,,,60,0,2,8,8,5,3,21,,,,,,,,,0,0,999,272.023,3.8
51,58F,58,F,2,1,1,2,10,L,Y,A,W,2,2,2,9,L,Z,E,W,2,56,0,6,7,6,5,5,52,36,8,8,5,3,2,1,-63,0,1,984,343.608,4.8
51,58F,58,F,2,2,1,1,1,F,Z,E,W,2,2,1,3,R,B,E,W,1,68,0,1,10,10,14,16,6,46,1,3,2,2,2,0,-26,0,1,1315,343.608,4.8
51,60D,60,D,2,1,1,51,9,L,F,E,N,2,2,63,9,L,B,W,N,1,51,0,2,9,6,2,1,52,,,,,,,,,0,1,1080,71.585,1
51,61G,61,G,2,1,1,31,0,T,Z,D,O,2,,,,,,,,,,,,,,,,,,,,,,,,,0,1,937,930.605,13
51,62H,62,H,2,1,1,50,3,R,F,E,N,1,,,,,,,,,34,0,3,4,3,2,1,38,,,,,,,,,0,0,953,1360.115,19
51,63E,63,E,2,1,1,2,11,F,D,E,W,2,2,2,9,L,P,M,N,3,62,14,17,19,10,4,3,-9,62,0,4,5,3,1,0,-21,0,1,1003,272.023,3.8
51,63E,63,E,2,2,1,1,2,R,Y,E,W,3,2,1,3,R,B,E,N,1,50,0,6,6,6,5,2,44,,,,,,,,,0,1,940,272.023,3.8
51,64F,64,F,2,1,1,2,U,9,9,9,9,U,2,2,U,9,9,9,9,U,,,,,,,,,,,,,,,,,0,0,1047,343.608,4.8
51,64F,64,F,2,2,1,1,9,L,F,E,W,4,2,1,9,L,B,L,E,1,45,2,16,25,24,21,19,62,,,,,,,,,1,1,1081,343.608,4.8
51,65E,65,E,2,1,1,2,2,R,Z,E,W,3,,,,,,,,,66,2,0,1,12,9,1,-53,,,,,,,,,0,1,1175,272.023,3.8
51,65E,65,E,2,2,1,1,11,F,Z,E,W,2,,,,,,,,,61,1,2,5,10,5,6,14,,,,,,,,,0,1,1043,272.023,3.8
71,1C,1,C,2,1,1,52,1,R,Z,A,W,3,2,42,11,F,R,E,W,1,104,1,10,9,5,1,1,-15,,,,,,,,,0,1,953,44.923,1.67
71,2D,2,D,2,1,1,42,12,F,R,E,E,3,,,,,,,,,71,0,2,10,16,25,33,0,,,,,,,,,0,1,1140,68.864,2.56
71,3G,3,G,2,1,1,61,3,R,Y,L,W,1,,,,,,,,,74,0,2,1,0,0,0,8,,,,,,,,,0,1,1239,1210.5,45
71,4E,4,E,2,1,1,42,10,L,Y,A,W,3,2,42,9,L,P,A,N,3,,,,,,,,,,,,,,,,,1,1,1047,384.67,14.3
71,6D,6,D,2,1,3,42,12,F,R,E,N,2,1,2,12,L,D,E,W,1,58,0,2,5,9,16,13,0,,,,,,,,,1,1,966,68.864,2.56
71,6D,6,D,2,2,1,1,12,F,L,E,E,4,,,,,,,,,60,8,0,0,0,0,0,0,,,,,,,,,0,1,965,68.864,2.56
71,7A,7,A,2,1,2,51,12,L,D,A,S,2,5,42,12,F,L,E,N,1,144,0,2,3,3,2,1,13,,,,,,,,,1,1,1049,40.35,1.5
71,8B,8,B,2,1,1,2,2,R,Y,A,W,3,2,2,3,R,Z,A,W,2,92,0,0,7,18,21,28,33,92,0,2,3,1,2,0,-56,1,1,1159,41.964,1.56
71,8B,8,B,2,2,1,1,11,F,D,E,W,3,2,1,9,L,D,A,W,2,66,29,28,26,24,13,5,0,,,,,,,,,1,1,1081,41.964,1.56
71,8B,8,B,2,3,3,75,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1049,41.964,1.56
71,8B,8,B,2,4,4,1,12,F,R,M,E,1,5,1,12,R,B,M,S,1,,,,,,,,,,,,,,,,,1,0,1250,41.964,1.56
71,9G,9,G,2,1,1,2,1,F,Y,E,W,1,2,2,U,9,9,9,9,U,67,6,3,2,1,0,0,0,,,,,,,,,0,0,1081,1210.5,45
71,9G,9,G,2,2,1,1,11,L,Y,E,S,2,2,1,12,L,B,L,S,1,75,0,3,5,4,6,3,46,,,,,,,,,0,0,1034,1210.5,45
71,10H,10,H,2,1,1,54,12,F,L,E,E,3,2,54,2,F,R,E,E,1,,,,,,,,,,,,,,,,,0,1,996,1883,70
71,11F,11,F,2,1,1,2,82,R,Y,E,W,3,,,,,,,,,99,0,0,0,8,12,11,21,,,,,,,,,0,1,1004,527.24,19.6
71,11F,11,F,2,2,1,1,12,F,D,E,W,2,,,,,,,,,62,2,9,19,10,4,1,0,,,,,,,,,0,0,1060,527.24,19.6
71,12B,12,B,2,1,1,2,12,F,D,E,W,4,,,,,,,,,72,30,27,27,21,23,2,0,,,,,,,,,0,1,1160,41.964,1.56
71,13C,13,C,2,1,2,31,0,T,D,D,O,4,1,44,12,F,R,L,E,1,,,,,,,,,61,0,0,0,0,1,3,0,0,1,1229,44.923,1.67
71,14E,14,E,2,1,1,2,12,F,D,E,W,2,,,,,,,,,58,0,2,9,9,5,2,0,,,,,,,,,0,1,942,384.67,14.3
71,14E,14,E,2,2,1,1,10,L,F,E,W,2,,,,,,,,,49,0,0,2,5,8,8,59,,,,,,,,,0,1,1108,384.67,14.3
71,15C,15,C,2,1,1,2,12,F,D,E,W,4,,,,,,,,,72,43,23,22,18,14,12,0,,,,,,,,,0,1,1315,44.923,1.67
71,15C,15,C,2,2,1,1,12,F,L,A,W,3,,,,,,,,,60,32,22,15,11,7,2,0,,,,,,,,,0,1,1040,44.923,1.67
71,16D,16,D,2,1,1,2,12,F,Y,E,W,2,2,2,12,L,D,E,S,1,68,17,10,7,4,1,1,0,133,0,1,1,1,1,0,-40,0,1,1110,68.864,2.56
71,17G,17,G,2,1,2,51,89,L,P,A,W,4,1,50,12,F,Z,E,N,1,45,2,5,14,15,7,2,-7,56,0,1,3,6,0,0,0,0,1,866,1210.5,45
71,18H,18,H,2,1,1,60,12,F,Y,L,N,1,2,42,12,F,L,E,W,1,,,,,,,,,,,,,,,,,0,1,1120,1883,70
71,19C,19,C,2,1,2,42,0,T,Z,D,W,7,1,31,0,T,D,D,O,3,,,,,,,,,,,,,,,,,0,1,1189,44.923,1.67
71,20G,20,G,2,1,2,42,10,L,B,E,W,3,1,53,12,F,R,E,E,2,96,1,6,13,5,1,0,-63,35,0,0,0,0,1,2,18,0,1,1330,1210.5,45
71,21C,21,C,2,1,2,31,0,T,Y,D,O,2,1,53,12,F,R,E,E,6,,,,,,,,,58,0,0,0,0,0,6,0,0,0,945,44.923,1.67
71,22D,22,D,2,1,1,2,3,R,Y,E,W,2,3,2,3,R,Z,E,W,2,57,0,2,9,9,6,4,54,62,0,1,2,4,9,0,-53,1,1,957,68.864,2.56
71,22D,22,D,2,2,1,1,12,F,D,E,W,3,3,1,9,L,B,E,W,2,50,27,15,11,6,2,0,0,53,0,4,4,3,2,0,-60,0,1,945,68.864,2.56
71,23D,23,D,2,1,1,2,12,F,Y,E,W,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1049,68.864,2.56
71,23D,23,D,2,2,1,1,6,B,Z,E,W,1,,,,,,,,,69,0,0,1,2,2,4,0,,,,,,,,,0,0,1127,68.864,2.56
71,24F,24,F,2,1,2,42,12,F,L,E,E,6,1,50,12,F,C,L,N,1,72,7,2,0,0,0,0,0,,,,,,,,,0,1,1315,527.24,19.6
71,25C,25,C,2,1,1,2,12,F,D,E,W,1,,,,,,,,,64,5,5,4,4,4,5,0,,,,,,,,,0,0,1108,44.923,1.67
71,25C,25,C,2,2,1,1,9,L,Y,E,W,2,2,31,0,T,Y,D,O,3,86,0,1,4,4,2,0,8,,,,,,,,,0,0,1012,44.923,1.67
71,26E,26,E,2,1,1,2,82,F,Z,E,W,1,,,,,,,,,73,3,3,3,3,4,7,0,,,,,,,,,0,1,1143,384.67,14.3
71,26E,26,E,2,2,1,1,11,F,Y,E,W,2,,,,,,,,,64,9,4,1,0,0,0,0,,,,,,,,,0,1,1104,384.67,14.3
71,28C,28,C,2,1,3,42,12,F,Z,E,W,3,2,42,12,R,D,A,S,2,64,0,10,23,29,29,29,0,,,,,,,,,0,1,1056,44.923,1.67
71,29D,29,D,2,1,2,43,3,R,D,E,W,1,1,51,3,R,F,E,N,1,,,,,,,,,,,,,,,,,0,0,1080,103.296,3.84
71,30G,30,G,2,1,1,31,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1250,1815.75,67.5
71,32F,32,F,2,1,1,2,3,R,F,E,W,4,2,2,3,R,B,E,W,3,58,0,1,5,8,12,24,62,66,0,1,4,6,12,0,-68,0,1,1189,527.24,19.6
71,32F,32,F,2,2,1,1,12,F,Y,E,W,1,2,1,9,L,B,E,W,1,70,14,4,2,1,0,0,0,68,1,2,2,3,1,0,-75,0,1,1160,527.24,19.6
71,33G,33,G,2,1,1,2,12,F,L,E,E,4,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1010,1210.5,45
71,33G,33,G,2,2,1,1,2,F,D,E,W,1,,,,,,,,,64,0,2,4,8,9,7,0,,,,,,,,,0,1,1108,1210.5,45
71,34D,34,D,2,1,2,52,12,F,C,E,N,1,1,2,2,R,Y,E,W,1,72,0,4,6,6,3,0,0,132,0,3,3,4,4,1,29,0,1,1160,68.864,2.56
71,34D,34,D,2,2,1,1,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1049,68.864,2.56
71,35E,35,E,2,1,1,2,12,F,D,E,W,1,,,,,,,,,55,5,7,6,5,2,1,0,,,,,,,,,0,0,945,384.67,14.3
71,35E,35,E,2,2,1,1,10,L,Y,E,W,2,,,,,,,,,82,0,0,0,2,3,5,22,,,,,,,,,0,1,902,384.67,14.3
71,36C,36,C,2,1,1,2,12,F,Y,E,W,3,,,,,,,,,61,23,14,10,6,2,1,0,,,,,,,,,0,1,1049,44.923,1.67
71,36C,36,C,2,2,1,1,10,L,Z,A,W,3,2,89,12,F,L,H,W,6,,,,,,,,,,,,,,,,,0,1,991,44.923,1.67
71,37C,37,C,2,1,1,2,12,F,Y,E,W,2,,,,,,,,,72,15,8,4,2,0,0,0,,,,,,,,,0,1,1315,44.923,1.67
71,37C,37,C,2,2,1,1,9,L,Y,A,W,3,,,,,,,,,105,1,7,13,13,6,1,10,,,,,,,,,0,1,1049,44.923,1.67
71,38D,38,D,2,1,1,52,12,F,Y,E,W,2,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1082,68.864,2.56
71,39H,39,H,2,1,4,51,6,B,L,E,E,5,2,44,1,F,D,L,W,1,31,28,28,0,0,0,0,-16,,,,,,,,,1,1,1080,1883,70
71,40A,40,A,2,1,2,3,10,L,D,A,W,5,1,2,12,F,Z,E,W,2,123,0,15,20,21,9,0,-19,56,0,1,5,8,12,15,0,1,1,957,40.35,1.5
71,40A,40,A,2,2,1,1,6,B,Y,E,W,5,,,,,,,,,64,37,31,23,14,5,0,0,,,,,,,,,0,1,1108,40.35,1.5
71,41C,41,C,2,1,1,2,12,F,L,E,E,5,,,,,,,,,62,7,3,2,1,0,0,0,,,,,,,,,0,1,1049,44.923,1.67
71,41C,41,C,2,2,1,1,6,B,Z,E,W,5,2,3,3,R,F,E,W,2,57,2,6,11,16,22,28,0,,,,,,,,,0,1,942,44.923,1.67
71,41C,41,C,2,3,2,2,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,U,1240,44.923,1.67
71,42D,42,D,2,1,1,2,3,R,Z,E,W,3,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1102,91.58912,3.4048
71,42D,42,D,2,2,1,1,12,F,D,E,W,2,,,,,,,,,72,0,6,16,7,4,7,0,,,,,,,,,0,1,1159,91.58912,3.4048
71,43F,43,F,2,1,1,2,10,F,D,E,W,2,,,,,,,,,56,4,7,10,8,5,2,0,,,,,,,,,0,0,906,701.2292,26.068
71,43F,43,F,2,2,1,1,1,R,D,E,W,3,,,,,,,,,131,1,0,0,7,6,5,-1,,,,,,,,,0,1,945,701.2292,26.068
71,44G,44,G,2,1,1,2,12,F,Z,E,W,1,,,,,,,,,56,0,1,1,2,2,3,0,,,,,,,,,0,0,955,1609.965,59.85
71,44G,44,G,2,2,1,1,2,R,Y,E,W,2,,,,,,,,,,,,,,,,,,,,,,,,,0,0,937,1609.965,59.85
71,45E,45,E,2,1,1,2,12,F,D,E,W,1,,,,,,,,,76,9,4,1,1,0,0,0,,,,,,,,,0,1,1295,384.67,14.3
71,45E,45,E,2,2,1,1,9,L,Z,A,W,2,,,,,,,,,127,1,5,9,9,6,0,-28,,,,,,,,,0,1,1049,384.67,14.3
71,46A,46,A,2,1,1,31,0,T,Y,D,O,3,,,,,,,,,,,,,,,,,,,,,,,,,0,1,955,40.35,1.5
71,47C,47,C,2,1,2,2,6,B,Y,E,W,6,1,76,12,F,D,L,W,1,63,52,48,39,30,20,12,0,62,5,4,2,2,3,3,0,0,1,1034,44.923,1.67
71,47C,47,C,2,3,3,2,1,R,Z,E,W,2,,,,,,,,,80,1,2,6,4,1,0,-42,,,,,,,,,0,0,960,44.923,1.67
71,48C,48,C,2,1,1,2,12,F,D,E,W,1,,,,,,,,,62,4,2,1,1,1,3,0,,,,,,,,,0,1,1120,44.923,1.67
71,48C,48,C,2,2,1,1,3,R,Y,E,W,3,2,50,12,F,L,L,N,1,83,0,9,13,8,2,0,-34,,,,,,,,,0,1,999,44.923,1.67
71,49D,49,D,2,1,1,42,12,F,D,E,W,4,,,,,,,,,56,0,5,13,22,35,41,0,,,,,,,,,0,1,1035,68.864,2.56
71,50D,50,D,2,1,1,31,0,R,D,A,O,2,,,,,,,,,,,,,,,,,,,,,,,,,0,0,900,68.864,2.56
71,51E,51,E,2,1,1,2,12,F,D,E,W,2,,,,,,,,,60,12,10,10,8,4,2,0,,,,,,,,,0,1,1024,384.67,14.3
71,51E,51,E,2,2,1,1,12,F,D,E,W,2,,,,,,,,,60,8,7,8,10,13,15,0,,,,,,,,,0,1,1122,384.67,14.3
71,52G,52,G,2,1,1,2,12,F,L,E,E,2,,,,,,,,,62,7,0,1,1,1,1,0,,,,,,,,,0,1,1005,1210.5,45
71,52G,52,G,2,2,1,1,1,F,R,E,E,1,,,,,,,,,69,0,0,0,1,2,2,0,,,,,,,,,0,0,1250,1210.5,45
71,53H,53,H,2,1,1,2,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1080,1883,70
71,53H,53,H,2,2,1,1,6,B,D,E,W,1,,,,,,,,,68,1,3,3,3,3,3,0,,,,,,,,,0,0,1120,1883,70
71,54D,54,D,2,1,1,42,90,L,Y,A,W,3,,,,,,,,,66,5,16,15,15,11,5,-7,,,,,,,,,0,1,1127,68.864,2.56
71,55D,55,D,2,1,3,31,0,T,Y,D,O,2,2,61,12,F,L,L,N,1,,,,,,,,,66,3,2,1,1,1,1,0,0,1,1081,68.864,2.56
71,56D,56,D,2,1,3,42,12,F,Y,E,W,3,1,42,U,9,9,9,9,U,72,38,39,41,43,40,10,0,,,,,,,,,0,1,1120,68.864,2.56
71,57F,57,F,2,2,1,1,2,R,Z,A,W,2,2,50,9,L,B,E,N,1,96,0,2,8,3,0,0,-25,,,,,,,,,1,1,1080,527.24,19.6
71,58C,58,C,2,1,1,2,9,L,Z,A,W,2,,,,,,,,,76,0,6,2,0,0,0,-50,,,,,,,,,0,1,1031,44.923,1.67
71,58C,58,C,2,2,1,1,12,F,Y,E,W,2,,,,,,,,,69,7,3,3,1,0,0,0,,,,,,,,,0,1,1110,44.923,1.67
