PSUWGT,NATWGT,PSU,AOPSVEH,CASEID,CASENO,STRATIF,VERSION,VEHNO,MODELYR,MAKE,MODEL,BODYTYPE,VIN,TOWPAR,TRAVELSP,DRINKDRG,ALCTEST,SPLIMIT,MANEUVER,ACCTYPE,DRPRES,OCUPANTS,OCCFORMS,CURBWGT,TOWHITCH,DOCTRAJ,CONDTREE,ROLLOVER,FOVERIDE,ROVERIDE,ANGTHIS,ANGOTHER,DVBASIS,DVTOTAL,DVLONG,DVLAT,ENERGY,DVCONFID,INSPTYPE,VINLNGTH,VINJSER,VINJURED,DRIVE,VTREAT,OTVEHWGT,OTBDYTYP,VAIS,CARGOWGT
34,1365.066,11,0,77G,77,G,2,1,84,12,13,5,1FABP1348E,1,U,0,C,30,1,12,1,1,1,21,0,0,0,0,0,0,998,998,5,U,U,U,U,0,0,17,0,0,2,0,N,N,0,0
1.3,52.1937,11,0,78C,78,C,2,1,87,12,17,4,1FABP53U1H,1,U,0,C,55,9,7,1,1,1,29,0,0,1,0,0,0,998,998,1,18,-12,-14,385,1,1,17,0,1,2,4,998,98,2,0
1.3,52.1937,11,0,79C,79,C,2,1,87,12,477,30,1FTCR15T8H,1,U,1,C,55,1,6,1,1,1,31,0,1,0,1,0,0,998,998,5,U,U,U,U,0,1,17,0,1,8,3,998,98,2,2
1.3,52.1937,11,0,80C,80,C,2,1,89,20,9,3,1G1FP21E9K,1,U,1,U,55,1,1,1,1,1,31,0,0,1,4,0,0,998,998,5,U,U,U,U,0,2,17,1,1,1,3,998,98,3,0
1.3,52.1937,11,0,81C,81,C,2,1,87,7,8,5,1B3BZ18C9H,1,U,0,C,55,98,7,1,1,1,22,0,1,1,2,0,0,998,998,1,16,-12,-10,328,1,1,17,0,1,2,4,998,98,2,0
12.1,485.8029,11,0,82F,82,F,2,1,73,49,471,13,FJ40144200,0,U,0,C,25,1,87,1,2,0,35,0,0,0,0,0,0,0,270,6,U,U,U,U,0,0,10,N,N,U,N,N,N,N,U
12.1,485.8029,11,0,82F,82,F,2,2,82,12,13,3,2FABP0529C,1,U,0,C,40,1,86,1,1,1,20,0,0,0,0,0,0,270,0,6,U,U,U,U,0,1,17,0,1,2,4,35,13,1,2
12.1,485.8029,11,0,82F,82,F,2,3,85,7,443,30,JB7FP24D0F,0,U,0,C,25,1,98,1,1,0,24,0,0,0,0,0,0,180,228,6,U,U,U,U,0,0,17,N,N,8,N,N,N,N,U
34,1365.066,11,0,83G,83,G,2,1,87,14,13,3,1MEBM219XH,1,U,0,C,55,1,13,1,1,1,22,0,0,0,0,0,0,998,998,5,U,U,U,U,0,1,17,0,0,2,0,998,98,0,0
47,1887.003,11,0,84H,84,H,2,1,80,49,33,3,RA42363100,0,U,0,C,50,1,20,1,1,0,25,0,0,0,0,0,0,0,5,6,U,U,U,U,0,1,10,N,N,1,N,33,2,N,0
47,1887.003,11,0,84H,84,H,2,2,80,20,4,2,1Z878AS400,1,0,0,C,50,1,23,1,1,1,33,0,0,0,0,0,0,5,0,6,U,U,U,U,0,1,13,0,0,1,0,25,3,0,0
1.98,79.49502,11,0,86D,86,D,2,1,85,22,18,2,1G2NE27U2F,1,U,0,C,35,7,69,1,2,2,24,0,0,0,2,0,0,95,250,6,U,U,U,U,0,2,17,0,1,2,0,24,4,1,0
1.98,79.49502,11,0,86D,86,D,2,2,84,18,12,4,1G4AS69PXE,1,U,0,C,35,1,68,1,1,1,24,0,0,0,0,0,0,250,95,6,U,U,U,U,0,0,17,0,1,2,4,N,N,1,0
9.5,381.4155,11,1,87E,87,E,2,1,88,14,15,4,1MEPM38S3J,1,U,1,C,55,6,98,1,1,1,26,0,1,0,2,0,0,997,997,5,U,U,U,U,0,1,17,0,1,U,4,998,98,1,0
1.3,52.1937,11,0,88C,88,C,2,1,84,35,34,3,JN1HZ16S4E,1,U,0,C,40,1,68,1,1,1,30,0,0,0,0,0,0,210,0,1,9,-3,-9,66,1,2,17,0,1,1,0,21,4,1,0
1.3,52.1937,11,0,88C,88,C,2,2,86,55,32,4,KMHLF21J5G,1,U,0,C,40,1,69,1,1,1,21,0,0,0,0,0,0,0,210,1,12,-11,4,349,1,1,17,0,1,2,3,30,3,2,0
34,1365.066,11,0,89G,89,G,2,1,87,12,17,4,1FABP52U4H,1,U,0,C,45,8,13,1,1,1,29,0,0,0,0,0,0,998,998,5,U,U,U,U,0,1,17,0,0,2,0,998,98,0,0
1.98,79.49502,11,0,90D,90,D,2,1,84,22,5,2,1G2AM37R4E,1,U,0,C,55,98,7,1,1,1,25,0,0,0,0,0,0,998,998,5,U,U,U,U,0,1,17,0,1,1,4,998,98,2,0
9.5,381.4155,11,0,91E,91,E,2,1,88,54,31,3,JH4DA335XJ,0,U,0,C,45,9,20,1,1,0,23,0,0,0,0,0,0,100,90,1,17,-17,0,125,1,1,17,N,N,2,N,24,4,N,0
9.5,381.4155,11,0,91E,91,E,2,2,87,37,32,4,1HGCA5644H,1,U,0,C,45,1,22,1,2,2,24,0,0,0,0,5,0,90,100,1,15,15,0,609,1,1,17,0,2,2,4,23,3,1,1
9.5,381.4155,11,0,91E,91,E,2,3,87,20,31,3,J81RF2175H,1,U,0,C,45,9,98,1,3,3,19,0,0,0,0,0,0,278,85,5,U,U,U,U,0,1,17,0,1,2,0,24,4,1,0
9.5,381.4155,11,0,91E,91,E,2,4,72,7,1,2,LH23G2B100,1,U,0,C,45,1,98,1,1,1,30,0,0,0,0,1,0,270,85,1,13,-13,0,424,1,1,13,0,1,1,4,24,4,2,0
1.98,79.49502,11,0,92D,92,D,2,1,86,12,473,31,2FTCF15Y9G,1,U,0,C,45,3,20,1,1,1,35,0,0,0,0,U,0,0,0,6,U,U,U,U,0,2,17,0,0,8,0,25,2,0,0
1.98,79.49502,11,0,92D,92,D,2,2,84,22,5,2,1G2AF37R1E,1,0,0,C,45,1,21,1,1,1,25,0,0,0,0,U,U,0,0,3,10,-10,0,105,4,0,17,0,1,1,4,N,N,1,U
1.98,79.49502,11,0,92D,92,D,2,3,87,23,472,20,1GKDM15Z4H,0,0,0,C,45,1,98,1,6,0,35,0,0,0,0,0,0,0,0,3,8,8,0,83,1,2,17,N,N,8,N,25,2,N,0
1.98,79.49502,11,0,93D,93,D,2,1,84,6,15,3,1C3BA44D4E,1,U,0,C,45,1,82,1,2,2,26,0,0,0,0,0,0,6,92,1,15,-3,15,112,1,1,17,1,2,2,3,31,2,3,0
1.98,79.49502,11,0,93D,93,D,2,2,79,20,10,2,1Z37M91400,1,U,0,C,45,U,83,1,1,1,31,0,0,0,0,0,0,92,6,1,14,-14,-2,374,1,1,13,0,0,1,0,26,3,0,0
12.1,485.8029,11,0,94F,94,F,2,1,79,22,12,3,2M07F97500,1,U,0,C,45,7,64,1,1,1,27,0,0,0,0,0,0,280,90,6,U,U,U,U,0,2,13,0,0,1,0,18,3,0,0
12.1,485.8029,11,0,94F,94,F,2,2,79,12,32,3,GCFBWC3900,1,U,0,C,45,8,65,1,2,2,18,0,0,0,4,0,0,90,280,5,U,U,U,U,0,2,11,0,2,2,4,27,3,1,1
34,1365.066,11,0,95G,95,G,2,1,86,20,473,31,1GCGK24M1G,1,U,0,C,55,1,3,1,1,1,46,0,1,4,2,0,0,998,998,5,U,U,U,U,0,1,17,0,1,8,0,998,98,1,3
47,1887.003,11,0,96H,96,H,2,1,83,12,474,21,1FMDE11F6D,1,U,0,C,35,4,68,1,1,1,40,0,0,0,0,0,0,307,180,6,U,U,U,U,0,2,17,0,0,8,0,35,4,0,0
47,1887.003,11,0,96H,96,H,2,2,69,1,3,4,A9A855S100,0,U,0,C,35,4,69,1,5,0,35,0,0,0,0,0,0,180,307,6,U,U,U,U,0,0,13,N,N,1,N,N,N,N,U
1.3,52.1937,11,1,97C,97,C,2,1,90,12,18,3,1ZVPT22L6L,1,55,1,D,40,U,7,1,1,1,27,0,0,1,0,0,0,998,998,6,U,U,U,U,0,2,17,0,1,2,3,998,98,2,0
9.5,381.4155,11,0,98E,98,E,2,1,85,12,6,4,2FABP43FXF,1,U,0,C,55,U,7,1,6,6,36,0,0,0,4,0,0,997,997,5,U,U,U,U,0,1,17,0,4,1,4,998,98,2,0
34,1365.066,11,0,99G,99,G,2,1,71,49,32,2,TEZ1023000,1,U,0,C,55,4,24,1,1,1,19,0,0,0,0,0,0,90,90,3,18,-18,0,173,2,1,10,0,0,1,0,26,4,0,0
34,1365.066,11,1,99G,99,G,2,2,89,12,15,4,1FAPP36X1K,1,U,0,C,55,1,25,1,2,2,26,0,0,0,0,0,0,90,90,3,12,12,0,202,4,0,17,0,0,U,0,N,N,0,0
1,40.149,11,0,100B,100,B,2,1,80,12,9,3,0X11A20800,1,U,7,D,50,1,6,1,1,1,25,0,0,1,0,0,0,998,998,6,U,U,U,U,0,0,11,1,1,1,1,N,N,3,U
1.3,52.1937,11,0,101C,101,C,2,1,82,9,11,6,1P3BP49D4C,1,U,1,2,25,1,82,1,2,2,25,0,0,0,0,0,0,170,270,6,U,U,U,U,0,2,17,0,1,2,4,20,3,1,0
1.3,52.1937,11,0,101C,101,C,2,2,86,49,38,3,JT2AL31G4G,1,U,0,C,35,U,83,1,2,2,20,0,0,0,0,0,0,270,170,6,U,U,U,U,0,0,17,0,1,2,0,N,N,1,0
1.3,52.1937,11,0,101C,101,C,2,3,87,32,34,3,WAUBE0856H,1,U,0,C,35,1,98,1,1,1,25,0,0,1,0,0,0,998,998,6,U,U,U,U,0,1,17,0,1,U,3,998,98,2,0
1.3,52.1937,11,0,102C,102,C,2,1,88,12,473,31,9999999999,1,U,0,C,40,3,24,1,1,1,37,0,0,0,0,0,0,90,77,6,U,U,U,U,0,0,U,0,0,8,0,N,N,0,U
1.3,52.1937,11,0,102C,102,C,2,2,89,20,477,30,1GCBS14E2K,1,U,0,C,40,8,25,1,1,1,26,0,0,0,0,0,0,77,90,6,U,U,U,U,0,1,17,0,1,8,4,37,31,2,U
1.3,52.1937,11,0,102C,102,C,2,3,76,21,1,2,3G37R6M300,0,U,0,C,40,1,98,1,1,0,38,0,0,0,0,0,0,270,77,6,U,U,U,U,0,2,13,N,N,1,N,26,30,N,0
1.3,52.1937,11,0,102C,102,C,2,4,86,12,13,3,1FABP3195G,0,U,0,C,40,1,98,1,1,0,22,0,0,0,0,0,0,93,77,6,U,U,U,U,0,2,17,N,N,2,N,26,30,N,U
1.98,79.49502,11,0,103D,103,D,2,1,84,23,477,30,1GTCS14B1E,1,U,2,D,30,1,1,1,2,2,27,0,0,1,0,0,0,998,998,6,U,U,U,U,0,0,17,0,2,8,4,N,N,1,13
34,1365.066,11,0,104G,104,G,2,1,79,20,2,2,1L47D9S300,0,U,0,C,55,1,86,1,2,0,35,0,0,0,0,0,0,90,0,1,12,-2,-12,296,1,1,12,N,N,1,N,37,30,N,0
34,1365.066,11,0,104G,104,G,2,2,86,49,477,30,JT4RN50R1G,1,U,0,C,55,9,87,1,1,1,37,0,1,0,0,0,0,0,90,1,12,-12,2,188,1,2,17,0,1,8,0,35,2,1,1
1,40.149,11,0,105A,105,A,2,1,89,12,473,31,1FTEF15Y3K,1,U,U,24,55,1,1,1,1,1,31,0,0,1,0,0,0,998,998,5,U,U,U,U,0,2,17,1,1,8,1,998,98,6,3
9.5,381.4155,11,0,106E,106,E,2,1,82,22,10,2,1G2AJ37A1C,1,U,0,C,30,2,87,1,4,4,34,0,0,0,0,0,0,0,270,1,14,-11,-9,426,1,1,17,0,1,1,0,26,30,1,1
9.5,381.4155,11,0,106E,106,E,2,2,85,20,477,30,1GCBS14E0F,1,U,0,C,30,9,86,1,1,1,26,0,0,0,0,0,0,270,0,1,19,-12,15,703,1,1,17,0,1,8,4,34,2,1,1
12.1,485.8029,11,0,107F,107,F,2,1,89,12,474,21,1FTDE14Y8K,1,U,0,C,35,1,68,1,1,1,41,0,0,0,0,0,0,17,271,1,8,-4,-7,426,1,1,17,0,0,8,0,19,2,0,8
12.1,485.8029,11,0,107F,107,F,2,2,82,35,43,2,9999999999,1,U,0,C,35,3,69,1,1,1,19,0,0,0,0,0,0,271,17,1,20,-18,10,324,1,1,U,0,1,2,4,41,21,1,0
47,1887.003,11,0,108H,108,H,2,1,79,20,9,3,1S87D9L500,1,U,0,C,40,3,20,1,4,4,34,0,0,0,0,0,0,270,270,6,U,U,U,U,0,1,13,0,2,1,0,36,4,1,0
47,1887.003,11,0,108H,108,H,2,2,81,9,4,4,2P4HB21P6B,0,U,0,C,40,1,21,1,3,0,36,0,0,0,0,0,0,270,270,6,U,U,U,U,0,0,17,N,N,1,N,N,N,N,0
1.3,52.1937,11,0,109C,109,C,2,1,87,20,477,30,9999999999,1,U,0,C,50,1,1,1,1,1,29,0,0,1,0,0,0,998,998,1,13,-13,-2,183,1,1,U,0,1,8,4,998,98,1,0
1.3,52.1937,11,0,110C,110,C,2,1,89,20,473,31,1GCFK24K8K,1,U,0,C,55,1,2,1,2,2,43,0,0,0,1,0,0,997,997,5,U,U,U,U,0,1,17,0,2,8,3,998,98,2,1
1.3,52.1937,11,0,111C,111,C,2,1,82,6,9,2,2C3BS52K3C,1,U,0,C,25,1,68,1,1,1,35,0,0,0,0,0,0,208,99,1,8,4,-7,42,1,1,17,0,0,1,0,22,3,0,0
1.3,52.1937,11,0,111C,111,C,2,2,86,12,13,3,1FABP3199G,1,U,0,C,25,4,69,1,1,1,22,0,0,0,0,0,0,99,208,1,12,-9,-8,210,1,1,17,0,1,2,4,35,2,1,0
1.98,79.49502,11,1,112D,112,D,2,1,88,12,15,4,1FAPP36X7J,1,U,1,C,35,1,68,1,2,2,26,0,0,0,0,0,0,230,90,1,14,-14,-2,228,1,1,17,0,2,U,3,18,3,1,0
1.98,79.49502,11,0,112D,112,D,2,2,80,12,32,3,GCFBARG100,1,U,0,C,35,1,69,1,1,1,18,0,0,0,0,0,0,90,230,1,20,-19,3,248,1,1,12,0,1,2,4,26,4,2,0
34,1365.066,11,0,113G,113,G,2,1,87,12,472,20,1FMCA11U0H,1,U,0,C,50,1,7,1,3,3,30,0,0,1,0,0,0,998,998,6,U,U,U,U,0,2,17,0,0,8,0,998,98,0,0
1.3,52.1937,11,1,114C,114,C,2,1,90,20,16,2,9999999999,1,U,0,C,55,3,86,1,1,1,24,0,0,0,0,0,0,186,270,1,32,-24,21,1252,1,1,U,0,1,2,4,26,30,2,0
1.3,52.1937,11,0,114C,114,C,2,2,85,12,477,30,1FTBR10A9F,1,U,0,C,55,U,87,1,2,2,26,0,0,0,0,0,0,270,186,1,28,-18,-22,1195,1,1,17,0,2,8,4,24,2,1,1
1.98,79.49502,11,0,115D,115,D,2,1,79,20,473,31,COL149F300,1,U,1,C,50,7,7,1,1,1,34,0,0,0,4,0,0,997,997,5,U,U,U,U,0,0,13,1,1,8,3,N,N,4,0
34,1365.066,11,0,116G,116,G,2,1,87,12,4,2,1FABP6035H,1,U,0,C,25,U,89,1,1,1,31,0,0,0,0,0,0,240,0,6,U,U,U,U,0,2,17,0,0,1,0,29,4,0,0
34,1365.066,11,0,116G,116,G,2,2,87,12,17,4,1FABP53U1H,1,U,0,C,45,4,88,1,1,1,29,0,0,0,0,0,0,0,240,6,U,U,U,U,0,2,17,0,0,2,0,31,2,0,0
1,40.149,11,0,117A,117,A,2,1,85,19,3,4,1G6CB6989F,1,U,0,D,25,3,88,1,1,1,40,0,0,0,0,0,0,270,180,6,U,U,U,U,0,2,17,0,1,2,4,22,3,1,0
1,40.149,11,1,117A,117,A,2,2,88,12,13,3,1FAPP219XJ,1,U,0,D,25,U,89,1,1,1,22,0,0,1,0,0,0,998,998,1,19,-19,0,318,1,2,17,1,1,2,1,998,98,3,0
1.3,52.1937,11,0,118C,118,C,2,1,89,12,477,30,1FTCR11A9K,1,U,1,C,35,1,1,1,1,1,28,0,0,1,0,0,0,998,998,1,14,-14,0,280,1,1,17,1,1,8,3,998,98,3,0
1.98,79.49502,11,0,119D,119,D,2,1,84,22,5,2,1G2AM37RXE,1,U,0,C,25,1,86,1,2,2,24,0,0,0,0,0,0,334,90,1,16,-14,8,241,1,1,17,0,2,1,4,32,4,2,0
1.98,79.49502,11,0,119D,119,D,2,2,79,12,11,4,9W82L20400,1,U,0,C,25,4,87,1,3,3,32,0,0,0,0,0,0,90,334,1,11,-6,-10,371,1,1,11,0,3,1,4,24,2,2,0
9.5,381.4155,11,0,120E,120,E,2,1,86,7,34,3,JB3BA34K0G,1,U,1,D,45,U,1,1,2,2,19,0,1,4,0,0,0,998,998,5,U,U,U,U,0,1,17,0,1,2,4,998,98,2,0
34,1365.066,11,0,121G,121,G,2,1,77,21,1,2,3J57C7R200,1,U,0,C,25,1,82,1,1,1,37,0,0,0,0,0,0,332,90,1,10,-3,10,154,1,1,13,0,1,1,0,38,4,1,0
34,1365.066,11,0,121G,121,G,2,2,89,14,6,4,2MEBM75F6K,1,U,0,C,35,1,83,1,2,2,38,0,0,0,0,0,0,90,332,1,9,-2,-9,356,1,1,17,0,1,1,0,37,2,1,0
1.5,60.2235,11,0,122B,122,B,2,1,83,46,39,2,1AMDM9605D,1,U,1,D,55,1,7,1,1,1,20,0,0,1,0,0,0,998,998,6,U,U,U,U,0,2,17,1,1,2,1,998,98,3,0
1.95,78.29055,11,1,123C,123,C,2,1,89,12,13,6,1FAPP9895K,1,U,0,C,45,3,50,1,3,3,23,0,0,0,0,0,0,180,0,1,13,-13,0,214,1,1,17,1,3,2,3,22,5,3,0
1.95,78.29055,11,0,123C,123,C,2,2,85,30,42,5,1VWFA0172F,1,U,0,C,45,1,51,1,1,1,22,0,0,0,0,0,0,0,180,1,15,-15,0,238,1,1,17,0,1,2,4,23,6,1,0
1.95,78.29055,11,0,124C,124,C,2,1,73,14,10,4,3H10H52000,1,U,0,C,55,1,7,1,1,1,39,0,0,0,0,0,0,180,90,1,9,5,-8,136,1,1,11,0,0,1,0,21,3,0,1
1.95,78.29055,11,0,124C,124,C,2,2,85,12,13,3,1FABP0523F,1,U,1,C,55,2,98,1,1,1,21,0,0,0,0,0,0,90,180,1,17,-15,-9,488,1,1,17,1,1,2,3,39,4,3,0
14.25,572.12325,11,0,125E,125,E,2,1,84,20,10,2,1G1AZ37G9E,1,U,0,C,30,U,68,1,1,1,33,0,0,0,0,0,0,35,270,6,U,U,U,U,0,1,17,0,0,1,0,26,4,0,0
14.25,572.12325,11,1,125E,125,E,2,2,89,20,19,4,1G1LT5412K,1,U,0,C,30,3,69,1,2,2,26,0,0,0,0,0,0,270,35,6,U,U,U,U,0,0,17,0,1,2,4,N,N,1,0
3.25,130.48425,11,0,128C,128,C,2,1,89,22,16,2,1G2JB11K6K,1,U,0,C,55,1,3,1,1,1,24,0,0,0,4,0,0,998,998,5,U,U,U,U,0,1,17,0,1,2,4,998,98,1,0
4.95,198.73755,11,0,130D,130,D,2,1,81,49,39,3,JT2KP61GXB,1,U,0,C,35,1,68,1,4,4,17,0,0,0,0,0,0,200,90,6,U,U,U,U,0,1,17,1,3,1,3,22,3,3,0
4.95,198.73755,11,1,130D,130,D,2,2,89,12,13,3,1FAPP909XK,1,U,0,C,35,3,69,1,1,1,22,0,0,0,0,0,0,90,200,6,U,U,U,U,0,1,17,0,0,2,0,17,3,0,0
1,40.149,11,0,133A,133,A,2,1,88,54,31,3,JH4DA3457J,1,U,1,30,35,U,6,1,1,1,23,0,0,1,0,0,0,998,998,1,38,-19,-33,1233,1,1,17,1,1,2,1,998,98,4,0
1,40.149,11,0,134A,134,A,2,1,85,18,2,6,1G4BR35Y1F,1,0,0,C,65,1,48,1,4,4,37,0,0,0,0,0,0,359,88,1,28,5,28,1382,1,1,17,2,4,1,1,62,21,5,1
1,40.149,11,0,134A,134,A,2,2,88,12,474,21,1FDHS34M3J,1,U,0,C,65,8,48,1,2,2,62,0,0,0,0,0,0,88,359,1,19,-19,0,737,1,1,17,0,0,8,4,37,6,0,3
1.3,52.1937,11,0,135C,135,C,2,1,86,20,16,2,1G1JE27P1G,1,U,1,33,55,1,1,1,1,1,24,0,0,1,0,0,0,998,998,1,20,-20,0,331,1,1,17,0,1,2,3,998,98,1,0
9.5,381.4155,11,0,136E,136,E,2,1,87,20,17,4,2G1AW51W4H,1,U,0,C,55,8,24,1,1,1,27,0,0,0,0,0,0,270,270,4,U,U,U,U,0,1,17,0,1,2,6,N,61,1,1
9.5,381.4155,11,0,136E,136,E,2,2,85,84,901,61,1HTLAHGM4F,0,U,0,C,55,U,25,,,,,,,,,,,,,,,,,,,,17,N,N,8,N,N,N,N,
34,1365.066,11,0,138G,138,G,2,1,87,12,473,31,2FTDF15NXH,1,U,0,C,55,1,7,1,2,2,38,0,0,0,0,0,0,998,998,5,U,U,U,U,0,1,17,0,0,8,0,998,98,0,2
47,1887.003,11,0,139H,139,H,2,1,76,23,470,14,TKU186F500,1,U,1,11,55,2,1,1,1,1,43,0,0,0,0,0,0,998,998,6,U,U,U,U,0,2,13,0,0,8,0,998,98,0,0
1,40.149,11,0,140A,140,A,2,1,87,12,474,21,1FBJS31H4H,0,U,0,C,55,0,0,1,1,0,54,1,0,0,0,0,0,997,997,5,U,U,U,U,0,0,17,N,N,8,N,N,N,N,U
1,40.149,11,0,140A,140,A,2,2,87,7,17,5,1B3BS48D6H,1,U,0,D,55,3,98,1,1,1,26,0,0,0,0,0,0,998,998,5,U,U,U,U,0,1,17,1,1,2,1,998,98,2,0
3.9,156.5811,11,0,141C,141,C,2,1,85,9,472,20,2P4FH41G4F,1,U,0,C,40,2,20,1,2,2,28,0,0,0,0,0,0,90,90,3,24,-24,0,300,2,2,17,0,1,8,0,27,3,1,0
3.9,156.5811,11,0,141C,141,C,2,2,89,12,18,3,1ZVBT21C9K,1,U,0,C,40,1,22,1,1,1,27,0,0,0,0,0,0,90,90,3,25,25,0,927,2,1,17,0,1,2,4,28,20,2,1
3.9,156.5811,11,0,141C,141,C,2,3,84,12,15,2,2FABP19R6E,0,U,0,C,40,1,98,1,1,0,24,0,0,0,0,0,0,90,90,6,U,U,U,U,0,2,17,N,N,2,N,27,3,N,1
28.5,1144.2465,11,0,142E,142,E,2,1,87,2,405,14,1JCMT7899H,1,U,1,C,65,7,7,1,1,1,29,0,0,0,0,0,0,998,998,5,U,U,U,U,0,1,17,0,1,8,4,998,98,1,1
2.171,87.163479,11,0,143C,143,C,2,1,85,18,2,2,1G4BP37Y0F,1,U,0,C,45,1,82,1,2,2,36,0,0,0,0,0,0,83,180,1,12,-8,9,790,1,1,17,1,2,1,3,27,4,3,0
2.171,87.163479,11,0,143C,143,C,2,2,80,14,12,4,0X32B63000,1,U,0,C,45,3,83,1,1,1,27,0,0,0,0,0,0,180,83,1,16,-14,-8,91,1,1,11,0,1,1,4,36,2,1,1
2.171,87.163479,11,0,143C,143,C,2,3,88,20,2,4,1G1BU51H8J,0,U,0,C,45,3,98,1,1,0,37,0,0,0,0,0,0,0,323,6,U,U,U,U,0,1,17,N,N,1,N,36,2,N,0
2.171,87.163479,11,0,143C,143,C,2,4,77,12,473,31,F10GLY6900,0,U,0,C,45,2,98,1,1,0,32,0,0,0,0,0,0,0,15,6,U,U,U,U,0,1,11,N,N,8,N,37,4,N,4
15.865,636.963885,11,0,144E,144,E,2,1,85,22,18,2,1G2NV27U0F,1,U,0,C,55,U,2,1,1,1,25,0,0,0,0,0,0,998,998,5,U,U,U,U,0,1,17,0,1,2,4,998,98,1,0
56.78,2279.66022,11,0,145G,145,G,2,1,89,12,3,3,1FABP41A9K,1,U,0,C,55,7,3,1,2,2,27,0,0,2,0,0,0,998,998,5,U,U,U,U,0,1,17,0,2,1,6,998,98,2,1
1.3,52.1937,11,0,146C,146,C,2,1,86,9,8,3,1P3BM44C5G,1,U,0,C,45,1,44,1,1,1,23,0,0,0,0,0,0,354,272,6,U,U,U,U,0,2,17,1,1,2,3,47,21,3,0
1.3,52.1937,11,1,146C,146,C,2,2,89,20,19,2,1G1LV14W4K,0,U,0,C,45,1,45,1,1,1,26,0,0,0,0,0,0,90,105,5,U,U,U,U,0,2,17,0,0,2,0,23,3,0,U
1.3,52.1937,11,0,146C,146,C,2,3,88,12,474,21,1FTDE14Y8J,1,U,0,C,45,1,98,1,2,2,47,0,0,0,0,0,0,272,354,6,U,U,U,U,0,1,17,0,2,8,3,23,3,1,1
1.3,52.1937,11,0,146C,146,C,2,4,87,49,477,30,JT4RN63R2H,0,U,0,C,45,1,98,1,1,0,28,0,0,0,0,0,0,268,280,5,U,U,U,U,0,2,17,N,N,8,N,47,21,N,1
0,0,11,1,501D,501,D,2,1,89,12,15,4,1FAPP36X3K,1,U,0,C,50,1,68,1,1,1,26,0,0,0,0,0,0,122,0,6,U,U,U,U,0,1,17,0,0,U,0,30,2,0,0
0,0,11,0,501D,501,D,2,2,78,12,12,2,1X91T12000,0,U,0,C,50,1,69,1,2,0,30,0,0,0,0,0,0,0,122,6,U,U,U,U,0,0,11,N,N,1,N,N,N,N,U
1.31,15.72786,12,,1B,1,B,2,1,82,21,5,2,1G3AZ57YXC,1,U,0,C,65,1,1,1,1,1,37,0,0,0,0,0,0,998,998,5,U,U,U,U,0,2,17,1,1,2,1,998,98,3,0
2.4,28.8144,12,,2C,2,C,2,1,85,20,16,4,1G1JD69P6F,1,U,0,C,35,7,3,1,4,4,24,0,0,0,0,0,0,998,998,5,U,U,U,U,0,1,17,0,2,2,4,998,98,2,0
25.7,308.5542,12,,3F,3,F,2,1,83,20,16,6,1G1AD35PXD,1,U,4,C,45,1,68,1,1,1,25,0,0,0,0,0,0,31,270,6,U,U,U,U,0,1,17,0,1,2,3,31,4,1,0
25.7,308.5542,12,,3F,3,F,2,2,87,32,35,4,WAUHD0449H,1,U,0,C,45,2,69,1,1,1,31,0,0,0,0,0,0,270,31,6,U,U,U,U,0,2,17,0,0,U,0,25,6,0,0
2.4,28.8144,12,0,4C,4,C,2,1,88,23,472,20,1GKDM15Z0J,1,U,0,C,25,1,6,1,1,1,36,0,0,1,0,0,0,998,998,1,30,-30,0,1114,1,2,17,1,1,8,3,998,98,3,0
86,1032.516,12,,5H,5,H,2,1,82,35,34,3,JN1CZ1455C,1,U,4,C,35,U,2,1,2,2,29,0,0,1,0,0,0,998,998,1,12,2,12,156,1,2,17,0,1,1,U,998,98,7,0
20.2,242.5212,12,,6E,6,E,2,1,87,20,32,4,1Y1SK5143H,1,U,0,C,45,8,42,1,1,1,22,0,0,0,0,0,0,297,47,5,U,U,U,U,0,1,17,0,1,2,4,39,21,1,0
20.2,242.5212,12,,6E,6,E,2,2,78,20,474,21,CGL2580100,0,U,8,E,45,97,42,0,0,0,39,0,0,0,0,0,0,47,297,5,U,U,U,U,0,2,13,N,N,8,N,22,4,N,0
25.7,308.5542,12,0,7F,7,F,2,1,83,18,2,4,1G4AP37Y7D,1,U,0,C,35,10,68,1,3,3,37,0,0,0,0,0,0,263,180,1,7,-1,-7,168,1,1,17,0,0,1,0,32,14,0,0
25.7,308.5542,12,0,7F,7,F,2,2,84,20,470,14,1G8CT18B4E,1,U,0,C,35,4,69,1,4,4,32,0,0,0,0,0,0,180,263,1,8,-8,1,69,1,2,17,0,1,8,4,37,4,2,0
62,744.372,12,,8G,8,G,2,1,86,18,1,4,1G4NM69U6G,1,U,0,C,35,1,86,1,2,2,26,0,0,0,0,0,0,0,90,6,U,U,U,U,0,2,17,0,0,1,0,35,31,0,0
62,744.372,12,,8G,8,G,2,2,87,23,473,31,1GTDR14Z4H,0,U,0,C,35,1,87,1,1,0,35,0,0,0,0,0,0,90,0,6,U,U,U,U,0,2,17,N,N,8,N,26,4,N,1
2.4,28.8144,12,,9C,9,C,2,1,81,20,7,10,1GCCW80K8B,1,U,0,C,55,1,21,1,1,1,31,0,0,0,0,0,1,180,183,1,15,15,3,340,1,1,17,1,1,1,3,26,2,4,0
