PSU,CASEID,CASENO,STRATIF,RECNO,VERSION,DRINKING,ALCTEST,VEHNO,OCUPANTS,DRPRES,MONDRIVE,MILEVEH,MILETOT,DRTRAIN,LASTRAIN,FREQDRIV,TYPEOP,BMCSREG,DRCLASS,ACCTYPE,AVOIDMAN,RELFACT,VIOCHAR1,VIOCHAR2,LSTATUS,LTYPCOMP,LREST,PREVSPD,PREVOTH,PREVDWI,PREVSUS,PREVACC,FEDAID,CLASTRAF,ROADFUNC,LANES,LANEWIDT,MEDIANT,MEDIANW,ACCESS,TRAFFLOW,SHOULDLT,SHOULDRT,ALIGNMNT,SLOPE,SUPELEV,CURVE,GRADE,PROFILE,SURTYPE,SURCOND,SPLIMIT,RESTRICT,TRAFCONT,TRCTLFCT,TRUCKSYS,ENVRF
1,001B,1,B,4,9,U,C,1,1,1,N,N,N,N,N,N,N,N,N,24,U,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,30,N,N,N,N,N
1,001B,1,B,4,9,0,C,2,2,1,N,N,N,N,N,N,N,N,N,25,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,30,N,N,N,N,N
1,001B,1,B,4,9,0,C,3,2,1,N,N,N,N,N,N,N,N,N,98,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,30,N,N,N,N,N
1,002C,2,C,4,9,0,C,1,2,1,N,N,N,N,N,N,N,N,N,64,9,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,30,N,N,N,N,N
1,002C,2,C,4,9,U,U,2,2,1,N,N,N,N,N,N,N,N,N,81,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,30,N,N,N,N,N
1,003B,3,B,4,9,0,C,1,1,1,N,N,N,N,N,N,N,N,N,3,9,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,30,N,N,N,N,N
1,004B,4,B,4,9,0,C,1,1,1,N,N,N,N,N,N,N,N,N,86,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,30,N,N,N,N,N
1,004B,4,B,4,9,0,C,2,1,1,N,N,N,N,N,N,N,N,N,87,U,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,30,N,N,N,N,N
1,005C,5,C,4,9,0,C,1,1,1,N,N,N,N,N,N,N,N,N,86,6,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,30,N,N,N,N,N
1,005C,5,C,4,9,0,C,2,1,1,N,N,N,N,N,N,N,N,N,87,U,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,30,N,N,N,N,N
1,005C,5,C,4,9,0,C,3,1,1,N,N,N,N,N,N,N,N,N,98,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,U,N,N,N,N,N
1,006B,6,B,4,9,0,C,1,1,1,N,N,N,N,N,N,N,N,N,25,U,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,55,N,N,N,N,N
1,006B,6,B,4,9,0,C,2,1,1,N,N,N,N,N,N,N,N,N,98,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,55,N,N,N,N,N
1,006B,6,B,4,9,U,C,3,1,1,N,N,N,N,N,N,N,N,N,24,U,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,55,N,N,N,N,N
1,007C,7,C,4,9,0,C,1,1,1,N,N,N,N,N,N,N,N,N,3,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,55,N,N,N,N,N
1,008A,8,A,4,9,U,C,1,2,1,N,N,N,N,N,N,N,N,N,65,9,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,55,N,N,N,N,N
1,008A,8,A,4,9,1,D,2,1,1,N,N,N,N,N,N,N,N,N,64,U,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,55,N,N,N,N,N
1,009D,9,D,4,9,U,U,1,1,1,N,N,N,N,N,N,N,N,N,11,U,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,30,N,N,N,N,N
1,010D,10,D,4,9,1,D,1,3,1,N,N,N,N,N,N,N,N,N,11,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,30,N,N,N,N,N
1,011B,11,B,4,9,U,C,1,1,1,N,N,N,N,N,N,N,N,N,78,U,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,30,N,N,N,N,N
1,011B,11,B,4,9,U,C,2,2,1,N,N,N,N,N,N,N,N,N,79,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,30,N,N,N,N,N
1,012C,12,C,4,9,U,C,1,1,1,N,N,N,N,N,N,N,N,N,8,6,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,55,N,N,N,N,N
1,013B,13,B,4,9,0,C,1,4,1,N,N,N,N,N,N,N,N,N,86,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,30,N,N,N,N,N
1,013B,13,B,4,9,0,C,2,3,1,N,N,N,N,N,N,N,N,N,87,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,30,N,N,N,N,N
1,014C,14,C,4,9,U,C,1,1,1,N,N,N,N,N,N,N,N,N,20,U,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,30,N,N,N,N,N
1,014C,14,C,4,9,0,C,2,1,1,N,N,N,N,N,N,N,N,N,21,U,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,30,N,N,N,N,N
1,015A,15,A,4,9,0,C,1,2,1,N,N,N,N,N,N,N,N,N,68,U,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,30,N,N,N,N,N
1,015A,15,A,4,9,0,C,2,1,1,N,N,N,N,N,N,N,N,N,69,U,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,30,N,N,N,N,N
1,016B,16,B,4,9,0,C,1,2,1,N,N,N,N,N,N,N,N,N,20,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,30,N,N,N,N,N
1,016B,16,B,4,9,0,C,2,3,1,N,N,N,N,N,N,N,N,N,21,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,30,N,N,N,N,N
1,016B,16,B,4,9,U,C,3,1,1,N,N,N,N,N,N,N,N,N,98,U,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,30,N,N,N,N,N
1,017B,17,B,4,9,0,C,1,1,1,N,N,N,N,N,N,N,N,N,88,U,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,30,N,N,N,N,N
1,017B,17,B,4,9,0,C,2,1,1,N,N,N,N,N,N,N,N,N,89,U,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,30,N,N,N,N,N
1,018C,18,C,4,9,0,C,1,2,1,N,N,N,N,N,N,N,N,N,45,11,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,30,N,N,N,N,N
1,018C,18,C,4,9,U,U,2,1,1,N,N,N,N,N,N,N,N,N,U,U,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,30,N,N,N,N,N
1,019B,19,B,4,9,U,C,1,1,1,N,N,N,N,N,N,N,N,N,11,6,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,30,N,N,N,N,N
1,020C,20,C,4,9,0,C,1,2,1,N,N,N,N,N,N,N,N,N,88,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,35,N,N,N,N,N
1,020C,20,C,4,9,0,C,2,2,1,N,N,N,N,N,N,N,N,N,89,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,35,N,N,N,N,N
1,021A,21,A,4,9,U,C,1,2,1,N,N,N,N,N,N,N,N,N,12,9,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,30,N,N,N,N,N
1,021A,21,A,4,9,0,C,2,2,1,N,N,N,N,N,N,N,N,N,98,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,30,N,N,N,N,N
1,022A,22,A,4,9,U,C,1,2,1,N,N,N,N,N,N,N,N,N,1,U,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,55,N,N,N,N,N
1,023B,23,B,4,9,0,C,1,1,1,N,N,N,N,N,N,N,N,N,69,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,U,N,N,N,N,N
1,023B,23,B,4,9,0,C,2,1,1,N,N,N,N,N,N,N,N,N,68,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,30,N,N,N,N,N
1,024A,24,A,4,9,U,U,1,1,1,N,N,N,N,N,N,N,N,N,U,U,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,55,N,N,N,N,N
1,024A,24,A,4,9,0,C,2,4,1,N,N,N,N,N,N,N,N,N,24,U,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,55,N,N,N,N,N
1,024A,24,A,4,9,0,C,3,2,1,N,N,N,N,N,N,N,N,N,98,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,55,N,N,N,N,N
1,025B,25,B,4,9,1,C,1,1,1,N,N,N,N,N,N,N,N,N,20,U,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,35,N,N,N,N,N
1,025B,25,B,4,9,0,C,2,2,1,N,N,N,N,N,N,N,N,N,21,U,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,35,N,N,N,N,N
1,026B,26,B,4,9,8,C,1,1,1,N,N,N,N,N,N,N,N,N,98,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,55,N,N,N,N,N
1,026B,26,B,4,9,0,C,2,2,1,N,N,N,N,N,N,N,N,N,98,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,55,N,N,N,N,N
1,026B,26,B,4,9,0,C,3,1,1,N,N,N,N,N,N,N,N,N,29,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,55,N,N,N,N,N
1,026B,26,B,4,9,0,C,4,1,1,N,N,N,N,N,N,N,N,N,28,U,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,55,N,N,N,N,N
1,027B,27,B,4,9,0,C,1,1,1,N,N,N,N,N,N,N,N,N,88,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,35,N,N,N,N,N
1,027B,27,B,4,9,0,C,2,2,1,N,N,N,N,N,N,N,N,N,U,U,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,30,N,N,N,N,N
1,028C,28,C,4,9,0,C,1,1,1,N,N,N,N,N,N,N,N,N,86,U,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,30,N,N,N,N,N
1,028C,28,C,4,9,U,C,2,U,1,N,N,N,N,N,N,N,N,N,87,U,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,30,N,N,N,N,N
1,029B,29,B,4,9,0,C,1,1,1,N,N,N,N,N,N,N,N,N,90,98,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,U,N,N,N,N,N
1,029B,29,B,4,9,0,C,2,2,1,N,N,N,N,N,N,N,N,N,90,U,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,35,N,N,N,N,N
1,029B,29,B,4,9,0,C,3,1,1,N,N,N,N,N,N,N,N,N,98,9,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,U,N,N,N,N,N
1,029B,29,B,4,9,0,C,4,3,1,N,N,N,N,N,N,N,N,N,98,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,30,N,N,N,N,N
1,029B,29,B,4,9,0,C,5,3,1,N,N,N,N,N,N,N,N,N,98,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,35,N,N,N,N,N
1,030C,30,C,4,9,0,C,1,1,1,N,N,N,N,N,N,N,N,N,86,9,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,30,N,N,N,N,N
1,030C,30,C,4,9,0,C,2,1,1,N,N,N,N,N,N,N,N,N,87,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,30,N,N,N,N,N
1,031B,31,B,4,9,0,C,1,1,1,N,N,N,N,N,N,N,N,N,74,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,30,N,N,N,N,N
1,031B,31,B,4,9,0,C,2,1,1,N,N,N,N,N,N,N,N,N,74,U,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,30,N,N,N,N,N
1,032C,32,C,4,9,0,C,1,1,1,N,N,N,N,N,N,N,N,N,88,U,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,30,N,N,N,N,N
1,032C,32,C,4,9,0,C,2,2,1,N,N,N,N,N,N,N,N,N,89,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,30,N,N,N,N,N
1,032C,32,C,4,9,0,C,3,2,1,N,N,N,N,N,N,N,N,N,98,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,30,N,N,N,N,N
1,033B,33,B,4,9,0,C,1,2,1,N,N,N,N,N,N,N,N,N,89,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,30,N,N,N,N,N
1,033B,33,B,4,9,0,C,2,1,1,N,N,N,N,N,N,N,N,N,88,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,30,N,N,N,N,N
1,034A,34,A,4,9,0,C,1,1,1,N,N,N,N,N,N,N,N,N,44,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,55,N,N,N,N,N
1,034A,34,A,4,9,1,D,2,2,1,N,N,N,N,N,N,N,N,N,45,9,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,55,N,N,N,N,N
1,035B,35,B,4,9,U,U,1,4,1,N,N,N,N,N,N,N,N,N,83,6,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,30,N,N,N,N,N
1,035B,35,B,4,9,0,C,2,1,1,N,N,N,N,N,N,N,N,N,82,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,30,N,N,N,N,N
1,036B,36,B,4,9,0,C,1,1,1,N,N,N,N,N,N,N,N,N,88,U,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,30,N,N,N,N,N
1,036B,36,B,4,9,0,C,2,2,1,N,N,N,N,N,N,N,N,N,87,8,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,30,N,N,N,N,N
1,037C,37,C,4,9,0,C,1,1,1,N,N,N,N,N,N,N,N,N,86,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,30,N,N,N,N,N
1,037C,37,C,4,9,0,C,2,1,1,N,N,N,N,N,N,N,N,N,87,8,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,30,N,N,N,N,N
1,038B,38,B,4,9,0,C,1,5,1,N,N,N,N,N,N,N,N,N,69,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,30,N,N,N,N,N
1,038B,38,B,4,9,0,C,2,3,1,N,N,N,N,N,N,N,N,N,68,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,30,N,N,N,N,N
1,039D,39,D,4,9,0,C,1,1,1,N,N,N,N,N,N,N,N,N,11,U,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,30,N,N,N,N,N
1,039D,39,D,4,9,0,C,2,2,1,N,N,N,N,N,N,N,N,N,98,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,30,N,N,N,N,N
1,040B,40,B,4,9,0,C,1,1,1,N,N,N,N,N,N,N,N,N,98,U,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,55,N,N,N,N,N
1,040B,40,B,4,9,0,C,2,3,1,N,N,N,N,N,N,N,N,N,21,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,55,N,N,N,N,N
1,040B,40,B,4,9,0,C,3,3,1,N,N,N,N,N,N,N,N,N,20,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,55,N,N,N,N,N
1,041B,41,B,4,9,U,U,1,1,1,N,N,N,N,N,N,N,N,N,16,U,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,30,N,N,N,N,N
1,042C,42,C,4,9,U,C,1,1,1,N,N,N,N,N,N,N,N,N,88,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,30,N,N,N,N,N
1,042C,42,C,4,9,0,C,2,2,1,N,N,N,N,N,N,N,N,N,89,U,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,30,N,N,N,N,N
1,043B,43,B,4,9,0,C,1,2,1,N,N,N,N,N,N,N,N,N,83,U,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,30,N,N,N,N,N
1,043B,43,B,4,9,0,C,2,1,1,N,N,N,N,N,N,N,N,N,82,U,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,30,N,N,N,N,N
1,044C,44,C,4,9,U,C,1,3,1,N,N,N,N,N,N,N,N,N,24,U,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,30,N,N,N,N,N
1,044C,44,C,4,9,0,C,2,2,1,N,N,N,N,N,N,N,N,N,25,U,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,30,N,N,N,N,N
1,045B,45,B,4,9,1,U,1,1,1,N,N,N,N,N,N,N,N,N,12,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,30,N,N,N,N,N
1,046C,46,C,4,9,0,C,1,1,1,N,N,N,N,N,N,N,N,N,86,U,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,30,N,N,N,N,N
1,046C,46,C,4,9,0,C,2,2,1,N,N,N,N,N,N,N,N,N,87,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,30,N,N,N,N,N
1,047B,47,B,4,9,0,C,1,1,1,N,N,N,N,N,N,N,N,N,28,U,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,45,N,N,N,N,N
1,047B,47,B,4,9,0,C,2,1,1,N,N,N,N,N,N,N,N,N,29,U,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,30,N,N,N,N,N
1,048C,48,C,4,9,0,C,1,4,1,N,N,N,N,N,N,N,N,N,69,U,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,30,N,N,N,N,N
1,048C,48,C,4,9,0,C,2,3,1,N,N,N,N,N,N,N,N,N,68,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,30,N,N,N,N,N
1,048C,48,C,4,9,0,C,3,2,1,N,N,N,N,N,N,N,N,N,98,U,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,30,N,N,N,N,N
1,049B,49,B,4,9,0,C,1,2,1,N,N,N,N,N,N,N,N,N,89,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,30,N,N,N,N,N
1,049B,49,B,4,9,0,C,2,3,1,N,N,N,N,N,N,N,N,N,88,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,30,N,N,N,N,N
1,050C,50,C,4,9,U,U,1,1,1,N,N,N,N,N,N,N,N,N,U,U,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,30,N,N,N,N,N
1,050C,50,C,4,9,0,C,2,4,1,N,N,N,N,N,N,N,N,N,45,U,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,30,N,N,N,N,N
1,051B,51,B,4,9,0,C,1,1,1,N,N,N,N,N,N,N,N,N,77,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,30,N,N,N,N,N
1,051B,51,B,4,9,0,C,2,2,1,N,N,N,N,N,N,N,N,N,76,U,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,30,N,N,N,N,N
1,052C,52,C,4,9,0,C,1,2,1,N,N,N,N,N,N,N,N,N,11,U,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,30,N,N,N,N,N
1,053B,53,B,4,9,0,C,1,1,1,N,N,N,N,N,N,N,N,N,69,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,30,N,N,N,N,N
1,053B,53,B,4,9,0,19,2,1,1,N,N,N,N,N,N,N,N,N,68,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,30,N,N,N,N,N
1,054B,54,B,4,9,0,C,1,3,1,N,N,N,N,N,N,N,N,N,6,U,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,30,N,N,N,N,N
1,055C,55,C,4,9,0,C,1,2,1,N,N,N,N,N,N,N,N,N,69,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,30,N,N,N,N,N
1,055C,55,C,4,9,0,C,2,2,1,N,N,N,N,N,N,N,N,N,68,U,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,30,N,N,N,N,N
1,056B,56,B,4,9,0,C,1,1,1,N,N,N,N,N,N,N,N,N,6,U,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,30,N,N,N,N,N
1,057C,57,C,4,9,0,C,1,1,1,N,N,N,N,N,N,N,N,N,11,U,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,30,N,N,N,N,N
1,058B,58,B,4,9,0,C,1,2,1,N,N,N,N,N,N,N,N,N,50,U,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,30,N,N,N,N,N
1,058B,58,B,4,9,0,C,2,1,1,N,N,N,N,N,N,N,N,N,51,U,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,30,N,N,N,N,N
