PSU,CASEID,CASENO,STRATIF,RECNO,VERSION,VEHNO,HITRUN,OCCFORMS,VEHROLE,TOWAWAY,MODELYR,MAKE,MODEL,REGISTRA,VIN,BODYTYPE,TOWHITCH,SEATCAP,TCAXLE1,TCAXLE2,TCAXLE3,TCAXLE4,TCTIRE1,TCTIRE2,TCTIRE3,TCTIRE4,TCCOND1,TCCOND2,TCCOND3,TCCOND4,LMIRROR,RMIRROR,OVERRIDE,REARTURN,CABCONF,AXLESP,AXLEST1,AXLEST2,AXLEST3,TRAILER1,TRAILER2,TRAILER3,MAXWIDTH,MAXLEN,BRAKETY,GVWR,VEHSEQ1,VEHSEQ2,OBJCONT1,OBJCONT2,DOF1,DOF2,GAD1,GAD2,SHL1,SHL2,SVL1,SVL2,TDD1,TDD2,EXTENT1,EXTENT2,ACCSEQ1,ACCSEQ2,DVL,DVC1,DVC2,DVC3,DVC4,DVC5,DVC6,DVD,SDVL,SDVC1,SDVC2,SDVC3,SDVC4,SDVC5,SDVC6,SDVD,DOCCDC,SPECUSE,ODOMETER,PCINTEG,DPCOMPNT,DPINTRSN,DOCOMPNT,DOINTRSN,PPCOMPNT,PPINTRSN,POCOMPNT,POINTRSN,STEERSEP,STEERDEF,FIRE,IMPTYPE,OTHROLE,ROLLOVER,JACKNIFE,HAZCARGO,CURBWGT,CARGOWGT,SOURCWGT,DVBASIS,DVTOTAL,DVLONG,DVLAT,ENERGY,TRAVELSP,VINLNGTH,VINJSER,VINJURED,VTREAT,DRIVE,OTVEHWGT,OTBDYTYP,VAIS,WHEELSHT,WHEELLNG
11,013C,13,C,3,9,1,0,2,1,2,81,9,8,N,1P3BL24B1B,3,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,N,0,0,0,0,0,0,0,0,0,0,0,0,1,,2,,12,,F,,Z,,E,,W,,02,,1,,57,0,1,2,4,7,11,0,,,,,,,,,1,N,83,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,N,22,U,U,3,12,-11,-2,111,U,17,0,2,4,2,34,2,1,U,U
11,013C,13,C,3,9,2,0,1,1,1,87,20,10,N,1G1GZ11GAH,2,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,U,N,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,,U,,9,,9,,9,,9,,99,,1,,,,,,,,,,,,,,,,,,1,N,U,U,U,U,U,U,U,U,U,U,U,U,0,1,1,0,0,N,34,U,U,3,8,-8,1,93,U,17,0,0,0,1,22,3,0,U,U
11,014B,14,B,3,9,1,0,4,1,2,81,7,8,N,1B3BC24B0B,3,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,N,0,0,0,0,0,0,0,0,0,0,0,0,1,2,33,33,70,5,F,B,Z,R,E,A,W,E,02,06,1,2,61,0,8,16,21,19,18,0,61,0,0,2,5,9,19,0,1,N,67,7,0,0,0,0,0,0,0,0,1,1,0,1,6,0,0,N,22,0,0,1,20,-3,19,1014,U,17,0,1,U,2,998,98,2,U,U
11,015C,15,C,3,9,1,0,1,2,3,79,20,8,N,1X69D9,4,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,N,0,0,0,0,0,0,0,0,0,0,0,0,1,,2,,2,,R,,F,,E,,W,,01,,1,,,,,,,,,,,,,,,,,,1,N,44,1,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,N,33,0,0,8,U,U,U,U,U,13,0,1,4,1,33,2,1,111.0,U
11,015C,15,C,3,9,2,0,2,1,1,80,18,1,N,4M47W,2,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,N,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,,U,,9,,9,,9,,9,,99,,1,,,,,,,,,,,,,,,,,,1,N,72,1,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,N,33,0,0,8,U,U,U,U,U,12,0,1,0,1,33,4,1,U,U
11,016D,16,D,3,9,1,0,2,1,2,83,18,16,N,1G4AT6901D,4,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,4,N,0,0,0,0,0,0,0,0,0,0,0,0,1,,2,,11,,F,,D,,E,,W,,01,,1,,59,0,5,9,5,1,0,0,,,,,,,,,1,N,34,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,N,25,0,0,1,13,-12,4,207,U,17,0,0,0,2,22,2,0,U,U
11,016D,16,D,3,9,2,0,2,1,2,83,30,36,N,1VWDC0176D,2,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1,N,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,,1,,F,,Z,,E,,W,,01,,1,,56,0,0,1,3,4,5,0,,,,,,,,,1,N,52,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,N,22,0,0,1,14,-13,-5,145,U,17,0,0,0,2,25,4,0,U,U
11,017B,17,B,3,9,1,0,1,1,2,85,7,11,N,1B3BD21C1D,2,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,4,N,0,0,0,0,0,0,0,0,0,0,0,0,1,,2,,12,,F,,R,,E,,W,,04,,1,,66,2,2,5,8,14,20,0,,,,,,,,,1,N,61,1,4,1,0,0,0,0,0,0,1,1,0,1,3,0,0,N,24,0,0,1,14,-14,-2,336,U,17,0,1,4,2,36,40,2,U,U
11,017B,17,B,3,9,2,0,1,2,2,77,7,74,N,B21BE7,40,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1,N,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,,4,,B,,L,,E,,W,,03,,1,,77,10,3,1,1,1,0,0,,,,,,,,,1,N,132,1,0,0,0,0,0,0,0,0,1,0,0,4,1,0,0,N,36,1,2,1,9,6,-7,231,U,13,0,0,0,8,24,2,0,U,U
11,018C,18,C,3,9,1,0,1,1,2,86,49,33,N,JT2ST64L3G,3,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,N,0,0,0,0,0,0,0,0,0,0,0,0,2,1,57,63,12,U,F,9,D,9,E,9,W,9,02,99,2,1,59,8,10,13,15,15,17,0,,,,,,,,,1,N,22,1,0,0,0,0,0,0,0,0,1,0,0,1,6,0,0,N,26,0,0,1,23,-22,4,507,U,17,0,1,4,1,998,98,1,U,U
11,019D,19,D,3,9,1,0,1,1,3,77,21,1,N,3G37R7,2,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,N,0,0,0,0,0,0,0,0,0,0,0,0,1,,2,,12,,F,,R,,E,,W,,01,,1,,68,0,0,0,0,2,11,0,,,,,,,,,1,N,77,1,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,N,38,0,0,1,9,-9,-2,146,U,13,0,0,0,1,26,2,0,112.0,116.0
11,019D,19,D,3,9,2,0,1,3,1,80,12,3,N,0F02,2,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,N,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,6,12,B,F,L,D,E,E,W,W,01,01,1,2,59,1,0,,,,,0,60,1,1,,,,,0,1,N,82,1,0,0,0,0,0,0,0,0,1,0,0,4,1,0,0,N,26,2,2,1,12,12,-1,103,0,11,0,1,4,1,38,2,1,100.4,U
11,019D,19,D,3,9,3,0,1,2,1,81,12,12,N,1FABP0521B,3,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,N,0,0,0,0,0,0,0,0,0,0,0,0,1,,2,,6,,B,,D,,E,,N,,01,,2,,62,0,1,,,,,0,,,,,,,,,1,N,77,1,0,0,0,0,0,0,0,0,1,0,0,4,1,0,0,N,21,0,0,1,11,11,0,100,0,17,0,0,0,1,26,2,0,U,U
11,020B,20,B,3,9,1,0,1,2,2,78,21,15,N,3B27A8,2,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,N,0,0,0,0,0,0,0,0,0,0,0,0,1,,2,,9,,L,,Y,,E,,W,,02,,1,,75,0,4,3,8,6,1,53,,,,,,,,,1,N,104,1,7,1,0,0,0,0,0,0,U,0,0,2,1,0,0,N,33,0,0,1,11,-1,11,88,U,13,0,1,4,1,31,4,7,111.0,U
11,020B,20,B,3,9,2,0,1,1,2,85,12,6,N,1FABP3935F,4,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,N,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,,12,,F,,D,,E,,W,,02,,1,,64,2,6,12,10,6,3,0,,,,,,,,,1,N,38,1,0,0,0,0,0,0,0,0,U,0,0,1,2,0,0,N,31,0,0,1,12,-12,-1,296,U,17,0,1,4,1,33,2,1,U,U
11,021C,21,C,3,9,1,0,1,1,2,85,9,8,N,1P3BM44C5F,3,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,N,0,0,0,0,0,0,0,0,0,0,0,0,1,,40,,12,,F,,R,,E,,E,,03,,1,,61,0,0,8,15,21,28,0,,,,,,,,,1,N,44,1,0,0,0,0,4,1,98,2,1,1,0,1,6,0,0,N,23,0,0,7,U,U,U,U,U,17,0,1,4,2,998,98,1,U,U
11,022B,22,B,3,9,1,0,3,2,2,84,12,4,N,1FABP46F7E,2,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,N,0,0,0,0,0,0,0,0,0,0,0,0,1,,2,,3,,R,,Y,,A,,W,,03,,1,,123,0,4,9,7,0,0,38,,,,,,,,,1,N,25,8,2,2,97,2,7,3,22,2,1,1,0,3,1,0,0,N,32,0,0,7,U,U,U,U,U,17,0,2,3,1,24,2,1,U,U
11,022B,22,B,3,9,2,0,1,1,2,86,20,16,N,1G1JE27PXG,2,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,N,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,,U,,9,,9,,9,,9,,99,,1,,,,,,,,,,,,,,,,,,1,N,U,U,U,U,U,U,U,U,U,U,U,U,0,1,2,0,0,N,24,0,0,7,U,U,U,U,U,17,0,1,6,2,32,2,1,U,U
11,023C,23,C,3,9,1,0,1,2,2,82,18,15,N,1G4AC69XOC,4,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,N,0,0,0,0,0,0,0,0,0,0,0,0,1,,2,,9,,L,,Y,,E,,W,,02,,1,,112,0,0,2,5,3,0,30,,,,,,,,,1,N,17,1,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,N,26,0,0,1,10,-2,10,77,U,17,0,1,0,2,21,3,1,U,U
11,023C,23,C,3,9,2,0,1,1,2,85,14,13,N,1MEBP5446F,3,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,N,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,,12,,F,,D,,E,,W,,01,,1,,62,1,1,3,4,4,5,0,,,,,,,,,1,N,31,1,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,N,21,0,0,1,12,-12,-2,169,U,17,0,1,4,2,26,4,2,U,U
11,024D,24,D,3,9,1,0,1,1,3,77,12,73,N,F10G,50,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,N,0,0,0,0,0,0,0,0,0,0,0,0,1,,2,,12,,F,,D,,E,,W,,01,,1,,,,,,,,,,,,,,,,,,1,N,114,1,0,0,0,0,0,0,0,0,1,U,0,1,3,0,0,N,34,10,1,1,9,-9,0,161,U,11,0,0,0,8,32,4,0,U,U
11,024D,24,D,3,9,2,0,1,2,1,85,21,3,N,1G3CX6933F,4,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,N,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,,6,,B,,D,,E,,W,,01,,1,,64,5,5,5,4,4,4,0,,,,,,,,,1,N,106,1,0,0,0,0,0,0,0,0,1,0,0,4,1,0,0,N,32,0,2,1,13,13,0,142,0,17,0,0,0,1,34,50,0,U,U
11,025B,25,B,3,9,1,0,1,1,2,83,37,31,N,JHMST5431D,4,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,N,0,0,0,0,0,0,0,0,0,0,0,0,1,2,33,32,9,3,L,R,P,B,A,A,W,N,03,02,1,2,63,2,10,16,17,15,2,-8,21,2,3,4,3,1,0,-44,1,N,28,8,6,3,97,3,0,0,0,0,1,1,0,2,6,0,0,N,20,0,0,1,17,0,17,210,U,17,1,1,1,2,998,98,5,U,U
11,026C,26,C,3,9,1,0,1,1,2,80,51,35,N,VC26477A,4,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,N,0,0,0,0,0,0,0,0,0,0,0,0,1,,2,,3,,R,,Y,,E,,W,,02,,1,,94,0,1,5,1,5,0,35,,,,,,,,,1,N,83,1,0,0,0,0,7,3,98,2,1,0,0,3,1,0,0,N,29,0,1,7,U,U,U,U,U,15,0,1,4,1,23,2,2,104.3,U
11,026C,26,C,3,9,2,0,1,1,2,84,37,33,N,JHMAB5224E,2,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,U,N,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,,U,,9,,9,,9,,9,,99,,U,,,,,,,,,,,,,,,,,,1,N,U,U,U,U,U,U,U,U,U,U,U,U,0,1,2,0,0,N,23,U,U,7,U,U,U,U,U,17,0,0,0,2,29,4,0,U,U
11,027B,27,B,3,9,1,0,1,1,2,76,22,8,N,2Z17F6,2,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,N,0,0,0,0,0,0,0,0,0,0,0,0,1,,2,,11,,F,,D,,E,,W,,01,,1,,66,2,2,2,4,7,9,0,,,,,,,,,1,N,77,1,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,N,35,0,0,1,14,-12,7,274,U,13,0,0,0,1,31,2,0,111.1,U
11,027B,27,B,3,9,2,0,1,3,2,86,12,4,N,1FABP4636G,2,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,N,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,69,4,0,R,T,D,D,A,D,W,O,03,02,1,2,105,2,6,14,11,7,2,3,,,,,,,,,1,N,U,7,0,0,0,0,6,3,27,3,1,0,0,3,1,2,0,N,31,0,0,1,15,7,-13,389,U,17,0,1,4,1,35,2,1,U,U
11,027B,27,B,3,9,3,0,2,2,1,76,23,73,N,TCL146,50,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,N,0,0,0,0,0,0,0,0,0,0,0,0,1,,2,,0,,T,,F,,L,,N,,06,,3,,,,,,,,,,,,,,,,,,1,N,63,1,0,0,0,0,0,0,0,0,1,0,0,5,5,0,0,N,36,1,2,7,U,U,U,U,0,13,0,0,0,8,31,2,0,U,U
11,028C,28,C,3,9,1,0,1,1,1,85,23,85,N,9999999999,32,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,U,N,N,N,N,N,N,N,N,N,N,N,N,N,1,,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,N,U,U,U,U,U,U,U,U,U,U,U,U,0,1,3,0,0,N,U,U,U,6,U,U,U,U,U,17,0,0,U,8,42,4,0,U,U
11,028C,28,C,3,9,2,0,2,3,2,80,19,3,N,6D696A,4,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,U,N,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,U,U,9,9,9,9,9,9,9,9,99,99,1,2,,,,,,,,,,,,,,,,,1,N,U,U,U,U,U,U,U,U,U,U,U,U,U,4,1,0,0,N,42,U,U,6,U,U,U,U,0,13,0,2,4,1,U,32,1,121.4,U
11,028C,28,C,3,9,3,0,1,2,1,81,48,31,N,JF1AM43BXB,6,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,U,N,0,0,0,0,0,0,0,0,0,0,0,0,1,,2,,U,,9,,9,,9,,9,,99,,2,,,,,,,,,,,,,,,,,,1,N,U,U,U,U,U,U,U,U,U,U,U,U,0,4,1,0,0,N,22,U,U,8,U,U,U,U,0,17,0,1,0,2,42,4,1,U,U
11,029D,29,D,3,9,1,0,1,2,2,83,2,2,N,1JCCM87E7D,12,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,N,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,9,9,L,L,F,B,E,E,W,W,01,03,1,2,,,,,,,,,,,,,,,,,1,N,34,1,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,N,26,0,0,8,U,U,U,U,U,17,0,0,0,2,41,6,0,U,U
11,029D,29,D,3,9,2,0,2,1,1,83,20,2,N,2G1AN35HXD,6,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,N,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,12,3,F,R,Z,P,E,E,W,W,01,02,1,2,72,0,0,0,1,3,7,0,56,0,3,6,3,3,4,-19,1,N,36,7,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,N,41,0,0,8,U,U,U,U,U,17,0,1,0,1,26,12,1,U,U
11,030B,30,B,3,9,1,0,2,0,2,87,51,39,N,YV1FX8847H,4,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,N,0,0,0,0,0,0,0,0,0,0,0,0,1,,69,,0,,L,,Y,,E,,O,,03,,1,,,,,,,,,,,,,,,,,,1,N,1,1,2,3,97,3,0,0,0,0,1,0,0,2,6,1,0,N,30,0,0,7,U,U,U,U,U,17,1,1,4,1,998,98,3,U,U
11,031C,31,C,3,9,1,0,2,1,2,84,20,15,N,1G1AX68R8E,5,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,N,0,0,0,0,0,0,0,0,0,0,0,0,1,2,33,33,12,9,F,L,R,B,E,E,N,N,02,01,1,2,62,1,4,7,11,18,21,0,34,0,0,1,2,0,0,-63,1,N,33,3,0,0,0,0,0,0,0,0,1,1,0,1,6,0,0,N,25,0,0,1,21,-21,0,424,U,17,0,2,3,2,998,98,1,U,U
11,032D,32,D,3,9,1,0,1,1,2,85,12,74,N,1FTDE1444F,40,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,N,0,0,0,0,0,0,0,0,0,0,0,0,1,,2,,U,,9,,9,,9,,9,,99,,1,,,,,,,,,,,,,,,,,,1,N,28,1,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,N,39,5,2,7,U,U,U,U,U,17,0,0,0,8,28,4,0,U,U
11,032D,32,D,3,9,2,0,3,2,2,85,21,17,N,1G3AJ19RXF,4,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,N,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,,3,,R,,Y,,E,,W,,02,,1,,57,0,3,4,2,2,0,60,,,,,,,,,1,N,27,1,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,N,28,0,0,7,U,U,U,U,U,17,0,0,0,2,39,40,0,U,U
11,033B,33,B,3,9,1,0,2,2,2,78,20,73,N,CCU148,50,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,N,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,33,1,6,R,B,D,R,A,L,W,N,03,01,1,2,215,0,0,13,13,8,0,0,21,0,1,2,2,1,0,24,1,N,105,8,0,0,0,0,5,4,97,4,1,1,0,3,1,0,0,N,39,1,2,1,21,-19,-9,113,U,13,0,2,3,8,44,56,2,U,U
11,033B,33,B,3,9,2,0,2,1,2,87,12,71,N,1FMEU15N0H,56,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,N,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,,11,,F,,Z,,E,,W,,03,,1,,72,0,0,5,13,13,19,0,,,,,,,,,1,N,12,1,0,0,0,0,0,0,0,0,1,1,0,1,2,0,0,N,44,0,0,1,20,-18,9,659,U,17,0,2,4,8,39,50,1,U,U
11,034C,34,C,3,9,1,0,1,1,2,84,22,5,N,1G2AF37R9E,2,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,N,0,0,0,0,0,0,0,0,0,0,0,0,1,,31,,U,,9,,9,,9,,9,,99,,1,,,,,,,,,,,,,,,,,,1,N,U,U,U,U,U,U,U,U,U,U,U,U,0,1,6,0,0,N,25,0,0,8,U,U,U,U,U,17,0,1,4,1,998,98,2,U,U
11,035A,35,A,3,9,1,0,1,1,2,81,49,77,N,JT4RN44R5B,50,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,N,0,0,0,0,0,0,0,0,0,0,0,0,1,,33,,63,,R,,Y,,A,,W,,06,,1,,60,4,34,38,19,13,4,54,,,,,,,,,1,N,60,8,0,0,0,0,7,4,97,4,1,0,0,3,6,0,0,N,26,3,2,1,26,-5,-25,1064,U,17,1,1,1,8,998,98,2,U,U
11,036B,36,B,3,9,1,0,2,1,2,87,12,77,N,1FTCR15T5H,50,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,N,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,12,3,F,R,Z,B,E,E,W,N,01,01,1,2,60,0,0,3,6,5,7,0,24,0,0,1,0,,,-64,1,N,3,1,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,N,28,1,2,1,15,-15,0,221,U,17,0,1,4,8,33,2,1,U,U
11,036B,36,B,3,9,2,0,2,2,2,81,20,9,N,1G1AP87K0B,2,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,N,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,8,6,L,B,P,L,A,E,W,E,03,01,1,2,77,0,9,12,0,,,-13,,,,,,,,,1,N,53,7,7,3,22,2,0,0,0,0,1,1,0,2,1,0,0,N,33,0,0,1,13,5,12,236,U,17,0,2,3,1,28,50,2,U,U
11,037C,37,C,3,9,1,0,1,1,2,74,9,1,N,VL41B4,4,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,N,0,0,0,0,0,0,0,0,0,0,0,0,1,,31,,12,,F,,D,,E,,W,,01,,1,,68,4,2,1,0,0,0,0,,,,,,,,,1,N,135,1,0,0,0,0,0,0,0,0,1,0,0,1,6,0,0,N,31,0,0,3,9,-9,0,127,U,13,0,0,4,1,998,98,0,111.0,U
11,038B,38,B,3,9,1,0,1,2,2,83,14,3,N,1MEBP79FXD,3,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,N,0,0,0,0,0,0,0,0,0,0,0,0,1,,2,,9,,L,,D,,E,,W,,04,,1,,70,7,16,19,18,16,7,-7,,,,,,,,,1,N,41,7,5,3,24,2,0,0,0,0,1,0,0,2,1,0,0,N,29,1,3,1,17,-3,17,643,U,17,1,1,3,1,30,4,3,U,U
11,038B,38,B,3,9,2,0,1,1,2,65,42,31,N,111011,4,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,U,N,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,,12,,F,,D,,E,,W,,02,,1,,65,9,5,2,0,0,0,0,,,,,,,,,1,N,58,1,0,0,0,0,0,0,0,0,1,1,0,1,2,0,0,N,30,0,0,1,17,-17,-3,108,U,13,0,1,4,1,29,3,1,U,U
11,039C,39,C,3,9,1,0,1,0,2,80,20,15,N,1X685A,5,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,N,0,0,0,0,0,0,0,0,0,0,0,0,1,,69,,0,,T,,Y,,D,,O,,03,,1,,,,,,,,,,,,,,,,,,1,N,108,8,10,2,23,2,8,2,0,0,1,1,0,5,6,2,0,N,25,0,0,7,U,U,U,U,U,13,0,1,4,2,998,98,1,104.9,U
11,040D,40,D,3,9,1,0,2,3,2,78,21,2,N,3N69R8,4,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,N,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,U,U,9,9,9,9,9,9,9,9,99,99,1,2,,,,,,,,,,,,,,,,,1,N,U,U,U,U,U,U,U,U,U,U,U,U,0,U,U,0,0,N,37,U,U,8,U,U,U,U,U,13,0,0,0,1,20,3,0,116.0,U
11,040D,40,D,3,9,2,0,1,2,2,84,35,42,N,JN1HT13SXE,5,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,N,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,,10,,L,,F,,E,,W,,03,,2,,44,0,1,1,7,8,9,54,,,,,,,,,1,N,14,1,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,N,22,0,0,8,U,U,U,U,0,17,0,1,0,2,37,4,7,U,U
11,040D,40,D,3,9,3,0,2,1,2,79,35,35,N,HN1,3,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,N,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,,12,,F,,R,,E,,E,,01,,1,,62,0,0,0,1,2,5,0,,,,,,,,,1,N,40,1,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,N,20,0,0,8,U,U,U,U,U,10,0,2,4,2,37,4,1,94.3,U
11,041B,41,B,3,9,1,0,2,1,2,78,1,4,N,A8A687,6,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,U,N,0,0,0,0,0,0,0,0,0,0,0,0,1,,53,,52,,F,,D,,E,,W,,01,,1,,65,1,1,0,0,0,0,0,,,,,,,,,1,N,87,1,0,0,0,0,0,0,0,0,1,0,0,1,6,0,0,N,34,0,0,1,6,-6,0,44,U,13,0,1,4,1,998,98,1,100.0,U
11,042C,42,C,3,9,1,0,5,3,2,83,19,3,N,1GGAD4785D,2,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,N,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,3,9,R,L,Z,P,A,E,W,W,03,02,1,2,97,0,8,10,11,8,0,-64,120,0,3,5,3,2,0,-14,1,N,63,7,7,2,0,0,0,0,0,0,1,0,0,3,1,0,0,N,39,0,0,8,U,U,U,U,U,17,0,4,3,1,U,9,2,U,U
11,042C,42,C,3,9,2,0,1,1,2,87,7,2,N,1B3BS44EOH,9,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,N,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,,U,,9,,9,,9,,9,,99,,1,,,,,,,,,,,,,,,,,,1,N,U,U,U,U,U,U,U,U,U,U,U,U,0,1,2,0,0,N,U,0,0,8,U,U,U,U,U,17,0,1,0,1,39,2,1,U,U
11,042C,42,C,3,9,3,0,5,2,1,78,22,2,N,2N37Y8,2,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,N,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,,U,,9,,9,,9,,9,,99,,2,,,,,,,,,,,,,,,,,,1,N,U,U,U,U,U,U,U,U,U,U,U,U,0,1,2,0,0,N,37,U,U,8,U,U,U,U,0,13,0,1,0,1,39,2,7,115.9,U
11,043B,43,B,3,9,1,0,1,1,2,86,20,77,N,1GCBS14E2,50,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,U,N,0,0,0,0,0,0,0,0,0,0,0,0,1,,2,,U,,9,,9,,9,,9,,99,,1,,,,,,,,,,,,,,,,,,1,N,U,U,U,U,U,U,U,U,U,U,U,U,0,1,3,0,0,N,26,U,U,8,U,U,U,U,U,16,0,1,4,8,29,2,1,U,U
11,043B,43,B,3,9,2,0,1,2,2,78,21,12,N,3TO7U8,2,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,U,N,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,,U,,9,,9,,9,,9,,99,,1,,,,,,,,,,,,,,,,,,1,N,U,U,U,U,U,U,U,U,U,U,U,U,0,4,1,0,0,N,29,U,U,8,U,U,U,U,U,13,0,1,4,1,26,50,2,U,U
