PSU,CASEID,CASENO,STRATIF,RECNO,VERSION,VEHNO,HITRUN,OCCFORMS,VEHROLE,TOWAWAY,MODELYR,MAKE,MODEL,REGISTRA,VIN,BODYTYPE,TOWHITCH,SEATCAP,TCAXLE1,TCAXLE2,TCAXLE3,TCAXLE4,TCTIRE1,TCTIRE2,TCTIRE3,TCTIRE4,TCCOND1,TCCOND2,TCCOND3,TCCOND4,LMIRROR,RMIRROR,OVERRIDE,REARTURN,CABCONF,AXLESP,AXLEST1,AXLEST2,AXLEST3,TRAILER1,TRAILER2,TRAILER3,MAXWIDTH,MAXLEN,BRAKETY,GVWR,VEHSEQ1,VEHSEQ2,OBJCONT1,OBJCONT2,DOF1,DOF2,GAD1,GAD2,SHL1,SHL2,SVL1,SVL2,TDD1,TDD2,EXTENT1,EXTENT2,ACCSEQ1,ACCSEQ2,DVL,DVC1,DVC2,DVC3,DVC4,DVC5,DVC6,DVD,SDVL,SDVC1,SDVC2,SDVC3,SDVC4,SDVC5,SDVC6,SDVD,DOCCDC,SPECUSE,ODOMETER,PCINTEG,DPCOMPNT,DPINTRSN,DOCOMPNT,DOINTRSN,PPCOMPNT,PPINTRSN,POCOMPNT,POINTRSN,STEERSEP,STEERDEF,FIRE,IMPTYPE,OTHROLE,ROLLOVER,JACKNIFE,HAZCARGO,CURBWGT,CARGOWGT,SOURCWGT,DVBASIS,DVTOTAL,DVLONG,DVLAT,ENERGY,TRAVELSP,VINLNGTH,VINJSER,VINJURED,VTREAT,DRIVE,OTVEHWGT,OTBDYTYP,VAIS,WHEELSHT,WHEELLNG
1,001B,1,B,3,9,1,1,1,1,1,83,20,16,N,1G1AD27P7D,2,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,U,N,0,0,0,0,0,0,0,0,0,0,0,0,1,,2,,U,,9,,9,,9,,9,,99,,1,,,,,,,,,,,,,,,,,,1,N,U,U,U,U,U,U,U,U,U,U,U,U,0,1,3,0,0,N,24,U,U,3,19,-19,3,140,U,17,0,0,U,2,45,4,U,U,U
1,001B,1,B,3,9,2,0,2,3,2,78,14,6,N,8Z66,4,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,N,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,1,11,6,F,B,L,L,E,E,E,W,04,01,2,1,76,7,3,1,0,0,0,0,76,5,4,2,1,0,0,0,2,N,76,1,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,N,45,0,0,1,10,-8,5,209,U,11,0,1,0,1,37,4,1,U,U
1,001B,1,B,3,9,3,0,2,2,2,84,12,16,N,1FABP43F1E,4,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,N,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,10,9,L,L,P,F,E,L,W,N,03,01,2,3,73,0,5,10,8,3,0,-4,7,1,1,,,,,92,1,N,74,7,6,3,97,3,0,0,0,0,1,0,0,2,1,0,0,N,37,0,0,1,11,-6,10,165,U,17,0,2,4,1,45,4,1,U,U
1,002C,2,C,3,9,1,0,2,1,3,78,12,3,N,F8F03F,3,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,N,0,0,0,0,0,0,0,0,0,0,0,0,1,,2,,3,,F,,L,,E,,S,,01,,1,,,,,,,,,,,,,,,,,,1,N,81,1,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,N,30,0,0,8,U,U,U,U,U,13,0,0,0,1,28,4,0,U,U
1,002C,2,C,3,9,2,0,2,2,U,84,20,17,N,1G1AW19X1E,4,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,U,N,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,,U,,9,,9,,9,,9,,99,,1,,,,,,,,,,,,,,,,,,1,N,U,U,U,U,U,U,U,U,U,U,U,U,0,2,1,0,0,N,28,U,U,8,U,U,U,U,0,17,0,1,4,2,30,3,2,U,U
1,003B,3,B,3,9,1,0,1,1,1,74,12,10,N,4G21,2,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,N,0,0,0,0,0,0,0,0,0,0,0,0,1,,56,,12,,F,,Z,,L,,W,,01,,1,,,,,,,,,,,,,,,,,,1,N,95,1,0,0,0,0,0,0,0,0,1,0,0,1,6,0,0,N,40,0,0,8,U,U,U,U,U,11,0,1,4,1,998,98,1,114.0,118.0
1,004B,4,B,3,9,1,0,1,1,2,76,12,9,N,6X12,6,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,N,0,0,0,0,0,0,0,0,0,0,0,0,1,,2,,11,,F,,D,,E,,W,,01,,1,,57,12,5,5,1,1,1,0,,,,,,,,,1,N,54,1,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,N,28,0,0,7,U,U,U,U,U,11,0,0,0,1,24,4,0,94.5,94.8
1,004B,4,B,3,9,2,0,1,2,4,85,20,16,N,1G1JD69P7F,4,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,U,N,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,,U,,9,,9,,9,,9,,99,,1,,,,,,,,,,,,,,,,,,1,N,U,U,U,U,U,U,U,U,U,U,U,U,0,3,1,0,0,N,24,U,U,7,U,U,U,U,U,17,0,0,U,2,28,6,0,U,U
1,005C,5,C,3,9,1,0,1,1,2,86,34,35,N,WBAAB5409G,2,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,N,0,0,0,0,0,0,0,0,0,0,0,0,1,,2,,11,,F,,D,,E,,W,,01,,1,,55,4,2,1,1,1,1,0,,,,,,,,,1,N,13,1,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,N,27,0,0,8,U,U,U,U,U,17,0,0,0,1,37,2,0,U,U
1,005C,5,C,3,9,2,0,1,3,2,83,21,2,N,1G3AY37YXD,2,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,N,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,U,U,9,9,9,9,9,9,9,9,99,99,1,2,,,,,,,,,,,,,,,,,1,N,U,U,U,U,U,U,U,U,U,U,U,U,0,3,1,0,0,N,37,U,U,8,U,U,U,U,U,17,0,1,U,1,27,2,7,U,U
1,005C,5,C,3,9,3,0,1,2,1,76,12,3,N,6F02,2,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,N,0,0,0,0,0,0,0,0,0,0,0,0,1,,2,,11,,F,,D,,E,,W,,01,,3,,50,5,2,0,0,0,0,0,,,,,,,,,1,N,78,1,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,N,28,0,0,8,U,U,U,U,U,11,0,0,0,1,37,2,0,96.2,U
1,006B,6,B,3,9,1,0,1,2,2,78,12,6,N,8P64,2,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,N,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,3,9,7,L,B,Y,R,E,E,W,N,02,01,2,1,153,0,1,10,10,1,0,25,77,0,0,3,7,10,0,0,1,N,157,7,7,3,0,0,0,0,0,0,1,0,0,2,1,0,0,N,43,0,0,7,U,U,U,U,U,11,0,1,4,1,39,51,7,121.0,U
1,006B,6,B,3,9,2,0,1,1,1,78,12,73,N,F15H,51,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,N,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,,U,,9,,9,,9,,9,,99,,2,,,,,,,,,,,,,,,,,,1,N,75,1,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,N,39,3,2,7,U,U,U,U,U,11,0,0,6,8,43,2,0,U,U
1,006B,6,B,3,9,3,1,1,1,1,U,U,U,N,9999999999,9,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,U,N,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,,U,,9,,9,,9,,9,,99,,1,,,,,,,,,,,,,,,,,,1,N,U,U,U,U,U,U,U,U,U,U,U,U,0,1,3,0,0,N,U,U,U,8,U,U,U,U,U,17,0,0,U,U,43,2,U,U,U
1,007C,7,C,3,9,1,0,1,1,3,75,21,15,N,3B69F5,4,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,N,0,0,0,0,0,0,0,0,0,0,0,0,1,2,64,37,0,12,U,F,D,L,D,E,W,N,02,01,1,2,,,,,,,,,,,,,,,,,1,N,120,1,0,0,0,0,0,0,0,0,1,0,0,5,6,0,0,N,37,0,2,7,U,U,U,U,U,13,0,1,4,1,998,98,1,111.0,U
1,008A,8,A,3,9,1,0,2,2,2,78,1,7,N,A8A067,2,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,N,0,0,0,0,0,0,0,0,0,0,0,0,1,,2,,90,,L,,Y,,A,,W,,05,,1,,,,,,,,,,,,,,,,,,1,N,63,8,5,4,97,4,1,2,20,2,1,1,0,2,1,0,0,N,31,0,2,8,U,U,U,U,U,13,2,2,1,1,60,40,6,108.0,U
1,008A,8,A,3,9,2,0,1,1,2,86,12,74,N,1FBHS31H8G,40,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,N,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,,12,,F,,D,,E,,W,,02,,1,,78,7,4,4,4,3,13,0,,,,,,,,,1,N,20,1,0,0,0,0,0,0,0,0,1,1,0,1,2,0,0,N,60,0,0,8,U,U,U,U,U,17,0,1,U,8,31,2,7,U,U
1,009D,9,D,3,9,1,1,1,1,3,82,18,10,N,1G4AJ47A5C,2,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,N,0,0,0,0,0,0,0,0,0,0,0,0,1,2,31,31,U,U,9,9,9,9,9,9,9,9,99,99,1,2,,,,,,,,,,,,,,,,,1,N,35,1,0,0,0,0,0,0,0,0,1,0,0,1,6,0,0,N,32,0,0,7,U,U,U,U,U,17,0,0,U,1,998,98,U,U,U
1,010D,10,D,3,9,1,1,3,1,U,72,20,1,N,1D37H2,2,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,N,0,0,0,0,0,0,0,0,0,0,0,0,1,,31,,U,,9,,9,,9,,9,,99,,1,,,,,,,,,,,,,,,,,,1,N,U,U,U,U,U,U,U,U,U,U,U,U,0,1,6,0,0,N,34,U,U,8,U,U,U,U,U,13,0,0,U,1,998,98,U,112.0,116.0
1,011B,11,B,3,9,1,1,1,1,1,U,U,U,N,9999999999,4,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1,N,0,0,0,0,0,0,0,0,0,0,0,0,1,,2,,U,,9,,9,,9,,9,,99,,1,,,,,,,,,,,,,,,,,,1,N,U,U,U,U,U,U,U,U,U,U,U,U,0,1,3,0,0,N,38,U,U,7,U,U,U,U,U,17,0,0,U,U,26,3,U,U,U
1,011B,11,B,3,9,2,0,2,2,2,81,20,15,N,1G1AX08X2,3,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,N,0,0,0,0,0,0,0,0,0,0,0,0,4,3,54,72,12,12,F,F,D,L,E,E,W,W,03,01,4,3,62,4,14,27,27,27,17,0,,,,,,,,,1,N,U,1,U,U,U,U,U,U,U,U,U,U,0,1,6,0,0,N,26,0,0,1,32,-31,-8,1039,U,16,1,2,3,2,998,98,3,U,U
1,012C,12,C,3,9,1,0,1,1,2,79,14,6,N,9Z66,4,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,N,0,0,0,0,0,0,0,0,0,0,0,0,1,,63,,12,,F,,D,,L,,S,,09,,1,,75,2,2,1,0,0,0,0,,,,,,,,,1,N,75,1,0,0,0,0,0,0,0,0,1,0,0,1,6,0,0,N,37,0,0,7,U,U,U,U,U,11,0,1,4,1,998,98,1,114.3,U
1,013B,13,B,3,9,1,0,4,1,5,78,12,3,N,8F02,2,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,N,0,0,0,0,0,0,0,0,0,0,0,0,1,,2,,10,,F,,D,,E,,W,,02,,1,,62,18,14,13,12,12,12,0,,,,,,,,,1,N,92,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,N,27,0,0,7,U,U,U,U,U,11,0,1,4,1,41,2,1,96.2,U
1,013B,13,B,3,9,2,0,3,2,1,77,12,4,N,7G87,2,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,N,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,,1,,R,,Y,,A,,S,,01,,1,,101,0,4,7,2,1,0,23,,,,,,,,,1,N,72,1,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,N,41,0,0,7,U,U,U,U,U,11,0,0,0,1,27,2,0,U,U
1,014C,14,C,3,9,1,1,1,1,5,79,20,2,N,1N69L9,4,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,N,0,0,0,0,0,0,0,0,0,0,0,0,1,,2,,12,,F,,R,,E,,W,,01,,1,,69,0,0,0,0,1,3,0,,,,,,,,,1,N,114,1,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,N,37,0,0,3,8,-8,-1,123,U,13,0,0,U,1,29,3,U,116.0,U
1,014C,14,C,3,9,2,0,1,2,1,82,49,34,N,JT2MA67L5C,3,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,N,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,,6,,B,,L,,E,,E,,01,,1,,,,,,,,,,,,,,,,,,1,N,81,1,0,0,0,0,0,0,0,0,1,0,0,4,1,0,0,N,29,0,0,3,10,10,2,120,0,17,0,1,4,1,37,4,1,U,U
1,015A,15,A,3,9,1,0,2,2,2,80,7,9,N,XH22CA,2,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,N,0,0,0,0,0,0,0,0,0,0,0,0,1,,2,,2,,R,,Z,,E,,W,,04,,1,,,,,,,,,,,,,,,,,,1,N,78,7,0,0,0,0,7,3,0,0,1,0,0,3,1,0,0,N,34,0,0,8,U,U,U,U,U,13,1,2,1,1,50,6,5,112.7,U
1,015A,15,A,3,9,2,0,1,1,2,76,20,2,N,1N45U6,6,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,N,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,,12,,F,,D,,E,,W,,01,,1,,,,,,,,,,,,,,,,,,1,N,99,7,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,N,50,0,0,8,U,U,U,U,U,13,0,1,4,1,34,2,7,125.0,U
1,016B,16,B,3,9,1,0,2,1,1,86,21,17,N,2G3AJ19R0G,4,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,N,0,0,0,0,0,0,0,0,0,0,0,0,1,,2,,12,,F,,Y,,L,,W,,01,,1,,,,,,,,,,,,,,,,,,1,N,7,1,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,N,27,0,0,3,13,-13,2,163,U,17,0,0,0,2,31,2,0,U,U
1,016B,16,B,3,9,2,0,3,3,1,78,20,1,N,1T27M8,2,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5,N,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,6,12,B,F,Z,Y,E,M,W,W,01,01,1,2,66,2,1,1,1,2,3,0,,,,,,,,,1,N,85,1,0,0,0,0,0,0,0,0,1,0,0,4,1,0,0,N,31,0,0,3,11,11,-1,143,0,13,0,2,3,1,27,4,1,108.1,U
1,016B,16,B,3,9,3,1,1,2,1,U,U,U,N,9999999999,9,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,U,N,0,0,0,0,0,0,0,0,0,0,0,0,1,,2,,U,,9,,9,,9,,9,,99,,2,,,,,,,,,,,,,,,,,,1,N,U,U,U,U,U,U,U,U,U,U,U,U,0,4,1,0,0,N,U,U,U,8,U,U,U,U,U,17,0,0,U,U,31,2,U,U,U
1,017B,17,B,3,9,1,0,1,1,U,76,20,12,N,1R07G6,3,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,U,N,0,0,0,0,0,0,0,0,0,0,0,0,1,,2,,U,,9,,9,,9,,9,,99,,1,,,,,,,,,,,,,,,,,,1,N,U,U,U,U,U,U,U,U,U,U,U,U,0,1,2,0,0,N,31,U,U,8,U,U,U,U,U,13,0,0,0,1,31,2,0,97.0,U
1,017B,17,B,3,9,2,0,1,2,U,84,12,4,N,9999999999,2,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,U,N,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,,U,,9,,9,,9,,9,,99,,1,,,,,,,,,,,,,,,,,,1,N,U,U,U,U,U,U,U,U,U,U,U,U,0,2,1,0,0,N,31,U,U,8,U,U,U,U,U,17,0,1,U,1,31,3,7,U,U
1,018C,18,C,3,9,1,0,2,1,1,81,12,3,N,1FABP10A0,2,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,U,N,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,31,U,U,9,9,9,9,9,9,9,9,99,99,1,2,,,,,,,,,,,,,,,,,1,N,U,U,U,U,U,U,U,U,U,U,U,U,0,U,U,0,0,N,26,U,U,8,U,U,U,U,U,16,0,0,U,1,U,75,0,U,U
1,018C,18,C,3,9,2,0,1,1,1,78,84,83,N,9999999999,75,U,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,U,N,N,N,N,N,N,N,N,N,N,N,N,N,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,N,U,U,U,U,U,U,U,U,U,U,U,U,0,3,2,0,1,N,U,U,U,6,U,U,U,U,U,17,0,0,U,8,26,2,U,U,U
1,019B,19,B,3,9,1,0,1,1,2,81,37,32,N,JHMSM3423B,4,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,N,0,0,0,0,0,0,0,0,0,0,0,0,1,,31,,12,,F,,D,,E,,W,,03,,1,,66,8,8,18,26,27,26,0,,,,,,,,,1,N,74,1,0,0,0,0,0,0,0,0,1,1,0,1,6,0,0,N,22,0,0,3,33,-32,-9,907,U,17,0,1,3,2,998,98,2,U,U
1,020C,20,C,3,9,1,0,2,1,1,83,20,75,N,2GBHG31,41,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,N,0,0,0,0,0,0,0,0,0,0,0,0,1,,2,,1,,F,,D,,E,,W,,02,,1,,69,1,1,1,2,3,7,0,,,,,,,,,1,N,93,1,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,N,U,10,2,8,U,U,U,U,U,14,0,0,0,8,49,2,0,U,U
1,020C,20,C,3,9,2,0,2,2,4,77,13,1,N,7Y89,2,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,U,N,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,,U,,9,,9,,9,,9,,99,,1,,,,,,,,,,,,,,,,,,1,N,U,U,U,U,U,U,U,U,U,U,U,U,0,2,1,0,0,N,49,U,U,8,U,U,U,U,U,11,0,2,4,1,U,41,7,124.0,U
1,021A,21,A,3,9,1,0,2,3,2,82,35,34,N,JN1H204S5C,2,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,N,0,0,0,0,0,0,0,0,0,0,0,0,1,2,56,2,11,U,F,9,Z,9,E,9,W,9,03,99,1,2,,,,,,,,,,,,,,,,,1,N,41,8,0,0,0,0,4,2,24,1,1,1,0,1,6,0,0,N,28,0,0,7,U,U,U,U,U,17,1,2,1,1,998,98,6,U,U
1,021A,21,A,3,9,2,0,2,2,2,77,20,2,N,1N69U7,4,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,N,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,,12,,F,,Y,,E,,W,,01,,2,,71,8,5,3,1,0,0,0,,,,,,,,,1,N,68,1,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,N,38,0,0,7,U,U,U,U,U,13,0,2,4,1,28,2,1,116.0,U
1,022A,22,A,3,9,1,0,2,1,2,81,19,5,N,1G6AL5799B,2,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,N,0,0,0,0,0,0,0,0,0,0,0,0,2,1,56,64,21,0,F,U,D,D,E,D,W,W,05,02,2,1,53,23,28,38,44,48,55,0,,,,,,,,,1,N,65,6,1,2,0,0,4,3,0,0,2,1,0,1,6,0,0,N,39,0,2,1,42,-39,-14,2782,U,17,1,2,1,2,998,98,7,U,U
1,023B,23,B,3,9,1,0,1,1,1,86,14,13,N,1MEBP6393G,5,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,U,N,0,0,0,0,0,0,0,0,0,0,0,0,1,,2,,U,,9,,9,,9,,9,,99,,1,,,,,,,,,,,,,,,,,,1,N,5,1,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,N,22,0,0,7,U,U,U,U,U,17,0,0,0,2,38,50,0,U,U
1,023B,23,B,3,9,2,0,1,2,2,82,7,73,N,1B7HD24P1C,50,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,N,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,,2,,R,,Z,,E,,W,,02,,1,,119,0,0,1,7,7,0,-6,,,,,,,,,1,N,76,1,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,N,38,2,2,7,U,U,U,U,U,17,0,0,3,8,22,5,0,U,U
1,024A,24,A,3,9,1,0,1,2,1,84,88,84,N,9999999999,75,U,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,U,N,N,N,N,N,N,N,N,N,N,N,N,N,1,,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,N,U,U,U,U,U,U,U,U,U,U,U,U,0,4,1,0,1,N,U,U,U,6,U,U,U,U,U,17,0,0,U,8,40,2,U,U,U
1,024A,24,A,3,9,2,0,4,3,2,79,12,4,N,9G87,2,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,N,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,12,12,F,R,Z,Y,A,E,K,W,07,09,1,1,71,0,9,17,34,36,46,0,,,,,,,,,1,N,U,1,4,U,27,U,4,U,27,U,1,1,0,1,3,0,0,N,40,0,0,6,U,U,U,U,U,11,2,4,1,1,U,75,5,113.9,U
1,024A,24,A,3,9,3,0,2,1,1,83,18,3,N,1G4AW69Y3D,4,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,N,0,0,0,0,0,0,0,0,0,0,0,0,1,,2,,12,,F,,L,,E,,E,,01,,2,,10,1,0,0,0,,,26,,,,,,,,,1,N,83,1,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,N,39,0,0,1,3,-3,0,12,U,17,0,0,0,1,40,2,0,U,U
1,025B,25,B,3,9,1,0,1,1,U,80,20,10,N,1Z375A,2,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,U,N,0,0,0,0,0,0,0,0,0,0,0,0,1,,2,,U,,9,,9,,9,,9,,99,,1,,,,,,,,,,,,,,,,,,1,N,U,U,U,U,U,U,U,U,U,U,U,U,0,1,3,0,0,N,31,U,U,8,U,U,U,U,U,13,0,0,0,1,32,2,0,108.1,U
1,025B,25,B,3,9,2,0,2,2,4,77,18,1,N,4J57H7,2,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,U,N,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,,U,,9,,9,,9,,9,,99,,1,,,,,,,,,,,,,,,,,,1,N,U,U,U,U,U,U,U,U,U,U,U,U,0,4,1,0,0,N,32,U,U,8,U,U,U,U,U,13,0,2,U,1,31,2,7,U,U
1,026B,26,B,3,9,1,0,1,2,1,86,20,32,N,1Y1SK194XG,4,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,N,0,0,0,0,0,0,0,0,0,0,0,0,1,,2,,6,,B,,R,,L,,N,,01,,3,,,,,,,,,,,,,,,,,,1,N,19,1,0,0,0,0,0,0,0,0,1,0,0,4,1,0,0,N,21,0,0,8,U,U,U,U,0,17,0,0,0,2,23,6,0,U,U
1,026B,26,B,3,9,2,0,2,3,3,80,48,31,N,JF25AM31FA,6,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,N,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,5,12,B,F,Z,R,E,E,W,E,03,01,2,3,60,2,4,8,9,12,13,0,,,,,,,,,1,N,67,1,0,0,0,0,0,0,0,0,1,0,0,4,1,0,0,N,23,0,0,1,16,15,-6,366,U,17,0,0,0,2,26,4,0,U,U
1,026B,26,B,3,9,3,0,1,3,2,86,37,32,N,1HGBA5426G,4,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,N,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,2,6,12,B,F,D,Y,E,E,W,W,03,02,1,2,59,10,9,8,8,7,7,0,59,11,2,2,3,0,0,0,1,N,11,U,U,U,U,U,U,U,U,U,1,0,0,4,1,0,0,N,26,0,0,1,19,19,-2,295,U,17,0,0,0,2,37,2,0,U,U
1,026B,26,B,3,9,4,1,1,1,2,81,21,2,N,1G3AY37Y7B,2,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,4,N,0,0,0,0,0,0,0,0,0,0,0,0,1,,3,,12,,F,,D,,E,,W,,02,,1,,68,5,8,9,9,8,5,0,,,,,,,,,1,N,U,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,N,37,0,0,1,14,-14,1,316,U,17,0,1,4,1,26,4,1,U,U
1,027B,27,B,3,9,1,0,1,1,U,87,49,33,N,JT2ST6SC7H,2,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,U,N,0,0,0,0,0,0,0,0,0,0,0,0,1,,2,,U,,9,,9,,9,,9,,99,,1,,,,,,,,,,,,,,,,,,1,N,U,U,U,U,U,U,U,U,U,U,U,U,0,1,8,0,0,N,26,U,U,6,U,U,U,U,U,17,0,0,0,1,U,20,0,U,U
1,027B,27,B,3,9,2,0,2,1,U,84,64,U,N,9999999999,20,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,U,N,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,N,U,0,0,0,0,0,0,0,0,0,0,0,0,U,1,0,0,N,U,U,U,6,U,U,U,U,U,17,0,0,U,8,26,2,U,U,U
1,028C,28,C,3,9,1,1,1,1,2,80,20,13,N,1B680A,5,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,N,0,0,0,0,0,0,0,0,0,0,0,0,1,,2,,11,,F,,Z,,E,,W,,01,,1,,60,0,0,0,1,4,5,0,,,,,,,,,1,N,81,1,0,0,0,0,0,0,0,0,1,1,0,1,2,0,0,N,21,0,0,7,U,U,U,U,U,13,0,1,4,1,U,9,1,94.3,97.3
1,028C,28,C,3,9,2,1,1,2,1,U,U,U,N,9999999999,9,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,N,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,,U,,9,,9,,9,,9,,99,,1,,,,,,,,,,,,,,,,,,1,N,U,U,U,U,U,U,U,U,U,U,U,U,0,3,1,0,0,N,U,U,U,7,U,U,U,U,U,17,0,0,U,U,21,5,U,U,U
1,029B,29,B,3,9,1,0,1,1,2,77,20,8,N,1XZ7D7,2,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,N,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,U,U,9,9,9,9,9,9,9,9,99,99,1,2,,,,,,,,,,,,,,,,,1,N,80,1,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,N,33,0,0,8,U,U,U,U,U,13,0,1,0,1,25,2,1,U,U
