PSUWGT,NATWGT,RATWGT,PSU,AOPSVEH,CASEID,CASENO,STRATIF,VERSION,VEHNO,MODELYR,MAKE,MODEL,BODYTYPE,VIN,TOWPAR,TRAVELSP,DRINKDRG,ALCTEST,SPLIMIT,MANEUVER,ACCTYPE,DRPRES,OCUPANTS,OCCFORMS,CURBWGT,TOWHITCH,DOCTRAJ,CONDTREE,ROLLOVER,FOVERIDE,ROVERIDE,ANGTHIS,ANGOTHER,DVBASIS,DVTOTAL,DVLONG,DVLAT,ENERGY,DVCONFID,INSPTYPE,VINLNGTH,VINJSER,VINJURED,DRIVE,VTREAT,OTVEHWGT,OTBDYTYP,VAIS,CARGOWGT
39.500,2303.9955,2717.7721795,78,0,190H,190,H,3,1,85,37,31,6,JHMAN5521F,1,15,U,C,35,1,6,1,U,1,20,0,0,0,0,0,0,998,998,5,U,U,U,U,0,1,17,0,0,U,U,998,98,U,0
1.000,58.329,79.415812794,78,1,191A,191,A,3,1,91,37,32,4,JHMCB765XM,1,40,U,U,55,3,20,1,2,2,27,0,0,0,0,7,0,90,90,4,U,U,U,U,0,1,17,2,2,2,1,N,61,3,0
1.000,58.329,79.415812794,78,0,191A,191,A,3,2,68,12,881,61,N60DUC5600,0,0,0,C,55,1,21,,,,,,,,,,,,,,,,,,,,11,N,N,8,N,N,N,N,
1.000,58.329,97.536298813,78,0,192B,192,B,3,1,84,6,16,4,1C3BC56C2E,1,60,0,C,65,1,24,1,1,1,26,0,0,0,0,0,0,270,270,4,U,U,U,U,0,1,17,1,1,2,1,N,88,7,0
1.000,58.329,97.536298813,78,0,192B,192,B,3,2,89,89,998,88,0000000000,1,15,0,C,65,1,25,,,,,,,,,,,,,,,,,,,,17,N,N,8,N,N,N,N,
1.000,58.329,84.141483961,78,0,193D,193,D,3,1,78,2,402,13,J8F83AH000,1,U,4,D,40,1,6,1,1,1,27,0,0,0,4,0,0,997,997,5,U,U,U,U,0,1,13,1,1,U,3,998,98,4,0
7.250,422.88525,582.33699922,78,0,194F,194,F,3,1,73,12,6,6,3G76S11000,1,35,0,C,35,1,81,1,1,1,48,0,0,0,0,4,0,178,338,5,U,U,U,U,0,1,11,0,1,1,3,42,31,1,3
7.250,422.88525,582.33699922,78,0,194F,194,F,3,2,76,23,473,31,TKU146F700,1,10,0,C,35,98,80,1,1,1,42,0,0,0,0,1,0,338,178,5,U,U,U,U,0,1,13,0,1,8,4,48,6,1,0
1.429,83.327142857,106.67812741,78,1,195E,195,E,3,1,90,20,35,3,J81RF2367L,1,28,0,C,35,3,20,1,2,2,23,0,0,0,0,4,0,270,265,6,U,U,U,U,0,1,17,0,2,2,4,U,4,1,0
1.429,83.327142857,106.67812741,78,0,195E,195,E,3,2,74,12,U,4,4B6  10200,0,U,0,C,35,1,22,1,2,0,U,0,0,0,0,0,U,265,270,6,U,U,U,U,0,0,11,N,N,U,N,N,N,N,U
2.500,145.8225,200.8058618,78,0,196F,196,F,3,1,85,20,474,21,1GBEG25HXF,0,15,0,C,55,1,86,1,2,0,22,0,0,0,0,0,0,90,180,5,U,U,U,U,0,0,17,N,N,8,N,N,N,N,U
2.500,145.8225,200.8058618,78,0,196F,196,F,3,2,79,18,10,2,4K4739Z100,1,50,0,C,50,3,87,1,2,2,32,0,0,0,0,0,0,180,90,5,U,U,U,U,0,1,13,1,2,1,4,22,21,3,0
2.500,145.8225,200.8058618,78,0,197F,197,F,3,1,79,21,1,2,3R47F9R400,1,50,0,C,50,1,89,1,2,2,33,0,0,0,0,0,0,90,180,3,15,-7,13,322,4,1,13,0,2,1,4,37,2,2,0
2.500,145.8225,200.8058618,78,0,197F,197,F,3,2,81,18,5,2,1G4AZ57Y5B,1,50,0,C,50,1,88,1,2,2,37,0,0,0,0,0,0,180,90,3,13,-12,-7,471,4,1,17,0,1,2,0,33,2,1,0
10.000,583.29,688.04358974,78,0,198H,198,H,3,1,82,13,1,4,1LNBP94F1C,1,55,0,C,55,1,15,1,2,2,40,0,0,0,0,0,0,998,998,5,U,U,U,U,0,1,17,0,0,1,0,998,98,0,0
1.000,58.329,80.023046121,78,0,199C,199,C,3,1,89,22,9,3,1G2FS21SXK,1,20,0,C,45,1,68,1,1,1,38,0,0,0,0,0,0,232,90,1,25,-19,-16,1389,4,1,17,0,1,1,4,41,13,1,0
1.000,58.329,80.023046121,78,0,199C,199,C,3,2,84,49,471,13,JT3FJ60G8E,1,28,0,C,45,1,69,1,1,1,41,0,0,0,0,0,0,90,232,1,20,-17,10,363,4,1,17,0,1,U,4,38,3,1,0
1.143,66.661714286,85.342501929,78,0,200E,200,E,3,1,89,84,882,65,1HSRKG2R2K,0,65,0,C,65,4,24,,,,,,,,,,,,,,,,,,,,17,N,N,8,N,N,N,N,
1.143,66.661714286,85.342501929,78,0,200E,200,E,3,2,86,52,477,30,JA7FP24DXG,1,55,0,C,65,1,25,1,1,1,26,1,0,0,0,0,0,90,90,4,U,U,U,U,0,1,17,0,1,8,4,N,65,7,19
2.000,116.658,160.64468944,78,0,202F,202,F,3,1,84,35,477,30,JN6ND02Y6E,1,40,0,C,20,1,2,1,1,1,25,0,0,0,4,0,0,997,997,5,U,U,U,U,0,0,17,0,1,8,4,N,N,1,0
1.000,58.329,80.32234472,78,0,204F,204,F,3,1,79,20,473,31,CCD149Z200,1,65,0,C,65,1,1,1,2,2,36,0,0,0,2,0,0,997,997,5,U,U,U,U,0,1,13,0,1,8,4,998,98,7,4
1.500,87.4935,126.05150442,78,0,206G,206,G,3,1,90,35,43,2,1N4GB22B2L,1,65,0,C,65,U,7,1,3,3,22,0,0,0,1,0,0,997,997,5,U,U,U,U,0,0,17,0,0,2,0,N,N,0,U
20.500,31.2215,23.66592529,79,0,1E,1,E,3,1,88,41,477,30,9999999999,1,U,0,C,25,U,86,1,2,2,32,0,0,0,0,0,0,180,270,3,13,-13,2,397,4,0,U,0,1,8,4,N,N,1,U
20.500,31.2215,23.66592529,79,0,1E,1,E,3,2,82,51,34,6,YV1AX4954C,1,U,0,C,25,6,87,1,1,1,32,0,0,0,0,0,0,270,180,3,14,-2,-13,177,4,1,17,0,1,1,0,32,30,1,0
110.000,167.53,150.56774614,79,0,2H,2,H,3,1,73,12,6,2,3J62S20200,1,U,0,C,55,1,7,1,1,1,43,0,1,0,4,0,0,997,997,5,U,U,U,U,0,1,11,0,1,1,6,998,98,1,0
15.647,23.831140742,20.54716353,79,0,3D,3,D,3,1,77,19,14,4,6S69R70400,1,U,0,C,35,1,86,1,1,1,43,0,0,0,0,0,0,270,0,3,56,-55,10,8222,2,2,13,0,1,1,4,36,4,1,0
15.647,23.831140742,20.54716353,79,0,3D,3,D,3,2,79,22,2,4,2Q69R9X100,1,U,0,C,35,U,87,1,1,1,36,0,0,0,0,0,0,0,270,3,66,-12,-65,2072,2,1,13,0,1,1,3,43,4,2,U
56.375,85.859125,65.081294547,79,1,4E,4,E,3,1,90,18,20,2,2G4WD14TXL,1,U,U,C,35,U,84,1,1,1,30,0,0,0,0,0,0,125,265,1,13,-13,5,265,1,1,17,0,0,2,0,34,33,0,0
56.375,85.859125,65.081294547,79,0,4E,4,E,3,2,88,2,404,33,1JCMT7549J,1,U,0,C,35,9,84,1,1,1,34,0,0,0,0,0,0,265,125,1,12,-11,-4,100,1,1,17,0,1,8,6,30,2,1,0
70.675,107.63801222,88.38982537,79,0,5F,5,F,3,1,71,35,34,2,9999999999,1,97,1,D,45,U,11,1,1,1,23,0,0,0,0,0,0,998,998,6,U,U,U,U,0,0,U,0,1,1,4,N,N,1,U
302.500,460.7075,414.06130189,79,0,6H,6,H,3,1,77,35,477,30,9999999999,1,U,0,C,25,11,82,1,1,1,24,0,0,0,0,U,0,40,180,6,U,U,U,U,0,0,U,0,1,8,0,N,N,1,0
302.500,460.7075,414.06130189,79,0,6H,6,H,3,2,84,34,37,4,9999999999,1,U,0,C,35,U,83,1,1,1,34,0,0,0,0,U,0,180,40,6,U,U,U,U,0,0,U,0,0,1,0,N,N,0,U
1.160,1.7666797676,1.734570409,79,1,7A,7,A,3,1,89,42,31,4,WDBEA26D6K,1,U,U,21,35,U,2,1,1,1,32,0,0,2,1,0,0,998,998,5,U,U,U,U,0,1,17,1,1,1,1,998,98,6,0
17.746,27.027152573,21.886344817,79,0,8C,8,C,3,1,88,35,477,30,1N6ND11S4J,1,U,0,C,35,1,82,1,2,2,28,0,0,0,0,0,0,340,90,3,9,-6,7,118,4,2,17,0,1,8,4,23,4,1,0
17.746,27.027152573,21.886344817,79,0,8C,8,C,3,2,83,38,31,4,JABAT69PXD,1,U,0,C,35,U,83,1,1,1,23,0,0,0,0,0,0,90,340,3,11,-10,-4,142,4,1,17,0,1,1,4,28,30,1,0
120.019,182.78891529,150.10199436,79,0,9F,9,F,3,1,88,20,9,2,9999999999,1,U,0,C,45,U,68,1,2,2,30,0,0,0,0,0,0,280,180,3,9,-3,-8,10,4,0,U,0,1,1,4,N,N,7,U
120.019,182.78891529,150.10199436,79,0,9F,9,F,3,2,76,49,31,4,RT10503500,1,U,0,C,45,U,69,1,5,5,25,0,0,0,0,0,0,180,300,3,10,-10,-2,134,4,1,11,0,4,1,4,30,2,1,U
378.270,576.10521,515.32426287,79,0,10G,10,G,3,1,88,54,32,4,9999999999,1,U,0,C,40,7,89,1,1,1,31,0,0,0,0,0,0,190,250,6,U,U,U,U,0,2,U,0,0,2,0,18,2,0,0
378.270,576.10521,515.32426287,79,0,10G,10,G,3,2,71,30,32,2,1112287000,0,U,0,C,40,6,88,1,1,0,18,0,0,0,0,0,0,250,190,6,U,U,U,U,0,1,10,N,N,1,N,31,4,N,0
9.957,15.165271382,13.075467701,79,0,11D,11,D,3,1,83,21,2,6,1G3AP3548D,1,55,0,C,55,2,U,1,1,1,42,0,0,0,0,0,0,180,240,6,U,U,U,U,0,2,17,0,1,1,0,U,2,1,0
9.957,15.165271382,13.075467701,79,0,11D,11,D,3,2,78,37,31,2,9999999999,1,0,8,E,55,97,98,0,0,0,U,0,0,0,0,0,0,240,180,6,U,U,U,U,0,0,U,N,N,2,N,N,N,N,U
9.957,15.165271382,13.075467701,79,0,11D,11,D,3,3,79,12,12,4,9999999999,1,U,8,E,55,97,98,0,0,0,U,0,0,0,0,0,0,U,U,6,U,U,U,U,0,0,U,N,N,1,N,N,N,N,U
35.875,54.637625,41.415369257,79,0,12E,12,E,3,1,87,49,38,3,JT2EL31G0H,1,55,0,C,55,1,2,1,1,1,19,0,0,1,0,0,0,998,998,1,8,-5,6,140,1,1,17,0,1,2,4,998,98,1,0
44.975,68.496916866,56.24807069,79,0,13F,13,F,3,1,78,19,14,4,6S69B8Q400,1,U,1,19,35,1,1,1,2,2,43,0,0,1,0,0,0,998,998,1,16,-16,0,456,3,1,13,0,2,1,4,998,98,2,0
192.500,293.1775,263.49355575,79,0,14H,14,H,3,1,73,20,474,21,9999999999,1,U,0,C,35,1,68,1,2,2,38,0,0,0,0,0,0,120,10,3,12,-6,-11,238,4,2,U,0,2,8,0,32,2,1,0
192.500,293.1775,263.49355575,79,0,14H,14,H,3,2,79,20,1,2,1T27J9K500,1,U,0,C,35,1,69,1,2,2,32,0,0,0,0,0,0,10,120,3,14,-14,2,198,4,1,13,0,2,1,6,38,21,1,0
1.160,1.7666797676,1.734570409,79,1,15A,15,A,3,1,89,49,40,4,JT2SV24E5K,1,U,U,U,35,U,86,1,1,1,27,0,0,0,0,0,0,270,0,4,U,U,U,U,0,1,17,1,1,2,1,N,65,6,0
1.160,1.7666797676,1.734570409,79,0,15A,15,A,3,2,87,82,883,65,9999999999,0,U,0,C,35,1,87,,,,,,,,,,,,,,,,,,,,U,N,N,8,N,N,N,N,
16.454,25.059436969,20.292906437,79,0,16C,16,C,3,1,57,12,473,31,9999999999,1,U,0,C,45,1,86,1,1,1,23,0,0,0,0,0,0,280,5,6,U,U,U,U,0,1,U,1,1,8,3,27,3,4,0
16.454,25.059436969,20.292906437,79,0,16C,16,C,3,2,76,35,34,3,HLS3028000,1,U,U,C,45,1,87,1,1,1,27,0,0,0,0,0,0,5,280,6,U,U,U,U,0,1,11,1,1,1,3,23,31,3,0
16.454,25.059436969,20.292906437,79,0,16C,16,C,3,3,78,14,6,4,8Z66S60300,1,U,0,C,45,7,98,1,1,1,45,0,0,0,0,0,0,180,130,3,18,13,12,180,3,1,11,0,1,1,4,27,3,1,0
16.454,25.059436969,20.292906437,79,0,16C,16,C,3,4,87,49,33,2,9999999999,0,U,0,C,45,U,98,1,1,0,25,0,0,0,0,0,0,998,998,5,U,U,U,U,0,0,U,N,N,1,N,N,N,N,U
88.765,135.189095,102.4734565,79,0,17E,17,E,3,1,86,49,477,30,9999999999,1,U,0,C,35,U,52,1,1,1,27,0,0,0,0,0,0,180,350,3,29,-29,-5,1731,4,0,U,0,1,8,4,N,N,1,0
88.765,135.189095,102.4734565,79,0,17E,17,E,3,2,86,49,477,30,JT4RN55R1G,1,U,0,C,35,U,52,1,1,1,27,0,0,0,0,0,0,350,180,3,28,-27,-10,198,4,1,17,0,1,8,0,27,30,1,1
111.281,169.48094287,139.17379777,79,0,18F,18,F,3,1,78,20,474,21,9999999999,1,U,2,0,35,U,83,1,1,1,39,0,0,0,0,0,0,270,165,6,U,U,U,U,0,0,U,0,1,8,4,N,N,1,U
111.281,169.48094287,139.17379777,79,0,18F,18,F,3,2,83,49,33,2,JT2RA64L5D,0,U,0,C,35,1,82,1,1,0,26,0,0,0,0,0,0,165,270,6,U,U,U,U,0,2,17,N,N,1,N,39,21,N,0
3.800,5.787398838,4.6865834727,79,0,19C,19,C,3,1,86,32,35,6,WAUGB0445G,1,U,0,C,25,U,87,1,1,1,34,0,1,0,1,0,0,90,0,3,49,-17,-46,1551,4,1,17,0,1,U,3,34,30,2,0
3.800,5.787398838,4.6865834727,79,0,19C,19,C,3,2,87,49,477,30,9999999999,1,U,0,C,25,U,86,1,2,2,34,0,0,0,0,0,0,0,90,3,47,-44,16,4196,4,0,U,0,0,8,4,N,N,0,U
34.235,52.139905,39.522095234,79,0,20E,20,E,3,1,84,23,U,68,9999999999,0,U,0,C,35,U,83,,,,,,,,,,,,,,,,,,,,U,N,N,8,N,N,N,N,
34.235,52.139905,39.522095234,79,0,20E,20,E,3,2,86,41,477,30,JM2UF1114G,1,U,0,C,35,1,82,1,1,1,28,0,0,0,0,0,0,340,90,5,U,U,U,U,0,1,17,0,1,8,4,N,68,7,1
42.919,65.365629238,53.676730316,79,0,21F,21,F,3,1,83,19,3,2,9999999999,1,U,0,C,35,U,68,1,1,1,39,0,0,0,0,0,0,320,190,3,9,-8,-5,108,4,0,U,0,1,1,5,N,N,1,U
42.919,65.365629238,53.676730316,79,0,21F,21,F,3,2,84,30,40,2,WVWCA0167E,1,U,0,C,35,9,69,1,3,3,20,0,0,0,0,0,0,190,320,3,15,-14,5,196,4,1,17,0,3,2,4,39,2,1,0
135.270,206.01621,184.28083919,79,0,22G,22,G,3,1,76,19,14,2,6D47S6Q100,1,U,1,17,35,U,47,1,1,1,43,0,0,0,0,0,0,250,270,6,U,U,U,U,0,0,13,0,0,1,0,N,N,0,U
135.270,206.01621,184.28083919,79,0,22G,22,G,3,2,78,18,2,4,9999999999,0,U,0,C,35,U,45,1,1,0,32,0,0,0,0,0,0,270,250,6,U,U,U,U,0,0,U,N,N,1,N,N,N,N,U
30.069,45.795081562,37.605852976,79,0,24F,24,F,3,1,80,49,32,4,TE72045300,1,U,1,D,35,1,87,1,1,1,21,0,0,0,0,0,0,90,10,6,U,U,U,U,0,1,11,0,1,1,4,19,2,1,U
30.069,45.795081562,37.605852976,79,0,24F,24,F,3,2,75,30,32,2,1152161800,1,U,0,C,35,1,86,1,2,2,19,0,0,0,1,0,0,10,90,6,U,U,U,U,0,2,10,0,2,1,0,21,4,2,0
94.770,144.33471,129.10693524,79,0,26G,26,G,3,1,89,20,U,31,9999999999,1,50,0,C,55,U,98,1,1,1,U,0,0,0,0,U,0,95,100,6,U,U,U,U,0,0,U,0,0,8,0,N,N,0,U
94.770,144.33471,129.10693524,79,0,26G,26,G,3,2,88,49,38,9,9999999999,1,50,0,C,55,U,7,1,2,2,21,0,0,0,0,0,U,100,95,6,U,U,U,U,0,0,U,0,0,2,0,N,N,0,0
94.770,144.33471,129.10693524,79,0,27G,27,G,3,1,89,49,477,30,9999999999,0,50,0,C,55,U,20,1,1,0,27,0,0,0,0,U,U,180,180,6,U,U,U,U,0,0,U,N,N,8,N,N,N,N,U
94.770,144.33471,129.10693524,79,0,27G,27,G,3,2,87,49,38,9,9999999999,0,50,0,C,55,1,21,1,3,0,21,0,0,0,0,0,U,180,180,6,U,U,U,U,0,0,U,N,N,2,N,N,N,N,U
94.770,144.33471,129.10693524,79,0,27G,27,G,3,3,88,9,472,20,9999999999,1,50,0,C,55,4,98,1,2,2,33,0,0,0,0,U,0,180,180,5,U,U,U,U,0,0,U,0,0,8,0,N,N,0,0
94.770,144.33471,129.10693524,79,0,27G,27,G,3,4,U,18,U,9,9999999999,0,50,0,C,55,U,98,1,U,0,U,0,0,0,0,0,U,180,170,5,U,U,U,U,0,0,U,N,N,U,N,N,N,N,U
94.770,144.33471,129.10693524,79,0,27G,27,G,3,5,85,51,38,9,9999999999,0,55,0,C,55,1,98,1,4,0,31,0,0,0,0,0,0,180,145,5,U,U,U,U,0,0,U,N,N,1,N,N,N,N,0
128.700,196.0101,176.16426299,79,0,28H,28,H,3,1,86,23,881,61,9999999999,1,U,0,C,35,U,88,,,,,,,,,,,,,,,,,,,,U,N,N,8,N,N,N,N,
128.700,196.0101,176.16426299,79,0,28H,28,H,3,2,82,18,10,2,9999999999,1,U,0,C,35,U,89,1,1,1,32,0,0,0,0,0,0,180,270,6,U,U,U,U,0,0,U,0,1,1,0,N,N,1,U
3.800,5.787398838,4.6865834727,79,0,29C,29,C,3,1,85,21,16,2,9999999999,1,U,U,C,35,U,50,1,1,1,24,0,0,0,0,U,0,75,270,6,U,U,U,U,0,0,U,0,1,2,4,N,N,1,U
3.800,5.787398838,4.6865834727,79,0,29C,29,C,3,2,89,49,32,4,9999999999,1,U,U,C,35,U,51,1,1,1,22,0,0,0,0,U,0,270,75,6,U,U,U,U,0,0,U,0,1,2,3,N,N,2,U
3.800,5.787398838,4.6865834727,79,0,30C,30,C,3,1,88,37,31,2,9999999999,1,40,0,C,55,U,7,1,2,2,19,0,0,0,0,0,0,998,998,6,U,U,U,U,0,0,U,1,2,U,3,N,N,3,U
15.647,23.831140742,20.54716353,79,0,31D,31,D,3,1,83,49,38,5,9999999999,1,50,0,C,55,1,48,1,1,1,20,0,0,0,0,0,0,40,180,1,30,-23,19,1290,2,1,U,1,1,2,3,22,3,3,0
15.647,23.831140742,20.54716353,79,0,31D,31,D,3,2,80,35,35,3,HN10120200,1,55,0,C,55,1,98,1,1,1,20,0,0,0,0,0,0,180,180,5,U,U,U,U,0,1,10,0,1,2,0,22,3,1,0
15.647,23.831140742,20.54716353,79,0,31D,31,D,3,3,86,30,42,3,1VWDB0179G,1,50,0,C,55,U,48,1,1,1,22,0,0,0,0,0,0,180,40,1,28,-28,-5,127,2,1,17,0,0,2,0,20,5,0,0
56.375,85.859125,65.081294547,79,0,32E,32,E,3,1,86,37,31,2,9999999999,1,U,0,C,35,U,20,1,1,1,20,0,0,0,0,U,0,270,270,6,U,U,U,U,0,0,U,0,1,U,4,N,N,1,U
56.375,85.859125,65.081294547,79,1,32E,32,E,3,2,90,37,32,2,9999999999,1,U,0,C,35,U,21,1,1,1,25,0,0,0,0,0,U,270,270,6,U,U,U,U,0,0,U,0,0,2,0,N,N,0,U
1.260,1.9189788961,1.8841015048,79,1,35A,35,A,3,1,90,37,32,4,9999999999,1,U,U,C,25,U,86,1,1,1,27,0,0,0,0,0,0,0,90,4,U,U,U,U,0,1,U,1,1,2,1,N,68,6,0
1.260,1.9189788961,1.8841015048,79,0,35A,35,A,3,2,84,89,898,68,9999999999,1,U,0,C,35,1,87,,,,,,,,,,,,,,,,,,,,U,N,N,8,N,N,N,N,
46.593,70.961123476,53.788595893,79,0,36E,36,E,3,1,83,37,31,4,9999999999,1,U,0,C,35,1,68,1,1,1,20,0,0,0,0,0,0,320,180,3,18,-17,-6,117,4,0,U,0,1,2,0,N,N,1,0
46.593,70.961123476,53.788595893,79,0,36E,36,E,3,2,87,35,43,2,JNJPB2216H,1,U,0,C,35,1,69,1,1,1,22,0,0,0,0,0,0,180,320,3,16,-15,6,354,4,1,17,0,1,2,4,20,4,1,0
63.627,96.903897714,79.575220874,79,0,37F,37,F,3,1,77,20,8,2,1Y27U7L100,1,U,U,C,40,U,1,1,U,1,34,0,0,6,0,0,0,998,998,5,U,U,U,U,0,1,13,0,0,1,U,998,98,U,U
170.340,259.42782,232.05735305,79,0,38G,38,G,3,1,86,18,7,4,9999999999,1,U,0,C,35,1,20,1,1,1,27,0,0,0,0,U,0,350,359,6,U,U,U,U,0,0,U,0,1,2,0,N,N,7,U
170.340,259.42782,232.05735305,79,0,38G,38,G,3,2,80,1,7,4,9999999999,0,0,0,C,35,1,21,1,1,0,27,0,0,0,0,U,U,359,350,6,U,U,U,U,0,0,U,N,N,1,N,N,N,N,U
170.340,259.42782,232.05735305,79,0,38G,38,G,3,3,83,41,477,30,9999999999,0,0,0,C,35,1,98,1,1,0,26,0,0,0,0,0,U,359,359,6,U,U,U,U,0,0,U,N,N,8,N,N,N,N,U
15.180,23.11913756,19.933275761,79,0,39D,39,D,3,1,84,44,34,4,VF3BA11F5E,1,50,0,C,55,U,48,1,1,1,30,0,0,0,0,0,0,180,60,1,15,-15,0,366,1,1,17,0,0,1,4,19,3,0,0
15.180,23.11913756,19.933275761,79,0,39D,39,D,3,2,80,7,34,3,4M24JA5200,1,55,0,C,55,1,48,1,1,1,19,0,0,0,0,0,0,60,180,1,23,-12,20,310,4,1,13,1,1,2,3,30,4,3,0
55.800,84.983381408,64.417480111,79,0,40E,40,E,3,1,87,49,35,4,9999999999,1,U,0,C,35,U,68,1,2,2,34,0,0,0,0,U,0,45,270,6,U,U,U,U,0,0,U,0,0,1,0,N,N,0,U
55.800,84.983381408,64.417480111,79,0,40E,40,E,3,2,87,37,32,4,9999999999,1,U,0,C,35,U,69,1,1,1,25,0,0,0,0,U,0,270,45,6,U,U,U,U,0,0,U,0,1,2,4,N,N,1,U
76.200,116.05257211,95.299665717,79,0,41F,41,F,3,1,84,37,31,6,JHMAN552XE,1,U,0,C,35,1,1,1,3,3,20,0,0,1,0,0,0,998,998,1,18,-18,-3,234,3,1,17,0,1,2,3,998,98,2,0
204.000,310.692,277.91299766,79,0,42G,42,G,3,1,87,55,32,3,9999999999,1,40,0,C,55,1,24,1,1,1,22,0,0,0,0,U,0,10,0,3,15,-14,0,172,4,0,U,0,1,2,5,N,N,1,U
204.000,310.692,277.91299766,79,0,42G,42,G,3,2,84,2,404,33,1JCNJ15N5E,1,20,0,C,55,U,25,1,1,1,43,0,0,0,0,0,U,0,10,3,8,8,1,124,4,1,17,0,0,8,0,22,3,0,0
11.385,17.33935317,14.949956821,79,0,43D,43,D,3,1,78,20,473,31,9999999999,1,U,1,14,35,U,83,1,1,1,42,0,0,0,1,0,0,90,330,3,10,-8,-7,573,4,1,U,0,0,8,0,29,14,0,3
11.385,17.33935317,14.949956821,79,0,43D,43,D,3,2,84,2,405,14,1JCWL7831E,1,U,0,C,35,10,82,1,1,1,29,0,0,0,0,0,0,330,90,3,16,-15,5,100,4,1,17,1,1,8,3,42,31,3,0
41.850,63.737536056,48.313110083,79,0,44E,44,E,3,1,87,49,498,39,9999999999,0,U,0,C,35,1,82,1,1,0,U,0,0,0,0,0,0,170,250,6,U,U,U,U,0,0,U,N,N,8,N,N,N,N,0
41.850,63.737536056,48.313110083,79,0,44E,44,E,3,2,89,55,32,4,KMHLF21J3K,1,U,0,C,35,1,83,1,1,1,21,0,0,0,0,0,0,250,170,6,U,U,U,U,0,1,17,0,1,2,4,U,39,1,0
57.150,87.039429085,71.474749288,79,0,45F,45,F,3,1,70,22,9,2,224870L100,1,U,0,C,35,U,68,1,1,1,35,0,0,0,0,0,0,50,285,1,8,-6,-5,142,1,1,13,0,0,1,0,27,4,0,0
57.150,87.039429085,71.474749288,79,0,45F,45,F,3,2,79,32,35,4,4392029000,1,U,0,C,35,1,69,1,1,1,27,0,0,0,0,0,0,285,50,1,10,-6,8,72,1,1,10,0,1,2,4,35,2,1,0
153.000,233.019,208.43474825,79,0,46G,46,G,3,1,89,37,32,4,9999999999,1,U,0,C,35,U,88,1,1,1,25,0,0,0,0,0,0,0,270,3,21,-20,-7,545,4,0,U,0,0,2,0,N,N,0,U
153.000,233.019,208.43474825,79,0,46G,46,G,3,2,83,35,39,4,JN1HU01S0D,1,U,0,C,35,1,89,1,2,2,29,0,0,0,0,0,0,270,0,3,17,-6,16,264,4,1,17,0,2,1,0,25,4,1,0
4.720,7.1885589542,5.8212303196,79,0,47C,47,C,3,1,87,49,33,2,9999999999,1,68,1,C,55,7,6,1,1,1,26,0,0,0,0,0,0,998,998,5,U,U,U,U,0,0,U,0,1,1,4,N,N,1,0
17.685,26.933795257,23.222266261,79,0,48D,48,D,3,1,81,22,13,4,1G2AM6894B,1,U,1,D,35,1,86,1,1,1,26,0,0,0,0,0,0,270,0,1,30,-23,19,1713,1,1,17,1,1,1,3,43,4,5,0
17.685,26.933795257,23.222266261,79,0,48D,48,D,3,2,75,20,2,4,1L69H5S100,1,U,0,C,35,1,87,1,1,1,43,0,0,0,0,0,0,0,270,1,18,-12,-14,234,1,1,13,0,1,1,0,26,4,1,0
65.007,99.005639341,75.04636433,79,0,49E,49,E,3,1,65,20,2,2,9999999999,0,U,0,C,50,U,68,1,2,0,35,0,0,0,0,0,0,290,170,3,13,-11,-6,142,4,0,U,N,N,1,N,N,N,N,U
65.007,99.005639341,75.04636433,79,1,49E,49,E,3,2,89,12,13,3,1FAPP93J0K,1,U,0,C,50,6,69,1,1,1,22,0,0,0,0,0,0,170,290,3,19,-17,10,347,4,1,17,0,1,2,4,35,2,1,0
237.660,361.95618,323.76864228,79,0,50G,50,G,3,1,80,20,13,4,9999999999,1,U,0,C,35,U,68,1,1,1,21,0,0,0,0,0,0,40,270,6,U,U,U,U,0,0,U,0,1,1,0,N,N,7,U
237.660,361.95618,323.76864228,79,0,50G,50,G,3,2,86,12,3,2,9999999999,1,U,0,C,35,U,69,1,2,2,26,0,0,0,0,0,0,270,80,6,U,U,U,U,0,0,U,0,0,1,0,N,N,0,U
27.900,42.491690704,32.208740056,79,0,51E,51,E,3,1,86,13,2,2,1LNBP98M2G,1,U,0,C,35,U,1,1,4,4,37,0,0,0,0,0,0,998,998,5,U,U,U,U,0,1,17,0,3,1,4,998,98,1,0
38.100,58.026286056,47.649832858,79,0,52F,52,F,3,1,81,49,38,3,JT2AL22G5B,1,45,0,C,55,6,20,1,1,1,19,0,0,0,0,4,0,0,10,3,19,-19,-3,79,4,1,17,0,0,2,4,35,4,0,0
38.100,58.026286056,47.649832858,79,1,52F,52,F,3,2,90,19,3,4,1G6CD5333L,0,0,0,C,55,1,21,1,1,1,35,0,0,0,0,0,U,10,0,3,10,10,-3,317,4,0,17,0,0,2,0,N,N,0,U
38.100,58.026286056,47.649832858,79,0,53F,53,F,3,1,78,12,12,2,8K93T22800,1,U,1,D,35,3,66,1,2,2,30,0,0,0,0,0,0,280,180,1,11,-10,-4,120,3,1,11,0,0,1,0,32,2,0,0
38.100,58.026286056,47.649832858,79,0,53F,53,F,3,2,84,18,10,2,1G4AM47A8E,1,U,0,C,35,1,66,1,4,4,32,0,0,0,0,0,0,180,280,1,10,-8,7,306,3,1,17,0,2,1,0,30,2,1,0
