PSUWGT,NATWGT,RATWGT,PSU,AOPSVEH,CASEID,CASENO,STRATIF,VERSION,VEHNO,MODELYR,MAKE,MODEL,BODYTYPE,VIN,TOWPAR,TRAVELSP,DRINKDRG,ALCTEST,SPLIMIT,MANEUVER,ACCTYPE,DRPRES,OCUPANTS,OCCFORMS,CURBWGT,TOWHITCH,DOCTRAJ,CONDTREE,ROLLOVER,FOVERIDE,ROVERIDE,ANGTHIS,ANGOTHER,DVBASIS,DVTOTAL,DVLONG,DVLAT,ENERGY,DVCONFID,INSPTYPE,VINLNGTH,VINJSER,VINJURED,DRIVE,VTREAT,OTVEHWGT,OTBDYTYP,VAIS,CARGOWGT
29.572,141.35313571,107.14580495,6,0,111E,111,E,3,1,86,54,31,3,JH4DA3350G,1,U,7,C,55,U,88,1,2,2,23,0,0,0,0,0,0,35,125,3,11,-9,-5,190,1,0,17,0,0,2,0,N,N,0,U
29.572,141.35313571,107.14580495,6,1,111E,111,E,3,2,89,9,4,4,1P3XM26S3K,1,U,7,C,55,U,89,1,1,1,40,0,0,0,0,5,0,125,35,3,7,-3,6,85,1,1,17,0,1,1,4,23,3,2,0
29.572,141.35313571,107.14580495,6,0,112E,112,E,3,1,88,7,11,4,1B3BD46D3J,1,U,7,C,25,1,86,1,1,1,24,0,0,0,0,0,0,250,20,3,18,-16,9,406,4,1,17,0,1,2,U,45,31,1,0
29.572,141.35313571,107.14580495,6,0,112E,112,E,3,2,84,20,473,31,2GCGC24M0E,0,U,7,C,55,U,87,1,2,0,45,0,0,0,0,0,0,20,250,3,10,-10,-4,86,1,0,17,N,N,8,N,N,N,N,0
51.751,247.3679875,203.13282238,6,0,113F,113,F,3,1,84,37,33,2,JHMAB722XE,1,U,7,U,55,U,2,1,4,4,23,0,0,U,0,0,0,998,998,6,U,U,U,U,0,0,17,0,1,2,U,N,N,1,U
3.370,16.110555454,15.81774653,6,1,114A,114,A,3,1,90,9,17,5,1P3XP48D9L,1,U,7,U,35,U,86,1,2,2,25,0,0,0,0,0,0,140,230,1,13,-10,9,356,1,1,17,0,1,2,6,35,31,1,0
3.370,16.110555454,15.81774653,6,0,114A,114,A,3,2,87,7,477,31,1B7GR14M6H,1,U,7,C,40,U,87,1,2,2,35,0,0,0,1,0,0,230,140,1,10,-4,-9,95,1,1,17,1,2,8,1,25,5,7,0
3.370,16.110555454,15.81774653,6,1,114A,114,A,3,3,88,12,15,4,2FAPP36X3J,0,U,7,C,40,U,98,1,2,2,26,0,0,0,0,U,0,230,223,6,U,U,U,U,0,0,17,0,1,U,4,N,N,1,U
6.179,29.536018333,25.465897972,6,0,115D,115,D,3,1,77,12,5,4,7A33H17600,1,U,7,C,25,U,15,1,1,1,41,0,0,1,0,0,0,998,998,1,23,-23,-2,880,3,1,11,0,1,1,U,998,98,7,U
46.343,221.5201375,181.90717077,6,0,116F,116,F,3,1,79,19,3,4,6B69599100,0,U,7,C,55,U,88,1,1,0,49,0,0,0,0,0,0,266,178,6,U,U,U,U,0,0,13,N,N,1,N,N,N,N,U
46.343,221.5201375,181.90717077,6,0,116F,116,F,3,2,85,20,16,6,1G1JC69P1F,1,U,7,C,55,U,89,1,1,1,25,0,0,0,0,0,0,266,178,6,U,U,U,U,0,0,17,0,1,2,U,N,N,7,U
92.686,443.040275,396.29810523,6,1,117G,117,G,3,1,90,54,31,4,JH4DB1647L,1,U,7,C,55,U,50,1,1,1,26,0,0,0,0,U,U,131,270,6,U,U,U,U,0,0,17,0,0,2,0,N,N,0,U
92.686,443.040275,396.29810523,6,1,117G,117,G,3,2,89,48,35,2,JF1AX732XK,1,0,7,C,55,U,51,1,3,3,25,0,0,0,0,U,0,270,131,6,U,U,U,U,0,0,17,0,0,U,0,N,N,0,U
92.686,443.040275,396.29810523,6,0,117G,117,G,3,3,88,13,5,4,1LNBM93E1J,0,0,7,C,55,U,98,1,1,0,36,0,0,0,0,0,0,270,276,6,U,U,U,U,0,0,17,N,N,1,N,N,N,N,U
92.686,443.040275,396.29810523,6,0,117G,117,G,3,4,80,20,474,21,9999999999,0,0,7,C,55,U,98,1,1,0,U,0,0,0,0,0,U,271,253,6,U,U,U,U,0,0,U,N,N,8,N,N,N,N,U
3.202,15.303387273,16.964539728,6,0,118B,118,B,3,1,80,18,10,2,4J47AAG100,1,U,7,C,55,U,11,1,4,4,32,0,0,0,0,4,0,172,172,5,U,U,U,U,0,1,13,2,4,1,1,998,98,6,U
3.913,18.70414,15.146444171,6,1,119C,119,C,3,1,90,12,13,3,1FAPP9191L,1,U,7,C,55,U,69,1,1,1,22,0,0,0,0,0,0,192,346,5,U,U,U,U,0,1,17,0,1,2,U,22,4,7,U
3.913,18.70414,15.146444171,6,0,119C,119,C,3,2,87,48,31,4,JF1AC43B4H,1,U,7,C,55,U,68,1,1,1,22,0,0,0,0,U,0,346,192,6,U,U,U,U,0,0,17,0,1,U,U,N,N,7,U
3.913,18.70414,15.146444171,6,0,119C,119,C,3,3,86,7,16,5,1B3BX68E2G,0,0,7,C,55,U,98,1,1,0,25,0,0,0,0,U,0,103,245,6,U,U,U,U,0,0,17,N,N,2,N,N,N,N,U
25.155,120.2409,91.14271115,6,0,120E,120,E,3,1,64,7,1,4,4246211100,0,U,7,C,35,U,68,1,1,0,28,0,0,0,0,0,0,45,260,6,U,U,U,U,0,0,10,N,N,1,N,N,N,N,U
25.155,120.2409,91.14271115,6,0,120E,120,E,3,2,89,20,16,2,1G1JC1110K,1,U,7,C,35,U,69,1,3,3,24,0,0,0,0,0,0,260,45,6,U,U,U,U,0,0,17,0,3,2,U,N,N,7,U
44.021,210.421575,172.79329008,6,0,121F,121,F,3,1,81,7,7,4,2B3BM46E2B,0,U,0,C,35,U,68,1,2,0,34,0,0,0,0,0,0,274,162,3,11,-10,-5,214,4,0,17,N,N,1,N,N,N,N,U
44.021,210.421575,172.79329008,6,0,121F,121,F,3,2,85,37,31,3,JHMAH533XF,1,40,7,C,35,3,69,1,4,4,19,0,0,0,0,0,0,162,274,3,16,-16,3,164,2,1,17,0,1,U,4,34,4,1,0
17.776,84.967914286,64.405756018,6,0,122E,122,E,3,1,90,23,477,30,1GTCT14ZXL,1,U,7,C,40,U,86,1,2,2,37,0,0,0,0,0,0,310,35,3,13,-12,5,417,4,0,17,0,0,8,0,N,N,0,U
17.776,84.967914286,64.405756018,6,0,122E,122,E,3,2,86,9,34,4,JP3BA26K6G,1,U,7,C,55,U,87,1,1,1,20,0,0,0,0,0,0,35,310,3,24,-8,-23,268,4,1,17,0,1,2,U,37,30,7,U
17.776,84.967914286,64.405756018,6,1,123E,123,E,3,1,91,12,16,4,2FACP72F8M,1,U,7,C,55,8,88,1,1,1,39,0,0,0,0,0,0,100,10,3,10,-7,-6,224,3,1,17,0,1,1,4,26,4,1,0
17.776,84.967914286,64.405756018,6,1,123E,123,E,3,2,89,21,18,4,1G3NF54D1K,1,U,7,C,55,U,89,1,3,3,26,0,0,0,0,0,0,10,100,3,14,-9,11,133,3,0,17,0,2,2,4,N,N,1,U
17.776,84.967914286,64.405756018,6,0,123E,123,E,3,3,84,35,39,4,JN1HU01S7E,1,U,7,C,55,U,98,1,1,1,29,0,0,0,0,0,0,10,4,6,U,U,U,U,0,0,17,0,1,1,U,N,N,7,U
31.107,148.69385,122.10392188,6,0,124F,124,F,3,1,82,12,13,5,2FABP0627C,1,U,7,17,55,U,12,1,1,1,21,0,0,0,0,0,0,270,100,6,U,U,U,U,0,0,17,1,1,2,3,N,N,3,0
31.107,148.69385,122.10392188,6,0,124F,124,F,3,2,80,49,33,3,RA42367800,1,U,7,C,55,U,98,1,2,2,25,0,0,0,0,0,0,100,270,6,U,U,U,U,0,0,10,0,0,1,0,N,N,0,U
62.215,297.3877,266.01234398,6,0,125G,125,G,3,1,85,35,39,4,9999999999,0,U,7,C,55,U,86,1,1,0,31,0,0,0,0,0,0,356,86,6,U,U,U,U,0,0,U,N,N,1,N,N,N,N,U
62.215,297.3877,266.01234398,6,0,125G,125,G,3,2,79,7,473,31,9999999999,1,U,7,C,55,U,87,1,4,4,U,0,0,0,1,0,0,86,356,6,U,U,U,U,0,0,U,0,4,8,4,N,N,7,0
59.591,284.84702857,215.91430576,6,0,126E,126,E,3,1,80,21,1,4,3G69AA2400,0,U,7,C,55,U,88,1,1,0,32,0,0,0,0,0,0,10,280,6,U,U,U,U,0,0,13,N,N,1,N,N,N,N,U
59.591,284.84702857,215.91430576,6,1,126E,126,E,3,2,91,12,16,4,2FACP72F9M,1,U,0,C,55,U,89,1,1,1,39,0,0,0,0,0,0,280,10,6,U,U,U,U,0,0,17,0,1,1,U,N,N,7,U
68.681,328.29722857,248.84959673,6,0,127E,127,E,3,1,83,19,3,4,1G6AD6989D,0,U,7,C,25,U,64,1,2,0,40,0,0,0,0,0,0,105,300,6,U,U,U,U,0,0,17,N,N,1,N,N,N,N,U
68.681,328.29722857,248.84959673,6,0,127E,127,E,3,2,86,12,6,4,1FABP3930G,1,U,7,C,25,U,65,1,2,2,30,0,0,0,0,0,0,300,105,6,U,U,U,U,0,0,17,0,1,1,4,N,N,1,U
10.297,49.218066667,42.435722039,6,0,128D,128,D,3,1,82,48,31,6,JF2AM53B3C,1,U,7,C,55,U,86,1,2,2,25,0,0,0,0,0,0,100,190,3,16,-14,8,259,4,1,17,0,2,U,3,33,2,1,0
10.297,49.218066667,42.435722039,6,0,128D,128,D,3,2,83,20,10,2,1G1AZ37H1D,1,55,7,C,55,U,87,1,6,6,33,0,0,0,0,0,0,190,100,3,11,-6,-10,196,4,0,17,1,5,1,3,N,N,3,U
157.593,753.29385714,570.99742628,6,0,129E,129,E,3,1,89,38,U,68,JALF4B1H6K,1,U,7,C,55,U,88,,,,,,,,,,,,,,,,,,,,17,N,N,8,N,N,N,N,
157.593,753.29385714,570.99742628,6,0,129E,129,E,3,2,80,6,16,4,FH41CAG100,1,U,7,C,55,U,89,1,3,3,U,0,0,0,0,0,0,352,82,4,U,U,U,U,0,1,13,0,2,1,3,N,68,1,U
33.608,160.64555714,121.76947788,6,0,130E,130,E,3,1,80,20,12,2,1M27VA7200,1,U,0,C,25,1,86,1,2,2,28,0,0,0,0,0,0,80,170,6,U,U,U,U,0,0,13,0,2,1,4,N,N,1,0
33.608,160.64555714,121.76947788,6,0,130E,130,E,3,2,87,55,32,5,KMHLA21J5H,1,U,0,C,55,U,87,1,1,1,22,0,0,0,0,0,0,170,80,6,U,U,U,U,0,0,17,0,1,2,4,N,N,1,U
117.627,562.25945,502.93927495,6,0,131G,131,G,3,1,89,55,32,3,KMHLD11J9K,1,U,7,C,55,U,20,1,2,2,21,0,0,0,0,U,0,10,10,6,U,U,U,U,0,0,17,0,1,2,0,N,N,1,0
117.627,562.25945,502.93927495,6,0,131G,131,G,3,2,89,20,470,14,9999999999,0,0,7,C,55,U,21,1,1,0,34,0,0,0,0,0,U,10,10,6,U,U,U,U,0,0,U,N,N,8,N,N,N,N,U
40.716,194.62452857,147.52556901,6,0,132E,132,E,3,1,87,20,17,6,1G1AW81W8H,1,U,7,C,55,U,1,1,1,1,29,0,0,1,0,0,0,998,998,1,27,-27,0,828,1,1,17,0,1,2,3,998,98,1,0
71.254,340.592925,279.68696692,6,0,133F,133,F,3,1,82,14,4,2,1MEBP90D3C,1,U,7,C,55,U,1,1,2,2,33,0,0,1,0,0,0,998,998,1,21,-21,0,584,1,1,17,1,2,1,3,998,98,3,U
46.126,220.48432857,167.12732084,6,0,134E,134,E,3,1,80,49,33,3,RA42382500,1,U,1,U,25,U,50,1,1,1,25,0,0,0,0,U,0,115,330,6,U,U,U,U,0,0,10,0,0,1,0,N,N,0,U
46.126,220.48432857,167.12732084,6,0,134E,134,E,3,2,66,20,474,21,C1256P1100,1,20,7,C,25,U,51,1,1,1,U,0,0,0,0,U,0,330,115,6,U,U,U,U,0,0,12,0,1,8,4,N,N,2,U
46.126,220.48432857,167.12732084,6,0,134E,134,E,3,3,89,35,42,4,JN1HT21S8K,1,25,7,C,25,U,98,1,1,1,28,0,0,0,0,0,0,330,139,6,U,U,U,U,0,0,17,0,1,2,4,N,N,7,U
322.885,1543.3903,1387.1234936,6,0,135H,135,H,3,1,U,18,7,4,9999999999,0,U,7,C,35,U,87,1,1,0,U,0,0,0,0,0,0,228,100,6,U,U,U,U,0,0,U,N,N,2,N,N,N,N,U
322.885,1543.3903,1387.1234936,6,0,135H,135,H,3,2,82,37,32,4,JHMSZ5427C,1,U,7,C,55,1,86,1,2,2,22,0,0,0,0,0,0,100,228,6,U,U,U,U,0,1,17,0,1,2,0,U,4,1,0
27.561,131.74021429,99.859201799,6,0,136E,136,E,3,1,89,7,472,20,2B4FK45JXK,1,U,7,C,55,U,20,1,3,3,29,0,0,0,0,U,0,76,76,6,U,U,U,U,0,0,17,0,1,8,0,N,N,1,0
27.561,131.74021429,99.859201799,6,0,136E,136,E,3,2,88,55,32,4,KMHLF21J5J,1,U,7,C,55,1,21,1,2,2,22,0,0,0,0,0,U,76,76,6,U,U,U,U,0,0,17,0,1,2,4,N,N,1,0
96.462,461.09075,412.44419723,6,0,137G,137,G,3,1,88,12,474,21,1FTFE24Y7J,0,U,7,C,55,U,88,1,1,0,46,0,0,0,0,0,0,192,102,6,U,U,U,U,0,0,17,N,N,8,N,N,N,N,U
96.462,461.09075,412.44419723,6,0,137G,137,G,3,2,89,12,18,3,1ZVBT21C3K,1,U,7,C,55,U,89,1,1,1,27,0,0,0,0,0,0,102,192,6,U,U,U,U,0,0,17,0,1,2,U,N,N,7,U
53.921,257.74442857,195.3705104,6,0,138E,138,E,3,1,89,35,43,4,JN1GB21SXK,1,15,7,C,55,U,7,1,1,1,22,0,0,0,0,0,0,998,998,6,U,U,U,U,0,0,17,0,1,2,U,N,N,1,U
377.450,1804.211,1621.5363448,6,0,139H,139,H,3,1,85,20,473,40,9999999999,1,U,0,C,55,U,11,1,1,1,U,0,0,0,0,0,0,199,190,6,U,U,U,U,0,0,U,0,1,8,U,N,N,1,U
81.684,390.44747142,295.95953713,6,0,140E,140,E,3,1,74,20,473,31,CCV1441100,1,U,0,C,55,U,88,1,1,1,U,0,0,0,0,0,0,205,115,6,U,U,U,U,0,0,13,0,0,8,0,N,N,0,0
81.684,390.44747142,295.95953713,6,1,140E,140,E,3,2,90,22,18,4,1G2NE54D0L,1,U,0,C,55,4,89,1,3,3,26,0,0,0,0,0,0,115,205,6,U,U,U,U,0,0,17,0,3,2,4,N,N,1,0
285.892,1366.56615,1222.3890388,6,0,141G,141,G,3,1,88,37,31,4,1HGED3647J,0,U,7,C,55,U,86,1,1,0,21,0,0,0,0,0,0,190,280,6,U,U,U,U,0,0,17,N,N,U,N,N,N,N,0
285.892,1366.56615,1222.3890388,6,1,141G,141,G,3,2,89,9,4,4,1P3XM26S8K,1,U,7,C,55,U,87,1,1,1,40,0,0,0,0,0,0,280,190,6,U,U,U,U,0,2,17,0,1,1,0,21,4,7,0
5.158,24.656833333,19.966881638,6,0,142C,142,C,3,1,88,19,3,2,1G6CD1153J,1,U,7,C,55,U,77,1,5,5,34,0,0,0,0,0,0,140,206,3,8,-7,4,234,4,0,17,0,4,2,4,N,N,1,U
5.158,24.656833333,19.966881638,6,0,142C,142,C,3,2,82,37,31,3,JHMSR5338C,1,U,7,C,55,U,76,1,3,3,18,0,0,0,0,0,0,206,140,3,15,-8,-13,185,1,1,17,0,2,2,3,34,2,1,U
58.031,277.389375,227.78568566,6,0,143F,143,F,3,1,85,7,U,49,9999999999,1,30,7,C,55,U,20,1,1,1,U,0,0,0,0,U,0,190,190,6,U,U,U,U,0,0,U,0,0,8,0,N,N,0,U
58.031,277.389375,227.78568566,6,0,143F,143,F,3,2,83,13,5,4,1MRBP97F5D,1,0,7,C,55,1,21,1,2,2,36,0,0,0,0,0,U,190,190,6,U,U,U,U,0,0,17,0,2,1,4,N,N,1,U
22.161,105.93162857,80.296270442,6,0,144E,144,E,3,1,84,13,U,4,1LNBP96F8E,0,U,7,C,55,U,86,1,1,0,41,0,0,0,0,0,0,190,280,6,U,U,U,U,0,0,17,N,N,U,N,N,N,N,U
22.161,105.93162857,80.296270442,6,0,144E,144,E,3,2,86,7,11,6,1B3BD49D9G,1,U,7,C,55,U,87,1,2,2,25,0,0,0,0,0,0,280,190,6,U,U,U,U,0,0,17,0,2,2,4,N,N,1,0
22.161,105.93162857,80.296270442,6,0,144E,144,E,3,3,80,12,473,31,0F15FC4100,0,0,8,E,55,97,98,0,0,0,U,0,0,0,0,0,0,280,274,6,U,U,U,U,0,0,13,N,N,8,N,N,N,N,0
22.161,105.93162857,80.296270442,6,0,145E,145,E,3,1,90,12,498,28,9999999999,0,U,7,C,35,U,92,1,1,0,U,0,0,0,0,0,U,255,255,6,U,U,U,U,0,0,U,N,N,8,N,N,N,N,U
22.161,105.93162857,80.296270442,6,0,145E,145,E,3,2,87,9,4,4,1P3BB2643H,1,0,7,C,35,U,93,1,2,2,36,0,0,0,0,U,0,255,255,6,U,U,U,U,0,0,17,0,2,1,4,N,N,7,U
33.047,157.96534286,119.73787302,6,0,146E,146,E,3,1,80,14,6,4,0Z64F65000,1,U,7,C,55,U,86,1,3,3,36,0,0,0,0,0,0,126,216,3,11,-10,6,226,1,0,11,0,1,1,U,N,N,1,U
33.047,157.96534286,119.73787302,6,1,146E,146,E,3,2,91,12,16,4,2FACP72F8M,1,U,7,C,35,U,87,1,1,1,40,0,0,0,0,0,0,216,126,3,11,-5,-9,110,1,1,17,0,1,1,4,36,4,1,U
33.047,157.96534286,119.73787302,6,0,147E,147,E,3,1,88,48,31,4,JF1AC42B5J,1,U,7,C,55,1,51,1,1,1,22,0,0,0,0,U,0,275,92,6,U,U,U,U,0,0,17,0,1,U,4,N,N,2,0
33.047,157.96534286,119.73787302,6,0,147E,147,E,3,2,88,49,33,2,JT2ST67C5J,1,U,7,C,55,U,50,1,1,1,26,0,0,0,0,U,0,92,275,6,U,U,U,U,0,0,17,0,0,1,0,N,N,0,U
110.923,530.21125714,401.90061334,6,0,148E,148,E,3,1,88,12,477,31,1FTCR14T0J,1,U,7,C,55,2,2,1,1,1,32,0,0,0,0,0,0,998,998,1,11,-7,9,334,4,1,17,0,1,8,4,998,98,1,2
21.589,103.19337143,78.220669047,6,0,150E,150,E,3,1,86,37,32,4,1HGBA5438G,1,U,7,C,50,1,2,1,1,1,26,0,0,0,2,0,0,997,997,5,U,U,U,U,0,1,17,0,1,2,4,998,98,2,0
8.100,131.55209071,169.927978,7,0,1E,1,E,3,1,74,12,4,2,4Y87A13200,1,U,7,C,35,4,20,1,1,1,47,0,0,0,0,U,0,26,17,6,U,U,U,U,0,0,11,0,0,1,0,N,N,0,U
8.100,131.55209071,169.927978,7,0,1E,1,E,3,2,87,20,472,20,1GNDM15Z4H,1,0,7,C,35,1,21,1,3,3,41,0,0,0,0,0,U,17,26,6,U,U,U,U,0,0,17,0,2,8,3,N,N,1,U
31.500,511.5915,614.50705068,7,1,2G,2,G,3,1,87,21,18,4,1G3NF54D1H,1,U,7,C,25,U,89,1,1,1,25,0,0,0,0,0,0,210,300,6,U,U,U,U,0,0,17,0,1,2,U,N,N,7,U
31.500,511.5915,614.50705068,7,0,2G,2,G,3,2,85,20,10,2,1G1GZ37G8F,0,U,7,C,25,U,88,1,5,0,32,0,0,0,0,0,0,300,210,6,U,U,U,U,0,2,17,N,N,1,N,25,4,N,0
16.200,263.10418141,339.85595599,7,1,3E,3,E,3,1,88,18,20,2,2G4WD14W9J,1,U,0,C,55,8,7,1,1,1,30,0,1,0,0,0,0,998,998,2,23,-23,-2,580,1,1,17,0,1,2,4,998,98,1,0
63.000,1023.183,1229.0141014,7,1,4G,4,G,3,1,89,20,19,4,1G1LT54W0K,1,U,7,C,45,U,83,1,1,1,28,0,0,0,0,0,0,10,99,6,U,U,U,U,0,0,17,0,0,2,0,N,N,0,U
63.000,1023.183,1229.0141014,7,0,4G,4,G,3,2,82,12,12,2,1FABP20A4C,0,U,7,C,45,U,82,1,1,0,28,0,0,0,0,0,0,99,10,6,U,U,U,U,0,0,17,N,N,1,N,N,N,N,U
21.000,341.061,409.67136712,7,1,5G,5,G,3,1,89,20,19,2,1G1LT64W9K,1,30,0,C,35,U,50,1,1,1,25,0,0,0,0,U,0,320,155,6,U,U,U,U,0,0,17,0,1,2,6,N,N,2,0
21.000,341.061,409.67136712,7,0,5G,5,G,3,2,87,34,34,2,WBAAB5409H,1,30,0,C,35,U,51,1,1,1,27,0,0,0,0,U,0,155,320,6,U,U,U,U,0,1,17,0,1,1,0,25,2,1,0
29.000,470.989,590.7762581,7,0,6H,6,H,3,1,83,49,477,30,JT4RN48S7D,0,45,7,C,55,U,48,1,1,0,43,0,0,0,0,0,0,52,28,5,U,U,U,U,0,0,17,N,N,8,N,N,N,N,U
29.000,470.989,590.7762581,7,0,6H,6,H,3,2,82,22,2,4,1G2AR6943C,1,45,7,C,55,U,48,1,1,1,33,0,0,0,1,0,0,28,52,5,U,U,U,U,0,1,17,0,0,1,0,43,30,0,0
3.000,48.723,78.691203048,7,0,7B,7,B,3,1,83,9,11,6,1P3BP49C0D,1,40,U,D,45,U,64,1,1,1,25,0,0,0,0,0,0,125,330,4,U,U,U,U,0,1,17,1,1,2,1,N,65,4,U
3.000,48.723,78.691203048,7,0,7B,7,B,3,2,88,85,883,65,1XKDDB9X4J,0,15,U,D,45,3,65,,,,,,,,,,,,,,,,,,,,17,N,N,8,N,N,N,N,
20.400,331.31636282,377.85627248,7,0,8F,8,F,3,1,81,41,35,5,JM1BD2416B,1,U,4,21,45,U,68,1,1,1,20,0,0,0,0,U,0,18,133,3,12,1,-12,165,1,0,17,0,1,2,4,N,N,1,U
20.400,331.31636282,377.85627248,7,1,8F,8,F,3,2,89,22,20,2,1G2WJ14T8K,1,50,0,C,45,9,69,1,4,4,30,0,0,0,0,U,0,133,18,3,7,-7,2,154,3,1,17,0,1,2,4,20,5,1,0
13.500,219.25348451,283.21329666,7,0,9E,9,E,3,1,88,20,19,2,1G1LV1117J,0,35,0,C,45,1,20,1,2,0,30,0,0,0,0,U,0,264,264,6,U,U,U,U,0,0,17,N,N,2,N,N,N,N,U
13.500,219.25348451,283.21329666,7,0,9E,9,E,3,2,88,21,17,4,2G3AJ51R7J,1,0,0,C,45,1,21,1,3,3,27,0,0,0,0,0,U,264,264,6,U,U,U,U,0,0,17,0,1,2,4,N,N,1,U
17.000,276.09696902,314.88022707,7,0,10F,10,F,3,1,82,21,1,2,2G3AR47A7C,1,35,0,C,40,U,2,1,1,1,32,0,0,0,0,0,0,998,998,6,U,U,U,U,0,0,17,0,1,1,4,N,N,1,U
3.000,48.723,67.80665498,7,1,11A,11,A,3,1,90,48,34,6,JF2BJ65C0L,1,10,0,0,55,U,82,1,2,2,30,0,0,0,0,0,0,54,145,6,U,U,U,U,0,1,17,1,2,U,1,32,30,5,0
3.000,48.723,67.80665498,7,0,11A,11,A,3,2,89,49,477,30,JT4VN13D4K,1,55,0,C,55,3,83,1,1,1,32,0,0,0,0,0,0,145,54,6,U,U,U,U,0,2,17,0,0,8,0,30,6,0,0
3.000,48.723,67.80665498,7,0,11A,11,A,3,3,88,12,473,31,1FTEF14N0J,0,40,0,C,55,12,98,1,1,0,37,0,0,0,0,0,0,8,51,6,U,U,U,U,0,2,17,N,N,8,N,30,6,N,0
16.200,263.10418141,339.85595599,7,0,12E,12,E,3,1,76,12,U,69,P40BVC8700,0,30,7,C,55,8,73,,,,,,,,,,,,,,,,,,,,11,N,N,8,N,N,N,N,
16.200,263.10418141,339.85595599,7,0,12E,12,E,3,2,86,21,1,4,9999999999,1,30,7,C,55,U,72,1,1,1,U,0,0,0,0,0,0,106,168,4,U,U,U,U,0,0,U,0,1,1,U,N,N,7,U
8.100,131.55209071,169.927978,7,0,13E,13,E,3,1,77,9,6,2,HL29C78400,0,U,7,C,25,U,83,1,1,0,33,0,0,0,0,0,0,252,182,6,U,U,U,U,0,0,13,N,N,1,N,N,N,N,U
8.100,131.55209071,169.927978,7,1,13E,13,E,3,2,89,14,4,2,1MEPM6040K,1,U,7,C,25,1,82,1,3,3,32,0,0,0,0,0,0,182,252,6,U,U,U,U,0,0,17,0,3,1,4,N,N,2,0
10.200,165.65818141,188.92813624,7,0,14F,14,F,3,1,85,51,39,4,YV1DX8841F,1,U,0,C,45,U,87,1,3,3,30,0,1,0,0,0,0,87,357,6,U,U,U,U,0,1,17,0,2,1,3,33,4,2,0
10.200,165.65818141,188.92813624,7,1,14F,14,F,3,2,89,21,2,4,1G3HY54CXK,1,35,0,C,45,4,86,1,1,1,33,0,0,0,0,0,0,357,87,6,U,U,U,U,0,0,17,0,1,1,0,N,N,1,0
17.000,276.09696902,314.88022707,7,0,15F,15,F,3,1,82,18,5,2,1G4AZ57Y9C,1,40,0,C,45,98,50,1,1,1,37,0,0,0,0,0,0,338,168,6,U,U,U,U,0,1,17,0,0,2,0,33,2,0,0
17.000,276.09696902,314.88022707,7,0,15F,15,F,3,2,79,20,8,2,1X27D9T100,1,40,0,C,45,U,51,1,2,2,33,0,0,0,0,0,0,168,338,6,U,U,U,U,0,2,13,0,2,1,4,37,2,1,0
72.500,1177.4725,1476.9406452,7,0,16H,16,H,3,1,79,22,1,2,2D27Y91500,1,U,1,12,55,4,2,1,1,1,31,0,1,0,0,0,0,998,998,6,U,U,U,U,0,0,13,0,0,1,0,N,N,0,1
29.000,470.989,590.7762581,7,0,17H,17,H,3,1,78,48,31,4,A26L666300,1,U,2,B,35,9,20,1,1,1,20,0,0,0,0,U,0,294,294,6,U,U,U,U,0,1,10,0,0,U,0,29,4,0,0
29.000,470.989,590.7762581,7,0,17H,17,H,3,2,83,12,12,4,1FABP36X8D,0,0,0,C,35,1,21,1,1,0,29,0,0,0,0,0,U,294,294,6,U,U,U,U,0,0,17,N,N,1,N,N,N,N,0
16.200,263.10418141,339.85595599,7,0,18E,18,E,3,1,87,9,472,20,2P4FH4132H,1,5,0,C,25,1,72,1,1,1,28,0,0,0,0,0,0,220,268,6,U,U,U,U,0,0,17,0,1,8,4,N,N,1,U
16.200,263.10418141,339.85595599,7,0,18E,18,E,3,2,86,6,16,1,1C3BC55D0G,1,25,0,C,25,1,73,1,1,1,25,0,0,0,0,0,0,268,220,6,U,U,U,U,0,1,17,0,1,2,4,28,20,1,0
87.000,1412.967,1772.3287743,7,0,19H,19,H,3,1,81,21,1,2,1G3AR47A5B,0,U,0,C,35,U,68,1,1,0,32,0,0,0,0,U,0,83,215,6,U,U,U,U,0,0,17,N,N,1,N,N,N,N,U
87.000,1412.967,1772.3287743,7,0,19H,19,H,3,2,85,18,12,4,1G4JS69P4F,1,U,0,C,35,U,69,1,6,6,24,0,0,0,0,U,0,215,83,6,U,U,U,U,0,1,17,0,4,2,U,32,2,7,0
5.400,87.701393805,113.28531866,7,0,20E,20,E,3,1,86,20,U,47,1GBFP32T7G,0,U,7,C,35,2,20,1,1,0,U,0,0,0,0,U,0,297,297,4,U,U,U,U,0,0,17,N,N,8,N,N,N,N,0
5.400,87.701393805,113.28531866,7,0,20E,20,E,3,2,87,35,44,3,JN1PN34S4H,1,0,0,C,35,1,21,1,3,3,24,0,0,0,0,0,U,297,297,4,U,U,U,U,0,2,17,0,2,2,U,U,47,7,0
13.500,219.25348451,283.21329666,7,0,21E,21,E,3,1,87,48,31,5,JF2AN53BXH,1,35,7,C,55,U,2,1,3,3,25,0,1,0,0,0,0,998,998,5,U,U,U,U,0,2,17,0,2,U,4,998,98,2,0
52.500,852.6525,1024.1784178,7,0,22G,22,G,3,1,88,20,473,31,2GCDC14H2J,1,U,8,E,55,97,1,0,0,0,U,0,1,1,0,0,0,998,998,6,U,U,U,U,0,0,17,N,N,8,N,N,N,N,U
