PSU,CASEID,CASENO,STRATIF,AOPSCASE,VERSION,VEHFORMS,MONTH,YEAR,TIME,EVENTS,ATREAT,AAIS,ALCDRUG,AINJSER,AINJURED,DAYWEEK,PSUWGT,NATWGT
46,11C,11,C,0,2,3,1,89,1725,3,4,2,2,0,2,3,1.79,71.20441
46,12G,12,G,0,2,2,1,89,1740,1,0,0,2,0,0,6,46,1829.834
46,13B,13,B,0,2,1,2,89,305,2,1,5,1,1,1,7,1,39.779
46,14C,14,C,0,2,1,2,89,2115,1,3,2,2,0,2,7,1.79,71.20441
46,15C,15,C,0,2,2,1,89,720,1,3,2,2,0,2,2,1.79,71.20441
46,16C,16,C,0,2,2,1,89,1130,1,3,1,2,0,2,2,1.79,71.20441
46,18H,18,H,0,2,1,2,89,1930,1,0,1,2,0,2,6,64,2545.856
46,19B,19,B,0,2,2,2,89,1430,2,1,3,U,2,2,5,1,39.779
46,20C,20,C,0,2,1,2,89,2358,3,3,4,1,1,2,2,1.79,71.20441
46,21C,21,C,0,2,2,3,89,1810,1,4,1,2,0,2,5,1.79,71.20441
46,22E,22,E,0,2,1,3,89,315,1,4,1,2,0,1,6,15,596.685
46,23F,23,F,0,2,2,3,89,700,1,4,1,2,0,2,2,19.1,759.7789
46,24G,24,G,0,2,1,3,89,345,1,6,1,1,0,1,6,46,1829.834
46,25D,25,D,0,2,1,3,89,945,2,3,5,U,1,1,5,2.71,107.80109
46,26G,26,G,0,2,2,3,89,1450,1,6,1,2,0,1,3,46,1829.834
46,27H,27,H,0,2,2,4,89,1818,1,0,1,2,0,1,2,64,2545.856
46,28A,28,A,0,2,2,4,89,745,2,1,5,U,1,3,3,1,39.779
46,29E,29,E,0,2,2,4,89,330,2,4,1,1,0,2,1,15,596.685
46,30F,30,F,0,2,1,3,89,900,2,4,1,2,0,2,4,19.1,759.7789
46,31D,31,D,0,2,1,3,89,715,3,4,2,2,0,1,4,2.71,107.80109
46,32H,32,H,0,2,2,4,89,1155,1,0,0,2,0,0,6,64,2545.856
46,33B,33,B,0,2,2,4,89,830,7,1,5,U,1,2,4,1,39.779
46,34C,34,C,0,2,2,4,89,2035,2,4,2,2,0,4,2,1.79,71.20441
46,35B,35,B,0,2,2,4,89,1000,1,1,3,U,1,1,4,1,39.779
46,36G,36,G,0,2,2,4,89,910,2,0,7,U,0,2,6,46,1829.834
46,37C,37,C,0,2,1,4,89,310,2,4,1,1,0,2,7,1.79,71.20441
46,38E,38,E,0,2,1,4,89,725,4,4,2,2,0,2,2,15,596.685
46,39C,39,C,0,2,2,5,89,819,2,4,2,2,0,2,5,1.79,71.20441
46,40C,40,C,0,2,2,4,89,1320,2,3,2,2,0,5,7,1.79,71.20441
46,41C,41,C,0,2,2,5,89,1350,2,4,2,2,0,2,2,1.79,71.20441
46,42G,42,G,0,2,1,4,89,U,2,U,U,U,0,0,5,46,1829.834
46,43A,43,A,0,2,2,4,89,1255,1,1,4,1,1,1,2,1,39.779
46,44B,44,B,0,2,1,4,89,1630,3,1,4,U,2,7,1,1,39.779
46,45F,45,F,0,2,2,5,89,1850,1,4,1,2,0,1,3,19.1,759.7789
46,46A,46,A,0,2,1,4,89,1150,1,1,2,U,1,4,7,1,39.779
46,47C,47,C,0,2,3,5,89,2010,2,4,2,1,0,2,7,1.79,71.20441
46,48D,48,D,0,2,2,5,89,1500,4,3,3,2,1,2,2,2.71,107.80109
46,49E,49,E,0,2,2,5,89,1510,1,4,2,2,0,3,7,15,596.685
46,50A,50,A,0,2,1,5,89,230,2,1,4,2,1,1,2,1,39.779
46,51C,51,C,0,2,1,5,89,1230,1,3,3,2,1,1,7,1.79,71.20441
46,52H,52,H,0,2,2,5,89,1137,1,0,0,2,0,0,7,64,2545.856
46,53A,53,A,0,2,1,5,89,100,2,1,2,1,1,1,1,1,39.779
46,54G,54,G,0,2,2,5,89,2038,2,6,1,2,0,2,5,46,1829.834
46,55C,55,C,0,2,2,5,89,1718,1,U,7,2,0,2,4,1.79,71.20441
46,56C,56,C,0,2,1,5,89,1234,1,U,7,2,0,1,4,1.79,71.20441
46,57E,57,E,0,2,1,5,89,1355,1,6,1,2,0,1,6,15,596.685
46,58F,58,F,0,2,1,5,89,50,6,4,2,2,0,1,2,19.1,759.7789
46,59A,59,A,0,2,1,6,89,1845,1,1,4,2,1,2,2,1,39.779
46,60H,60,H,0,2,2,6,89,1630,1,0,0,2,0,0,5,64,2545.856
46,61C,61,C,0,2,2,6,89,730,1,3,2,2,0,3,7,1.79,71.20441
46,62G,62,G,0,2,2,6,89,2005,1,0,1,2,0,1,1,46,1829.834
46,63C,63,C,0,2,2,6,89,300,6,3,4,1,1,2,7,1.79,71.20441
46,64C,64,C,0,2,2,6,89,1125,3,4,2,2,0,3,5,1.79,71.20441
46,65D,65,D,0,2,1,6,89,315,1,3,2,1,0,1,2,4.5257,180.0278203
46,66E,66,E,0,2,2,6,89,750,1,0,0,2,0,0,7,21.71,863.60209
46,67F,67,F,0,2,1,7,89,730,2,4,1,1,0,1,7,27.555,1096.110345
46,68G,68,G,0,2,3,7,89,1220,3,0,1,2,0,1,7,97,3858.563
46,69E,69,E,0,2,1,7,89,130,1,4,2,2,0,1,3,27,1074.033
46,70C,70,C,0,2,4,7,89,2215,3,4,2,2,0,2,7,5.325,211.823175
46,71F,71,F,0,2,1,7,89,2025,1,4,1,1,0,2,5,52.95,2106.29805
46,72D,72,D,0,2,1,7,89,1549,6,3,3,2,1,3,7,5.33,212.02207
46,73C,73,C,0,2,1,7,89,645,3,3,3,2,1,1,1,3.55,141.21545
46,74C,74,C,1,2,2,8,89,2345,1,3,3,2,1,1,3,3.55,141.21545
46,75E,75,E,0,2,2,8,89,130,1,4,1,1,0,1,7,54,2148.066
46,76H,76,H,0,2,3,8,89,1825,5,6,1,U,0,1,7,264,10501.656
46,77D,77,D,0,2,1,8,89,2335,3,3,3,2,1,2,6,5.33,212.02207
46,78F,78,F,0,2,2,9,89,2330,1,4,1,1,0,3,6,35.3,1404.1987
46,79C,79,C,0,2,1,9,89,2130,4,3,3,1,1,1,3,3.55,141.21545
46,80B,80,B,0,2,1,9,89,30,5,1,3,1,2,3,2,1,39.779
46,82B,82,B,0,2,2,8,89,1800,1,1,6,2,5,5,3,1,39.779
46,83B,83,B,0,2,1,9,89,2225,2,1,5,1,4,5,4,1,39.779
46,84B,84,B,0,2,1,9,89,2310,1,1,4,1,1,2,3,1.5,59.6685
46,85E,85,E,0,2,2,9,89,1230,3,3,2,2,0,3,3,40.5,1611.0495
46,86C,86,C,0,2,2,10,89,1430,2,4,2,2,0,4,2,3.55,141.21545
46,87F,87,F,0,2,2,10,89,1800,1,4,1,2,0,2,3,35.3,1404.1987
46,88D,88,D,0,2,1,10,89,2123,2,4,2,2,0,3,4,5.33,212.02207
46,89B,89,B,0,2,1,10,89,1242,6,1,3,U,2,2,7,1,39.779
46,90H,90,H,0,2,2,10,89,1359,1,0,1,2,0,1,7,132,5250.8279999
46,91A,91,A,0,2,1,10,89,330,1,1,2,2,1,2,1,1,39.779
46,92E,92,E,0,2,1,10,89,635,2,3,3,2,1,2,4,27,1074.033
46,93G,93,G,0,2,1,10,89,2340,1,0,0,2,0,0,7,97,3858.563
46,94C,94,C,0,2,1,11,89,215,2,3,4,2,1,1,6,3.55,141.21545
46,95D,95,D,0,2,3,11,89,1919,3,4,2,2,0,4,7,5.33,212.02207
46,96A,96,A,0,2,2,10,89,1245,1,1,3,2,1,2,4,1,39.779
46,97E,97,E,0,2,3,12,89,1930,3,4,1,2,0,4,7,27,1074.033
46,98G,98,G,0,2,2,12,89,2300,2,0,1,2,0,1,2,97,3858.563
46,99A,99,A,1,2,2,12,89,748,2,1,6,U,2,4,5,1.5,59.6685
46,100C,100,C,0,2,2,12,89,1605,2,3,2,2,0,4,4,5.325,211.823175
46,101A,101,A,0,2,1,12,89,58,5,1,5,2,1,1,7,1,39.779
46,102A,102,A,0,2,1,12,89,330,4,1,6,U,1,1,1,2,79.558
46,103D,103,D,0,2,2,12,89,1300,1,3,3,1,1,4,1,10.66,424.04414
46,104B,104,B,0,2,1,12,89,140,3,1,2,U,1,2,6,2,79.558
46,105H,105,H,0,2,2,12,89,1200,2,0,1,2,0,1,7,264,10501.656
46,106B,106,B,0,2,2,12,89,2210,1,1,6,1,4,7,2,1,39.779
47,1C,1,C,0,2,2,1,89,1310,1,4,1,2,0,1,3,2.45,99.1956
47,2C,2,C,0,2,2,1,89,1510,3,3,2,2,0,2,5,2.45,99.1956
47,3D,3,D,0,2,4,1,89,1318,3,4,1,2,0,3,3,3.71,150.21048
47,4D,4,D,0,2,1,1,89,1744,6,U,7,1,0,1,6,3.71,150.21048
47,5B,5,B,0,2,2,1,89,1025,2,1,4,2,1,3,3,1.34,54.25392
47,6C,6,C,0,2,1,1,89,2140,9,4,1,2,0,1,7,2.45,99.1956
47,7G,7,G,0,2,1,1,89,750,2,0,0,2,0,0,7,63,2550.744
47,8C,8,C,0,2,1,1,89,225,3,3,4,1,1,1,1,2.45,99.1956
47,9C,9,C,0,2,2,1,89,730,2,3,3,2,1,2,5,2.45,99.1956
47,10D,10,D,0,2,1,1,89,1015,6,4,1,1,0,2,7,3.71,150.21048
47,11D,11,D,0,2,1,1,89,245,4,4,1,2,0,3,4,3.71,150.21048
47,12C,12,C,0,2,1,1,89,330,4,4,2,1,0,1,4,2.45,99.1956
47,13D,13,D,0,2,1,1,89,650,18,3,3,U,1,1,3,3.71,150.21048
47,14H,14,H,0,2,2,1,89,1157,1,0,0,2,0,0,4,88,3562.944
47,15B,15,B,0,2,2,1,89,855,3,1,6,2,2,4,2,1.34,54.25392
47,16C,16,C,0,2,1,1,89,1800,2,4,1,2,0,4,1,2.45,99.1956
47,17C,17,C,0,2,2,1,89,1102,1,3,4,2,1,2,2,2.45,99.1956
47,18C,18,C,0,2,1,2,89,600,2,U,7,1,0,1,4,2.45,99.1956
47,19C,19,C,0,2,2,2,89,1530,2,4,1,2,0,2,5,2.45,99.1956
47,20D,20,D,0,2,2,2,89,826,2,4,1,2,0,2,2,3.71,150.21048
47,21F,21,F,0,2,1,2,89,525,4,6,2,U,0,1,7,26.2,1060.7856
47,22B,22,B,0,2,2,2,89,1900,2,1,4,1,1,1,6,1.34,54.25392
47,23C,23,C,0,2,1,2,89,2010,2,3,2,2,0,1,1,2.45,99.1956
47,24C,24,C,0,2,1,2,89,1845,3,3,2,2,0,1,1,2.45,99.1956
47,25C,25,C,0,2,2,2,89,1049,1,U,7,2,0,1,1,2.45,99.1956
47,26D,26,D,0,2,2,2,89,2005,1,4,1,2,0,4,1,3.71,150.21048
47,27D,27,D,0,2,2,2,89,1515,2,4,1,2,0,2,2,3.71,150.21048
47,28D,28,D,0,2,1,2,89,1435,1,4,1,U,0,2,7,3.71,150.21048
47,29C,29,C,0,2,1,2,89,1500,1,0,7,1,0,1,4,2.45,99.1956
47,30C,30,C,0,2,2,2,89,1005,1,U,7,2,0,2,7,2.45,99.1956
47,31C,31,C,0,2,1,2,89,250,2,3,3,U,1,2,5,2.45,99.1956
47,32D,32,D,0,2,2,2,89,830,4,6,1,2,0,2,7,3.71,150.21048
47,33D,33,D,0,2,2,2,89,345,1,3,3,1,1,1,1,3.71,150.21048
47,34C,34,C,0,2,1,3,89,2005,2,U,7,2,0,1,5,2.45,99.1956
47,35C,35,C,0,2,2,3,89,1120,4,3,6,2,1,2,4,2.45,99.1956
47,36C,36,C,0,2,1,3,89,2045,3,4,1,2,0,4,6,2.45,99.1956
47,37C,37,C,0,2,2,3,89,650,1,4,2,2,0,4,6,2.45,99.1956
47,38D,38,D,0,2,1,3,89,1100,2,3,2,U,0,1,1,3.71,150.21048
47,39D,39,D,0,2,2,3,89,1940,1,3,3,1,1,5,5,3.71,150.21048
47,40E,40,E,0,2,1,2,89,702,2,4,1,2,0,1,2,20.6,834.0528
47,41G,41,G,0,2,1,2,89,645,2,0,1,2,0,1,7,63,2550.744
47,42C,42,C,0,2,2,3,89,2235,1,3,3,1,1,3,7,13.74,556.30512
47,43D,43,D,0,2,1,3,89,2120,1,U,7,1,0,1,1,19.64,795.18432
47,44D,44,D,0,2,1,3,89,2145,26,3,1,1,0,2,7,19.64,795.18432
47,45D,45,D,0,2,2,3,89,655,1,6,1,2,0,2,3,58.92,2385.55296
47,46G,46,G,0,2,2,3,89,1615,1,0,1,1,0,2,7,591,23928.408
47,47A,47,A,0,2,2,4,89,1430,2,1,3,2,1,5,5,1.25,50.61
47,48C,48,C,0,2,2,4,89,2010,3,3,2,1,0,3,3,3.0625,123.9945
47,49C,49,C,0,2,1,4,89,1745,1,3,2,1,0,5,1,3.0625,123.9945
47,50C,50,C,0,2,1,4,89,1850,2,4,2,2,0,1,3,3.0625,123.9945
47,51A,51,A,0,2,2,4,89,1800,3,1,3,2,2,2,6,1.125,45.549
47,52A,52,A,0,2,3,4,89,1204,3,1,2,2,1,6,6,1.125,45.549
47,53C,53,C,0,2,1,4,89,1845,3,4,1,2,0,1,2,2.75625,111.59505
47,54C,54,C,0,2,1,5,89,1358,1,U,7,2,0,1,4,2.75625,111.59505
47,55D,55,D,0,2,1,4,89,1800,2,4,1,2,0,1,3,4.17375,168.98679
47,56D,56,D,0,2,1,4,89,1205,1,3,3,2,1,2,3,4.17375,168.98679
47,57D,57,D,0,2,1,5,89,2030,2,4,1,2,0,1,2,4.17375,168.98679
47,58G,58,G,0,2,2,5,89,2045,1,0,1,2,0,1,3,70.875,2869.587
47,59B,59,B,0,2,2,5,89,25,1,1,3,1,2,4,7,1.5678,63.4770864
47,60C,60,C,0,2,2,5,89,738,1,4,1,2,0,1,2,2.45,99.1956
47,61C,61,C,0,2,2,5,89,1745,1,4,1,2,0,4,7,2.45,99.1956
47,62C,62,C,0,2,2,5,89,655,1,3,3,2,1,2,5,2.45,99.1956
47,63D,63,D,0,2,3,5,89,1700,5,U,1,U,0,3,6,4.3407,175.7462616
47,64D,64,D,0,2,2,5,89,1900,1,0,0,2,0,0,6,4.3407,175.7462616
47,65D,65,D,0,2,1,5,89,1420,1,0,0,2,0,0,1,4.3407,175.7462616
47,66D,66,D,0,2,1,5,89,935,1,4,7,1,0,1,6,4.3407,175.7462616
47,67F,67,F,0,2,1,5,89,1945,2,4,1,U,0,1,6,26.559,1075.320792
47,68B,68,B,0,2,1,5,89,1945,1,1,7,1,1,1,3,1.34,54.25392
47,69C,69,C,0,2,2,5,89,1725,2,4,1,2,0,1,5,2.45,99.1956
47,70C,70,C,0,2,2,5,89,1744,1,4,1,2,0,4,1,2.45,99.1956
47,71D,71,D,0,2,1,5,89,1151,7,3,7,1,0,3,7,3.71,150.21048
47,72A,72,A,0,2,1,5,89,500,1,1,7,1,1,1,2,1,40.488
47,73A,73,A,0,2,1,5,89,1140,3,1,4,U,1,2,1,1,40.488
47,74B,74,B,0,2,2,5,89,2350,1,1,4,1,3,3,4,1.34,54.25392
47,75C,75,C,0,2,1,5,89,1350,1,3,3,2,1,1,2,2.45,99.1956
47,76H,76,H,0,2,2,5,89,1717,1,6,1,2,0,2,4,88,3562.944
47,77C,77,C,0,2,2,5,89,1410,3,4,1,2,0,2,6,2.45,99.1956
47,78C,78,C,0,2,2,5,89,1835,2,3,2,2,0,4,5,2.45,99.1956
47,79D,79,D,0,2,1,5,89,935,2,4,1,1,0,2,2,3.71,150.21048
47,80D,80,D,0,2,2,5,89,657,1,U,7,2,0,3,3,3.71,150.21048
47,81A,81,A,0,2,1,6,89,2100,1,1,7,U,1,1,5,1,40.488
47,82C,82,C,0,2,1,6,89,2205,1,U,7,1,0,2,5,2.45,99.1956
47,83C,83,C,0,2,1,5,89,45,1,U,7,1,0,1,1,2.45,99.1956
47,84D,84,D,0,2,1,6,89,1430,2,U,7,2,0,1,1,3.71,150.21048
47,85G,85,G,0,2,2,6,89,630,2,0,1,2,0,1,3,63,2550.744
47,86B,86,B,0,2,1,6,89,600,1,1,3,1,1,1,2,1.34,54.25392
47,87C,87,C,1,2,2,6,89,1220,1,U,7,2,0,9,1,2.45,99.1956
47,88D,88,D,0,2,2,6,89,1825,1,3,7,2,0,2,6,3.71,150.21048
47,89D,89,D,0,2,2,6,89,1340,1,3,2,2,0,2,3,3.71,150.21048
47,90C,90,C,0,2,2,6,89,2100,1,U,7,2,0,1,7,2.45,99.1956
47,91C,91,C,0,2,2,6,89,1713,1,4,7,2,0,1,4,2.45,99.1956
47,92C,92,C,0,2,2,6,89,715,1,4,7,2,0,1,3,2.45,99.1956
47,93D,93,D,0,2,1,6,89,2255,2,4,1,2,0,2,4,3.71,150.21048
47,94C,94,C,0,2,1,6,89,700,1,6,7,2,0,2,2,2.45,99.1956
47,95C,95,C,0,2,2,6,89,1100,1,U,7,2,0,2,2,2.45,99.1956
47,96C,96,C,0,2,1,6,89,2118,2,4,1,2,0,1,2,2.45,99.1956
47,97C,97,C,0,2,2,6,89,1445,1,U,7,2,0,1,1,2.45,99.1956
47,98D,98,D,0,2,1,6,89,600,1,U,7,2,0,2,1,5.936,240.336768
47,99D,99,D,0,2,1,6,89,2115,1,U,7,1,0,1,4,5.936,240.336768
47,100D,100,D,0,2,1,6,89,2040,2,4,1,2,0,1,5,5.936,240.336768
47,101D,101,D,0,2,4,6,89,1855,3,4,1,2,0,3,1,5.936,240.336768
47,102G,102,G,0,2,2,6,89,1140,1,0,0,2,0,0,5,100.8,4081.1904
47,103C,103,C,0,2,1,7,89,300,1,U,7,1,0,1,1,2.45,99.1956
47,104C,104,C,0,2,2,7,89,1230,1,U,7,2,0,1,7,2.45,99.1956
47,105C,105,C,0,2,1,7,89,835,5,4,1,2,0,2,1,2.45,99.1956
47,106C,106,C,0,2,2,7,89,1536,1,U,7,2,0,3,3,2.45,99.1956
47,107D,107,D,0,2,1,7,89,1845,6,U,7,2,0,6,3,3.71,150.21048
47,108H,108,H,0,2,1,6,89,1535,1,0,7,2,0,1,1,88,3562.944
47,109A,109,A,0,2,2,6,89,805,1,1,7,U,1,1,5,1,40.488
47,110B,110,B,0,2,1,7,89,2130,4,1,7,U,1,1,4,1.34,54.25392
47,111B,111,B,0,2,2,7,89,1055,2,1,5,2,3,3,7,1.34,54.25392
47,112C,112,C,1,2,3,7,89,1835,2,3,3,2,1,3,1,2.45,99.1956
47,113F,113,F,0,2,2,7,89,1951,1,U,7,2,0,2,4,22.7,919.0776
47,115D,115,D,0,2,4,7,89,1115,3,4,1,2,0,2,3,6.11,247.38168
47,116C,116,C,0,2,1,8,89,630,1,U,7,2,0,2,3,3.73,151.02024
47,117G,117,G,0,2,2,8,89,1300,1,0,2,1,0,1,7,98,3967.824
47,118A,118,A,0,2,1,8,89,433,2,1,2,1,1,1,6,2.1,85.0248
47,119C,119,C,0,2,1,8,89,1410,1,4,1,2,0,2,4,5.222,211.428336
47,120C,120,C,0,2,1,8,89,615,1,4,2,2,0,3,4,5.222,211.428336
47,121C,121,C,0,2,2,8,89,850,2,4,1,2,0,1,1,5.222,211.428336
47,122D,122,D,0,2,2,8,89,910,3,3,3,2,1,1,7,8.554,346.334352
47,123D,123,D,0,2,1,9,89,2340,9,4,1,2,0,1,6,36.66,1484.29008
47,124C,124,C,0,2,2,9,89,1020,1,3,2,2,0,4,7,11.19,453.06072
47,125C,125,C,0,2,2,9,89,1650,4,4,1,2,0,3,3,11.19,453.06072
47,126C,126,C,0,2,2,9,89,1405,1,4,1,2,0,4,2,16.785,679.59108
47,127G,127,G,0,2,2,9,89,1530,1,0,0,2,0,0,1,441,17855.208
47,128E,128,E,1,2,3,9,89,1330,2,4,1,2,0,4,5,114.75,4645.998
47,129F,129,F,0,2,2,9,89,1032,1,4,1,2,0,1,5,163.8,6631.9344
47,130C,130,C,0,2,2,10,89,1815,3,4,1,1,0,3,5,11.19,453.06072
47,131D,131,D,0,2,1,10,89,2352,4,4,1,U,0,2,3,18.33,742.14504
47,132C,132,C,0,2,2,10,89,919,1,4,1,2,0,2,5,11.19,453.06072
47,133D,133,D,0,2,1,10,89,740,3,4,1,2,0,2,6,18.33,742.14504
47,134B,134,B,0,2,1,10,89,140,2,1,6,1,1,1,6,6.33,256.28904
47,135C,135,C,0,2,2,10,89,945,1,3,1,2,0,1,2,11.19,453.06072
47,136C,136,C,0,2,1,10,89,2200,2,4,1,2,0,2,6,11.19,453.06072
47,137C,137,C,0,2,1,11,89,1525,4,3,2,2,0,3,4,11.19,453.06072
47,138D,138,D,0,2,2,11,89,2345,3,3,2,1,0,2,4,18.33,742.14504
47,139C,139,C,1,2,1,11,89,1335,3,4,2,2,0,2,5,11.19,453.06072
47,140D,140,D,0,2,1,11,89,900,3,3,1,2,0,1,3,18.33,742.14504
47,141C,141,C,0,2,1,11,89,2015,1,3,3,2,1,2,3,11.19,453.06072
47,142B,142,B,0,2,2,12,89,925,1,1,6,U,1,1,2,6.33,256.28904
47,143C,143,C,0,2,2,12,89,900,2,4,1,2,0,1,4,11.19,453.06072
47,144A,144,A,0,2,1,12,89,1400,4,1,6,2,1,1,4,9,364.392
47,145D,145,D,0,2,2,12,89,2310,3,4,1,1,0,1,5,36.66,1484.29008
47,146C,146,C,0,2,1,12,89,2135,1,3,4,2,1,1,3,11.19,453.06072
47,147D,147,D,0,2,1,12,89,1200,4,4,1,1,0,1,7,18.33,742.14504
47,148D,148,D,0,2,3,12,89,1749,3,4,1,2,0,1,5,18.33,742.14504
47,149C,149,C,0,2,1,12,89,2245,2,4,1,2,0,1,1,11.19,453.06072
48,1C,1,C,0,2,2,1,89,1005,3,0,1,2,0,1,1,1.21,99.18975
48,2D,2,D,0,2,1,1,89,140,3,U,7,1,0,1,1,1.83,150.01425
48,3C,3,C,0,2,1,1,89,1340,1,3,1,2,0,2,4,1.21,99.18975
48,4D,4,D,0,2,2,1,89,2030,1,4,1,2,0,1,5,1.83,150.01425
48,5C,5,C,0,2,1,1,89,1200,5,U,7,2,0,1,2,4.37,358.23075
48,6B,6,B,0,2,2,1,89,655,1,1,3,U,1,2,3,1,81.975
48,7D,7,D,0,2,2,1,89,1340,1,4,1,2,0,3,5,6.85,561.52875
48,8C,8,C,0,2,2,1,89,1608,1,4,1,U,0,1,1,4.37,358.23075
48,9C,9,C,0,2,2,1,89,1748,1,3,2,2,0,2,3,4.37,358.23075
48,10D,10,D,0,2,2,1,89,1901,1,3,1,1,0,2,2,6.85,561.52875
48,11C,11,C,0,2,1,1,89,1640,3,0,0,2,0,0,5,4.37,358.23075
48,12A,12,A,0,2,2,1,89,130,2,1,6,1,1,2,2,1,81.975
48,13D,13,D,0,2,2,1,89,1537,1,4,1,2,0,1,6,6.85,561.52875
48,14C,14,C,0,2,2,2,89,1345,1,3,3,2,1,1,1,2.05,168.04875
48,15F,15,F,0,2,2,1,89,1232,1,4,1,2,0,1,5,18.8,1541.13
48,16A,16,A,0,2,3,1,89,2135,3,1,7,U,3,4,7,1,81.975
48,17C,17,C,0,2,2,2,89,1405,1,4,1,2,0,2,2,4.1,336.0975
48,18D,18,D,0,2,1,2,89,435,1,U,7,1,0,1,1,6.22,509.8845
48,19G,19,G,0,2,2,1,89,1705,1,0,0,1,0,0,4,106,8689.35
48,20C,20,C,0,2,4,2,89,1640,3,4,1,2,0,1,4,2.05,168.04875
48,21D,21,D,0,2,1,2,89,130,6,4,2,1,0,2,5,3.11,254.94225
48,22D,22,D,0,2,2,2,89,2230,2,4,2,2,0,3,6,3.11,254.94225
48,23C,23,C,0,2,2,2,89,1141,2,3,2,2,0,3,1,2.05,168.04875
48,24D,24,D,0,2,2,2,89,909,2,3,4,2,1,3,1,3.11,254.94225
48,25D,25,D,0,2,2,2,89,955,1,3,3,2,1,3,6,3.11,254.94225
48,26D,26,D,0,2,2,1,89,1810,1,4,1,2,0,3,2,3.11,254.94225
48,27H,27,H,0,2,2,2,89,1740,1,0,1,2,0,1,5,79,6476.025
48,28C,28,C,0,2,2,2,89,1755,5,3,1,2,0,2,2,2.05,168.04875
48,29D,29,D,0,2,2,2,89,1436,1,3,2,2,0,1,2,3.11,254.94225
48,30C,30,C,0,2,4,3,89,1820,3,U,1,2,0,2,5,4.1,336.0975
48,31C,31,C,0,2,3,2,89,1455,3,4,2,2,0,3,4,4.1,336.0975
48,32D,32,D,0,2,2,3,89,1645,1,4,2,2,0,1,6,21.63,1773.11925
48,33C,33,C,0,2,2,3,89,2045,1,U,1,2,0,2,1,11.92,977.142
48,34D,34,D,0,2,2,3,89,1857,1,U,7,2,0,4,3,21.63,1773.11925
48,36A,36,A,0,2,1,5,89,2220,2,1,4,1,1,1,6,4.2,344.295
48,37A,37,A,0,2,1,5,89,1500,5,1,4,2,3,5,1,4.2,344.295
48,38C,38,C,0,2,2,5,89,645,3,6,1,2,0,2,6,11.92,977.142
48,39F,39,F,0,2,2,6,89,2015,2,4,2,1,0,1,5,90,7377.7499999
48,40D,40,D,0,2,1,6,89,150,7,3,3,1,1,1,4,14.42,1182.0795
48,41B,41,B,0,2,1,6,89,1920,3,1,3,1,1,1,7,1.29,105.74775
48,42C,42,C,0,2,1,6,89,200,1,4,2,1,0,1,3,5.96,488.571
48,43C,43,C,0,2,2,6,89,1330,2,3,1,2,0,1,5,11.92,977.142
48,44G,44,G,0,2,2,6,89,1830,1,0,0,2,0,0,5,126,10328.85
48,45D,45,D,0,2,1,7,89,130,3,3,3,1,1,1,7,7.21,591.03975
48,46C,46,C,0,2,1,7,89,1812,2,3,3,2,1,2,1,5.96,488.571
48,47D,47,D,0,2,2,7,89,1255,4,3,3,U,2,3,5,7.21,591.03975
48,48C,48,C,0,2,2,7,89,2120,1,6,1,1,0,1,5,17.88,1465.713
48,49A,49,A,0,2,1,7,89,545,5,1,3,1,1,1,7,1.4,114.765
48,50D,50,D,0,2,1,7,89,1615,5,6,1,1,0,1,7,7.21,591.03975
48,51C,51,C,0,2,2,7,89,1018,1,4,1,2,0,2,6,5.96,488.571
48,52C,52,C,0,2,1,8,89,5,1,4,1,1,0,1,5,11.92,977.142
48,53D,53,D,0,2,2,8,89,1615,1,4,1,2,0,2,5,7.21,591.03975
48,54C,54,C,0,2,2,8,89,940,1,4,1,2,0,3,3,5.96,488.571
48,55E,55,E,0,2,2,8,89,813,1,4,1,1,0,1,7,66.8,5475.9299999
48,56C,56,C,0,2,2,8,89,1310,2,3,5,2,1,1,2,11.92,977.142
48,57C,57,C,0,2,2,8,89,1915,1,3,2,2,0,3,6,11.92,977.142
48,58H,58,H,0,2,2,9,89,800,1,6,1,2,0,1,5,158,12952.05
48,59D,59,D,0,2,2,9,89,734,1,4,1,2,0,1,6,14.42,1182.0795
48,60C,60,C,0,2,2,9,89,1414,4,U,2,2,0,2,5,5.96,488.571
48,61C,61,C,0,2,2,9,89,800,1,4,1,2,0,1,7,2.02,165.5895
48,62D,62,D,0,2,1,9,89,320,2,4,7,2,0,1,6,3.43,281.17425
48,63G,63,G,0,2,2,9,89,1930,2,0,0,1,0,0,6,53,4344.675
48,64B,64,B,0,2,2,9,89,2207,2,1,7,2,1,1,5,1.29,105.74775
48,65C,65,C,0,2,1,9,89,2225,2,3,2,1,0,1,2,2.02,165.5895
48,66D,66,D,0,2,2,9,89,115,1,3,1,2,0,1,1,3.43,281.17425
48,67C,67,C,0,2,1,9,89,1305,1,4,1,2,0,1,5,2.02,165.5895
48,68D,68,D,0,2,1,9,89,1335,1,4,1,2,0,2,1,3.43,281.17425
48,69C,69,C,0,2,2,10,89,1625,4,4,1,2,0,1,3,2.02,165.5895
48,70C,70,C,0,2,3,9,89,740,2,4,1,U,0,3,6,2.02,165.5895
48,71D,71,D,0,2,2,9,89,1010,1,4,1,2,0,2,6,8.575,702.935625
48,72E,72,E,0,2,2,9,89,1320,1,4,1,2,0,1,6,32.5,2664.1875
48,73A,73,A,0,2,1,10,89,2030,2,1,3,1,1,1,2,1,81.975
