PSU,CASEID,CASENO,STRATIF,AOPSCASE,VERSION,VEHFORMS,MONTH,YEAR,TIME,EVENTS,ATREAT,AAIS,ALCDRUG,AINJSER,AINJURED,DAYWEEK,PSUWGT,NATWGT
12,22C,22,C,0,2,4,2,89,1600,3,4,1,2,0,4,6,2.4,28.8144
12,23C,23,C,0,2,2,2,89,1850,1,4,2,1,0,4,1,2.4,28.8144
12,24E,24,E,0,2,2,2,89,1158,1,4,1,2,0,1,1,20.2,242.5212
12,25C,25,C,0,2,1,2,89,2310,3,3,2,1,0,1,3,2.4,28.8144
12,26D,26,D,0,2,1,2,89,800,1,4,2,2,0,1,3,3.63,43.58178
12,27D,27,D,0,2,1,2,89,1500,3,3,5,2,1,1,5,3.63,43.58178
12,28B,28,B,0,2,2,2,89,1910,3,1,1,1,1,4,5,1.31,15.72786
12,29C,29,C,0,2,2,2,89,1725,1,3,5,1,2,4,6,2.4,28.8144
12,30F,30,F,0,2,2,2,89,1515,3,4,2,2,0,1,5,25.7,308.5542
12,31H,31,H,0,2,1,2,89,930,1,6,1,2,0,2,7,86,1032.516
12,32B,32,B,0,2,2,2,89,1242,1,1,5,1,2,3,3,1.31,15.72786
12,33C,33,C,0,2,3,2,89,1510,2,4,1,U,0,2,7,2.4,28.8144
12,34D,34,D,0,2,2,3,89,1345,4,U,7,2,0,2,4,3.63,43.58178
12,35E,35,E,0,2,2,3,89,2230,1,3,2,1,0,2,6,20.2,242.5212
12,36G,36,G,0,2,2,3,89,1900,3,6,1,2,0,1,4,62,744.372
12,37D,37,D,0,2,1,3,89,1745,2,3,3,1,1,1,2,3.63,43.58178
12,38F,38,F,0,2,2,3,89,1534,3,3,2,2,0,1,1,25.7,308.5542
12,39B,39,B,0,2,1,3,89,235,4,1,2,1,1,1,7,1.31,15.72786
12,40G,40,G,0,2,2,3,89,210,1,0,1,1,0,1,1,62,744.372
12,41H,41,H,0,2,1,3,89,642,1,0,2,1,0,1,7,86,1032.516
12,42C,42,C,0,2,2,3,89,1744,1,3,2,2,0,2,5,2.4,28.8144
12,43D,43,D,0,2,1,3,89,132,1,3,3,2,1,1,1,3.63,43.58178
12,44E,44,E,0,2,3,3,89,5,2,4,1,U,0,1,5,20.2,242.5212
12,46C,46,C,0,2,2,3,89,2240,3,3,5,2,1,2,2,2.4,28.8144
12,47H,47,H,0,2,1,3,89,1445,2,0,0,2,0,0,6,144,1728.864
12,48C,48,C,0,2,3,4,89,730,2,3,3,2,1,3,2,3.67,44.06202
12,49D,49,D,0,2,1,3,89,225,1,3,4,1,1,1,6,5.21,62.55126
12,50E,50,E,0,2,2,4,89,1622,2,4,1,2,0,1,1,29,348.174
12,51G,51,G,0,2,2,4,89,530,1,0,0,U,0,0,4,102,1224.612
12,52C,52,C,0,2,2,4,89,1355,3,3,3,2,1,3,5,3.67,44.06202
12,53C,53,C,0,2,1,4,89,330,2,3,3,1,1,1,1,3.67,44.06202
12,54D,54,D,0,2,2,4,89,2232,4,3,1,2,0,1,3,6.9293,83.1931758
12,55F,55,F,0,2,2,4,89,20,1,4,2,2,0,4,2,50.141,601.992846
12,56H,56,H,0,2,3,4,89,1535,2,0,0,2,0,0,5,191.52,2299.38912
12,57B,57,B,0,2,2,4,89,30,4,1,4,1,3,3,5,1.75,21.0105
12,58B,58,B,0,2,2,4,89,1050,3,1,3,U,2,2,1,1.75,21.0105
12,59D,59,D,0,2,1,4,89,200,3,3,3,1,1,3,6,5.21,62.55126
12,60D,60,D,0,2,2,4,89,2156,4,3,4,U,2,3,7,5.21,62.55126
12,61B,61,B,0,2,2,5,89,204,1,1,3,1,2,2,1,1.75,21.0105
12,62C,62,C,0,2,2,5,89,919,1,3,4,2,1,2,2,3.67,44.06202
12,63G,63,G,0,2,2,5,89,30,1,0,0,1,0,0,3,102,1224.612
12,64E,64,E,0,2,2,5,89,1719,1,4,1,U,0,1,3,29,348.174
12,65F,65,F,0,2,1,5,89,210,2,4,1,1,0,1,1,37.7,452.6262
12,66A,66,A,0,2,2,5,89,1439,1,1,4,1,3,3,6,1.4,16.8084
12,67D,67,D,0,2,2,5,89,2330,2,4,2,1,0,2,2,5.21,62.55126
12,68H,68,H,0,2,2,5,89,1540,1,0,1,2,0,1,7,144,1728.864
12,69C,69,C,0,2,2,5,89,1506,1,4,1,2,0,2,5,3.67,44.06202
12,70D,70,D,0,2,1,6,89,225,2,3,3,1,1,1,7,5.21,62.55126
12,71E,71,E,0,2,3,5,89,2007,2,4,1,2,0,4,4,29,348.174
12,72G,72,G,0,2,1,5,89,921,1,U,0,U,0,0,6,102,1224.612
12,73C,73,C,0,2,2,6,89,1750,6,4,1,2,0,2,7,3.67,44.06202
12,74C,74,C,0,2,1,6,89,2357,11,3,3,1,1,2,3,3.67,44.06202
12,75F,75,F,0,2,2,6,89,1240,1,4,2,2,0,2,4,37.7,452.6262
12,76A,76,A,0,2,2,5,89,1821,2,1,3,1,2,2,3,1.4,16.8084
12,77E,77,E,0,2,2,6,89,553,1,4,1,2,0,3,6,29,348.174
12,78G,78,G,0,2,2,6,89,1240,1,0,0,2,0,0,5,102,1224.612
12,79D,79,D,0,2,1,6,89,1313,3,4,2,2,0,1,5,5.21,62.55126
12,80B,80,B,0,2,2,6,89,1343,3,1,3,2,2,4,7,1.75,21.0105
12,81C,81,C,0,2,2,6,89,1010,1,4,1,2,0,1,4,3.67,44.06202
12,82D,82,D,0,2,1,6,89,945,4,3,3,2,1,1,5,5.21,62.55126
12,83E,83,E,0,2,2,6,89,2244,1,3,1,2,0,1,5,29,348.174
12,84G,84,G,0,2,2,6,89,2022,1,0,2,2,0,1,5,102,1224.612
12,85C,85,C,0,2,2,6,89,1331,1,3,3,2,1,3,6,3.67,44.06202
12,86H,86,H,0,2,3,7,89,1724,3,0,1,2,0,1,1,144,1728.864
12,87A,87,A,0,2,2,7,89,400,1,1,3,1,1,1,4,1.4,16.8084
12,88C,88,C,1,2,1,7,89,2304,2,3,3,1,1,1,5,3.67,44.06202
12,89F,89,F,0,2,3,7,89,1400,2,4,2,2,0,1,5,37.7,452.6262
12,90E,90,E,0,2,1,7,89,1854,3,4,2,2,0,2,2,29,348.174
12,91D,91,D,0,2,2,7,89,2320,1,3,3,1,1,2,4,5.21,62.55126
12,92G,92,G,0,2,1,7,89,752,2,3,1,2,0,1,4,102,1224.612
12,93B,93,B,0,2,1,7,89,130,5,1,1,1,1,1,5,1.75,21.0105
12,94C,94,C,0,2,3,7,89,1312,2,4,1,2,0,1,7,3.67,44.06202
12,95F,95,F,0,2,2,7,89,2352,2,4,1,2,0,2,5,37.7,452.6262
12,96C,96,C,0,2,2,8,89,2045,1,4,2,2,0,2,4,3.67,44.06202
12,97C,97,C,0,2,2,8,89,2006,1,3,2,1,0,3,6,3.67,44.06202
12,98C,98,C,1,2,2,8,89,1725,1,3,3,2,1,3,3,3.67,44.06202
12,99C,99,C,0,2,2,8,89,1133,2,3,2,2,0,4,7,3.67,44.06202
12,100C,100,C,0,2,2,7,89,1343,4,4,2,U,0,1,3,3.67,44.06202
12,101H,101,H,0,2,2,8,89,1610,5,4,1,2,0,2,4,144,1728.864
12,102D,102,D,0,2,2,8,89,1240,1,3,2,2,0,3,2,5.21,62.55126
12,103E,103,E,0,2,2,8,89,1425,1,4,0,1,0,0,4,29,348.174
12,104F,104,F,0,2,2,8,89,1725,2,3,2,2,0,2,3,37.7,452.6262
12,105G,105,G,0,2,2,8,89,1047,1,0,0,2,0,0,4,102,1224.612
12,106D,106,D,0,2,1,8,89,105,2,3,1,1,0,1,1,5.21,62.55126
12,107E,107,E,0,2,2,8,89,1339,1,3,2,2,0,2,2,29,348.174
12,108A,108,A,0,2,4,8,89,1915,4,1,6,1,2,2,4,1.4,16.8084
12,109A,109,A,0,2,2,9,89,930,2,1,6,1,1,4,7,1.4,16.8084
12,110G,110,G,0,2,2,9,89,1735,1,0,0,2,0,0,7,102,1224.612
12,111H,111,H,0,2,2,9,89,240,1,4,1,1,0,2,1,144,1728.864
12,112F,112,F,0,2,2,9,89,1330,1,4,1,2,0,1,5,37.7,452.6262
12,113E,113,E,0,2,2,9,89,2254,3,4,1,2,0,3,6,29,348.174
12,114D,114,D,0,2,1,9,89,1225,1,4,1,2,0,1,1,9,108.054
12,115C,115,C,1,2,2,9,89,2019,3,3,3,1,2,2,3,6.5,78.039
12,116E,116,E,0,2,2,9,89,1319,1,4,2,2,0,1,6,50,600.3
12,117G,117,G,0,2,2,10,89,912,1,0,0,2,0,0,4,178,2137.068
12,118D,118,D,0,2,2,10,89,2225,1,4,2,1,0,3,6,9,108.054
12,119C,119,C,0,2,2,10,89,245,1,3,1,1,0,3,6,3.25,39.0195
12,120E,120,E,0,2,1,10,89,605,1,3,3,2,1,1,3,25,300.15
12,121G,121,G,0,2,1,10,89,1200,1,0,1,2,0,1,3,89,1068.534
12,122C,122,C,0,2,3,10,89,1535,4,3,3,2,1,7,1,3.25,39.0195
12,123D,123,D,0,2,2,10,89,735,1,3,3,2,1,2,3,4.5,54.027
12,124E,124,E,0,2,2,10,89,1050,1,4,2,2,0,2,3,25,300.15
12,125F,125,F,0,2,2,10,89,2105,1,4,1,U,0,1,6,33,396.198
12,126D,126,D,0,2,2,11,89,1818,1,3,1,1,0,1,6,4.5,54.027
12,127G,127,G,0,2,1,11,89,2400,1,0,0,1,0,0,7,89,1068.534
12,128H,128,H,0,2,2,11,89,735,1,0,1,2,0,1,2,126,1512.756
12,129C,129,C,0,2,2,10,89,2334,1,3,2,1,0,2,3,3.25,39.0195
12,130E,130,E,0,2,1,11,89,250,4,0,1,1,0,1,1,25,300.15
12,131F,131,F,0,2,2,11,89,2157,1,4,1,2,0,1,7,33,396.198
12,132A,132,A,0,2,2,11,89,1220,1,1,2,2,1,2,5,1.25,15.0075
12,133A,133,A,0,2,2,11,89,1734,1,1,5,2,1,3,3,1.25,15.0075
12,134G,134,G,1,2,2,11,89,1359,1,3,2,2,0,4,1,89,1068.534
12,135C,135,C,0,2,2,11,89,1712,1,3,3,2,1,3,1,3.25,39.0195
12,136E,136,E,0,2,2,11,89,1502,1,4,1,2,0,1,6,25,300.15
12,137C,137,C,0,2,2,11,89,1723,1,3,3,2,1,2,4,3.25,39.0195
12,138H,138,H,0,2,1,11,89,1434,2,0,1,2,0,1,6,126,1512.756
12,139G,139,G,0,2,2,11,89,145,1,0,0,1,0,0,5,89,1068.534
12,140A,140,A,0,2,2,6,89,2050,1,1,5,2,2,5,6,1.25,15.0075
12,141F,141,F,0,2,2,12,89,2032,1,4,7,1,0,1,6,33,396.198
12,142E,142,E,0,2,2,12,89,1600,2,4,1,2,0,1,3,25,300.15
12,143G,143,G,0,2,1,12,89,740,1,0,0,2,0,0,3,89,1068.534
12,144C,144,C,0,2,1,12,89,320,3,4,1,1,0,1,2,3.25,39.0195
12,145C,145,C,0,2,4,12,89,1355,3,4,1,1,0,4,2,3.25,39.0195
12,146E,146,E,0,2,2,12,89,1113,2,4,1,2,0,3,3,25,300.15
12,147H,147,H,0,2,1,12,89,735,1,0,0,2,0,0,6,126,1512.756
12,148C,148,C,0,2,2,12,89,1017,2,3,3,2,1,4,1,3.25,39.0195
12,149C,149,C,0,2,1,12,89,2330,1,4,2,2,0,1,4,3.25,39.0195
12,150F,150,F,0,2,1,12,89,310,2,4,2,1,0,1,3,33,396.198
12,151G,151,G,0,2,2,12,89,925,1,0,0,2,0,0,7,89,1068.534
12,152B,152,B,0,2,2,12,89,1956,5,1,6,1,4,4,1,1.5,18.009
12,153C,153,C,0,2,2,12,89,935,3,4,2,2,0,2,5,3.25,39.0195
12,154D,154,D,0,2,1,12,89,327,1,3,2,1,0,1,6,4.5,54.027
12,155E,155,E,0,2,2,12,89,1906,1,6,1,2,0,1,7,25,300.15
12,156C,156,C,0,2,3,12,89,1410,6,3,2,2,0,2,5,3.25,39.0195
12,157D,157,D,0,2,2,12,89,2248,2,3,4,1,1,4,1,4.5,54.027
12,158G,158,G,0,2,2,12,89,1320,1,0,0,2,0,0,2,89,1068.534
12,159H,159,H,0,2,2,12,89,1845,1,0,0,1,0,0,7,126,1512.756
12,160E,160,E,0,2,2,12,89,855,1,U,7,2,0,1,3,25,300.15
12,501C,501,C,1,2,2,7,89,1855,4,3,3,2,2,3,2,0,0
13,2D,2,D,0,2,1,1,89,2000,2,4,1,2,0,2,6,3.58644,241.57183908
13,3G,3,G,0,2,2,1,89,1250,2,0,0,2,0,0,7,63.726,4292.392182
13,4H,4,H,0,2,2,1,89,1225,2,U,7,2,0,1,5,88.92,5989.3844399
13,5D,5,D,0,2,1,1,89,1054,2,4,1,2,0,2,3,3.58644,241.57183908
13,6E,6,E,0,2,3,1,89,1401,2,4,1,2,0,1,1,21.0444,1417.4876508
13,7C,7,C,0,2,2,1,89,930,1,4,1,2,0,1,3,3.0381,204.6373017
13,8D,8,D,0,2,1,1,89,1156,2,3,1,2,0,1,3,3.58644,241.57183908
13,9A,9,A,0,2,2,1,89,2315,3,1,4,1,1,1,5,2.964,199.646148
13,10F,10,F,0,2,1,1,89,535,1,4,1,2,0,2,7,26.0832,1756.8861024
13,11D,11,D,0,2,3,2,89,1520,2,4,1,U,0,2,4,3.58644,241.57183908
13,12G,12,G,0,2,1,1,89,740,1,0,0,2,0,0,3,63.726,4292.392182
13,13H,13,H,0,2,2,1,89,15,2,0,1,1,0,1,3,88.92,5989.3844399
13,14D,14,D,0,2,2,2,89,1640,4,3,3,2,1,2,6,3.58644,241.57183908
13,15C,15,C,0,2,1,2,89,1149,1,4,1,2,0,1,3,3.0381,204.6373017
13,16D,16,D,0,2,2,2,89,1315,2,4,1,2,0,2,5,3.58644,241.57183908
13,17D,17,D,0,2,1,2,89,1430,1,4,2,2,0,1,2,3.58644,241.57183908
13,19F,19,F,0,2,2,2,89,1530,1,3,2,2,0,2,7,26.0832,1756.8861024
13,20C,20,C,0,2,1,2,89,20,5,3,3,1,1,1,7,6.0762,409.2746034
13,21D,21,D,0,2,2,2,89,1540,1,3,3,U,2,3,1,7.17288,483.14367816
13,22G,22,G,0,2,1,2,89,2100,1,0,0,2,0,0,1,127.452,8584.784364
13,26G,26,G,0,2,2,9,89,1413,1,6,0,2,0,0,6,88.92,5989.3844399
13,27E,27,E,0,2,2,9,89,1530,1,4,1,2,0,2,2,23.8602,1607.1514914
13,28F,28,F,0,2,1,9,89,1910,1,6,1,2,0,1,6,40.014,2695.222998
13,29D,29,D,0,2,2,10,89,1851,1,4,1,2,0,3,4,5.5575,374.3365275
13,30D,30,D,0,2,2,9,89,2035,8,3,5,U,2,3,4,5.5575,374.3365275
13,32A,32,A,0,2,2,10,89,800,2,1,6,U,1,1,3,2.223,149.734611
13,33C,33,C,0,2,2,10,89,1840,1,3,4,2,1,3,6,6.51339,438.72241023
13,34B,34,B,0,2,1,10,89,2104,2,2,0,2,0,0,3,4.446,299.469222
13,35C,35,C,0,2,1,10,89,638,1,3,2,2,0,1,5,4.34226,292.48160682
13,36C,36,C,0,2,2,10,89,1825,3,4,2,2,0,2,5,4.34226,292.48160682
13,37G,37,G,0,2,1,10,89,530,2,0,0,2,0,0,3,88.92,5989.3844399
13,38D,38,D,0,2,1,10,89,750,3,4,2,2,0,2,5,8.33625,561.50479125
13,39E,39,E,0,2,2,11,89,1525,1,4,1,2,0,1,4,35.7903,2410.7272371
13,40F,40,F,0,2,2,11,89,1720,2,4,2,1,0,7,1,40.014,2695.222998
13,41D,41,D,0,2,2,11,89,1500,4,4,1,2,0,3,5,1.74876,117.79122732
13,42G,42,G,0,2,1,11,89,850,1,0,0,2,0,0,5,29.64,1996.46148
13,43H,43,H,0,2,1,11,89,635,1,0,0,2,0,0,1,41.496,2795.046072
13,44E,44,E,0,2,1,11,89,2240,2,4,1,2,0,1,3,8.2992,559.0092144
13,45D,45,D,0,2,1,11,89,1900,1,4,1,2,0,1,5,1.74876,117.79122732
13,46D,46,D,0,2,1,11,89,2315,1,5,1,2,0,1,5,1.74876,117.79122732
13,47D,47,D,0,2,3,11,89,1640,2,4,1,2,0,2,3,1.74876,117.79122732
13,48H,48,H,0,2,2,11,89,2110,1,0,1,2,0,1,5,41.496,2795.046072
13,49C,49,C,0,2,4,11,89,840,3,4,1,2,0,3,2,1.482,99.823074
13,50G,50,G,0,2,2,11,89,1220,1,0,7,2,0,1,2,29.64,1996.46148
13,51H,51,H,0,2,1,11,89,645,1,0,0,2,0,0,3,41.496,2795.046072
13,52D,52,D,0,2,2,12,89,1815,1,4,2,2,0,2,6,1.74876,117.79122732
13,53D,53,D,0,2,2,12,89,2048,1,4,1,2,0,2,6,1.74876,117.79122732
13,54C,54,C,0,2,2,12,89,2101,1,4,1,1,0,4,7,1.482,99.823074
13,55C,55,C,0,2,2,12,89,233,1,4,1,1,0,2,1,1.482,99.823074
13,56C,56,C,0,2,3,12,89,1345,2,4,1,2,0,1,6,1.482,99.823074
13,57D,57,D,0,2,1,12,89,2045,2,3,2,1,0,1,6,1.74876,117.79122732
13,58G,58,G,0,2,2,12,89,1150,1,0,0,2,0,0,6,29.64,1996.46148
13,59D,59,D,0,2,1,12,89,1108,1,3,5,2,1,2,7,1.74876,117.79122732
13,60D,60,D,0,2,2,12,89,233,1,4,1,1,0,1,1,1.74876,117.79122732
13,61F,61,F,0,2,2,12,89,2220,2,3,3,U,1,4,2,10.6704,718.7261328
13,63C,63,C,0,2,1,12,89,1400,1,3,2,2,0,1,4,1.482,99.823074
13,64C,64,C,0,2,1,12,89,1725,1,3,4,2,1,1,3,1.482,99.823074
13,65D,65,D,0,2,2,12,89,602,1,4,2,2,0,3,5,1.74876,117.79122732
13,66D,66,D,0,2,2,12,89,1718,2,3,3,2,1,2,2,1.74876,117.79122732
13,67E,67,E,0,2,2,12,89,1500,1,4,1,2,0,1,3,8.2992,559.0092144
13,68A,68,A,0,2,2,12,89,2215,1,1,5,2,1,3,1,1.482,99.823074
13,69A,69,A,0,2,2,12,89,2045,1,1,4,1,3,4,6,1.482,99.823074
13,70C,70,C,0,2,2,12,89,1640,1,1,4,2,1,2,5,1.482,99.823074
13,71D,71,D,0,2,2,12,89,1535,1,3,3,U,1,2,5,2.9204292,196.71134962
13,72G,72,G,0,2,2,12,89,1300,2,0,0,2,0,0,6,49.4988,3334.0906716
13,73H,73,H,0,2,2,12,89,630,1,0,0,2,0,0,2,69.29832,4667.7269402
13,74C,74,C,0,2,2,12,89,1517,2,4,2,2,0,1,2,1.482,99.823074
13,75C,75,C,0,2,2,12,89,1320,1,3,2,2,0,1,1,1.482,99.823074
13,76C,76,C,0,2,2,12,89,145,1,4,1,2,0,2,2,1.482,99.823074
13,77C,77,C,0,2,2,12,89,2354,2,4,2,2,0,4,2,1.482,99.823074
13,78D,78,D,0,2,1,12,89,1700,1,4,1,2,0,1,2,1.74876,117.79122732
13,79F,79,F,0,2,1,12,89,948,1,4,2,2,0,1,2,10.6704,718.7261328
13,80C,80,C,0,2,2,12,89,1550,1,3,3,2,1,3,3,1.482,99.823074
13,81D,81,D,0,2,2,12,89,1515,2,4,1,2,0,1,7,2.448264,164.90771825
13,82F,82,F,0,2,1,12,89,1225,1,3,1,2,0,2,7,14.93856,1006.2165859
13,83G,83,G,0,2,2,12,89,1305,1,0,0,2,0,0,7,41.496,2795.046072
13,84G,84,G,0,2,2,12,89,1330,1,0,0,2,0,0,7,41.496,2795.046072
13,85H,85,H,0,2,2,12,89,1740,1,0,1,2,0,1,1,58.0944,3913.0645008
13,86C,86,C,1,2,3,12,89,1816,2,4,1,2,0,2,7,1.482,99.823074
13,87C,87,C,0,2,3,12,89,1645,2,4,2,2,0,1,1,1.482,99.823074
13,88G,88,G,0,2,2,12,89,1805,1,0,0,1,0,0,5,29.64,1996.46148
41,1B,1,B,0,2,2,1,89,1307,1,1,4,U,1,1,2,2.33,24.93333
41,2D,2,D,0,2,1,1,89,1415,1,4,1,2,0,1,2,6.29,67.30929
41,3G,3,G,0,2,2,1,89,717,1,6,2,2,0,1,3,103,1102.203
41,4C,4,C,0,2,1,1,89,40,2,4,1,2,0,1,2,3.91,41.84091
41,5F,5,F,0,2,2,1,89,2306,1,4,1,2,0,1,6,44.1,471.9141
41,6C,6,C,0,2,1,1,89,1602,1,U,7,2,0,1,3,3.91,41.84091
41,7E,7,E,0,2,2,1,89,2200,1,4,1,2,0,1,6,34.7,371.3247
41,8C,8,C,0,2,3,2,89,1630,2,3,2,2,0,3,7,3.91,41.84091
41,9G,9,G,0,2,3,1,89,1201,2,4,1,2,0,3,3,103,1102.203
41,10E,10,E,0,2,2,2,89,159,1,4,2,1,0,3,1,34.7,371.3247
41,11D,11,D,0,2,2,2,89,1600,1,4,1,2,0,3,7,6.29,67.30929
41,12F,12,F,0,2,2,2,89,1540,1,U,0,2,0,0,3,44.1,471.9141
41,13H,13,H,0,2,2,2,89,345,1,0,0,2,0,0,2,157,1680.057
41,14C,14,C,0,2,2,2,89,1409,1,4,1,2,0,3,4,3.91,41.84091
41,15D,15,D,0,2,1,2,89,1334,4,4,1,1,0,1,6,6.29,67.30929
41,16E,16,E,0,2,4,2,89,1555,3,4,2,2,0,1,3,34.7,371.3247
41,17G,17,G,0,2,3,2,89,40,3,U,7,2,0,2,2,103,1102.203
41,18A,18,A,0,2,2,2,89,450,1,1,5,1,3,3,5,2.83,30.28383
41,19D,19,D,0,2,2,2,89,1510,1,4,1,2,0,3,4,6.29,67.30929
41,20E,20,E,0,2,2,2,89,1220,3,4,2,2,0,4,7,71.3,762.9813
41,21A,21,A,0,2,2,3,89,945,2,1,4,2,4,6,2,1.7,18.1917
41,22D,22,D,0,2,1,3,89,2205,1,4,1,1,0,1,1,29.34,313.96734
41,23H,23,H,0,2,2,3,89,701,1,5,0,2,0,0,4,315,3370.815
41,24C,24,C,0,2,2,3,89,821,1,4,1,2,0,1,2,11.5,123.0615
41,25B,25,B,0,2,2,3,89,1600,1,1,5,U,3,3,6,1.75,18.72675
41,26E,26,E,0,2,2,4,89,1809,2,4,1,2,0,2,6,71.3,762.9813
41,27F,27,F,0,2,2,4,89,1718,2,4,2,2,0,2,3,97.4,1042.2774
41,28D,28,D,0,2,2,4,89,2355,2,4,1,2,0,3,7,29.34,313.96734
41,29G,29,G,0,2,2,4,89,741,1,4,1,2,0,1,2,258,2760.858
41,31C,31,C,0,2,1,5,89,233,2,4,1,1,0,2,3,4.06,43.44606
41,32D,32,D,0,2,2,5,89,1405,1,4,1,2,0,3,3,6.29,67.30929
41,33C,33,C,0,2,2,5,89,128,5,3,2,1,0,4,6,4.06,43.44606
41,34E,34,E,0,2,1,5,89,1319,1,4,0,2,0,0,4,29.5,315.6795
41,35F,35,F,0,2,2,5,89,1620,2,U,1,2,0,2,4,37.9,405.5679
41,36C,36,C,0,2,2,5,89,2250,3,1,4,U,1,1,3,4.06,43.44606
41,38E,38,E,0,2,2,5,89,1015,1,4,1,2,0,1,7,29.5,315.6795
41,39C,39,C,0,2,2,6,89,1954,3,3,4,2,2,3,6,4.06,43.44606
41,40D,40,D,0,2,1,5,89,2355,1,3,1,1,0,1,1,6.29,67.30929
41,41E,41,E,0,2,2,6,89,1808,1,4,2,2,0,2,1,29.5,315.6795
41,42C,42,C,0,2,2,6,89,2246,3,3,1,1,0,4,5,4.06,43.44606
41,43A,43,A,0,2,3,6,89,1548,2,1,6,2,3,3,2,1.06,11.34306
41,44D,44,D,0,2,4,6,89,1555,3,4,1,1,0,2,6,6.29,67.30929
41,45G,45,G,0,2,2,6,89,1620,1,0,0,2,0,0,5,103,1102.203
41,46B,46,B,0,2,3,5,89,1620,6,1,4,1,1,1,4,1.4,14.9814
41,47C,47,C,0,2,4,6,89,1140,3,4,1,2,0,1,5,4.06,43.44606
41,48F,48,F,0,2,2,6,89,1924,1,4,1,2,0,3,5,37.9,405.5679
41,49E,49,E,0,2,4,6,89,835,3,4,1,2,0,1,2,29.5,315.6795
41,50B,50,B,0,2,1,7,89,155,1,1,3,1,1,1,1,1.4,14.9814
41,51D,51,D,0,2,2,7,89,1308,2,3,3,2,1,2,2,6.29,67.30929
41,52C,52,C,0,2,2,7,89,1638,1,3,2,2,0,2,6,4.06,43.44606
41,53F,53,F,0,2,4,6,89,835,3,4,1,2,0,2,2,37.9,405.5679
41,54E,54,E,0,2,2,7,89,1853,1,4,1,2,0,3,7,29.5,315.6795
41,55G,55,G,0,2,2,7,89,1310,1,6,1,2,0,1,1,103,1102.203
41,56D,56,D,0,2,3,7,89,1141,2,U,1,2,0,2,5,6.29,67.30929
41,57H,57,H,0,2,2,7,89,1950,2,U,U,2,0,0,4,157,1680.057
41,58C,58,C,0,2,1,7,89,850,2,4,1,2,0,1,7,4.06,43.44606
41,59A,59,A,0,2,2,7,89,1200,2,1,5,2,1,4,1,1,10.701
41,60B,60,B,0,2,2,7,89,1645,1,1,4,1,1,1,6,1.4,14.9814
41,61F,61,F,0,2,2,7,89,555,2,4,1,2,0,1,5,37.9,405.5679
41,62D,62,D,0,2,2,8,89,1550,2,3,2,2,0,2,4,6.29,67.30929
41,63E,63,E,0,2,2,8,89,1200,3,4,1,2,0,1,5,29.5,315.6795
41,64A,64,A,1,2,1,7,89,1815,5,1,6,1,3,5,1,1,10.701
41,65G,65,G,0,2,2,8,89,2022,1,5,1,2,0,1,2,103,1102.203
41,66C,66,C,0,2,1,8,89,2250,1,4,1,1,0,1,2,4.06,43.44606
41,67D,67,D,1,2,2,8,89,1040,5,3,1,2,0,1,2,6.29,67.30929
41,68E,68,E,0,2,2,8,89,2110,3,4,1,2,0,3,5,29.5,315.6795
41,69F,69,F,0,2,2,8,89,916,1,4,1,2,0,2,5,37.9,405.5679
41,70G,70,G,0,2,2,8,89,2241,1,5,0,2,0,0,2,103,1102.203
41,71A,71,A,0,2,2,8,89,1019,4,1,4,2,1,2,4,1,10.701
41,72B,72,B,0,2,1,9,89,2029,1,1,5,1,1,1,7,1.4,14.9814
41,73D,73,D,0,2,2,8,89,619,1,4,1,1,0,3,2,6.29,67.30929
41,75C,75,C,0,2,2,9,89,1110,2,4,1,2,0,3,1,4.06,43.44606
41,76H,76,H,0,2,2,9,89,813,1,0,0,2,0,0,5,157,1680.057
41,77D,77,D,0,2,2,9,89,834,2,4,1,2,0,3,1,6.29,67.30929
41,78F,78,F,0,2,2,9,89,719,1,4,1,2,0,2,7,37.9,405.5679
41,79A,79,A,0,2,2,9,89,1322,1,1,5,2,1,2,5,1,10.701
41,80E,80,E,1,2,2,9,89,1943,1,4,2,1,0,3,3,29.5,315.6795
41,81G,81,G,0,2,2,9,89,1030,1,0,1,2,0,1,4,103,1102.203
41,82C,82,C,0,2,2,9,89,2311,2,4,1,2,0,1,3,4.06,43.44606
41,83C,83,C,0,2,2,9,89,747,2,3,1,2,0,2,6,4.06,43.44606
41,84D,84,D,0,2,2,9,89,1759,1,4,1,2,0,2,3,6.29,67.30929
41,85A,85,A,0,2,2,9,89,1450,2,1,6,2,2,2,5,1,10.701
41,86B,86,B,0,2,2,9,89,1448,4,1,5,U,1,2,6,1.4,14.9814
41,87C,87,C,0,2,2,9,89,1536,4,3,1,2,0,2,7,4.06,43.44606
41,88E,88,E,0,2,1,9,89,2100,1,U,7,U,0,1,2,29.5,315.6795
41,89F,89,F,0,2,1,10,89,2110,1,4,1,1,0,1,6,37.9,405.5679
41,90G,90,G,0,2,2,10,89,1700,2,U,0,2,0,0,1,103,1102.203
41,91C,91,C,0,2,2,10,89,2206,2,1,3,1,2,4,7,4.06,43.44606
41,92H,92,H,0,2,1,10,89,2,1,0,0,1,0,0,5,157,1680.057
41,93D,93,D,0,2,1,10,89,2307,1,4,1,1,0,3,6,6.29,67.30929
41,94C,94,C,0,2,2,10,89,2210,2,3,3,1,1,2,3,4.06,43.44606
41,95A,95,A,0,2,2,10,89,2357,2,1,6,1,2,4,6,1,10.701
