PSU,CASEID,CASENO,STRATIF,VERSION,ACCSEQ,VEHNUM,CLASS1,GADEV1,OBJCONT,CLASS2,GADEV2,NATWGT,PSUWGT,RATWGT
5,191E,191,E,3,1,1,1,L,42,0,0,109.30665857,10.847,141.19319102
5,191E,191,E,3,2,1,1,U,60,0,0,109.30665857,10.847,141.19319102
5,192F,192,F,3,1,1,2,F,2,15,B,191.2866525,18.982,218.15663094
5,193G,193,G,3,1,1,2,F,2,14,B,382.573305,37.965,459.5345961
5,194G,194,G,3,1,1,2,F,2,15,B,382.573305,37.965,459.5345961
5,195E,195,E,3,1,1,1,R,76,0,0,129.92132143,12.893,167.82148676
5,195E,195,E,3,2,1,1,T,76,0,0,129.92132143,12.893,167.82148676
5,196F,196,F,3,1,1,1,F,2,1,B,227.3623125,22.562,259.29982803
5,197G,197,G,3,1,1,13,F,51,0,0,454.724625,45.125,546.2004122
5,198H,198,H,3,1,1,1,F,2,4,R,909.44925,90.250,1140.750686
5,199F,199,F,3,1,1,1,F,63,0,0,116.11853062,11.523,132.42966563
5,199F,199,F,3,2,1,1,F,63,0,0,116.11853062,11.523,132.42966563
5,200G,200,G,3,1,1,1,R,2,2,F,232.23706125,23.046,278.95559556
5,201G,201,G,3,1,1,2,R,2,3,F,232.23706125,23.046,278.95559556
5,201G,201,G,3,2,1,2,R,2,3,L,232.23706125,23.046,278.95559556
5,202H,202,H,3,1,1,1,F,51,0,0,464.4741225,46.092,582.60444314
5,203D,203,D,3,1,1,1,F,52,0,0,57.37759825,5.694,85.56401627
5,204E,204,E,3,1,1,2,F,2,3,9,245.9039925,24.402,317.63819186
5,204E,204,E,3,2,2,3,9,50,0,0,245.9039925,24.402,317.63819186
5,205E,205,E,3,1,1,13,L,2,1,F,245.9039925,24.402,317.63819186
5,206G,206,G,3,1,1,4,F,2,4,B,860.66397375,85.409,1033.8015392
5,207E,207,E,3,1,1,1,R,2,3,F,10.077,1.000,13.016625012
5,207E,207,E,3,2,1,1,L,3,4,F,10.077,1.000,13.016625012
5,209H,209,H,3,1,1,5,F,71,0,0,0,0.000,0
6,1E,1,E,3,1,1,4,F,2,5,R,124.75795624,26.100,94.566643872
6,2F,2,F,3,1,1,3,F,52,0,0,157.26197083,32.900,129.13986288
6,3D,3,D,3,1,1,5,F,2,3,L,133.84,28.000,115.39658955
6,4C,4,C,3,1,1,1,F,2,1,R,45.027591247,9.420,36.46293799
6,5E,5,E,3,1,1,2,F,2,1,R,623.78978119,130.500,472.83321936
6,6B,6,B,3,1,1,15,F,56,0,0,9.0819981766,1.900,10.067831137
6,6B,6,B,3,2,1,15,F,68,0,0,9.0819981766,1.900,10.067831137
6,7C,7,C,3,1,1,3,F,2,2,F,22.513795624,4.710,18.231468995
6,7C,7,C,3,2,1,3,L,2,2,R,22.513795624,4.710,18.231468995
6,8E,8,E,3,1,1,3,F,2,2,R,374.27386871,78.300,283.69993161
6,9F,9,F,3,1,1,3,F,2,2,L,314.52394165,65.800,258.27972576
6,9F,9,F,3,2,1,3,R,2,2,L,314.52394165,65.800,258.27972576
6,10B,10,B,3,1,1,5,F,52,0,0,18.163996353,3.800,20.135662273
6,11A,11,A,3,1,1,1,F,2,2,L,8.1259990883,1.700,7.9783092671
6,11A,11,A,3,2,2,2,R,3,1,L,8.1259990883,1.700,7.9783092671
6,11A,11,A,3,3,2,2,R,3,1,L,8.1259990883,1.700,7.9783092671
6,11A,11,A,3,4,2,2,T,31,0,N,8.1259990883,1.700,7.9783092671
6,12H,12,H,3,1,1,5,F,2,4,L,3489.4,730.000,3136.1015543
6,13D,13,D,3,1,1,5,R,2,1,L,66.92,14.000,57.698294776
6,13D,13,D,3,2,1,5,F,3,15,B,66.92,14.000,57.698294776
6,13D,13,D,3,3,3,15,F,54,0,0,66.92,14.000,57.698294776
6,13D,13,D,3,4,1,5,F,4,5,R,66.92,14.000,57.698294776
6,13D,13,D,3,5,3,15,T,31,0,N,66.92,14.000,57.698294776
6,13D,13,D,3,6,1,5,R,5,5,L,66.92,14.000,57.698294776
6,14F,14,F,3,1,1,5,F,51,0,0,157.26197083,32.900,129.13986288
6,14F,14,F,3,2,1,5,L,51,0,0,157.26197083,32.900,129.13986288
6,15E,15,E,3,1,1,1,F,2,15,R,374.27386871,78.300,283.69993161
6,15E,15,E,3,2,1,1,L,2,15,R,374.27386871,78.300,283.69993161
6,15E,15,E,3,3,2,15,L,57,0,0,374.27386871,78.300,283.69993161
6,16B,16,B,3,1,1,1,F,64,0,0,9.0819981766,1.900,10.067831137
6,17E,17,E,3,1,1,20,F,2,3,L,124.75795624,26.100,94.566643872
6,17E,17,E,3,2,1,20,R,2,3,L,124.75795624,26.100,94.566643872
6,18F,18,F,3,1,1,14,F,2,22,R,471.78591247,98.700,387.41958864
6,18F,18,F,3,2,2,22,F,59,0,0,471.78591247,98.700,387.41958864
6,19F,19,F,3,1,1,15,F,2,5,L,157.26197083,32.900,129.13986288
6,20E,20,E,3,1,1,2,F,2,4,B,374.27386871,78.300,283.69993161
6,21E,21,E,3,1,1,5,F,2,1,R,374.27386871,78.300,283.69993161
6,21E,21,E,3,2,2,1,F,88,0,0,374.27386871,78.300,283.69993161
6,22F,22,F,3,1,1,3,F,3,22,R,157.26197083,32.900,129.13986288
6,22F,22,F,3,2,2,2,L,3,22,L,157.26197083,32.900,129.13986288
6,23G,23,G,3,1,1,2,F,71,0,0,984.68,206.000,880.79310229
6,23G,23,G,3,2,1,2,F,71,0,0,984.68,206.000,880.79310229
6,24E,24,E,3,1,1,4,F,51,0,0,156.54499316,32.750,118.66124666
6,25F,25,F,3,1,1,4,F,2,21,B,195.97992706,41.000,160.93414559
6,26C,26,C,3,1,1,1,F,42,0,0,46.270383224,9.680,37.469339744
6,26C,26,C,3,2,1,1,N,32,0,N,46.270383224,9.680,37.469339744
6,27F,27,F,3,1,1,5,F,2,3,9,313.5678833,65.600,257.49463294
6,28F,28,F,3,1,1,2,F,2,1,B,117.58795624,24.600,96.560487353
6,28F,28,F,3,2,2,1,F,51,0,0,117.58795624,24.600,96.560487353
6,29H,29,H,3,1,1,21,F,2,1,R,501.9,105.000,451.08310027
6,29H,29,H,3,2,2,1,L,63,0,0,501.9,105.000,451.08310027
6,30C,30,C,3,1,1,3,R,51,0,0,40.486585321,8.470,32.785672276
6,30C,30,C,3,2,1,3,R,2,5,F,40.486585321,8.470,32.785672276
6,31F,31,F,3,1,1,5,F,2,5,B,274.37189789,57.400,225.30780382
6,31F,31,F,3,2,2,5,F,71,0,0,274.37189789,57.400,225.30780382
6,31F,31,F,3,3,1,5,F,71,0,0,274.37189789,57.400,225.30780382
6,31F,31,F,3,4,1,5,F,68,0,0,274.37189789,57.400,225.30780382
6,31F,31,F,3,5,1,5,F,68,0,0,274.37189789,57.400,225.30780382
6,31F,31,F,3,6,1,5,F,71,0,0,274.37189789,57.400,225.30780382
6,31F,31,F,3,7,1,5,F,71,0,0,274.37189789,57.400,225.30780382
6,32E,32,E,3,1,1,15,F,63,0,0,62.617997265,13.100,47.464498665
6,32E,32,E,3,2,1,15,F,63,0,0,62.617997265,13.100,47.464498665
6,32E,32,E,3,3,1,15,F,64,0,0,62.617997265,13.100,47.464498665
6,33F,33,F,3,1,1,15,F,2,4,R,78.391970825,16.400,64.373658235
6,33F,33,F,3,2,1,15,L,3,1,F,78.391970825,16.400,64.373658235
6,33F,33,F,3,3,1,15,R,52,0,0,78.391970825,16.400,64.373658235
6,33F,33,F,3,4,1,15,N,32,0,N,78.391970825,16.400,64.373658235
6,35F,35,F,3,1,1,13,F,2,3,F,78.391970825,16.400,64.373658235
6,36E,36,E,3,1,1,9,F,2,1,L,125.23599453,26.200,94.92899733
6,36E,36,E,3,2,1,9,R,2,1,L,125.23599453,26.200,94.92899733
6,37H,37,H,3,1,1,1,F,2,5,L,669.2,140.000,601.4441337
6,38E,38,E,3,1,1,3,F,2,18,R,93.926995897,19.650,71.196747998
6,39F,39,F,3,1,1,2,F,51,0,0,117.58795624,24.600,96.560487353
6,40E,40,E,3,1,1,5,F,2,2,R,62.617997265,13.100,47.464498665
6,40E,40,E,3,2,1,5,L,2,2,R,62.617997265,13.100,47.464498665
6,41E,41,E,3,1,1,4,F,2,1,R,62.617997265,13.100,47.464498665
6,41E,41,E,3,2,2,1,R,3,3,L,62.617997265,13.100,47.464498665
