PSU,CASEID,CASENO,STRATIF,VERSION,VEHNO,ACCSEQ1,OBJCONT1,DOF1,GAD1,SHL1,SVL1,TDD1,EXTENT1,ACCSEQ2,OBJCONT2,DOF2,GAD2,SHL2,SVL2,TDD2,EXTENT2,DVL,DVC1,DVC2,DVC3,DVC4,DVC5,DVC6,DVD,SDVL,SDVC1,SDVC2,SDVC3,SDVC4,SDVC5,SDVC6,SDVD,DOCCDC,TOWRES,WHEELBAS,NATWGT,PSUWGT,RATWGT
51,23E,23,E,3,1,1,2,3,R,B,E,W,2,,,,,,,,,38,4,2,6,4,2,1,-80,,,,,,,,,0,0,1159,161.06625,2.250,206.20226915
51,23E,23,E,3,2,1,1,12,F,Z,E,W,3,,,,,,,,,59,2,2,2,7,7,2,14,,,,,,,,,0,1,1083,161.06625,2.250,206.20226915
51,24E,24,E,3,1,1,2,1,F,Z,E,W,1,,,,,,,,,65,2,2,3,2,3,8,13,,,,,,,,,0,1,1081,161.06625,2.250,206.20226915
51,24E,24,E,3,2,1,1,12,F,D,E,W,1,,,,,,,,,56,9,6,4,2,1,0,-7,,,,,,,,,0,1,1003,161.06625,2.250,206.20226915
51,25F,25,F,3,1,1,51,12,F,L,E,N,2,,,,,,,,,52,16,21,17,10,4,0,-12,,,,,,,,,0,1,1055,161.06625,2.250,221.79737104
51,26H,26,H,3,1,2,51,12,F,R,E,E,3,1,63,12,F,R,W,N,3,66,0,1,1,2,3,15,22,,,,,,,,,1,1,1061,644.265,9.000,759.9691463
51,27D,27,D,3,1,1,2,2,R,Z,E,W,1,,,,,,,,,56,1,3,0,2,2,0,-37,,,,,,,,,0,0,1143,143.17,2.000,206.52739218
51,27D,27,D,3,2,1,1,11,F,L,E,W,1,,,,,,,,,59,11,11,8,7,8,7,-26,,,,,,,,,0,0,1140,143.17,2.000,206.52739218
51,28F,28,F,3,1,1,2,10,L,Y,E,W,2,2,2,9,L,Z,E,W,1,79,0,3,8,7,7,5,54,,,,,,,,,0,1,1049,143.17,2.000,197.1532187
51,28F,28,F,3,2,1,1,1,F,D,E,W,2,2,1,3,R,P,E,W,1,69,0,4,8,12,9,16,10,56,0,2,1,1,0,0,5,0,1,1080,143.17,2.000,197.1532187
51,29G,29,G,3,1,1,2,1,R,Z,E,W,2,,,,,,,,,,,,,,,,,,,,,,,,,0,1,942,429.51,6.000,618.7931865
51,29G,29,G,3,2,1,1,12,F,R,E,E,4,,,,,,,,,57,0,2,2,2,4,8,22,,,,,,,,,0,1,1003,429.51,6.000,618.7931865
51,30H,30,H,3,1,1,71,12,F,Z,M,N,1,,,,,,,,,72,0,0,0,2,1,0,13,,,,,,,,,0,0,1175,572.68,8.000,675.52813004
51,31C,31,C,3,1,1,2,2,R,Y,E,W,2,2,3,12,F,Y,E,W,1,,,,,,,,,,,,,,,,,0,1,1043,71.585,1.000,98.209291374
51,31C,31,C,3,2,1,1,11,F,D,E,W,1,,,,,,,,,62,2,4,4,5,5,5,0,,,,,,,,,0,1,1012,71.585,1.000,98.209291374
51,31C,31,C,3,3,2,1,12,F,Y,E,W,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,945,71.585,1.000,98.209291374
51,32E,32,E,3,1,1,2,12,F,D,M,W,2,2,2,9,L,Y,A,W,2,68,4,7,4,4,5,1,0,87,0,1,1,1,3,2,3,0,1,1173,309.96305,4.330,396.8248113
51,33F,33,F,3,1,1,2,2,R,D,A,W,3,,,,,,,,,139,3,1,0,11,7,1,-33,,,,,,,,,0,1,1150,309.96305,4.330,426.83671848
51,33F,33,F,3,2,1,1,1,F,D,E,W,1,,,,,,,,,72,0,0,0,0,0,5,10,,,,,,,,,0,0,1330,309.96305,4.330,426.83671848
51,34H,34,H,3,1,1,2,5,B,L,E,N,1,,,,,,,,,74,3,1,1,0,0,2,-34,,,,,,,,,0,0,1291,1239.8522,17.320,1462.5184015
51,34H,34,H,3,2,1,1,11,F,R,E,E,2,,,,,,,,,69,1,2,1,1,1,11,27,,,,,,,,,0,1,1315,1239.8522,17.320,1462.5184015
51,35E,35,E,3,1,1,2,12,F,D,E,W,1,,,,,,,,,55,0,4,4,4,4,0,3,,,,,,,,,0,1,994,161.06625,2.250,206.20226915
51,35E,35,E,3,2,1,1,6,B,L,E,W,1,,,,,,,,,60,0,0,0,0,0,0,0,,,,,,,,,0,0,1082,161.06625,2.250,206.20226915
51,36F,36,F,3,1,1,2,11,F,D,E,W,1,,,,,,,,,71,2,3,4,9,11,7,-8,,,,,,,,,0,1,1087,161.06625,2.250,221.79737104
51,37G,37,G,3,1,1,63,3,R,F,W,N,1,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1034,483.19875,6.750,696.14233481
51,38H,38,H,3,1,1,2,9,L,Z,A,W,3,,,,,,,,,70,2,6,12,6,11,5,-30,,,,,,,,,0,0,1081,644.265,9.000,759.9691463
51,38H,38,H,3,2,1,1,12,F,Y,E,W,2,,,,,,,,,65,19,15,8,6,4,2,-15,,,,,,,,,0,1,1081,644.265,9.000,759.9691463
51,39B,39,B,3,1,2,59,12,F,D,A,W,5,1,68,12,F,L,E,N,1,74,8,15,39,49,52,46,0,,,,,,,,,0,1,1130,107.3775,1.500,179.55397702
51,40F,40,F,3,1,1,2,12,F,D,E,W,3,,,,,,,,,67,16,13,11,11,11,8,0,,,,,,,,,0,1,1086,107.3775,1.500,147.86491402
51,41F,41,F,3,1,1,2,89,L,Y,A,W,3,,,,,,,,,113,1,5,16,11,12,2,15,,,,,,,,,0,1,999,107.3775,1.500,147.86491402
51,41F,41,F,3,2,1,1,12,F,D,E,W,1,,,,,,,,,74,4,1,2,5,1,0,0,,,,,,,,,0,0,1595,107.3775,1.500,147.86491402
51,42G,42,G,3,2,1,1,6,B,R,E,W,1,,,,,,,,,68,1,0,0,0,0,1,24,,,,,,,,,0,0,1189,322.1325,4.500,464.09488987
51,43E,43,E,3,1,1,2,12,F,D,E,W,2,,,,,,,,,59,1,3,7,9,3,4,4,,,,,,,,,0,1,1034,232.65125,3.250,297.84772211
51,43E,43,E,3,2,1,1,9,L,F,E,W,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1099,232.65125,3.250,297.84772211
51,44F,44,F,3,1,1,51,12,F,Z,E,N,2,,,,,,,,,58,0,0,6,12,8,1,8,,,,,,,,,0,1,911,232.65125,3.250,320.37398038
51,45G,45,G,3,1,2,2,6,B,Y,L,W,1,,,,,,,,,60,3,0,0,0,0,0,-14,,,,,,,,,0,0,913,697.95375,9.750,1005.5389281
51,45G,45,G,3,2,1,3,6,B,D,E,W,1,2,1,12,F,D,L,W,1,60,1,1,1,2,1,2,5,60,1,0,1,1,1,1,0,0,1,1004,697.95375,9.750,1005.5389281
51,45G,45,G,3,3,1,2,12,F,D,E,W,1,,,,,,,,,60,0,0,3,3,0,0,0,,,,,,,,,0,1,1005,697.95375,9.750,1005.5389281
51,46H,46,H,3,1,1,2,U,9,9,9,9,U,2,2,U,9,9,9,9,U,,,,,,,,,,,,,,,,,0,0,1024,930.605,13.000,1097.7332113
51,46H,46,H,3,2,3,51,1,F,L,E,W,2,1,1,6,R,F,E,S,1,67,18,16,10,6,2,0,-23,49,0,0,0,0,1,1,71,0,0,1081,930.605,13.000,1097.7332113
51,47D,47,D,3,2,1,1,12,F,D,E,W,3,2,1,8,L,Y,E,W,2,63,20,20,18,11,5,0,-4,59,0,1,2,2,4,9,27,0,1,913,89.48125,1.250,129.07962011
51,48E,48,E,3,1,1,2,12,F,R,E,S,6,2,63,12,F,R,W,N,3,54,0,0,0,0,0,1,26,,,,,,,,,0,1,990,89.48125,1.250,114.5568162
51,48E,48,E,3,2,1,1,6,L,F,E,S,3,,,,,,,,,57,0,2,5,8,10,5,55,,,,,,,,,0,1,1012,89.48125,1.250,114.5568162
51,49G,49,G,3,1,1,2,8,L,Y,E,W,2,2,2,9,L,Z,E,W,1,52,0,1,6,5,2,3,37,45,2,2,1,1,0,0,-61,0,1,1049,268.44375,3.750,386.74574156
51,49G,49,G,3,2,1,1,1,F,R,E,E,2,2,1,3,R,Z,M,W,2,,,,,,,,,52,3,3,2,1,1,1,-33,0,1,945,268.44375,3.750,386.74574156
51,50G,50,G,3,1,1,56,6,B,L,E,W,3,,,,,,,,,59,5,4,3,2,1,0,-20,,,,,,,,,0,1,942,268.44375,3.750,386.74574156
51,51E,51,E,3,1,1,2,9,L,Y,E,W,4,,,,,,,,,,,,,,,,,,,,,,,,,0,1,965,196.85875,2.750,252.02499563
51,51E,51,E,3,2,1,1,12,F,D,E,W,1,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1168,196.85875,2.750,252.02499563
51,52F,52,F,3,1,1,51,12,F,R,E,E,2,,,,,,,,,68,0,6,11,18,23,29,27,,,,,,,,,0,1,1180,196.85875,2.750,271.08567571
51,53F,53,F,3,1,2,31,0,T,Y,R,O,3,1,63,3,R,B,W,N,1,,,,,,,,,,,,,,,,,0,1,1080,196.85875,2.750,271.08567571
51,54H,54,H,3,2,1,1,3,R,Z,E,W,1,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1143,787.435,11.000,928.85117881
51,55A,55,A,3,1,1,2,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,1,990,71.585,1.000,97.464056625
51,56D,56,D,3,1,1,2,2,R,Y,E,W,3,2,2,3,R,Z,E,W,1,84,0,2,9,2,1,0,37,74,0,0,0,0,0,1,-44,0,1,900,262.71695,3.670,378.97776465
51,56D,56,D,3,2,1,1,71,F,D,E,W,2,2,1,9,L,D,A,W,2,55,15,15,12,9,5,3,2,92,0,2,0,0,0,1,-10,0,1,913,262.71695,3.670,378.97776465
51,57F,57,F,3,1,1,3,12,F,D,E,W,2,,,,,,,,,69,18,10,9,10,7,7,10,,,,,,,,,0,1,1550,262.71695,3.670,361.77615631
51,57F,57,F,3,2,2,3,12,F,L,E,W,1,,,,,,,,,66,2,1,0,0,0,1,-14,,,,,,,,,0,0,1055,262.71695,3.670,361.77615631
51,57F,57,F,3,3,1,1,3,R,Z,H,W,3,2,2,6,B,Z,E,W,1,74,4,17,21,17,12,3,-62,,,,,,,,,0,1,1140,262.71695,3.670,361.77615631
51,58H,58,H,3,1,1,2,10,L,P,E,W,1,,,,,,,,,44,1,1,3,2,1,1,-30,,,,,,,,,0,0,1143,1050.8678,14.680,1239.5941186
51,58H,58,H,3,2,1,1,1,F,Z,E,W,1,,,,,,,,,64,0,1,1,1,2,3,10,,,,,,,,,0,1,1056,1050.8678,14.680,1239.5941186
51,60F,60,F,3,1,1,2,71,F,D,E,W,2,,,,,,,,,61,5,15,17,11,7,2,0,,,,,,,,,0,1,1049,125.27375,1.750,172.50906636
51,60F,60,F,3,2,1,1,2,R,Y,E,W,3,2,3,3,R,Z,E,S,2,105,0,0,7,6,13,9,40,9,6,4,4,3,,,-72,0,1,1004,125.27375,1.750,172.50906636
51,60F,60,F,3,3,2,2,12,L,Z,M,S,1,,,,,,,,,83,0,1,1,2,0,0,-54,,,,,,,,,0,0,1127,125.27375,1.750,172.50906636
51,61G,61,G,3,1,1,2,3,R,B,E,W,2,,,,,,,,,60,2,7,9,5,1,0,-72,,,,,,,,,0,0,1143,375.82125,5.250,541.44403819
51,61G,61,G,3,2,1,1,12,F,Y,E,W,1,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1034,375.82125,5.250,541.44403819
51,62H,62,H,3,1,1,2,12,F,D,E,W,1,,,,,,,,,74,5,2,2,3,3,1,0,,,,,,,,,0,0,1315,501.095,7.000,591.08711379
51,62H,62,H,3,2,1,1,9,L,Z,E,W,2,2,63,3,R,B,W,N,3,89,0,1,3,2,2,0,-29,,,,,,,,,1,1,1100,501.095,7.000,591.08711379
51,63B,63,B,3,1,1,2,63,R,D,A,W,6,,,,,,,,,128,1,23,35,31,6,0,-19,,,,,,,,,0,1,1005,166.79305,2.330,278.90717764
51,63B,63,B,3,2,1,1,12,F,D,E,W,4,,,,,,,,,68,24,20,27,31,32,37,0,,,,,,,,,0,1,1143,166.79305,2.330,278.90717764
51,64C,64,C,3,1,1,31,0,R,D,A,O,3,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1005,71.585,1.000,98.209291374
51,65E,65,E,3,1,1,2,12,F,R,E,W,2,2,2,3,R,Y,E,W,3,63,9,4,1,1,3,11,12,98,1,6,9,8,7,0,-50,1,1,1139,166.79305,2.330,213.53390539
51,65E,65,E,3,2,1,1,9,L,F,E,W,3,2,1,9,L,D,E,W,3,43,11,17,15,13,8,6,81,145,4,4,1,1,1,5,-25,0,1,1173,166.79305,2.330,213.53390539
51,66G,66,G,3,1,1,2,12,F,D,E,W,1,,,,,,,,,68,7,4,4,3,4,6,-6,,,,,,,,,0,1,1315,500.37915,6.990,720.89406227
51,66G,66,G,3,2,1,1,3,R,B,E,W,1,4,50,9,L,F,E,N,1,70,2,3,1,2,2,0,-83,13,1,1,2,0,,,43,0,1,1295,500.37915,6.990,720.89406227
51,67C,67,C,3,1,1,2,12,F,D,E,W,1,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1370,71.585,1.000,98.209291374
51,67C,67,C,3,2,1,1,12,F,Y,E,W,2,2,3,6,B,D,E,W,2,64,12,17,13,13,4,0,9,64,4,5,8,8,4,2,0,0,1,1108,71.585,1.000,98.209291374
51,67C,67,C,3,3,2,2,12,F,D,E,W,1,3,4,6,B,Z,L,W,1,58,3,4,4,4,5,6,5,59,1,2,4,5,4,4,15,0,0,1012,71.585,1.000,98.209291374
51,67C,67,C,3,4,3,3,12,F,Y,L,W,1,,,,,,,,,56,1,1,0,0,0,0,17,,,,,,,,,0,0,1040,71.585,1.000,98.209291374
51,68E,68,E,3,1,1,2,3,R,B,E,W,2,2,3,8,L,B,E,W,3,,,,,,,,,,,,,,,,,0,1,1645,143.17,2.000,183.29090591
51,68E,68,E,3,2,1,1,51,F,Y,E,W,1,,,,,,,,,66,10,4,2,1,1,3,-7,,,,,,,,,0,1,1003,143.17,2.000,183.29090591
51,69F,69,F,3,1,1,2,6,L,F,E,W,2,2,2,9,L,Z,A,W,2,73,0,0,3,8,4,1,91,92,1,1,0,0,0,0,-25,0,1,1203,143.17,2.000,197.1532187
51,69F,69,F,3,2,1,1,12,F,R,E,W,1,2,1,3,R,B,E,W,2,68,0,0,0,2,4,6,24,58,2,5,6,5,2,1,-91,0,1,1173,143.17,2.000,197.1532187
51,70H,70,H,3,1,1,2,9,L,F,E,W,2,,,,,,,,,58,0,5,8,6,4,3,66,,,,,,,,,0,1,1190,572.68,8.000,675.52813004
51,70H,70,H,3,2,1,1,1,F,Z,E,W,1,,,,,,,,,64,0,1,1,1,1,8,13,,,,,,,,,0,1,1180,572.68,8.000,675.52813004
51,71C,71,C,3,1,1,71,12,F,D,E,W,2,,,,,,,,,54,8,11,11,11,12,11,0,,,,,,,,,0,1,994,304.23625,4.250,417.38948834
51,72E,72,E,3,1,1,2,10,L,D,A,W,2,2,63,3,R,F,W,N,1,111,0,5,7,5,1,0,19,,,,,,,,,0,1,1010,304.23625,4.250,389.49317506
51,72E,72,E,3,2,1,1,12,F,D,E,W,1,4,59,12,F,D,E,W,1,,,,,,,,,,,,,,,,,0,1,1108,304.23625,4.250,389.49317506
51,73E,73,E,3,1,1,2,12,F,R,E,E,3,,,,,,,,,62,0,2,3,3,4,15,28,,,,,,,,,0,1,1043,304.23625,4.250,389.49317506
51,73E,73,E,3,2,1,1,1,R,Z,E,W,1,,,,,,,,,59,0,1,3,4,3,0,-34,,,,,,,,,0,0,1048,304.23625,4.250,389.49317506
51,74F,74,F,3,1,1,2,12,F,D,E,W,1,,,,,,,,,68,11,7,6,6,4,4,0,,,,,,,,,0,1,1085,304.23625,4.250,418.95058974
51,74F,74,F,3,2,1,1,9,L,Y,E,W,2,,,,,,,,,118,1,2,4,6,5,3,33,,,,,,,,,0,1,1149,304.23625,4.250,418.95058974
51,75B,75,B,3,1,2,51,68,L,B,E,N,5,1,63,9,L,B,W,N,1,46,20,32,30,19,12,7,-55,,,,,,,,,0,1,913,125.27375,1.750,209.47963986
51,76F,76,F,3,2,1,1,9,L,P,E,W,2,,,,,,,,,60,1,5,7,6,6,2,-20,,,,,,,,,0,0,1159,125.27375,1.750,172.50906636
51,77G,77,G,3,1,1,2,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1083,375.82125,5.250,541.44403819
51,77G,77,G,3,2,1,1,6,B,D,E,W,3,,,,,,,,,58,5,9,13,13,13,14,-3,,,,,,,,,0,1,1043,375.82125,5.250,541.44403819
51,78H,78,H,3,1,2,88,12,F,Z,E,W,1,1,50,12,F,R,E,N,1,77,0,1,1,0,1,2,-12,,,,,,,,,0,0,1175,501.095,7.000,591.08711379
51,79C,79,C,3,1,1,2,9,L,Y,A,W,3,2,2,9,L,B,A,W,2,113,0,3,7,9,12,5,24,,,,,,,,,0,1,1012,71.585,1.000,98.209291374
51,79C,79,C,3,2,1,1,1,F,D,E,W,2,2,1,3,R,Y,A,N,1,58,5,7,13,16,12,12,0,,,,,,,,,0,1,957,71.585,1.000,98.209291374
51,80E,80,E,3,2,1,1,12,F,Y,E,W,1,,,,,,,,,61,0,0,0,0,0,0,-12,,,,,,,,,0,1,965,95.20805,1.330,121.88845243
51,81G,81,G,3,1,1,2,12,F,D,E,W,2,,,,,,,,,52,0,4,13,6,2,0,0,,,,,,,,,0,1,999,285.62415,3.990,411.49746902
51,81G,81,G,3,2,1,1,6,B,L,E,W,1,,,,,,,,,72,1,1,3,3,2,2,5,,,,,,,,,0,0,1295,285.62415,3.990,411.49746902
51,82G,82,G,3,1,1,2,11,F,L,E,W,1,,,,,,,,,67,11,7,5,3,3,2,-24,,,,,,,,,0,1,1055,285.62415,3.990,411.49746902
51,82G,82,G,3,2,1,1,5,B,Z,E,W,5,2,3,12,F,R,E,N,1,57,0,1,5,11,16,22,16,57,0,0,0,0,2,5,18,0,1,1012,285.62415,3.990,411.49746902
51,82G,82,G,3,3,2,2,6,B,L,E,W,1,,,,,,,,,71,5,2,1,0,0,0,-22,,,,,,,,,0,0,1214,285.62415,3.990,411.49746902
51,83E,83,E,3,2,1,1,12,F,D,E,W,2,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1034,268.44375,3.750,343.67044859
51,84E,84,E,3,1,1,2,7,L,F,E,W,3,,,,,,,,,66,0,3,6,16,13,4,76,,,,,,,,,0,1,1173,268.44375,3.750,343.67044859
51,84E,84,E,3,2,1,1,12,F,R,E,E,9,2,71,12,F,D,E,W,1,53,0,0,0,4,3,5,23,53,1,2,3,4,0,0,-8,0,1,892,268.44375,3.750,343.67044859
51,85G,85,G,3,1,1,2,3,R,B,E,W,3,,,,,,,,,54,17,15,13,11,7,2,-96,,,,,,,,,0,0,1143,805.33125,11.250,1160.2372247
51,86H,86,H,3,1,1,2,3,R,P,E,W,2,,,,,,,,,49,1,8,4,1,1,0,-14,,,,,,,,,0,0,1160,1073.775,15.000,1266.6152438
51,86H,86,H,3,2,1,1,11,F,Y,E,W,1,,,,,,,,,60,9,7,7,7,6,6,-13,,,,,,,,,0,1,945,1073.775,15.000,1266.6152438
51,87G,87,G,3,1,1,51,12,F,C,E,N,2,2,51,12,F,L,E,E,2,60,14,5,6,11,2,0,2,60,14,5,6,11,2,0,-23,1,1,1034,214.755,3.000,309.39659325
51,88G,88,G,3,1,1,2,12,F,Y,E,W,1,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1043,214.755,3.000,309.39659325
51,88G,88,G,3,2,1,1,6,B,Z,E,W,1,,,,,,,,,75,0,0,0,1,1,2,19,,,,,,,,,0,0,1295,214.755,3.000,309.39659325
51,89H,89,H,3,1,1,51,11,F,R,E,N,1,2,31,0,L,D,A,O,3,76,3,4,2,3,7,2,17,,,,,,,,,0,1,1150,286.34,4.000,337.76406502
51,90C,90,C,3,1,1,2,9,L,Y,E,W,2,,,,,,,,,93,0,4,8,4,1,0,48,,,,,,,,,0,1,1160,71.585,1.000,98.209291374
51,90C,90,C,3,2,1,1,12,F,Z,E,W,1,,,,,,,,,69,0,5,7,8,10,7,14,,,,,,,,,0,1,1140,71.585,1.000,98.209291374
51,91D,91,D,3,1,1,51,12,F,C,E,N,3,,,,,,,,,53,1,6,14,18,6,0,1,,,,,,,,,0,1,945,262.71695,3.670,378.97776465
51,92F,92,F,3,1,1,31,0,T,D,D,O,4,,,,,,,,,,,,,,,,,,,,,,,,,0,1,835,262.71695,3.670,361.77615631
51,93H,93,H,3,1,2,57,12,F,D,E,W,1,3,57,12,F,D,H,W,6,74,1,1,1,0,0,0,0,,,,,,,,,0,0,1065,1050.8678,14.680,1239.5941186
51,94D,94,D,3,1,1,2,10,F,D,E,W,2,2,2,9,L,Z,E,W,3,,,,,,,,,52,3,3,3,7,6,2,-20,1,1,1684,161.06625,2.250,232.34331621
51,94D,94,D,3,2,1,1,1,F,Z,E,W,3,2,1,3,R,B,E,N,1,70,0,4,10,15,25,36,27,,,,,,,,,1,1,1160,161.06625,2.250,232.34331621
51,95E,95,E,3,1,1,2,12,F,D,M,W,1,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1160,161.06625,2.250,206.20226915
51,95E,95,E,3,2,2,3,12,F,D,L,W,1,1,1,6,B,D,L,W,1,76,2,1,3,2,1,3,-7,76,0,1,1,1,1,0,0,0,0,1330,161.06625,2.250,206.20226915
51,95E,95,E,3,3,2,2,6,B,Y,L,W,1,,,,,,,,,76,3,4,4,4,3,3,-10,,,,,,,,,0,0,1330,161.06625,2.250,206.20226915
51,96E,96,E,3,1,1,2,2,R,Y,M,W,1,2,2,3,R,B,M,W,1,,,,,,,,,,,,,,,,,0,0,1081,161.06625,2.250,206.20226915
51,96E,96,E,3,2,1,1,11,F,D,E,W,1,3,3,12,F,C,E,N,2,62,8,6,9,7,4,6,0,62,8,6,11,7,4,6,7,1,1,1005,161.06625,2.250,206.20226915
51,96E,96,E,3,3,3,2,11,F,L,E,E,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1555,161.06625,2.250,206.20226915
51,98C,98,C,3,1,1,2,82,R,F,E,W,3,2,2,3,R,Z,E,W,2,,,,,,,,,49,5,3,3,1,0,0,-42,0,1,937,71.585,1.000,98.209291374
51,98C,98,C,3,2,1,1,11,F,L,E,W,2,2,1,9,L,Y,E,W,2,64,4,2,2,2,2,2,-29,76,3,6,3,1,3,0,-40,1,1,1215,71.585,1.000,98.209291374
51,99C,99,C,3,1,1,71,12,F,R,E,W,3,,,,,,,,,62,0,4,10,17,26,29,15,,,,,,,,,0,1,1034,71.585,1.000,98.209291374
51,100D,100,D,3,2,1,1,11,F,D,E,W,2,,,,,,,,,74,19,6,5,1,0,0,0,,,,,,,,,0,1,1550,84.708916666,1.183,122.19537371
51,101E,101,E,3,1,1,57,12,F,L,E,W,2,,,,,,,,,64,13,9,6,2,0,0,-20,,,,,,,,,0,1,1024,363.03821428,5.071,464.77336856
51,102C,102,C,3,1,1,2,11,F,Y,E,W,3,2,3,3,R,B,A,W,1,56,27,20,13,7,2,0,18,30,4,5,4,3,2,1,-58,1,1,973,71.585,1.000,98.209291374
51,102C,102,C,3,2,1,1,12,F,D,E,W,3,,,,,,,,,42,28,22,21,20,16,13,-5,,,,,,,,,0,1,840,71.585,1.000,98.209291374
51,102C,102,C,3,3,2,1,9,L,P,A,W,3,,,,,,,,,71,0,12,15,11,9,1,-2,,,,,,,,,0,1,1139,71.585,1.000,98.209291374
51,103F,103,F,3,1,2,71,1,F,R,E,W,2,5,31,0,T,D,D,O,3,69,0,1,4,7,13,17,26,,,,,,,,,1,1,1081,167.03166667,2.333,230.01208848
51,104G,104,G,3,1,1,88,12,F,Z,E,W,1,,,,,,,,,60,0,2,10,5,2,1,4,,,,,,,,,0,0,937,334.06333333,4.667,481.2835895
51,105H,105,H,3,1,1,63,12,F,L,W,N,2,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1081,668.12666667,9.333,788.11615171
51,106A,106,A,3,2,2,1,10,L,D,A,W,9,1,1,U,9,9,9,9,U,97,19,37,34,29,21,14,9,,,,,,,,,0,1,957,71.585,1.000,97.464056625
51,107E,107,E,3,1,1,2,52,F,Y,A,W,3,,,,,,,,,66,30,24,19,17,11,0,-8,,,,,,,,,0,1,1138,112.49071429,1.571,144.01428322
51,107E,107,E,3,2,1,1,26,B,Z,E,W,3,2,31,0,T,D,Z,O,3,74,4,9,22,25,5,6,18,,,,,,,,,0,1,1175,112.49071429,1.571,144.01428322
51,108G,108,G,3,1,1,2,10,L,Z,E,W,2,2,50,12,F,R,L,E,1,99,1,9,5,4,3,0,-53,,,,,,,,,0,1,1040,393.7175,5.500,567.22708762
51,108G,108,G,3,2,1,1,1,F,D,E,W,1,,,,,,,,,70,9,8,6,7,7,7,5,,,,,,,,,0,1,1160,393.7175,5.500,567.22708762
51,109H,109,H,3,1,1,2,9,L,Z,E,W,1,2,63,3,R,B,W,N,1,,,,,,,,,,,,,,,,,0,1,1160,787.435,11.000,928.85117881
51,109H,109,H,3,2,1,1,12,F,Z,E,W,1,,,,,,,,,73,1,1,2,2,1,1,13,,,,,,,,,0,0,1214,787.435,11.000,928.85117881
51,110D,110,D,3,1,1,51,92,F,L,E,N,3,,,,,,,,,77,25,35,17,14,5,0,-24,,,,,,,,,0,1,1190,71.585,1.000,103.26369609
51,111E,111,E,3,1,1,2,62,F,R,E,W,1,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1143,81.811428571,1.143,104.73766052
51,111E,111,E,3,2,1,1,10,L,F,E,W,2,,,,,,,,,,,,,,,,,,,,,,,,,0,1,937,81.811428571,1.143,104.73766052
51,112F,112,F,3,1,1,2,9,L,F,E,W,2,2,2,9,L,Z,E,W,2,,,,,,,,,62,4,4,3,0,0,1,-58,0,1,937,143.17,2.000,197.1532187
51,112F,112,F,3,2,1,1,1,F,D,E,W,3,2,1,3,R,Z,E,W,1,57,4,3,3,5,12,12,6,45,0,0,0,2,2,0,-44,0,1,945,143.17,2.000,197.1532187
51,113F,113,F,3,1,1,2,12,F,D,E,W,2,,,,,,,,,76,0,3,6,6,10,15,10,,,,,,,,,0,1,1310,143.17,2.000,197.1532187
51,113F,113,F,3,2,1,1,3,R,Z,A,W,3,2,50,6,B,L,L,N,1,116,0,1,12,10,7,0,29,31,1,2,1,1,0,0,-26,0,1,1081,143.17,2.000,197.1532187
51,114D,114,D,3,1,1,2,82,F,D,E,W,1,,,,,,,,,64,8,7,6,7,6,7,6,,,,,,,,,0,1,1080,71.585,1.000,103.26369609
51,114D,114,D,3,2,1,1,10,L,D,E,W,2,2,63,3,R,F,W,N,1,135,3,3,5,10,5,1,36,,,,,,,,,0,1,1330,71.585,1.000,103.26369609
51,115E,115,E,3,1,1,2,10,L,F,E,W,1,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1108,207.93738095,2.905,266.20822049
51,115E,115,E,3,2,1,1,1,F,Z,E,W,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1034,207.93738095,2.905,266.20822049
51,116F,116,F,3,1,1,31,0,T,P,R,O,2,,,,,,,,,,,,,,,,,,,,,,,,,0,1,913,363.89041666,5.083,501.09776419
51,117H,117,H,3,1,1,2,12,F,L,E,W,1,,,,,,,,,76,6,5,2,2,3,4,-26,,,,,,,,,0,0,1315,1455.5616667,20.333,1716.9673305
51,117H,117,H,3,2,1,1,83,R,F,E,W,2,,,,,,,,,78,1,3,5,8,7,9,88,,,,,,,,,0,1,1140,1455.5616667,20.333,1716.9673305
51,118D,118,D,3,1,1,2,9,L,D,E,W,2,3,51,3,R,B,E,N,3,101,0,4,5,4,4,1,-7,66,3,4,7,9,13,5,-44,1,1,1315,71.585,1.000,103.26369609
