ACCSEQ,CASEID,CASENO,CLASS2,CLASS1,GADEV1,GADEV2,OBJCONT,RATWGT,PSU,STRATIF,VEHNUM,VERSION
1," 34C",34,20,2,F,L,2,579.42005308,48,C,1,8
2," 34C",34,0,20,F,0,63,579.42005308,48,C,2,8
3," 34C",34,0,20,F,0,68,579.42005308,48,C,2,8
4," 34C",34,0,20,R,0,68,579.42005308,48,C,2,8
1," 35D",35,30,3,R,F,2,904.33652768,48,D,1,8
2," 35D",35,30,3,R,R,2,904.33652768,48,D,1,8
1," 36D",36,31,1,L,F,2,904.33652768,48,D,1,8
1," 37H",37,0,2,R,0,63,12578.792094,48,H,1,8
2," 37H",37,0,2,R,0,63,12578.792094,48,H,1,8
1," 38B",38,0,3,R,N,31,225.66775936,48,B,1,8
2," 38B",38,0,3,T,0,52,225.66775936,48,B,1,8
1," 39K",39,0,4,F,0,64,243.10121712,48,K,1,8
2," 39K",39,0,4,F,0,64,243.10121712,48,K,1,8
3," 39K",39,0,4,N,N,33,243.10121712,48,K,1,8
1," 40C",40,0,2,R,0,60,269.4614763,48,C,1,8
1," 41C",41,0,1,L,0,42,269.4614763,48,C,1,8
2," 41C",41,0,1,L,0,42,269.4614763,48,C,1,8
3," 41C",41,0,1,L,0,41,269.4614763,48,C,1,8
4," 41C",41,0,1,R,0,41,269.4614763,48,C,1,8
5," 41C",41,0,1,B,0,42,269.4614763,48,C,1,8
1," 42D",42,0,20,T,N,31,420.56510561,48,D,1,8
1," 43F",43,0,30,L,N,31,6252.8021552,48,F,1,8
1," 44K",44,68,1,F,F,2,243.10121712,48,K,1,8
1," 45C",45,0,21,F,0,41,395.0024878,48,C,1,8
2," 45C",45,0,21,L,0,42,395.0024878,48,C,1,8
3," 45C",45,0,21,F,0,42,395.0024878,48,C,1,8
4," 45C",45,0,21,F,0,42,395.0024878,48,C,1,8
5," 45C",45,0,21,R,0,41,395.0024878,48,C,1,8
1," 46D",46,0,1,T,N,31,616.50468661,48,D,1,8
2," 46D",46,0,1,9,0,41,616.50468661,48,D,1,8
3," 46D",46,0,1,9,0,41,616.50468661,48,D,1,8
1," 47D",47,0,31,F,0,70,616.50468661,48,D,1,8
1," 48D",48,0,2,R,0,63,616.50468661,48,D,1,8
2," 48D",48,0,2,R,0,43,616.50468661,48,D,1,8
3," 48D",48,0,2,R,0,43,616.50468661,48,D,1,8
4," 48D",48,0,2,R,0,43,616.50468661,48,D,1,8
5," 48D",48,0,2,F,0,70,616.50468661,48,D,1,8
1," 49F",49,0,3,F,0,70,9165.9573789,48,F,1,8
2," 49F",49,0,3,F,0,70,9165.9573789,48,F,1,8
3," 49F",49,0,3,F,0,70,9165.9573789,48,F,1,8
4," 49F",49,0,3,F,0,70,9165.9573789,48,F,1,8
5," 49F",49,0,3,F,0,70,9165.9573789,48,F,1,8
1," 50H",50,0,3,L,0,42,9106.8499999,48,H,1,8
2," 50H",50,0,3,U,0,43,9106.8499999,48,H,1,8
3," 50H",50,0,3,R,0,41,9106.8499999,48,H,1,8
1," 51J",51,2,21,F,B,2,265.27547793,48,J,1,8
2," 51J",51,0,21,L,N,31,265.27547793,48,J,1,8
1," 52K",52,0,3,F,0,62,276.0211736,48,K,1,8
2," 52K",52,0,3,F,0,51,276.0211736,48,K,1,8
1," 53K",53,1,2,F,F,2,276.0211736,48,K,1,8
2," 53K",53,0,2,L,0,61,276.0211736,48,K,1,8
3," 53K",53,0,1,B,0,44,276.0211736,48,K,2,8
1," 54K",54,0,3,F,0,68,276.0211736,48,K,1,8
2," 54K",54,0,3,F,0,51,276.0211736,48,K,1,8
1," 55K",55,3,1,F,F,2,276.0211736,48,K,1,8
1," 56J",56,0,14,F,0,60,233.63711818,48,J,1,8
1," 57K",57,4,3,R,F,2,243.10121712,48,K,1,8
2," 57K",57,0,4,F,0,51,243.10121712,48,K,2,8
1," 58K",58,0,1,F,0,44,243.10121712,48,K,1,8
2," 58K",58,0,1,L,0,44,243.10121712,48,K,1,8
3," 58K",58,0,1,T,N,31,243.10121712,48,K,1,8
1," 59K",59,0,30,L,0,77,243.10121712,48,K,1,8
1," 60D",60,0,31,F,0,88,897.04349116,48,D,1,8
2," 60D",60,0,31,F,0,42,897.04349116,48,D,1,8
3," 60D",60,0,31,L,0,42,897.04349116,48,D,1,8
1," 61D",61,0,31,F,0,41,897.04349116,48,D,1,8
2," 61D",61,0,31,9,N,31,897.04349116,48,D,1,8
1," 62J",62,2,5,F,F,2,233.63711818,48,J,1,8
2," 62J",62,0,5,F,0,50,233.63711818,48,J,1,8
3," 62J",62,0,5,F,0,68,233.63711818,48,J,1,8
1," 63K",63,5,2,F,F,2,243.10121712,48,K,1,8
1," 64C",64,2,30,R,F,2,270.24026669,48,C,1,8
2," 64C",64,30,30,L,F,3,270.24026669,48,C,1,8
3," 64C",64,0,30,L,0,50,270.24026669,48,C,1,8
4," 64C",64,0,30,L,0,68,270.24026669,48,C,1,8
1," 65C",65,5,2,F,B,2,270.24026669,48,C,1,8
1," 66D",66,0,31,F,0,52,421.7806117,48,D,1,8
2," 66D",66,0,31,L,0,41,421.7806117,48,D,1,8
3," 66D",66,0,31,B,0,42,421.7806117,48,D,1,8
1," 67H",67,21,4,F,B,2,5866.7215817,48,H,1,8
1," 68J",68,2,30,F,F,2,233.63711818,48,J,1,8
2," 68J",68,0,30,F,0,44,233.63711818,48,J,1,8
1," 69K",69,68,4,L,R,3,243.10121712,48,K,2,8
2," 69K",69,4,1,F,F,2,243.10121712,48,K,1,8
1," 70K",70,1,30,F,L,2,243.10121712,48,K,1,8
2," 70K",70,1,30,R,L,2,243.10121712,48,K,1,8
3," 70K",70,0,30,F,0,50,243.10121712,48,K,1,8
4," 70K",70,3,30,R,R,3,243.10121712,48,K,1,8
1," 71K",71,60,5,F,B,2,243.10121712,48,K,1,8
2," 71K",71,0,5,N,N,33,243.10121712,48,K,1,8
1," 72C",72,0,2,T,N,31,665.08699641,48,C,1,8
1," 73D",73,3,3,F,F,2,1038.0421971,48,D,1,8
1," 74C",74,2,2,F,F,2,233.63711818,48,C,1,8
1," 75D",75,5,5,R,F,2,243.10121712,48,D,1,8
2," 75D",75,5,5,R,L,2,243.10121712,48,D,1,8
3," 75D",75,0,5,R,0,70,243.10121712,48,D,2,8
1," 77E",77,31,31,L,F,2,1364.2497115,48,E,1,8
1," 78F",78,3,1,F,R,2,1758.9770995,48,F,1,8
1," 79H",79,0,1,F,0,50,1645.6125858,48,H,1,8
2," 79H",79,0,1,F,0,60,1645.6125858,48,H,1,8
1," 80C",80,31,30,R,F,2,1287.4517769,48,C,1,8
2," 80C",80,0,30,L,0,68,1287.4517769,48,C,1,8
1," 81D",81,0,3,T,N,31,2009.4052032,48,D,1,8
1," 82J",82,0,U,F,0,88,241.39720817,48,J,2,8
2," 82J",82,0,1,R,0,43,241.39720817,48,J,1,8
3," 82J",82,0,1,R,0,43,241.39720817,48,J,1,8
4," 82J",82,0,1,R,N,31,241.39720817,48,J,1,8
1," 83K",83,5,3,F,L,2,251.1756504,48,K,1,8
1," 84K",84,31,60,B,F,2,251.1756504,48,K,1,8
1," 85K",85,0,2,F,0,68,251.1756504,48,K,1,8
2," 85K",85,0,2,T,N,31,251.1756504,48,K,1,8
1," 86K",86,0,3,T,N,31,251.1756504,48,K,1,8
1," 87B",87,0,31,F,0,77,234.24313421,48,B,1,8
2," 87B",87,0,31,R,0,77,234.24313421,48,B,1,8
1," 88C",88,0,3,F,0,68,1616.7688578,48,C,1,8
2," 88C",88,68,68,C,L,2,1616.7688578,48,C,2,8
3," 88C",88,68,3,F,L,2,1616.7688578,48,C,1,8
4," 88C",88,68,3,L,L,2,1616.7688578,48,C,1,8
5," 88C",88,0,3,R,0,50,1616.7688578,48,C,1,8
6," 88C",88,0,3,T,0,68,1616.7688578,48,C,1,8
1," 89J",89,31,2,L,F,2,303.14416083,48,J,1,8
2," 89J",89,0,31,R,0,42,303.14416083,48,J,2,8
3," 89J",89,0,31,R,N,31,303.14416083,48,J,2,8
1," 90J",90,2,30,F,R,2,303.14416083,48,J,1,8
2," 90J",90,50,2,L,F,3,303.14416083,48,J,2,8
3," 90J",90,50,30,F,F,3,303.14416083,48,J,1,8
4," 90J",90,0,30,L,N,31,303.14416083,48,J,1,8
5," 90J",90,0,2,L,0,50,303.14416083,48,J,2,8
1," 91K",91,3,2,F,F,2,315.42382921,48,K,1,8
1," 92K",92,0,1,F,0,44,315.42382921,48,K,1,8
2," 92K",92,0,1,L,N,31,315.42382921,48,K,1,8
1," 93J",93,0,1,F,0,44,233.63711818,48,J,1,8
2," 93J",93,0,1,T,N,31,233.63711818,48,J,1,8
1," 94K",94,0,31,F,0,60,243.10121712,48,K,1,8
1," 95D",95,0,30,F,0,64,414.48757518,48,D,1,8
2," 95D",95,0,30,F,0,64,414.48757518,48,D,1,8
1," 96D",96,31,14,F,F,2,414.48757518,48,D,1,8
1," 97D",97,0,15,F,0,64,414.48757518,48,D,1,8
2," 97D",97,0,15,F,0,68,414.48757518,48,D,1,8
3," 97D",97,0,15,F,0,50,414.48757518,48,D,1,8
4," 97D",97,0,15,T,N,31,414.48757518,48,D,1,8
5," 97D",97,0,15,F,0,42,414.48757518,48,D,1,8
6," 97D",97,0,15,N,N,33,414.48757518,48,D,1,8
1," 98H",98,4,2,F,L,2,5765.2797099,48,H,1,8
1," 99B",99,1,68,F,B,2,263.80561069,48,B,1,8
2," 99B",99,0,1,F,0,64,263.80561069,48,B,2,8
3," 99B",99,1,68,R,B,2,263.80561069,48,B,1,8
4," 99B",99,0,1,F,0,64,263.80561069,48,B,2,8
1,100D,100,0,15,T,N,31,2841.8532281,48,D,1,8
1,101K,101,30,5,F,F,2,355.23165351,48,K,1,8
1,102K,102,0,20,U,0,60,355.23165351,48,K,1,8
2,102K,102,0,20,F,0,43,355.23165351,48,K,1,8
3,102K,102,0,20,F,0,42,355.23165351,48,K,1,8
4,102K,102,0,20,L,0,43,355.23165351,48,K,1,8
1,103B,103,0,2,T,N,31,225.66775936,48,B,1,8
2,103B,103,0,2,9,0,41,225.66775936,48,B,1,8
3,103B,103,0,2,9,0,41,225.66775936,48,B,1,8
1,104K,104,0,5,L,0,42,243.10121712,48,K,1,8
2,104K,104,0,5,F,0,42,243.10121712,48,K,1,8
3,104K,104,0,5,F,0,42,243.10121712,48,K,1,8
4,104K,104,0,5,R,0,50,243.10121712,48,K,1,8
1,105K,105,1,3,F,F,2,243.10121712,48,K,1,8
1,106C,106,68,3,R,F,2,500.50262649,48,C,1,8
2,106C,106,68,3,R,L,2,500.50262649,48,C,1,8
3,106C,106,68,3,L,U,2,500.50262649,48,C,1,8
4,106C,106,0,68,T,N,31,500.50262649,48,C,2,8
1,107D,107,4,5,F,B,2,781.16524433,48,D,1,8
2,107D,107,1,4,F,B,3,781.16524433,48,D,2,8
1,108G,108,0,2,F,0,50,9106.8499999,48,G,1,8
2,108G,108,0,2,U,0,61,9106.8499999,48,G,1,8
3,108G,108,0,2,R,0,60,9106.8499999,48,G,1,8
1,109K,109,0,14,F,0,42,243.10121712,48,K,1,8
2,109K,109,0,14,F,0,42,243.10121712,48,K,1,8
1,110C,110,1,20,F,L,2,233.63711818,48,C,1,8
1,111D,111,31,1,F,B,2,243.10121712,48,D,1,8
2,111D,111,0,31,F,0,41,243.10121712,48,D,2,8
3,111D,111,0,31,F,0,42,243.10121712,48,D,2,8
1,112D,112,14,31,B,F,2,243.10121712,48,D,1,8
1,113E,113,0,2,F,0,60,2242.6022654,48,E,1,8
2,113E,113,0,2,F,0,63,2242.6022654,48,E,1,8
3,113E,113,0,2,F,0,42,2242.6022654,48,E,1,8
1,114G,114,3,3,R,F,2,3471.479876,48,G,1,8
1,115J,115,2,3,R,F,2,233.63711818,48,J,1,8
2,115J,115,2,3,R,L,2,233.63711818,48,J,1,8
3,115J,115,0,2,U,0,61,233.63711818,48,J,2,8
1,116K,116,0,1,F,0,42,243.10121712,48,K,1,8
1,117C,117,3,2,R,F,2,438.45899178,48,C,1,8
2,117C,117,3,2,R,L,2,438.45899178,48,C,1,8
1,118C,118,1,3,R,F,2,438.45899178,48,C,1,8
1,119D,119,1,2,R,F,2,684.32992618,48,D,1,8
2,119D,119,0,1,F,0,63,684.32992618,48,D,2,8
1,120G,120,0,21,F,0,60,12215.269814,48,G,1,8
2,120G,120,0,21,F,0,43,12215.269814,48,G,1,8
3,120G,120,0,21,N,N,33,12215.269814,48,G,1,8
1,121K,121,1,5,R,F,2,243.10121712,48,K,1,8
1,122C,122,31,2,L,F,2,267.90389551,48,C,1,8
2,122C,122,31,2,L,R,2,267.90389551,48,C,1,8
1,123D,123,0,1,U,0,60,418.13409344,48,D,1,8
1,124D,124,31,30,F,F,2,418.13409344,48,D,1,8
1,125D,125,2,30,F,F,2,418.13409344,48,D,1,8
2,125D,125,0,30,F,0,68,418.13409344,48,D,1,8
1,126H,126,14,4,F,B,2,5816.0006458,48,H,1,8
2,126H,126,2,14,F,B,3,5816.0006458,48,H,2,8
1,127B,127,0,14,T,N,31,225.66775936,48,B,1,8
1,128J,128,2,3,R,F,2,233.63711818,48,J,1,8
1,129K,129,2,31,F,F,2,243.10121712,48,K,1,8
1,130C,130,5,31,F,L,2,549.30682451,48,C,1,8
2,130C,130,5,31,L,L,2,549.30682451,48,C,1,8
3,130C,130,2,5,B,R,3,549.30682451,48,C,2,8
1,131C,131,1,1,F,B,2,549.30682451,48,C,1,8
2,131C,131,1,1,F,B,3,549.30682451,48,C,2,8
3,131C,131,5,1,F,B,4,549.30682451,48,C,3,8
1,132D,132,0,14,F,0,44,857.33695903,48,D,1,8
2,132D,132,0,14,T,N,31,857.33695903,48,D,1,8
3,132D,132,0,14,9,0,42,857.33695903,48,D,1,8
1,133K,133,0,2,R,0,68,243.10121712,48,K,1,8
2,133K,133,0,2,R,0,51,243.10121712,48,K,1,8
1,134K,134,0,1,R,0,50,243.10121712,48,K,1,8
2,134K,134,0,1,T,N,31,243.10121712,48,K,1,8
1,135C,135,0,2,9,0,61,641.72328459,48,C,1,8
1,136C,136,0,1,T,0,88,641.72328459,48,C,1,8
2,136C,136,0,1,T,N,31,641.72328459,48,C,1,8
1,137D,137,0,2,T,N,31,1001.5770145,48,D,1,8
1,138D,138,0,5,F,0,63,1001.5770145,48,D,1,8
2,138D,138,0,5,F,0,63,1001.5770145,48,D,1,8
3,138D,138,0,5,F,0,51,1001.5770145,48,D,1,8
4,138D,138,0,5,F,0,63,1001.5770145,48,D,1,8
1,139D,139,0,3,F,0,44,3013.6447549,48,D,1,8
1,140J,140,30,14,F,F,2,362.04018437,48,J,1,8
2,140J,140,0,30,R,0,42,362.04018437,48,J,2,8
1,141J,141,1,2,F,L,2,362.04018437,48,J,1,8
2,141J,141,1,2,R,L,2,362.04018437,48,J,1,8
1,142K,142,1,14,R,F,2,376.70559436,48,K,1,8
2,142K,142,1,14,R,L,2,376.70559436,48,K,1,8
1,143K,143,0,2,R,0,57,376.70559436,48,K,1,8
2,143K,143,0,2,T,N,31,376.70559436,48,K,1,8
1,144K,144,0,2,R,0,50,376.70559436,48,K,1,8
2,144K,144,0,2,R,0,64,376.70559436,48,K,1,8
3,144K,144,0,2,T,N,31,376.70559436,48,K,1,8
1,145B,145,0,30,F,0,60,271.55353709,48,B,1,8
2,145B,145,0,30,R,0,41,271.55353709,48,B,1,8
3,145B,145,0,30,R,0,41,271.55353709,48,B,1,8
4,145B,145,0,30,R,N,31,271.55353709,48,B,1,8
5,145B,145,0,30,T,0,42,271.55353709,48,B,1,8
6,145B,145,0,30,R,0,42,271.55353709,48,B,1,8
7,145B,145,0,30,9,0,42,271.55353709,48,B,1,8
8,145B,145,0,30,L,0,41,271.55353709,48,B,1,8
1,146B,146,68,1,R,F,2,271.55353709,48,B,1,8
2,146B,146,0,1,N,N,33,271.55353709,48,B,1,8
3,146B,146,0,68,N,N,33,271.55353709,48,B,2,8
4,146B,146,0,68,R,N,31,271.55353709,48,B,2,8
1,147C,147,68,3,F,L,2,1874.2888814,48,C,1,8
1,148J,148,0,4,F,0,54,351.42916526,48,J,1,8
2,148J,148,0,4,B,0,54,351.42916526,48,J,1,8
3,148J,148,0,4,B,0,54,351.42916526,48,J,1,8
4,148J,148,0,4,T,N,31,351.42916526,48,J,1,8
1,149K,149,0,2,U,0,61,365.66474741,48,K,1,8
2,149K,149,0,2,U,0,61,365.66474741,48,K,1,8
1,150K,150,0,14,R,N,31,365.66474741,48,K,1,8
1,151A,151,20,3,F,R,2,225.66775936,48,A,1,8
2,151A,151,14,3,B,F,3,225.66775936,48,A,1,8
3,151A,151,0,20,L,0,63,225.66775936,48,A,2,8
4,151A,151,0,14,T,N,31,225.66775936,48,A,3,8
1,152J,152,2,2,R,F,2,233.63711818,48,J,1,8
2,152J,152,0,2,F,0,63,233.63711818,48,J,2,8
3,152J,152,0,2,F,0,63,233.63711818,48,J,1,8
1,153C,153,0,30,F,0,44,446.24689572,48,C,1,8
2,153C,153,0,30,L,N,31,446.24689572,48,C,1,8
1,154C,154,1,1,F,B,2,446.24689572,48,C,1,8
2,154C,154,3,1,F,B,3,446.24689572,48,C,2,8
1,155D,155,2,31,L,F,2,696.48498704,48,D,1,8
1,156H,156,1,4,L,F,2,9687.6987501,48,H,1,8
1,157A,157,4,30,F,F,2,225.66775936,48,A,1,8
1,158K,158,0,2,T,N,31,243.10121712,48,K,1,8
1,159C,159,0,2,R,0,77,478.17730187,48,C,1,8
1,160D,160,3,2,F,L,2,746.32073655,48,D,1,8
2,160D,160,3,2,R,L,2,746.32073655,48,D,1,8
1,161C,161,3,4,F,F,2,2024.8550242,48,C,1,8
1,162J,162,0,3,B,0,68,379.66031704,48,J,1,8
1,163J,163,0,3,F,0,51,379.66031704,48,J,1,8
1,164K,164,1,31,R,F,2,395.03947781,48,K,1,8
1,165A,165,30,2,F,F,2,225.66775936,48,A,1,8
2,165A,165,0,30,R,0,56,225.66775936,48,A,2,8
1,166K,166,5,2,R,F,2,243.10121712,48,K,1,8
1,167C,167,2,5,F,B,2,233.63711818,48,C,1,8
2,167C,167,1,2,F,B,3,233.63711818,48,C,2,8
1,168D,168,2,14,F,F,2,243.10121712,48,D,1,8
2,168D,168,2,14,R,L,2,243.10121712,48,D,1,8
3,168D,168,0,14,F,0,56,243.10121712,48,D,1,8
1,169F,169,31,5,F,F,2,3216.7594903,48,F,1,8
2,169F,169,0,5,F,0,63,3216.7594903,48,F,1,8
3,169F,169,0,5,F,0,61,3216.7594903,48,F,1,8
4,169F,169,0,5,U,0,61,3216.7594903,48,F,1,8
5,169F,169,0,5,F,0,63,3216.7594903,48,F,1,8
1,170H,170,3,30,R,F,2,3009.4421946,48,H,1,8
2,170H,170,0,30,F,0,70,3009.4421946,48,H,1,8
1,171K,171,3,1,F,F,2,243.10121712,48,K,1,8
1,172C,172,3,2,L,F,2,369.45816288,48,C,1,8
2,172C,172,3,2,L,R,2,369.45816288,48,C,1,8
1,173C,173,3,2,B,F,2,369.45816288,48,C,1,8
2,173C,173,0,3,R,0,60,369.45816288,48,C,2,8
1,174C,174,3,30,F,B,2,369.45816288,48,C,1,8
2,174C,174,3,3,F,B,3,369.45816288,48,C,2,8
3,174C,174,4,3,F,B,4,369.45816288,48,C,3,8
1,175D,175,60,1,R,F,2,576.636087,48,D,1,8
1,176D,176,1,2,F,F,2,576.636087,48,D,1,8
1,177J,177,1,1,F,F,2,233.63711818,48,J,1,8
2,177J,177,0,1,F,0,61,233.63711818,48,J,2,8
3,177J,177,0,1,F,0,41,233.63711818,48,J,2,8
1,178K,178,3,30,R,F,2,243.10121712,48,K,1,8
2,178K,178,0,30,T,N,31,243.10121712,48,K,1,8
1,179K,179,2,31,F,R,2,243.10121712,48,K,1,8
1,180E,180,1,1,F,B,2,9106.8499999,48,E,1,8
1,181C,181,39,5,B,F,2,1606.9041795,48,C,1,8
1,182J,182,15,1,R,F,2,301.29453365,48,J,1,8
1,183J,183,0,3,F,0,44,301.29453365,48,J,1,8
2,183J,183,0,3,F,0,50,301.29453365,48,J,1,8
3,183J,183,0,3,F,0,44,301.29453365,48,J,1,8
1,184J,184,0,31,F,0,44,301.29453365,48,J,1,8
2,184J,184,0,31,T,N,31,301.29453365,48,J,1,8
1,185K,185,0,20,F,0,44,313.4992779,48,K,1,8
2,185K,185,0,20,L,0,44,313.4992779,48,K,1,8
3,185K,185,0,20,T,N,31,313.4992779,48,K,1,8
1,186K,186,0,31,F,0,50,313.4992779,48,K,1,8
2,186K,186,0,31,F,0,64,313.4992779,48,K,1,8
1,187J,187,3,20,F,F,2,233.63711818,48,J,1,8
2,187J,187,0,20,L,0,50,233.63711818,48,J,1,8
1,188K,188,0,4,F,0,60,243.10121712,48,K,1,8
2,188K,188,0,4,R,N,31,243.10121712,48,K,1,8
3,188K,188,0,4,9,0,50,243.10121712,48,K,1,8
4,188K,188,0,4,9,0,50,243.10121712,48,K,1,8
1,189K,189,2,68,L,F,2,243.10121712,48,K,1,8
1,190K,190,1,31,F,F,2,243.10121712,48,K,1,8
2,190K,190,0,1,B,0,43,243.10121712,48,K,2,8
3,190K,190,0,1,T,N,31,243.10121712,48,K,2,8
4,190K,190,0,31,F,0,43,243.10121712,48,K,1,8
5,190K,190,0,31,F,0,42,243.10121712,48,K,1,8
6,190K,190,0,31,F,0,68,243.10121712,48,K,1,8
7,190K,190,0,31,F,0,42,243.10121712,48,K,1,8
1,191D,191,0,3,F,0,44,1441.5902175,48,D,1,8
1,192G,192,0,4,F,0,60,9106.8499999,48,G,1,8
2,192G,192,0,4,L,0,60,9106.8499999,48,G,1,8
3,192G,192,0,4,L,0,41,9106.8499999,48,G,1,8
1,193B,193,31,2,F,F,2,225.66775936,48,B,1,8
2,193B,193,0,31,T,N,31,225.66775936,48,B,2,8
3,193B,193,0,2,L,0,60,225.66775936,48,B,1,8
1,194K,194,2,1,L,F,2,243.10121712,48,K,1,8
2,194K,194,0,1,F,0,63,243.10121712,48,K,1,8
1,195C,195,2,2,L,B,2,410.4225376,48,C,1,8
1,196D,196,2,31,F,L,2,640.5717071,48,D,1,8
1,197D,197,50,4,F,F,2,640.5717071,48,D,1,8
1,198E,198,0,2,F,0,44,7386.5712117,48,E,1,8
2,198E,198,0,2,L,0,60,7386.5712117,48,E,1,8
3,198E,198,0,2,R,0,44,7386.5712117,48,E,1,8
1,199J,199,0,14,T,N,31,233.63711818,48,J,1,8
1,200K,200,0,1,F,0,44,243.10121712,48,K,1,8
1,201K,201,0,1,F,0,70,243.10121712,48,K,1,8
1,202C,202,31,31,L,F,2,536.84617821,48,C,1,8
2,202C,202,31,31,L,R,2,536.84617821,48,C,1,8
3,202C,202,0,31,F,0,61,536.84617821,48,C,1,8
1,203D,203,31,2,R,F,2,837.88886166,48,D,1,8
2,203D,203,3,31,F,L,3,837.88886166,48,D,2,8
1,204H,204,0,3,F,0,44,11654.54393,48,H,1,8
1,205J,205,0,1,9,N,32,233.63711818,48,J,1,8
1,206C,206,4,16,F,L,2,352.01325805,48,C,1,8
2,206C,206,4,16,R,L,2,352.01325805,48,C,1,8
1,207C,207,2,30,R,F,2,352.01325805,48,C,1,8
1,208D,208,31,2,F,F,2,549.40875068,48,D,1,8
1,209D,209,3,2,R,F,2,549.40875068,48,D,1,8
1,210F,210,1,4,R,B,2,8168.4005033,48,F,1,8
2,210F,210,0,4,T,N,31,8168.4005033,48,F,1,8
1,211B,211,0,1,T,N,31,225.66775936,48,B,1,8
1,212B,212,0,1,L,0,42,225.66775936,48,B,1,8
2,212B,212,0,1,F,0,42,225.66775936,48,B,1,8
1,213K,213,0,30,F,0,64,243.10121712,48,K,1,8
2,213K,213,0,30,T,N,31,243.10121712,48,K,1,8
3,213K,213,0,30,R,N,31,243.10121712,48,K,1,8
1,214C,214,3,1,F,R,2,466.23584916,48,C,1,8
1,215D,215,0,3,U,0,63,727.68297657,48,D,1,8
2,215D,215,0,3,U,0,63,727.68297657,48,D,1,8
3,215D,215,0,3,U,0,63,727.68297657,48,D,1,8
4,215D,215,0,3,U,0,61,727.68297657,48,D,1,8
5,215D,215,0,3,R,0,41,727.68297657,48,D,1,8
6,215D,215,0,3,R,0,42,727.68297657,48,D,1,8
1,216H,216,0,3,L,0,42,10121.644535,48,H,1,8
1,217A,217,2,1,R,F,2,225.66775936,48,A,1,8
2,217A,217,2,1,R,L,2,225.66775936,48,A,1,8
1,218J,218,1,31,F,R,2,233.63711818,48,J,1,8
1,219K,219,0,30,R,N,31,243.10121712,48,K,1,8
1,220K,220,0,2,U,0,61,243.10121712,48,K,1,8
2,220K,220,0,2,T,N,31,243.10121712,48,K,1,8
1,221D,221,0,1,F,0,56,849.23358513,48,D,1,8
2,221D,221,0,1,F,0,60,849.23358513,48,D,1,8
1,222D,222,4,2,R,F,2,849.23358513,48,D,1,8
2,222D,222,4,2,R,R,2,849.23358513,48,D,1,8
3,222D,222,0,4,L,0,52,849.23358513,48,D,2,8
4,222D,222,0,4,F,0,58,849.23358513,48,D,2,8
1,223H,223,30,31,F,L,2,11812.342397,48,H,1,8
1,224B,224,68,21,F,F,2,225.66775936,48,B,1,8
1,225J,225,3,3,R,F,2,233.63711818,48,J,1,8
2,225J,225,0,3,U,0,63,233.63711818,48,J,1,8
1,226K,226,4,45,F,R,2,243.10121712,48,K,1,8
2,226K,226,0,45,F,0,50,243.10121712,48,K,1,8
1,227C,227,0,20,F,0,68,766.32974762,48,C,1,8
2,227C,227,0,20,F,0,68,766.32974762,48,C,1,8
3,227C,227,0,20,F,0,68,766.32974762,48,C,1,8
4,227C,227,0,20,T,N,31,766.32974762,48,C,1,8
1,228D,228,0,1,F,0,57,1196.0579882,48,D,1,8
2,228D,228,0,1,F,0,41,1196.0579882,48,D,1,8
3,228D,228,0,1,R,0,43,1196.0579882,48,D,1,8
4,228D,228,0,1,F,0,42,1196.0579882,48,D,1,8
5,228D,228,0,1,F,0,68,1196.0579882,48,D,1,8
1,229H,229,2,30,B,F,2,9106.8499999,48,H,1,8
1,230D,230,0,14,T,N,31,2253.5482827,48,D,1,8
1,231J,231,1,14,F,L,2,270.72701069,48,J,1,8
2,231J,231,2,1,R,L,3,270.72701069,48,J,2,8
1,232K,232,2,2,F,L,2,281.69353533,48,K,1,8
1,233K,233,4,30,F,L,2,281.69353533,48,K,1,8
1,234A,234,68,2,R,F,2,225.66775936,48,A,1,8
1,235J,235,31,2,F,L,2,233.63711818,48,J,1,8
2,235J,235,0,31,R,0,63,233.63711818,48,J,2,8
3,235J,235,0,31,T,N,31,233.63711818,48,J,2,8
1,236K,236,0,31,T,N,31,243.10121712,48,K,1,8
1,237K,237,30,3,B,F,2,243.10121712,48,K,1,8
1,238D,238,1,14,F,R,2,1529.1066557,48,D,1,8
1,239D,239,3,3,F,L,2,1529.1066557,48,D,1,8
1,240J,240,14,1,F,F,2,233.63711818,48,J,1,8
2,240J,240,14,1,R,L,2,233.63711818,48,J,1,8
3,240J,240,0,14,F,0,63,233.63711818,48,J,2,8
1,241K,241,0,3,F,0,68,243.10121712,48,K,1,8
2,241K,241,0,3,F,0,68,243.10121712,48,K,1,8
1,242C,242,30,2,L,F,2,920.53024562,48,C,1,8
1,243D,243,4,2,L,F,2,1436.7281931,48,D,1,8
2,243D,243,4,2,L,R,2,1436.7281931,48,D,1,8
1,244A,244,31,68,F,F,2,470.74294602,48,A,1,8
2,244A,244,0,14,T,0,79,470.74294602,48,A,3,8
3,244A,244,0,68,N,N,33,470.74294602,48,A,1,8
4,244A,244,0,31,N,N,33,470.74294602,48,A,2,8
1,245B,245,2,60,F,F,2,470.74294602,48,B,1,8
2,245B,245,0,60,N,N,33,470.74294602,48,B,1,8
3,245B,245,0,2,N,N,33,470.74294602,48,B,2,8
1,246H,246,60,30,R,F,2,9106.8499999,48,H,1,8
