CASEID,CASENO,FAILLF,FAILLR,FAILRF,FAILRR,FAILTG,GLIMPBL,GLIMPLF,GLIMPLR,GLIMPOTH,GLIMPRF,GLIMPRR,GLIMPRUF,GLIMPWS,GLOCCBL,GLOCCLF,GLOCCLR,GLOCCOTH,GLOCCRF,GLOCCRR,GLOCCRUF,GLOCCWS,GLPREBL,GLPRELF,GLPRELR,GLPREOTH,GLPRERF,GLPRERR,GLPRERUF,GLPREWS,GLTYPBL,GLTYPLF,GLTYPLR,GLTYPOTH,GLTYPRF,GLTYPRR,GLTYPRUF,GLTYPWS,OPENLF,OPENLR,OPENRF,OPENRR,OPENTG,PASINTEG,PSU,STRATIF,VEHNO,VERSION,ADAPTEQ,BOLSTDEF,COLUMTYP,GLOVOPEN,CDRIR1,INLOC1,INCOMP1,INMAG1,CDRIR2,INLOC2,INCOMP2,INMAG2,CDRIR3,INLOC3,INCOMP3,INMAG3,CDRIR4,INLOC4,INCOMP4,INMAG4,CDRIR5,INLOC5,INCOMP5,INMAG5,CDRIR6,INLOC6,INCOMP6,INMAG6,CDRIR7,INLOC7,INCOMP7,INMAG7,CDRIR8,INLOC8,INCOMP8,INMAG8,CDRIR9,INLOC9,INCOMP9,INMAG9,CDRIR10,INLOC10,INCOMP10,INMAG10,ODOMETER,PANELDAM,RATWGT,RDEFLOC,RIMDEF,COLMTELE,COLMTILT,BOLSTYPE
" 63E",63,0,0,0,0,0,6,6,6,6,1,1,0,2,1,1,1,1,1,1,0,1,2,2,2,1,2,2,0,1,2,2,2,2,2,2,0,1,1,1,1,1,1,98,2,E,1,8,0,0,2,1,1,12,16,5,1,11,16,5,1,12,13,4,1,11,15,4,1,12,15,3,1,11,13,3,1,13,13,3,1,13,16,3,1,11,14,2,1,21,13,2,10,1,179.93234778,0,0,0,2,0
" 64H",64,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,4,0,0,2,0,0,1,2,2,0,0,2,0,0,1,1,0,1,0,1,0,2,H,1,8,0,0,2,0,2,11,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172,0,799.51826096,0,0,0,2,0
" 64H",64,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,3,2,1,2,2,0,1,2,2,2,2,2,2,0,1,1,1,1,1,0,0,2,H,2,8,0,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,0,799.51826096,0,0,0,0,0
" 65K",65,4,0,0,0,0,6,6,6,1,6,1,0,2,1,1,1,1,1,1,0,1,1,3,2,1,2,2,0,1,2,2,2,2,2,2,0,1,2,3,1,3,0,98,2,K,2,8,0,0,1,2,3,11,11,3,2,11,15,3,2,11,2,3,2,12,15,2,3,11,10,2,2,21,21,2,2,11,5,2,1,11,6,2,2,22,21,2,1,11,13,1,105,1,59.054858695,0,0,0,0,0
" 65K",65,0,0,0,0,0,1,1,0,6,1,1,0,2,1,1,0,1,1,1,0,1,1,2,0,2,2,1,0,1,2,2,0,2,2,2,0,1,1,0,1,0,1,6,2,K,3,8,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,0,59.054858695,0,0,0,0,0
" 66B",66,0,0,0,0,0,1,6,6,0,1,6,6,2,1,1,1,0,1,1,1,1,1,4,1,0,3,1,2,1,2,2,2,0,2,2,3,1,3,0,1,0,0,98,2,B,1,8,0,0,2,2,2,22,20,5,2,21,20,4,3,11,11,4,3,21,12,4,3,11,10,3,3,11,18,3,2,11,2,3,1,11,15,3,1,21,13,2,2,12,3,1,48,0,36.4096209,0,0,0,3,0
" 66B",66,0,0,0,0,0,1,6,6,6,6,6,0,2,1,1,1,1,1,1,0,U,1,2,2,1,2,2,0,1,2,2,2,2,2,2,0,1,3,3,3,3,0,6,2,B,2,8,0,0,1,1,2,11,2,4,3,11,11,3,3,11,10,3,2,12,3,3,3,11,18,1,3,23,27,1,,,,,,,,,,,,,,,,,149,1,36.4096209,0,0,0,0,0
" 68F",68,0,0,0,0,0,6,1,1,6,1,1,0,1,1,1,1,1,1,1,0,1,1,4,2,1,2,2,0,1,2,2,2,2,2,2,0,1,3,1,1,1,1,98,2,F,1,8,0,0,2,2,2,31,26,4,2,32,26,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,0,238.85001805,0,0,0,2,0
" 69H",69,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,2,2,0,2,2,0,1,2,2,2,0,2,2,0,1,1,1,1,1,0,0,2,H,2,8,0,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,0,746.49474447,5,1,0,3,0
" 70E",70,0,0,0,0,0,1,1,1,0,1,1,0,2,1,1,1,0,1,1,0,3,1,2,2,0,2,2,0,1,2,2,2,0,2,2,0,1,1,0,1,0,1,0,2,E,1,8,0,2,1,2,2,21,20,3,2,13,20,3,2,11,5,2,2,13,5,2,,,,,,,,,,,,,,,,,,,,,,,,,79,1,156.28119471,5,8,0,0,2
" 71E",71,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,2,2,1,2,2,0,1,2,2,2,2,2,2,0,1,1,1,1,1,0,0,2,E,2,8,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,0,156.28119471,0,0,0,1,2
" 73F",73,0,0,0,0,0,6,1,1,1,1,1,0,3,1,1,1,1,1,1,0,1,1,2,2,1,2,2,0,1,2,2,2,2,2,2,0,1,1,1,1,1,0,98,2,F,1,8,0,0,2,1,1,12,13,3,1,12,15,3,1,11,13,3,1,12,16,3,1,13,13,3,1,13,15,3,1,13,16,3,1,11,16,3,1,11,15,2,3,13,6,1,188,0,222.18993774,0,0,0,2,0
" 74B",74,0,0,0,0,2,U,6,6,6,6,6,0,2,U,1,1,1,1,1,0,1,1,2,2,2,2,2,0,1,2,2,2,2,2,2,0,1,3,0,3,3,2,98,2,B,1,8,0,0,1,0,2,98,21,3,1,13,15,3,1,13,13,3,1,13,16,2,1,13,14,2,1,11,15,2,1,12,13,2,2,21,20,2,1,11,6,2,1,13,6,2,131,0,24.956557522,0,0,0,0,0
" 75E",75,0,0,0,0,0,1,1,1,0,6,1,0,2,1,1,1,0,1,1,0,1,1,2,1,0,2,1,0,1,2,2,2,0,2,2,0,1,1,0,3,0,0,6,2,E,1,8,0,1,1,2,3,13,6,2,3,13,15,2,2,13,4,1,3,13,11,1,3,13,14,1,,,,,,,,,,,,,,,,,,,,,122,0,125.09786877,0,0,0,0,2
" 76F",76,0,0,0,0,0,6,1,1,1,1,1,0,2,1,1,1,1,1,1,0,1,2,2,2,1,2,2,0,1,2,2,2,2,2,2,0,1,1,1,1,1,1,7,2,F,1,8,0,0,2,1,1,13,15,3,1,98,13,2,1,23,13,2,1,22,13,2,3,13,27,1,1,98,19,1,,,,,,,,,,,,,,,,,222,0,177.85561292,0,0,0,3,0
" 78J",78,0,0,0,0,0,1,1,1,0,1,6,0,2,1,1,1,0,1,1,0,1,1,2,1,0,2,1,0,1,2,2,2,0,2,2,0,1,1,0,3,0,1,6,2,J,1,8,0,2,1,2,2,12,27,3,2,11,5,2,2,12,27,2,2,12,3,1,2,13,4,1,1,21,18,1,2,11,2,1,2,12,15,1,2,11,15,1,2,13,15,1,63,1,69.511846636,0,0,0,0,1
" 79J",79,0,0,0,0,0,1,6,1,1,1,1,0,3,1,1,1,1,1,1,0,1,1,2,2,1,3,3,0,1,2,2,2,2,2,2,0,1,1,1,1,1,0,12,2,J,1,8,0,1,1,2,1,12,13,3,1,11,13,3,2,11,5,3,1,13,13,2,1,11,14,2,1,11,15,2,1,12,16,2,1,12,15,2,1,11,17,2,2,13,5,2,26,0,69.511846636,5,3,0,0,2
" 80C",80,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,4,1,2,1,0,2,1,1,1,2,2,2,0,2,2,3,1,1,0,1,0,0,1,2,C,1,8,0,1,2,U,2,11,5,2,1,11,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,1,227.65348364,5,4,0,2,2
" 81J",81,0,0,2,0,0,6,6,6,0,6,1,0,3,1,1,1,0,1,1,0,U,1,4,1,0,4,1,0,1,1,4,4,0,4,4,0,1,3,0,2,0,1,98,2,J,1,8,0,1,1,1,3,23,13,3,3,13,13,3,2,11,5,3,3,11,11,3,3,23,14,3,3,13,14,2,3,23,26,2,3,11,13,2,3,11,14,2,3,13,7,1,42,1,42.685028182,7,5,0,0,2
" 82A",82,0,0,0,0,0,1,1,1,1,1,1,0,2,1,1,1,1,1,1,0,3,2,2,2,1,2,2,0,1,3,2,3,3,2,3,0,1,1,1,1,1,1,0,2,A,2,8,0,0,1,1,2,11,20,2,2,13,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,1,52.907901946,5,1,0,0,0
" 83K",83,2,0,0,0,0,1,1,1,1,6,6,0,4,1,1,1,1,1,1,0,1,2,3,3,2,2,2,0,1,2,2,4,2,2,4,0,1,2,0,3,0,1,98,2,K,1,8,0,0,2,1,3,13,18,6,3,13,7,5,3,13,11,4,3,23,12,4,3,23,20,3,3,23,17,3,1,23,25,2,3,13,10,2,3,23,13,2,3,23,14,2,124,0,24.00604012,U,U,0,1,0
" 83K",83,0,0,0,0,0,1,1,1,1,1,1,0,2,1,1,1,1,U,U,0,U,1,4,U,U,4,4,0,1,2,2,2,2,2,2,0,1,U,0,U,U,U,U,2,K,2,8,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195,1,24.00604012,9,4,0,0,0
" 84D",84,0,0,0,0,0,1,U,1,1,1,1,0,2,1,U,1,1,1,1,0,1,1,4,2,1,2,2,0,1,2,U,2,2,2,2,0,1,3,1,1,1,0,0,2,D,2,8,U,0,1,1,1,12,13,1,1,13,13,1,1,11,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163,0,47.335109909,0,0,0,0,0
" 85F",85,0,0,0,0,4,U,1,6,6,1,1,4,2,U,1,1,1,1,1,1,1,U,2,2,1,2,2,2,1,U,2,2,2,2,2,3,1,1,3,1,1,2,98,2,F,1,8,0,0,2,2,3,21,8,3,3,98,12,2,3,11,14,2,2,11,2,2,2,11,5,1,2,12,3,1,1,21,13,1,3,21,11,1,3,21,14,1,1,11,13,1,117,1,547.50577261,0,0,0,4,0
" 86D",86,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,8,0,0,1,3,2,0,0,2,0,0,1,3,2,0,0,2,0,0,1,1,0,1,0,0,6,2,D,1,8,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155,0,47.772019839,0,0,0,0,0
" 88E",88,0,0,0,0,0,1,6,1,0,1,1,0,2,1,1,1,0,1,1,0,1,1,2,1,0,2,1,0,1,2,2,2,0,2,2,0,1,3,0,1,0,0,6,2,E,1,8,0,1,2,2,3,21,7,3,3,21,12,3,3,11,7,3,3,11,11,2,,,,,,,,,,,,,,,,,,,,,,,,,66,0,207.15102957,0,0,0,3,2
" 88E",88,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,2,2,1,2,2,0,1,2,2,2,2,2,2,0,1,1,1,1,1,0,0,2,E,2,8,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,0,207.15102957,0,0,0,0,1
" 89H",89,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,2,2,2,2,2,0,1,2,2,2,2,2,2,0,1,1,1,1,1,0,0,2,H,1,8,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178,0,920.4627904,0,0,0,0,0
" 90D",90,0,0,0,0,0,1,1,6,0,1,6,0,2,1,1,1,0,1,1,0,1,1,3,1,0,4,1,0,1,3,U,2,0,U,2,0,1,1,0,3,0,1,12,2,D,1,8,0,0,1,2,1,12,13,5,1,11,13,5,1,12,16,4,1,11,16,4,1,13,15,4,1,13,6,4,1,22,13,4,1,23,13,3,1,12,15,3,1,13,13,3,292,0,24.00604012,0,0,0,0,0
" 93H",93,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,2,2,1,3,2,0,1,2,2,2,2,2,2,0,1,1,1,1,1,0,0,2,H,1,8,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,0,370.8464165,0,0,0,0,0
" 94J",94,0,0,0,0,0,1,1,1,6,6,6,0,2,1,1,1,1,1,1,0,1,2,4,2,1,2,2,0,1,3,4,3,3,4,3,0,1,3,1,3,3,1,6,2,J,1,8,0,0,2,1,2,23,21,6,2,22,21,5,2,21,21,5,2,23,25,4,2,22,25,4,2,21,25,4,2,13,5,2,1,13,18,2,3,23,11,1,1,13,14,1,143,1,69.511846636,5,6,0,3,0
" 95E",95,0,0,0,0,0,4,1,0,0,1,0,0,1,U,1,0,0,1,0,0,1,4,4,0,0,4,0,0,1,2,2,0,0,2,0,0,1,1,0,1,0,0,11,2,E,1,8,0,0,2,2,2,13,5,4,3,13,10,3,1,13,18,3,3,13,11,2,1,13,13,2,1,12,13,1,2,13,4,1,,,,,,,,,,,,,102,0,164.78337085,0,0,0,2,0
" 96F",96,0,0,0,0,0,1,1,1,1,1,1,1,1,1,U,1,1,U,1,1,1,1,4,2,1,4,2,2,1,2,2,2,2,2,2,3,1,1,1,3,3,0,0,2,F,1,8,0,0,1,1,2,13,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137,0,234.27775157,5,6,0,0,0
" 97G",97,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,1,1,2,0,0,2,0,1,1,2,2,0,0,2,0,3,1,1,0,1,0,1,0,2,G,1,8,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,0,500.73612101,0,0,0,1,2
" 98B",98,0,0,0,0,0,1,6,6,0,6,1,0,3,1,1,1,0,1,2,0,1,1,2,1,0,2,1,0,1,2,2,2,0,2,2,0,1,3,0,3,0,3,98,2,B,1,8,0,0,1,1,2,11,13,6,2,11,14,6,2,11,16,6,3,11,17,5,3,12,13,5,2,12,16,5,3,21,26,4,2,22,20,4,3,21,7,4,1,21,8,3,114,0,45.42093469,4,2,0,0,0
" 99J",99,0,0,0,0,0,1,1,0,0,1,0,0,2,1,1,0,0,1,0,0,2,1,4,0,0,4,0,0,1,4,2,0,0,2,0,0,1,3,0,3,0,0,0,2,J,1,8,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182,1,59.675264565,8,8,0,4,0
" 99J",99,0,0,0,0,0,1,1,1,1,1,1,0,2,1,1,1,1,1,1,0,1,1,4,2,1,2,2,0,1,2,2,2,2,2,2,0,1,1,1,1,1,0,0,2,J,2,8,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,0,59.675264565,4,4,0,3,2
100D,100,0,0,0,0,0,1,1,0,0,1,0,0,2,1,U,0,0,U,0,0,3,1,4,0,0,4,0,0,1,8,U,0,0,U,0,0,1,1,0,1,0,0,0,2,D,1,8,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,82.885654722,0,0,0,2,0
101E,101,0,0,0,0,0,6,1,0,0,6,0,0,2,1,1,0,0,1,0,0,3,1,2,0,0,3,0,0,1,2,2,0,0,2,0,0,1,1,0,3,0,0,11,2,E,1,8,0,0,2,1,1,13,19,3,1,13,13,2,1,13,7,1,1,13,14,1,1,13,6,1,1,12,13,1,,,,,,,,,,,,,,,,,47,0,674.32152086,0,0,0,1,0
102G,102,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,2,2,1,2,2,0,1,2,2,2,2,2,2,0,1,1,1,1,1,0,0,2,G,2,8,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,0,70.861124583,0,0,0,1,2
105H,105,0,0,6,0,0,7,7,7,0,7,7,0,3,7,7,7,0,7,7,0,1,7,7,7,0,7,7,0,1,7,7,7,0,7,7,0,1,1,0,2,0,1,9,2,H,1,8,0,0,1,2,2,13,6,5,2,13,15,5,2,13,4,4,2,13,13,4,2,13,16,4,3,13,11,3,2,12,16,3,2,12,13,3,2,12,15,3,2,12,3,3,249,1,34.712613089,0,0,0,0,0
106K,106,0,0,0,0,0,6,1,7,0,1,1,0,2,1,1,7,0,1,1,0,2,1,4,7,0,4,2,0,1,2,2,7,0,2,2,0,1,1,0,1,0,0,7,2,K,1,8,0,0,1,1,2,22,31,4,2,22,27,4,2,22,21,3,2,21,20,3,2,21,21,3,2,23,21,3,2,23,27,3,2,13,5,2,2,22,25,2,3,23,12,2,U,0,24.00604012,0,0,0,0,0
107E,107,0,0,0,0,5,1,1,1,0,1,1,0,2,1,2,1,0,1,1,0,1,1,2,2,0,2,2,0,1,1,2,2,0,2,2,0,1,1,0,1,0,2,3,2,E,1,8,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,0,802.34241955,0,0,0,0,2
108K,108,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,2,2,1,2,2,0,1,2,2,2,2,2,2,0,1,1,1,1,1,0,0,2,K,1,8,0,1,1,1,2,22,20,3,2,23,20,3,2,21,20,2,2,23,25,2,2,22,25,1,2,21,25,1,,,,,,,,,,,,,,,,,207,0,47.772019839,0,0,0,0,2
108K,108,0,0,0,0,0,1,6,6,1,1,1,0,2,1,1,1,1,1,1,0,1,1,3,2,1,3,2,0,1,2,2,2,2,2,2,0,1,3,3,1,1,0,6,2,K,2,8,0,0,2,1,3,11,11,3,2,21,20,3,3,11,7,2,3,21,18,2,3,11,18,2,3,11,17,2,3,21,11,1,3,11,10,1,3,11,2,1,3,13,25,1,74,0,47.772019839,0,0,0,3,0
109K,109,0,0,0,0,0,1,1,1,1,6,1,0,4,1,1,1,1,1,1,0,U,1,4,2,1,2,2,0,1,2,2,2,2,2,2,0,1,1,1,3,1,1,12,2,K,1,8,0,0,1,2,1,13,6,4,1,13,16,3,1,13,13,3,1,13,17,3,1,12,13,3,1,13,14,3,1,12,16,3,3,13,11,2,1,11,13,2,1,11,16,2,180,0,24.00604012,0,0,0,0,0
110F,110,0,0,0,0,0,6,1,1,1,1,6,0,2,1,1,1,1,1,1,0,1,1,2,2,1,2,2,0,1,2,2,2,2,2,2,0,1,1,1,1,3,0,11,2,F,1,8,0,1,2,U,2,11,15,3,2,12,15,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155,1,163.01888584,0,0,0,3,2
111G,111,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,2,0,0,2,0,0,1,2,2,0,0,2,0,0,1,1,0,1,0,0,0,2,G,1,8,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,0,348.43020304,0,0,0,3,1
112E,112,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,3,2,1,2,2,0,1,2,2,2,2,2,2,0,1,1,1,1,1,0,0,2,E,2,8,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,0,114.54501462,0,0,0,2,2
113F,113,0,0,0,0,0,1,1,1,1,1,1,0,1,1,U,1,1,U,1,0,1,1,4,2,2,3,2,0,1,2,2,2,2,2,2,0,1,1,1,1,1,0,0,2,F,1,8,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,0,162.85228503,0,0,0,0,0
114H,114,0,0,0,0,0,1,6,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,1,2,2,2,2,2,2,3,1,1,1,1,1,0,12,2,H,1,8,0,1,2,1,1,11,15,5,1,12,15,5,1,13,15,5,3,13,13,2,3,13,14,2,3,13,16,2,3,23,13,2,3,23,14,2,3,13,6,1,3,13,17,1,95,0,508.97368941,0,0,0,3,2
115H,115,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,2,2,1,2,2,0,1,2,2,2,2,2,2,0,1,1,1,1,1,1,0,2,H,1,8,0,0,1,1,2,11,20,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,0,508.97368941,0,0,0,0,0
116D,116,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,2,2,1,2,2,0,1,2,2,2,2,2,2,0,1,1,1,1,1,0,0,2,D,1,8,0,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,0,50.892805054,0,0,0,3,0
116D,116,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,2,1,0,2,1,2,1,2,2,2,0,2,2,3,1,1,0,1,0,0,0,2,D,2,8,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231,0,50.892805054,0,0,0,0,0
117E,117,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,2,2,0,2,2,0,1,2,2,2,0,2,2,0,1,1,0,1,0,1,0,2,E,1,8,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181,0,102.53390056,0,0,0,0,2
120B,120,0,0,0,0,0,1,6,6,6,6,6,0,2,1,1,1,1,1,1,0,3,1,2,2,1,2,2,0,1,2,2,2,4,4,2,0,1,3,1,3,1,0,6,2,B,1,8,0,0,2,U,2,12,15,2,2,11,5,2,2,11,15,2,1,12,3,1,2,11,20,1,2,12,20,1,,,,,,,,,,,,,,,,,229,1,49.663549468,0,0,0,U,0
121C,121,0,0,0,0,0,1,1,1,0,1,1,1,U,1,1,1,0,1,1,1,1,1,2,2,0,2,2,2,1,2,2,2,0,2,2,3,1,1,0,1,0,0,U,2,C,1,8,0,1,2,1,U,U,U,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,0,80.659972983,0,0,0,3,2
122D,122,0,0,0,0,0,1,6,1,1,1,6,0,2,1,1,1,1,1,1,0,1,1,3,4,1,4,2,0,1,2,2,2,2,2,2,0,1,3,3,3,3,0,6,2,D,1,8,0,0,1,1,3,11,10,2,3,11,6,1,1,11,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263,0,67.970701995,0,0,0,0,0
122D,122,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,2,1,0,3,2,3,2,2,2,2,0,1,2,2,2,2,2,2,0,1,1,1,1,1,1,0,2,D,2,8,0,0,2,1,1,11,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179,1,67.970701995,0,0,0,4,0
123G,123,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,2,2,0,2,2,2,1,2,2,2,0,2,2,3,1,1,1,1,1,0,0,2,G,1,8,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,0,1680.370085,0,0,0,1,2
124B,124,0,0,0,0,0,6,6,6,0,6,6,0,2,1,1,1,0,1,1,0,U,1,U,1,0,U,1,0,1,U,U,U,0,U,U,0,U,U,0,1,0,0,11,2,B,1,8,0,0,U,U,U,U,U,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,U,49.663549468,U,U,U,U,0
125E,125,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,2,2,1,2,2,0,1,2,2,2,2,2,2,0,1,1,1,1,1,1,0,2,E,1,8,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,0,184.2094762,0,0,0,0,2
126F,126,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,2,2,1,2,2,0,1,2,2,2,2,2,2,0,1,1,1,1,1,1,0,2,F,1,8,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220,0,261.89646248,0,0,0,0,0
126F,126,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,2,2,2,2,2,0,1,2,2,2,2,2,2,0,1,1,0,1,1,1,0,2,F,2,8,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,0,261.89646248,0,0,0,0,0
127G,127,0,0,0,0,0,1,1,1,0,1,6,0,1,1,1,1,0,1,1,0,1,1,2,2,0,2,2,0,1,2,2,2,0,2,2,0,1,1,1,1,1,0,6,2,G,1,8,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,0,559.7672756,0,0,0,3,2
128E,128,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,2,2,2,2,2,3,1,1,1,1,1,0,0,2,E,2,8,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,0,55.622199768,0,0,0,5,2
129F,129,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,2,2,1,2,2,0,1,2,2,2,2,2,2,0,1,1,1,1,1,0,0,2,F,1,8,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,0,79.079847874,0,0,0,3,1
129F,129,0,0,0,0,0,6,6,1,0,1,1,0,2,1,1,1,0,8,1,0,1,1,3,2,0,3,2,0,1,2,2,2,0,2,2,0,1,3,0,1,0,0,11,2,F,2,8,0,0,1,U,3,11,18,3,3,11,11,3,3,11,10,2,3,21,18,1,,,,,,,,,,,,,,,,,,,,,,,,,266,U,79.079847874,0,0,0,0,0
130H,130,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,3,1,0,2,1,0,1,2,2,2,0,2,2,0,1,1,0,1,0,0,0,2,H,1,8,0,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,0,247.15380519,0,0,0,3,0
132B,132,0,0,0,0,0,1,6,U,1,1,1,0,U,1,1,1,1,1,1,0,U,1,2,2,1,2,2,0,1,2,2,2,2,2,2,0,1,3,3,1,1,0,6,2,B,1,8,0,0,1,2,2,11,5,4,3,11,10,4,2,11,6,3,2,11,2,3,2,11,13,2,2,11,16,2,1,11,14,2,1,11,1,2,3,11,7,1,,,,,121,1,45.42093469,4,3,0,0,0
132B,132,0,0,0,0,0,1,6,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1,2,0,2,2,0,0,1,2,2,0,2,2,0,0,1,1,0,1,0,0,6,2,B,2,8,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,0,45.42093469,0,0,0,0,0
133C,133,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,2,2,1,0,2,1,0,1,3,2,3,0,2,3,0,1,1,0,1,0,1,0,2,C,1,8,0,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,0,80.659972983,0,0,0,3,0
