PSU,CASENO,RATWGT,CASEID,STRATIF,VERSION,VEHNO,PASINTEG,OPENLF,OPENRF,OPENLR,OPENRR,OPENTG,FAILLF,FAILRF,FAILLR,FAILRR,FAILTG,GLIMPWS,GLIMPLF,GLIMPRF,GLIMPLR,GLIMPRR,GLIMPBL,GLIMPRUF,GLIMPOTH,GLOCCWS,GLOCCLF,GLOCCRF,GLOCCLR,GLOCCRR,GLOCCBL,GLOCCRUF,GLOCCOTH,GLTYPWS,GLTYPLF,GLTYPRF,GLTYPLR,GLTYPRR,GLTYPBL,GLTYPRUF,GLTYPOTH,GLPREWS,GLPRELF,GLPRERF,GLPRELR,GLPRERR,GLPREBL,GLPRERUF,GLPREOTH,INLOC1,INCOMP1,INMAG1,CDRIR1,INLOC2,INCOMP2,INMAG2,CDRIR2,INLOC3,INCOMP3,INMAG3,CDRIR3,INLOC4,INCOMP4,INMAG4,CDRIR4,INLOC5,INCOMP5,INMAG5,CDRIR5,INLOC6,INCOMP6,INMAG6,CDRIR6,INLOC7,INCOMP7,INMAG7,CDRIR7,INLOC8,INCOMP8,INMAG8,CDRIR8,INLOC9,INCOMP9,INMAG9,CDRIR9,INLOC10,INCOMP10,INMAG10,CDRIR10,COLUMTYP,RIMDEF,RDEFLOC,ODOMETER,PANELDAM,BOLSTDEF,GLOVOPEN
2,45,59.191216523," 45B",B,7,1,U,U,U,0,0,U,0,0,0,0,0,U,0,U,U,U,U,8,8,U,0,U,0,0,0,0,0,1,0,2,2,2,U,0,0,1,0,2,1,1,1,0,0,U,U,U,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,72,1,8,U
2,45,59.191216523," 45B",B,7,2,1,1,3,0,0,0,0,0,0,0,0,2,0,0,8,8,0,8,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,6,186,1,8,0
2,47,62.2590602," 47D",D,7,1,0,1,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,8,0,2,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,12,19,2,2,11,19,2,2,13,19,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,5,126,1,8,1
2,48,191.07520165," 48E",E,7,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,44,0,0,0
2,49,197.44507665," 49F",F,7,1,0,1,1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,U,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,184,0,8,0
2,51,107.97908126," 51F",F,7,2,0,1,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,26,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,200,0,8,0
2,52,107.97908126," 52F",F,7,1,12,1,3,1,1,1,0,0,0,0,0,3,0,6,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,2,0,0,0,0,0,13,4,5,2,13,5,5,2,13,6,5,2,13,15,4,2,13,14,4,2,12,14,3,2,13,12,3,1,12,3,3,2,23,19,3,2,13,13,3,1,2,0,0,77,1,1,1
2,54,419.72865028," 54H",H,7,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8,8,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,194,0,8,0
2,55,116.0722511," 55C",C,7,1,98,3,3,0,3,2,0,0,0,0,2,3,0,6,0,6,6,8,6,0,0,U,0,0,0,0,0,1,0,2,0,3,3,0,3,1,0,2,0,2,1,0,2,13,14,3,1,13,13,2,1,13,12,2,1,12,12,2,1,13,6,1,1,13,15,1,1,13,16,1,1,23,12,1,1,23,13,1,1,13,7,1,1,2,0,0,60,0,0,0
2,57,418.62587397," 57G",G,7,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,19,0,0,0
2,59,22.27138149," 59F",F,7,1,1,3,3,0,0,1,0,0,0,0,0,U,0,6,0,0,0,7,0,U,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,4,0,0,0,0,0,13,27,4,3,13,6,4,3,13,10,4,3,13,15,3,2,13,19,2,2,13,24,1,3,,,,,,,,,,,,,,,,,2,0,0,256,0,8,1
2,61,62.981787039," 61A",A,7,1,12,3,1,3,3,1,0,0,0,0,0,3,6,U,U,U,0,8,0,U,0,0,0,0,0,0,0,1,2,2,2,2,0,0,0,1,2,2,2,2,0,0,0,11,17,4,2,11,5,4,2,11,2,4,2,12,3,4,2,11,10,2,3,11,27,2,3,,,,,,,,,,,,,,,,,2,8,9,56,1,1,1
2,61,62.981787039," 61A",A,7,2,98,2,3,0,0,0,2,0,0,0,0,3,6,0,0,0,0,8,8,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,3,0,0,0,0,0,0,11,2,6,2,11,14,6,2,11,10,6,2,11,6,4,3,11,27,4,3,11,5,4,2,11,1,4,2,21,19,4,2,12,3,3,2,11,17,3,2,1,15,9,132,1,8,1
2,62,158.8800561," 62G",G,7,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,21,0,0,0
2,63,278.18385621," 63H",H,7,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,256,0,8,0
2,65,68.230269292," 65B",B,7,1,98,2,3,0,0,0,5,0,0,0,0,4,6,6,6,0,0,8,8,U,U,U,0,0,0,0,0,1,2,2,2,0,0,0,0,1,2,2,1,0,0,0,0,13,31,5,2,13,17,5,2,13,4,5,2,13,14,5,2,12,3,5,2,11,17,4,2,11,2,4,2,11,1,4,2,13,6,3,2,13,15,2,2,2,1,6,87,1,8,1
2,66,116.0722511," 66C",C,7,1,98,3,2,1,3,0,0,3,0,0,0,3,6,0,6,6,0,8,0,0,0,0,0,0,0,0,0,1,2,0,2,2,0,0,0,1,2,0,2,2,0,0,0,12,14,4,1,22,12,4,1,13,14,4,1,12,12,4,1,13,15,3,1,21,12,3,1,23,12,3,1,12,15,3,1,11,12,3,1,13,12,3,1,2,0,0,23,0,0,0
2,67,127.76349182," 67F",F,7,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,203,0,8,0
2,71,76.69946355," 71D",D,7,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,98,5,175,U,8,0
2,72,235.39329725," 72E",E,7,1,98,2,3,0,0,0,5,0,0,0,0,3,0,6,8,8,6,8,6,U,0,0,0,0,0,0,0,1,0,2,0,0,2,0,2,1,0,U,0,0,1,0,U,13,4,4,2,13,6,4,2,11,14,3,2,11,2,3,2,12,3,3,2,11,1,3,2,13,10,2,3,13,15,1,2,,,,,,,,,1,0,0,U,U,8,1
2,74,124.39600006," 74E",E,7,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,9,0,0,0
2,74,124.39600006," 74E",E,7,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,89,0,8,0
2,75,128.54299017," 75F",F,7,1,0,1,1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,155,0,8,0
2,76,285.37429164," 76G",G,7,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,31,0,8,0
2,77,116.0722511," 77J",J,7,1,11,3,1,0,0,0,0,0,0,0,0,2,6,0,6,0,6,8,8,0,U,0,0,0,0,0,0,1,2,0,2,0,2,0,0,1,2,0,1,0,1,0,0,12,14,3,1,21,12,2,1,21,13,2,1,11,14,2,1,11,7,2,3,21,8,2,3,22,12,2,1,11,13,2,1,11,6,1,3,11,12,1,1,2,0,0,20,0,0,0
2,78,126.40839407," 78K",K,7,1,98,1,3,0,0,0,0,0,0,0,0,4,6,6,0,0,6,8,6,0,0,0,0,0,0,0,0,1,2,2,0,0,U,0,2,1,2,2,0,0,U,0,2,12,12,5,1,12,15,5,1,13,12,5,1,12,18,5,1,13,15,5,1,13,6,4,1,13,13,4,1,13,16,4,1,13,18,4,1,11,18,4,1,1,0,0,131,0,8,0
2,80,250.18664436," 80G",G,7,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,19,0,8,0
2,81,62.981787039," 81B",B,7,1,7,3,3,0,0,0,0,0,0,0,0,0,0,0,8,8,6,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,17,0,8,0
2,81,62.981787039," 81B",B,7,3,6,3,U,3,U,1,0,0,0,0,0,U,6,6,6,0,0,8,0,2,0,0,0,0,0,0,0,1,2,2,2,0,0,0,0,1,2,2,2,0,0,0,0,11,2,3,2,12,3,2,2,11,1,2,2,21,28,2,3,U,U,U,U,,,,,,,,,,,,,,,,,,,,,1,98,9,U,1,U,1
2,82,127.90911839," 82E",E,7,2,0,1,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,14,2,2,12,14,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,5,U,1,1,0
2,83,132.17322535," 83F",F,7,1,0,1,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,8,0,U,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,201,0,8,0
2,84,293.43366378," 84G",G,7,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,29,0,0,0
2,85,166.93598362," 85E",E,7,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,56,0,0,0
2,89,58.522404662," 89K",K,7,1,2,3,3,1,1,0,0,0,0,0,0,2,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,9,65,1,8,1
2,90,86.917948253," 90E",E,7,2,6,1,1,0,0,0,0,0,0,0,0,2,6,0,8,8,0,8,8,0,U,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,5,152,0,8,0
2,92,349.12458718," 92H",H,7,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,116,0,8,0
2,93,100.695158," 93C",C,7,1,7,3,3,0,0,0,0,0,0,0,0,0,0,0,8,8,0,8,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,8,0
2,98,413.95885205," 98E",E,7,1,0,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,19,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,62,0,0,0
2,98,413.95885205," 98E",E,7,2,0,1,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,181,0,8,0
2,99,158.18012886," 99E",E,7,1,7,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,U,0,8,0
2,99,158.18012886," 99E",E,7,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,5,209,0,8,0
2,101,260.81643674,101F,F,7,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8,8,0,8,8,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,107,0,8,0
2,101,260.81643674,101F,F,7,3,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,5,302,0,8,0
2,104,934.83050022,104H,H,7,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,288,0,8,0
2,105,126.40839407,105K,K,7,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,159,0,8,0
2,107,49.60352611,107C,C,7,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,7,77,0,0,0
2,108,260.78976621,108E,E,7,1,6,3,1,3,1,0,0,0,0,0,0,0,6,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,11,5,3,2,11,27,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,14,0,0,0
2,108,260.78976621,108E,E,7,3,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,27,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,5,140,0,0,0
2,109,194.36461036,109D,D,7,1,98,1,1,0,0,0,0,0,0,0,0,3,6,6,6,0,0,6,8,2,0,0,0,1,0,U,0,1,2,2,2,2,0,U,0,1,2,2,3,2,0,U,0,21,19,3,2,13,6,3,1,13,13,3,1,13,16,3,1,13,14,2,1,13,12,2,1,13,15,2,1,12,12,2,1,12,15,2,1,12,14,2,1,2,0,0,159,0,0,0
2,111,116.0722511,111J,J,7,1,98,3,3,3,3,1,0,0,0,0,0,2,6,6,6,6,0,8,6,3,0,0,U,0,0,0,0,1,2,2,2,2,0,0,3,1,2,2,2,2,0,0,1,23,12,5,3,23,13,4,3,11,19,4,2,23,10,4,3,23,19,3,2,23,7,3,3,13,10,3,3,13,14,3,2,12,14,3,2,13,13,2,1,1,3,5,71,1,8,1
2,113,118.80048146,113K,K,7,1,98,3,1,0,0,0,0,0,0,0,0,2,6,6,8,8,4,8,0,0,U,U,0,0,U,0,0,1,2,2,0,0,2,0,0,1,2,2,0,0,1,0,0,11,14,1,1,11,15,1,1,11,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,5,144,1,8,0
2,114,176.97215355,114C,C,7,1,0,1,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,5,53,0,0,0
2,114,176.97215355,114C,C,7,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,82,0,1,0
2,115,145.31518319,115C,C,7,1,11,1,3,1,3,0,0,0,0,0,0,2,0,6,0,0,6,8,0,2,0,0,1,0,0,0,0,1,0,2,2,0,2,0,0,1,0,2,2,0,1,0,0,13,14,3,3,13,15,3,3,13,6,3,3,13,12,3,3,23,12,3,3,13,13,3,3,23,13,2,3,13,7,2,3,13,16,2,3,13,10,2,3,1,0,0,19,0,0,1
2,116,815.5594307,116F,F,7,1,0,1,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,94,0,8,0
2,117,141.17131973,117E,E,7,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,53,0,8,0
2,117,141.17131973,117E,E,7,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8,8,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,18,0,0,0
2,118,567.04489363,118H,H,7,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,158,0,8,0
2,119,116.0722511,119C,C,7,1,6,3,3,3,1,0,0,0,0,0,0,2,6,6,0,6,0,8,0,0,0,0,0,0,0,0,0,1,2,2,0,2,0,0,0,1,2,2,0,2,0,0,0,12,14,4,1,13,12,4,1,13,14,3,1,12,12,3,1,13,15,3,1,13,6,3,1,12,15,3,1,13,13,3,1,13,16,3,1,23,12,3,1,1,0,0,2,0,0,0
2,120,981.13379045,120G,G,7,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,57,0,8,0
2,122,262.74522934,122H,H,7,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8,8,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,155,0,8,0
2,123,136.94242691,123K,K,7,1,98,2,3,0,0,1,5,0,0,0,0,3,6,0,6,0,0,6,0,2,U,0,0,0,0,U,0,1,2,0,2,0,0,3,0,1,2,0,2,0,0,2,0,13,4,4,2,13,5,4,2,11,6,4,2,11,19,3,2,11,5,3,2,11,17,3,2,11,27,3,2,11,2,3,2,12,3,3,2,11,12,3,1,2,15,9,181,1,8,1
2,124,228.72896638,124D,D,7,1,6,1,1,0,0,0,0,0,0,0,0,0,0,0,8,8,0,8,8,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,67,0,8,0
2,126,514.84010212,126F,F,7,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,314,0,8,0
2,127,216.14375737,127F,F,7,1,0,1,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,19,2,2,98,17,1,1,98,25,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,162,0,8,0
2,127,216.14375737,127F,F,7,3,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,117,1,8,0
2,128,479.85402837,128G,G,7,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,6,0,0,0
2,129,154.35869454,129D,D,7,2,6,1,3,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,U,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,21,19,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,287,1,8,0
2,129,154.35869454,129D,D,7,3,6,1,1,3,1,0,0,0,0,0,0,0,0,0,6,0,0,8,0,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,2,0,0,0,0,21,10,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,180,0,8,0
2,130,489.52496516,130F,F,7,1,7,1,1,1,1,0,0,0,0,0,0,2,0,0,0,0,6,8,8,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,22,12,2,1,23,12,2,1,22,18,1,1,23,18,1,1,21,12,1,1,11,12,1,1,13,12,1,1,11,15,1,1,12,15,1,1,21,18,1,1,2,0,0,117,1,8,0
2,131,538.56413338,131D,D,7,1,98,3,3,0,0,2,0,0,0,0,5,4,6,6,0,6,6,8,8,U,0,U,0,0,0,0,0,1,2,2,0,2,U,0,0,1,2,2,0,2,1,0,0,98,31,4,3,21,19,2,2,11,15,2,1,11,12,2,1,12,12,1,1,11,6,1,3,11,13,1,1,11,16,1,3,,,,,,,,,1,0,0,234,0,8,0
2,132,67.320516673,132K,K,7,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,19,4,2,11,5,3,2,11,17,3,2,11,19,2,2,11,1,2,1,,,,,,,,,,,,,,,,,,,,,2,4,5,102,1,8,1
2,135,62.981787039,135B,B,7,1,U,3,1,0,0,0,0,0,0,0,0,U,0,0,0,0,0,8,8,U,U,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,3,0,0,0,0,0,0,23,20,6,2,22,20,5,2,13,19,3,2,11,19,3,2,12,14,2,2,11,5,2,2,21,20,1,2,,,,,,,,,,,,,1,4,5,165,1,8,0
2,136,531.87770896,136F,F,7,1,6,3,1,0,0,1,0,0,0,0,0,2,6,0,0,0,0,8,8,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,11,17,5,3,11,31,4,3,11,27,3,3,11,5,3,3,11,10,3,3,11,2,1,1,11,14,1,1,,,,,,,,,,,,,1,2,5,153,1,8,0
2,136,531.87770896,136F,F,7,2,0,3,1,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,5,1,2,11,27,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,U,0,0,0
2,137,118.80048146,137K,K,7,1,11,3,1,0,0,0,0,0,0,0,0,2,6,0,6,0,6,0,8,0,0,0,0,0,0,0,0,1,2,0,2,0,2,0,0,1,2,0,1,0,1,0,0,21,7,5,3,11,10,5,3,11,17,5,3,21,17,4,3,11,27,4,3,11,5,3,3,21,8,3,3,11,2,3,3,11,12,2,3,11,13,2,3,1,0,0,113,1,8,1
2,137,118.80048146,137K,K,7,2,0,1,1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22,20,3,2,23,20,2,2,21,20,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,12,1,8,0
2,138,144.24431412,138F,F,7,1,6,3,1,1,1,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,11,10,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,5,188,1,8,1
