PSU,CASENO,RATWGT,CASEID,STRATIF,VERSION,ACCSEQ,VEHNUM,CLASS1,GADEV1,OBJCONT,CLASS2,GADEV2
43,149,440.68061122,149C,C,7,3,2,1,L,3,1,F
43,149,440.68061122,149C,C,7,4,3,1,F,42,0,0
43,149,440.68061122,149C,C,7,5,3,1,F,41,0,0
43,149,440.68061122,149C,C,7,6,3,1,F,42,0,0
43,150,82.627614604,150J,J,7,1,1,1,F,2,2,F
43,151,106.11456556,151A,A,7,1,1,2,T,31,0,N
43,152,113.52812952,152J,J,7,1,1,15,F,2,1,F
43,152,113.52812952,152J,J,7,2,2,1,L,3,11,F
43,152,113.52812952,152J,J,7,3,4,3,F,50,0,0
43,153,2542.1642081,153F,F,7,1,1,3,L,2,15,F
43,153,2542.1642081,153F,F,7,2,1,3,L,2,15,L
43,153,2542.1642081,153F,F,7,3,1,3,R,51,0,0
43,154,56.095246472,154K,K,7,1,1,13,F,2,2,F
43,155,215.91453656,155E,E,7,1,1,3,R,51,0,0
43,155,215.91453656,155E,E,7,2,1,3,F,60,0,0
43,155,215.91453656,155E,E,7,3,1,3,T,31,0,N
43,502,0,502D,D,7,1,1,2,F,50,0,0
43,502,0,502D,D,7,2,1,2,F,42,0,0
43,502,0,502D,D,7,3,1,2,F,41,0,0
43,502,0,502D,D,7,4,1,2,F,41,0,0
43,502,0,502D,D,7,5,1,2,F,41,0,0
43,502,0,502D,D,7,6,1,2,F,41,0,0
43,502,0,502D,D,7,7,1,2,F,42,0,0
43,502,0,502D,D,7,8,1,2,F,42,0,0
43,502,0,502D,D,7,9,1,2,F,42,0,0
43,502,0,502D,D,7,10,1,2,N,32,0,N
43,505,0,505G,G,7,1,1,1,L,68,0,0
43,505,0,505G,G,7,2,1,1,L,68,0,0
43,505,0,505G,G,7,3,1,1,N,32,0,N
43,506,0,506G,G,7,1,1,15,B,2,1,F
43,506,0,506G,G,7,2,2,1,N,32,0,N
43,507,0,507K,K,7,1,1,1,F,51,0,0
43,507,0,507K,K,7,2,1,1,T,51,0,0
43,507,0,507K,K,7,3,1,1,F,43,0,0
43,507,0,507K,K,7,4,1,1,N,32,0,N
43,508,0,508D,D,7,1,1,2,F,56,0,0
43,508,0,508D,D,7,2,1,2,B,43,0,0
43,508,0,508D,D,7,3,1,2,R,42,0,0
43,508,0,508D,D,7,4,1,2,R,42,0,0
43,508,0,508D,D,7,5,1,2,N,32,0,N
43,509,0,509H,H,7,1,2,3,F,3,U,B
43,509,0,509H,H,7,2,2,3,N,32,0,N
43,509,0,509H,H,7,3,1,1,F,2,3,B
45,1,301.86054113,"  1H",H,7,1,1,1,F,56,0,0
45,2,63.496757115,"  2B",B,7,1,1,1,F,2,24,L
45,2,63.496757115,"  2B",B,7,2,1,1,T,31,0,N
45,3,17570.217059,"  3G",G,7,1,1,2,F,2,2,L
45,4,42.96371956,"  4K",K,7,1,1,24,F,2,15,R
45,5,274.10853079,"  5D",D,7,1,1,4,F,42,0,0
45,6,114.33856613,"  6B",B,7,1,1,25,F,2,3,L
45,6,114.33856613,"  6B",B,7,2,2,3,T,31,0,N
45,7,165.9473668,"  7K",K,7,1,1,15,R,42,0,0
45,8,139.33198476,"  8J",J,7,1,1,1,F,44,0,0
45,8,139.33198476,"  8J",J,7,2,1,1,F,60,0,0
45,8,139.33198476,"  8J",J,7,3,1,1,B,44,0,0
45,9,123.46698909,"  9K",K,7,1,1,15,F,42,0,0
45,9,123.46698909,"  9K",K,7,2,1,15,L,52,0,0
45,10,136.17020174," 10A",A,7,1,1,1,F,2,2,F
45,11,197.63310998," 11K",K,7,1,1,2,F,2,2,F
45,11,197.63310998," 11K",K,7,2,2,2,R,3,13,L
45,12,37.002772212," 12A",A,7,1,1,1,F,50,0,0
45,12,37.002772212," 12A",A,7,2,1,1,F,43,0,0
45,12,37.002772212," 12A",A,7,3,1,1,F,57,0,0
45,12,37.002772212," 12A",A,7,4,1,1,F,43,0,0
45,12,37.002772212," 12A",A,7,5,1,1,F,52,0,0
45,13,250.90812223," 13D",D,7,1,1,1,L,2,15,F
45,14,65.322227211," 14A",A,7,1,1,3,L,2,1,F
45,14,65.322227211," 14A",A,7,2,2,1,L,3,3,F
45,15,106.98886346," 15J",J,7,1,1,1,L,51,0,0
45,15,106.98886346," 15J",J,7,2,1,1,L,56,0,0
45,15,106.98886346," 15J",J,7,3,1,1,B,44,0,0
45,15,106.98886346," 15J",J,7,4,1,1,F,69,0,0
45,15,106.98886346," 15J",J,7,5,1,1,B,69,0,0
45,16,106.98886346," 16J",J,7,1,1,3,F,2,2,F
45,17,42.96371956," 17K",K,7,1,1,3,F,2,15,F
45,18,166.2695947," 18D",D,7,1,1,2,F,41,0,0
45,18,166.2695947," 18D",D,7,2,1,2,F,44,0,0
45,18,166.2695947," 18D",D,7,3,1,2,F,42,0,0
45,18,166.2695947," 18D",D,7,4,1,2,L,60,0,0
45,19,1338.8955002," 19F",F,7,1,1,1,L,62,0,0
45,19,1338.8955002," 19F",F,7,2,1,1,T,31,0,N
45,20,83.971624405," 20B",B,7,1,1,1,R,2,2,F
45,20,83.971624405," 20B",B,7,2,1,1,R,2,2,L
45,21,137.53402236," 21J",J,7,1,1,15,F,56,0,0
45,21,137.53402236," 21J",J,7,2,1,15,F,61,0,0
45,21,137.53402236," 21J",J,7,3,1,15,R,57,0,0
45,21,137.53402236," 21J",J,7,4,1,15,R,31,0,N
45,22,121.87375115," 22K",K,7,1,1,1,B,2,5,F
45,22,121.87375115," 22K",K,7,2,1,1,F,3,11,F
45,23,40.259016166," 23B",B,7,1,1,4,F,57,0,0
45,23,40.259016166," 23B",B,7,2,1,4,F,43,0,0
45,23,40.259016166," 23B",B,7,3,1,4,F,43,0,0
45,23,40.259016166," 23B",B,7,4,1,4,F,68,0,0
45,23,40.259016166," 23B",B,7,5,1,4,F,2,2,R
45,23,40.259016166," 23B",B,7,6,1,4,L,63,0,0
45,23,40.259016166," 23B",B,7,7,1,4,L,51,0,0
45,23,40.259016166," 23B",B,7,8,1,4,L,50,0,0
45,23,40.259016166," 23B",B,7,9,1,4,B,57,0,0
45,23,40.259016166," 23B",B,7,10,1,4,B,42,0,0
45,24,6030.4088832," 24G",G,7,1,1,11,F,2,2,F
45,25,58.430658602," 25K",K,7,1,1,1,R,2,1,F
45,25,58.430658602," 25K",K,7,2,1,1,L,50,0,0
45,25,58.430658602," 25K",K,7,3,1,1,L,52,0,0
45,26,2899.2104113," 26F",F,7,1,1,15,L,2,15,F
45,27,45.004496239," 27K",K,7,1,1,1,F,2,24,L
45,28,45.004496239," 28K",K,7,1,1,24,F,3,2,B
45,28,45.004496239," 28K",K,7,2,2,24,F,3,2,L
45,28,45.004496239," 28K",K,7,3,3,2,R,56,0,0
45,29,42.96371956," 29K",K,7,1,1,3,L,2,1,F
45,29,42.96371956," 29K",K,7,2,1,3,L,2,1,R
45,30,135.75626179," 30C",C,7,1,1,2,F,51,0,0
45,31,1453.0648839," 31F",F,7,1,1,1,F,50,0,0
45,31,1453.0648839," 31F",F,7,2,1,1,F,42,0,0
45,32,37.002772212," 32B",B,7,1,1,15,N,35,0,N
45,32,37.002772212," 32B",B,7,2,1,15,F,68,0,0
45,32,37.002772212," 32B",B,7,3,1,15,F,51,0,0
45,32,37.002772212," 32B",B,7,4,1,15,F,43,0,0
45,32,37.002772212," 32B",B,7,5,1,15,F,60,0,0
45,33,42.96371956," 33K",K,7,1,1,1,F,51,0,0
45,34,1778.3172344," 34E",E,7,1,2,2,F,3,1,B
45,34,1778.3172344," 34E",E,7,2,1,13,F,2,2,B
45,34,1778.3172344," 34E",E,7,3,2,2,F,3,1,B
45,35,365.47804106," 35D",D,7,1,1,11,T,31,0,N
45,36,45.684755132," 36K",K,7,1,1,15,L,2,3,F
45,37,45.684755132," 37K",K,7,1,1,3,R,2,1,F
45,37,45.684755132," 37K",K,7,2,1,3,R,31,0,N
45,38,106.55002451," 38D",D,7,1,1,5,F,2,1,L
45,39,858.00021718," 39F",F,7,1,1,3,F,2,5,L
45,40,1374.5784954," 40G",G,7,1,1,11,L,2,15,F
45,41,4266.936564," 41F",F,7,1,1,2,F,2,13,L
45,42,74.746751284," 42J",J,7,1,1,1,F,2,11,B
45,42,74.746751284," 42J",J,7,2,2,11,T,31,0,N
45,42,74.746751284," 42J",J,7,3,2,11,F,54,0,0
45,43,66.235734322," 43K",K,7,1,1,3,R,63,0,0
45,43,66.235734322," 43K",K,7,2,1,3,T,31,0,N
45,44,48.484379211," 44J",J,7,1,1,4,F,2,1,L
45,44,48.484379211," 44J",J,7,2,2,1,F,51,0,0
45,44,48.484379211," 44J",J,7,3,2,1,R,42,0,0
45,45,1504.9600584," 45F",F,7,1,1,2,R,63,0,0
45,45,1504.9600584," 45F",F,7,2,1,2,F,44,0,0
45,45,1504.9600584," 45F",F,7,3,1,2,R,42,0,0
45,45,1504.9600584," 45F",F,7,4,1,2,B,68,0,0
45,45,1504.9600584," 45F",F,7,5,1,2,L,63,0,0
45,45,1504.9600584," 45F",F,7,6,1,2,L,42,0,0
45,46,6565.4667697," 46H",H,7,1,1,4,F,2,4,B
45,47,53.111312381," 47A",A,7,1,1,15,F,2,1,L
45,47,53.111312381," 47A",A,7,2,2,1,R,50,0,0
45,47,53.111312381," 47A",A,7,3,1,15,R,52,0,0
45,47,53.111312381," 47A",A,7,4,2,1,R,42,0,0
45,48,53.111312381," 48B",B,7,1,1,1,F,2,2,F
45,48,53.111312381," 48B",B,7,2,2,2,R,41,0,0
45,49,86.989057034," 49J",J,7,1,1,2,R,51,0,0
45,50,124.15663503," 50B",B,7,1,1,5,F,2,1,F
45,51,18597.455827," 51G",G,7,1,1,13,F,2,22,B
45,52,180.19700046," 52K",K,7,1,1,3,F,2,4,F
45,53,37.002772212," 53B",B,7,1,2,2,R,3,2,F
45,53,37.002772212," 53B",B,7,2,1,2,F,2,2,L
45,53,37.002772212," 53B",B,7,3,2,2,L,3,2,L
45,53,37.002772212," 53B",B,7,4,1,2,L,2,2,F
45,53,37.002772212," 53B",B,7,5,2,2,R,31,0,N
45,54,579.19747076," 54E",E,7,1,1,1,F,2,1,B
45,55,1418.9197372," 55G",G,7,1,1,23,B,2,15,F
45,56,67.345045425," 56B",B,7,1,1,2,F,63,0,0
45,56,67.345045425," 56B",B,7,2,1,2,F,63,0,0
45,56,67.345045425," 56B",B,7,3,1,2,F,42,0,0
45,57,110.3019627," 57J",J,7,1,1,2,F,2,15,B
45,57,110.3019627," 57J",J,7,2,3,15,L,88,0,0
45,57,110.3019627," 57J",J,7,3,2,15,N,32,0,N
45,58,37.002772212," 58A",A,7,1,1,2,F,42,0,0
45,59,37.002772212," 59A",A,7,1,1,2,F,63,0,0
45,59,37.002772212," 59A",A,7,2,1,2,F,62,0,0
45,59,37.002772212," 59A",A,7,3,1,2,R,52,0,0
45,60,48.484379211," 60J",J,7,1,1,1,U,60,0,0
45,60,48.484379211," 60J",J,7,2,1,1,T,31,0,N
45,60,48.484379211," 60J",J,7,3,1,1,T,51,0,0
45,61,42.96371956," 61K",K,7,1,1,15,F,2,1,F
45,61,42.96371956," 61K",K,7,2,1,15,L,2,1,F
45,62,1287.0003258," 62F",F,7,1,1,3,F,43,0,0
45,63,5614.6060651," 63H",H,7,1,1,2,L,2,2,F
45,64,73.302491751," 64A",A,7,1,1,1,F,52,0,0
45,64,73.302491751," 64A",A,7,2,1,1,R,31,0,N
45,64,73.302491751," 64A",A,7,3,1,1,L,52,0,0
45,65,4481.992928," 65E",E,7,1,1,3,F,64,0,0
45,66,106.38891056," 66K",K,7,1,1,3,F,2,15,F
45,67,106.38891056," 67K",K,7,1,1,1,F,2,2,R
45,68,37.002772212," 68B",B,7,1,1,15,F,2,15,F
45,68,37.002772212," 68B",B,7,2,2,15,T,31,0,N
45,69,42.96371956," 69K",K,7,1,1,1,F,2,4,B
45,70,98.584904395," 70C",C,7,1,1,11,F,68,0,0
45,70,98.584904395," 70C",C,7,2,1,11,T,31,0,N
45,71,131.03934466," 71D",D,7,1,1,11,F,43,0,0
45,71,131.03934466," 71D",D,7,2,1,11,F,42,0,0
45,71,131.03934466," 71D",D,7,3,1,11,F,42,0,0
45,72,1055.20188," 72F",F,7,1,1,4,F,54,0,0
45,72,1055.20188," 72F",F,7,2,1,4,B,42,0,0
45,73,1690.5098432," 73G",G,7,1,1,2,R,2,24,L
45,74,48.484379211," 74J",J,7,1,1,1,R,2,3,F
45,75,58.827713443," 75C",C,7,1,1,2,R,54,0,0
45,75,58.827713443," 75C",C,7,2,1,2,R,54,0,0
45,76,78.1939696," 76D",D,7,1,1,4,R,2,15,F
45,77,629.66144971," 77F",F,7,1,1,15,F,42,0,0
45,78,1008.7632507," 78G",G,7,1,1,1,9,54,0,0
45,78,1008.7632507," 78G",G,7,2,1,1,9,2,4,9
45,78,1008.7632507," 78G",G,7,3,2,4,9,54,0,0
45,79,2746.9309243," 79H",H,7,1,1,5,F,2,24,B
45,80,37.002772212," 80B",B,7,1,1,15,F,2,22,B
45,80,37.002772212," 80B",B,7,2,1,15,T,31,0,N
45,80,37.002772212," 80B",B,7,3,1,15,L,3,24,F
45,81,42.96371956," 81K",K,7,1,1,15,F,2,1,L
45,82,42.96371956," 82K",K,7,1,1,1,R,60,0,0
45,82,42.96371956," 82K",K,7,2,1,1,F,60,0,0
45,83,4278.9298326," 83G",G,7,1,1,2,F,2,2,F
45,84,37.002772212," 84B",B,7,1,1,1,F,60,0,0
45,84,37.002772212," 84B",B,7,2,1,1,F,42,0,0
45,84,37.002772212," 84B",B,7,3,1,1,U,31,0,N
45,84,37.002772212," 84B",B,7,4,1,1,T,42,0,0
45,84,37.002772212," 84B",B,7,5,1,1,T,42,0,0
45,85,42.96371956," 85K",K,7,1,1,13,F,2,15,F
45,86,105.47593152," 86D",D,7,1,1,4,R,63,0,0
45,86,105.47593152," 86D",D,7,2,1,4,R,51,0,0
45,87,849.35102144," 87F",F,7,1,1,1,9,31,0,N
45,88,1360.7218574," 88G",G,7,1,1,4,F,52,0,0
45,89,3705.3381424," 89H",H,7,1,1,3,F,2,1,9
45,90,37.002772212," 90B",B,7,1,1,2,F,2,2,F
45,91,37.002772212," 91B",B,7,1,1,15,F,60,0,0
45,91,37.002772212," 91B",B,7,2,1,15,T,31,0,N
45,91,37.002772212," 91B",B,7,3,1,15,L,51,0,0
45,92,164.98068311," 92D",D,7,1,1,18,F,44,0,0
45,93,2128.3796059," 93G",G,7,1,1,15,F,2,2,F
45,94,378.79679412," 94D",D,7,1,1,2,F,2,2,L
45,95,13307.018855," 95H",H,7,1,1,1,R,2,15,F
45,95,13307.018855," 95H",H,7,2,2,15,R,50,0,0
45,96,53.433826255," 96J",J,7,1,1,1,F,3,2,F
45,96,53.433826255," 96J",J,7,2,1,1,L,2,2,F
45,97,47.349599265," 97K",K,7,1,1,2,F,42,0,0
45,98,47.349599265," 98K",K,7,1,1,15,F,2,1,F
45,99,47.349599265," 99K",K,7,1,1,24,N,38,0,N
45,99,47.349599265," 99K",K,7,2,2,1,F,79,0,0
45,100,42.99722131,100B,B,7,1,1,9,F,62,0,0
45,100,42.99722131,100B,B,7,2,1,9,B,41,0,0
45,101,6440.5653698,101G,G,7,1,1,1,F,43,0,0
45,101,6440.5653698,101G,G,7,2,1,1,F,68,0,0
45,102,70.423560804,102J,J,7,1,1,11,L,77,0,0
45,102,70.423560804,102J,J,7,2,1,11,R,68,0,0
45,103,62.404802661,103K,K,7,1,1,1,F,54,0,0
45,104,62.404802661,104K,K,7,1,1,14,F,2,15,R
45,104,62.404802661,104K,K,7,2,2,15,T,31,0,N
45,105,62.404802661,105K,K,7,1,1,2,F,50,0,0
45,105,62.404802661,105K,K,7,2,1,2,F,61,0,0
45,105,62.404802661,105K,K,7,3,1,2,R,41,0,0
45,105,62.404802661,105K,K,7,4,1,2,L,41,0,0
45,105,62.404802661,105K,K,7,5,1,2,R,42,0,0
45,106,48.484379211,106C,C,7,1,1,3,F,2,3,L
45,106,48.484379211,106C,C,7,2,1,3,R,2,3,L
45,107,50.353479324,107D,D,7,1,1,1,L,56,0,0
45,107,50.353479324,107D,D,7,2,1,1,F,56,0,0
45,108,265.16384208,108E,E,7,1,1,2,F,2,1,B
45,109,405.47429619,109F,F,7,1,1,2,R,52,0,0
45,109,405.47429619,109F,F,7,2,1,2,R,68,0,0
45,109,405.47429619,109F,F,7,3,1,2,T,50,0,0
45,109,405.47429619,109F,F,7,4,1,2,T,31,0,N
45,110,649.5991922,110G,G,7,1,1,2,T,31,0,N
45,111,1768.902771,111H,H,7,1,1,U,9,2,3,L
45,111,1768.902771,111H,H,7,2,2,3,R,63,0,0
45,112,37.002772212,112B,B,7,1,1,2,F,2,3,F
45,113,48.484379211,113J,J,7,1,1,13,F,2,1,F
45,113,48.484379211,113J,J,7,2,2,1,R,3,13,F
45,114,42.96371956,114K,K,7,1,1,15,R,2,24,F
45,115,42.96371956,115K,K,7,1,1,4,L,2,2,F
45,115,42.96371956,115K,K,7,2,1,4,B,3,15,F
45,116,283.5605491,116D,D,7,1,1,2,R,2,3,F
45,116,283.5605491,116D,D,7,2,1,2,R,2,3,F
45,117,2283.3876748,117F,F,7,1,1,1,F,52,0,0
45,118,42.96371956,118K,K,7,1,1,1,F,52,0,0
45,119,42.96371956,119K,K,7,1,1,1,F,50,0,0
45,119,42.96371956,119K,K,7,2,1,1,F,71,0,0
45,120,42.96371956,120K,K,7,1,1,2,R,42,0,0
45,120,42.96371956,120K,K,7,2,1,2,F,42,0,0
45,121,126.49035821,121C,C,7,1,1,1,R,2,15,F
45,121,126.49035821,121C,C,7,2,1,1,R,2,15,L
45,121,126.49035821,121C,C,7,3,1,1,L,63,0,0
45,122,885.38780035,122E,E,7,1,1,4,L,2,15,F
45,123,2169.0257441,123G,G,7,1,1,2,F,2,2,L
45,124,42.96371956,124K,K,7,1,1,5,L,44,0,0
45,124,42.96371956,124K,K,7,2,1,5,F,50,0,0
45,124,42.96371956,124K,K,7,3,1,5,F,60,0,0
45,125,42.96371956,125K,K,7,1,1,2,L,42,0,0
45,126,42.96371956,126K,K,7,1,1,15,F,60,0,0
45,126,42.96371956,126K,K,7,2,1,15,T,31,0,N
45,127,121.74966335,127C,C,7,1,1,1,R,2,5,F
45,127,121.74966335,127C,C,7,2,1,1,R,2,5,L
45,127,121.74966335,127C,C,7,3,2,5,F,56,0,0
45,128,1303.1454911,128F,F,7,1,1,1,F,2,11,F
45,128,1303.1454911,128F,F,7,2,1,1,F,3,2,L
45,129,5685.0401914,129H,H,7,1,1,25,L,2,1,F
45,129,5685.0401914,129H,H,7,2,1,25,9,2,1,F
45,129,5685.0401914,129H,H,7,3,1,25,9,2,1,R
45,130,48.484379211,130J,J,7,1,1,1,F,2,15,L
45,130,48.484379211,130J,J,7,2,1,1,F,3,1,F
45,131,42.96371956,131K,K,7,1,1,2,F,51,0,0
45,132,527.160198,132E,E,7,1,1,15,F,2,14,F
45,133,806.10504275,133F,F,7,1,1,15,F,2,5,L
45,134,1291.4386671,134G,G,7,1,1,2,F,2,2,L
45,135,3516.6753042,135H,H,7,1,1,4,F,2,5,B
45,136,48.484379211,136J,J,7,1,1,3,L,2,15,F
45,136,48.484379211,136J,J,7,2,1,3,L,2,15,L
45,136,48.484379211,136J,J,7,3,1,3,L,2,15,L
45,137,93.489053763,137D,D,7,1,1,3,F,2,2,F
45,138,492.31785014,138E,E,7,1,1,15,F,43,0,0
45,139,752.82599701,139F,F,7,1,1,15,F,2,4,B
45,139,752.82599701,139F,F,7,2,1,15,R,31,0,N
45,140,1206.0817766,140G,G,7,1,1,1,F,2,1,B
45,141,3284.2426875,141H,H,7,1,1,13,L,2,4,F
45,142,42.96371956,142K,K,7,1,1,1,F,44,0,0
45,143,42.96371956,143K,K,7,1,1,15,F,2,4,L
45,143,42.96371956,143K,K,7,2,1,15,T,31,0,N
45,144,117.49381229,144C,C,7,1,1,2,L,56,0,0
45,145,156.1731206,145D,D,7,1,1,13,F,52,0,0
45,146,1257.5930603,146F,F,7,1,1,14,L,2,1,F
45,147,5486.3153351,147H,H,7,1,1,2,R,2,15,9
45,147,5486.3153351,147H,H,7,2,1,2,R,2,15,9
45,147,5486.3153351,147H,H,7,3,1,2,R,2,15,9
45,147,5486.3153351,147H,H,7,4,1,2,R,U,U,9
45,147,5486.3153351,147H,H,7,5,2,15,9,3,4,F
45,148,48.484379211,148J,J,7,1,1,1,F,2,5,B
45,148,48.484379211,148J,J,7,2,2,5,F,3,2,B
45,149,48.484379211,149J,J,7,1,1,13,R,2,11,F
45,149,48.484379211,149J,J,7,2,1,13,B,3,24,F
45,149,48.484379211,149J,J,7,3,4,2,L,88,0,0
45,150,42.96371956,150K,K,7,1,1,3,F,63,0,0
45,150,42.96371956,150K,K,7,2,1,3,F,63,0,0
45,150,42.96371956,150K,K,7,3,1,3,F,52,0,0
45,150,42.96371956,150K,K,7,4,1,3,R,57,0,0
45,151,42.96371956,151K,K,7,1,1,2,F,64,0,0
45,152,1133.5075502,152E,E,7,1,1,24,R,2,2,L
45,152,1133.5075502,152E,E,7,2,2,2,R,3,4,L
45,152,1133.5075502,152E,E,7,3,2,2,R,3,4,L
45,152,1133.5075502,152E,E,7,4,2,2,R,3,4,L
45,153,7561.6065554,153H,H,7,1,1,1,F,2,3,B
45,154,37.002772212,154B,B,7,1,1,14,F,2,15,R
45,154,37.002772212,154B,B,7,2,1,14,L,2,15,R
45,154,37.002772212,154B,B,7,3,1,14,L,31,0,N
45,155,42.96371956,155K,K,7,1,1,1,R,42,0,0
45,156,89.372872345,156C,C,7,1,1,3,F,2,2,F
45,157,118.79468458,157D,D,7,1,1,1,L,U,U,9
45,157,118.79468458,157D,D,7,2,1,1,R,2,24,F
45,158,625.57851822,158E,E,7,1,2,3,B,4,24,F
45,158,625.57851822,158E,E,7,2,1,13,B,2,3,F
45,158,625.57851822,158E,E,7,3,1,13,F,3,4,R
45,159,1532.5441693,159G,G,7,1,1,2,F,51,0,0
45,160,48.484379211,160J,J,7,1,1,1,F,63,0,0
45,160,48.484379211,160J,J,7,2,1,1,R,52,0,0
45,161,42.96371956,161K,K,7,1,1,15,F,2,15,R
45,161,42.96371956,161K,K,7,2,1,15,L,2,15,R
45,162,42.96371956,162K,K,7,1,1,12,R,31,0,N
45,163,209.66800432,163C,C,7,1,1,4,F,2,3,L
45,164,278.69132755,164D,D,7,1,1,2,F,2,23,B
45,165,3595.3356883,165G,G,7,1,1,2,F,2,4,L
45,166,37.002772212,166B,B,7,1,1,22,F,2,1,L
45,167,42.96371956,167K,K,7,1,1,1,F,2,24,B
45,168,427.61063271,168E,E,7,1,1,13,F,2,24,L
45,169,653.87919777,169F,F,7,1,1,1,F,64,0,0
45,169,653.87919777,169F,F,7,2,1,1,U,60,0,0
45,170,1047.5618373,170G,G,7,1,1,2,F,68,0,0
45,170,1047.5618373,170G,G,7,2,1,2,F,60,0,0
45,171,2852.5821137,171H,H,7,1,1,2,F,2,2,L
45,172,42.96371956,172K,K,7,1,1,1,F,2,4,F
45,173,42.96371956,173K,K,7,1,1,3,R,2,11,F
45,174,42.96371956,174K,K,7,1,1,1,L,2,4,F
45,175,42.96371956,175K,K,7,1,1,1,R,41,0,0
45,175,42.96371956,175K,K,7,2,1,1,R,57,0,0
45,175,42.96371956,175K,K,7,3,1,1,R,57,0,0
45,175,42.96371956,175K,K,7,4,1,1,R,57,0,0
45,175,42.96371956,175K,K,7,5,1,1,R,42,0,0
45,175,42.96371956,175K,K,7,6,1,1,R,57,0,0
45,175,42.96371956,175K,K,7,7,1,1,B,57,0,0
45,175,42.96371956,175K,K,7,8,1,1,B,57,0,0
45,175,42.96371956,175K,K,7,9,1,1,L,57,0,0
45,175,42.96371956,175K,K,7,10,1,1,L,52,0,0
45,176,1906.2827406,176F,F,7,1,1,2,F,44,0,0
45,177,8316.2579082,177H,H,7,1,1,4,F,2,3,F
45,178,49.676221694,178B,B,7,1,1,15,9,51,0,0
45,178,49.676221694,178B,B,7,2,1,15,9,44,0,0
45,178,49.676221694,178B,B,7,3,1,15,9,31,0,N
45,179,3037.3929863,179E,E,7,1,1,1,F,2,1,F
45,180,72.098491887,180K,K,7,1,1,3,F,51,0,0
45,181,72.098491887,181K,K,7,1,1,1,F,2,15,F
45,181,72.098491887,181K,K,7,2,2,15,T,31,0,N
45,182,42.96371956,182K,K,7,1,1,1,R,2,1,F
45,182,42.96371956,182K,K,7,2,1,1,R,2,1,L
45,182,42.96371956,182K,K,7,3,2,1,N,32,0,N
45,183,42.96371956,183K,K,7,1,1,2,F,51,0,0
45,184,170.99560385,184D,D,7,1,1,15,R,2,2,F
45,184,170.99560385,184D,D,7,2,1,15,R,2,2,L
45,184,170.99560385,184D,D,7,3,1,15,R,2,2,L
45,185,170.99560385,185D,D,7,1,1,13,F,2,2,F
45,186,1376.9519614,186F,F,7,1,1,2,F,2,1,L
45,187,6007.0247685,187H,H,7,1,1,2,R,41,0,0
45,187,6007.0247685,187H,H,7,2,1,2,R,42,0,0
45,187,6007.0247685,187H,H,7,3,1,2,R,42,0,0
45,187,6007.0247685,187H,H,7,4,1,2,F,42,0,0
45,188,37.002772212,188B,B,7,1,1,1,9,31,0,N
45,188,37.002772212,188B,B,7,2,1,1,9,44,0,0
45,189,37.002772212,189B,B,7,1,1,5,F,57,0,0
45,189,37.002772212,189B,B,7,2,1,5,U,60,0,0
45,189,37.002772212,189B,B,7,3,1,5,L,68,0,0
45,190,42.96371956,190K,K,7,1,1,24,L,2,1,F
45,190,42.96371956,190K,K,7,2,1,24,R,52,0,0
45,191,141.20742495,191D,D,7,1,1,2,F,2,5,R
45,191,141.20742495,191D,D,7,2,2,5,F,3,15,L
45,192,1137.080933,192F,F,7,1,1,2,R,2,1,F
45,192,1137.080933,192F,F,7,2,1,2,R,2,1,L
45,192,1137.080933,192F,F,7,3,2,1,R,51,0,0
45,192,1137.080933,192F,F,7,4,2,1,L,59,0,0
45,193,4960.5748926,193H,H,7,1,1,4,U,61,0,0
45,194,37.002772212,194B,B,7,1,1,2,R,68,0,0
45,194,37.002772212,194B,B,7,2,1,2,R,42,0,0
45,194,37.002772212,194B,B,7,3,1,2,R,42,0,0
45,194,37.002772212,194B,B,7,4,1,2,R,42,0,0
45,195,2915.8168671,195F,F,7,1,1,2,L,2,3,F
45,196,51.078293499,196J,J,7,1,1,3,F,2,12,F
45,196,51.078293499,196J,J,7,2,1,3,B,3,15,F
45,197,51.078293499,197J,J,7,1,1,12,9,31,0,N
45,197,51.078293499,197J,J,7,2,1,12,T,42,0,0
45,197,51.078293499,197J,J,7,3,1,12,9,31,0,N
45,197,51.078293499,197J,J,7,4,1,12,U,42,0,0
45,197,51.078293499,197J,J,7,5,1,12,9,31,0,N
45,197,51.078293499,197J,J,7,6,1,12,U,42,0,0
45,197,51.078293499,197J,J,7,7,1,12,9,31,0,N
45,197,51.078293499,197J,J,7,8,1,12,T,50,0,0
45,197,51.078293499,197J,J,7,9,1,12,T,57,0,0
45,197,51.078293499,197J,J,7,10,1,12,R,42,0,0
45,198,45.262278556,198K,K,7,1,1,15,F,2,13,F
45,199,45.262278556,199K,K,7,1,1,3,F,42,0,0
45,199,45.262278556,199K,K,7,2,1,3,L,42,0,0
45,200,48.484379211,200J,J,7,1,1,11,T,31,0,N
45,201,42.96371956,201K,K,7,1,1,1,R,63,0,0
45,201,42.96371956,201K,K,7,2,1,1,F,2,3,L
45,202,42.96371956,202K,K,7,1,1,4,F,61,0,0
45,202,42.96371956,202K,K,7,2,1,4,R,41,0,0
45,202,42.96371956,202K,K,7,3,1,4,B,42,0,0
45,203,42.96371956,203K,K,7,1,1,2,F,52,0,0
45,204,1477.4060485,204E,E,7,1,1,3,F,2,1,B
