PSU,CASENO,RATWGT,CASEID,STRATIF,VERSION,ACCSEQ,VEHNUM,CLASS1,GADEV1,OBJCONT,CLASS2,GADEV2
9,29,53.914383811," 29J",J,7,1,1,15,F,51,0,0
9,29,53.914383811," 29J",J,7,2,1,15,L,31,0,N
9,30,106.68518468," 30C",C,7,1,1,1,F,2,11,R
9,30,106.68518468," 30C",C,7,2,2,11,F,50,0,0
9,30,106.68518468," 30C",C,7,3,2,11,9,3,1,L
9,31,746.75858566," 31E",E,7,1,1,2,F,2,11,B
9,31,746.75858566," 31E",E,7,2,2,11,F,3,3,B
9,32,12662.905069," 32H",H,7,1,1,1,L,2,1,F
9,33,45.057686254," 33K",K,7,1,1,15,F,2,12,B
9,34,50.087711027," 34B",B,7,1,1,1,R,2,22,F
9,35,581.56571559," 35D",D,7,1,1,4,F,2,22,L
9,36,83.874399921," 36B",B,7,1,1,22,R,2,2,L
9,36,83.874399921," 36B",B,7,2,1,22,L,3,3,F
9,37,128.4311512," 37J",J,7,1,1,2,F,2,15,F
9,38,2365.6472368," 38E",E,7,1,1,2,R,2,15,F
9,38,2365.6472368," 38E",E,7,2,1,2,R,2,15,L
9,38,2365.6472368," 38E",E,7,3,2,15,F,57,0,0
9,39,56.153286346," 39K",K,7,1,1,1,F,44,0,0
9,40,55.153525642," 40J",J,7,1,1,2,F,2,3,F
9,41,48.873485585," 41K",K,7,1,2,2,L,3,21,R
9,41,48.873485585," 41K",K,7,2,1,5,F,58,0,0
9,41,48.873485585," 41K",K,7,3,2,2,F,58,0,0
9,42,144.35441482," 42C",C,7,1,1,1,F,2,3,L
9,42,144.35441482," 42C",C,7,2,1,1,R,2,3,L
9,43,191.87631243," 43D",D,7,1,1,1,R,2,1,F
9,44,93.697694701," 44J",J,7,1,1,2,F,2,2,B
9,44,93.697694701," 44J",J,7,2,1,2,F,3,1,B
9,44,93.697694701," 44J",J,7,3,1,2,F,42,0,0
9,44,93.697694701," 44J",J,7,4,1,2,F,57,0,0
9,44,93.697694701," 44J",J,7,5,1,2,T,31,0,N
9,44,93.697694701," 44J",J,7,6,1,2,N,32,0,N
9,44,93.697694701," 44J",J,7,7,3,1,F,71,0,0
9,45,83.028834113," 45K",K,7,1,1,15,L,42,0,0
9,45,83.028834113," 45K",K,7,2,1,15,L,42,0,0
9,46,269.96168006," 46C",C,7,1,1,13,F,2,1,L
9,46,269.96168006," 46C",C,7,2,1,13,9,2,1,L
9,47,50.617815012," 47J",J,7,1,1,4,F,2,3,L
9,48,313.47633141," 48C",C,7,1,1,1,F,2,1,L
9,48,313.47633141," 48C",C,7,2,1,1,F,3,11,L
9,49,52.084207626," 49K",K,7,1,1,3,R,2,1,F
9,50,92.451524391," 50J",J,7,1,1,1,F,51,0,0
9,51,81.924558621," 51K",K,7,1,1,24,L,2,11,R
9,51,81.924558621," 51K",K,7,2,2,11,T,31,0,N
9,52,215.70797793," 52D",D,7,1,1,1,F,2,2,R
9,52,215.70797793," 52D",D,7,2,1,1,L,2,2,R
9,53,30.42819473," 53J",J,7,1,1,2,B,51,0,0
9,53,30.42819473," 53J",J,7,2,1,2,L,88,0,0
9,53,30.42819473," 53J",J,7,3,1,2,T,31,0,N
9,54,20.661970779," 54A",A,7,1,1,3,F,2,2,L
9,54,20.661970779," 54A",A,7,2,2,2,F,51,0,0
9,55,239.90503009," 55D",D,7,1,1,15,F,51,0,0
9,55,239.90503009," 55D",D,7,2,1,15,F,42,0,0
9,56,811.37763317," 56C",C,7,1,1,2,U,60,0,0
9,56,811.37763317," 56C",C,7,2,1,2,F,42,0,0
9,56,811.37763317," 56C",C,7,3,1,2,N,32,0,N
9,57,134.81069183," 57K",K,7,1,1,13,L,56,0,0
9,57,134.81069183," 57K",K,7,2,1,13,T,31,0,N
9,58,55.919127446," 58B",B,7,1,1,1,R,42,0,0
9,58,55.919127446," 58B",B,7,2,1,1,R,41,0,0
9,59,3419.1079698," 59E",E,7,1,1,1,B,2,24,F
9,60,37.498575386," 60B",B,7,1,1,1,F,2,14,F
9,61,2292.8054105," 61E",E,7,1,1,15,B,2,2,F
9,62,61.417531721," 62J",J,7,1,1,5,L,2,1,F
9,62,61.417531721," 62J",J,7,2,1,5,L,2,1,R
9,63,94.634824996," 63J",J,7,1,1,11,F,2,2,B
9,64,83.859258341," 64K",K,7,1,1,5,R,2,2,F
9,64,83.859258341," 64K",K,7,2,1,5,R,2,2,L
9,65,83.859258341," 65K",K,7,1,1,2,F,2,3,F
9,66,318.80604699," 66C",C,7,1,1,3,L,2,1,F
9,67,59.77613381," 67J",J,7,1,1,2,F,41,0,0
9,68,59.77613381," 68J",J,7,1,1,15,B,42,0,0
9,68,59.77613381," 68J",J,7,2,1,15,F,42,0,0
9,68,59.77613381," 68J",J,7,3,1,15,R,42,0,0
9,68,59.77613381," 68J",J,7,4,1,15,N,32,0,N
9,69,52.501307068," 69K",K,7,1,1,1,U,56,0,0
9,69,52.501307068," 69K",K,7,2,1,1,F,52,0,0
9,70,52.501307068," 70K",K,7,1,1,1,F,42,0,0
9,70,52.501307068," 70K",K,7,2,1,1,L,U,0,0
9,71,181.94753862," 71C",C,7,1,1,15,F,2,2,B
9,71,181.94753862," 71C",C,7,2,2,2,F,56,0,0
9,71,181.94753862," 71C",C,7,3,2,2,9,43,0,0
9,73,34.115163491," 73J",J,7,1,1,2,F,62,0,0
9,74,30.230650383," 74K",K,7,1,1,1,R,2,15,F
9,74,30.230650383," 74K",K,7,2,1,1,R,2,15,R
9,75,106.49094313," 75C",C,7,1,1,3,F,2,1,R
9,76,106.49094313," 76C",C,7,1,1,2,L,2,2,F
9,76,106.49094313," 76C",C,7,2,2,2,F,42,0,0
9,77,4972.5418128," 77H",H,7,1,1,1,R,2,1,F
9,78,17.693509322," 78K",K,7,1,1,1,F,2,3,L
9,79,29.769040118," 79A",A,7,1,1,1,F,2,1,L
9,79,29.769040118," 79A",A,7,2,1,1,9,53,0,0
9,80,1820.1922485," 80E",E,7,1,1,1,L,2,2,F
9,81,43.205840224," 81K",K,7,1,1,1,F,42,0,0
9,82,43.205840224," 82K",K,7,1,1,2,F,54,0,0
9,83,217.83688368," 83D",D,7,1,1,1,F,2,1,B
9,83,217.83688368," 83D",D,7,2,2,1,F,3,1,B
9,83,217.83688368," 83D",D,7,3,1,1,F,4,1,B
9,83,217.83688368," 83D",D,7,4,3,1,L,4,1,R
9,84,27.22961046," 84K",K,7,1,1,3,F,2,5,R
9,85,109.89982557," 85J",J,7,1,1,1,F,52,0,0
9,86,205.75999896," 86D",D,7,1,1,3,F,2,15,R
9,86,205.75999896," 86D",D,7,2,1,3,L,2,15,R
9,86,205.75999896," 86D",D,7,3,1,3,F,56,0,0
9,87,1656.8942579," 87F",F,7,1,1,13,L,2,15,F
9,88,25.719999869," 88K",K,7,1,1,4,F,52,0,0
9,88,25.719999869," 88K",K,7,2,1,4,R,63,0,0
9,89,130.42241109," 89C",C,7,1,1,1,B,2,1,F
9,89,130.42241109," 89C",C,7,2,2,1,B,3,14,F
9,89,130.42241109," 89C",C,7,3,1,1,N,60,0,0
9,89,130.42241109," 89C",C,7,4,3,14,B,4,24,F
9,90,912.91078077," 90E",E,7,1,1,2,F,2,5,B
9,91,24.454202079," 91J",J,7,1,1,1,F,56,0,0
9,92,21.669731516," 92K",K,7,1,1,1,F,42,0,0
9,93,230.99684291," 93D",D,7,1,1,2,R,2,15,F
9,93,230.99684291," 93D",D,7,2,1,2,R,2,15,L
9,93,230.99684291," 93D",D,7,3,1,2,L,3,22,L
9,94,28.874605364," 94K",K,7,1,1,11,F,2,1,B
9,94,28.874605364," 94K",K,7,2,1,11,B,3,2,R
9,94,28.874605364," 94K",K,7,3,1,11,F,54,0,0
9,95,39.870634395," 95J",J,7,1,1,11,L,2,14,F
9,95,39.870634395," 95J",J,7,2,1,11,L,2,14,R
9,95,39.870634395," 95J",J,7,3,2,14,F,51,0,0
9,96,1450.2954968," 96E",E,7,1,1,15,F,2,2,B
9,97,38.849162372," 97J",J,7,1,1,11,F,2,3,B
9,97,38.849162372," 97J",J,7,2,1,11,F,5,3,B
9,97,38.849162372," 97J",J,7,3,2,3,F,3,3,B
9,97,38.849162372," 97J",J,7,4,2,3,9,4,15,L
9,97,38.849162372," 97J",J,7,5,3,3,F,6,15,B
9,97,38.849162372," 97J",J,7,6,3,3,L,5,3,F
9,97,38.849162372," 97J",J,7,7,5,3,F,7,4,B
9,97,38.849162372," 97J",J,7,8,6,15,F,8,1,B
9,98,34.425613867," 98K",K,7,1,1,5,F,51,0,0
9,99,241.87616908," 99C",C,7,1,1,24,R,2,3,L
9,100,4147.633425,100G,G,7,1,1,24,F,2,15,B
9,100,4147.633425,100G,G,7,2,2,15,F,3,15,B
9,101,40.187814351,101K,K,7,1,1,5,R,2,1,F
9,101,40.187814351,101K,K,7,2,1,5,R,2,1,L
9,101,40.187814351,101K,K,7,3,1,5,F,3,1,L
9,102,40.187814351,102K,K,7,1,1,3,F,2,3,B
9,103,34.552286614,103A,A,7,1,1,3,L,51,0,0
9,104,34.552286614,104B,B,7,1,1,2,L,42,0,0
9,105,34.552286614,105B,B,7,1,1,1,R,2,15,F
9,106,401.18473928,106D,D,7,1,1,15,T,31,0,N
9,107,229.45834073,107C,C,7,1,1,15,R,41,0,0
9,107,229.45834073,107C,C,7,2,1,15,T,31,0,N
9,108,43.023438887,108J,J,7,1,1,1,F,42,0,0
9,109,43.023438887,109J,J,7,1,1,3,R,2,2,F
9,109,43.023438887,109J,J,7,2,1,3,B,3,11,F
9,110,38.124587608,110K,K,7,1,1,1,R,2,11,F
9,110,38.124587608,110K,K,7,2,1,1,L,63,0,0
9,110,38.124587608,110K,K,7,3,1,1,T,31,0,N
9,111,18.923971844,111A,A,7,1,1,1,R,2,3,F
9,111,18.923971844,111A,A,7,2,1,1,9,56,0,0
9,111,18.923971844,111A,A,7,3,1,1,L,31,0,N
9,112,165.30599776,112C,C,7,1,1,1,B,2,13,F
9,112,165.30599776,112C,C,7,2,2,13,N,32,0,N
9,113,219.72521805,113D,D,7,1,1,1,L,42,0,0
9,114,2834.6268434,114G,G,7,1,1,2,L,3,5,R
9,114,2834.6268434,114G,G,7,2,1,2,F,2,4,F
9,115,27.465652256,115K,K,7,1,1,15,F,2,13,L
9,116,27.465652256,116K,K,7,1,1,3,B,2,1,F
9,117,97.386114096,117K,K,7,1,1,4,R,2,22,F
9,117,97.386114096,117K,K,7,2,1,4,L,31,0,N
9,117,97.386114096,117K,K,7,3,1,4,T,56,0,0
9,118,104.93223987,118C,C,7,1,1,2,R,2,2,F
9,119,104.93223987,119C,C,7,1,1,1,9,56,0,0
9,119,104.93223987,119C,C,7,2,1,1,9,31,0,N
9,120,139.47624162,120D,D,7,1,1,13,R,56,0,0
9,121,139.47624162,121D,D,7,1,1,1,T,31,0,N
9,122,734.48859152,122E,E,7,1,1,3,F,2,18,F
9,123,103.02450763,123C,C,7,1,1,1,9,2,1,9
9,124,103.02450763,124C,C,7,1,1,1,R,2,2,F
9,124,103.02450763,124C,C,7,2,1,1,R,2,2,L
9,125,103.02450763,125C,C,7,1,1,13,F,2,1,B
9,125,103.02450763,125C,C,7,2,1,13,F,4,3,L
9,125,103.02450763,125C,C,7,3,1,13,B,3,3,F
9,126,136.94047833,126D,D,7,1,1,2,R,56,0,0
9,126,136.94047833,126D,D,7,2,1,2,F,56,0,0
9,127,1766.6390743,127G,G,7,1,1,1,F,56,0,0
9,128,17.117559791,128K,K,7,1,1,14,F,2,1,B
9,129,193.71903104,129C,C,7,1,1,13,F,2,2,B
9,130,257.49190539,130D,D,7,1,1,13,T,31,0,N
9,131,9045.6141479,131H,H,7,1,1,2,F,50,0,0
9,131,9045.6141479,131H,H,7,2,1,2,F,50,0,0
9,131,9045.6141479,131H,H,7,3,1,2,F,41,0,0
9,132,32.186488174,132K,K,7,1,1,15,R,50,0,0
9,132,32.186488174,132K,K,7,2,1,15,T,31,0,N
9,133,181.74420974,133C,C,7,1,1,5,F,56,0,0
9,134,241.57493772,134D,D,7,1,1,1,F,2,2,R
9,134,241.57493772,134D,D,7,2,1,1,L,3,3,L
9,135,1945.2961178,135F,F,7,1,1,24,R,2,3,F
9,135,1945.2961178,135F,F,7,2,1,24,R,2,3,L
9,136,30.196867215,136K,K,7,1,1,5,R,2,1,F
9,136,30.196867215,136K,K,7,2,2,1,B,3,1,F
9,136,30.196867215,136K,K,7,3,1,5,F,56,0,0
9,137,109.14330584,137C,C,7,1,1,3,F,2,1,B
9,137,109.14330584,137C,C,7,2,2,1,L,56,0,0
9,137,109.14330584,137C,C,7,3,2,1,R,56,0,0
9,137,109.14330584,137C,C,7,4,1,3,F,56,0,0
9,138,109.14330584,138C,C,7,1,1,15,F,2,14,B
9,138,109.14330584,138C,C,7,2,2,14,F,3,4,B
9,138,109.14330584,138C,C,7,3,3,4,F,4,2,B
9,139,145.0736029,139D,D,7,1,1,3,F,2,1,R
9,139,145.0736029,139D,D,7,2,2,1,R,52,0,0
9,140,5096.3925753,140H,H,7,1,1,1,F,68,0,0
9,141,489.15308769,141D,D,7,1,1,13,R,2,2,F
9,142,69.000903665,142J,J,7,1,1,4,L,2,2,F
9,143,61.144135961,143K,K,7,1,1,3,L,2,15,F
9,144,1281.6788192,144G,G,7,1,1,24,L,2,1,F
9,145,34.043107601,145F,F,7,1,1,2,F,2,1,L
11,1,1873.2273164,"  1H",H,7,1,1,5,F,42,0,0
11,2,185.43934716,"  2B",B,7,1,1,15,L,2,11,F
11,2,185.43934716,"  2B",B,7,2,1,15,L,2,11,9
11,2,185.43934716,"  2B",B,7,3,2,11,R,50,0,0
11,3,59.42302948,"  3K",K,7,1,1,4,F,51,0,0
11,3,59.42302948,"  3K",K,7,2,1,4,T,31,0,N
11,4,59.42302948,"  4K",K,7,1,1,1,R,2,2,F
11,4,59.42302948,"  4K",K,7,2,1,1,F,2,2,R
11,4,59.42302948,"  4K",K,7,3,1,1,L,63,0,0
11,5,1593.2585302,"  5E",E,7,1,1,14,T,31,0,N
11,5,1593.2585302,"  5E",E,7,2,1,14,L,68,0,0
11,6,45.385262303,"  6K",K,7,1,1,24,B,2,15,F
11,7,91.720566923,"  7J",J,7,1,1,2,F,2,2,L
11,8,75.624512651,"  8K",K,7,1,1,2,R,42,0,0
11,9,54.982263268,"  9A",A,7,1,1,2,F,2,1,F
11,9,54.982263268,"  9A",A,7,2,1,2,R,57,0,0
11,10,4969.0848468," 10F",F,7,1,1,1,F,59,0,0
11,11,63.947757113," 11B",B,7,1,1,2,F,2,15,F
11,12,11768.613001," 12G",G,7,1,1,2,R,54,0,0
11,13,356.04392203," 13C",C,7,1,1,24,F,2,2,R
11,14,55.042823932," 14K",K,7,1,1,1,F,42,0,0
11,15,64.222211006," 15B",B,7,1,1,2,L,41,0,0
11,15,64.222211006," 15B",B,7,2,1,2,L,50,0,0
11,15,64.222211006," 15B",B,7,3,1,2,F,41,0,0
11,15,64.222211006," 15B",B,7,4,1,2,T,31,0,N
11,16,74.094079387," 16K",K,7,1,1,12,T,31,0,N
11,16,74.094079387," 16K",K,7,2,1,12,B,50,0,0
11,17,56.573257196," 17K",K,7,1,1,2,F,42,0,0
11,18,56.573257196," 18K",K,7,1,1,3,R,42,0,0
11,18,56.573257196," 18K",K,7,2,1,3,T,31,0,N
11,19,43.865430471," 19C",C,7,1,1,2,F,2,13,L
11,19,43.865430471," 19C",C,7,2,2,13,F,50,0,0
11,20,1081.7358875," 20G",G,7,1,1,2,F,2,2,B
11,21,52.740889807," 21B",B,7,1,1,15,R,60,0,0
11,22,2136.0780062," 22E",E,7,1,1,1,R,55,0,0
11,23,97.52554039," 23D",D,7,1,1,2,F,2,1,R
11,24,954.95723762," 24F",F,7,1,1,13,F,2,1,F
11,25,45.742315531," 25B",B,7,1,1,1,F,42,0,0
11,25,45.742315531," 25B",B,7,2,1,1,N,32,0,N
11,26,881.8500702," 26E",E,7,1,1,1,F,72,0,0
11,27,1273.2763168," 27F",F,7,1,1,14,L,2,3,F
11,27,1273.2763168," 27F",F,7,2,1,14,L,2,3,R
11,28,4006.6250935," 28H",H,7,1,1,3,L,2,2,F
11,29,58.373452222," 29C",C,7,1,1,1,F,54,0,0
11,30,1439.5084572," 30G",G,7,1,1,1,R,2,2,F
11,30,1439.5084572," 30G",G,7,2,1,1,R,3,1,L
11,30,1439.5084572," 30G",G,7,3,1,1,9,4,2,B
11,31,45.742315531," 31B",B,7,1,1,5,F,2,1,B
11,31,45.742315531," 31B",B,7,2,2,1,R,3,15,F
11,32,51.204782651," 32J",J,7,1,1,1,R,50,0,0
11,32,51.204782651," 32J",J,7,2,1,1,L,42,0,0
11,32,51.204782651," 32J",J,7,3,1,1,R,42,0,0
11,32,51.204782651," 32J",J,7,4,1,1,F,42,0,0
11,33,2887.8921128," 33H",H,7,1,1,15,F,2,15,B
11,33,2887.8921128," 33H",H,7,2,2,15,F,3,2,B
11,33,2887.8921128," 33H",H,7,3,3,2,F,4,11,B
11,34,60.307855122," 34C",C,7,1,1,4,F,68,0,0
11,35,730.3424761," 35F",F,7,1,1,15,T,31,0,N
11,35,730.3424761," 35F",F,7,2,1,15,F,42,0,0
11,36,1487.2114666," 36G",G,7,1,1,1,F,54,0,0
11,37,61.78024853," 37K",K,7,1,1,1,T,31,0,N
11,38,61.78024853," 38K",K,7,1,1,15,F,2,4,F
11,39,61.78024853," 39K",K,7,1,1,2,R,50,0,0
11,39,61.78024853," 39K",K,7,2,1,2,R,57,0,0
11,39,61.78024853," 39K",K,7,3,1,2,R,51,0,0
11,39,61.78024853," 39K",K,7,4,1,2,L,41,0,0
11,40,51.204782651," 40J",J,7,1,1,1,T,31,0,N
11,40,51.204782651," 40J",J,7,2,2,22,L,88,0,0
11,40,51.204782651," 40J",J,7,3,1,1,F,3,13,F
11,41,73.734887017," 41C",C,7,1,1,1,T,31,0,N
11,42,892.94702738," 42F",F,7,1,1,3,F,2,2,R
11,43,8322.772094," 43G",G,7,1,1,1,R,2,2,F
11,44,52.175460461," 44K",K,7,1,1,4,F,41,0,0
11,44,52.175460461," 44K",K,7,2,1,4,F,41,0,0
11,44,52.175460461," 44K",K,7,3,1,4,F,41,0,0
11,44,52.175460461," 44K",K,7,4,1,4,F,42,0,0
11,44,52.175460461," 44K",K,7,5,1,4,T,31,0,N
11,45,52.175460461," 45K",K,7,1,1,2,R,2,2,F
11,46,95.889560004," 46K",K,7,1,1,1,F,2,3,9
11,46,95.889560004," 46K",K,7,2,1,1,L,31,0,N
11,47,95.889560004," 47K",K,7,1,1,1,T,31,0,N
11,48,42.218848654," 48K",K,7,1,1,2,F,2,2,L
11,48,42.218848654," 48K",K,7,2,1,2,B,2,2,F
11,49,50.381159394," 49D",D,7,1,1,15,9,2,1,R
11,50,493.32567254," 50F",F,7,1,1,3,F,2,2,L
11,51,1552.350415," 51H",H,7,1,1,15,T,31,0,N
11,52,75.246109049," 52B",B,7,1,1,1,L,2,24,9
11,53,694.50006035," 53D",D,7,1,1,13,T,31,0,N
11,53,694.50006035," 53D",D,7,2,1,13,9,57,0,0
11,55,42.218848654," 55K",K,7,1,1,15,F,42,0,0
11,56,101.74742526," 56D",D,7,1,1,15,F,50,0,0
11,56,101.74742526," 56D",D,7,2,1,15,R,42,0,0
11,56,101.74742526," 56D",D,7,3,1,15,L,50,0,0
11,57,2028.7809251," 57G",G,7,1,1,2,L,2,13,R
11,58,51.204782651," 58J",J,7,1,1,13,F,2,13,9
11,59,42.218848654," 59K",K,7,1,1,3,F,2,3,L
11,59,42.218848654," 59K",K,7,2,2,3,R,51,0,0
11,60,465.00917567," 60E",E,7,1,1,3,R,42,0,0
11,60,465.00917567," 60E",E,7,2,1,3,R,43,0,0
11,60,465.00917567," 60E",E,7,3,1,3,L,U,U,9
11,61,2112.9627063," 61G",G,7,1,1,13,F,2,2,B
11,62,45.742315531," 62B",B,7,1,1,1,T,31,0,N
11,63,51.204782651," 63C",C,7,1,1,2,F,2,5,9
11,64,61.217330548," 64D",D,7,1,1,1,L,2,4,F
11,65,1220.6358263," 65G",G,7,1,1,1,R,2,1,F
11,65,1220.6358263," 65G",G,7,2,1,1,L,3,1,F
11,66,45.742315531," 66A",A,7,1,1,15,F,2,15,B
11,66,45.742315531," 66A",A,7,2,1,15,F,50,0,0
11,66,45.742315531," 66A",A,7,3,1,15,F,42,0,0
11,66,45.742315531," 66A",A,7,4,1,15,F,41,0,0
11,66,45.742315531," 66A",A,7,5,1,15,R,43,0,0
11,66,45.742315531," 66A",A,7,6,1,15,R,42,0,0
11,66,45.742315531," 66A",A,7,7,1,15,R,42,0,0
11,66,45.742315531," 66A",A,7,8,1,15,R,41,0,0
11,66,45.742315531," 66A",A,7,9,1,15,R,41,0,0
11,66,45.742315531," 66A",A,7,10,1,15,N,32,0,N
11,67,116.74690444," 67C",C,7,1,1,2,R,3,13,F
11,67,116.74690444," 67C",C,7,2,1,2,B,U,U,9
11,67,116.74690444," 67C",C,7,3,2,3,F,3,13,9
11,68,633.59815969," 68E",E,7,1,1,2,L,42,0,0
11,69,4448.9148765," 69H",H,7,1,1,4,R,2,2,F
11,70,42.218848654," 70K",K,7,1,1,1,F,2,11,L
11,70,42.218848654," 70K",K,7,2,1,1,R,2,11,L
11,70,42.218848654," 70K",K,7,3,2,11,R,41,0,0
11,70,42.218848654," 70K",K,7,4,2,11,9,57,0,0
11,71,63.721507299," 71C",C,7,1,1,15,F,42,0,0
11,72,63.721507299," 72C",C,7,1,1,1,L,2,4,F
11,73,1571.3932477," 73G",G,7,1,1,1,F,2,15,B
11,73,1571.3932477," 73G",G,7,2,2,15,F,3,2,B
11,74,42.218848654," 74K",K,7,1,1,1,F,2,3,L
11,74,42.218848654," 74K",K,7,2,2,3,R,57,0,0
11,75,42.218848654," 75K",K,7,1,1,4,L,2,1,F
11,76,136.78906964," 76D",D,7,1,1,4,R,42,0,0
11,77,600.25088812," 77E",E,7,1,1,15,F,2,4,F
11,78,42.218848654," 78K",K,7,1,1,15,F,88,0,0
11,78,42.218848654," 78K",K,7,2,1,15,F,60,0,0
11,78,42.218848654," 78K",K,7,3,1,15,T,31,0,N
11,79,410.64539222," 79F",F,7,1,1,3,L,2,11,F
11,80,836.20569252," 80G",G,7,1,1,3,9,2,2,L
11,80,836.20569252," 80G",G,7,2,1,3,F,50,0,0
11,80,836.20569252," 80G",G,7,3,1,3,9,68,0,0
11,80,836.20569252," 80G",G,7,4,1,3,F,57,0,0
11,80,836.20569252," 80G",G,7,5,1,3,F,41,0,0
11,81,1292.1799544," 81H",H,7,1,1,3,U,88,0,0
11,82,1759.994888," 82E",E,7,1,1,1,L,3,U,F
11,82,1759.994888," 82E",E,7,2,2,1,F,3,U,B
11,83,60.805679398," 83J",J,7,1,1,5,F,42,0,0
11,84,60.805679398," 84J",J,7,1,1,14,F,2,1,F
11,85,50.134882776," 85K",K,7,1,1,3,F,88,0,0
11,85,50.134882776," 85K",K,7,2,1,3,F,42,0,0
11,85,50.134882776," 85K",K,7,3,1,3,R,42,0,0
11,85,50.134882776," 85K",K,7,4,1,3,T,31,0,N
11,85,50.134882776," 85K",K,7,5,1,3,B,59,0,0
11,86,45.742315531," 86B",B,7,1,1,11,F,42,0,0
11,87,42.218848654," 87K",K,7,1,1,2,F,58,0,0
11,88,394.60938015," 88E",E,7,1,1,24,L,56,0,0
11,88,394.60938015," 88E",E,7,2,1,24,N,79,0,0
11,88,394.60938015," 88E",E,7,3,2,15,L,88,0,0
11,89,1793.071938," 89G",G,7,1,1,1,9,79,0,0
11,90,45.742315531," 90A",A,7,1,1,2,9,50,0,0
11,90,45.742315531," 90A",A,7,2,1,2,T,31,0,N
11,91,51.204782651," 91J",J,7,1,1,1,F,88,0,0
11,92,156.63192851," 92D",D,7,1,1,2,F,54,0,0
11,92,156.63192851," 92D",D,7,2,1,2,B,54,0,0
11,92,156.63192851," 92D",D,7,3,1,2,F,54,0,0
11,93,4826.1620444," 93H",H,7,1,1,3,F,2,1,L
11,94,51.204782651," 94J",J,7,1,1,13,R,31,0,N
11,94,51.204782651," 94J",J,7,2,1,13,T,42,0,0
11,95,42.218848654," 95K",K,7,1,1,4,F,2,24,B
11,96,51.204782651," 96C",C,7,1,1,2,F,2,2,B
11,97,427.18144828," 97F",F,7,1,1,3,F,2,12,B
11,97,427.18144828," 97F",F,7,2,2,12,F,3,2,B
11,98,869.87840497," 98G",G,7,1,1,2,F,2,4,F
11,99,1344.2140465," 99H",H,7,1,1,4,F,2,2,B
11,99,1344.2140465," 99H",H,7,2,2,2,F,3,1,B
11,100,45.742315531,100B,B,7,1,1,3,F,50,0,0
11,100,45.742315531,100B,B,7,2,1,3,F,42,0,0
11,101,282.65040023,101C,C,7,1,1,1,F,2,2,B
11,102,43.696508357,102K,K,7,1,1,2,F,42,0,0
11,102,43.696508357,102K,K,7,2,1,2,F,68,0,0
11,102,43.696508357,102K,K,7,3,1,2,T,31,0,N
11,103,43.696508357,103K,K,7,1,1,2,F,71,0,0
11,104,2146.2674503,104E,E,7,1,1,2,R,2,3,F
11,105,74.150925876,105J,J,7,1,1,1,F,71,0,0
11,106,61.138170207,106K,K,7,1,1,1,F,42,0,0
11,107,61.138170207,107K,K,7,1,1,3,F,2,1,F
11,107,61.138170207,107K,K,7,2,2,1,B,3,1,9
11,107,61.138170207,107K,K,7,3,2,1,T,31,0,N
11,108,51.204782651,108J,J,7,1,1,2,F,2,3,F
11,109,51.204782651,109J,J,7,1,1,11,L,2,13,F
11,109,51.204782651,109J,J,7,2,1,11,T,31,0,N
11,110,42.218848654,110K,K,7,1,1,15,F,71,0,0
11,111,42.218848654,111K,K,7,1,1,12,F,42,0,0
11,111,42.218848654,111K,K,7,2,1,12,T,31,0,N
11,112,134.67812721,112D,D,7,1,1,3,F,2,1,B
11,112,134.67812721,112D,D,7,2,2,1,F,3,3,B
11,113,2685.3988179,113G,G,7,1,1,1,T,31,0,N
11,114,45.742315531,114B,B,7,1,1,15,R,42,0,0
11,114,45.742315531,114B,B,7,2,1,15,R,42,0,0
11,115,54.88450325,115D,D,7,1,1,1,F,50,0,0
11,115,54.88450325,115D,D,7,2,1,1,F,53,0,0
11,115,54.88450325,115D,D,7,3,1,1,L,42,0,0
11,116,54.88450325,116D,D,7,1,1,2,R,2,1,F
11,117,537.42182203,117F,F,7,1,1,2,R,42,0,0
11,117,537.42182203,117F,F,7,2,1,2,L,42,0,0
11,117,537.42182203,117F,F,7,3,1,2,T,31,0,N
11,118,1094.3631546,118G,G,7,1,1,1,F,2,1,F
11,118,1094.3631546,118G,G,7,2,2,1,B,3,U,F
11,119,1691.107994,119H,H,7,1,1,15,F,42,0,0
11,119,1691.107994,119H,H,7,2,1,15,F,42,0,0
11,120,63.493930487,120C,C,7,1,1,2,T,31,0,N
11,121,63.493930487,121C,C,7,1,1,2,F,61,0,0
11,122,63.493930487,122C,C,7,1,1,11,T,31,0,N
11,122,63.493930487,122C,C,7,2,1,11,9,50,0,0
11,123,344.58847281,123E,E,7,1,1,4,L,2,15,F
11,124,1565.7811289,124G,G,7,1,1,2,F,2,4,F
11,125,2419.5852837,125H,H,7,1,1,11,F,42,0,0
11,126,45.742315531,126B,B,7,1,1,2,F,2,2,F
11,126,45.742315531,126B,B,7,2,1,2,N,32,0,N
11,127,42.218848654,127K,K,7,1,1,15,F,2,15,F
11,128,65.030073967,128C,C,7,1,1,2,L,88,0,0
11,128,65.030073967,128C,C,7,2,1,2,T,31,0,N
11,129,80.426906685,129D,D,7,1,1,2,F,2,15,B
11,129,80.426906685,129D,D,7,2,2,15,F,51,0,0
11,131,2478.1236374,131H,H,7,1,1,5,F,76,0,0
11,132,45.742315531,132B,B,7,1,1,15,F,2,2,B
