PSU,CASENO,RATWGT,AOPSVEH,CASEID,STRATIF,VERSION,VEHNO,MODELYR,MAKE,MODEL,BODYTYPE,VIN,TOWPAR,TRAVELSP,DRINKING,ALCTEST,SPLIMIT,MANEUVER,ACCTYPE,DRPRES,OCUPANTS,OCCFORMS,CURBWGT,CARGOWGT,TOWHITCH,DOCTRAJ,CONDTREE,ROLLOVER,FOVERIDE,ROVERIDE,ANGTHIS,ANGOTHER,DVBASIS,DVTOTAL,DVLONG,DVLAT,ENERGY,DVCONFID,INSPTYPE,VINLNGTH,VINJSER,VINJURED,DRIVE,VTREAT,OTVEHWGT,OTBDYTYP,VAIS,DRUGS,EVALCLAS,SPECTEST,OBSNARC,SPECNARC,OBSDEPR,SPECDEPR,OBSSTIM,SPECSTIM,OBSHLUC,SPECHLUC,OBSCNAB,SPECCNAB,OBSPCP,SPECPCP,OBSINHL,SPECINHL,OBSOTH,SPECOTH,DRZIP,DRRACE,VEHUSE,ROLINTYP,ROLINLOC,ROLLOBJ,TRIPLOC,ROLINDIR,PREMOVE,PREEVENT,PRESTAB,CONSEQ
73,108,25.642337034,1,108A,A,7,1,91,20,16,2,1G1JC14G2M,1,U,U,U,48,U,98,1,1,1,111,0,0,0,0,0,0,0,998,998,4,U,U,U,U,0,2,17,1,1,2,1,998,98,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46408,U,0,0,0,0,0,0,1,90,U,U
73,109,2518.0605522,0,109F,F,7,1,88,20,481,31,9999999999,0,U,0,C,64,1,68,1,1,0,U,U,0,0,0,0,0,0,100,0,6,U,U,U,U,0,0,U,N,N,8,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46407,U,0,0,0,0,0,0,10,15,0,0
73,109,2518.0605522,1,109F,F,7,2,94,49,40,2,4T1SK12C8R,1,U,0,C,64,3,69,1,2,2,132,0,0,0,0,0,0,0,0,100,6,U,U,U,U,0,2,17,0,2,2,4,U,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83703,2,0,0,0,0,0,0,1,62,2,1
73,110,33.076427637,0,110K,K,7,1,89,20,16,2,1G1JC1112K,1,U,1,23,56,1,1,1,2,2,110,0,0,0,1,0,0,0,998,998,1,29,-29,0,455,1,1,17,0,2,2,3,998,98,2,7,0,1,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,0,46312,3,0,0,0,0,0,0,1,13,0,0
73,111,33.076427637,0,111K,K,7,1,87,41,35,4,JM1BF2226H,1,U,0,C,72,3,20,1,1,1,94,0,0,0,0,0,0,0,270,270,4,U,U,U,U,0,1,17,0,1,2,3,N,68,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46406,3,0,0,0,0,0,0,1,50,2,1
73,111,33.076427637,,111K,K,7,2,89,87,899,68,9999999999,0,0,0,C,72,1,21,,,,,,,,,,,,,,,,,,,,,U,N,N,8,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53177,U,0,,,,,,4,52,0,0
73,112,40.781635051,,112B,B,7,1,93,87,899,68,9999999999,0,U,0,U,89,1,98,,,,,,,,,,,,,,,,,,,,,U,N,N,8,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60152,U,0,,,,,,14,61,0,0
73,112,40.781635051,0,112B,B,7,2,86,21,1,2,9999999999,1,U,0,C,89,9,3,1,6,6,144,0,0,0,0,0,U,0,90,90,6,U,U,U,U,0,0,U,2,6,1,1,N,N,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46324,3,0,0,0,0,0,0,1,60,2,4
73,113,24.325933313,0,113K,K,7,1,87,20,9,3,1G1FP21S5H,1,U,1,26,40,1,1,1,1,1,139,0,0,1,0,0,0,0,998,998,1,57,-57,-5,2267,2,1,17,1,1,1,3,998,98,3,7,0,1,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,0,60416,U,0,0,0,0,0,0,1,13,0,0
73,114,108.86341676,0,114D,D,7,1,84,6,15,3,1C3BA44D3E,1,U,1,C,89,U,2,1,3,3,120,0,0,0,0,4,0,0,998,998,5,U,U,U,U,0,1,17,1,1,2,3,998,98,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46360,2,0,6,4,57,3,1,14,13,U,U
73,115,1410.0821272,0,115G,G,7,1,93,22,9,2,9999999999,0,U,0,C,56,U,82,1,2,0,147,U,0,0,0,0,0,0,60,185,6,U,U,U,U,0,0,U,N,N,1,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46410,U,0,0,0,0,0,0,10,15,U,U
73,115,1410.0821272,1,115G,G,7,2,91,20,35,3,J81RF236XM,1,U,0,C,56,9,83,1,1,1,108,0,0,0,0,0,0,0,185,60,6,U,U,U,U,0,2,17,0,0,2,0,147,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46410,1,0,0,0,0,0,0,1,67,1,1
73,116,24.325933313,0,116K,K,7,1,82,18,2,4,1G4AP69Y5C,1,U,7,28,48,1,50,1,1,1,168,U,0,0,0,0,0,0,260,95,1,44,-38,-22,2572,1,1,17,1,1,1,3,114,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46409,U,0,0,0,0,0,0,1,10,0,0
73,116,24.325933313,0,116K,K,7,2,82,18,15,4,1G4AB69R5C,1,U,0,C,48,7,51,1,3,3,114,1,0,0,0,0,0,0,95,260,1,59,-59,0,1520,1,1,17,1,3,2,3,168,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46404,2,0,0,0,0,0,0,1,62,1,1
73,117,24.325933313,0,117K,K,7,1,75,21,1,2,3J57K5R100,1,U,7,29,56,4,2,1,1,1,176,0,0,0,1,0,0,0,998,998,1,38,-38,3,1191,1,1,13,0,1,1,3,998,98,2,0,0,1,0,1,0,1,0,2,0,1,0,1,0,1,0,1,0,0,46406,3,0,0,0,0,0,0,1,62,2,4
73,118,403.24123851,1,118E,E,7,1,92,22,31,3,9999999999,1,U,0,C,40,1,82,1,1,1,98,0,0,0,0,0,0,0,345,90,6,U,U,U,U,0,0,U,0,1,2,4,N,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46320,1,0,0,0,0,0,0,10,15,0,0
73,118,403.24123851,1,118E,E,7,2,93,20,20,9,9999999999,0,U,0,C,40,U,83,1,1,0,143,U,0,0,0,0,0,0,90,345,6,U,U,U,U,0,0,U,N,N,2,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46324,U,0,0,0,0,0,0,1,67,U,U
73,119,947.01438433,0,119F,F,7,1,84,22,16,4,1G2AB6909E,1,48,0,C,56,3,20,1,2,2,110,0,0,0,0,0,0,U,0,0,1,26,-26,0,329,1,1,17,0,1,2,4,163,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60655,U,0,0,0,0,0,0,1,50,2,1
73,119,947.01438433,1,119F,F,7,2,93,41,43,4,JM1HD4615P,1,0,0,C,56,1,21,1,1,1,163,0,0,0,0,0,0,0,0,0,1,19,19,0,439,1,1,17,0,1,1,6,110,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60628,U,0,0,0,0,0,0,4,52,0,0
73,119,947.01438433,0,119F,F,7,3,85,20,16,4,9999999999,0,U,0,C,56,3,98,1,1,0,108,U,0,0,0,0,U,0,345,350,3,19,-18,-4,222,4,0,U,N,N,2,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60617,U,0,0,0,0,0,0,1,60,2,2
73,120,40.781635051,0,120B,B,7,1,83,20,481,31,1GCCC14H9D,1,U,0,0,89,U,14,1,1,1,U,U,0,0,2,0,0,0,998,998,5,U,U,U,U,0,0,17,1,1,8,1,N,N,5,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,46307,1,0,0,0,0,0,0,1,14,U,U
73,121,1178.5631199,1,121E,E,7,1,87,12,13,3,2FAPP2090H,1,U,0,C,56,1,72,1,1,1,99,0,0,0,0,0,0,0,200,270,6,U,U,U,U,0,1,17,0,1,2,4,107,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46320,1,0,0,0,0,0,0,11,98,0,0
73,121,1178.5631199,1,121E,E,7,2,94,20,32,4,1Y1SK5367R,1,U,0,C,56,3,73,1,1,1,107,0,0,0,0,0,0,0,270,200,6,U,U,U,U,0,2,17,0,1,2,4,99,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46327,1,0,0,0,0,0,0,1,64,2,1
73,122,40.756842007,1,122J,J,7,1,90,12,15,4,2FAPP36X1L,1,U,0,C,64,5,2,1,2,2,117,0,0,0,0,0,0,0,155,40,4,U,U,U,U,0,1,17,1,2,U,3,148,31,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46303,1,0,0,0,0,0,0,13,5,1,4
73,122,40.756842007,0,122J,J,7,2,87,12,399,6,9999999999,0,U,0,C,64,U,98,1,5,0,U,U,0,1,0,0,0,0,10,130,6,U,U,U,U,0,0,U,N,N,1,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46307,U,0,0,0,0,0,0,1,62,U,U
73,122,40.756842007,0,122J,J,7,3,82,12,481,31,1FTCF10E2C,1,U,0,C,64,9,98,1,3,3,148,0,0,0,0,0,0,0,40,155,4,U,U,U,U,0,1,17,0,3,8,4,117,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46303,U,0,0,0,0,0,0,1,62,1,4
73,123,40.756842007,0,123J,J,7,1,93,20,20,4,9999999999,1,U,0,12,64,7,2,1,1,1,144,0,0,1,0,4,0,0,997,997,5,U,U,U,U,0,0,U,1,1,2,3,N,N,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46324,1,0,1,4,61,1,2,13,13,1,4
73,124,23.573199452,0,124A,A,7,1,91,20,481,31,1GCDC14H5M,1,U,1,14,64,1,1,1,1,1,169,0,0,1,0,1,0,0,998,998,5,U,U,U,U,0,1,17,1,1,8,1,998,98,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46311,1,0,5,4,31,8,1,1,13,0,0
73,125,515.79991473,0,125F,F,7,1,72,41,471,30,9999999999,1,U,1,26,56,U,2,1,1,1,U,U,0,1,2,0,0,0,998,998,5,U,U,U,U,0,0,U,0,1,8,3,N,N,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60614,U,0,0,0,0,0,0,1,13,U,U
73,126,515.79991473,,126F,F,7,1,90,87,899,68,9999999999,1,U,0,C,89,U,20,,,,,,,,,,,,,,,,,,,,,U,N,N,8,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82716,U,0,,,,,,1,50,U,U
73,126,515.79991473,,126F,F,7,2,93,82,881,68,9999999999,0,0,0,C,89,1,98,,,,,,,,,,,,,,,,,,,,,U,N,N,8,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47166,U,0,,,,,,4,52,0,0
73,126,515.79991473,0,126F,F,7,3,88,18,3,4,9999999999,1,0,0,C,89,1,21,1,1,1,150,0,0,0,0,0,U,U,90,90,4,U,U,U,U,0,0,U,0,1,1,4,N,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46383,1,0,0,0,0,0,0,4,52,0,0
73,127,1488.3747138,0,127H,H,7,1,79,12,481,31,F14BLFD100,1,U,0,C,89,1,6,1,1,1,181,2,0,0,2,0,0,0,998,998,5,U,U,U,U,0,2,11,0,0,8,0,998,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46377,1,0,0,0,0,0,0,1,12,0,0
73,128,42.083864631,0,128K,K,7,1,88,12,499,39,9999999999,1,U,1,21,89,U,2,1,2,2,U,U,0,0,0,4,0,0,997,997,5,U,U,U,U,0,0,U,1,2,8,3,N,N,3,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,46319,1,0,1,2,63,1,1,14,13,U,U
73,129,855.92413071,1,129E,E,7,1,90,20,16,2,1G1JC14G9L,1,U,0,0,89,1,24,1,1,1,111,0,0,0,0,0,U,0,270,270,6,U,U,U,U,0,2,17,0,1,2,4,U,29,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,46410,2,0,0,0,0,0,0,1,51,0,0
73,129,855.92413071,0,129E,E,7,2,76,12,499,29,9999999999,0,U,0,C,89,1,25,1,1,0,U,U,0,0,0,0,0,U,270,270,6,U,U,U,U,0,0,U,N,N,8,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46342,U,0,0,0,0,0,0,1,52,0,0
73,130,26.404584314,0,130K,K,7,1,88,12,481,31,9999999999,1,U,0,0,56,1,86,1,1,1,U,U,0,0,0,0,U,0,0,90,6,U,U,U,U,0,0,U,0,1,8,4,N,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46319,U,0,0,0,0,0,0,1,66,0,0
73,130,26.404584314,0,130K,K,7,2,85,18,7,4,1G4AH19RXF,1,U,0,C,56,1,87,1,1,1,125,0,0,0,0,0,U,0,90,0,6,U,U,U,U,0,1,17,1,1,2,3,U,31,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46319,1,0,0,0,0,0,0,1,17,0,0
73,131,26.404584314,0,131K,K,7,1,89,37,31,4,9999999999,1,U,0,C,56,1,68,1,1,1,97,U,0,0,0,0,U,0,40,270,6,U,U,U,U,0,0,U,1,1,U,3,N,N,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46394,U,0,0,0,0,0,0,10,15,0,0
73,131,26.404584314,0,131K,K,7,2,72,20,8,2,1X27D2W300,1,U,0,C,56,2,69,1,3,3,139,0,0,1,0,0,U,0,270,40,6,U,U,U,U,0,1,13,0,3,1,4,97,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46323,1,0,0,0,0,0,0,1,62,1,1
73,132,47.175795223,1,132C,C,7,1,94,9,442,20,9999999999,1,U,0,C,105,1,25,1,2,2,174,68,0,1,0,4,0,U,0,355,6,U,U,U,U,0,0,U,0,1,8,6,N,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46324,1,0,1,4,61,1,2,3,52,0,0
73,132,47.175795223,0,132C,C,7,2,88,12,471,30,1FTBR10CXJ,1,U,0,C,105,6,24,1,1,1,123,0,0,0,0,4,U,0,355,0,6,U,U,U,U,0,1,17,0,1,8,4,174,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46310,U,0,1,4,61,1,2,1,51,1,1
73,133,59.947208327,0,133D,D,7,1,88,21,1,9,9999999999,1,U,0,C,56,U,82,1,1,1,U,U,0,0,0,0,0,0,170,270,6,U,U,U,U,0,0,U,0,0,1,0,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46327,U,0,0,0,0,0,0,10,15,U,U
73,133,59.947208327,0,133D,D,7,2,88,18,12,9,9999999999,1,U,0,C,56,U,83,1,1,1,U,U,0,0,0,0,0,0,270,170,6,U,U,U,U,0,0,U,0,1,2,4,N,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46324,1,0,0,0,0,0,0,1,72,U,U
73,134,242.90413724,,134E,E,7,1,U,U,U,U,9999999999,0,U,U,C,48,U,28,,,,,,,,,,,,,,,,,,,,,U,N,N,8,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,U,U,,,,,,1,51,U,U
73,134,242.90413724,1,134E,E,7,2,92,7,17,5,1B3XP48K0N,1,U,0,C,48,1,31,1,2,2,120,0,0,0,0,0,0,U,95,90,4,U,U,U,U,0,1,17,0,1,2,4,N,U,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46410,U,0,0,0,0,0,0,9,52,0,0
73,135,776.48203181,0,135G,G,7,1,94,12,471,30,9999999999,1,U,0,C,48,U,3,1,1,1,U,U,0,0,3,0,0,0,998,998,6,U,U,U,U,0,0,U,0,0,8,0,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46375,U,0,0,0,0,0,0,16,13,U,U
73,136,23.573199452,0,136B,B,7,1,89,23,481,31,1GTDC14Z1K,1,U,0,24,64,U,1,1,1,1,165,0,0,0,1,0,0,0,998,998,1,59,-59,0,3210,1,1,17,1,1,8,1,998,98,6,0,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,46307,1,0,0,0,0,0,0,13,13,U,U
73,137,27.269245793,1,137J,J,7,1,94,12,3,1,1FALP45T1R,1,0,0,C,56,1,21,1,5,5,139,0,0,0,0,0,0,U,270,270,6,U,U,U,U,0,0,17,0,4,1,4,N,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46402,2,0,0,0,0,0,0,4,52,0,0
73,137,27.269245793,1,137J,J,7,2,91,55,32,3,KMHVD32J1M,1,U,0,C,56,3,20,1,1,1,100,U,0,0,0,0,U,0,270,270,6,U,U,U,U,0,0,17,0,1,2,3,N,N,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46319,U,0,0,0,0,0,0,2,50,2,1
73,138,331.21768119,0,138E,E,7,1,92,12,471,30,1FTCR10A7N,1,U,1,24,80,1,20,1,2,2,130,0,0,0,0,0,0,0,90,90,1,42,-42,0,224,1,1,17,0,2,8,3,140,4,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,46410,1,0,0,0,0,0,0,1,50,0,0
73,138,331.21768119,0,138E,E,7,2,86,14,6,4,1MEBP8937G,1,0,0,C,80,1,21,1,2,2,140,0,0,0,0,0,0,0,90,90,1,40,40,0,1876,1,1,17,0,1,1,4,130,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46307,1,0,0,0,0,0,0,4,52,0,0
73,138,331.21768119,1,138E,E,7,3,90,37,31,4,1HGED3542L,1,0,0,C,80,1,98,1,2,2,103,0,0,0,0,0,0,0,90,85,3,19,19,0,166,4,2,17,0,1,U,4,140,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46307,1,0,0,0,0,0,0,4,52,0,0
73,139,1058.7904389,1,139G,G,7,1,93,12,17,4,1FALP52U6P,1,U,0,C,105,1,98,1,1,1,140,0,0,0,0,0,0,0,998,998,5,U,U,U,U,0,1,17,0,0,2,0,998,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46403,1,0,0,0,0,0,0,1,90,0,0
73,141,1102.580419,0,141E,E,7,1,92,21,17,4,9999999999,1,U,0,C,89,1,30,1,2,2,131,0,0,0,0,0,0,U,170,180,6,U,U,U,U,0,0,U,0,2,2,6,N,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47127,1,0,0,0,0,0,0,14,52,0,0
73,141,1102.580419,1,141E,E,7,2,93,14,4,2,9999999999,1,U,0,C,89,8,28,1,5,5,159,1,0,1,0,0,U,0,180,170,6,U,U,U,U,0,0,U,0,3,1,4,N,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46408,1,0,0,0,0,0,0,1,51,1,1
73,142,38.129222931,1,142J,J,7,1,90,20,20,4,2G1WL54T3L,1,U,7,0,64,7,50,1,1,1,142,0,0,0,0,0,0,0,350,185,1,34,-32,-12,885,1,1,17,0,1,2,3,122,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46303,U,0,0,0,0,0,0,13,62,1,4
73,142,38.129222931,0,142J,J,7,2,83,21,17,2,1G3AM27R5D,1,U,7,C,64,7,51,1,1,1,122,0,0,0,0,0,0,0,185,350,1,39,-37,13,658,1,1,17,1,1,2,3,142,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46303,1,0,0,0,0,0,0,1,62,1,1
73,143,34.013736255,0,143K,K,7,1,79,12,481,31,F25JNED400,1,U,0,0,32,1,86,1,1,1,161,U,0,1,0,0,0,0,180,270,1,34,-22,26,1284,1,1,11,0,1,8,4,164,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46408,U,0,0,0,0,0,0,1,17,0,0
73,143,34.013736255,0,143K,K,7,2,83,6,14,4,1C3BT56G7D,1,U,0,C,48,6,87,1,1,1,164,0,0,0,0,0,0,0,270,180,1,34,-26,-22,1263,1,1,17,0,1,2,3,161,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46383,2,0,0,0,0,0,0,1,66,1,1
73,144,42.083864631,,144K,K,7,1,91,85,899,68,9999999999,0,U,0,C,89,9,98,,,,,,,,,,,,,,,,,,,,,U,N,N,8,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46526,U,0,,,,,,1,60,1,2
73,144,42.083864631,0,144K,K,7,2,88,19,5,2,1G6EL1155J,1,U,1,18,89,U,6,1,1,1,154,0,0,0,0,4,0,0,280,270,4,U,U,U,U,0,1,17,1,1,2,3,N,68,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46312,U,0,1,4,61,1,1,1,10,U,U
73,145,3815.0443299,1,145G,G,7,1,91,14,36,4,3MAPM1488M,1,U,0,C,32,1,68,1,1,1,107,0,0,0,0,0,0,0,180,90,6,U,U,U,U,0,2,17,0,0,2,0,147,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46307,1,0,0,0,0,0,0,10,15,0,0
73,145,3815.0443299,0,145G,G,7,2,88,14,4,2,9999999999,0,U,0,C,72,U,69,1,1,0,147,U,0,0,0,0,0,0,90,180,6,U,U,U,U,0,0,U,N,N,1,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46375,U,0,0,0,0,0,0,1,66,U,U
73,146,36.816894637,0,146K,K,7,1,86,20,10,2,1G1GZ37H4G,1,U,1,21,64,3,14,1,1,1,144,3,0,0,0,0,0,0,998,998,5,U,U,U,U,0,1,17,0,1,1,3,998,98,2,0,0,2,0,1,0,1,0,1,0,1,0,2,0,1,0,0,0,0,46356,1,0,0,0,0,0,0,1,14,2,4
73,147,36.816894637,0,147K,K,7,1,89,20,9,3,1G1FP21S1K,1,U,0,C,48,1,1,1,1,1,140,0,0,1,1,0,0,0,998,998,6,U,U,U,U,0,2,17,0,1,1,3,998,98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46404,2,0,0,0,0,0,0,1,13,0,0
73,148,47.175795223,0,148J,J,7,1,92,12,471,30,9999999999,1,U,0,C,89,1,84,1,1,1,U,U,0,0,0,0,U,0,170,0,4,U,U,U,U,0,0,U,0,1,8,3,N,N,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28307,U,0,0,0,0,0,0,15,5,0,0
73,148,47.175795223,,148J,J,7,2,85,84,899,68,9999999999,1,U,0,C,89,4,84,,,,,,,,,,,,,,,,,,,,,U,N,N,8,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60608,U,0,,,,,,1,61,U,1
73,149,24.325933313,0,149K,K,7,1,86,20,32,4,1Y1SK1944G,1,U,1,20,80,U,1,1,1,1,98,0,0,1,0,4,0,0,997,997,5,U,U,U,U,0,1,17,1,1,2,3,998,98,4,0,0,2,0,1,0,2,0,1,0,0,0,2,0,1,0,1,0,0,46373,U,0,1,4,61,1,2,1,13,U,U
73,150,583.64019102,0,150E,E,7,1,90,22,16,9,9999999999,1,U,0,C,56,U,68,1,2,2,U,U,0,0,0,0,U,0,200,90,6,U,U,U,U,0,0,U,0,1,2,4,N,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46312,U,0,0,0,0,0,0,10,15,U,U
73,150,583.64019102,0,150E,E,7,2,91,20,20,9,9999999999,0,U,0,C,56,U,69,1,1,0,U,U,0,0,0,0,U,0,90,200,6,U,U,U,U,0,0,U,N,N,2,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46320,U,0,0,0,0,0,0,1,62,U,U
73,151,3955.1944868,0,151H,H,7,1,81,12,399,9,9999999999,0,U,0,C,48,1,87,1,1,0,U,U,0,0,0,0,0,0,0,270,6,U,U,U,U,0,0,U,N,N,1,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46405,U,0,0,0,0,0,0,1,17,0,0
73,151,3955.1944868,0,151H,H,7,2,80,6,399,9,9999999999,1,U,0,C,48,U,86,1,2,2,U,U,0,0,0,0,0,0,270,0,6,U,U,U,U,0,0,U,0,0,1,0,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46405,U,0,0,0,0,0,0,1,66,U,U
73,152,40.798254157,0,152B,B,7,1,85,21,1,2,1G3GM47Y4F,1,U,0,0,48,1,1,1,1,1,150,0,0,1,1,0,0,0,998,998,1,41,-41,0,1047,1,1,17,0,1,1,2,998,98,2,0,0,2,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,46342,U,0,0,0,0,0,0,1,13,0,0
73,153,52.626268018,0,153K,K,7,1,89,14,6,4,2MEBM75F1K,1,U,1,15,64,1,12,1,2,2,171,0,0,0,0,0,0,0,998,998,5,U,U,U,U,0,1,17,1,2,1,3,998,98,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60617,U,0,0,0,0,0,0,1,98,0,0
73,154,52.626268018,1,154K,K,7,1,95,9,20,2,9999999999,1,U,0,C,105,1,28,1,2,2,106,U,0,0,0,0,U,0,0,0,6,U,U,U,U,0,0,U,0,0,2,0,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46323,U,0,0,0,0,0,0,1,51,0,0
73,154,52.626268018,0,154K,K,7,2,89,22,18,2,9999999999,1,U,0,C,105,1,29,1,5,5,118,U,0,1,0,4,0,U,0,0,6,U,U,U,U,0,0,U,0,3,2,3,N,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46410,U,0,1,4,61,1,2,2,52,0,0
73,155,52.626268018,,155K,K,7,1,90,98,998,64,9999999999,1,U,0,C,48,U,87,,,,,,,,,,,,,,,,,,,,,U,N,N,8,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46404,U,7,,,,,,1,17,U,U
73,155,52.626268018,0,155K,K,7,2,82,20,15,5,1G1AX68R8C,1,U,0,C,48,1,86,1,2,2,117,0,0,0,0,0,0,0,0,90,4,U,U,U,U,0,1,17,1,2,2,3,N,64,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46408,2,0,0,0,0,0,0,1,66,0,0
73,156,2072.9105495,0,156F,F,7,1,84,6,15,3,1C3BA44E7E,1,U,0,C,48,8,73,1,1,1,116,0,0,1,0,0,0,0,350,300,6,U,U,U,U,0,1,17,0,1,2,4,U,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46405,3,0,0,0,0,0,0,1,64,2,3
