PSU,CASENO,RATWGT,CASEID,STRATIF,VERSION,VEHFORMS,MONTH,YEAR,TIME,EVENTS,ATREAT,AAIS,AINJSER,AINJURED,ALCINV,DAYWEEK,DRGINV,MANCOLL,PSUSTRAT,ADMINSS,PEDSTUDY,FIRESTDY
9,123,103.02450763,123C,C,7,2,11,94,2316,1,4,1,0,4,2,7,2,4,8,0,0,0
9,124,103.02450763,124C,C,7,2,11,94,1237,2,4,1,0,2,2,1,2,4,8,0,0,0
9,125,103.02450763,125C,C,7,4,11,94,1150,3,4,2,0,4,2,3,2,1,8,0,0,0
9,126,136.94047833,126D,D,7,1,11,94,1548,2,4,1,0,1,2,5,2,0,8,0,0,0
9,127,1766.6390743,127G,G,7,1,11,94,525,1,6,1,0,1,2,7,2,0,8,0,0,0
9,128,17.117559791,128K,K,7,2,11,94,2145,1,4,1,0,1,2,2,2,1,8,0,0,0
9,129,193.71903104,129C,C,7,2,11,94,2225,1,4,1,0,2,2,4,2,1,8,0,0,0
9,130,257.49190539,130D,D,7,1,12,94,830,1,4,1,0,1,2,1,1,0,8,0,0,0
9,131,9045.6141479,131H,H,7,1,12,94,330,3,0,0,0,0,U,5,U,0,8,0,0,0
9,132,32.186488174,132K,K,7,1,12,94,222,2,3,1,0,1,2,2,1,0,8,0,0,0
9,133,181.74420974,133C,C,7,1,12,94,2330,1,4,1,0,1,2,2,2,0,8,0,0,0
9,134,241.57493772,134D,D,7,3,12,94,1312,2,4,7,0,1,2,4,1,4,8,0,0,0
9,135,1945.2961178,135F,F,7,2,12,94,625,2,4,1,0,1,2,3,2,4,8,0,0,0
9,136,30.196867215,136K,K,7,3,12,94,1700,3,3,3,2,6,2,1,1,6,8,0,0,0
9,137,109.14330584,137C,C,7,2,12,94,700,4,4,1,0,2,2,5,2,1,8,0,0,0
9,138,109.14330584,138C,C,7,4,12,94,1745,3,4,1,0,2,2,4,2,1,8,0,0,0
9,139,145.0736029,139D,D,7,2,12,94,1239,2,4,1,0,3,2,3,2,4,8,0,0,0
9,140,5096.3925753,140H,H,7,1,12,94,2010,1,3,1,0,1,2,2,2,0,8,0,0,0
9,141,489.15308769,141D,D,7,2,12,94,1607,1,3,2,0,2,2,6,2,4,8,0,0,0
9,142,69.000903665,142J,J,7,2,12,94,2225,1,3,3,1,5,2,7,2,4,8,0,0,0
9,143,61.144135961,143K,K,7,2,12,94,2144,1,3,3,1,2,1,4,U,4,8,0,0,0
9,144,1281.6788192,144G,G,7,2,12,94,1645,1,6,2,0,1,2,6,2,4,8,0,0,0
9,145,34.043107601,145F,F,7,2,12,94,1046,1,4,1,0,3,2,7,2,6,8,0,0,0
11,1,1873.2273164,"  1H",H,7,1,1,94,1601,1,0,0,0,0,2,7,U,0,6,0,0,0
11,2,185.43934716,"  2B",B,7,2,1,94,735,3,1,1,1,2,2,4,U,4,6,0,0,0
11,3,59.42302948,"  3K",K,7,1,1,94,2319,2,3,2,0,1,2,5,U,0,6,0,0,0
11,4,59.42302948,"  4K",K,7,2,1,94,841,3,3,1,0,2,2,1,U,4,6,0,0,0
11,5,1593.2585302,"  5E",E,7,1,1,94,1500,2,3,2,0,1,2,6,U,0,6,0,0,0
11,6,45.385262303,"  6K",K,7,2,1,94,2345,1,3,3,1,1,1,3,1,1,6,0,0,0
11,7,91.720566923,"  7J",J,7,2,1,94,1601,1,3,2,0,3,2,7,U,4,6,0,0,0
11,8,75.624512651,"  8K",K,7,1,2,94,750,1,3,4,1,1,U,7,U,0,6,0,0,0
11,9,54.982263268,"  9A",A,7,2,1,94,1900,2,1,5,3,5,1,5,U,2,6,0,0,0
11,10,4969.0848468," 10F",F,7,1,1,94,1155,1,3,1,0,1,U,2,1,0,6,0,0,0
11,11,63.947757113," 11B",B,7,2,2,94,710,1,1,3,2,2,2,1,U,2,6,0,0,0
11,12,11768.613001," 12G",G,7,1,1,94,850,1,0,0,0,0,2,2,U,0,6,0,0,0
11,13,356.04392203," 13C",C,7,2,2,94,1900,1,4,1,0,1,2,7,U,1,6,0,0,0
11,14,55.042823932," 14K",K,7,1,2,94,1305,1,3,2,0,1,2,1,U,0,6,0,0,0
11,15,64.222211006," 15B",B,7,1,3,94,55,4,1,4,1,1,1,4,U,0,6,0,0,0
11,16,74.094079387," 16K",K,7,1,2,94,1640,2,3,2,0,2,1,1,U,0,6,0,0,0
11,17,56.573257196," 17K",K,7,1,3,94,550,1,3,2,0,1,1,6,1,0,6,0,0,0
11,18,56.573257196," 18K",K,7,1,3,94,1157,2,3,1,0,1,1,4,U,0,6,0,0,0
11,19,43.865430471," 19C",C,7,2,3,94,1845,2,4,1,0,3,2,7,U,4,6,0,0,0
11,20,1081.7358875," 20G",G,7,2,3,94,1720,1,0,0,0,0,2,4,U,1,6,0,0,0
11,21,52.740889807," 21B",B,7,1,2,94,1325,1,1,3,1,1,1,7,U,0,6,0,0,0
11,22,2136.0780062," 22E",E,7,1,3,94,750,1,4,1,0,2,2,6,U,0,6,0,0,0
11,23,97.52554039," 23D",D,7,2,3,94,440,1,4,1,0,2,2,1,U,4,6,0,0,0
11,24,954.95723762," 24F",F,7,2,3,94,1848,1,3,1,0,1,2,2,U,2,6,0,0,0
11,25,45.742315531," 25B",B,7,1,4,94,105,2,1,6,1,1,1,1,U,0,6,0,0,1
11,26,881.8500702," 26E",E,7,1,3,94,2140,1,4,1,0,1,2,2,U,0,6,0,0,0
11,27,1273.2763168," 27F",F,7,2,4,94,1705,2,4,2,0,4,2,5,U,4,6,0,0,0
11,28,4006.6250935," 28H",H,7,2,4,94,741,1,0,0,0,0,2,1,U,4,6,0,0,0
11,29,58.373452222," 29C",C,7,1,4,94,1745,1,4,1,0,1,U,3,U,0,6,0,0,0
11,30,1439.5084572," 30G",G,7,4,4,94,1700,3,0,0,0,0,2,6,U,4,6,0,0,0
11,31,45.742315531," 31B",B,7,3,4,94,2300,2,1,6,2,5,1,4,U,1,6,0,0,0
11,32,51.204782651," 32J",J,7,1,4,94,300,4,3,5,2,2,1,6,U,0,6,0,0,0
11,33,2887.8921128," 33H",H,7,4,4,94,755,3,0,1,0,1,U,4,U,1,6,0,0,0
11,34,60.307855122," 34C",C,7,1,4,94,1730,1,4,1,0,1,1,6,U,0,6,0,0,0
11,35,730.3424761," 35F",F,7,1,4,94,1120,2,5,1,0,1,1,6,U,0,6,0,0,0
11,36,1487.2114666," 36G",G,7,1,4,94,1536,1,0,1,0,1,2,7,U,0,6,0,0,0
11,37,61.78024853," 37K",K,7,1,5,94,300,1,3,2,0,3,1,7,U,0,6,0,0,0
11,38,61.78024853," 38K",K,7,2,5,94,2008,1,3,2,0,2,2,2,2,4,6,0,0,0
11,39,61.78024853," 39K",K,7,1,5,94,2145,4,3,2,0,3,2,6,U,0,6,0,0,0
11,40,51.204782651," 40J",J,7,3,5,94,1433,3,3,2,0,2,2,5,U,0,6,0,0,0
11,41,73.734887017," 41C",C,7,1,5,94,1820,1,4,1,0,1,2,5,U,0,6,0,0,0
11,42,892.94702738," 42F",F,7,2,5,94,2030,1,4,1,0,1,2,5,U,4,6,0,0,0
11,43,8322.772094," 43G",G,7,2,5,94,1710,1,0,0,0,0,2,5,U,5,6,0,0,0
11,44,52.175460461," 44K",K,7,1,5,94,2300,5,3,2,0,1,1,6,U,0,6,0,0,0
11,45,52.175460461," 45K",K,7,2,5,94,930,1,3,2,0,3,2,3,U,4,6,0,0,0
11,46,95.889560004," 46K",K,7,2,5,94,1305,2,4,1,0,2,2,2,U,4,6,0,0,0
11,47,95.889560004," 47K",K,7,1,5,94,1440,1,3,1,0,1,1,6,U,0,6,0,0,0
11,48,42.218848654," 48K",K,7,2,6,94,2135,2,3,2,0,1,1,2,U,4,6,0,0,0
11,49,50.381159394," 49D",D,7,2,6,94,1455,1,4,1,0,1,2,6,U,4,6,0,0,0
11,50,493.32567254," 50F",F,7,2,5,94,1820,1,4,1,0,2,2,3,U,4,6,0,0,0
11,51,1552.350415," 51H",H,7,1,6,94,1810,1,U,7,0,1,1,5,U,0,6,0,0,0
11,52,75.246109049," 52B",B,7,2,6,94,2013,1,1,2,1,3,2,2,U,5,6,0,0,0
11,53,694.50006035," 53D",D,7,1,6,94,1557,2,4,1,0,3,2,4,U,0,6,0,0,0
11,55,42.218848654," 55K",K,7,1,6,94,1550,1,3,4,1,1,U,2,U,0,6,0,0,0
11,56,101.74742526," 56D",D,7,1,6,94,1710,3,4,1,0,1,1,4,U,0,6,0,0,0
11,57,2028.7809251," 57G",G,7,2,6,94,1800,1,0,0,0,0,U,3,U,5,6,0,0,0
11,58,51.204782651," 58J",J,7,2,6,94,1705,1,3,2,0,3,2,6,U,4,6,0,0,0
11,59,42.218848654," 59K",K,7,2,6,94,2100,2,3,4,1,3,2,5,U,4,6,0,0,0
11,60,465.00917567," 60E",E,7,1,6,94,403,3,0,0,0,0,1,1,U,0,6,0,0,0
11,61,2112.9627063," 61G",G,7,2,6,94,1545,1,6,1,0,1,2,5,U,1,6,0,0,0
11,62,45.742315531," 62B",B,7,1,6,94,2238,1,1,1,2,2,1,3,1,0,6,0,0,0
11,63,51.204782651," 63C",C,7,2,6,94,1410,1,4,2,0,4,2,2,U,4,6,0,0,0
11,64,61.217330548," 64D",D,7,2,7,94,1750,1,3,3,1,6,2,1,U,4,6,0,0,0
11,65,1220.6358263," 65G",G,7,3,6,94,1313,2,6,1,0,2,2,4,U,4,6,0,0,0
11,66,45.742315531," 66A",A,7,2,7,94,200,10,1,6,1,1,1,1,U,1,6,0,0,1
11,67,116.74690444," 67C",C,7,3,7,94,1835,3,4,1,0,3,2,5,U,4,6,0,0,0
11,68,633.59815969," 68E",E,7,1,7,94,2200,1,4,1,0,1,2,7,U,0,6,0,0,0
11,69,4448.9148765," 69H",H,7,2,7,94,930,1,0,0,0,0,2,1,U,4,6,0,0,0
11,70,42.218848654," 70K",K,7,2,7,94,2100,4,1,5,1,2,U,5,U,4,6,0,0,0
11,71,63.721507299," 71C",C,7,1,7,94,600,1,4,2,0,1,2,4,U,0,6,0,0,0
11,72,63.721507299," 72C",C,7,2,7,94,2335,1,4,1,0,2,2,7,U,4,6,0,0,0
11,73,1571.3932477," 73G",G,7,3,7,94,2120,2,0,1,0,1,2,4,U,1,6,0,0,0
11,74,42.218848654," 74K",K,7,2,7,94,1520,2,3,2,0,2,2,6,U,6,6,0,0,0
11,75,42.218848654," 75K",K,7,2,7,94,1227,1,3,2,0,7,2,3,U,4,6,0,0,0
11,76,136.78906964," 76D",D,7,1,7,94,914,1,4,0,0,0,2,2,U,0,6,0,0,0
11,77,600.25088812," 77E",E,7,2,7,94,2209,1,4,1,0,3,1,2,U,4,6,0,0,0
11,78,42.218848654," 78K",K,7,1,6,94,1220,3,3,2,0,1,1,7,U,0,6,0,0,0
11,79,410.64539222," 79F",F,7,2,6,94,1220,1,3,1,0,2,2,7,U,4,6,0,0,0
11,80,836.20569252," 80G",G,7,2,8,94,1530,5,0,0,0,0,2,3,U,6,6,0,0,0
11,81,1292.1799544," 81H",H,7,1,7,94,2044,1,0,0,0,0,2,1,U,0,6,0,0,0
11,82,1759.994888," 82E",E,7,3,8,94,1652,2,4,1,0,1,U,5,U,5,6,0,0,0
11,83,60.805679398," 83J",J,7,1,7,94,527,1,3,3,1,1,1,1,U,0,6,0,0,0
11,84,60.805679398," 84J",J,7,2,7,94,2330,1,3,3,2,9,1,3,1,2,6,0,0,0
11,85,50.134882776," 85K",K,7,1,7,94,30,5,3,2,0,1,1,1,U,0,6,0,0,0
11,86,45.742315531," 86B",B,7,1,8,94,745,1,1,6,1,1,2,3,U,0,6,0,0,0
11,87,42.218848654," 87K",K,7,1,8,94,50,1,3,2,0,1,1,1,U,0,6,0,0,0
11,88,394.60938015," 88E",E,7,2,8,94,605,3,4,1,0,1,2,3,U,0,6,0,0,0
11,89,1793.071938," 89G",G,7,1,8,94,830,1,0,0,0,0,2,7,U,0,6,0,0,0
11,90,45.742315531," 90A",A,7,1,8,94,2330,2,1,1,1,1,1,1,U,0,6,0,0,0
11,91,51.204782651," 91J",J,7,1,8,94,813,1,3,5,2,3,2,5,U,0,6,0,0,0
11,92,156.63192851," 92D",D,7,1,8,94,659,3,4,1,0,2,2,7,U,0,6,0,0,0
11,93,4826.1620444," 93H",H,7,2,8,94,1238,1,0,0,0,0,2,2,U,4,6,0,0,0
11,94,51.204782651," 94J",J,7,1,7,94,1540,2,3,3,1,3,2,6,U,0,6,0,0,0
11,95,42.218848654," 95K",K,7,2,8,94,810,1,3,2,0,2,2,4,U,1,6,0,0,0
11,96,51.204782651," 96C",C,7,2,8,94,1606,1,4,1,0,2,1,3,U,1,6,0,0,0
11,97,427.18144828," 97F",F,7,3,8,94,1450,2,3,1,0,1,2,2,U,1,6,0,0,0
11,98,869.87840497," 98G",G,7,2,8,94,1240,1,4,2,0,1,2,6,U,4,6,0,0,0
11,99,1344.2140465," 99H",H,7,3,8,94,1735,2,0,0,0,0,2,2,U,1,6,0,0,0
11,100,45.742315531,100B,B,7,1,9,94,1010,2,1,5,1,1,U,5,U,0,6,0,0,0
11,101,282.65040023,101C,C,7,2,9,94,1815,1,4,1,0,4,2,3,U,1,6,0,0,0
11,102,43.696508357,102K,K,7,1,8,94,2020,3,3,2,0,6,2,2,U,0,6,0,0,0
11,103,43.696508357,103K,K,7,1,8,94,955,1,3,1,0,1,2,2,1,0,6,0,0,0
11,104,2146.2674503,104E,E,7,2,9,94,1100,1,4,1,0,1,2,5,U,4,6,0,0,0
11,105,74.150925876,105J,J,7,1,9,94,2157,1,3,2,0,1,2,7,U,0,6,0,0,0
11,106,61.138170207,106K,K,7,1,9,94,1410,1,3,3,1,1,2,4,U,0,6,0,0,0
11,107,61.138170207,107K,K,7,3,9,94,2210,3,3,3,1,2,2,1,U,2,6,0,0,0
11,108,51.204782651,108J,J,7,2,9,94,2225,1,3,2,0,4,1,4,1,2,6,0,0,0
11,109,51.204782651,109J,J,7,2,9,94,1550,2,3,3,1,5,2,6,1,4,6,0,0,0
11,110,42.218848654,110K,K,7,1,9,94,117,1,3,1,0,1,1,1,U,0,6,0,0,0
11,111,42.218848654,111K,K,7,1,9,94,1145,2,3,2,0,2,1,2,U,0,6,0,0,0
11,112,134.67812721,112D,D,7,3,9,94,1708,2,4,1,0,1,2,6,U,1,6,0,0,0
11,113,2685.3988179,113G,G,7,1,9,94,1330,1,0,0,0,0,2,7,U,0,6,0,0,0
11,114,45.742315531,114B,B,7,1,9,94,1838,2,1,5,1,2,U,2,U,0,6,0,0,0
11,115,54.88450325,115D,D,7,1,9,94,1700,3,4,1,0,1,2,6,U,0,6,0,0,0
11,116,54.88450325,116D,D,7,2,9,94,2246,1,4,1,0,1,2,4,U,4,6,0,0,0
11,117,537.42182203,117F,F,7,1,9,94,830,3,4,1,0,2,2,4,U,0,6,0,0,0
11,118,1094.3631546,118G,G,7,3,9,94,1515,2,4,1,0,1,U,7,U,2,6,0,0,0
11,119,1691.107994,119H,H,7,1,9,94,2010,2,0,0,0,0,U,7,U,0,6,0,0,0
11,120,63.493930487,120C,C,7,1,9,94,1520,1,4,1,0,1,2,1,U,0,6,0,0,0
11,121,63.493930487,121C,C,7,1,10,94,30,1,4,1,0,1,2,7,U,0,6,0,0,0
11,122,63.493930487,122C,C,7,1,10,94,1545,2,4,1,0,1,2,7,U,0,6,0,0,0
11,123,344.58847281,123E,E,7,2,9,94,1820,1,4,1,0,1,2,5,U,4,6,0,0,0
11,124,1565.7811289,124G,G,7,2,10,94,400,1,0,0,0,0,2,4,U,4,6,0,0,0
11,125,2419.5852837,125H,H,7,1,9,94,1700,1,0,0,0,0,2,2,U,0,6,0,0,0
11,126,45.742315531,126B,B,7,2,10,94,9,2,1,3,2,2,1,4,U,2,6,0,0,1
11,127,42.218848654,127K,K,7,2,9,94,2346,1,3,2,0,2,1,3,1,2,6,0,0,0
11,128,65.030073967,128C,C,7,1,10,94,1025,2,4,2,0,1,2,3,U,0,6,0,0,0
11,129,80.426906685,129D,D,7,2,10,94,1715,2,4,1,0,3,2,5,U,1,6,0,0,0
11,131,2478.1236374,131H,H,7,1,10,94,616,1,0,0,0,0,2,3,U,0,6,0,0,0
11,132,45.742315531,132B,B,7,4,10,94,2000,5,1,6,2,5,U,5,U,1,6,0,0,0
11,133,51.204782651,133J,J,7,1,9,94,200,2,3,5,1,2,1,6,U,0,6,0,0,0
11,134,42.218848654,134K,K,7,1,9,94,1920,1,3,2,0,1,1,5,1,0,6,0,0,0
11,135,42.218848654,135K,K,7,1,10,94,1135,1,3,2,0,1,2,6,U,0,6,0,0,0
11,136,42.218848654,136K,K,7,1,10,94,940,1,3,3,1,1,2,1,U,0,6,0,0,0
11,137,4344.8466923,137H,H,7,1,10,94,2320,3,0,0,0,0,1,1,U,0,6,0,0,0
11,138,49.767639298,138B,B,7,1,10,94,2132,2,1,1,1,1,1,6,U,0,6,0,0,0
11,139,459.34107335,139D,D,7,1,10,94,45,1,4,1,0,1,2,3,U,0,6,0,0,0
11,140,69.638504405,140J,J,7,1,10,94,1600,1,3,2,0,2,2,2,U,0,6,0,0,0
11,141,69.638504405,141J,J,7,2,10,94,1045,2,3,3,1,3,2,7,U,2,6,0,0,0
11,142,69.638504405,142J,J,7,1,10,94,1450,3,3,1,0,1,1,6,U,0,6,0,0,0
11,143,57.417634169,143K,K,7,1,10,94,310,2,3,1,0,2,2,1,1,0,6,0,0,0
11,144,51.204782651,144J,J,7,2,10,94,1600,1,3,4,1,1,2,7,U,4,6,0,0,0
11,145,51.204782651,145J,J,7,1,10,94,1825,3,3,2,0,5,2,6,U,0,6,0,0,0
11,146,42.218848654,146K,K,7,1,10,94,1700,2,3,2,0,2,2,1,U,0,6,0,0,0
11,147,42.218848654,147K,K,7,1,10,94,140,2,3,2,0,1,1,7,U,0,6,0,0,0
11,148,235.88336541,148C,C,7,1,10,94,1245,1,4,2,0,2,2,7,U,0,6,0,0,0
11,149,5816.9610758,149G,G,7,2,10,94,2103,1,0,0,0,0,2,2,U,4,6,0,0,0
11,150,45.742315531,150A,A,7,1,11,94,755,1,1,5,1,2,2,2,U,0,6,0,0,0
11,151,51.204782651,151J,J,7,2,11,94,855,5,3,2,0,2,2,7,U,4,6,0,0,0
11,152,42.218848654,152K,K,7,2,11,94,1616,1,3,3,1,4,2,6,U,4,6,0,0,0
11,153,1319.0698529,153E,E,7,1,11,94,1832,1,4,1,0,1,2,6,U,0,6,0,0,0
11,154,51.204782651,154J,J,7,1,11,94,802,2,3,1,0,1,1,3,1,0,6,0,0,0
11,155,51.204782651,155J,J,7,1,11,94,1540,3,3,2,0,2,2,6,U,0,6,0,0,1
11,156,51.204782651,156J,J,7,1,11,94,1155,2,3,1,0,1,2,3,U,0,6,0,0,0
11,157,122.71612009,157D,D,7,1,11,94,1806,1,4,1,0,2,2,3,U,0,6,0,0,0
11,158,538.49668153,158E,E,7,1,11,94,1419,3,4,1,0,1,2,5,U,0,6,0,0,0
11,159,2446.8837714,159G,G,7,1,11,94,2055,1,0,0,0,0,2,5,U,0,6,0,0,0
11,160,51.204782651,160C,C,7,2,11,94,1305,1,4,1,0,2,2,6,U,4,6,0,0,0
11,161,51.204782651,161C,C,7,1,11,94,2225,1,4,0,0,0,2,2,U,0,6,0,0,0
11,162,113.01019807,162E,E,7,2,11,94,805,2,4,1,0,1,2,5,U,1,6,0,0,1
11,163,252.17485495,163F,F,7,1,11,94,905,1,4,0,0,0,2,2,U,0,6,0,0,0
11,164,513.50886487,164G,G,7,2,11,94,13,3,0,0,0,0,2,6,U,4,6,0,0,0
11,165,793.51990488,165H,H,7,1,11,94,2312,1,0,0,0,0,2,1,U,0,6,0,0,0
11,166,38.835225886,166A,A,7,2,11,94,1120,2,1,3,2,3,1,6,U,6,6,0,0,0
11,167,38.835225886,167B,B,7,4,11,94,900,3,1,7,1,1,2,3,U,1,6,0,0,0
11,168,38.835225886,168B,B,7,2,11,94,545,1,1,3,3,3,U,5,1,2,6,0,0,0
11,169,289.8190698,169C,C,7,2,11,94,1410,5,4,1,0,2,2,5,U,0,6,0,0,0
11,170,54.341075588,170J,J,7,2,11,94,1555,2,3,2,0,1,2,6,U,4,6,0,0,0
11,171,44.804753134,171K,K,7,1,11,94,1653,1,3,2,0,1,2,5,U,0,6,0,0,0
11,172,42.218848654,172K,K,7,1,11,94,1520,3,3,1,0,1,2,4,U,0,6,0,0,0
11,173,42.218848654,173K,K,7,2,12,94,2325,2,1,5,2,3,1,5,U,2,6,0,0,0
11,174,42.218848654,174K,K,7,2,11,94,1030,1,3,2,0,3,2,7,U,4,6,0,0,0
11,175,793.73069101,175F,F,7,1,11,94,1520,1,4,1,0,1,2,7,U,0,6,0,0,0
11,176,1616.2901976,176G,G,7,2,11,94,1737,1,0,0,0,0,2,2,U,1,6,0,0,0
11,177,2497.6364219,177H,H,7,2,12,94,1845,1,0,0,0,0,2,3,U,1,6,0,0,0
11,178,42.218848654,178K,K,7,2,12,94,1140,3,3,3,1,1,1,6,U,0,6,0,0,0
11,179,56.120441785,179C,C,7,3,12,94,1145,2,4,1,0,3,2,5,U,4,6,0,0,0
11,180,304.57174693,180E,E,7,2,12,94,1200,1,4,1,0,1,2,6,U,4,6,0,0,0
11,181,304.57174693,181E,E,7,2,12,94,1852,1,6,1,0,2,2,2,U,4,6,0,0,0
11,182,1383.9484817,182G,G,7,2,12,94,515,2,0,0,0,0,2,6,U,1,6,0,0,0
11,183,2138.6011863,183H,H,7,2,12,94,1605,1,0,0,0,0,2,6,U,1,6,0,0,0
11,184,51.204782651,184J,J,7,2,12,94,1100,1,3,3,1,2,2,7,U,4,6,0,0,0
11,185,54.754980915,185C,C,7,2,12,94,215,3,4,1,0,4,1,1,U,4,6,0,0,0
11,186,54.754980915,186C,C,7,1,12,94,2030,1,4,0,0,0,2,4,U,0,6,0,0,0
11,187,297.16124214,187E,E,7,1,12,94,120,1,4,2,0,1,1,7,U,0,6,0,0,0
11,188,663.09584811,188F,F,7,1,12,94,2135,3,4,1,0,1,2,6,U,0,6,0,0,0
11,189,1350.2757693,189G,G,7,2,12,94,840,1,6,1,0,1,2,4,U,6,6,0,0,0
11,190,51.873533541,190E,E,7,2,12,94,915,1,4,1,0,2,2,4,U,1,6,0,0,0
11,191,115.75239244,191F,F,7,2,12,94,2021,1,4,1,0,4,1,3,U,1,6,0,0,0
11,192,235.70898715,192G,G,7,3,12,94,1247,2,0,1,0,1,2,6,U,1,6,0,0,0
11,193,364.23864486,193H,H,7,2,12,94,1215,1,0,0,0,0,2,4,U,4,6,0,0,0
11,194,45.742315531,194B,B,7,1,12,94,2205,1,1,5,1,2,1,2,U,0,6,0,0,0
11,195,90.770524606,195D,D,7,2,12,94,1540,1,4,1,0,1,2,6,U,4,6,0,0,0
11,196,1809.9082942,196G,G,7,1,12,94,720,2,4,1,0,1,2,4,U,0,6,0,0,0
11,197,29.642019167,197E,E,7,2,12,94,555,2,3,3,1,1,2,3,U,U,6,0,0,0
11,198,134.6908498,198G,G,7,2,12,94,1935,1,0,0,0,0,2,7,U,1,6,0,0,0
11,501,0,501F,F,7,1,3,94,1540,3,4,1,0,2,2,5,U,0,6,0,0,1
11,502,0,502B,B,7,1,11,94,435,2,1,5,1,1,1,1,U,0,6,0,0,1
12,1,76.672662666,"  1K",K,7,2,1,94,230,1,3,2,0,3,1,7,U,2,5,0,0,0
12,2,446.89052595,"  2E",E,7,2,1,94,1645,3,4,1,0,3,2,7,U,4,5,0,0,0
12,4,43.791295963,"  4J",J,7,2,1,94,1335,1,1,5,1,3,2,4,U,4,5,0,0,0
12,5,39.064672098,"  5K",K,7,1,1,94,2314,2,3,3,1,3,U,6,U,0,5,0,0,0
12,6,29.718086305,"  6K",K,7,2,1,94,1800,1,3,2,0,2,2,2,U,4,5,0,0,0
12,7,29.718086305,"  7K",K,7,1,1,94,1855,2,3,1,0,2,2,6,U,0,5,0,0,0
12,8,148.15060385,"  8D",D,7,1,1,94,740,1,4,2,0,2,2,3,U,0,5,0,0,0
12,9,1409.8113747,"  9F",F,7,2,1,94,1457,3,3,3,1,4,2,1,U,4,5,0,0,0
12,10,28.798499394," 10A",A,7,1,1,94,858,1,3,2,0,1,2,6,U,0,5,0,0,0
12,11,186.63628044," 11E",E,7,2,1,94,720,2,4,1,0,1,2,5,U,0,5,0,0,0
12,12,438.31638568," 12F",F,7,2,1,94,2252,2,4,2,0,2,1,2,U,6,5,0,0,0
12,13,596.6128033," 13G",G,7,1,1,94,30,3,0,0,0,0,2,6,U,0,5,0,0,0
12,14,596.6128033," 14G",G,7,1,1,94,1255,2,0,0,0,0,2,5,U,0,5,0,0,0
12,15,1264.7908742," 15H",H,7,1,1,94,1455,1,U,U,0,0,U,7,U,0,5,0,0,0
12,16,57.653087431," 16K",K,7,2,1,94,1050,2,3,2,0,2,2,6,U,6,5,0,0,0
12,17,394.4296955," 17F",F,7,2,1,94,933,2,4,1,0,1,2,5,U,4,5,0,0,0
12,18,536.87658966," 18G",G,7,1,1,94,2030,2,0,0,0,0,2,5,U,0,5,0,0,0
12,19,1138.1529318," 19H",H,7,1,1,94,1034,1,0,0,0,0,2,6,U,0,5,0,0,0
12,20,39.240350333," 20J",J,7,2,2,94,937,2,3,3,1,2,2,7,U,4,5,0,0,0
12,21,35.004933858," 21K",K,7,2,2,94,1204,1,3,2,0,2,2,3,U,2,5,0,0,0
12,22,35.004933858," 22K",K,7,1,2,94,1532,1,3,4,1,2,2,3,U,0,5,0,0,0
12,23,35.004933858," 23K",K,7,1,1,94,245,3,3,5,1,1,1,1,U,0,5,0,0,0
12,24,74.300128438," 24B",B,7,2,2,94,255,1,1,1,1,2,1,3,U,2,5,0,0,0
12,25,28.798499394," 25B",B,7,4,2,94,1748,5,1,4,2,2,2,2,U,2,5,0,0,1
12,26,3298.2843018," 26G",G,7,2,2,94,1442,1,6,2,0,1,2,6,U,2,5,0,0,0
12,28,55.869088826," 28B",B,7,1,2,94,1655,3,1,7,1,1,1,3,U,0,5,0,0,0
12,29,60.120343182," 29C",C,7,2,2,94,735,1,4,7,0,1,2,6,U,4,5,0,0,0
12,30,765.53787036," 30F",F,7,2,2,94,1215,1,4,1,0,2,2,3,U,1,5,0,0,0
12,31,2209.0100757," 31H",H,7,1,2,94,100,2,0,0,0,0,2,3,U,0,5,0,0,0
12,32,64.62881369," 32J",J,7,2,2,94,1615,1,3,2,0,2,2,6,U,2,5,0,0,0
12,33,33.31382149," 33J",J,7,1,2,94,1635,1,3,2,0,1,1,3,1,0,5,0,0,0
12,34,134.54119947," 34C",C,7,2,2,94,1615,2,4,1,0,2,2,4,U,4,5,0,0,0
12,35,729.47243942," 35E",E,7,2,2,94,1430,3,4,1,0,1,2,3,U,4,5,0,0,0
12,36,28.798499394," 36A",A,7,1,3,94,220,5,1,7,1,1,1,3,U,0,5,0,0,1
12,37,29.718086305," 37K",K,7,1,3,94,154,1,3,2,0,1,1,5,U,0,5,0,0,0
12,38,370.84736817," 38E",E,7,2,3,94,1752,1,4,2,0,2,2,1,U,4,5,0,0,0
12,39,1185.4730891," 39G",G,7,3,3,94,735,3,0,0,0,0,2,3,U,0,5,0,0,0
12,40,110.66941045," 40K",K,7,1,3,94,114,1,3,3,1,4,2,1,U,0,5,0,0,0
12,41,110.66941045," 41K",K,7,2,2,94,1633,2,3,4,1,5,2,1,1,4,5,0,0,0
12,42,2132.5966842," 42G",G,7,2,3,94,1131,1,0,0,0,0,2,4,U,4,5,0,0,0
12,43,23.070654227," 43J",J,7,1,3,94,1030,2,3,4,1,1,2,6,1,0,5,0,0,0
12,44,172.85217867," 44E",E,7,2,3,94,1125,1,4,7,0,1,2,2,U,1,5,0,0,0
12,45,405.94434281," 45F",F,7,1,3,94,1241,2,3,2,0,1,2,7,U,0,5,0,0,0
