PSU,CASENO,RATWGT,CASEID,STRATIF,VERSION,VEHFORMS,MONTH,YEAR,TIME,EVENTS,ATREAT,AAIS,AINJSER,AINJURED,ALCINV,DAYWEEK,DRGINV,MANCOLL,PSUSTRAT,ADMINSS,PEDSTUDY,FIRESTDY
43,94,34.331516966," 94K",K,7,2,7,94,1134,1,3,4,1,1,2,3,2,4,9,0,0,0
43,95,41.574185435," 95A",A,7,2,7,94,1645,1,1,2,1,2,1,6,2,4,9,0,0,0
43,96,41.574185435," 96B",B,7,1,7,94,1417,1,1,1,1,1,2,7,U,0,9,0,0,0
43,97,4074.5272179," 97E",E,7,3,8,94,2013,3,3,2,0,2,2,5,2,4,9,0,0,0
43,98,49.320983165," 98K",K,7,1,7,94,600,3,3,4,1,1,2,2,2,0,9,0,0,0
43,99,219.05647604," 99C",C,7,1,8,94,1505,1,4,1,0,4,2,1,2,0,9,0,0,0
43,100,4127.0568169,100G,G,7,2,8,94,1537,1,0,0,0,0,1,4,1,1,9,0,0,0
43,101,41.073089257,101J,J,7,2,8,94,1613,2,3,3,1,2,2,7,2,4,9,0,0,0
43,102,45.544596965,102K,K,7,2,8,94,1610,4,3,4,1,2,2,3,2,4,9,0,0,0
43,103,40.797603061,103B,B,7,1,8,94,705,4,1,3,1,2,1,1,2,0,9,0,0,0
43,104,34.918302043,104J,J,7,1,8,94,1550,2,3,1,0,1,2,5,2,0,9,0,0,0
43,105,185.08043357,105D,D,7,2,8,94,1249,1,4,1,0,1,2,7,2,4,9,0,0,0
43,106,2096.3997816,106G,G,7,1,8,94,1413,1,0,0,0,0,2,3,2,0,9,0,0,0
43,107,52.588110345,107B,B,7,2,8,94,1156,2,1,5,2,2,U,6,U,4,9,0,0,0
43,108,7682.0951504,108H,H,7,1,8,94,1242,1,0,0,0,0,2,7,2,0,9,0,0,0
43,109,62.387206818,109K,K,7,2,8,94,1315,2,4,2,0,4,2,7,2,4,9,0,0,0
43,110,62.387206818,110K,K,7,2,8,94,654,1,3,4,1,2,U,1,U,2,9,0,0,0
43,111,663.79692184,111C,C,7,1,9,94,1435,3,4,1,0,1,U,6,U,0,9,0,0,0
43,112,56.927887374,112B,B,7,2,8,94,1745,2,1,3,2,4,2,4,U,U,9,0,0,0
43,113,67.535643704,113K,K,7,2,8,94,1210,1,3,2,0,2,2,2,2,2,9,0,0,0
43,114,67.535643704,114K,K,7,2,8,94,2138,1,3,3,1,2,1,3,2,4,9,0,0,0
43,115,34.918302043,115J,J,7,2,9,94,1203,1,3,5,1,3,2,6,1,4,9,0,0,0
43,116,38.719755977,116K,K,7,2,9,94,1326,1,4,1,0,1,2,7,2,1,9,0,0,0
43,117,3034.7987639,117E,E,7,2,9,94,1558,2,4,1,0,1,2,6,2,5,9,0,0,0
43,118,4523.4369428,118H,H,7,2,9,94,1908,2,0,0,0,0,2,6,2,4,9,0,0,0
43,119,334.39155657,119D,D,7,2,9,94,1511,1,4,1,0,3,2,5,2,2,9,0,0,0
43,120,1894.274248,120F,F,7,2,9,94,1131,2,4,3,1,3,2,6,2,2,9,0,0,0
43,121,37.695180013,121J,J,7,1,9,94,1146,1,3,7,0,1,2,6,2,0,9,0,0,0
43,122,41.798944571,122K,K,7,1,9,94,1,3,3,2,0,1,1,6,1,0,9,0,0,0
43,123,49.745877332,123B,B,7,2,9,94,109,1,1,5,3,3,2,3,2,1,9,0,0,0
43,124,7266.9004552,124H,H,7,1,9,94,746,1,N,N,N,N,U,6,U,0,9,0,0,0
43,125,53.221312031,125J,J,7,1,9,94,2330,1,3,2,0,2,2,7,2,0,9,0,0,0
43,126,59.015361402,126K,K,7,2,9,94,1530,2,3,3,1,3,2,5,2,2,9,0,0,0
43,127,40.797603061,127A,A,7,1,9,94,1805,3,1,5,1,1,U,2,U,0,9,0,0,0
43,128,3605.6321934,128G,G,7,3,9,94,1130,3,0,1,0,1,2,6,U,1,9,0,0,0
43,129,117.57869202,129B,B,7,1,10,94,1300,5,1,3,1,1,2,4,2,0,9,0,0,0
43,130,125.79318311,130J,J,7,1,10,94,1500,5,3,3,1,1,2,3,2,0,9,0,0,0
43,131,293.31183147,131D,D,7,3,10,94,2330,2,4,2,0,5,1,5,1,2,9,0,0,0
43,132,4514.6463374,132H,H,7,4,10,94,841,3,6,1,0,1,2,6,2,1,9,0,0,0
43,133,6675.6737145,133G,G,7,2,10,94,1635,4,5,7,0,1,2,3,2,4,9,0,0,0
43,134,66.437307383,134J,J,7,2,10,94,1740,1,3,5,2,4,1,7,1,1,9,0,0,0
43,135,94.587569533,135J,J,7,2,10,94,900,1,3,2,0,2,2,5,2,4,9,0,0,0
43,136,104.88504298,136K,K,7,1,10,94,157,1,3,2,0,1,U,6,U,0,9,0,0,0
43,137,77.49647493,137B,B,7,1,11,94,1320,1,1,6,1,1,1,4,U,0,9,0,0,0
43,138,8330.9304584,138G,G,7,1,10,94,500,1,0,1,0,1,U,4,U,0,9,0,0,0
43,139,652.34270475,139D,D,7,2,11,94,1635,1,4,2,0,1,2,7,2,4,9,0,0,0
43,140,81.542838094,140K,K,7,1,11,94,200,4,3,3,1,1,1,7,1,0,9,0,0,0
43,141,48.086064948,141K,K,7,2,11,94,1000,2,3,5,1,2,2,7,2,4,9,0,0,0
43,142,48.086064948,142K,K,7,1,11,94,125,3,U,7,0,2,2,7,2,0,9,0,0,0
43,143,380.17883322,143C,C,7,2,11,94,2110,2,4,2,0,1,2,7,2,4,9,0,0,0
43,144,79.043961843,144K,K,7,1,11,94,1215,2,3,2,0,2,2,5,2,0,9,0,0,0
43,145,90.937857222,145A,A,7,2,11,94,650,3,1,5,2,2,1,2,2,2,9,0,0,0
43,146,107.88292009,146K,K,7,3,11,94,1104,3,3,3,1,1,2,4,2,4,9,0,0,0
43,147,271.12432016,147C,C,7,1,11,94,1452,3,4,1,0,1,2,2,2,0,9,0,0,0
43,148,5108.0227984,148G,G,7,2,12,94,1220,1,0,0,0,0,2,7,2,4,9,0,0,0
43,149,440.68061122,149C,C,7,3,12,94,1355,6,4,1,0,3,2,1,2,4,9,0,0,0
43,150,82.627614604,150J,J,7,2,12,94,650,1,1,5,3,4,2,3,2,2,9,0,0,0
43,151,106.11456556,151A,A,7,1,12,94,337,1,1,1,1,1,1,1,1,0,9,0,0,0
43,152,113.52812952,152J,J,7,4,12,94,1653,3,3,5,1,2,1,5,1,2,9,0,0,0
43,153,2542.1642081,153F,F,7,2,12,94,2025,3,4,1,0,2,2,2,2,4,9,0,0,0
43,154,56.095246472,154K,K,7,2,12,94,1514,1,3,2,0,3,2,5,2,4,9,0,0,0
43,155,215.91453656,155E,E,7,1,12,94,1525,3,4,1,0,1,2,6,U,0,9,0,0,0
43,502,0,502D,D,7,1,4,94,8,10,4,2,0,1,2,6,2,0,9,0,0,1
43,505,0,505G,G,7,1,9,94,1045,3,0,0,0,0,2,6,2,0,9,0,0,1
43,506,0,506G,G,7,2,10,94,200,2,6,1,0,1,2,2,2,1,9,0,0,1
43,507,0,507K,K,7,1,10,94,1932,4,3,1,0,1,2,7,2,0,9,0,0,1
43,508,0,508D,D,7,1,11,94,815,5,4,7,0,1,2,5,2,0,9,0,0,1
43,509,0,509H,H,7,3,11,94,635,3,0,0,0,0,U,5,U,1,9,0,0,1
45,1,301.86054113,"  1H",H,7,1,1,94,1506,1,0,0,0,0,2,7,2,0,8,0,0,0
45,2,63.496757115,"  2B",B,7,2,1,94,1805,2,1,7,1,1,1,4,U,5,8,0,0,0
45,3,17570.217059,"  3G",G,7,2,1,94,1057,1,0,0,0,0,2,5,2,4,8,0,0,0
45,4,42.96371956,"  4K",K,7,2,1,94,2034,1,3,2,0,1,2,6,2,5,8,0,0,0
45,5,274.10853079,"  5D",D,7,1,1,94,1405,1,4,1,0,1,2,2,2,0,8,0,0,0
45,6,114.33856613,"  6B",B,7,2,1,94,1605,2,1,7,2,2,U,6,U,4,8,0,0,0
45,7,165.9473668,"  7K",K,7,1,1,94,310,1,3,2,0,1,1,7,2,0,8,0,0,0
45,8,139.33198476,"  8J",J,7,1,1,94,2325,3,3,1,0,1,1,2,2,0,8,0,0,0
45,9,123.46698909,"  9K",K,7,1,1,94,U,2,3,5,1,1,1,2,1,0,8,0,0,0
45,10,136.17020174," 10A",A,7,2,2,94,2350,1,1,3,2,3,1,5,2,2,8,0,0,0
45,11,197.63310998," 11K",K,7,3,2,94,1501,2,4,2,0,2,1,3,2,2,8,0,0,0
45,12,37.002772212," 12A",A,7,1,2,94,906,5,1,1,1,1,U,6,2,0,8,0,0,0
45,13,250.90812223," 13D",D,7,2,2,94,1648,1,4,2,0,2,2,2,2,6,8,0,0,0
45,14,65.322227211," 14A",A,7,3,2,94,715,2,1,1,1,2,U,2,U,4,8,0,0,0
45,15,106.98886346," 15J",J,7,1,2,94,2319,5,3,2,0,2,1,7,2,0,8,0,0,0
45,16,106.98886346," 16J",J,7,2,2,94,2136,1,3,2,0,3,1,6,1,4,8,0,0,0
45,17,42.96371956," 17K",K,7,2,2,94,1358,1,3,3,1,3,2,1,1,2,8,0,0,0
45,18,166.2695947," 18D",D,7,1,2,94,605,4,4,1,0,1,2,6,2,0,8,0,0,0
45,19,1338.8955002," 19F",F,7,1,3,94,1151,2,4,1,0,2,2,6,2,0,8,0,0,0
45,20,83.971624405," 20B",B,7,2,3,94,2250,2,1,2,1,2,1,4,2,6,8,0,0,0
45,21,137.53402236," 21J",J,7,1,2,94,2048,4,3,2,0,1,1,2,U,0,8,0,0,0
45,22,121.87375115," 22K",K,7,3,3,94,2321,2,3,3,2,3,2,6,2,1,8,0,0,0
45,23,40.259016166," 23B",B,7,2,3,94,309,10,1,5,1,2,1,1,2,0,8,0,0,0
45,24,6030.4088832," 24G",G,7,2,3,94,1159,1,0,1,0,2,2,7,2,2,8,0,0,0
45,25,58.430658602," 25K",K,7,2,3,94,1258,3,3,2,0,2,2,4,2,4,8,0,0,0
45,26,2899.2104113," 26F",F,7,2,3,94,1023,1,4,1,0,2,2,6,2,4,8,0,0,0
45,27,45.004496239," 27K",K,7,2,3,94,2310,1,3,2,0,1,1,6,U,4,8,0,0,0
45,28,45.004496239," 28K",K,7,3,3,94,1755,3,3,1,0,1,2,2,2,1,8,0,0,0
45,29,42.96371956," 29K",K,7,2,3,94,1323,2,3,4,1,6,2,3,U,4,8,0,0,0
45,30,135.75626179," 30C",C,7,1,3,94,1501,1,4,1,0,1,2,6,1,0,8,0,0,0
45,31,1453.0648839," 31F",F,7,1,3,94,814,2,4,1,0,1,2,2,2,0,8,0,0,0
45,32,37.002772212," 32B",B,7,1,4,94,1713,5,1,5,1,1,U,7,1,0,8,0,0,0
45,33,42.96371956," 33K",K,7,1,4,94,1213,1,3,2,0,1,U,3,U,0,8,0,0,0
45,34,1778.3172344," 34E",E,7,3,4,94,1308,3,4,1,0,7,2,6,2,U,8,0,0,0
45,35,365.47804106," 35D",D,7,1,4,94,2251,1,4,1,0,4,2,3,2,0,8,0,0,0
45,36,45.684755132," 36K",K,7,2,4,94,1818,1,3,3,1,2,1,4,U,4,8,0,0,0
45,37,45.684755132," 37K",K,7,2,4,94,2220,2,3,2,0,2,1,1,U,6,8,0,0,0
45,38,106.55002451," 38D",D,7,2,4,94,1645,1,4,2,0,2,2,7,2,4,8,0,0,0
45,39,858.00021718," 39F",F,7,2,4,94,1329,1,4,1,0,1,1,6,2,4,8,0,0,0
45,40,1374.5784954," 40G",G,7,2,4,94,540,1,0,0,0,0,2,3,2,4,8,0,0,0
45,41,4266.936564," 41F",F,7,2,4,94,1115,1,4,1,0,3,2,7,2,4,8,0,0,0
45,42,74.746751284," 42J",J,7,2,4,94,2049,3,3,3,1,4,1,7,U,1,8,0,0,0
45,43,66.235734322," 43K",K,7,1,4,94,1849,2,3,3,1,2,1,7,1,0,8,0,0,0
45,44,48.484379211," 44J",J,7,2,5,94,1240,3,3,3,1,3,2,6,2,4,8,0,0,0
45,45,1504.9600584," 45F",F,7,1,5,94,823,6,4,1,0,2,2,2,2,0,8,0,0,0
45,46,6565.4667697," 46H",H,7,2,5,94,2335,1,0,0,0,0,2,5,2,1,8,0,0,0
45,47,53.111312381," 47A",A,7,2,5,94,102,4,1,4,1,1,1,1,U,4,8,0,0,0
45,48,53.111312381," 48B",B,7,2,5,94,1330,2,1,3,2,4,U,1,U,2,8,0,0,0
45,49,86.989057034," 49J",J,7,1,5,94,322,1,3,5,1,1,1,4,U,0,8,0,0,0
45,50,124.15663503," 50B",B,7,2,5,94,1726,1,1,3,2,2,1,5,U,2,8,0,0,0
45,51,18597.455827," 51G",G,7,2,5,94,1505,1,6,1,0,1,2,2,2,1,8,0,0,0
45,52,180.19700046," 52K",K,7,2,5,94,1452,1,3,3,1,4,2,7,2,2,8,0,0,0
45,53,37.002772212," 53B",B,7,3,5,94,1504,5,1,6,2,5,U,1,U,4,8,0,0,0
45,54,579.19747076," 54E",E,7,2,5,94,1742,1,4,1,0,1,2,5,2,1,8,0,0,0
45,55,1418.9197372," 55G",G,7,2,5,94,1350,1,0,0,0,0,2,3,2,1,8,0,0,0
45,56,67.345045425," 56B",B,7,1,6,94,311,3,3,5,1,1,1,7,1,0,8,0,0,0
45,57,110.3019627," 57J",J,7,3,5,94,2213,3,3,3,1,4,2,3,2,1,8,0,0,1
45,58,37.002772212," 58A",A,7,1,6,94,709,1,1,1,1,2,2,1,2,0,8,0,0,0
45,59,37.002772212," 59A",A,7,1,6,94,2310,3,1,2,1,2,U,1,U,0,8,0,0,0
45,60,48.484379211," 60J",J,7,1,6,94,730,3,3,3,1,2,2,5,2,0,8,0,0,0
45,61,42.96371956," 61K",K,7,2,6,94,805,2,3,3,1,2,1,6,U,2,8,0,0,0
45,62,1287.0003258," 62F",F,7,1,6,94,903,1,U,7,0,1,2,6,2,0,8,0,0,0
45,63,5614.6060651," 63H",H,7,2,6,94,32,1,0,0,0,0,1,7,2,4,8,0,0,0
45,64,73.302491751," 64A",A,7,1,6,94,320,3,1,7,1,1,1,7,2,0,8,0,0,0
45,65,4481.992928," 65E",E,7,1,6,94,1845,1,3,3,1,1,2,4,1,0,8,0,0,0
45,66,106.38891056," 66K",K,7,2,6,94,1002,1,3,2,0,2,2,5,2,4,8,0,0,0
45,67,106.38891056," 67K",K,7,2,6,94,1445,1,1,3,1,3,2,2,2,4,8,0,0,0
45,68,37.002772212," 68B",B,7,2,6,94,1645,2,1,3,2,3,U,4,U,2,8,0,0,0
45,69,42.96371956," 69K",K,7,2,6,94,1855,1,3,3,1,2,2,2,2,1,8,0,0,0
45,70,98.584904395," 70C",C,7,1,6,94,232,2,3,2,0,2,1,1,2,0,8,0,0,0
45,71,131.03934466," 71D",D,7,1,6,94,305,3,4,2,0,4,1,5,2,0,8,0,0,0
45,72,1055.20188," 72F",F,7,1,6,94,1304,2,4,1,0,1,2,6,2,0,8,0,0,0
45,73,1690.5098432," 73G",G,7,2,6,94,2329,1,0,0,0,0,2,3,2,5,8,0,0,0
45,74,48.484379211," 74J",J,7,2,6,94,651,1,3,2,0,3,2,6,2,6,8,0,0,0
45,75,58.827713443," 75C",C,7,1,6,94,610,2,4,1,0,1,2,6,2,0,8,0,0,0
45,76,78.1939696," 76D",D,7,2,6,94,745,1,4,1,0,1,2,2,2,4,8,0,0,0
45,77,629.66144971," 77F",F,7,1,7,94,2308,1,4,1,0,1,1,6,2,0,8,0,0,0
45,78,1008.7632507," 78G",G,7,2,6,94,2215,3,0,0,0,0,2,1,2,0,8,0,0,0
45,79,2746.9309243," 79H",H,7,2,6,94,1531,1,U,7,0,1,2,5,2,1,8,0,0,0
45,80,37.002772212," 80B",B,7,3,7,94,100,3,1,7,1,1,1,5,2,1,8,0,0,0
45,81,42.96371956," 81K",K,7,2,7,94,705,1,3,5,1,2,U,3,U,4,8,0,0,0
45,82,42.96371956," 82K",K,7,1,7,94,123,2,3,4,1,1,1,6,2,0,8,0,0,0
45,83,4278.9298326," 83G",G,7,2,7,94,1312,1,6,1,0,3,2,5,2,4,8,0,0,0
45,84,37.002772212," 84B",B,7,1,7,94,U,5,1,7,1,1,1,4,2,0,8,0,0,0
45,85,42.96371956," 85K",K,7,2,7,94,1657,1,3,3,1,3,1,3,2,2,8,0,0,0
45,86,105.47593152," 86D",D,7,1,7,94,1840,2,4,1,0,2,2,3,2,0,8,0,0,0
45,87,849.35102144," 87F",F,7,1,7,94,1110,1,4,1,0,1,2,3,2,0,8,0,0,0
45,88,1360.7218574," 88G",G,7,1,7,94,2132,1,0,0,0,0,1,4,2,0,8,0,0,0
45,89,3705.3381424," 89H",H,7,2,7,94,1545,1,0,0,0,0,2,7,2,4,8,0,0,0
45,90,37.002772212," 90B",B,7,2,7,94,2221,1,1,2,1,5,U,1,U,2,8,0,0,0
45,91,37.002772212," 91B",B,7,1,7,94,556,3,1,1,1,2,1,1,2,0,8,0,0,0
45,92,164.98068311," 92D",D,7,1,7,94,1437,1,4,1,0,1,2,4,2,0,8,0,0,0
45,93,2128.3796059," 93G",G,7,2,7,94,753,1,0,1,0,1,2,3,2,4,8,0,0,0
45,94,378.79679412," 94D",D,7,2,7,94,1214,1,4,1,0,3,2,1,2,6,8,0,0,0
45,95,13307.018855," 95H",H,7,2,7,94,1326,2,6,1,0,2,2,4,2,4,8,0,0,0
45,96,53.433826255," 96J",J,7,3,7,94,1805,2,1,5,1,2,2,2,2,2,8,0,0,0
45,97,47.349599265," 97K",K,7,1,7,94,1510,1,3,2,0,1,2,7,U,0,8,0,0,0
45,98,47.349599265," 98K",K,7,2,7,94,633,1,3,2,0,1,2,6,2,6,8,0,0,0
45,99,47.349599265," 99K",K,7,2,7,94,1434,2,3,3,1,1,2,5,2,0,8,0,0,0
45,100,42.99722131,100B,B,7,1,7,94,830,2,1,7,1,1,2,6,2,0,8,0,0,0
45,101,6440.5653698,101G,G,7,1,8,94,1039,2,3,0,0,0,2,3,2,0,8,0,0,0
45,102,70.423560804,102J,J,7,1,7,94,930,2,3,2,0,1,2,1,2,0,8,0,0,0
45,103,62.404802661,103K,K,7,1,8,94,12,1,3,3,1,1,1,4,1,0,8,0,0,0
45,104,62.404802661,104K,K,7,2,8,94,1412,2,3,1,0,3,U,2,2,4,8,0,0,0
45,105,62.404802661,105K,K,7,1,8,94,145,5,3,2,0,2,2,1,2,0,8,0,0,0
45,106,48.484379211,106C,C,7,2,8,94,1501,2,4,2,0,2,2,7,2,4,8,0,0,0
45,107,50.353479324,107D,D,7,1,8,94,2129,2,4,2,0,1,2,1,2,0,8,0,0,0
45,108,265.16384208,108E,E,7,2,8,94,2012,1,4,1,0,2,1,1,2,1,8,0,0,0
45,109,405.47429619,109F,F,7,1,8,94,1146,4,3,2,0,2,1,7,1,0,8,0,0,0
45,110,649.5991922,110G,G,7,1,8,94,29,1,0,1,0,2,1,1,2,0,8,0,0,0
45,111,1768.902771,111H,H,7,2,8,94,816,2,0,0,0,0,U,6,U,5,8,0,0,0
45,112,37.002772212,112B,B,7,2,8,94,655,1,1,5,2,2,U,3,1,2,8,0,0,0
45,113,48.484379211,113J,J,7,3,8,94,1725,2,3,2,0,6,2,7,2,4,8,0,0,0
45,114,42.96371956,114K,K,7,2,8,94,1712,1,3,2,0,2,1,3,2,6,8,0,0,0
45,115,42.96371956,115K,K,7,3,8,94,1550,2,3,4,1,3,2,4,2,4,8,0,0,0
45,116,283.5605491,116D,D,7,2,8,94,800,2,4,1,0,2,2,2,2,4,8,0,0,0
45,117,2283.3876748,117F,F,7,1,8,94,228,1,6,1,0,2,1,7,2,0,8,0,0,0
45,118,42.96371956,118K,K,7,1,8,94,510,1,1,4,1,1,1,5,2,0,8,0,0,0
45,119,42.96371956,119K,K,7,1,8,94,120,2,3,3,1,1,2,7,2,0,8,0,0,0
45,120,42.96371956,120K,K,7,1,8,94,1920,2,3,3,2,4,2,3,2,0,8,0,0,0
45,121,126.49035821,121C,C,7,2,8,94,1146,3,4,2,0,4,2,2,2,4,8,0,0,0
45,122,885.38780035,122E,E,7,2,8,94,1020,1,4,3,1,1,2,6,2,4,8,0,0,0
45,123,2169.0257441,123G,G,7,2,8,94,945,1,0,1,0,1,2,6,2,4,8,0,0,0
45,124,42.96371956,124K,K,7,1,9,94,1305,3,3,5,1,4,2,5,2,0,8,0,0,0
45,125,42.96371956,125K,K,7,1,9,94,619,1,3,3,1,1,2,6,2,0,8,0,0,0
45,126,42.96371956,126K,K,7,1,8,94,2123,2,3,2,0,1,1,2,2,0,8,0,0,0
45,127,121.74966335,127C,C,7,2,9,94,1631,3,4,2,0,4,2,7,2,4,8,0,0,0
45,128,1303.1454911,128F,F,7,3,9,94,1212,2,4,1,0,1,2,5,2,4,8,0,0,0
45,129,5685.0401914,129H,H,7,2,9,94,1000,3,0,0,0,0,2,5,2,4,8,0,0,0
45,130,48.484379211,130J,J,7,3,9,94,1504,2,3,3,1,2,1,5,U,U,8,0,0,0
45,131,42.96371956,131K,K,7,1,9,94,40,1,3,3,1,1,1,4,1,0,8,0,0,0
45,132,527.160198,132E,E,7,2,9,94,1113,1,3,3,1,3,2,7,2,2,8,0,0,0
45,133,806.10504275,133F,F,7,2,9,94,1157,1,4,2,0,1,2,3,2,4,8,0,0,0
45,134,1291.4386671,134G,G,7,2,9,94,1259,1,6,1,0,1,2,6,2,4,8,0,0,0
45,135,3516.6753042,135H,H,7,2,9,94,1453,1,4,0,0,0,2,3,2,1,8,0,0,0
45,136,48.484379211,136J,J,7,2,9,94,725,3,3,4,1,3,2,4,2,4,8,0,0,0
45,137,93.489053763,137D,D,7,2,9,94,704,1,4,1,0,3,2,4,2,4,8,0,0,0
45,138,492.31785014,138E,E,7,1,9,94,214,1,4,1,0,1,2,4,2,0,8,0,0,0
45,139,752.82599701,139F,F,7,2,9,94,625,2,3,1,0,2,2,4,U,1,8,0,0,0
45,140,1206.0817766,140G,G,7,2,9,94,1303,1,0,0,0,0,2,7,2,1,8,0,0,0
45,141,3284.2426875,141H,H,7,2,9,94,1710,1,0,1,0,1,2,4,2,4,8,0,0,0
45,142,42.96371956,142K,K,7,1,9,94,1500,1,3,2,0,1,2,7,2,0,8,0,0,0
45,143,42.96371956,143K,K,7,2,9,94,1535,2,3,2,0,3,2,3,2,4,8,0,0,0
45,144,117.49381229,144C,C,7,1,9,94,1715,1,4,3,1,2,2,7,2,0,8,0,0,0
45,145,156.1731206,145D,D,7,1,9,94,1635,1,4,1,0,1,2,6,2,0,8,0,0,0
45,146,1257.5930603,146F,F,7,2,9,94,1758,1,4,1,0,1,2,3,2,4,8,0,0,0
45,147,5486.3153351,147H,H,7,3,9,94,1300,5,0,0,0,0,2,5,2,4,8,0,0,0
45,148,48.484379211,148J,J,7,3,9,94,2128,2,3,2,0,2,1,6,1,1,8,0,0,0
45,149,48.484379211,149J,J,7,4,10,94,1154,3,3,2,0,3,2,7,2,4,8,0,0,0
45,150,42.96371956,150K,K,7,1,10,94,135,4,3,2,0,1,1,7,2,0,8,0,0,0
45,151,42.96371956,151K,K,7,1,10,94,640,1,3,2,0,1,1,7,2,0,8,0,0,0
45,152,1133.5075502,152E,E,7,3,9,94,1336,4,4,1,0,1,2,3,2,5,8,0,0,0
45,153,7561.6065554,153H,H,7,2,9,94,809,1,0,0,0,0,2,2,2,1,8,0,0,0
45,154,37.002772212,154B,B,7,2,10,94,2253,3,1,1,1,6,1,6,U,4,8,0,0,0
45,155,42.96371956,155K,K,7,1,10,94,1640,1,3,2,0,1,2,6,U,0,8,0,0,0
45,156,89.372872345,156C,C,7,2,10,94,1810,1,4,1,0,1,2,4,2,4,8,0,0,0
45,157,118.79468458,157D,D,7,2,10,94,2104,2,4,1,0,2,2,7,2,0,8,0,0,0
45,158,625.57851822,158E,E,7,4,10,94,1250,3,4,1,0,1,2,6,2,1,8,0,0,0
45,159,1532.5441693,159G,G,7,1,10,94,1852,1,0,0,0,0,2,5,2,0,8,0,0,0
45,160,48.484379211,160J,J,7,1,10,94,1755,2,3,4,1,2,1,7,1,0,8,0,0,0
45,161,42.96371956,161K,K,7,2,10,94,1600,2,3,2,0,3,2,1,2,4,8,0,0,0
45,162,42.96371956,162K,K,7,1,10,94,2357,1,3,2,0,1,1,3,2,0,8,0,0,0
45,163,209.66800432,163C,C,7,2,10,94,1232,1,4,1,0,3,2,3,2,4,8,0,0,0
45,164,278.69132755,164D,D,7,2,10,94,1649,1,4,1,0,1,2,4,2,1,8,0,0,0
45,165,3595.3356883,165G,G,7,2,10,94,24,1,0,0,0,0,2,5,2,4,8,0,0,0
45,166,37.002772212,166B,B,7,2,10,94,717,1,1,5,1,1,2,7,2,4,8,0,0,0
45,167,42.96371956,167K,K,7,2,10,94,2245,1,3,2,0,2,1,3,1,1,8,0,0,0
45,168,427.61063271,168E,E,7,2,10,94,929,1,4,1,0,1,2,4,2,6,8,0,0,0
45,169,653.87919777,169F,F,7,1,10,94,1546,2,4,1,0,2,2,2,2,0,8,0,0,0
45,170,1047.5618373,170G,G,7,1,10,94,637,2,0,0,0,0,2,6,2,0,8,0,0,0
45,171,2852.5821137,171H,H,7,2,10,94,1740,1,0,0,0,0,2,3,2,4,8,0,0,0
45,172,42.96371956,172K,K,7,2,10,94,1020,1,3,4,1,2,2,6,2,2,8,0,0,0
45,173,42.96371956,173K,K,7,2,10,94,1232,1,3,4,1,3,2,6,2,4,8,0,0,0
45,174,42.96371956,174K,K,7,2,10,94,1644,1,3,4,1,4,2,1,2,4,8,0,0,0
45,175,42.96371956,175K,K,7,1,10,94,1051,10,3,3,1,2,2,1,1,0,8,0,0,0
45,176,1906.2827406,176F,F,7,1,10,94,600,1,4,1,0,1,2,1,2,0,8,0,0,0
45,177,8316.2579082,177H,H,7,2,10,94,816,1,0,0,0,0,2,4,2,4,8,0,0,0
45,178,49.676221694,178B,B,7,1,11,94,1316,3,1,5,1,2,2,3,2,0,8,0,0,0
45,179,3037.3929863,179E,E,7,2,10,94,2225,1,4,1,0,1,2,2,2,2,8,0,0,0
45,180,72.098491887,180K,K,7,1,11,94,1210,1,3,3,2,3,2,6,2,0,8,0,0,0
45,181,72.098491887,181K,K,7,2,10,94,1325,2,3,3,1,3,2,3,1,2,8,0,0,0
45,182,42.96371956,182K,K,7,2,11,94,230,3,3,2,0,3,1,7,U,4,8,0,0,1
45,183,42.96371956,183K,K,7,1,11,94,2350,1,3,1,0,2,2,5,2,0,8,0,0,0
45,184,170.99560385,184D,D,7,2,11,94,100,3,4,1,0,3,1,5,2,4,8,0,0,0
45,185,170.99560385,185D,D,7,2,11,94,U,1,4,1,0,3,2,6,2,4,8,0,0,0
45,186,1376.9519614,186F,F,7,2,11,94,1256,1,4,1,0,4,2,6,2,4,8,0,0,0
45,187,6007.0247685,187H,H,7,1,11,94,1806,4,3,2,0,1,2,5,2,0,8,0,0,0
45,188,37.002772212,188B,B,7,1,11,94,130,2,1,7,1,1,U,6,U,0,8,0,0,0
45,189,37.002772212,189B,B,7,1,11,94,1330,3,1,4,1,1,U,7,U,0,8,0,0,0
45,190,42.96371956,190K,K,7,2,11,94,543,2,3,1,0,1,2,3,2,6,8,0,0,0
45,191,141.20742495,191D,D,7,3,11,94,714,2,4,1,0,2,2,2,2,4,8,0,0,0
45,192,1137.080933,192F,F,7,2,11,94,2146,4,4,1,0,4,1,7,2,4,8,0,0,0
45,193,4960.5748926,193H,H,7,1,11,94,1622,1,0,0,0,0,U,1,2,0,8,0,0,0
45,194,37.002772212,194B,B,7,1,11,94,335,4,1,6,2,5,1,7,1,0,8,0,0,0
45,195,2915.8168671,195F,F,7,2,11,94,1155,1,4,1,0,3,2,5,2,4,8,0,0,0
45,196,51.078293499,196J,J,7,3,11,94,1315,2,3,2,0,2,2,2,2,2,8,0,0,0
45,197,51.078293499,197J,J,7,1,11,94,225,10,3,1,0,1,1,6,2,0,8,0,0,0
