PSU,CASENO,RATWGT,CASEID,STRATIF,VERSION,VEHNO,ACCSEQ1,OBJCONT1,DOF1,GAD1,SHL1,SVL1,TDD1,EXTENT1,ACCSEQ2,OBJCONT2,DOF2,GAD2,SHL2,SVL2,TDD2,EXTENT2,DVL,DVC1,DVC2,DVC3,DVC4,DVC5,DVC6,DVD,SDVL,SDVC1,SDVC2,SDVC3,SDVC4,SDVC5,SDVC6,SDVD,DOCCDC,TOWRES,WHEELBAS,ALTVEH,FIRE,FIREORIG,FUELTNK1,FUELTNK2,FUELLOC1,FUELLOC2,FUELCAP1,FUELCAP2,FUELDAM1,FUELDAM2,FUELEAK1,FUELEAK2,FUELTYP1,FUELTYP2,FUELGT2
48,226,437.00707542,226K,K,7,1,1,2,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,1,290,0,0,0,1,0,1,0,2,0,1,0,1,0,1,0,0
48,226,437.00707542,226K,K,7,2,1,1,U,9,9,9,9,U,2,59,U,9,9,9,9,U,,,,,,,,,,,,,,,,,0,1,285,0,0,0,1,0,4,0,4,0,1,0,1,0,1,0,0
48,227,437.00707542,227K,K,7,1,1,2,71,F,D,E,W,3,,,,,,,,,128,18,22,29,34,45,67,0,,,,,,,,,0,1,240,0,0,0,1,0,4,0,2,0,1,0,1,0,1,0,0
48,227,437.00707542,227K,K,7,2,1,1,2,R,D,E,W,3,2,31,0,T,D,Y,O,3,278,0,18,27,16,6,0,185,,,,,,,,,1,1,275,0,0,0,1,0,4,0,5,0,1,0,1,0,1,0,0
48,228,306.20682385,228B,B,7,1,1,2,71,F,D,E,W,3,,,,,,,,,,,,,,,,,,,,,,,,,0,1,275,0,0,0,1,0,5,0,4,0,1,0,1,0,1,0,0
48,228,306.20682385,228B,B,7,2,1,1,81,F,D,E,W,2,,,,,,,,,193,0,0,32,43,30,40,22,,,,,,,,,0,1,297,0,0,0,1,0,5,0,4,0,1,0,1,0,1,0,0
48,229,290.61152147,229K,K,7,1,1,2,2,R,Z,A,W,3,,,,,,,,,320,4,30,33,26,7,1,-115,,,,,,,,,0,1,266,0,0,0,1,0,4,0,2,0,1,0,1,0,1,0,0
48,230,290.61152147,230K,K,7,1,1,2,12,F,Y,E,W,1,,,,,,,,,160,9,4,2,0,0,0,-39,,,,,,,,,0,1,268,0,0,0,1,0,1,0,3,0,1,0,1,0,1,0,0
48,230,290.61152147,230K,K,7,2,1,1,6,B,D,E,W,3,2,64,2,F,D,E,W,1,150,19,22,31,33,36,38,10,150,22,12,8,9,9,11,-25,0,1,263,0,0,0,1,0,4,0,3,0,1,0,1,0,1,0,0
48,231,640.63919429,231C,C,7,1,1,31,0,T,D,D,O,2,,,,,,,,,,,,,,,,,,,,,,,,,0,1,272,0,0,0,1,0,4,0,2,0,1,0,1,0,1,0,0
48,232,640.63919429,232C,C,7,1,3,44,21,F,D,E,W,2,2,50,1,R,B,E,W,2,144,30,17,11,9,7,10,0,,,,,,,,,1,1,255,0,0,0,1,0,1,0,3,0,1,0,1,0,1,0,0
48,233,9020.8003177,233H,H,7,1,1,60,12,F,D,L,W,1,,,,,,,,,,,,,,,,,,,,,,,,,0,1,274,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0
48,234,306.20682385,234B,B,7,1,1,2,12,F,L,E,W,4,4,60,0,U,B,D,W,1,180,85,39,15,2,0,0,-67,,,,,,,,,0,1,290,0,0,0,1,0,4,0,2,0,1,0,1,0,1,0,0
48,234,306.20682385,234B,B,7,2,1,1,12,F,Y,E,W,5,2,3,8,L,Y,E,W,3,152,101,55,40,23,11,2,-19,,,,,,,,,1,1,275,0,0,0,1,0,5,0,4,0,1,0,1,0,1,0,0
48,235,262.07967039,235J,J,7,1,1,57,1,F,D,E,W,3,2,57,1,R,B,E,E,1,175,0,68,49,23,6,0,-35,,,,,,,,,0,1,290,0,0,0,1,0,1,0,2,0,1,0,1,0,1,0,0
48,236,290.61152147,236K,K,7,1,1,2,12,F,Y,E,W,3,,,,,,,,,173,50,36,25,10,0,0,-31,,,,,,,,,0,1,275,0,0,0,1,0,1,0,2,0,1,0,1,0,1,0,0
48,237,427.48106237,237C,C,7,1,3,60,12,F,D,E,W,1,4,41,12,F,C,E,N,1,156,27,21,16,15,13,20,0,,,,,,,,,0,1,263,0,0,0,2,0,4,0,3,0,1,0,1,0,1,0,0
48,238,711.02952254,238D,D,7,1,1,2,U,9,9,9,9,U,2,2,U,9,9,9,9,U,,,,,,,,,,,,,,,,,0,1,263,0,0,0,1,0,4,0,3,0,1,0,1,0,1,0,0
48,238,711.02952254,238D,D,7,2,1,1,1,F,Y,E,W,2,2,1,1,R,Z,M,S,1,160,42,27,35,27,9,7,-28,,,,,,,,,0,1,287,0,0,0,1,0,4,0,3,0,1,0,1,0,1,0,0
48,239,10944.14369,239H,H,7,1,1,60,6,B,R,E,E,1,,,,,,,,,138,0,0,0,0,1,11,58,,,,,,,,,0,1,246,0,0,0,1,0,4,0,2,0,1,0,1,0,1,0,0
48,240,575.2095186,240B,B,7,1,1,2,12,F,D,E,W,4,,,,,,,,,190,104,89,63,42,21,0,-21,,,,,,,,,0,1,315,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0
48,240,575.2095186,240B,B,7,2,1,1,12,F,D,E,W,3,,,,,,,,,180,88,83,73,64,45,4,-14,,,,,,,,,0,1,295,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0
48,241,5459.1374309,241D,D,7,2,1,1,10,F,D,A,A,7,,,,,,,,,161,33,14,3,9,18,33,0,,,,,,,,,0,1,299,0,1,4,1,0,4,0,4,0,1,0,1,0,1,0,0
48,242,615.39582603,242J,J,7,1,1,31,0,T,D,D,O,3,2,43,U,9,9,9,9,U,,,,,,,,,,,,,,,,,0,1,247,0,0,0,1,0,1,0,3,0,1,0,1,0,1,0,0
48,243,682.39217886,243K,K,7,1,1,42,1,F,Y,E,W,2,3,42,4,R,F,E,W,2,136,27,37,43,26,13,1,-33,,,,,,,,,1,1,230,0,0,0,1,0,1,0,3,0,1,0,1,0,1,0,0
48,244,306.20682385,244A,A,7,1,2,42,5,B,Y,A,W,7,3,2,U,9,9,9,9,U,,,,,,,,,,,,,,,,,1,1,243,0,0,0,1,0,1,0,2,0,7,0,3,0,1,0,0
48,244,306.20682385,244A,A,7,2,3,1,12,F,L,E,W,2,,,,,,,,,200,2,2,2,4,7,44,72,,,,,,,,,0,1,329,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0
48,245,306.20682385,245B,B,7,1,1,2,10,L,Y,E,W,4,,,,,,,,,218,3,27,25,34,13,0,18,,,,,,,,,0,1,320,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0
48,245,306.20682385,245B,B,7,2,1,1,1,F,D,E,W,2,,,,,,,,,162,52,28,21,22,24,30,0,,,,,,,,,0,1,264,0,0,0,1,0,1,0,3,0,1,0,1,0,1,0,0
48,248,301.71922054,248J,J,7,1,1,2,12,F,Y,E,W,2,,,,,,,,,133,39,24,18,7,3,2,-46,,,,,,,,,0,1,251,0,0,0,1,0,4,0,2,0,1,0,1,0,1,0,0
48,248,301.71922054,248J,J,7,2,1,1,12,F,L,E,E,9,,,,,,,,,169,9,3,2,2,2,3,-79,,,,,,,,,0,1,338,0,0,0,1,1,4,1,4,2,1,1,1,1,1,1,0
48,249,334.56651409,249K,K,7,1,1,2,11,F,D,E,W,1,,,,,,,,,155,13,23,31,34,31,29,0,,,,,,,,,0,1,251,0,0,0,1,0,4,0,2,0,1,0,1,0,1,0,0
48,250,290.61152147,250K,K,7,1,1,2,11,F,D,E,W,3,,,,,,,,,162,0,17,30,46,64,79,10,,,,,,,,,0,1,281,0,0,0,1,0,4,0,2,0,1,0,1,0,1,0,0
48,251,290.61152147,251K,K,7,1,1,2,2,R,Y,E,W,4,2,50,11,L,F,E,E,1,233,5,63,45,31,20,2,38,,,,,,,,,0,1,239,0,0,0,1,0,4,0,3,0,1,0,1,0,1,0,0
48,251,290.61152147,251K,K,7,2,1,1,11,F,D,E,W,1,,,,,,,,,165,24,11,13,18,21,28,0,,,,,,,,,0,1,290,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0
48,252,785.36541227,252C,C,7,1,1,2,2,R,D,E,W,3,2,68,12,F,C,L,N,1,154,0,7,20,26,12,2,16,,,,,,,,,0,1,285,0,0,0,1,0,6,0,5,0,1,0,1,0,1,0,0
48,252,785.36541227,252C,C,7,2,1,1,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,U,254,0,0,0,1,0,4,0,3,0,1,0,1,0,1,0,0
48,253,1306.298789,253D,D,7,1,1,2,6,B,D,E,W,5,,,,,,,,,161,90,88,90,96,78,40,0,,,,,,,,,0,1,275,0,0,0,1,0,1,0,1,0,2,0,3,0,1,0,0
48,253,1306.298789,253D,D,7,2,1,1,12,F,D,E,W,2,,,,,,,,,160,0,1,21,16,11,39,0,,,,,,,,,0,1,297,0,0,0,1,0,4,0,4,0,1,0,1,0,1,0,0
48,255,9020.8003177,255G,G,7,1,1,2,1,F,Z,E,W,1,,,,,,,,,160,8,9,10,10,14,25,37,,,,,,,,,0,1,257,0,0,0,1,0,1,0,2,0,1,0,1,0,1,0,0
48,255,9020.8003177,255G,G,7,2,1,1,11,F,D,E,W,1,,,,,,,,,152,12,15,15,14,2,0,0,,,,,,,,,0,1,245,0,0,0,1,0,4,0,2,0,1,0,1,0,1,0,0
48,256,262.07967039,256J,J,7,1,1,2,12,F,Z,E,W,2,,,,,,,,,180,1,5,8,14,22,36,48,,,,,,,,,0,1,295,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0
48,256,262.07967039,256J,J,7,2,1,1,8,L,Z,E,W,3,2,63,3,R,F,W,N,1,211,8,30,37,43,23,0,-95,,,,,,,,,1,1,257,0,0,0,1,0,1,0,2,0,U,0,U,0,1,0,0
48,257,262.07967039,257J,J,7,1,1,2,10,L,Y,E,W,2,,,,,,,,,184,7,25,17,9,8,3,67,,,,,,,,,0,1,255,0,0,0,1,0,4,0,2,0,1,0,1,0,1,0,0
48,257,262.07967039,257J,J,7,2,1,1,1,F,D,E,W,3,,,,,,,,,148,54,40,28,19,11,3,0,,,,,,,,,0,1,250,0,0,0,1,0,4,0,2,0,1,0,1,0,1,0,0
48,258,526.78013749,258C,C,7,1,1,31,0,T,D,D,O,3,,,,,,,,,,,,,,,,,,,,,,,,,0,1,238,0,0,0,1,0,4,0,2,0,1,0,1,0,1,0,0
48,259,876.19373724,259D,D,7,1,1,2,12,F,Y,E,W,2,,,,,,,,,188,54,41,24,12,1,0,-42,,,,,,,,,0,1,290,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0
48,259,876.19373724,259D,D,7,2,1,1,1,F,D,E,W,2,,,,,,,,,155,0,0,34,37,48,39,-20,,,,,,,,,0,1,280,0,0,0,1,0,6,0,5,0,1,0,1,0,1,0,0
48,260,876.19373724,260D,D,7,1,4,58,12,F,D,E,W,1,1,51,12,R,D,E,S,1,155,23,12,12,11,11,16,0,,,,,,,,,1,1,262,0,0,0,1,0,6,0,5,0,1,0,1,0,1,0,0
48,262,290.61152147,262K,K,7,1,1,31,0,T,D,D,O,3,,,,,,,,,,,,,,,,,,,,,,,,,0,1,274,0,0,0,1,0,5,0,4,0,1,0,1,0,1,0,0
48,263,290.61152147,263K,K,7,1,2,31,0,T,D,D,O,3,1,60,3,B,Z,L,W,1,,,,,,,,,,,,,,,,,0,1,243,0,0,0,1,0,4,0,2,0,1,0,1,0,1,0,0
48,265,1118.8543577,265D,D,7,1,1,42,72,F,D,E,W,2,,,,,,,,,,,,,,,,,,,,,,,,,0,1,275,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0
48,266,1118.8543577,266D,D,7,1,1,2,12,F,Z,E,W,3,3,57,5,B,D,E,W,1,156,0,3,7,17,37,40,45,,,,,,,,,1,1,275,0,0,0,1,0,4,0,4,0,1,0,1,0,1,0,0
48,266,1118.8543577,266D,D,7,2,1,1,6,B,Z,E,W,4,,,,,,,,,163,73,64,55,43,29,15,-41,,,,,,,,,0,1,264,0,0,0,1,0,1,0,3,0,1,0,1,0,1,0,0
48,269,642.26991224,269C,C,7,2,1,1,12,F,D,E,W,2,2,1,3,R,Y,E,W,2,165,31,32,32,31,31,26,0,130,0,10,5,2,0,0,179,0,1,281,0,0,0,1,0,4,0,2,0,1,0,1,0,1,0,0
48,270,642.26991224,270C,C,7,1,1,2,2,R,Y,E,W,2,2,63,9,L,F,W,N,1,252,0,15,15,13,15,4,20,,,,,,,,,1,1,287,0,0,0,1,0,5,0,2,0,1,0,1,0,1,0,0
48,270,642.26991224,270C,C,7,2,1,1,71,F,D,E,W,1,,,,,,,,,172,8,12,16,18,24,29,0,,,,,,,,,0,1,302,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0
48,272,1068.2879529,272D,D,7,1,1,60,1,F,D,E,W,1,,,,,,,,,,,,,,,,,,,,,,,,,0,1,268,0,0,0,1,0,1,0,3,0,4,0,2,0,1,0,0
48,273,1068.2879529,273D,D,7,2,1,1,10,L,Z,E,W,3,2,1,9,L,F,E,W,1,211,10,18,23,26,16,1,-42,57,8,7,7,7,5,5,196,0,1,266,0,0,0,1,0,4,0,2,0,1,0,1,0,1,0,0
48,275,290.61152147,275K,K,7,1,4,42,12,F,Z,E,W,3,2,42,U,9,9,9,9,U,154,0,27,49,50,50,47,39,,,,,,,,,1,1,243,0,0,0,1,0,1,0,2,0,1,0,1,0,1,0,0
48,277,644.71598916,277C,C,7,1,3,42,3,R,Y,A,W,3,1,41,3,R,F,E,N,2,186,2,16,35,19,11,1,60,,,,,,,,,0,1,243,0,0,0,1,0,4,0,2,0,1,0,1,0,1,0,0
48,278,1072.3565142,278D,D,7,1,1,2,70,F,Y,E,W,1,,,,,,,,,145,9,10,11,10,9,11,-34,,,,,,,,,0,1,243,0,0,0,1,0,4,0,2,0,1,0,1,0,1,0,0
48,278,1072.3565142,278D,D,7,2,1,1,1,R,Y,E,W,2,,,,,,,,,109,1,0,4,6,14,15,131,,,,,,,,,0,1,250,0,0,0,1,0,4,0,2,0,1,0,1,0,1,0,0
48,279,6074.7267377,279F,F,7,2,1,1,6,B,D,E,W,2,2,3,12,F,D,E,W,1,162,24,23,23,20,12,2,-22,162,1,3,2,3,6,6,25,0,1,290,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0
48,279,6074.7267377,279F,F,7,3,2,2,U,9,9,9,9,U,3,4,U,9,9,9,9,U,,,,,,,,,,,,,,,,,0,0,227,0,0,0,1,0,1,0,2,0,1,0,1,0,1,0,0
48,280,262.07967039,280J,J,7,1,1,2,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,1,334,0,0,0,1,0,5,0,4,0,1,0,1,0,1,0,0
48,280,262.07967039,280J,J,7,2,1,1,12,F,L,E,E,6,,,,,,,,,148,34,26,18,9,1,0,-55,,,,,,,,,0,1,247,0,0,0,1,0,6,0,3,0,1,0,1,0,1,0,0
48,281,683.73674008,281C,C,7,1,1,2,11,F,D,E,W,1,,,,,,,,,,,,,,,,,,,,,,,,,0,1,309,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0
48,281,683.73674008,281C,C,7,2,1,1,1,R,Y,E,W,3,2,3,9,L,Y,E,W,2,201,0,4,10,14,21,9,130,75,1,2,4,5,2,1,55,0,1,263,0,0,0,1,0,4,0,3,0,1,0,1,0,1,0,0
48,282,1137.259754,282D,D,7,1,1,31,0,L,D,A,O,2,,,,,,,,,,,,,,,,,,,,,,,,,0,1,263,0,0,0,1,0,4,0,3,0,1,0,1,0,1,0,0
48,284,2206.7108247,284C,C,7,2,1,1,1,F,Z,E,W,2,2,60,U,9,9,9,9,U,160,15,20,21,20,23,38,42,,,,,,,,,0,1,274,0,0,0,2,0,5,0,4,0,1,0,1,0,1,0,0
48,285,413.75827963,285J,J,7,1,1,52,12,F,Y,E,N,3,,,,,,,,,146,26,44,68,40,17,3,-35,,,,,,,,,0,1,243,0,0,0,1,0,4,0,2,0,1,0,1,0,1,0,0
48,286,578.57779366,286B,B,7,1,1,31,0,T,D,D,O,3,,,,,,,,,,,,,,,,,,,,,,,,,0,1,298,0,0,0,1,0,5,0,4,0,2,0,1,0,1,0,0
48,287,9020.8003177,287H,H,7,1,1,2,12,F,Y,E,W,2,,,,,,,,,168,6,7,16,15,4,0,-39,,,,,,,,,0,1,302,0,0,0,1,0,5,0,4,0,1,0,1,0,1,0,0
48,287,9020.8003177,287H,H,7,2,1,1,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,0,262,0,0,0,1,0,5,0,2,0,1,0,1,0,1,0,0
48,288,618.99942151,288J,J,7,1,1,2,11,F,L,E,W,1,,,,,,,,,174,27,7,1,0,0,0,-62,,,,,,,,,0,1,297,0,0,0,1,0,1,0,2,0,1,0,1,0,1,0,0
48,289,686.38808728,289K,K,7,1,1,42,12,F,C,E,N,2,,,,,,,,,185,0,6,43,20,2,0,-3,,,,,,,,,0,1,297,0,0,0,1,0,4,0,4,0,1,0,1,0,1,0,0
48,290,306.20682385,290B,B,7,1,1,88,22,F,D,E,W,3,2,44,U,9,9,9,9,U,184,57,68,90,96,98,100,0,,,,,,,,,0,1,295,0,0,0,1,0,1,0,1,0,7,0,3,0,1,0,0
48,291,290.61152147,291K,K,7,1,1,2,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,1,297,0,0,0,1,1,4,1,4,2,1,1,1,1,1,1,0
48,291,290.61152147,291K,K,7,2,3,42,12,F,D,E,W,3,1,1,12,F,R,E,E,9,,,,,,,,,,,,,,,,,1,1,255,0,0,0,1,0,1,0,3,0,1,0,1,0,1,0,0
48,292,2214.4597936,292D,D,7,1,2,60,10,F,L,E,W,1,3,31,0,T,D,D,O,1,,,,,,,,,,,,,,,,,1,1,245,0,0,0,1,0,4,0,3,0,1,0,1,0,1,0,0
49,1,11.485029839,"  1B",B,7,1,3,51,2,R,Z,A,W,3,1,63,12,F,L,W,N,3,196,0,14,22,21,11,0,21,,,,,,,,,1,1,258,0,0,0,1,0,1,0,2,0,1,0,1,0,1,0,0
49,4,8.8426937469,"  4K",K,7,1,1,2,2,R,Y,A,W,3,2,2,3,R,B,E,W,1,252,0,5,16,10,32,33,114,,,,,,,,,1,1,247,0,0,0,1,0,3,0,3,0,1,0,1,0,1,0,0
49,4,8.8426937469,"  4K",K,7,2,1,1,11,F,D,E,W,1,2,1,9,L,Y,E,N,1,186,0,5,20,17,21,24,0,,,,,,,,,1,1,329,0,0,0,1,0,1,0,3,0,1,0,1,0,1,0,0
49,5,18.098046535,"  5D",D,7,1,1,54,12,F,L,E,W,2,,,,,,,,,145,38,18,16,7,0,0,-51,,,,,,,,,0,1,262,0,0,0,1,0,6,0,5,0,1,0,1,0,1,0,0
49,6,196.26987019,"  6F",F,7,1,1,2,2,R,F,E,W,2,2,2,3,R,Z,E,W,1,,,,,,,,,,,,,,,,,0,0,334,0,0,0,1,0,6,0,5,0,1,0,1,0,1,0,0
49,6,196.26987019,"  6F",F,7,2,1,1,11,F,Y,E,W,1,2,1,9,L,Z,E,W,1,,,,,,,,,,,,,,,,,0,1,307,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0
49,7,196.26987019,"  7F",F,7,1,1,71,12,F,R,E,E,3,,,,,,,,,,,,,,,,,,,,,,,,,0,1,238,0,0,0,1,0,7,0,2,0,1,0,1,0,1,0,0
49,8,8.8426937469,"  8K",K,7,1,1,2,12,F,Y,E,W,4,,,,,,,,,152,104,90,74,60,38,17,-33,,,,,,,,,0,1,257,0,0,0,1,0,1,0,3,0,1,0,1,0,1,0,0
49,8,8.8426937469,"  8K",K,7,2,1,1,12,F,Y,E,W,2,,,,,,,,,154,20,33,23,5,2,0,-36,,,,,,,,,0,1,255,0,0,0,1,0,1,0,3,0,1,0,1,0,1,0,0
49,9,144.95920878,"  9E",E,7,1,1,2,1,F,D,E,W,2,,,,,,,,,137,41,30,24,21,14,10,0,,,,,,,,,0,1,257,0,0,0,1,0,4,0,3,0,1,0,1,0,1,0,0
49,9,144.95920878,"  9E",E,7,2,1,1,10,L,P,E,W,3,,,,,,,,,191,0,13,35,36,29,0,-11,,,,,,,,,0,1,255,0,0,0,1,0,4,0,2,0,1,0,1,0,1,0,0
49,10,100.30860792," 10F",F,7,1,1,2,2,F,D,E,W,1,,,,,,,,,136,7,6,7,8,8,9,0,,,,,,,,,0,1,263,0,0,0,1,0,4,0,3,0,1,0,1,0,1,0,0
49,10,100.30860792," 10F",F,7,2,1,1,11,L,P,E,W,3,,,,,,,,,202,4,26,35,35,24,6,-4,,,,,,,,,0,1,251,0,0,0,1,0,4,0,2,0,1,0,1,0,1,0,0
49,11,215.35834234," 11G",G,7,1,1,2,82,R,F,E,E,5,,,,,,,,,,,,,,,,,,,,,,,,,0,1,275,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0
49,11,215.35834234," 11G",G,7,2,1,1,12,F,Y,E,W,1,2,3,U,9,9,9,9,U,145,7,7,6,4,1,0,-36,,,,,,,,,0,1,263,0,0,0,1,0,4,0,3,0,1,0,1,0,1,0,0
49,12,215.35834234," 12G",G,7,1,3,51,U,9,9,9,9,U,1,2,U,9,9,9,9,U,,,,,,,,,,,,,,,,,1,1,395,0,0,0,1,0,5,0,4,0,1,0,1,0,1,0,0
49,12,215.35834234," 12G",G,7,2,1,1,2,R,Y,E,W,2,2,1,3,R,B,E,E,1,118,0,15,19,28,25,19,146,,,,,,,,,1,1,260,0,0,0,1,0,4,0,2,0,1,0,1,0,1,0,0
49,13,230.15313994," 13H",H,7,1,1,71,12,F,Y,E,W,1,,,,,,,,,164,12,9,4,0,0,0,47,,,,,,,,,0,1,266,0,0,0,1,0,1,0,2,0,1,0,1,0,1,0,0
49,15,8.8426937469," 15K",K,7,1,1,2,82,F,D,E,W,2,2,2,3,R,B,E,N,2,158,0,9,19,28,31,23,17,70,3,3,3,1,0,0,-175,0,1,243,0,0,0,1,0,4,0,2,0,1,0,1,0,1,0,0
49,15,8.8426937469," 15K",K,7,2,1,1,11,F,Y,E,W,2,2,1,9,L,B,E,N,2,,,,,,,,,45,16,22,15,6,2,0,-185,0,1,260,0,0,0,1,0,4,0,3,0,1,0,1,0,1,0,0
49,16,275.43635511," 16E",E,7,1,1,52,12,F,R,E,E,2,,,,,,,,,160,0,3,11,22,31,21,61,,,,,,,,,0,1,289,0,0,0,1,0,1,0,2,0,1,0,1,0,1,0,0
49,17,190.59594479," 17F",F,7,1,1,2,9,L,P,E,W,3,,,,,,,,,208,7,24,15,19,11,0,-36,,,,,,,,,0,0,329,0,0,0,1,0,1,0,3,0,1,0,1,0,2,0,0
49,17,190.59594479," 17F",F,7,2,1,1,12,F,D,E,W,1,,,,,,,,,150,9,10,13,12,8,14,0,,,,,,,,,0,1,254,0,0,0,1,0,1,0,3,0,1,0,1,0,1,0,0
49,18,409.2014392," 18G",G,7,1,1,2,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,0,275,0,0,0,1,0,1,0,1,0,U,0,U,0,1,0,0
49,18,409.2014392," 18G",G,7,2,1,1,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,U,302,0,0,0,2,0,4,0,4,0,1,0,1,0,1,0,0
49,19,437.31296905," 19H",H,7,1,1,2,12,F,L,E,E,1,,,,,,,,,92,12,5,2,0,0,0,-78,,,,,,,,,0,0,298,0,0,0,1,1,5,6,4,5,1,1,1,1,1,1,0
49,19,437.31296905," 19H",H,7,2,2,68,0,U,F,Z,W,2,1,1,12,L,Y,E,W,2,,,,,,,,,328,0,8,10,9,6,0,10,0,1,287,0,0,0,1,1,2,3,2,3,1,1,1,1,1,1,0
49,20,8.8426937469," 20K",K,7,2,1,1,6,B,D,A,W,3,2,U,U,9,9,9,9,U,146,18,21,11,6,0,0,-13,42,0,1,2,3,3,4,60,0,1,238,0,0,0,1,0,7,0,2,0,1,0,1,0,1,0,0
49,21,14.714242395," 21D",D,7,2,2,1,3,R,Y,A,W,3,3,1,3,R,Z,E,W,1,193,5,20,24,25,3,0,54,,,,,,,,,1,1,243,0,0,0,1,0,1,0,2,0,1,0,1,0,1,0,0
49,22,230.60432448," 22E",E,7,1,1,54,U,9,9,9,9,U,3,2,U,9,9,9,9,U,,,,,,,,,,,,,,,,,1,1,260,0,0,0,1,0,4,0,2,0,1,0,1,0,1,0,0
49,23,159.5731583," 23F",F,7,1,1,2,6,B,Z,E,W,2,2,54,12,F,L,E,W,1,150,19,18,15,10,0,0,-38,69,11,2,0,0,0,0,-53,0,1,264,0,0,0,1,0,1,0,3,0,1,0,1,0,1,0,0
49,24,342.59682759," 24G",G,7,1,1,2,2,R,Y,E,W,2,,,,,,,,,212,0,3,7,8,19,17,144,,,,,,,,,0,1,274,0,0,0,1,0,1,0,2,0,1,0,1,0,1,0,0
49,24,342.59682759," 24G",G,7,2,1,1,12,F,D,E,W,2,,,,,,,,,138,8,12,15,17,19,25,16,,,,,,,,,0,1,250,0,0,0,1,0,1,0,2,0,1,0,1,0,1,0,0
49,25,366.13271975," 25H",H,7,1,2,54,U,9,9,9,9,U,1,2,U,9,9,9,9,U,,,,,,,,,,,,,,,,,0,U,257,0,0,0,1,0,4,0,2,0,1,0,1,0,1,0,0
49,26,8.8426937469," 26K",K,7,1,2,31,0,T,D,D,O,3,1,52,12,F,L,E,E,4,,,,,,,,,138,18,11,6,3,0,0,-65,0,1,257,0,0,0,1,0,1,0,3,0,1,0,1,0,1,0,0
49,27,8.8426937469," 27K",K,7,1,1,42,12,F,Z,E,W,3,,,,,,,,,189,0,8,51,67,42,7,14,,,,,,,,,0,1,394,0,0,0,1,0,1,0,2,0,1,0,1,0,1,0,0
49,29,20.404442577," 29C",C,7,1,1,2,12,F,D,E,W,3,,,,,,,,,156,66,52,54,47,15,0,-7,,,,,,,,,0,1,298,0,0,0,1,0,5,0,4,0,1,0,1,0,1,0,0
49,30,22.659402726," 30D",D,7,1,1,2,12,F,Y,E,W,2,,,,,,,,,156,11,24,37,33,6,0,-28,,,,,,,,,0,1,266,0,0,0,1,0,4,0,2,0,1,0,1,0,1,0,0
49,31,245.73690995," 31F",F,7,1,1,64,1,F,D,E,W,3,,,,,,,,,142,55,41,27,17,8,0,0,,,,,,,,,0,1,238,0,0,0,1,0,1,0,2,0,1,0,1,0,1,0,0
49,32,10.604829029," 32B",B,7,1,1,2,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,0,408,1,0,0,1,1,5,1,4,2,1,1,1,1,2,2,0
49,32,10.604829029," 32B",B,7,2,1,1,12,F,D,E,W,3,,,,,,,,,152,46,44,39,33,33,10,-10,,,,,,,,,0,1,258,0,0,0,1,0,6,0,5,0,1,0,1,0,1,0,0
49,33,11.583928808," 33D",D,7,1,1,51,3,R,P,A,N,3,,,,,,,,,100,0,9,22,24,14,0,16,,,,,,,,,0,1,298,0,0,0,1,1,5,6,4,5,1,2,1,1,1,1,0
49,34,181.5454718," 34E",E,7,1,1,2,85,B,Y,E,W,2,,,,,,,,,156,9,11,15,19,22,26,38,,,,,,,,,0,1,269,0,0,0,1,0,1,0,3,0,2,0,1,0,1,0,0
49,34,181.5454718," 34E",E,7,2,1,1,12,F,Y,E,W,1,,,,,,,,,190,0,4,10,11,10,21,30,,,,,,,,,0,1,334,0,0,0,1,0,6,0,5,0,1,0,1,0,1,0,0
49,37,269.71264672," 37G",G,7,1,1,31,0,L,D,A,O,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,265,0,0,0,1,0,1,0,3,0,1,0,1,0,1,0,0
