PSU,CASENO,RATWGT,CASEID,STRATIF,VERSION,VEHNO,ACCSEQ1,OBJCONT1,DOF1,GAD1,SHL1,SVL1,TDD1,EXTENT1,ACCSEQ2,OBJCONT2,DOF2,GAD2,SHL2,SVL2,TDD2,EXTENT2,DVL,DVC1,DVC2,DVC3,DVC4,DVC5,DVC6,DVD,SDVL,SDVC1,SDVC2,SDVC3,SDVC4,SDVC5,SDVC6,SDVD,DOCCDC,TOWRES,WHEELBAS,ALTVEH,FIRE,FIREORIG,FUELTNK1,FUELTNK2,FUELLOC1,FUELLOC2,FUELCAP1,FUELCAP2,FUELDAM1,FUELDAM2,FUELEAK1,FUELEAK2,FUELTYP1,FUELTYP2,FUELGT2
13,45,176.61831573," 45D",D,7,1,1,42,0,T,Y,D,W,7,2,31,0,T,D,D,O,2,,,,,,,,,,,,,,,,,0,1,253,0,0,0,1,0,4,0,3,0,1,0,1,0,1,0,0
13,46,124.00441194," 46E",E,7,1,1,2,6,B,D,E,W,3,2,51,12,F,Y,E,W,2,167,0,7,27,12,15,9,-8,167,18,23,8,7,6,7,-65,0,1,282,0,0,0,1,0,5,0,4,0,1,0,1,0,1,0,0
13,46,124.00441194," 46E",E,7,2,1,1,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,1,275,0,0,0,1,0,5,0,4,0,1,0,1,0,1,0,0
13,47,247.74107439," 47F",F,7,1,1,2,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,1,257,0,0,0,1,0,1,0,4,0,1,0,1,0,1,0,0
13,48,504.48026595," 48G",G,7,2,1,1,1,F,Z,E,W,1,,,,,,,,,154,0,0,2,17,1,1,38,,,,,,,,,0,1,273,0,0,0,1,0,4,0,4,0,1,0,1,0,1,0,0
13,49,779.56810493," 49H",H,7,1,1,2,12,F,D,E,W,1,2,3,46,B,D,E,W,2,163,19,24,30,18,8,0,0,163,6,29,18,16,10,2,0,0,1,302,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0
13,50,176.61831573," 50K",K,7,1,2,42,0,T,F,D,W,6,1,31,0,T,D,D,O,3,,,,,,,,,,,,,,,,,1,1,266,0,0,0,1,0,5,0,2,0,1,0,1,0,1,0,0
13,51,88.516557301," 51C",C,7,1,1,2,1,F,D,A,W,2,2,71,U,9,9,9,9,U,186,5,2,1,3,10,26,0,,,,,,,,,0,1,359,0,0,0,1,0,5,0,4,0,1,0,1,0,1,0,0
13,51,88.516557301," 51C",C,7,2,1,1,7,L,D,A,W,3,,,,,,,,,400,0,1,1,8,24,1,0,,,,,,,,,0,1,266,0,0,0,1,0,1,0,2,0,1,0,1,0,1,0,0
13,52,124.00441194," 52E",E,7,1,1,31,0,T,D,D,O,2,2,43,9,L,D,A,W,1,,,,,,,,,,,,,,,,,0,1,246,0,0,0,1,0,4,0,3,0,1,0,1,0,1,0,0
13,53,124.00441194," 53E",E,7,1,1,2,10,L,B,E,N,1,,,,,,,,,12,0,0,0,0,,,-223,,,,,,,,,0,0,254,0,0,0,1,0,4,0,3,0,1,0,1,0,1,0,0
13,53,124.00441194," 53E",E,7,2,3,51,U,9,9,9,9,U,1,1,U,9,9,9,9,U,,,,,,,,,,,,,,,,,0,1,263,0,0,0,1,0,4,0,3,0,1,0,1,0,1,0,0
13,54,734.89285584," 54H",H,7,1,1,31,0,T,Y,D,O,2,,,,,,,,,,,,,,,,,,,,,,,,,0,0,275,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0
13,56,88.516557301," 56J",J,7,1,1,2,12,F,D,E,W,3,,,,,,,,,156,39,52,58,54,51,39,19,,,,,,,,,0,1,273,0,0,0,1,0,1,0,2,0,1,0,1,0,1,0,0
13,56,88.516557301," 56J",J,7,2,1,1,12,F,D,E,W,2,,,,,,,,,155,11,24,42,34,21,0,-22,,,,,,,,,0,1,269,0,0,0,1,0,4,0,3,0,1,0,1,0,1,0,0
13,57,72.982775096," 57D",D,7,2,1,1,11,F,Y,E,W,2,,,,,,,,,160,55,31,23,15,4,0,-39,,,,,,,,,0,1,266,0,0,0,1,0,4,0,4,0,1,0,1,0,1,0,0
13,58,72.982775096," 58D",D,7,1,1,71,12,F,Y,E,W,1,,,,,,,,,147,3,2,0,0,0,0,-43,,,,,,,,,0,1,257,0,0,0,1,0,4,0,3,0,1,0,1,0,1,0,0
13,59,131.90414204," 59E",E,7,1,1,2,12,F,Z,E,W,3,,,,,,,,,156,4,8,17,21,28,29,39,,,,,,,,,0,1,239,0,0,0,1,0,4,0,3,0,1,0,1,0,1,0,0
13,59,131.90414204," 59E",E,7,2,1,1,6,B,Y,E,W,2,,,,,,,,,193,35,8,6,5,2,0,-54,,,,,,,,,0,0,334,0,0,0,1,1,6,5,5,4,1,1,1,1,1,1,0
13,60,599.36136212," 60G",G,7,2,1,1,12,F,R,E,W,1,,,,,,,,,164,0,1,0,0,1,17,62,,,,,,,,,0,1,284,0,0,0,2,0,5,0,4,0,1,0,1,0,1,0,0
13,61,926.18687543," 61H",H,7,1,1,31,0,L,D,A,O,2,,,,,,,,,,,,,,,,,,,,,,,,,0,1,255,0,0,0,1,0,1,0,2,0,1,0,1,0,1,0,0
13,62,79.073713122," 62B",B,7,1,1,31,0,T,D,D,O,4,2,41,0,T,B,L,N,5,,,,,,,,,,,,,,,,,0,1,281,0,0,0,1,0,4,0,2,0,1,0,1,0,1,0,0
13,63,72.982775096," 63K",K,7,1,4,42,12,F,C,E,N,3,1,50,U,9,9,9,9,U,178,44,88,96,60,28,0,-18,,,,,,,,,0,1,295,0,0,0,1,0,1,0,2,0,1,0,1,0,1,0,0
13,64,164.36667436," 64F",F,7,1,1,2,12,F,L,E,W,2,,,,,,,,,160,39,5,4,4,4,5,-54,,,,,,,,,0,1,289,0,0,0,1,0,5,0,4,0,1,0,1,0,1,0,0
13,64,164.36667436," 64F",F,7,2,1,1,6,B,Z,E,W,1,,,,,,,,,159,3,0,0,2,7,18,36,,,,,,,,,0,1,274,0,0,0,1,0,5,0,4,0,1,0,1,0,1,0,0
13,65,334.70325337," 65G",G,7,1,1,51,12,F,R,E,N,2,,,,,,,,,140,0,0,7,15,25,46,55,,,,,,,,,0,1,255,0,0,0,1,0,1,0,3,0,1,0,1,0,1,0,0
13,66,517.21345423," 66H",H,7,1,2,31,0,L,D,A,O,1,1,76,12,F,D,M,W,1,,,,,,,,,,,,,,,,,0,1,266,0,0,0,1,0,4,0,2,0,1,0,1,0,1,0,0
13,67,517.21345423," 67H",H,7,1,1,2,8,L,Y,E,W,1,,,,,,,,,97,0,2,1,3,1,0,136,,,,,,,,,0,1,281,0,0,0,1,0,4,0,2,0,1,0,1,0,1,0,0
13,67,517.21345423," 67H",H,7,2,1,1,12,F,R,E,W,1,,,,,,,,,161,0,0,0,0,0,0,69,,,,,,,,,0,0,269,0,0,0,1,0,4,0,3,0,1,0,1,0,1,0,0
13,68,176.61831573," 68D",D,7,1,2,31,0,T,D,D,O,3,3,61,0,B,Z,E,W,1,,,,,,,,,140,3,1,0,0,0,0,-56,1,1,274,0,0,0,1,0,5,0,4,0,1,0,1,0,1,0,0
13,69,207.53079232," 69F",F,7,1,1,50,12,F,R,E,S,9,2,41,U,9,9,9,9,U,174,5,2,1,3,4,5,68,,,,,,,,,0,0,275,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0
13,70,67.254458955," 70E",E,7,1,1,2,1,F,Z,E,W,1,,,,,,,,,150,1,3,6,10,13,18,53,,,,,,,,,0,1,260,0,0,0,1,0,4,0,2,0,1,0,1,0,1,0,0
13,70,67.254458955," 70E",E,7,2,1,1,11,F,D,E,W,2,,,,,,,,,150,0,6,21,40,19,0,0,,,,,,,,,0,1,239,0,0,0,1,0,4,0,3,0,1,0,1,0,1,0,0
13,71,150.07392006," 71F",F,7,1,1,2,11,L,Z,A,W,1,,,,,,,,,241,0,5,8,11,2,0,-60,,,,,,,,,0,1,281,0,0,0,1,0,4,0,2,0,1,0,1,0,1,0,0
13,71,150.07392006," 71F",F,7,2,1,1,12,F,L,E,E,2,2,31,0,T,D,D,O,2,150,29,5,2,1,1,1,-57,,,,,,,,,0,1,274,0,0,0,1,0,5,0,4,0,1,0,1,0,1,0,0
13,73,472.23837126," 73H",H,7,1,1,59,12,F,R,E,E,2,2,43,U,9,9,9,9,U,155,3,3,2,3,7,19,65,,,,,,,,,0,0,266,0,0,0,1,0,4,0,2,0,1,0,1,0,1,0,0
13,74,72.982775096," 74K",K,7,1,4,58,12,F,D,E,W,2,5,U,9,L,B,E,W,2,184,33,50,64,27,5,0,-38,145,0,8,13,9,3,0,-217,0,1,295,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0
13,75,77.86144791," 75E",E,7,1,1,2,2,R,Z,E,W,1,,,,,,,,,250,0,6,3,1,0,0,-86,,,,,,,,,0,0,277,0,0,0,1,0,4,0,3,0,1,0,1,0,1,0,0
13,75,77.86144791," 75E",E,7,2,1,1,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,U,275,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0
13,76,173.74272117," 76F",F,7,1,1,2,11,F,D,E,W,2,,,,,,,,,156,14,18,21,24,28,33,0,,,,,,,,,0,1,266,0,0,0,1,0,4,0,2,0,1,0,1,0,1,0,0
13,76,173.74272117," 76F",F,7,2,1,1,2,R,Y,E,W,3,,,,,,,,,237,0,15,25,24,18,0,-17,,,,,,,,,0,1,275,0,0,0,1,0,1,0,2,0,1,0,1,0,1,0,0
13,77,353.79589113," 77G",G,7,1,1,51,12,F,Y,E,W,1,2,31,0,T,Y,D,O,2,149,16,16,14,11,4,0,-25,,,,,,,,,0,1,238,0,0,0,1,0,4,0,2,0,1,0,1,0,1,0,0
13,79,546.71710866," 79H",H,7,1,1,31,0,T,Y,D,O,2,,,,,,,,,,,,,,,,,,,,,,,,,0,1,248,0,0,0,1,0,1,0,3,0,1,0,1,0,1,0,0
13,80,119.10628577," 80F",F,7,1,1,56,U,9,9,9,9,U,2,56,6,B,D,E,W,1,,,,,,,,,167,5,4,2,0,0,0,0,0,1,298,0,0,0,1,0,1,0,2,0,1,0,1,0,1,0,0
13,81,119.10628577," 81F",F,7,1,3,31,0,T,D,D,O,3,1,50,12,F,L,E,E,1,,,,,,,,,,,,,,,,,1,1,263,0,0,0,1,0,4,0,3,0,1,0,1,0,1,0,0
13,82,242.5385894," 82G",G,7,1,1,2,11,F,D,E,W,1,,,,,,,,,161,8,3,3,4,3,7,0,,,,,,,,,0,0,274,0,0,0,2,0,5,0,4,0,1,0,1,0,1,0,0
13,82,242.5385894," 82G",G,7,2,1,1,2,R,B,E,W,2,,,,,,,,,239,7,7,8,11,8,0,-188,,,,,,,,,0,0,334,0,0,0,1,0,5,0,4,0,1,0,1,0,1,0,0
13,83,242.5385894," 83G",G,7,1,1,50,9,L,Y,A,W,1,,,,,,,,,120,0,0,5,7,0,0,101,,,,,,,,,0,0,263,0,0,0,1,0,4,0,3,0,1,0,1,0,1,0,0
13,84,374.79235814," 84H",H,7,1,1,2,12,F,D,E,W,1,,,,,,,,,150,8,0,0,0,0,0,0,,,,,,,,,0,1,254,0,0,0,1,0,4,0,3,0,1,0,1,0,1,0,0
13,84,374.79235814," 84H",H,7,2,1,1,6,B,D,L,W,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,334,0,0,0,1,0,5,0,4,0,1,0,1,0,1,0,0
13,85,374.79235814," 85H",H,7,1,1,2,12,F,D,E,W,2,,,,,,,,,176,16,9,15,19,8,1,-9,,,,,,,,,0,1,334,0,0,0,1,0,5,0,4,0,1,0,1,0,1,0,0
13,85,374.79235814," 85H",H,7,2,1,1,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,1,266,0,0,0,1,0,4,0,2,0,1,0,1,0,1,0,0
13,86,176.61831573," 86K",K,7,1,1,60,12,F,D,E,W,3,,,,,,,,,146,53,47,47,21,0,0,0,,,,,,,,,0,1,240,0,0,0,1,0,1,0,2,0,1,0,1,0,1,0,0
13,87,108.62493262," 87F",F,7,1,1,2,1,F,Y,E,W,2,,,,,,,,,155,31,15,22,16,7,3,-31,,,,,,,,,0,1,255,0,0,0,1,0,4,0,3,0,1,0,1,0,1,0,0
13,87,108.62493262," 87F",F,7,2,1,1,10,L,Y,E,W,2,,,,,,,,,187,1,5,3,12,17,0,82,,,,,,,,,0,1,254,0,0,0,1,0,4,0,3,0,1,0,1,0,1,0,0
13,88,108.62493262," 88F",F,7,1,1,2,10,L,F,E,W,2,,,,,,,,,59,0,3,6,9,12,13,185,,,,,,,,,0,1,263,0,0,0,1,0,1,0,3,0,1,0,1,0,1,0,0
13,88,108.62493262," 88F",F,7,2,1,1,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,0,271,0,0,0,1,0,1,0,2,0,1,0,1,0,1,0,0
13,89,221.19519353," 89G",G,7,1,1,31,0,L,D,A,O,2,,,,,,,,,,,,,,,,,,,,,,,,,0,0,265,0,0,0,1,0,4,0,3,0,1,0,1,0,1,0,0
13,90,221.19519353," 90G",G,7,1,1,31,0,T,Y,D,O,4,,,,,,,,,,,,,,,,,,,,,,,,,0,1,245,0,0,0,1,0,4,0,4,0,1,0,1,0,1,0,0
13,91,341.81063062," 91H",H,7,1,1,2,12,F,R,E,E,2,,,,,,,,,92,0,0,1,1,2,2,67,,,,,,,,,0,0,273,0,0,0,1,0,4,0,2,0,1,0,1,0,1,0,0
13,92,79.073713122," 92B",B,7,1,1,2,70,F,D,E,W,4,5,68,6,B,L,E,W,2,193,23,13,18,27,20,46,0,193,9,7,5,3,1,0,-66,0,1,357,1,0,0,1,0,1,0,2,0,1,0,1,0,1,0,0
13,92,79.073713122," 92B",B,7,2,1,1,1,R,Y,A,W,4,4,31,0,T,D,D,O,5,260,11,38,39,36,24,6,23,,,,,,,,,0,1,255,0,0,0,1,0,1,0,2,0,1,0,4,0,1,0,0
13,93,88.516557301," 93J",J,7,1,1,2,1,F,R,E,E,7,,,,,,,,,,,,,,,,,,,,,,,,,0,1,263,0,0,0,1,0,4,0,3,0,1,0,1,0,1,0,0
13,93,88.516557301," 93J",J,7,2,1,1,10,F,D,E,W,2,,,,,,,,,148,0,7,18,31,34,46,0,,,,,,,,,0,1,260,0,0,0,1,0,4,0,2,0,1,0,1,0,1,0,0
13,94,88.516557301," 94J",J,7,1,2,42,U,9,9,9,9,U,1,44,U,9,9,9,9,U,,,,,,,,,,,,,,,,,0,1,269,0,0,0,1,0,4,0,3,0,1,0,1,0,1,0,0
13,95,72.982775096," 95K",K,7,1,2,42,12,F,Z,A,W,6,1,50,U,9,9,9,9,U,192,0,19,89,91,79,40,53,,,,,,,,,0,1,318,0,0,0,1,0,1,0,2,0,1,0,1,0,1,0,0
13,96,281.59673943," 96D",D,7,1,1,68,12,F,L,E,S,9,2,68,3,R,B,E,W,3,,,,,,,,,147,38,24,18,9,6,0,-237,1,1,294,0,0,0,1,0,1,0,1,0,2,0,1,0,1,0,0
13,97,2757.358158," 97F",F,7,1,1,2,9,L,Z,A,W,4,2,57,6,B,D,E,W,1,300,0,40,48,42,9,0,-147,,,,,,,,,0,1,266,0,0,0,1,0,4,0,2,0,2,0,1,0,1,0,0
13,97,2757.358158," 97F",F,7,2,1,1,12,F,D,E,W,1,,,,,,,,,181,6,6,7,9,5,2,0,,,,,,,,,0,0,338,0,0,0,1,1,5,1,4,2,1,1,1,1,1,1,1
13,98,88.516557301," 98J",J,7,1,1,2,12,F,Y,E,W,2,,,,,,,,,160,34,26,19,11,6,1,-40,,,,,,,,,0,1,266,0,0,0,1,0,4,0,2,0,1,0,1,0,1,0,0
13,99,72.982775096," 99D",D,7,1,1,2,2,R,F,E,W,3,2,2,3,R,B,E,W,2,141,0,13,32,37,28,23,160,105,24,21,21,14,4,0,-68,0,1,263,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0
13,99,72.982775096," 99D",D,7,2,1,1,U,9,9,9,9,U,2,1,U,9,9,9,9,U,,,,,,,,,,,,,,,,,0,1,269,0,0,0,U,0,4,0,2,0,1,0,1,0,1,0,0
13,99,72.982775096," 99D",D,7,3,3,2,12,F,D,E,W,1,,,,,,,,,187,0,0,1,3,6,10,0,,,,,,,,,0,0,334,0,0,0,1,1,5,6,4,5,1,1,1,1,1,1,1
13,100,72.982775096,100D,D,7,1,1,2,10,L,Y,E,W,3,2,2,U,9,9,9,9,U,189,9,40,42,23,14,1,76,,,,,,,,,0,1,247,0,0,0,1,0,1,0,2,0,1,0,1,0,1,0,0
13,100,72.982775096,100D,D,7,2,1,1,1,F,D,E,W,1,2,1,3,R,P,E,W,1,164,0,0,4,9,6,3,0,106,0,3,2,2,1,1,16,0,1,255,0,0,0,1,0,1,0,2,0,1,0,1,0,1,0,0
13,101,72.982775096,101D,D,7,1,1,42,5,R,Y,A,W,3,,,,,,,,,352,0,3,10,26,42,0,25,,,,,,,,,0,1,275,0,0,0,1,0,1,0,1,0,1,0,1,0,2,0,0
13,102,296.81634552,102E,E,7,1,2,31,0,T,D,D,O,2,1,50,U,9,9,9,9,U,,,,,,,,,,,,,,,,,1,1,220,0,0,0,1,0,1,0,3,0,1,0,1,0,1,0,0
13,103,2084.1453451,103H,H,7,1,1,2,12,F,Z,E,W,1,,,,,,,,,176,0,0,0,0,5,15,55,,,,,,,,,0,0,276,0,0,0,1,0,4,0,2,0,1,0,1,0,1,0,0
13,103,2084.1453451,103H,H,7,2,1,1,12,F,D,E,W,2,,,,,,,,,157,4,12,23,34,40,43,17,,,,,,,,,0,1,259,0,0,0,1,0,4,0,3,0,1,0,1,0,1,0,0
13,104,88.516557301,104C,C,7,1,1,2,11,F,D,E,W,2,3,2,9,B,L,A,S,9,185,23,23,36,34,36,42,0,,,,,,,,,0,1,338,0,0,0,1,1,5,1,4,2,1,1,1,1,1,1,1
13,104,88.516557301,104C,C,7,2,2,42,12,F,Z,E,W,4,1,1,2,R,Y,A,W,4,160,0,15,35,55,67,54,40,,,,,,,,,1,1,284,0,0,0,1,0,4,0,4,0,1,0,1,0,1,0,0
13,105,72.982775096,105D,D,7,1,1,44,12,F,D,E,W,2,2,31,0,T,D,D,O,2,,,,,,,,,,,,,,,,,0,1,247,0,0,0,1,0,1,0,2,0,1,0,1,0,1,0,0
13,106,72.982775096,106D,D,7,1,1,2,1,F,Z,E,W,1,,,,,,,,,185,3,4,8,9,8,12,39,,,,,,,,,0,1,394,0,0,0,1,1,5,1,4,2,1,1,1,1,1,1,1
13,106,72.982775096,106D,D,7,2,1,1,10,L,D,A,W,3,,,,,,,,,,,,,,,,,,,,,,,,,0,1,242,0,0,0,1,0,1,0,2,0,1,0,1,0,1,0,0
13,107,72.982775096,107D,D,7,1,1,2,10,L,Y,A,W,3,,,,,,,,,246,6,39,53,26,10,0,13,,,,,,,,,0,1,254,0,0,0,1,0,4,0,3,0,2,0,1,0,1,0,0
13,107,72.982775096,107D,D,7,2,1,1,82,F,D,E,W,2,,,,,,,,,170,38,36,33,35,34,32,0,,,,,,,,,0,1,275,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0
13,108,383.61752519,108F,F,7,1,1,2,70,F,D,E,W,2,2,2,9,L,Z,A,W,2,150,36,36,41,33,27,29,0,226,3,6,22,18,9,0,-104,0,1,257,0,0,0,1,0,4,0,3,0,1,0,1,0,1,0,0
13,108,383.61752519,108F,F,7,2,1,1,1,R,Y,E,W,3,2,1,3,R,Z,E,W,2,185,0,17,21,11,15,0,143,149,0,8,4,0,0,0,-199,0,1,351,1,0,0,1,1,1,5,2,4,1,1,1,1,1,1,0
13,109,1207.1312271,109H,H,7,1,1,2,6,B,D,E,W,1,,,,,,,,,156,0,0,0,1,1,3,0,,,,,,,,,0,0,287,0,0,0,1,0,6,0,3,0,1,0,1,0,1,0,0
13,109,1207.1312271,109H,H,7,2,1,1,12,F,D,E,W,1,,,,,,,,,190,0,0,0,0,0,0,0,,,,,,,,,0,1,294,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0
13,110,176.61831573,110D,D,7,1,1,2,2,R,Y,E,W,3,2,2,3,R,B,E,W,1,209,7,13,45,38,11,0,63,80,0,0,5,4,2,1,-168,0,1,334,0,0,0,1,0,5,0,4,0,1,0,1,0,2,0,0
13,110,176.61831573,110D,D,7,2,1,1,U,9,9,9,9,U,2,1,U,9,9,9,9,U,,,,,,,,,,,,,,,,,0,1,275,0,0,0,U,0,1,0,1,0,U,0,U,0,1,0,0
13,111,72.982775096,111D,D,7,1,1,42,12,F,Y,E,W,3,,,,,,,,,168,42,57,77,78,40,4,-15,,,,,,,,,0,1,294,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0
13,112,72.982775096,112D,D,7,1,1,60,12,F,D,E,W,1,,,,,,,,,164,19,14,2,2,3,0,0,,,,,,,,,0,1,289,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0
13,113,72.982775096,113D,D,7,1,1,64,83,R,Y,E,W,3,2,64,3,R,Z,E,W,3,158,0,1,3,12,24,41,125,249,30,23,9,4,0,0,-117,0,1,302,0,0,0,1,0,1,0,1,0,3,0,2,0,1,0,0
13,114,1014.0053346,114G,G,7,1,1,71,12,F,D,E,W,2,2,60,U,9,9,9,9,U,153,0,4,16,30,48,49,0,,,,,,,,,0,1,266,0,2,4,1,0,4,0,2,0,1,0,1,0,1,0,0
13,116,88.516557301,116C,C,7,1,1,31,0,T,D,D,O,2,,,,,,,,,,,,,,,,,,,,,,,,,0,1,290,0,0,0,2,0,5,0,4,0,1,0,1,0,1,0,0
13,117,72.982775096,117D,D,7,1,1,2,12,F,R,A,E,6,,,,,,,,,,,,,,,,,,,,,,,,,0,1,273,0,0,0,1,0,4,0,2,0,1,0,1,0,1,0,0
13,117,72.982775096,117D,D,7,2,1,1,7,L,Y,E,W,2,,,,,,,,,210,0,10,19,24,15,0,89,,,,,,,,,0,1,281,0,0,0,1,0,4,0,2,0,1,0,1,0,1,0,0
13,118,189.73631323,118F,F,7,1,1,2,81,F,Z,E,W,1,,,,,,,,,186,3,8,13,18,16,28,47,,,,,,,,,0,1,302,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0
13,118,189.73631323,118F,F,7,2,1,1,10,L,Y,A,W,2,,,,,,,,,192,0,0,8,15,19,24,115,,,,,,,,,0,1,253,0,0,0,1,0,4,0,3,0,1,0,1,0,1,0,0
13,119,386.36397291,119G,G,7,1,1,51,12,F,C,E,N,1,2,57,12,F,R,E,E,2,150,0,0,12,18,2,0,10,,,,,,,,,0,1,275,U,0,0,1,0,5,0,4,0,1,0,1,0,1,0,0
13,120,597.04422651,120H,H,7,1,1,56,12,F,Z,E,W,1,,,,,,,,,170,0,0,0,0,1,3,57,,,,,,,,,0,1,275,0,0,0,1,0,1,0,3,0,1,0,1,0,1,0,0
13,121,597.04422651,121H,H,7,1,1,2,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,1,255,0,0,0,1,0,2,0,2,0,1,0,1,0,1,0,0
13,121,597.04422651,121H,H,7,2,1,1,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,0,334,0,0,0,1,0,6,0,5,0,1,0,1,0,1,0,0
13,122,88.516557301,122J,J,7,1,4,42,12,F,D,E,W,3,1,42,12,F,R,E,S,7,135,35,55,77,78,53,28,0,,,,,,,,,1,1,263,0,0,0,2,0,4,0,3,0,1,0,1,0,1,0,0
13,123,111.02611534,123F,F,7,1,1,63,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,1,281,0,0,0,1,0,3,0,2,0,1,0,1,0,1,0,0
13,124,111.02611534,124F,F,7,1,1,2,12,F,D,A,A,6,,,,,,,,,171,105,108,112,110,97,87,0,,,,,,,,,0,1,294,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0
13,126,349.36644456,126H,H,7,1,1,31,0,T,Z,D,O,4,,,,,,,,,,,,,,,,,,,,,,,,,0,1,251,0,0,0,1,0,4,0,2,0,1,0,1,0,1,0,0
13,127,349.36644456,127H,H,7,1,1,2,10,F,D,E,W,1,,,,,,,,,164,10,11,10,10,13,15,0,,,,,,,,,0,1,268,0,0,0,1,0,1,0,3,0,1,0,1,0,1,0,0
13,127,349.36644456,127H,H,7,2,1,1,1,R,P,E,W,2,,,,,,,,,227,0,14,19,16,10,0,-14,,,,,,,,,0,1,264,0,0,0,1,0,1,0,3,0,1,0,1,0,1,0,0
13,128,88.516557301,128C,C,7,2,1,1,11,F,D,E,W,2,2,1,9,L,P,A,W,2,147,30,23,31,27,17,7,0,98,3,16,10,6,2,1,-58,0,1,250,0,0,0,1,0,4,0,2,0,1,0,1,0,1,0,0
13,129,176.61831573,129D,D,7,1,1,42,12,F,Y,E,W,4,,,,,,,,,144,106,76,51,40,23,5,-48,,,,,,,,,0,1,239,0,0,0,1,0,1,0,2,0,1,0,1,0,1,0,0
13,130,78.872485046,130D,D,7,1,1,51,U,9,9,9,9,U,3,31,0,T,Y,D,O,2,,,,,,,,,,,,,,,,,1,1,299,0,0,0,1,0,5,0,4,0,1,0,1,0,1,0,0
13,131,346.10425616,131E,E,7,1,10,42,12,F,Y,E,N,3,11,31,0,R,D,A,O,2,152,0,16,41,43,24,4,-33,,,,,,,,,1,1,262,0,0,0,2,0,4,0,2,0,1,0,1,0,1,0,0
13,132,772.30897817,132F,F,7,1,1,2,2,R,D,A,W,3,,,,,,,,,307,0,12,39,26,13,0,-36,,,,,,,,,0,1,239,0,0,0,1,0,4,0,5,0,1,0,1,0,1,0,0
13,132,772.30897817,132F,F,7,2,1,1,11,F,D,E,W,1,,,,,,,,,175,0,0,1,2,4,7,0,,,,,,,,,0,0,318,0,0,0,1,0,1,0,2,0,1,0,1,0,1,0,0
13,133,2430.2286086,133H,H,7,1,1,51,12,F,L,E,E,2,,,,,,,,,178,28,5,2,2,0,0,-71,,,,,,,,,0,1,338,0,0,0,1,0,1,0,2,0,1,0,1,0,1,0,0
13,134,176.61831573,134D,D,7,1,1,2,U,9,9,9,9,U,3,51,U,9,9,9,9,U,,,,,,,,,,,,,,,,,1,1,292,0,0,0,1,0,5,0,4,0,2,0,1,0,1,0,0
13,134,176.61831573,134D,D,7,2,1,1,92,F,D,E,W,2,5,1,U,9,9,9,9,U,,,,,,,,,,,,,,,,,0,1,299,0,0,0,1,0,5,0,4,0,1,0,1,0,1,0,0
13,135,72.982775096,135K,K,7,1,1,51,12,F,L,E,E,3,,,,,,,,,140,69,28,18,9,0,0,-55,,,,,,,,,0,1,240,0,0,0,1,0,1,0,2,0,1,0,1,0,1,0,0
13,136,72.982775096,136D,D,7,1,1,2,11,F,D,E,W,2,2,2,9,L,P,E,W,1,154,8,19,20,20,20,21,0,97,0,11,9,4,1,0,-54,0,1,252,0,0,0,1,0,4,0,3,0,1,0,1,0,1,0,0
13,136,72.982775096,136D,D,7,2,1,1,2,R,Y,E,W,2,2,1,3,R,B,E,W,1,223,1,9,17,12,5,0,99,80,0,0,2,3,3,1,-194,0,1,262,0,0,0,1,0,4,0,3,0,1,0,1,0,1,0,0
13,137,457.5587074,137F,F,7,2,1,1,2,R,D,E,W,2,2,31,0,T,Y,D,O,2,265,0,15,16,12,5,0,1,,,,,,,,,0,1,263,0,0,0,1,0,4,0,3,0,1,0,1,0,1,0,0
13,139,1439.802323,139H,H,7,1,1,51,12,F,R,E,E,2,,,,,,,,,173,0,6,15,22,35,50,74,,,,,,,,,0,1,286,0,0,0,1,0,1,0,2,0,1,0,1,0,1,0,0
13,140,72.982775096,140K,K,7,1,1,2,20,F,R,A,E,8,2,50,11,L,P,E,W,1,164,0,4,11,17,31,73,62,50,0,3,4,3,1,0,-102,1,1,289,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0
