PSU,CASEID,CASENO,STRATIF,VERSION,ACCSEQ,VEHNUM,CLASS1,GADEV1,OBJCONT,CLASS2,GADEV2,RATWGT
48,105J,105,J,6,2,1,2,F,42,0,0,152.63879791
48,105J,105,J,6,3,1,2,R,42,0,0,152.63879791
48,105J,105,J,6,4,1,2,9,41,0,0,152.63879791
48,106K,106,K,6,1,1,15,R,42,0,0,173.91215343
48,106K,106,K,6,2,1,15,T,31,0,N,173.91215343
48,106K,106,K,6,3,1,15,R,60,0,0,173.91215343
48,106K,106,K,6,4,1,15,L,42,0,0,173.91215343
48,107K,107,K,6,1,1,3,F,2,4,F,173.91215343
48,108K,108,K,6,1,1,5,F,44,0,0,173.91215343
48,108K,108,K,6,2,1,5,T,31,0,N,173.91215343
48,109C,109,C,6,1,1,15,F,56,0,0,789.6513812
48,109C,109,C,6,2,1,15,R,42,0,0,789.6513812
48,109C,109,C,6,3,1,15,T,41,0,0,789.6513812
48,110D,110,D,6,1,1,1,F,2,2,F,1349.5583106
48,112K,112,K,6,1,1,4,L,2,15,F,173.91215343
48,112K,112,K,6,2,1,4,L,2,15,L,173.91215343
48,113K,113,K,6,1,1,18,R,2,15,F,173.91215343
48,113K,113,K,6,2,1,18,F,3,1,F,173.91215343
48,114C,114,C,6,1,1,3,F,2,2,L,303.92080651
48,114C,114,C,6,2,2,2,F,56,0,0,303.92080651
48,115D,115,D,6,1,1,15,9,31,0,N,519.41763157
48,116D,116,D,6,1,1,5,R,2,5,F,519.41763157
48,117B,117,B,6,1,1,5,F,41,0,0,152.94312499
48,117B,117,B,6,2,1,5,F,41,0,0,152.94312499
48,117B,117,B,6,3,1,5,L,42,0,0,152.94312499
48,117B,117,B,6,4,1,5,L,41,0,0,152.94312499
48,117B,117,B,6,5,1,5,T,31,0,N,152.94312499
48,118D,118,D,6,1,1,5,R,2,24,F,1451.1230082
48,119J,119,J,6,1,1,15,L,2,2,F,159.20226622
48,119J,119,J,6,2,1,15,T,31,0,N,159.20226622
48,120J,120,J,6,1,1,1,9,31,0,N,159.20226622
48,121K,121,K,6,1,1,15,F,60,0,0,181.39037602
48,121K,121,K,6,2,1,15,9,31,0,N,181.39037602
48,122K,122,K,6,1,1,5,T,31,0,N,181.39037602
48,122K,122,K,6,2,1,5,L,41,0,0,181.39037602
48,122K,122,K,6,3,1,5,T,42,0,0,181.39037602
48,123J,123,J,6,1,1,15,L,2,15,F,152.63879791
48,123J,123,J,6,2,2,15,F,60,0,0,152.63879791
48,124K,124,K,6,1,1,1,F,2,1,F,173.91215343
48,124K,124,K,6,2,1,1,L,2,1,R,173.91215343
48,125K,125,K,6,1,1,4,B,2,24,F,173.91215343
48,125K,125,K,6,2,1,4,B,42,0,0,173.91215343
48,126D,126,D,6,1,1,3,F,2,11,F,497.3887588
48,126D,126,D,6,2,1,3,F,51,0,0,497.3887588
48,127D,127,D,6,1,1,3,B,41,0,0,497.3887588
48,127D,127,D,6,2,1,3,L,41,0,0,497.3887588
48,127D,127,D,6,3,1,3,L,41,0,0,497.3887588
48,127D,127,D,6,4,1,3,L,41,0,0,497.3887588
48,127D,127,D,6,5,1,3,L,41,0,0,497.3887588
48,127D,127,D,6,6,1,3,L,42,0,0,497.3887588
48,128D,128,D,6,1,1,15,F,2,1,R,497.3887588
48,129K,129,K,6,1,1,3,F,2,3,B,173.91215343
48,130K,130,K,6,1,1,2,F,2,15,F,173.91215343
48,131C,131,C,6,1,1,4,R,2,1,F,212.1679291
48,132D,132,D,6,1,1,5,F,64,0,0,362.6068399
48,132D,132,D,6,2,1,5,B,64,0,0,362.6068399
48,132D,132,D,6,3,1,5,F,64,0,0,362.6068399
48,132D,132,D,6,4,1,5,B,2,2,R,362.6068399
48,132D,132,D,6,5,2,2,F,64,0,0,362.6068399
48,132D,132,D,6,6,1,5,B,64,0,0,362.6068399
48,132D,132,D,6,7,1,5,N,32,0,N,362.6068399
48,133D,133,D,6,1,1,3,F,2,15,R,362.6068399
48,133D,133,D,6,2,2,15,9,31,0,N,362.6068399
48,134G,134,G,6,1,1,15,B,56,0,0,9253.3050431
48,134G,134,G,6,2,1,15,F,56,0,0,9253.3050431
48,135B,135,B,6,1,1,1,R,2,15,F,152.94312499
48,135B,135,B,6,2,1,1,R,2,15,L,152.94312499
48,136K,136,K,6,1,1,15,R,41,0,0,173.91215343
48,136K,136,K,6,2,1,15,R,42,0,0,173.91215343
48,136K,136,K,6,3,1,15,R,42,0,0,173.91215343
48,136K,136,K,6,4,1,15,9,31,0,N,173.91215343
48,136K,136,K,6,5,1,15,T,42,0,0,173.91215343
48,136K,136,K,6,6,1,15,F,41,0,0,173.91215343
48,136K,136,K,6,7,1,15,N,32,0,N,173.91215343
48,137K,137,K,6,1,1,1,F,2,3,F,173.91215343
48,137K,137,K,6,2,2,3,N,32,0,N,173.91215343
48,138K,138,K,6,1,1,1,R,2,3,F,173.91215343
48,139C,139,C,6,1,1,1,L,2,3,F,598.34408781
48,139C,139,C,6,2,1,1,F,51,0,0,598.34408781
48,140D,140,D,6,1,1,5,R,42,0,0,1022.6034621
48,140D,140,D,6,2,1,5,R,42,0,0,1022.6034621
48,141K,141,K,6,1,1,15,F,2,4,L,173.91215343
48,141K,141,K,6,2,1,15,L,2,4,L,173.91215343
48,142K,142,K,6,1,1,1,9,41,0,0,173.91215343
48,142K,142,K,6,2,1,1,L,42,0,0,173.91215343
48,142K,142,K,6,3,1,1,T,42,0,0,173.91215343
48,143D,143,D,6,1,1,3,R,2,1,F,1038.255556
48,143D,143,D,6,2,2,1,F,3,1,F,1038.255556
48,144H,144,H,6,1,1,1,F,42,0,0,33009.549925
48,145B,145,B,6,1,1,15,L,2,11,F,163.87855842
48,145B,145,B,6,2,1,15,F,63,0,0,163.87855842
48,145B,145,B,6,3,1,15,F,68,0,0,163.87855842
48,145B,145,B,6,4,1,15,F,41,0,0,163.87855842
48,146D,146,D,6,1,1,15,F,50,0,0,1863.468724
48,146D,146,D,6,2,1,15,F,68,0,0,1863.468724
48,147J,147,J,6,1,1,4,F,2,1,B,204.44058995
48,148K,148,K,6,1,1,11,F,68,0,0,232.9335905
48,148K,148,K,6,2,1,11,T,31,0,N,232.9335905
48,149C,149,C,6,1,1,2,F,43,0,0,1370.6964052
48,149C,149,C,6,2,1,2,R,42,0,0,1370.6964052
48,150J,150,J,6,1,1,11,F,50,0,0,257.00557598
48,150J,150,J,6,2,1,11,T,31,0,N,257.00557598
48,151K,151,K,6,1,1,11,F,2,3,L,292.82458833
48,151K,151,K,6,2,2,3,R,3,15,F,292.82458833
48,152K,152,K,6,1,1,1,T,31,0,N,292.82458833
48,153D,153,D,6,1,1,2,F,2,2,B,1490.4271549
48,153D,153,D,6,2,2,2,L,50,0,0,1490.4271549
48,154J,154,J,6,1,1,2,F,88,0,0,163.51431226
48,154J,154,J,6,2,1,2,F,42,0,0,163.51431226
48,154J,154,J,6,3,1,2,T,31,0,N,163.51431226
48,155J,155,J,6,1,1,15,T,31,0,N,163.51431226
48,156J,156,J,6,1,1,3,R,2,3,F,163.51431226
48,156J,156,J,6,2,1,3,L,61,0,0,163.51431226
48,156J,156,J,6,3,1,3,B,3,3,L,163.51431226
48,157K,157,K,6,1,1,2,F,2,2,F,186.30339436
48,157K,157,K,6,2,1,2,L,3,1,F,186.30339436
48,158K,158,K,6,1,1,4,R,2,3,F,186.30339436
48,158K,158,K,6,2,1,4,B,3,5,F,186.30339436
48,159B,159,B,6,1,1,11,T,31,0,N,152.94312499
48,159B,159,B,6,2,1,11,R,41,0,0,152.94312499
48,159B,159,B,6,3,1,11,R,41,0,0,152.94312499
48,160B,160,B,6,1,1,1,F,50,0,0,152.94312499
48,160B,160,B,6,2,1,1,U,68,0,0,152.94312499
48,160B,160,B,6,3,1,1,F,41,0,0,152.94312499
48,160B,160,B,6,4,1,1,9,41,0,0,152.94312499
48,160B,160,B,6,5,1,1,9,43,0,0,152.94312499
48,160B,160,B,6,6,1,1,9,42,0,0,152.94312499
48,160B,160,B,6,7,1,1,U,58,0,0,152.94312499
48,160B,160,B,6,8,1,1,F,42,0,0,152.94312499
48,160B,160,B,6,9,1,1,L,31,0,N,152.94312499
48,161C,161,C,6,1,1,22,B,2,4,F,941.61178445
48,162E,162,E,6,1,1,5,L,2,3,F,5951.3033676
48,163J,163,J,6,1,1,3,F,56,0,0,176.55220958
48,163J,163,J,6,2,1,3,F,64,0,0,176.55220958
48,164B,164,B,6,1,1,11,F,2,3,F,152.94312499
48,164B,164,B,6,2,1,11,L,31,0,N,152.94312499
48,165J,165,J,6,1,1,2,F,2,2,B,152.63879791
48,166C,166,C,6,1,1,13,F,56,0,0,259.48595645
48,166C,166,C,6,2,1,13,L,31,0,N,259.48595645
48,167C,167,C,6,1,1,1,F,44,0,0,259.48595645
48,167C,167,C,6,2,1,1,L,31,0,N,259.48595645
48,168D,168,D,6,1,1,3,L,77,0,0,443.47599124
48,168D,168,D,6,2,1,3,L,77,0,0,443.47599124
48,169F,169,F,6,1,1,15,L,2,15,F,8217.582371
48,170J,170,J,6,1,1,11,T,31,0,N,152.63879791
48,170J,170,J,6,2,1,11,R,42,0,0,152.63879791
48,171K,171,K,6,1,1,5,F,50,0,0,173.91215343
48,171K,171,K,6,2,1,5,F,50,0,0,173.91215343
48,171K,171,K,6,3,1,5,L,52,0,0,173.91215343
48,171K,171,K,6,4,1,5,F,68,0,0,173.91215343
48,171K,171,K,6,5,1,5,L,42,0,0,173.91215343
48,171K,171,K,6,6,1,5,R,42,0,0,173.91215343
48,171K,171,K,6,7,1,5,R,42,0,0,173.91215343
48,172C,172,C,6,1,1,15,F,2,1,B,288.31772939
48,172C,172,C,6,2,2,1,F,71,0,0,288.31772939
48,173D,173,D,6,1,1,5,F,68,0,0,492.75110137
48,173D,173,D,6,2,1,5,F,57,0,0,492.75110137
48,173D,173,D,6,3,1,5,F,42,0,0,492.75110137
48,175J,175,J,6,1,1,1,F,60,0,0,152.63879791
48,175J,175,J,6,2,1,1,F,57,0,0,152.63879791
48,175J,175,J,6,3,1,1,B,57,0,0,152.63879791
48,175J,175,J,6,4,1,1,L,57,0,0,152.63879791
48,176K,176,K,6,1,1,2,L,2,5,F,173.91215343
48,177C,177,C,6,1,1,5,L,2,1,F,152.63879791
48,177C,177,C,6,2,2,1,L,61,0,0,152.63879791
48,178D,178,D,6,1,1,11,F,2,15,F,259.70881578
48,179F,179,F,6,1,1,11,F,2,15,B,4812.3881074
48,180G,180,G,6,1,1,1,R,2,15,F,6627.4670812
48,181J,181,J,6,1,1,2,L,77,0,0,152.63879791
48,181J,181,J,6,2,1,2,L,77,0,0,152.63879791
48,181J,181,J,6,3,1,2,T,31,0,N,152.63879791
48,181J,181,J,6,4,1,2,R,50,0,0,152.63879791
48,182J,182,J,6,1,1,1,R,2,15,F,152.63879791
48,183C,183,C,6,1,1,1,F,60,0,0,152.63879791
48,183C,183,C,6,2,1,1,R,60,0,0,152.63879791
48,184D,184,D,6,1,1,15,R,2,2,F,241.15818609
48,185E,185,E,6,1,1,15,F,2,4,L,891.83796863
48,186G,186,G,6,1,1,1,L,2,2,F,6154.0765754
48,187K,187,K,6,1,1,2,F,51,0,0,173.91215343
48,187K,187,K,6,2,1,2,9,68,0,0,173.91215343
48,187K,187,K,6,3,1,2,R,44,0,0,173.91215343
48,188K,188,K,6,1,1,15,F,88,0,0,173.91215343
48,188K,188,K,6,2,1,15,F,68,0,0,173.91215343
48,189C,189,C,6,1,1,13,R,2,15,F,297.13685993
48,189C,189,C,6,2,1,13,R,2,15,L,297.13685993
48,190D,190,D,6,1,1,11,F,2,15,L,507.823488
48,191D,191,D,6,1,1,1,F,2,1,L,507.823488
48,192H,192,H,6,1,1,3,B,42,0,0,16145.374503
48,193C,193,C,6,1,1,2,F,2,15,F,862.91800419
48,194K,194,K,6,1,1,1,B,2,5,F,184.34688263
48,195K,195,K,6,1,1,2,L,2,1,F,184.34688263
48,196C,196,C,6,1,1,24,F,2,1,L,342.58930198
48,197D,197,D,6,1,1,3,F,2,15,F,585.50424987
48,198G,198,G,6,1,1,4,F,2,2,L,14941.387839
48,198G,198,G,6,2,1,4,R,2,2,L,14941.387839
48,199J,199,J,6,1,1,2,F,2,15,F,152.63879791
48,200C,200,C,6,1,1,11,R,2,2,F,631.92462335
48,200C,200,C,6,2,1,11,R,2,2,L,631.92462335
48,201C,201,C,6,1,1,1,R,2,2,F,631.92462335
48,202J,202,J,6,1,1,2,R,63,0,0,152.63879791
48,202J,202,J,6,2,1,2,T,31,0,N,152.63879791
48,203C,203,C,6,1,1,2,U,64,0,0,423.31826621
48,203C,203,C,6,2,1,2,T,61,0,0,423.31826621
48,204D,204,D,6,1,1,3,R,2,1,F,723.47455826
48,205A,205,A,6,1,1,15,R,50,0,0,152.94312499
48,205A,205,A,6,2,1,15,R,50,0,0,152.94312499
48,205A,205,A,6,3,1,15,R,31,0,N,152.94312499
48,205A,205,A,6,4,1,15,F,43,0,0,152.94312499
48,206D,206,D,6,1,1,4,B,2,2,F,1643.4698499
48,207J,207,J,6,1,1,11,F,2,3,L,180.30458003
48,207J,207,J,6,2,2,3,L,62,0,0,180.30458003
48,207J,207,J,6,3,2,3,L,52,0,0,180.30458003
48,208D,208,D,6,1,1,5,F,57,0,0,2642.3053177
48,208D,208,D,6,2,1,5,F,60,0,0,2642.3053177
48,208D,208,D,6,3,1,5,F,60,0,0,2642.3053177
48,209K,209,K,6,1,1,11,F,52,0,0,330.28816472
48,210K,210,K,6,1,1,1,R,2,11,F,330.28816472
48,211J,211,J,6,1,1,1,F,2,3,L,262.53873241
48,212J,212,J,6,1,1,1,F,2,24,B,262.53873241
48,213K,213,K,6,1,1,15,F,2,3,F,299.12890389
48,214E,214,E,6,1,1,3,F,4,2,L,6821.7029235
48,214E,214,E,6,2,2,5,B,4,2,F,6821.7029235
48,214E,214,E,6,3,2,5,L,3,3,B,6821.7029235
48,215K,215,K,6,1,1,1,F,42,0,0,230.57853008
48,215K,215,K,6,2,1,1,R,43,0,0,230.57853008
48,215K,215,K,6,3,1,1,F,42,0,0,230.57853008
48,215K,215,K,6,4,1,1,F,42,0,0,230.57853008
48,216K,216,K,6,1,1,3,R,77,0,0,230.57853008
48,216K,216,K,6,2,1,3,R,77,0,0,230.57853008
48,216K,216,K,6,3,1,3,T,31,0,N,230.57853008
48,217C,217,C,6,1,1,3,R,2,2,F,1918.5000911
48,218J,218,J,6,1,1,5,R,2,1,F,359.71876708
48,219K,219,K,6,1,1,1,R,2,15,F,409.85297491
48,220B,220,B,6,1,1,15,F,60,0,0,243.17956873
48,220B,220,B,6,2,1,15,R,31,0,N,243.17956873
48,220B,220,B,6,3,1,15,T,42,0,0,243.17956873
48,220B,220,B,6,4,1,15,L,42,0,0,243.17956873
48,221K,221,K,6,1,1,2,F,2,3,L,345.65040494
48,222K,222,K,6,1,1,2,F,2,1,B,345.65040494
48,222K,222,K,6,2,2,1,R,3,5,B,345.65040494
48,222K,222,K,6,3,2,1,F,54,0,0,345.65040494
48,223C,223,C,6,1,1,1,L,2,15,F,1225.5199486
48,224J,224,J,6,1,1,1,F,2,15,F,229.78499035
48,225K,225,K,6,1,1,4,F,2,3,F,261.81025431
48,225K,225,K,6,2,2,3,R,64,0,0,261.81025431
48,226K,226,K,6,1,1,11,R,56,0,0,261.81025431
48,226K,226,K,6,2,1,11,T,31,0,N,261.81025431
48,226K,226,K,6,3,1,11,N,32,0,N,261.81025431
48,227K,227,K,6,1,1,3,L,2,14,F,261.81025431
48,228K,228,K,6,1,1,3,F,42,0,0,261.81025431
48,228K,228,K,6,2,1,3,F,43,0,0,261.81025431
48,228K,228,K,6,3,1,3,T,31,0,N,261.81025431
48,228K,228,K,6,4,1,3,L,42,0,0,261.81025431
48,229B,229,B,6,1,1,2,R,68,0,0,152.94312499
48,229B,229,B,6,2,1,2,R,57,0,0,152.94312499
48,229B,229,B,6,3,1,2,R,42,0,0,152.94312499
48,229B,229,B,6,4,1,2,T,31,0,N,152.94312499
48,229B,229,B,6,5,1,2,T,42,0,0,152.94312499
48,229B,229,B,6,6,1,2,F,42,0,0,152.94312499
48,230K,230,K,6,1,1,15,F,44,0,0,173.91215343
48,230K,230,K,6,2,1,15,T,31,0,N,173.91215343
48,231K,231,K,6,1,1,24,L,2,1,F,173.91215343
48,231K,231,K,6,2,1,24,L,2,1,L,173.91215343
48,232C,232,C,6,1,1,1,L,44,0,0,449.77565784
48,233D,233,D,6,1,1,3,F,52,0,0,768.69171815
48,235B,235,B,6,1,2,3,F,3,2,F,152.94312499
48,235B,235,B,6,2,1,15,L,2,3,L,152.94312499
48,236J,236,J,6,1,1,2,F,50,0,0,152.63879791
48,236J,236,J,6,2,1,2,F,68,0,0,152.63879791
48,236J,236,J,6,3,1,2,F,42,0,0,152.63879791
48,237K,237,K,6,1,1,15,R,51,0,0,173.91215343
48,237K,237,K,6,2,1,15,T,31,0,N,173.91215343
48,238K,238,K,6,1,1,3,R,2,15,F,173.91215343
48,239C,239,C,6,1,1,13,L,2,3,F,371.42107492
48,239C,239,C,6,2,1,13,L,2,3,R,371.42107492
48,240G,240,G,6,1,1,11,F,2,4,B,16198.83137
48,241B,241,B,6,1,1,3,L,50,0,0,152.94312499
48,241B,241,B,6,2,1,3,L,31,0,N,152.94312499
48,241B,241,B,6,3,1,3,T,51,0,0,152.94312499
48,241B,241,B,6,4,1,3,T,68,0,0,152.94312499
48,241B,241,B,6,5,1,3,T,42,0,0,152.94312499
48,242J,242,J,6,1,1,5,F,2,2,F,152.63879791
48,243K,243,K,6,1,1,1,F,2,2,L,173.91215343
48,244C,244,C,6,1,1,1,F,2,15,F,535.93177933
48,245D,245,D,6,1,1,15,F,41,0,0,915.93734138
48,245D,245,D,6,2,1,15,F,42,0,0,915.93734138
48,246D,246,D,6,1,1,5,F,2,1,F,915.93734138
48,247K,247,K,6,1,1,2,F,2,15,R,173.91215343
48,247K,247,K,6,2,1,2,L,2,15,R,173.91215343
48,247K,247,K,6,3,2,15,F,3,3,F,173.91215343
48,248C,248,C,6,1,1,3,F,2,1,F,186.82988864
48,249C,249,C,6,1,1,2,L,2,2,F,186.82988864
48,249C,249,C,6,2,1,2,L,2,2,R,186.82988864
48,250D,250,D,6,1,1,15,9,31,0,N,319.30271369
48,250D,250,D,6,2,1,15,9,41,0,0,319.30271369
48,251E,251,E,6,1,1,2,F,2,1,F,1180.8277719
48,251E,251,E,6,2,2,1,F,52,0,0,1180.8277719
48,252G,252,G,6,1,1,15,F,2,1,B,8148.234081
48,252G,252,G,6,2,2,1,F,64,0,0,8148.234081
48,253J,253,J,6,1,1,1,R,2,2,F,152.63879791
48,253J,253,J,6,2,1,1,F,3,13,F,152.63879791
48,254J,254,J,6,1,1,15,F,63,0,0,152.63879791
48,254J,254,J,6,2,1,15,F,42,0,0,152.63879791
48,254J,254,J,6,3,1,15,U,68,0,0,152.63879791
48,255K,255,K,6,1,1,3,F,2,1,B,173.91215343
48,256K,256,K,6,1,1,3,R,2,24,L,173.91215343
48,256K,256,K,6,2,1,3,F,42,0,0,173.91215343
48,256K,256,K,6,3,1,3,F,42,0,0,173.91215343
48,256K,256,K,6,4,1,3,L,41,0,0,173.91215343
48,257C,257,C,6,1,1,3,T,31,0,N,352.08682718
48,257C,257,C,6,2,1,3,R,42,0,0,352.08682718
48,258D,258,D,6,1,1,15,R,2,2,F,601.73605085
48,259C,259,C,6,1,1,5,F,2,3,R,1795.0322634
48,259C,259,C,6,2,2,3,F,58,0,0,1795.0322634
48,259C,259,C,6,3,2,3,F,42,0,0,1795.0322634
48,260J,260,J,6,1,1,11,F,41,0,0,336.56854939
48,260J,260,J,6,2,1,11,L,41,0,0,336.56854939
48,260J,260,J,6,3,1,11,F,42,0,0,336.56854939
48,260J,260,J,6,4,1,11,R,41,0,0,336.56854939
48,260J,260,J,6,5,1,11,F,42,0,0,336.56854939
48,261K,261,K,6,1,1,1,F,56,0,0,383.47629831
48,261K,261,K,6,2,1,1,T,31,0,N,383.47629831
48,262K,262,K,6,1,1,3,F,63,0,0,383.47629831
48,263F,263,F,6,1,1,1,L,41,0,0,386.70975863
48,263F,263,F,6,2,1,1,L,41,0,0,386.70975863
48,263F,263,F,6,3,1,1,L,42,0,0,386.70975863
49,"  1B",1,B,6,1,1,3,U,63,0,0,11.683323306
49,"  1B",1,B,6,2,1,3,R,51,0,0,11.683323306
49,"  2J",2,J,6,1,1,24,F,2,15,F,15.925949314
49,"  3K",3,K,6,1,1,11,F,63,0,0,17.89105514
49,"  3K",3,K,6,2,1,11,F,64,0,0,17.89105514
49,"  3K",3,K,6,3,1,11,L,2,24,B,17.89105514
49,"  4B",4,B,6,1,1,11,L,2,2,F,10.669701649
49,"  4B",4,B,6,2,1,11,L,2,2,R,10.669701649
49,"  4B",4,B,6,3,1,11,R,63,0,0,10.669701649
49,"  4B",4,B,6,4,1,11,R,51,0,0,10.669701649
49,"  4B",4,B,6,5,1,11,F,50,0,0,10.669701649
49,"  5K",5,K,6,1,1,1,L,63,0,0,13.071090513
49,"  5K",5,K,6,2,1,1,F,41,0,0,13.071090513
49,"  5K",5,K,6,3,1,1,L,41,0,0,13.071090513
49,"  5K",5,K,6,4,1,1,L,41,0,0,13.071090513
49,"  5K",5,K,6,5,1,1,L,61,0,0,13.071090513
49,"  5K",5,K,6,6,1,1,T,31,0,N,13.071090513
49,"  6E",6,E,6,1,1,5,B,2,2,F,248.44264634
49,"  7F",7,F,6,1,1,3,F,2,5,L,307.04170313
49,"  7F",7,F,6,2,1,3,R,2,5,L,307.04170313
49,"  8H",8,H,6,1,1,3,F,2,5,B,1018.7700687
49,"  9D",9,D,6,1,1,12,F,2,12,F,13.811785642
49,"  9D",9,D,6,2,2,12,F,63,0,0,13.811785642
49," 10D",10,D,6,1,1,1,R,2,12,F,13.811785642
49," 11E",11,E,6,1,1,1,F,2,4,B,79.874562768
49," 12F",12,F,6,1,1,11,F,2,3,B,98.714218957
49," 13G",13,G,6,1,1,4,U,56,0,0,226.90601711
49," 14H",14,H,6,1,1,3,L,50,0,0,327.53561033
49," 15J",15,J,6,1,1,13,F,2,1,R,11.635396759
49," 15J",15,J,6,2,1,13,L,2,1,R,11.635396759
49," 15J",15,J,6,3,1,13,L,63,0,0,11.635396759
49," 15J",15,J,6,4,2,1,F,52,0,0,11.635396759
49," 15J",15,J,6,5,1,13,L,31,0,N,11.635396759
49," 16K",16,K,6,1,1,4,F,71,0,0,13.071090513
49," 17K",17,K,6,1,1,11,F,42,0,0,13.071090513
49," 19E",19,E,6,1,1,1,R,45,0,0,523.59413701
49," 20G",20,G,6,1,1,1,R,2,3,F,1487.4154686
49," 21E",21,E,6,1,1,2,F,56,0,0,639.5004426
49," 21E",21,E,6,2,1,2,F,56,0,0,639.5004426
49," 21E",21,E,6,3,1,2,F,64,0,0,639.5004426
49," 21E",21,E,6,4,1,2,F,45,0,0,639.5004426
49," 22H",22,H,6,1,1,1,F,2,1,R,2622.3513534
49," 23J",23,J,6,1,1,15,F,3,15,R,12.304432072
49," 23J",23,J,6,2,1,15,F,2,1,F,12.304432072
49," 24J",24,J,6,1,1,1,R,2,15,F,12.304432072
49," 25K",25,K,6,1,1,4,R,2,15,F,13.822678218
49," 25K",25,K,6,2,1,4,F,45,0,0,13.822678218
49," 26K",26,K,6,1,1,15,F,64,0,0,13.822678218
49," 27B",27,B,6,1,1,1,L,2,3,F,10.669701649
49," 27B",27,B,6,2,2,3,R,3,5,R,10.669701649
49," 28B",28,B,6,1,1,5,F,2,3,R,10.669701649
49," 29J",29,J,6,1,1,11,F,50,0,0,11.635396759
49," 29J",29,J,6,2,1,11,F,64,0,0,11.635396759
49," 30K",30,K,6,1,1,3,F,63,0,0,13.071090513
49," 30K",30,K,6,2,1,3,F,42,0,0,13.071090513
49," 31F",31,F,6,1,1,1,R,54,0,0,294.74135092
49," 31F",31,F,6,2,1,1,F,2,24,R,294.74135092
49," 31F",31,F,6,3,1,1,F,2,24,R,294.74135092
49," 32H",32,H,6,1,1,3,F,2,15,B,977.95727186
49," 33J",33,J,6,1,1,2,F,50,0,0,11.635396759
49," 33J",33,J,6,2,1,2,F,52,0,0,11.635396759
49," 34D",34,D,6,1,1,1,F,2,1,B,25.227204691
49," 35E",35,E,6,1,1,2,F,2,1,L,145.89076291
49," 36F",36,F,6,1,1,1,F,63,0,0,180.30136522
49," 36F",36,F,6,2,1,1,F,42,0,0,180.30136522
49," 36F",36,F,6,3,1,1,N,32,0,N,180.30136522
49," 37F",37,F,6,1,1,2,L,2,15,F,180.30136522
49," 38H",38,H,6,1,1,24,R,2,13,L,598.24327565
49," 39A",39,A,6,1,1,15,F,54,0,0,10.669701649
49," 39A",39,A,6,2,1,15,F,54,0,0,10.669701649
49," 39A",39,A,6,3,1,15,R,31,0,N,10.669701649
49," 39A",39,A,6,4,1,15,T,2,15,F,10.669701649
49," 39A",39,A,6,5,2,15,L,31,0,N,10.669701649
49," 40B",40,B,6,1,1,2,R,2,4,F,10.669701649
49," 40B",40,B,6,2,1,2,F,41,0,0,10.669701649
49," 41B",41,B,6,1,1,1,R,2,13,F,10.669701649
49," 42H",42,H,6,1,1,11,L,2,22,9,3041.8449111
49," 42H",42,H,6,2,1,11,T,31,0,N,3041.8449111
49," 43K",43,K,6,1,1,15,F,2,2,R,16.03387103
49," 43K",43,K,6,2,1,15,L,2,2,R,16.03387103
49," 43K",43,K,6,3,1,15,F,51,0,0,16.03387103
49," 44K",44,K,6,1,1,1,L,2,11,F,16.03387103
49," 44K",44,K,6,2,1,1,L,2,11,R,16.03387103
49," 45B",45,B,6,1,1,2,R,63,0,0,10.669701649
49," 45B",45,B,6,2,1,2,R,61,0,0,10.669701649
49," 45B",45,B,6,3,1,2,T,31,0,N,10.669701649
49," 46J",46,J,6,1,1,15,L,2,4,F,11.635396759
49," 46J",46,J,6,2,1,15,L,2,4,R,11.635396759
49," 46J",46,J,6,3,1,15,L,2,4,R,11.635396759
49," 46J",46,J,6,4,1,15,L,2,4,R,11.635396759
49," 46J",46,J,6,5,1,15,F,52,0,0,11.635396759
49," 47K",47,K,6,1,1,2,F,55,0,0,13.071090513
49," 48F",48,F,6,1,1,3,F,56,0,0,218.91512911
49," 48F",48,F,6,2,1,3,F,56,0,0,218.91512911
49," 49G",49,G,6,1,1,1,L,2,3,F,503.20167201
49," 50H",50,H,6,1,1,14,F,41,0,0,726.36446077
49," 50H",50,H,6,2,1,14,F,52,0,0,726.36446077
49," 50H",50,H,6,3,1,14,R,41,0,0,726.36446077
49," 51J",51,J,6,1,1,15,F,52,0,0,11.635396759
49," 51J",51,J,6,2,1,15,T,31,0,N,11.635396759
49," 52J",52,J,6,1,1,1,F,88,0,0,11.635396759
49," 53K",53,K,6,1,1,2,R,63,0,0,13.071090513
49," 53K",53,K,6,2,1,2,R,63,0,0,13.071090513
49," 53K",53,K,6,3,1,2,R,51,0,0,13.071090513
49," 54K",54,K,6,1,1,5,L,2,2,F,13.071090513
49," 54K",54,K,6,2,1,5,F,52,0,0,13.071090513
49," 55E",55,E,6,1,1,1,R,2,3,F,365.86077331
49," 55E",55,E,6,2,1,1,R,2,3,L,365.86077331
49," 55E",55,E,6,3,2,3,F,3,20,L,365.86077331
49," 55E",55,E,6,4,1,1,R,3,20,F,365.86077331
49," 56G",56,G,6,1,1,4,F,2,1,R,1039.3297692
49," 57B",57,B,6,1,1,2,F,2,3,F,10.669701649
49," 57B",57,B,6,2,1,2,N,32,0,N,10.669701649
49," 58E",58,E,6,1,1,13,F,2,2,L,170.07990495
49," 58E",58,E,6,2,1,13,R,2,2,L,170.07990495
49," 59E",59,E,6,1,1,2,F,2,1,F,170.07990495
49," 59E",59,E,6,2,2,1,F,52,0,0,170.07990495
