PSU,CASEID,CASENO,STRATIF,VERSION,ACCSEQ,VEHNUM,CLASS1,GADEV1,OBJCONT,CLASS2,GADEV2,RATWGT
6," 90E",90,E,6,1,1,1,F,2,3,R,421.07756939
6," 90E",90,E,6,2,2,3,T,31,0,N,421.07756939
6," 91F",91,F,6,1,1,4,F,2,3,L,269.5541695
6," 91F",91,F,6,2,1,4,F,57,0,0,269.5541695
6," 92E",92,E,6,1,1,3,L,2,1,L,150.07353807
6," 92E",92,E,6,2,1,3,L,3,2,L,150.07353807
6," 93F",93,F,6,1,1,2,F,41,0,0,96.070061338
6," 94B",94,B,6,1,1,2,R,2,5,F,15.388863675
6," 94B",94,B,6,2,1,2,R,2,5,L,15.388863675
6," 94B",94,B,6,3,1,2,F,53,0,0,15.388863675
6," 95K",95,K,6,1,1,2,F,58,0,0,22.310953258
6," 96D",96,D,6,1,1,2,F,2,3,L,34.008353034
6," 96D",96,D,6,2,2,3,L,3,5,F,34.008353034
6," 96D",96,D,6,3,2,3,L,71,0,0,34.008353034
6," 96D",96,D,6,4,1,2,F,50,0,0,34.008353034
6," 97F",97,F,6,1,1,5,F,2,1,R,361.13528001
6," 98K",98,K,6,1,1,3,L,2,5,F,38.923199505
6," 99K",99,K,6,1,1,2,F,51,0,0,38.923199505
6,100F,100,F,6,1,1,19,F,71,0,0,83.498827818
6,100F,100,F,6,2,1,19,L,71,0,0,83.498827818
6,100F,100,F,6,3,1,19,F,71,0,0,83.498827818
6,100F,100,F,6,4,1,19,F,71,0,0,83.498827818
6,100F,100,F,6,5,1,19,L,71,0,0,83.498827818
6,101G,101,G,6,1,1,1,F,2,1,R,116.52763371
6,102J,102,J,6,1,1,11,F,42,0,0,74.91151823
6,103C,103,C,6,1,1,5,R,2,1,B,50.790097008
8,"  1A",1,A,6,1,1,3,F,63,0,0,60.013345539
8,"  1A",1,A,6,2,1,3,F,63,0,0,60.013345539
8,"  1A",1,A,6,3,1,3,F,42,0,0,60.013345539
8,"  2H",2,H,6,1,1,2,F,76,0,0,130.96084703
8,"  3E",3,E,6,1,2,11,B,3,2,F,355.62658479
8,"  3E",3,E,6,2,1,11,B,2,11,F,355.62658479
8,"  4F",4,F,6,1,1,1,F,51,0,0,510.75083175
8,"  5G",5,G,6,1,1,1,F,2,2,F,874.31542854
8,"  5G",5,G,6,2,2,2,F,3,9,L,874.31542854
8,"  6E",6,E,6,1,1,1,F,2,14,L,106.70668653
8,"  6E",6,E,6,2,2,14,R,31,0,N,106.70668653
8,"  7E",7,E,6,1,1,2,F,56,0,0,105.20311661
8,"  7E",7,E,6,2,1,2,F,50,0,0,105.20311661
8,"  8G",8,G,6,1,1,2,F,50,0,0,258.64407195
8,"  8G",8,G,6,2,1,2,F,50,0,0,258.64407195
8,"  8G",8,G,6,3,1,2,F,62,0,0,258.64407195
8,"  9G",9,G,6,1,1,1,L,2,3,F,258.64407195
8," 10H",10,H,6,1,1,4,F,2,15,B,430.2413637
8," 11E",11,E,6,1,1,1,R,41,0,0,568.56995302
8," 11E",11,E,6,2,1,1,T,31,0,N,568.56995302
8," 11E",11,E,6,3,1,1,R,41,0,0,568.56995302
8," 11E",11,E,6,4,1,1,T,41,0,0,568.56995302
8," 12F",12,F,6,1,1,13,F,2,2,F,816.58005571
8," 12F",12,F,6,2,1,13,R,2,2,L,816.58005571
8," 13F",13,F,6,1,1,1,L,2,4,F,816.58005571
8," 14G",14,G,6,1,1,14,F,51,0,0,1397.8411722
8," 15F",15,F,6,1,1,2,R,2,3,F,547.5250708
8," 16G",16,G,6,1,1,11,F,53,0,0,937.26644608
8," 17H",17,H,6,1,2,2,B,3,13,F,1559.0954429
8," 17H",17,H,6,2,1,3,B,2,2,F,1559.0954429
8," 18H",18,H,6,1,1,2,U,56,0,0,1559.0954429
8," 18H",18,H,6,2,1,2,L,31,0,N,1559.0954429
8," 19F",19,F,6,1,1,4,R,2,15,F,755.08917719
8," 20H",20,H,6,1,1,2,F,2,9,B,2150.1409852
8," 21A",21,A,6,1,1,4,F,2,14,F,60.013345539
8," 21A",21,A,6,2,1,4,U,63,0,0,60.013345539
8," 22E",22,E,6,1,1,11,F,2,15,F,821.57733395
8," 23B",23,B,6,1,1,5,F,64,0,0,286.35626398
8," 24H",24,H,6,1,1,1,R,2,5,F,20116.591813
8," 25J",25,J,6,1,1,4,F,51,0,0,176.47592702
8," 26E",26,E,6,1,1,15,F,2,1,R,933.5765866
8," 27E",27,E,6,1,1,15,F,2,1,L,536.42028688
8," 27E",27,E,6,2,1,15,R,2,1,L,536.42028688
8," 27E",27,E,6,3,2,1,R,68,0,0,536.42028688
8," 28G",28,G,6,1,1,11,L,43,0,0,1318.8005427
8," 28G",28,G,6,2,1,11,L,41,0,0,1318.8005427
8," 29F",29,F,6,1,1,2,F,2,15,F,348.2531634
8," 30H",30,H,6,1,1,3,F,44,0,0,991.66220688
8," 30H",30,H,6,2,1,3,T,31,0,N,991.66220688
8," 31E",31,E,6,1,1,3,F,2,3,B,809.81607592
8," 32F",32,F,6,1,1,3,R,2,2,F,1163.0576904
8," 32F",32,F,6,2,1,3,F,50,0,0,1163.0576904
8," 32F",32,F,6,3,1,3,F,63,0,0,1163.0576904
8," 33K",33,K,6,1,1,15,F,51,0,0,55.321074912
8," 33K",33,K,6,2,1,15,F,57,0,0,55.321074912
8," 34G",34,G,6,1,1,13,F,76,0,0,1625.5655882
8," 35G",35,G,6,1,1,1,R,2,3,F,1209.8752936
8," 36H",36,H,6,1,1,13,F,2,1,L,2012.5665061
8," 36H",36,H,6,2,2,1,R,42,0,0,2012.5665061
8," 37K",37,K,6,1,1,3,F,52,0,0,55.321074912
8," 38E",38,E,6,1,1,3,R,51,0,0,390.74106805
8," 38E",38,E,6,2,1,3,U,58,0,0,390.74106805
8," 38E",38,E,6,3,1,3,U,58,0,0,390.74106805
8," 38E",38,E,6,4,1,3,F,43,0,0,390.74106805
8," 38E",38,E,6,5,1,3,F,50,0,0,390.74106805
8," 39K",39,K,6,1,1,3,F,2,13,F,93.668638203
8," 40F",40,F,6,1,1,2,R,52,0,0,198.09142073
8," 40F",40,F,6,2,1,2,B,42,0,0,198.09142073
8," 41E",41,E,6,1,1,1,R,56,0,0,120.46602192
8," 41E",41,E,6,2,1,1,F,51,0,0,120.46602192
8," 41E",41,E,6,3,1,1,T,88,0,0,120.46602192
8," 42G",42,G,6,1,1,2,L,2,2,F,296.16824525
8," 43G",43,G,6,1,1,2,F,2,11,B,296.16824525
8," 44H",44,H,6,1,1,1,F,63,0,0,492.66093269
8," 44H",44,H,6,2,1,1,F,44,0,0,492.66093269
8," 44H",44,H,6,3,1,1,R,44,0,0,492.66093269
8," 44H",44,H,6,4,1,1,B,52,0,0,492.66093269
8," 45J",45,J,6,1,1,1,F,42,0,0,455.86667321
8," 46F",46,F,6,1,1,1,R,51,0,0,548.43682878
8," 46F",46,F,6,2,1,1,F,50,0,0,548.43682878
8," 46F",46,F,6,3,1,1,F,68,0,0,548.43682878
8," 46F",46,F,6,4,1,1,T,31,0,N,548.43682878
8," 47E",47,E,6,1,1,3,F,2,1,B,323.15392956
8," 47E",47,E,6,2,2,1,F,3,2,B,323.15392956
8," 48F",48,F,6,1,1,5,F,51,0,0,464.11361064
8," 49G",49,G,6,1,1,3,F,2,1,B,794.48072358
8," 49G",49,G,6,2,2,1,F,3,15,B,794.48072358
8," 50H",50,H,6,1,1,1,L,2,15,F,1321.5785978
8," 51E",51,E,6,1,1,1,F,68,0,0,275.64112011
8," 52E",52,E,6,1,1,2,F,2,3,L,218.20875872
8," 52E",52,E,6,2,2,3,F,63,0,0,218.20875872
8," 53F",53,F,6,1,1,3,F,53,0,0,313.39137674
8," 54F",54,F,6,1,1,2,F,2,1,L,313.39137674
8," 54F",54,F,6,2,2,1,F,63,0,0,313.39137674
8," 54F",54,F,6,3,2,1,F,50,0,0,313.39137674
8," 55G",55,G,6,1,1,3,F,2,13,F,536.47081672
8," 56H",56,H,6,1,1,13,F,56,0,0,892.39213578
8," 57F",57,F,6,1,1,5,F,2,5,L,548.43682878
8," 58E",58,E,6,1,1,2,B,2,3,F,299.50578187
8," 59E",59,E,6,1,1,5,F,2,3,F,299.50578187
8," 60F",60,F,6,1,1,11,F,2,2,F,430.15014554
8," 60F",60,F,6,2,2,2,R,56,0,0,430.15014554
8," 60F",60,F,6,3,1,11,B,56,0,0,430.15014554
8," 61F",61,F,6,1,1,3,R,56,0,0,430.15014554
8," 62G",62,G,6,1,1,11,B,2,9,F,736.34125576
8," 62G",62,G,6,2,1,11,F,63,0,0,736.34125576
8," 62G",62,G,6,3,1,11,F,43,0,0,736.34125576
8," 62G",62,G,6,4,1,11,F,41,0,0,736.34125576
8," 62G",62,G,6,5,1,11,U,58,0,0,736.34125576
8," 62G",62,G,6,6,1,11,F,59,0,0,736.34125576
8," 63F",63,F,6,1,1,2,F,2,12,F,215.82751305
8," 64E",64,E,6,1,1,11,F,2,1,L,129.21880361
8," 65F",65,F,6,1,1,2,F,2,2,R,185.58402056
8," 65F",65,F,6,2,2,2,L,3,5,F,185.58402056
8," 66G",66,G,6,1,1,3,F,2,20,B,317.68714289
8," 67G",67,G,6,1,1,2,R,2,1,F,317.68714289
8," 68H",68,H,6,1,1,1,F,63,0,0,528.45653316
8," 68H",68,H,6,2,1,1,R,42,0,0,528.45653316
8," 68H",68,H,6,3,1,1,R,43,0,0,528.45653316
8," 68H",68,H,6,4,1,1,T,42,0,0,528.45653316
8," 69K",69,K,6,1,1,22,F,2,3,L,55.321074912
8," 70K",70,K,6,1,1,2,F,51,0,0,55.321074912
8," 71G",71,G,6,1,1,1,F,2,20,B,2853.4143693
8," 72J",72,J,6,1,1,1,F,44,0,0,38.389703163
8," 72J",72,J,6,2,1,1,L,31,0,N,38.389703163
8," 73F",73,F,6,1,1,11,F,2,4,F,548.43682878
8," 73F",73,F,6,2,2,4,F,56,0,0,548.43682878
8," 74E",74,E,6,1,1,5,F,2,2,B,215.31121242
8," 75E",75,E,6,1,1,4,F,2,2,L,215.31121242
8," 76F",76,F,6,1,1,3,L,2,5,R,309.22992131
8," 77F",77,F,6,1,1,1,F,42,0,0,309.22992131
8," 78G",78,G,6,1,1,15,F,2,11,R,529.34713829
8," 79E",79,E,6,1,1,22,F,2,2,B,275.64112011
8," 80E",80,E,6,1,1,2,L,2,1,F,233.79242561
8," 80E",80,E,6,2,1,2,B,3,20,F,233.79242561
8," 81F",81,F,6,1,1,1,L,2,15,F,335.7726361
8," 82G",82,G,6,1,1,15,F,76,0,0,574.78358912
8," 83G",83,G,6,1,1,1,F,42,0,0,574.78358912
8," 84H",84,H,6,1,1,4,F,64,0,0,956.12349957
8," 85E",85,E,6,1,1,11,F,2,2,L,276.28264328
8," 86E",86,E,6,1,1,2,F,2,1,R,145.37449533
8," 87E",87,E,6,1,1,2,F,63,0,0,145.37449533
8," 87E",87,E,6,2,1,2,F,63,0,0,145.37449533
8," 87E",87,E,6,3,1,2,F,63,0,0,145.37449533
8," 87E",87,E,6,4,1,2,F,63,0,0,145.37449533
8," 87E",87,E,6,5,1,2,F,59,0,0,145.37449533
8," 88F",88,F,6,1,1,3,F,2,1,B,208.78682186
8," 89G",89,G,6,1,1,12,F,2,2,B,357.40625032
8," 89G",89,G,6,2,2,2,F,3,1,L,357.40625032
8," 90H",90,H,6,1,1,14,F,56,0,0,594.52726433
8," 91K",91,K,6,1,1,21,F,2,2,R,93.668638203
8," 91K",91,K,6,2,2,2,F,51,0,0,93.668638203
8," 91K",91,K,6,3,1,21,F,51,0,0,93.668638203
8," 92E",92,E,6,1,1,4,F,2,15,F,275.64112011
8," 93E",93,E,6,1,1,2,F,2,2,F,159.41182409
8," 94G",94,G,6,1,1,4,F,2,2,F,391.91731794
8," 95G",95,G,6,1,1,2,L,2,3,F,391.91731794
8," 96H",96,H,6,1,1,2,L,42,0,0,651.93468404
8," 96H",96,H,6,2,1,2,R,42,0,0,651.93468404
8," 97F",97,F,6,1,1,11,F,59,0,0,215.82751305
8," 98F",98,F,6,1,1,3,F,43,0,0,296.90679223
8," 98F",98,F,6,2,1,3,F,53,0,0,296.90679223
8," 98F",98,F,6,3,1,3,R,31,0,N,296.90679223
8," 99E",99,E,6,1,1,2,F,56,0,0,105.9916555
8,100F,100,F,6,1,1,2,L,2,2,F,152.22519497
8,101G,101,G,6,1,1,1,F,2,3,L,260.58271138
8,102H,102,H,6,1,1,4,R,56,0,0,433.46619257
8,102H,102,H,6,2,1,4,R,51,0,0,433.46619257
8,103K,103,K,6,1,1,2,F,2,2,B,156.84782035
8,103K,103,K,6,2,2,2,F,3,1,B,156.84782035
8,104F,104,F,6,1,1,15,F,2,11,L,548.43682878
8,105F,105,F,6,1,1,3,F,56,0,0,388.77360809
8,106G,106,G,6,1,1,1,L,2,11,F,665.51191427
8,107G,107,G,6,1,1,3,U,88,0,0,665.51191427
8,108H,108,H,6,1,1,3,F,2,3,R,1107.0454907
8,109E,109,E,6,1,1,2,F,2,1,B,137.67799935
8,109E,109,E,6,2,2,1,F,3,3,B,137.67799935
8,110E,110,E,6,1,1,4,R,2,2,F,137.67799935
8,110E,110,E,6,2,1,4,R,2,2,R,137.67799935
8,111F,111,F,6,1,1,1,F,51,0,0,197.73311583
8,112G,112,G,6,1,1,1,L,63,0,0,338.4842533
8,112G,112,G,6,2,1,1,U,63,0,0,338.4842533
8,113G,113,G,6,1,1,11,F,2,3,L,338.4842533
8,113G,113,G,6,2,2,3,F,71,0,0,338.4842533
8,114H,114,H,6,1,1,3,F,76,0,0,563.051477
8,115F,115,F,6,1,1,5,B,68,0,0,296.90679223
8,115F,115,F,6,2,1,5,U,58,0,0,296.90679223
8,115F,115,F,6,3,1,5,B,59,0,0,296.90679223
8,116F,116,F,6,1,1,13,F,51,0,0,198.09142073
8,117F,117,F,6,1,1,5,F,2,3,B,164.91302725
8,118G,118,G,6,1,1,2,L,2,11,F,282.30204461
8,118G,118,G,6,2,1,2,L,2,11,R,282.30204461
8,118G,118,G,6,3,1,2,L,62,0,0,282.30204461
8,119H,119,H,6,1,1,22,B,2,15,F,469.59520754
8,120H,120,H,6,1,1,4,F,71,0,0,469.59520754
8,121E,121,E,6,1,1,3,R,58,0,0,275.64112011
8,121E,121,E,6,2,1,3,F,58,0,0,275.64112011
8,122E,122,E,6,1,1,2,F,2,2,B,266.49406898
8,122E,122,E,6,2,2,2,F,3,3,B,266.49406898
8,122E,122,E,6,3,1,2,F,3,3,B,266.49406898
8,122E,122,E,6,4,3,3,F,4,11,B,266.49406898
8,122E,122,E,6,5,4,11,F,5,13,B,266.49406898
8,123F,123,F,6,1,1,15,F,2,2,B,382.73872992
8,124G,124,G,6,1,1,13,F,63,0,0,655.18126621
8,124G,124,G,6,2,1,13,F,51,0,0,655.18126621
8,124G,124,G,6,3,1,13,T,31,0,N,655.18126621
8,125G,125,G,6,1,1,1,T,31,0,N,655.18126621
8,126H,126,H,6,1,1,3,F,54,0,0,1089.8609789
8,126H,126,H,6,2,1,3,R,54,0,0,1089.8609789
8,126H,126,H,6,3,1,3,U,61,0,0,1089.8609789
8,127E,127,E,6,1,1,2,R,56,0,0,276.28264328
8,127E,127,E,6,2,1,2,F,59,0,0,276.28264328
8,128E,128,E,6,1,1,11,F,2,13,B,200.36906869
8,129E,129,E,6,1,1,11,F,2,3,L,112.94148979
8,130G,130,G,6,1,1,2,F,51,0,0,277.66902496
8,130G,130,G,6,2,1,2,U,63,0,0,277.66902496
8,131G,131,G,6,1,1,1,F,52,0,0,277.66902496
8,131G,131,G,6,2,1,1,F,52,0,0,277.66902496
8,131G,131,G,6,3,1,1,T,31,0,N,277.66902496
8,132H,132,H,6,1,1,3,L,2,14,F,461.88841312
8,133A,133,A,6,1,1,4,F,43,0,0,155.02445371
8,133A,133,A,6,2,1,4,F,42,0,0,155.02445371
8,134K,134,K,6,1,1,3,F,68,0,0,156.84782035
8,134K,134,K,6,2,1,3,F,45,0,0,156.84782035
8,134K,134,K,6,3,1,3,F,42,0,0,156.84782035
8,135G,135,G,6,1,1,1,F,2,1,L,811.00844614
8,136H,136,H,6,1,1,1,F,2,5,B,1349.0716304
8,137E,137,E,6,1,1,1,F,45,0,0,509.15555235
8,138F,138,F,6,1,1,1,F,2,2,B,286.04247594
8,139G,139,G,6,1,1,2,F,2,2,F,489.6543175
8,140G,140,G,6,1,1,1,R,71,0,0,489.6543175
8,141E,141,E,6,1,1,2,F,2,3,F,189.72156615
8,142F,142,F,6,1,1,1,F,2,3,L,272.47807633
8,142F,142,F,6,2,1,1,B,44,0,0,272.47807633
8,143F,143,F,6,1,1,3,F,56,0,0,272.47807633
8,144G,144,G,6,1,1,2,L,2,3,F,466.43445544
8,144G,144,G,6,2,1,2,F,54,0,0,466.43445544
8,145G,145,G,6,1,1,3,F,71,0,0,466.43445544
8,146G,146,G,6,1,1,3,F,2,15,F,466.43445544
8,147A,147,A,6,1,1,11,T,31,0,N,155.38525538
8,147A,147,A,6,2,1,11,U,56,0,0,155.38525538
8,148E,148,E,6,1,1,2,F,71,0,0,509.15555235
8,148E,148,E,6,2,1,2,R,71,0,0,509.15555235
8,149E,149,E,6,1,1,2,F,2,3,L,156.8590965
8,150F,150,F,6,1,1,4,F,2,5,R,225.28100382
8,152H,152,H,6,1,1,1,F,51,0,0,641.4949838
8,153J,153,J,6,1,1,2,L,2,14,F,103.26847834
8,153J,153,J,6,2,1,2,B,56,0,0,103.26847834
8,153J,153,J,6,3,2,14,F,56,0,0,103.26847834
8,153J,153,J,6,4,2,14,F,51,0,0,103.26847834
8,154K,154,K,6,1,1,5,U,63,0,0,93.668638203
8,154K,154,K,6,2,1,5,F,64,0,0,93.668638203
8,155H,155,H,6,1,1,3,F,2,1,L,9417.2655169
8,156K,156,K,6,1,1,5,F,2,22,F,67.69523637
8,156K,156,K,6,2,2,22,L,3,2,F,67.69523637
8,157E,157,E,6,1,1,1,F,2,15,B,681.30651181
8,158F,158,F,6,1,1,2,F,2,13,B,978.49227947
8,159F,159,F,6,1,1,3,F,2,3,F,978.49227947
8,160K,160,K,6,1,1,15,T,31,0,N,748.40613276
8,160K,160,K,6,2,1,15,F,44,0,0,748.40613276
8,161J,161,J,6,1,1,2,F,50,0,0,62.24401434
8,161J,161,J,6,2,1,2,F,52,0,0,62.24401434
8,161J,161,J,6,3,1,2,F,44,0,0,62.24401434
8,162G,162,G,6,1,1,5,R,2,2,F,2430.9881241
8,162G,162,G,6,2,1,5,9,63,0,0,2430.9881241
8,162G,162,G,6,3,1,5,L,59,0,0,2430.9881241
8,163F,163,F,6,1,1,13,R,2,1,F,633.3678856
8,163F,163,F,6,2,1,13,L,3,3,F,633.3678856
8,164G,164,G,6,1,2,13,L,3,3,F,1084.2142193
8,164G,164,G,6,2,1,12,L,3,3,9,1084.2142193
8,165H,165,H,6,1,1,2,F,56,0,0,1803.5356494
8,166F,166,F,6,1,1,2,F,2,4,B,705.63030503
8,167G,167,G,6,1,1,15,F,52,0,0,1207.9147486
8,167G,167,G,6,2,1,15,F,57,0,0,1207.9147486
8,168H,168,H,6,1,1,3,F,2,3,B,2009.3052385
8,168H,168,H,6,2,2,3,F,3,2,B,2009.3052385
8,169J,169,J,6,1,1,4,F,56,0,0,62.24401434
8,170J,170,J,6,1,1,1,F,52,0,0,62.24401434
8,171E,171,E,6,1,1,15,F,3,4,B,734.5440245
8,171E,171,E,6,2,1,15,B,2,13,F,734.5440245
8,171E,171,E,6,3,1,15,F,3,4,B,734.5440245
8,172E,172,E,6,1,1,3,R,2,3,F,435.95954118
8,173E,173,E,6,1,1,13,F,2,11,F,435.95954118
8,174G,174,G,6,1,1,2,L,2,15,F,1071.8156892
8,175K,175,K,6,1,1,3,F,43,0,0,156.84782035
8,175K,175,K,6,2,1,3,F,53,0,0,156.84782035
8,176E,176,E,6,1,1,1,F,2,2,F,984.65786865
8,177G,177,G,6,1,1,1,F,2,2,B,2420.8020526
8,178K,178,K,6,1,1,1,R,2,15,F,156.84782035
8,178K,178,K,6,2,1,1,F,63,0,0,156.84782035
8,179E,179,E,6,1,1,12,F,2,2,B,1513.2194968
8,179E,179,E,6,2,2,2,F,3,9,B,1513.2194968
8,180E,180,E,6,1,1,2,T,31,0,N,1253.1219483
8,181G,181,G,6,1,1,1,F,44,0,0,3080.8266315
8,181G,181,G,6,2,1,1,L,41,0,0,3080.8266315
8,181G,181,G,6,3,1,1,T,31,0,N,3080.8266315
8,182E,182,E,6,1,1,24,F,2,2,L,756.23552654
8,182E,182,E,6,2,2,2,F,61,0,0,756.23552654
8,184E,184,E,6,1,1,2,F,63,0,0,827.88564508
8,184E,184,E,6,2,1,2,F,63,0,0,827.88564508
8,184E,184,E,6,3,1,2,F,63,0,0,827.88564508
8,184E,184,E,6,4,1,2,R,42,0,0,827.88564508
8,184E,184,E,6,5,1,2,F,42,0,0,827.88564508
8,185H,185,H,6,1,1,1,R,2,2,F,3385.7423658
8,186E,186,E,6,1,1,2,R,52,0,0,603.94060005
8,187G,187,G,6,1,1,1,F,2,1,R,1484.8006508
8,188G,188,G,6,1,1,1,F,43,0,0,3147.0360967
8,188G,188,G,6,2,1,1,F,42,0,0,3147.0360967
8,188G,188,G,6,3,1,1,F,43,0,0,3147.0360967
8,188G,188,G,6,4,1,1,F,43,0,0,3147.0360967
8,188G,188,G,6,5,1,1,F,43,0,0,3147.0360967
8,189J,189,J,6,1,1,1,F,2,15,F,42.340076118
8,190E,190,E,6,1,1,11,F,2,2,L,1091.524936
8,191G,191,G,6,1,1,1,F,2,11,F,2683.5369823
8,192J,192,J,6,1,1,2,F,2,15,F,62.24401434
8,193G,193,G,6,1,1,3,R,2,3,F,3684.1377927
8,194B,194,B,6,1,1,2,R,52,0,0,60.013345539
8,195E,195,E,6,1,1,3,F,2,2,F,2544.1204936
8,195E,195,E,6,2,1,3,F,52,0,0,2544.1204936
8,196F,196,F,6,1,1,2,L,71,0,0,8600.123675
8,197F,197,F,6,1,1,1,F,50,0,0,543.13903497
8,197F,197,F,6,2,1,1,U,63,0,0,543.13903497
8,197F,197,F,6,3,1,1,F,43,0,0,543.13903497
8,197F,197,F,6,4,1,1,R,43,0,0,543.13903497
8,197F,197,F,6,5,1,1,R,59,0,0,543.13903497
9,"  1D",1,D,6,1,1,3,F,51,0,0,14.17949334
9,"  2G",2,G,6,1,1,1,F,2,2,L,5615.3526085
9,"  3K",3,K,6,1,1,1,F,2,11,F,44.399824399
9,"  4D",4,D,6,1,1,15,F,51,0,0,295.32987742
9,"  4D",4,D,6,2,1,15,T,51,0,0,295.32987742
9,"  5J",5,J,6,1,1,11,F,2,2,F,42.24873958
9,"  5J",5,J,6,2,1,11,R,2,2,L,42.24873958
9,"  5J",5,J,6,3,1,11,L,31,0,N,42.24873958
9,"  6K",6,K,6,1,1,2,U,41,0,0,36.916234678
9,"  6K",6,K,6,2,1,2,F,41,0,0,36.916234678
9,"  6K",6,K,6,3,1,2,F,68,0,0,36.916234678
9,"  7A",7,A,6,1,1,24,F,2,13,B,22.143088061
9,"  7A",7,A,6,2,2,13,F,3,11,B,22.143088061
9,"  7A",7,A,6,3,3,11,R,31,0,N,22.143088061
9,"  7A",7,A,6,4,2,13,F,56,0,0,22.143088061
9,"  7A",7,A,6,5,1,24,F,56,0,0,22.143088061
9,"  7A",7,A,6,6,2,13,L,31,0,N,22.143088061
9,"  7A",7,A,6,7,1,24,L,31,0,N,22.143088061
9,"  7A",7,A,6,8,1,24,N,32,0,N,22.143088061
9,"  7A",7,A,6,9,2,13,N,32,0,N,22.143088061
9,"  8C",8,C,6,1,1,1,F,2,15,L,138.79354389
9,"  9G",9,G,6,1,1,11,R,2,1,F,2875.8746859
9," 10K",10,K,6,1,1,15,F,2,11,B,22.739147468
9," 10K",10,K,6,2,2,11,F,42,0,0,22.739147468
9," 10K",10,K,6,3,2,11,F,42,0,0,22.739147468
9," 11C",11,C,6,1,1,2,R,2,2,F,160.35108868
9," 11C",11,C,6,2,2,2,F,3,1,F,160.35108868
9," 12D",12,D,6,1,1,13,R,50,0,0,210.16810724
9," 12D",12,D,6,2,1,13,U,68,0,0,210.16810724
9," 12D",12,D,6,3,1,13,U,68,0,0,210.16810724
9," 12D",12,D,6,4,1,13,F,42,0,0,210.16810724
9," 13K",13,K,6,1,1,4,U,61,0,0,26.271013405
9," 13K",13,K,6,2,1,4,U,56,0,0,26.271013405
9," 13K",13,K,6,3,1,4,F,68,0,0,26.271013405
9," 13K",13,K,6,4,1,4,F,50,0,0,26.271013405
9," 13K",13,K,6,5,1,4,F,42,0,0,26.271013405
9," 14K",14,K,6,1,1,1,F,2,3,B,26.271013405
9," 14K",14,K,6,2,1,1,F,71,0,0,26.271013405
9," 14K",14,K,6,3,2,3,F,3,22,B,26.271013405
9," 15A",15,A,6,1,1,4,U,56,0,0,13.919160731
9," 15A",15,A,6,2,1,4,F,64,0,0,13.919160731
9," 15A",15,A,6,3,1,4,T,31,0,N,13.919160731
9," 15A",15,A,6,4,1,4,F,50,0,0,13.919160731
9," 16D",16,D,6,1,1,2,F,41,0,0,108.79025681
9," 16D",16,D,6,2,1,2,F,41,0,0,108.79025681
9," 16D",16,D,6,3,1,2,R,41,0,0,108.79025681
9," 16D",16,D,6,4,1,2,U,88,0,0,108.79025681
9," 16D",16,D,6,5,1,2,F,42,0,0,108.79025681
9," 17F",17,F,6,1,1,2,F,2,1,R,1169.1831839
9," 17F",17,F,6,2,2,1,L,63,0,0,1169.1831839
9," 17F",17,F,6,3,2,1,L,42,0,0,1169.1831839
9," 17F",17,F,6,4,2,1,B,68,0,0,1169.1831839
9," 18K",18,K,6,1,1,3,L,2,2,F,13.598782101
9," 19B",19,B,6,1,1,1,R,2,11,F,17.508262723
9," 19B",19,B,6,2,1,1,L,63,0,0,17.508262723
9," 20D",20,D,6,1,1,4,L,42,0,0,143.83647551
9," 20D",20,D,6,2,1,4,L,42,0,0,143.83647551
9," 20D",20,D,6,3,1,4,F,42,0,0,143.83647551
9," 20D",20,D,6,4,1,4,F,42,0,0,143.83647551
9," 21J",21,J,6,1,1,18,F,2,1,B,20.576684787
9," 22K",22,K,6,1,1,2,L,56,0,0,17.979559439
9," 22K",22,K,6,2,1,2,F,56,0,0,17.979559439
9," 23C",23,C,6,1,2,15,B,3,20,F,236.57374759
9," 23C",23,C,6,2,1,1,B,2,15,F,236.57374759
9," 24F",24,F,6,1,1,1,F,56,0,0,3332.3760784
9," 25K",25,K,6,1,1,1,F,2,5,F,38.758901766
9," 25K",25,K,6,2,1,1,L,31,0,N,38.758901766
9," 26K",26,K,6,1,1,15,L,42,0,0,38.758901766
9," 27B",27,B,6,1,1,1,F,42,0,0,35.141705097
9," 27B",27,B,6,2,1,1,F,41,0,0,35.141705097
9," 27B",27,B,6,3,1,1,L,41,0,0,35.141705097
9," 27B",27,B,6,4,1,1,B,42,0,0,35.141705097
9," 28D",28,D,6,1,1,5,F,2,1,L,288.70134546
9," 29J",29,J,6,1,1,2,L,2,2,F,41.300487667
9," 29J",29,J,6,2,1,2,L,3,1,L,41.300487667
9," 30K",30,K,6,1,1,2,F,42,0,0,36.087668182
9," 31C",31,C,6,1,1,1,F,3,4,B,174.00286261
9," 31C",31,C,6,2,2,2,B,3,4,F,174.00286261
9," 32D",32,D,6,1,1,1,R,2,3,F,228.06114128
9," 33J",33,J,6,1,1,1,F,2,3,F,32.625536739
9," 34K",34,K,6,1,1,15,F,42,0,0,28.507642659
9," 34K",34,K,6,2,1,15,L,31,0,N,28.507642659
9," 35J",35,J,6,1,1,1,R,2,1,F,30.62324748
9," 35J",35,J,6,2,1,1,R,2,1,L,30.62324748
9," 36C",36,C,6,1,1,15,F,41,0,0,71.700858687
9," 36C",36,C,6,2,1,15,F,52,0,0,71.700858687
