PSU,CASEID,CASENO,STRATIF,RECNO,VERSION,VEHNO,OCCFORMS,VEHROLE,TOWAWAY,MODELYR,MAKE,MODEL,BODYTYPE,TOWHITCH,CABCONF,SEATCAP,DROMEDRY,AXLESP,AXLEST1,AXLEST2,AXLEST3,BRAKETY,GVWR,VEHSEQ1,VEHSEQ2,VEHSEQ3,VEHSEQ4,OBJCONT1,OBJCONT2,OBJCONT3,OBJCONT4,DOF1,DOF2,DOF3,DOF4,GAD1,GAD2,GAD3,GAD4,SHL1,SHL2,SHL3,SHL4,SVL1,SVL2,SVL3,SVL4,TDD1,TDD2,TDD3,TDD4,EXTENT1,EXTENT2,EXTENT3,EXTENT4,ACCSEQ1,ACCSEQ2,ACCSEQ3,ACCSEQ4,VIN,REGISTRA,SPECUSE,ODOMETER,PCINTEG,PCINTRU,MAGINTRU,FIRE,IMPTYPE,OTHROLE,ROLLOVER,JACKNIFE,SAFETYB,HAZCARGO,CURBWGT,CARGOWGT,SOURCWGT,DVBASIS,DVTOTAL,DVLONG,DVLAT,ENERGY,DVL,DVC1,DVC2,DVC3,DVC4,DVC5,DVC6,DVD,TRAVELSP,VEHRF1,VEHRF2,VEHRF3,DRIVE,VAIS,OTVEHWGT,SHORT,VINJSER,VINJURED,VINLNGTH,VTREAT,PSUWGT,NATWGT,RATWGT,WHEELSHT,WHEELLNG
2,229H,229,H,3,5,1,1,1,U,81,67,65,20,0,0,2,0,0,0,0,0,0,0,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,4N9000000,1,0,U,0,0,0,0,U,2,0,0,0,0,5,U,U,3,U,U,U,U,,,,,,,,,U,0,0,0,8,7,40,0,0,1,9,U,4.10,127.29,109.88,U,U
2,229H,229,H,3,5,2,1,2,1,74,21,1,2,0,0,6,0,0,0,0,0,0,0,1,,,,1,,,,8,,,,L,,,,F,,,,E,,,,W,,,,01,,,,1,,,,3F37K4M000,1,0,84,1,1,0,0,2,8,0,0,0,0,40,2,2,3,U,U,U,U,,,,,,,,,U,0,0,0,1,0,5,0,0,0,13,6,4.10,127.29,109.88,U,U
2,230R,230,R,3,5,1,2,1,1,75,7,73,50,0,2,30,0,0,0,0,0,0,0,1,,,,2,,,,9,,,,L,,,,F,,,,E,,,,E,,,,01,,,,1,,,,D14BE5S000,1,0,50,1,1,0,0,2,2,0,0,0,0,37,1,2,1,4,0,4,20,48,0,1,10,11,0,0,224,U,0,0,0,8,0,28,0,0,0,13,6,21.50,667.51,705.17,U,U
2,230R,230,R,3,5,2,1,2,2,80,22,12,3,0,0,4,0,0,0,0,0,0,0,1,,,,1,,,,1,,,,R,,,,P,,,,A,,,,W,,,,02,,,,1,,,,2M07VA7000,1,0,19,1,8,1,0,3,2,0,0,0,0,28,0,0,1,6,-6,-3,56,97,0,7,11,7,2,0,-75,U,0,0,0,1,0,37,0,0,0,13,6,21.50,667.51,705.17,U,U
2,231W,231,W,3,5,1,2,1,2,79,12,3,2,0,0,4,0,0,0,0,0,0,0,1,2,,,64,60,,,9,0,,,L,T,,,P,Y,,,E,D,,,W,O,,,03,03,,,1,2,,,9F02Y00000,1,0,63,1,6,2,0,2,6,1,0,0,0,25,0,0,4,U,U,U,U,,,,,,,,,U,0,0,0,1,2,998,0,0,2,11,5,21.50,667.51,624.97,U,U
2,232G,232,G,3,5,1,1,1,2,71,37,63,20,0,0,2,0,0,0,0,0,0,0,1,2,,,2,60,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,CL35000000,1,0,8,0,0,0,0,3,2,0,0,0,0,3,0,0,3,U,U,U,U,,,,,,,,,U,0,0,0,8,1,41,0,0,1,12,4,2.00,62.09,59.96,U,U
2,232G,232,G,3,5,2,1,2,1,68,21,2,4,0,0,6,0,0,0,0,0,0,0,1,,,,1,,,,11,,,,L,,,,B,,,,E,,,,S,,,,01,,,,1,,,,354698M000,1,0,109,1,1,0,0,2,8,0,0,0,0,41,0,0,3,U,U,U,U,,,,,,,,,U,0,0,0,1,0,3,0,0,0,13,6,2.00,62.09,59.96,U,U
2,233H,233,H,3,5,1,1,1,2,82,37,66,20,0,0,2,0,0,0,0,0,0,0,1,2,,,2,60,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,JH2RC0118C,1,0,3,0,0,0,0,1,3,0,0,0,0,5,0,0,3,U,U,U,U,,,,,,,,,U,0,0,0,8,1,U,0,0,1,17,5,2.90,90.04,77.72,U,U
2,233H,233,H,3,5,2,1,2,1,U,U,U,9,0,0,19,0,0,0,0,0,0,0,1,,,,1,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,9999999999,U,U,U,U,U,U,0,4,8,0,0,0,0,U,U,U,3,U,U,U,U,,,,,,,,,U,0,0,0,U,U,5,0,0,0,0,U,2.90,90.04,77.72,U,U
2,234W,234,W,3,5,1,4,1,2,66,19,3,2,0,0,6,0,0,0,0,0,0,0,1,,,,2,,,,11,,,,F,,,,R,,,,E,,,,E,,,,01,,,,1,,,,G6000000,1,0,88,1,1,0,0,1,2,0,0,0,0,48,0,0,1,5,-4,2,97,69,0,1,4,6,11,17,84,U,0,0,0,1,U,27,0,0,0,8,U,7.25,225.09,210.74,U,U
2,234W,234,W,3,5,2,1,2,1,78,12,3,2,0,0,4,0,0,0,0,0,0,0,2,1,,,3,1,,,10,1,,,L,R,,,B,B,,,E,E,,,W,W,,,02,02,,,2,1,,,8F02Y00000,1,0,54,1,1,0,0,2,1,0,0,0,0,27,0,0,5,U,U,U,U,,,,,,,,,U,0,0,0,1,1,37,0,0,1,11,6,7.25,225.09,210.74,U,U
2,234W,234,W,3,5,3,1,2,1,82,14,6,4,0,0,6,0,0,0,0,0,0,0,1,,,,2,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,2,,,,1MEBP85F3C,1,0,U,U,U,U,0,1,2,0,0,0,0,37,U,U,5,U,U,U,U,,,,,,,,,0,0,0,0,1,7,27,0,0,1,17,U,7.25,225.09,210.74,U,U
2,235B,235,B,3,5,1,2,1,1,74,20,1,4,0,0,6,0,0,0,0,0,0,0,1,,,,71,,,,12,,,,F,,,,R,,,,E,,,,E,,,,01,,,,1,,,,1D29H4B000,1,0,91,1,1,0,0,1,7,0,0,0,0,39,0,0,4,U,U,U,U,,,,,,,,,U,0,0,0,1,0,998,0,0,0,13,6,1.88,58.37,54.34,U,U
2,236R,236,R,3,5,1,2,1,1,79,20,74,40,0,8,U,0,0,0,0,0,0,0,1,,,,2,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,CGD1590000,1,0,U,U,U,U,0,1,2,0,0,0,0,38,U,U,5,U,U,U,U,,,,,,,,,U,0,0,0,8,0,22,0,0,0,13,6,7.50,232.85,245.99,U,U
2,236R,236,R,3,5,2,1,2,2,81,9,8,3,0,0,5,0,0,0,0,0,0,0,1,,,,1,,,,10,,,,L,,,,Z,,,,A,,,,W,,,,02,,,,1,,,,1P3BL14B5B,1,0,19,1,1,0,0,2,1,0,0,0,0,22,0,0,5,U,U,U,U,,,,,,,,,U,0,0,0,1,1,38,0,0,1,17,5,7.50,232.85,245.99,U,U
2,237Q,237,Q,3,5,1,1,1,2,76,9,3,4,0,0,6,0,0,0,0,0,0,0,1,,,,2,,,,12,,,,F,,,,D,,,,M,,,,W,,,,03,,,,1,,,,RH41G6A000,1,0,77,1,1,0,0,1,3,0,0,0,0,40,0,0,1,25,-25,0,471,155,0,12,25,35,32,42,0,U,0,0,0,1,1,41,0,0,1,13,4,15.50,481.23,496.09,U,U
2,237Q,237,Q,3,5,2,3,3,2,77,12,73,50,0,4,30,0,0,0,0,0,0,0,2,1,3,,40,1,60,,0,6,0,,T,B,L,,Z,D,D,,D,E,A,,N,W,O,,06,01,03,,2,1,3,,F14BL00000,1,0,79,1,5,1,0,5,6,1,0,0,0,41,2,2,4,U,U,U,U,,,,,,,,,U,0,0,0,8,1,998,0,0,2,11,4,15.50,481.23,496.09,U,U
2,238W,238,W,3,5,1,1,1,2,72,22,1,2,0,0,5,0,0,0,0,0,0,0,1,,,,53,,,,82,,,,F,,,,D,,,,E,,,,W,,,,01,,,,1,,,,2D37N2P000,1,0,U,1,1,0,0,1,6,0,0,0,0,35,0,0,1,19,-12,-14,506,180,72,7,2,4,9,22,0,U,0,0,0,1,1,998,0,0,1,13,6,31.00,962.46,901.12,U,U
2,239Z,239,Z,3,5,1,1,1,1,69,20,2,4,0,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,U,U,U,U,U,U,U,U,U,1,0,998,1,0,0,0,6,131.74,4090.13,3606.56,U,U
2,239Z,239,Z,3,5,2,1,2,1,82,20,1,4,0,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,U,U,U,U,U,U,U,U,U,1,7,998,1,0,1,0,6,131.74,4090.13,3606.56,U,U
2,240M,240,M,3,5,1,1,1,2,68,18,1,2,0,0,6,0,0,0,0,0,0,0,1,,,,2,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,444378H000,1,0,57,1,1,0,0,U,2,0,0,0,0,35,0,0,3,U,U,U,U,,,,,,,,,U,0,0,0,1,0,U,0,0,0,13,6,7.29,226.33,243.01,U,U
2,240M,240,M,3,5,2,1,2,1,78,12,81,72,0,4,32,0,3,8,8,8,2,6,1,,,,1,,,,12,,,,R,,,,W,,,,W,,,,N,,,,01,,,,1,,,,T91LV00000,1,0,U,1,1,0,0,3,U,0,0,0,0,U,200,2,3,U,U,U,U,,,,,,,,,U,0,0,0,8,0,35,0,0,0,11,6,7.29,226.33,243.01,U,U
2,241V,241,V,3,5,1,1,1,2,77,12,11,4,0,0,5,0,0,0,0,0,0,0,1,,,,2,,,,82,,,,F,,,,D,,,,E,,,,W,,,,01,,,,1,,,,7W81L00000,1,0,41,1,1,0,0,1,2,0,0,0,0,33,0,0,5,U,U,U,U,,,,,,,,,U,0,0,0,1,2,36,0,0,1,11,3,12.75,395.85,362.18,U,U
2,241V,241,V,3,5,2,2,2,1,73,7,2,2,0,0,6,0,0,0,0,0,0,0,1,,,,1,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,WH23G3A000,1,0,U,U,U,U,0,2,1,0,0,0,0,36,U,U,5,U,U,U,U,,,,,,,,,U,0,0,0,1,7,33,0,0,2,13,U,12.75,395.85,362.18,U,U
2,242R,242,R,3,5,1,2,1,2,79,6,7,4,0,0,6,0,0,0,0,0,0,0,1,,,,2,,,,12,,,,F,,,,R,,,,E,,,,E,,,,02,,,,1,,,,FM41D9F000,1,0,35,1,1,0,0,1,3,0,0,0,0,34,0,0,1,13,-13,0,220,178,0,0,0,2,10,26,0,U,0,0,0,1,1,44,0,0,1,13,6,14.17,439.94,464.76,U,U
2,242R,242,R,3,5,2,1,2,1,75,20,76,55,0,5,6,0,0,0,0,0,0,0,1,,,,1,,,,6,,,,B,,,,Y,,,,E,,,,N,,,,02,,,,1,,,,CCY165R000,1,0,106,1,1,0,0,4,1,0,0,0,0,44,0,0,1,11,11,-2,34,71,0,0,2,2,4,0,-47,U,0,0,0,8,1,34,0,0,1,13,6,14.17,439.94,464.76,U,U
2,243V,243,V,3,5,1,5,0,2,81,49,39,3,0,0,4,0,0,0,0,0,0,0,1,,,,60,,,,0,,,,T,,,,D,,,,D,,,,O,,,,03,,,,1,,,,JT2KP61G1B,2,0,32,1,7,2,0,5,6,2,0,0,0,17,U,U,4,U,U,U,U,,,,,,,,,25,0,0,0,1,1,998,0,0,3,17,6,7.08,219.81,201.12,U,U
2,244W,244,W,3,5,1,5,0,3,71,6,10,4,0,0,6,0,0,0,0,0,0,0,1,,,,60,,,,0,,,,L,,,,D,,,,A,,,,O,,,,03,,,,1,,,,CE43L1C000,1,0,45,U,7,2,0,2,6,2,0,0,0,42,0,0,4,U,U,U,U,,,,,,,,,U,0,0,0,1,0,998,0,0,0,13,5,14.17,439.94,411.90,U,U
2,245P,245,P,3,5,1,2,1,2,69,12,71,12,0,0,4,0,0,0,0,0,0,0,1,,,,2,,,,12,,,,F,,,,L,,,,E,,,,W,,,,02,,,,1,,,,U15CH00000,1,0,57,1,1,0,0,1,1,0,0,0,0,32,0,0,1,18,-18,-5,85,34,40,27,18,11,1,1,-46,U,0,0,0,U,3,37,0,1,2,11,3,3.81,118.29,132.68,U,U
2,245P,245,P,3,5,2,3,1,2,73,12,73,50,0,4,30,0,0,0,0,0,0,0,1,2,,,1,58,,,12,1,,,F,F,,,Y,R,,,E,E,,,W,S,,,02,03,,,1,2,,,F10TL00000,0,0,46,1,5,3,0,1,1,0,0,0,0,37,10,2,1,13,-13,2,375,191,48,2,3,2,3,3,0,U,0,0,0,8,1,32,0,0,2,11,4,3.81,118.29,132.68,U,U
2,246T,246,T,3,5,1,1,1,2,77,21,3,4,0,0,6,0,0,0,0,0,0,0,2,3,1,4,58,53,58,33,2,0,12,12,F,U,R,F,D,D,D,R,L,D,E,A,S,W,S,S,01,01,01,09,2,3,1,4,3X69K7M000,1,0,33,1,1,0,0,1,6,0,0,0,0,40,0,0,4,U,U,U,U,,,,,,,,,U,0,0,0,1,3,998,0,1,1,13,3,4.36,135.36,138.42,U,U
2,247M,247,M,3,5,1,1,1,2,76,20,13,2,0,0,4,0,0,0,0,0,0,0,1,,,,2,,,,12,,,,F,,,,D,,,,M,,,,W,,,,01,,,,1,,,,1B08E6Y000,1,0,68,1,1,0,0,1,3,0,0,0,0,19,0,0,3,U,U,U,U,,,,,,,,,U,0,0,0,1,0,U,0,0,0,13,6,1.86,57.75,62.01,U,U
2,247M,247,M,3,5,2,1,2,1,73,83,81,72,0,4,21,0,4,8,8,8,1,6,1,,,,1,,,,6,,,,B,,,,C,,,,L,,,,U,,,,01,,,,1,,,,60400,1,0,75,1,1,0,0,4,1,0,0,0,0,U,0,0,3,U,U,U,U,,,,,,,,,U,0,0,0,8,0,19,0,0,0,5,6,1.86,57.75,62.01,U,U
2,248P,248,P,3,5,1,5,1,2,77,20,71,56,0,4,5,0,0,0,0,0,0,0,1,2,,,33,32,,,0,0,,,T,L,,,P,D,,,D,A,,,N,W,,,04,03,,,1,2,,,CKR187F000,1,0,57,2,7,3,0,5,6,2,0,0,0,44,0,0,4,U,U,U,U,,,,,,,,,U,0,0,0,8,2,998,0,0,5,13,3,1.63,50.61,56.77,U,U
2,249W,249,W,3,5,1,1,1,2,81,7,8,5,0,0,5,0,0,0,0,0,0,0,1,,,,2,,,,10,,,,F,,,,D,,,,E,,,,W,,,,01,,,,1,,,,1B3BL18A0B,1,0,20,1,1,0,0,1,2,0,0,0,0,22,0,0,1,22,-14,17,214,145,11,9,9,7,3,0,0,U,0,0,0,1,2,47,0,0,1,17,5,6.50,201.81,188.95,U,U
2,249W,249,W,3,5,2,3,3,1,72,18,3,4,0,0,6,0,0,0,0,0,0,0,1,2,,,1,40,,,1,9,,,R,L,,,P,B,,,E,E,,,W,N,,,02,02,,,1,2,,,4V39T2H000,1,0,43,1,3,2,0,3,1,0,0,0,0,47,0,0,1,10,-8,-7,310,203,0,17,13,5,23,0,-17,U,0,0,0,1,1,22,0,0,1,13,6,6.50,201.81,188.95,U,U
2,250M,250,M,3,5,1,2,1,1,75,88,81,75,0,4,40,0,3,3,8,8,1,6,1,,,,2,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,FPG2PNH000,1,0,U,U,U,U,0,3,2,0,1,0,0,380,520,1,3,U,U,U,U,,,,,,,,,U,0,0,0,8,0,25,0,0,0,13,6,4.64,144.06,154.68,U,U
2,250M,250,M,3,5,2,3,2,1,80,18,15,2,6,0,5,0,0,0,0,0,0,0,1,,,,1,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,4C375AW000,1,0,U,U,U,U,0,2,2,0,1,0,0,25,U,U,3,U,U,U,U,,,,,,,,,U,0,0,0,2,0,380,0,0,0,13,6,4.64,144.06,154.68,U,U
2,251W,251,W,3,5,1,1,1,2,72,14,10,2,0,0,6,0,0,0,0,0,0,0,1,2,,,33,44,,,U,U,,,9,9,,,9,9,,,9,9,,,9,9,,,99,99,,,1,2,,,2H07F00000,1,0,U,U,U,U,0,1,6,0,0,0,0,38,U,U,4,U,U,U,U,,,,,,,,,U,1,0,0,1,0,998,0,0,0,11,6,16.25,504.51,472.35,U,U
2,252T,252,T,3,5,1,2,0,2,78,20,2,4,0,0,6,0,0,0,0,0,0,0,1,3,2,4,60,33,33,32,0,0,0,0,L,T,R,R,Z,P,P,P,A,D,G,M,O,N,N,N,03,03,04,01,1,3,2,4,1L69U8J000,1,0,53,1,7,U,0,2,6,2,0,0,0,38,0,2,4,U,U,U,U,,,,,,,,,U,0,0,0,1,3,998,0,1,2,13,3,6.86,212.98,217.80,U,U
2,253W,253,W,3,5,1,1,0,2,78,12,12,2,0,0,5,0,0,0,0,0,0,0,1,,,,60,,,,0,,,,T,,,,D,,,,D,,,,O,,,,03,,,,1,,,,8E93T10000,0,0,71,1,7,2,0,5,6,1,0,0,0,29,0,0,4,U,U,U,U,,,,,,,,,U,0,0,0,1,1,998,0,0,1,11,6,24.00,745.13,697.64,U,U
2,254R,254,R,3,5,1,1,1,3,82,20,74,40,0,8,U,0,0,0,0,0,0,0,2,1,,,41,45,,,U,U,,,9,9,,,9,9,,,9,9,,,9,9,,,99,99,,,2,1,,,2GCDG15D8C,1,0,U,U,U,U,0,1,6,0,0,0,0,U,U,U,4,U,U,U,U,,,,,,,,,U,0,0,0,8,0,998,0,0,0,17,6,11.00,341.52,360.79,U,U
2,255W,255,W,3,5,1,1,1,2,73,13,1,4,0,0,6,0,0,0,0,0,0,0,1,,,,2,,,,12,,,,F,,,,L,,,,E,,,,E,,,,02,,,,1,,,,3Y82A00000,1,0,106,1,1,0,0,1,1,0,0,0,0,52,0,0,5,U,U,U,U,,,,,,,,,U,0,0,0,1,1,35,0,0,1,11,5,11.00,341.52,319.75,U,U
2,255W,255,W,3,5,2,1,1,2,72,22,1,2,0,0,6,0,0,0,0,0,0,0,1,,,,1,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,2D37M2P000,1,0,100,1,1,0,0,1,1,0,0,0,0,35,0,0,5,U,U,U,U,,,,,,,,,U,0,0,0,1,1,52,0,0,1,13,6,11.00,341.52,319.75,U,U
2,256Z,256,Z,3,5,1,1,1,1,77,9,3,4,0,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,U,U,U,U,U,U,U,U,U,1,0,998,1,0,0,0,6,95.81,2974.61,2622.93,U,U
2,256Z,256,Z,3,5,2,1,2,1,79,21,3,4,0,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,U,U,U,U,U,U,U,U,U,1,0,998,1,0,0,0,6,95.81,2974.61,2622.93,U,U
2,257B,257,B,3,5,1,3,1,1,81,7,8,3,0,0,4,0,0,0,0,0,0,0,1,,,,71,,,,12,,,,F,,,,Z,,,,H,,,,W,,,,07,,,,1,,,,1B3BL24A3B,1,0,21,1,1,0,0,1,7,0,0,0,0,22,0,2,4,U,U,U,U,,,,,,,,,U,0,0,0,1,0,998,0,0,0,17,6,4.67,144.99,134.97,U,U
2,258P,258,P,3,5,1,1,1,2,70,20,73,50,0,4,30,0,0,0,0,0,0,0,1,,,,35,,,,1,,,,R,,,,D,,,,A,,,,W,,,,04,,,,1,,,,CE240F0000,1,0,69,2,8,3,0,3,6,0,0,0,0,41,3,2,5,U,U,U,U,,,,,,,,,U,0,0,0,8,1,998,0,0,1,12,4,4.67,144.99,162.63,U,U
2,259T,259,T,3,5,1,1,1,2,81,7,71,56,0,4,5,0,0,0,0,0,0,0,1,,,,2,,,,12,,,,F,,,,D,,,,E,,,,W,,,,03,,,,1,,,,1B4GW12P8B,0,0,8,1,1,0,0,1,2,0,0,0,0,39,1,2,1,23,-22,4,471,198,0,0,5,9,10,53,0,U,0,0,0,8,1,18,0,0,1,17,6,5.33,165.48,169.23,U,U
2,259T,259,T,3,5,2,1,2,2,71,30,32,2,0,0,4,0,0,0,0,0,0,0,1,,,,1,,,,1,,,,R,,,,D,,,,H,,,,W,,,,04,,,,1,,,,1110000000,1,0,88,7,3,3,0,3,1,0,0,0,0,18,0,0,1,47,-41,-24,933,267,0,20,45,49,28,0,4,U,0,0,0,1,2,39,0,0,1,10,4,5.33,165.48,169.23,U,U
2,260R,260,R,3,5,1,2,1,2,77,20,73,50,0,4,30,0,0,0,0,0,0,0,2,1,,,60,63,,,0,2,,,T,F,,,D,D,,,D,E,,,O,W,,,03,01,,,2,1,,,CCL147F000,1,0,U,1,7,2,0,5,6,1,0,0,0,39,0,2,4,U,U,U,U,,,,,,,,,35,0,0,0,8,1,998,0,0,2,13,6,21.25,659.75,696.97,U,U
2,261W,261,W,3,5,1,1,1,2,68,20,2,2,0,0,6,0,0,0,0,0,0,0,1,,,,40,,,,12,,,,F,,,,R,,,,E,,,,E,,,,02,,,,1,,,,164478F000,1,0,102,1,1,0,0,1,6,0,0,0,0,37,0,0,2,29,-29,-4,599,188,0,5,17,29,44,54,0,U,0,0,0,1,0,998,0,0,0,13,6,21.25,659.75,617.70,U,U
2,262R,262,R,3,5,1,1,1,1,79,14,6,4,0,0,6,0,0,0,0,0,0,0,1,,,,2,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,9Z66H00000,1,0,U,U,U,U,0,2,2,0,0,0,0,37,1,2,5,U,U,U,U,,,,,,,,,U,0,0,0,1,0,44,0,0,0,11,6,26.50,822.75,869.16,U,U
2,262R,262,R,3,5,2,1,2,1,78,20,71,56,0,4,5,0,0,0,0,0,0,0,1,,,,1,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,CKL188F000,1,0,U,U,U,U,0,3,2,0,0,0,0,44,U,U,5,U,U,U,U,,,,,,,,,U,0,0,0,8,0,37,0,0,0,13,6,26.50,822.75,869.16,U,U
2,263W,263,W,3,5,1,1,1,2,76,20,8,4,0,0,6,0,0,0,0,0,0,0,2,3,1,,40,33,43,,2,12,2,,R,F,F,,Y,R,Z,,E,L,E,,W,N,W,,01,01,01,,2,3,1,,1X69D6W000,1,0,67,1,6,1,0,3,6,0,0,0,0,33,0,0,4,U,U,U,U,,,,,,,,,U,0,0,0,1,1,998,0,0,1,13,5,26.50,822.75,770.31,U,U
2,264D,264,D,3,5,1,1,1,1,75,20,11,3,0,0,4,0,0,0,0,0,0,0,1,,,,71,,,,12,,,,F,,,,C,,,,E,,,,N,,,,01,,,,1,,,,1V77B5U000,1,0,93,1,1,0,0,1,7,0,0,0,0,25,0,0,4,U,U,U,U,,,,,,,,,U,0,0,0,1,0,998,0,0,0,13,6,2.40,74.51,87.99,U,U
2,265T,265,T,3,5,1,1,1,3,78,12,12,4,0,0,5,0,0,0,0,0,0,0,1,,,,32,,,,12,,,,F,,,,D,,,,E,,,,U,,,,01,,,,1,,,,8A92T00000,1,0,64,1,1,0,0,1,6,0,0,0,0,28,0,0,4,U,U,U,U,,,,,,,,,U,1,0,0,1,1,998,0,0,1,11,4,2.00,62.09,63.50,U,U
2,266W,266,W,3,5,1,1,1,2,77,20,2,2,0,0,6,0,0,0,0,0,0,0,1,,,,65,,,,12,,,,F,,,,Z,,,,M,,,,W,,,,02,,,,1,,,,1L47U7J000,1,0,85,1,1,0,0,1,6,0,0,0,0,38,0,0,4,U,U,U,U,,,,,,,,,U,0,0,0,1,1,998,0,0,1,13,6,6.00,186.28,174.41,U,U
2,267Q,267,Q,3,5,1,1,1,2,79,20,73,50,0,4,30,0,0,0,0,0,0,0,1,2,,,57,49,,,71,10,,,F,L,,,D,F,,,E,W,,,W,W,,,03,01,,,1,2,,,CCL449F000,1,0,50,1,1,0,0,1,6,0,0,0,0,42,2,2,1,46,-36,30,3336,183,42,42,48,55,61,84,0,U,0,0,0,8,1,998,0,0,1,13,4,12.25,380.33,392.08,U,U
2,268W,268,W,3,5,1,1,1,1,76,12,9,3,0,0,4,0,0,0,0,0,0,0,1,,,,2,,,,9,,,,F,,,,Y,,,,E,,,,S,,,,01,,,,1,,,,6X11Y00000,1,0,42,1,1,0,0,1,4,0,0,0,0,26,0,0,4,U,U,U,U,,,,,,,,,U,0,0,0,1,0,38,0,0,0,11,6,24.50,760.65,712.17,U,U
2,268W,268,W,3,5,2,1,2,1,73,21,1,2,0,0,6,0,0,0,0,0,0,0,1,,,,1,,,,1,,,,R,,,,Z,,,,E,,,,S,,,,02,,,,1,,,,3J57K3M000,1,0,68,1,1,0,0,3,4,0,0,0,0,38,0,0,4,U,U,U,U,,,,,,,,,U,0,0,0,1,0,26,0,0,0,13,6,24.50,760.65,712.17,U,U
2,269Z,269,Z,3,5,1,2,1,1,82,18,3,6,0,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,U,U,U,U,U,U,U,U,U,1,0,998,1,0,0,0,6,167.66,5205.34,4589.92,U,U
2,269Z,269,Z,3,5,2,1,2,1,77,9,3,4,0,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,U,U,U,U,U,U,U,U,U,1,0,998,1,0,0,0,6,167.66,5205.34,4589.92,U,U
2,270M,270,M,3,5,1,1,0,1,U,U,89,75,0,U,98,0,U,U,U,8,U,U,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,9999999999,U,0,U,U,U,U,0,0,0,0,1,0,0,U,U,U,3,U,U,U,U,,,,,,,,,U,0,0,0,8,0,998,0,0,0,0,6,4.64,144.06,154.68,U,U
2,270M,270,M,3,5,2,1,1,1,82,22,2,4,0,0,6,0,0,0,0,0,0,0,1,,,,68,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,2,,,,1G2AR6943C,1,0,U,U,U,U,0,1,6,0,0,0,0,33,0,0,3,U,U,U,U,,,,,,,,,U,0,0,0,1,0,998,0,0,0,17,6,4.64,144.06,154.68,U,U
2,271V,271,V,3,5,1,1,0,2,82,7,8,5,0,0,5,0,0,0,0,0,0,0,1,,,,60,,,,0,,,,T,,,,D,,,,D,,,,O,,,,03,,,,1,,,,1B3BZ18A7C,1,0,9,1,7,1,0,5,6,2,0,0,0,22,0,0,4,U,U,U,U,,,,,,,,,U,0,0,0,1,0,998,0,0,0,17,4,8.13,252.41,230.94,U,U
2,272R,272,R,3,5,1,1,1,2,71,12,73,50,0,4,30,0,0,0,0,0,0,0,2,1,,,31,41,,,12,12,,,F,L,,,D,Y,,,E,E,,,W,S,,,02,01,,,2,1,,,F11YC00000,1,0,24,1,1,0,0,1,6,0,0,0,0,40,0,2,4,U,U,U,U,,,,,,,,,U,0,0,0,8,1,998,0,0,1,11,6,6.84,212.36,224.34,U,U
2,273V,273,V,3,5,1,1,1,2,74,7,2,4,0,0,6,0,0,0,0,0,0,0,1,,,,2,,,,12,,,,F,,,,D,,,,E,,,,W,,,,01,,,,1,,,,WL41C4A000,1,1,U,1,1,0,0,1,2,0,0,0,0,36,0,2,1,18,-18,-2,345,178,11,13,15,17,19,21,0,U,0,0,0,1,7,25,0,0,1,13,U,3.42,106.18,97.15,U,U
