PSU,CASEID,CASENO,STRATIF,RECNO,VERSION,VEHNO,OCCFORMS,VEHROLE,TOWAWAY,MODELYR,MAKE,MODEL,BODYTYPE,TOWHITCH,CABCONF,SEATCAP,DROMEDRY,AXLESP,AXLEST1,AXLEST2,AXLEST3,BRAKETY,GVWR,VEHSEQ1,VEHSEQ2,VEHSEQ3,VEHSEQ4,OBJCONT1,OBJCONT2,OBJCONT3,OBJCONT4,DOF1,DOF2,DOF3,DOF4,GAD1,GAD2,GAD3,GAD4,SHL1,SHL2,SHL3,SHL4,SVL1,SVL2,SVL3,SVL4,TDD1,TDD2,TDD3,TDD4,EXTENT1,EXTENT2,EXTENT3,EXTENT4,ACCSEQ1,ACCSEQ2,ACCSEQ3,ACCSEQ4,VIN,REGISTRA,SPECUSE,ODOMETER,PCINTEG,PCINTRU,MAGINTRU,FIRE,IMPTYPE,OTHROLE,ROLLOVER,JACKNIFE,SAFETYB,HAZCARGO,CURBWGT,CARGOWGT,SOURCWGT,DVBASIS,DVTOTAL,DVLONG,DVLAT,ENERGY,DVL,DVC1,DVC2,DVC3,DVC4,DVC5,DVC6,DVD,TRAVELSP,VEHRF1,VEHRF2,VEHRF3,DRIVE,VAIS,OTVEHWGT,SHORT,VINJSER,VINJURED,VINLNGTH,VTREAT,PSUWGT,NATWGT,RATWGT,WHEELSHT,WHEELLNG
1,001B,1,B,3,5,1,1,1,1,U,U,U,9,0,0,19,0,0,0,0,0,0,0,1,,,,71,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,9999999999,U,U,U,U,U,U,0,U,7,0,0,0,U,U,U,U,4,U,U,U,U,,,,,,,,,U,U,U,U,U,U,998,0,0,0,0,U,157.10,338.71,477.91,U,U
1,002W,2,W,3,5,1,1,1,1,73,12,6,2,0,0,6,0,0,0,0,0,0,0,1,,,,2,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,3G68S20393,1,0,U,U,U,U,0,1,1,0,0,0,0,43,U,U,5,U,U,U,U,,,,,,,,,U,0,0,0,1,0,26,0,0,0,11,6,132.93,286.60,354.91,121.0,U
1,002W,2,W,3,5,2,1,1,2,77,12,9,6,0,0,6,0,0,0,0,0,0,0,1,,,,1,,,,11,,,,F,,,,L,,,,E,,,,W,,,,02,,,,1,,,,7X12Y98046,1,0,36,1,1,0,0,1,1,0,0,0,0,26,0,0,5,U,U,U,U,,,,,,,,,U,0,0,0,1,0,43,0,0,0,11,6,132.93,286.60,354.91,94.5,94.8
1,003V,3,V,3,5,1,1,1,2,74,12,3,2,0,0,4,0,0,0,0,0,0,0,1,,,,35,,,,10,,,,L,,,,F,,,,E,,,,W,,,,04,,,,1,,,,4F02Y38518,1,0,64,1,1,0,0,2,6,0,0,0,0,28,0,0,1,19,-10,17,335,79,3,78,29,51,43,6,173,U,0,0,0,1,1,998,0,0,1,11,4,108.76,234.49,207.56,96.2,U
1,004R,4,R,3,5,1,1,1,2,74,18,3,2,0,0,6,0,0,0,0,0,0,0,1,,,,2,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,4V37T4Y161,1,0,U,U,U,U,0,1,3,0,0,0,0,48,0,0,5,U,U,U,U,,,,,,,,,U,0,0,0,1,0,U,0,0,0,13,6,229.61,495.04,431.76,127.0,U
1,004R,4,R,3,5,2,1,2,1,79,20,74,40,0,8,40,0,0,0,0,0,0,0,1,,,,1,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,CGL2590183,1,0,U,U,U,U,0,4,1,0,0,0,0,U,U,U,5,U,U,U,U,,,,,,,,,U,0,0,0,8,0,48,0,0,0,13,6,229.61,495.04,431.76,U,U
1,005W,5,W,3,5,1,1,1,U,79,87,89,75,0,4,98,0,U,U,U,U,1,6,1,,,,2,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,M366469,2,U,U,U,U,U,0,1,3,0,1,0,U,U,U,U,3,U,U,U,U,,,,,,,,,U,0,0,0,8,7,123,0,0,1,7,U,241.69,521.08,645.27,U,U
1,005W,5,W,3,5,2,1,2,1,U,23,81,75,4,2,98,0,U,U,U,U,1,6,1,,,,1,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,GDT9C4J2BV,1,U,U,U,U,U,0,4,1,0,1,0,U,123,U,U,3,U,U,U,U,,,,,,,,,U,0,0,0,8,0,U,0,0,0,16,6,241.69,521.08,645.27,U,U
1,006V,6,V,3,5,1,1,1,U,81,9,11,4,0,0,19,0,0,0,0,0,0,0,1,,,,2,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,1P3BK26B0B,1,0,U,U,U,U,0,1,1,0,0,0,0,23,U,U,5,U,U,U,U,,,,,,,,,U,0,0,0,2,0,31,0,0,0,17,6,586.10,1263.63,1118.49,U,U
1,006V,6,V,3,5,2,3,1,3,80,22,1,2,0,0,19,0,0,0,0,0,0,0,1,,,,1,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,2D27KAP595,1,0,U,U,U,U,0,1,1,0,0,0,0,31,U,U,5,U,U,U,U,,,,,,,,,U,0,0,0,1,7,23,0,0,3,13,U,586.10,1263.63,1118.49,108.1,U
1,007V,7,V,3,5,1,1,1,2,79,20,10,2,0,0,19,0,0,0,0,0,0,0,1,,,,2,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,U,,,,1Z37J9K530,1,0,U,U,U,U,0,1,3,0,0,0,0,32,0,0,5,U,U,U,U,,,,,,,,,U,0,0,0,1,7,37,0,0,1,13,U,24.17,52.11,46.12,108.1,U
1,007V,7,V,3,5,2,3,2,U,72,12,10,2,0,0,19,0,0,0,0,0,0,0,1,,,,1,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,2H30H24297,1,0,U,U,U,U,0,4,1,0,0,0,0,37,U,U,5,U,U,U,U,,,,,,,,,U,0,0,0,1,7,32,0,0,2,11,3,24.17,52.11,46.12,114.0,118.0
1,008V,8,V,3,5,1,4,1,2,69,20,U,4,0,0,19,0,0,0,0,0,0,0,1,,,,2,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,U,,,,9999999999,1,0,U,U,U,U,0,1,2,0,0,0,0,U,U,U,5,U,U,U,U,,,,,,,,,U,0,0,0,U,0,35,0,0,0,0,6,169.18,364.75,322.86,U,U
1,008V,8,V,3,5,2,2,2,1,81,20,2,4,0,0,19,0,0,0,0,0,0,0,2,,,,1,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,U,,,,9999999999,1,5,U,U,U,U,0,2,1,0,0,0,0,35,U,U,5,U,U,U,U,,,,,,,,,U,0,0,0,1,7,U,0,0,2,0,4,169.18,364.75,322.86,U,U
1,009V,9,V,3,5,1,1,1,2,70,19,3,4,0,0,6,0,0,0,0,0,0,0,1,,,,35,,,,12,,,,F,,,,R,,,,E,,,,W,,,,03,,,,1,,,,B0264673,1,0,89,1,1,0,0,1,6,0,0,0,0,48,0,0,1,20,-20,0,379,170,0,4,8,14,20,70,0,U,0,0,0,1,1,998,0,0,1,8,4,84.59,182.38,161.43,129.5,U
1,010V,10,V,3,5,1,2,1,2,74,18,3,4,0,0,6,0,0,0,0,0,0,0,1,,,,2,,,,12,,,,F,,,,D,,,,E,,,,W,,,,01,,,,1,,,,4X39T4H000,1,0,85,1,1,0,0,1,3,0,0,0,0,48,0,0,5,U,U,U,U,,,,,,,,,U,0,0,0,1,0,48,0,0,0,13,6,169.18,364.75,322.86,U,U
1,010V,10,V,3,5,2,3,2,U,71,19,3,2,0,0,5,0,0,0,0,0,0,0,1,,,,1,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,683471Q195,1,0,U,U,U,U,0,4,1,0,0,0,0,48,U,U,5,U,U,U,U,,,,,,,,,0,0,0,0,1,7,48,0,0,1,13,4,169.18,364.75,322.86,130.0,U
1,011W,11,W,3,5,1,1,1,1,75,20,9,2,0,0,19,0,0,0,0,0,0,0,1,,,,2,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,1S87L5N557,1,0,U,U,U,U,0,1,2,0,0,0,0,37,U,U,5,U,U,U,U,,,,,,,,,U,0,0,0,1,0,30,0,0,0,13,6,422.96,911.90,1129.23,108.0,U
1,011W,11,W,3,5,2,2,2,2,76,18,12,3,0,0,5,0,0,0,0,0,0,0,1,,,,1,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,4S07C62707,1,0,U,U,U,U,0,3,1,0,0,0,0,30,U,U,5,U,U,U,U,,,,,,,,,U,0,0,0,1,0,37,0,0,0,13,6,422.96,911.90,1129.23,97.0,U
1,012B,12,B,3,5,1,3,1,1,8,20,U,9,0,0,19,0,0,0,0,0,0,0,1,,,,71,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,9999999999,U,U,U,U,U,U,0,3,7,0,0,0,0,U,U,U,4,U,U,U,U,,,,,,,,,U,0,0,0,U,U,998,0,0,0,0,U,45.32,97.71,137.87,U,U
1,013T,13,T,3,5,1,3,1,2,77,18,1,2,0,0,5,0,0,0,0,0,0,0,1,,,,35,,,,12,,,,F,,,,C,,,,E,,,,N,,,,03,,,,1,,,,4E37L7H261,1,0,34,1,1,0,0,1,6,0,0,0,0,37,0,0,1,29,-29,0,639,188,20,60,33,10,1,0,0,U,0,0,0,1,1,998,0,0,1,13,4,86.32,186.11,159.68,112.0,U
1,014V,14,V,3,5,1,2,1,2,80,35,32,3,0,0,19,0,0,0,0,0,0,0,1,,,,52,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,U,,,,KPS1100243,1,0,U,U,U,U,0,1,6,0,0,0,0,26,U,U,5,U,U,U,U,,,,,,,,,U,U,U,U,1,0,998,0,0,0,12,4,72.51,156.33,138.37,94.5,U
1,015T,15,T,3,5,1,1,1,2,75,12,3,2,0,0,19,0,0,0,0,0,0,0,1,,,,2,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,9999999999,1,0,U,U,U,U,0,1,2,0,0,0,0,28,U,U,5,U,U,U,U,,,,,,,,,U,0,0,0,1,2,U,0,0,1,0,3,158.82,342.42,293.80,U,U
1,015T,15,T,3,5,2,1,2,U,79,18,U,2,0,0,19,0,0,0,0,0,0,0,1,,,,1,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,9999999999,1,0,U,U,U,U,0,2,1,0,0,0,0,U,U,U,5,U,U,U,U,,,,,,,,,U,0,0,0,U,0,28,0,0,0,0,6,158.82,342.42,293.80,U,U
1,016W,16,W,3,5,1,1,1,U,73,9,4,6,0,0,19,0,0,0,0,0,0,0,1,,,,2,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,PH46M3D238,1,0,U,U,U,U,0,2,4,0,0,0,0,49,U,U,5,U,U,U,U,,,,,,,,,U,U,U,U,1,0,34,0,0,0,13,6,507.55,1094.28,1355.08,122.0,U
1,016W,16,W,3,5,2,1,2,2,79,7,71,56,0,4,19,0,0,0,0,0,0,0,1,,,,1,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,A10JF9C132,1,0,U,U,U,U,0,2,2,0,0,0,0,34,U,U,5,U,U,U,U,,,,,,,,,U,U,U,U,8,0,49,0,0,0,13,6,507.55,1094.28,1355.08,U,U
1,017W,17,W,3,5,1,2,1,1,76,20,2,4,0,0,6,0,0,0,0,0,0,0,1,,,,2,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,U,,,,1L39V6J307,1,0,U,U,U,U,0,1,3,0,0,0,0,44,U,U,5,U,U,U,U,,,,,,,,,U,0,0,0,1,0,33,0,0,0,13,6,217.52,468.97,580.74,121.5,125.0
1,017W,17,W,3,5,2,1,2,2,81,1,9,2,0,0,4,0,0,0,0,0,0,0,1,,,,1,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,U,,,,1ACBK5303B,1,0,U,U,U,U,0,4,1,0,0,0,0,33,U,U,5,U,U,U,U,,,,,,,,,U,0,0,0,1,0,44,0,0,0,17,6,217.52,468.97,580.74,U,U
1,018B,18,B,3,5,1,3,1,1,77,9,6,6,0,0,19,0,0,0,0,0,0,0,1,,,,71,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,HH45G7B283,1,0,U,U,U,U,0,1,7,0,0,0,0,37,U,U,4,U,U,U,U,,,,,,,,,U,0,0,0,1,0,998,0,0,0,13,6,96.68,208.44,294.10,108.7,112.7
1,019Z,19,Z,3,5,1,2,1,1,79,18,U,9,0,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,U,U,U,U,U,U,U,U,U,U,U,998,1,0,0,0,U,1062.37,2290.47,2101.07,U,U
1,020W,20,W,3,5,1,1,1,3,78,1,8,2,0,0,4,0,0,0,0,0,0,0,1,,,,51,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,9999999999,1,0,U,U,U,U,0,1,6,0,0,0,0,28,U,U,5,U,U,U,U,,,,,,,,,U,0,0,0,1,7,998,0,0,1,0,U,24.17,52.11,64.53,U,U
1,021M,21,M,3,5,1,2,1,1,69,84,90,75,0,3,98,0,U,U,U,U,U,U,1,,,,2,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,259471G353,1,0,U,U,U,U,0,3,4,0,1,0,U,U,U,U,3,U,U,U,U,,,,,,,,,U,0,0,0,8,0,41,0,0,0,13,6,279.67,602.97,537.88,U,U
1,021M,21,M,3,5,2,2,1,1,72,12,6,2,0,0,19,0,0,0,0,0,0,0,1,,,,1,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,9999999999,1,0,U,U,U,U,0,2,4,0,0,0,0,41,U,U,3,U,U,U,U,,,,,,,,,U,0,0,0,1,0,U,0,0,0,0,6,279.67,602.97,537.88,U,U
1,022V,22,V,3,5,1,1,1,1,78,7,3,4,0,0,19,0,0,0,0,0,0,0,1,,,,2,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,9999999999,1,5,U,U,U,U,0,1,2,0,0,0,0,U,U,U,5,U,U,U,U,,,,,,,,,U,0,0,0,1,7,U,0,0,1,0,U,199.39,429.88,380.50,U,U
1,022V,22,V,3,5,2,2,3,2,77,13,1,4,0,0,19,0,0,0,0,0,0,0,1,2,,,1,31,,,U,U,,,9,9,,,9,9,,,9,9,,,9,9,,,99,99,,,1,2,,,9999999999,1,0,U,U,U,U,0,2,1,0,0,0,0,U,U,U,5,U,U,U,U,,,,,,,,,U,0,0,0,1,1,U,0,0,1,0,4,199.39,429.88,380.50,U,U
1,023M,23,M,3,5,1,1,1,1,79,86,82,72,0,2,50,0,3,8,8,8,1,6,1,,,,2,,,,12,,,,F,,,,Z,,,,L,,,,U,,,,01,,,,1,,,,MR68S31381,1,0,3,1,1,0,0,1,3,0,0,0,0,U,U,U,3,U,U,U,U,,,,,,,,,U,0,0,0,8,0,U,0,0,0,10,6,245.14,528.52,471.47,U,U
1,023M,23,M,3,5,2,1,2,1,79,20,74,40,0,8,40,0,0,0,0,0,0,0,1,,,,1,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,CGD1597205,1,U,U,U,U,U,0,4,1,0,0,0,U,U,U,U,5,U,U,U,U,,,,,,,,,U,0,0,0,8,0,U,0,0,0,13,6,245.14,528.52,471.47,U,U
1,024V,24,V,3,5,1,2,1,1,73,18,1,4,0,0,4,0,0,0,0,0,0,0,1,,,,2,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,4D29H3H198,1,0,U,U,U,U,0,1,3,0,0,0,0,39,0,0,5,U,U,U,U,,,,,,,,,U,0,0,0,1,0,26,0,0,0,13,6,187.31,403.84,357.46,112.0,116.0
1,024V,24,V,3,5,2,1,2,3,80,41,37,4,0,0,4,0,0,0,0,0,0,0,1,,,,1,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,CB2MS65812,1,0,U,U,U,U,0,4,1,0,0,0,0,26,0,0,5,U,U,U,U,,,,,,,,,U,0,0,0,1,1,39,0,0,1,11,4,187.31,403.84,357.46,U,U
1,025M,25,M,3,5,1,3,1,1,79,18,1,2,0,0,6,0,0,0,0,0,0,0,1,,,,2,,,,12,,,,R,,,,D,,,,E,,,,S,,,,01,,,,1,,,,4K47392170,1,0,7,1,1,0,0,3,2,0,0,0,0,32,0,0,3,U,U,U,U,,,,,,,,,U,0,0,0,1,0,U,0,0,0,13,6,141.56,305.20,272.25,U,U
1,025M,25,M,3,5,2,1,2,1,53,95,88,32,0,8,19,0,0,0,0,0,0,0,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,9999999999,1,3,U,U,U,U,0,2,2,0,0,0,0,U,U,U,3,U,U,U,U,,,,,,,,,0,U,U,U,8,0,32,0,0,0,0,6,141.56,305.20,272.25,U,U
1,026M,26,M,3,5,1,2,1,U,81,84,81,71,0,4,98,0,2,U,U,U,2,U,1,,,,2,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,9999999999,1,0,U,U,U,U,0,4,1,0,0,0,U,U,U,U,3,U,U,U,U,,,,,,,,,U,0,0,0,8,0,U,0,0,0,0,6,82.87,178.67,159.38,U,U
1,026M,26,M,3,5,2,1,2,1,79,2,2,12,0,0,19,0,0,0,0,0,0,0,1,,,,1,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,9999999999,1,0,U,U,U,U,0,1,3,0,0,0,0,U,U,U,3,U,U,U,U,,,,,,,,,U,0,0,0,U,0,U,0,0,0,0,6,82.87,178.67,159.38,U,U
1,027M,27,M,3,5,1,1,1,U,80,86,84,75,0,1,98,U,3,U,U,U,1,6,1,,,,2,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,F786ST1469,2,0,U,U,U,U,0,1,3,0,1,0,U,U,U,U,3,U,U,U,U,,,,,,,,,U,0,0,0,8,0,U,0,0,0,11,6,158.82,342.42,305.46,U,U
1,027M,27,M,3,5,2,1,2,1,69,88,84,75,0,U,98,U,U,U,U,U,U,U,1,,,,1,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,9999999999,1,U,U,U,U,U,0,4,1,0,1,0,U,U,U,U,3,U,U,U,U,,,,,,,,,U,0,0,0,8,0,U,0,0,0,0,6,158.82,342.42,305.46,U,U
1,028M,28,M,3,5,1,1,1,1,80,20,1,4,0,0,19,0,0,0,0,0,0,0,1,,,,2,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,1W19KAK438,2,U,U,U,U,U,0,3,2,0,0,0,0,31,U,U,3,U,U,U,U,,,,,,,,,U,0,0,0,1,0,U,0,0,0,13,6,103.58,223.32,199.21,108.1,U
1,028M,28,M,3,5,2,1,2,1,77,82,81,75,0,U,98,0,U,U,U,U,1,U,1,,,,1,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,U,,,,9999999999,2,0,U,U,U,U,0,2,2,0,1,0,U,U,U,U,3,U,U,U,U,,,,,,,,,U,0,0,0,8,0,31,0,0,0,0,6,103.58,223.32,199.21,U,U
1,029T,29,T,3,5,1,1,1,2,79,18,3,2,0,0,19,0,0,0,0,0,0,0,1,,,,2,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,4X37X9H436,1,0,U,U,U,U,0,1,1,0,0,0,0,40,0,0,5,U,U,U,U,,,,,,,,,U,0,0,0,1,1,45,0,0,1,13,4,200.26,431.76,370.45,118.9,U
1,029T,29,T,3,5,2,2,1,2,76,18,2,2,0,0,19,0,0,0,0,0,0,0,1,,,,1,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,4P57J6X119,1,0,U,U,U,U,0,1,1,0,0,0,0,45,U,U,5,U,U,U,U,,,,,,,,,U,0,0,0,1,7,40,0,0,2,13,U,200.26,431.76,370.45,124.0,U
1,030W,30,W,3,5,1,1,1,3,80,49,32,2,0,0,19,0,0,0,0,0,0,0,1,,,,2,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,TE72008998,1,0,U,U,U,U,0,1,3,0,0,0,0,22,U,U,5,U,U,U,U,,,,,,,,,U,0,0,0,1,0,28,0,0,0,11,6,338.37,729.53,903.40,94.5,U
1,030W,30,W,3,5,2,1,2,U,79,35,39,2,0,0,19,0,0,0,0,0,0,0,1,,,,1,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,KHLG810003,2,0,U,U,U,U,0,4,1,0,0,0,0,28,U,U,5,U,U,U,U,,,,,,,,,U,0,0,0,1,0,22,0,0,0,13,6,338.37,729.53,903.40,104.3,U
1,031W,31,W,3,5,1,1,1,2,70,21,3,2,0,0,6,0,0,0,0,0,0,0,1,,,,2,,,,1,,,,F,,,,R,,,,E,,,,W,,,,02,,,,1,,,,384570M391,1,0,88,1,1,0,0,1,2,0,0,0,0,44,U,U,5,U,U,U,U,,,,,,,,,U,0,0,0,1,0,39,0,0,0,13,6,48.34,104.22,129.06,127.0,U
1,031W,31,W,3,5,2,2,2,U,73,18,1,2,0,0,19,0,0,0,0,0,0,0,1,,,,1,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,4H37K3H250,1,0,U,U,U,U,0,2,1,0,0,0,0,39,U,U,5,U,U,U,U,,,,,,,,,U,0,0,0,1,0,44,0,0,0,13,6,48.34,104.22,129.06,U,U
1,032V,32,V,3,5,1,1,1,1,76,20,2,6,0,0,19,0,0,0,0,0,0,0,1,,,,2,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,1N45U6J286,1,0,U,U,U,U,0,1,3,0,0,0,0,50,U,U,5,U,U,U,U,,,,,,,,,U,0,0,0,1,0,26,0,0,0,13,6,223.56,482.00,426.64,125.0,U
1,032V,32,V,3,5,2,2,3,2,71,1,8,2,0,0,19,0,0,0,0,0,0,0,1,2,,,1,3,,,U,U,,,9,9,,,9,9,,,9,9,,,9,9,,,99,99,,,1,2,,,9999999999,1,0,U,U,U,U,0,U,U,0,0,0,0,26,0,0,5,U,U,U,U,,,,,,,,,U,0,0,0,1,1,50,0,0,2,0,4,223.56,482.00,426.64,U,U
1,032V,32,V,3,5,3,3,2,U,79,20,2,4,0,0,19,0,0,0,0,0,0,0,1,,,,2,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,2,,,,9999999999,1,0,U,U,U,U,0,4,1,0,0,0,0,37,U,U,5,U,U,U,U,,,,,,,,,U,0,0,0,1,7,26,0,0,1,0,U,223.56,482.00,426.64,U,U
1,033T,33,T,3,5,1,1,1,2,81,12,13,3,0,0,4,0,0,0,0,0,0,0,1,,,,2,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,1FABP0521B,1,0,U,U,U,U,0,1,2,0,0,0,0,21,0,0,5,U,U,U,U,,,,,,,,,U,0,0,0,2,1,40,0,0,1,17,4,79.41,171.21,146.90,U,U
1,033T,33,T,3,5,2,1,2,2,79,21,3,2,0,0,4,0,0,0,0,0,0,0,1,,,,1,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,3N37R9X206,1,0,U,U,U,U,0,3,1,0,0,0,0,40,U,U,5,U,U,U,U,,,,,,,,,U,0,0,0,1,0,21,0,0,0,13,6,79.41,171.21,146.90,116.0,U
1,034W,34,W,3,5,1,1,1,2,78,18,3,4,0,0,6,0,0,0,0,0,0,0,1,,,,2,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,4V69X8H428,1,0,U,U,U,U,0,1,2,0,0,0,0,39,U,U,5,U,U,U,U,,,,,,,,,U,0,0,0,1,0,38,0,0,0,13,6,157.10,338.71,419.43,118.9,U
1,034W,34,W,3,5,2,2,2,U,81,21,5,2,0,0,6,0,0,0,0,0,0,0,1,,,,1,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,1G3AZ57N0B,1,0,U,U,U,U,0,2,1,0,0,0,0,38,U,U,5,U,U,U,U,,,,,,,,,U,0,0,0,1,0,39,0,0,0,17,6,157.10,338.71,419.43,U,U
1,035T,35,T,3,5,1,3,1,3,69,20,1,2,0,0,19,0,0,0,0,0,0,0,1,,,,52,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,136379K345,1,0,U,U,U,U,0,1,6,0,0,0,0,33,U,U,5,U,U,U,U,,,,,,,,,U,0,0,0,1,7,998,0,0,2,13,U,321.10,692.29,593.99,112.0,116.0
1,036T,36,T,3,5,1,1,1,3,74,20,11,3,0,0,19,0,0,0,0,0,0,0,1,,,,31,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,1V77A4Y443,1,0,U,U,U,U,0,1,6,0,0,0,0,24,U,U,5,U,U,U,U,,,,,,,,,U,0,0,0,1,7,998,0,0,1,13,U,69.05,148.87,127.73,97.0,U
1,037M,37,M,3,5,1,2,1,1,U,88,90,75,0,3,40,U,U,U,8,8,U,U,1,,,,2,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,9999999999,1,0,U,U,U,U,0,1,2,0,1,0,U,U,U,U,3,U,U,U,U,,,,,,,,,U,0,0,0,8,0,32,0,0,0,0,6,62.15,134.00,119.53,U,U
1,037M,37,M,3,5,2,1,2,1,79,22,10,2,0,0,19,0,0,0,0,0,0,0,1,,,,1,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,2J37Y9A139,1,0,U,U,U,U,0,2,1,0,0,0,0,32,0,0,3,U,U,U,U,,,,,,,,,U,0,0,0,1,0,U,0,0,0,13,6,62.15,134.00,119.53,108.1,U
1,038Z,38,Z,3,5,1,1,1,1,U,U,0,U,0,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,U,U,U,U,U,U,U,U,U,8,U,998,1,0,0,0,U,1859.15,4008.33,3676.88,U,U
1,039R,39,R,3,5,1,1,1,2,80,12,73,50,0,4,30,0,0,0,0,0,0,0,1,,,,2,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,9999999999,1,U,U,U,U,U,0,1,3,0,0,0,U,35,U,U,3,U,U,U,U,,,,,,,,,U,0,0,0,8,0,U,0,0,0,0,6,712.99,1537.21,1340.71,U,U
1,039R,39,R,3,5,2,4,2,U,74,23,85,32,0,8,19,0,0,0,0,0,0,0,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,9999999999,1,3,U,U,U,U,0,4,1,0,0,0,0,U,U,U,3,U,U,U,U,,,,,,,,,U,0,0,0,8,0,35,0,0,0,0,6,712.99,1537.21,1340.71,U,U
1,040M,40,M,3,5,1,1,1,1,U,U,89,75,0,U,98,U,U,U,U,U,U,U,1,,,,2,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,9999999999,1,0,U,U,U,U,0,3,2,0,1,0,U,U,U,U,3,U,U,U,U,,,,,,,,,U,0,0,0,8,0,44,0,0,0,0,U,110.49,238.22,212.50,U,U
1,040M,40,M,3,5,2,1,1,U,76,20,2,4,0,0,19,0,0,0,0,0,0,0,1,,,,1,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,9999999999,1,0,U,U,U,U,0,2,2,0,0,0,0,44,U,U,3,U,U,U,U,,,,,,,,,U,0,0,0,1,0,U,0,0,0,0,U,110.49,238.22,212.50,U,U
