PSU,CASEID,CASENO,STRATIF,RECNO,VERSION,VEHNO,OCUPANTS,DRPRES,MONDRIVE,MILEVEH,MILETOT,TYPEOP,BMCSREG,DRCLASS,DRTRAIN,FREQDRIV,PRIORLAT,PRIORMID,PRIOREAR,AVOIDMAN,ACC12MO,VIOLSP,VIOLDWI,VIOLRECK,VIOLSUSP,VIOLROW,VIOLCLOS,VIOLSIGN,VIOLOTH,VIOLUNK,DRINKING,ALCTEST,LSOURCE,LCOMPL,LSTATUS,LTYPCOMP,LREST,LRESTADD,PREVSPD,PREVOTH,PREVDWI,PREVSUS,PREVACC,LANES,MEDIANT,MEDIANW,ACCESS,TRAFFLOW,HPMS,SHOULDLT,SHOULDRT,ALIGNMNT,GRADE,SURTYPE,SURCOND,TRAFCONT,TRCTLFCT,SPLIMIT,DRIRF1,DRIRF2,DRIRF3,ENVRF1,ENVRF2,ENVRF3,PSUWGT,NATWGT,RATWGT
26,207V,207,V,4,5,2,2,1,61,130,U,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,1,3,2,2,1,0,0,0,0,0,0,2,3,14,3,1,,2,0,1,1,2,1,1,3,35,29,0,0,0,0,0,10.50,305.88,279.87
26,208C,208,C,4,5,1,1,1,61,320,400,0,0,0,8,1,23,22,21,0,0,0,0,0,0,0,0,0,0,0,0,C,1,0,2,2,0,0,0,0,0,0,2,2,0,0,3,0,,0,0,1,1,2,1,4,3,30,0,0,0,0,0,0,5.00,145.66,163.54
26,209Q,209,Q,4,5,1,1,1,U,U,U,0,0,0,U,U,63,14,15,6,U,0,0,0,0,0,0,0,0,0,0,C,1,0,2,2,0,0,0,0,0,0,1,2,0,0,3,0,,3,3,3,2,2,1,0,0,55,27,0,0,26,0,0,3.00,87.39,90.09
26,210T,210,T,4,5,1,3,1,61,997,150,0,0,0,0,1,2,0,0,98,0,0,0,0,1,0,0,0,0,0,0,C,1,0,3,1,0,0,0,0,0,1,1,2,0,0,3,0,,3,3,3,1,4,1,0,0,55,27,0,0,0,0,0,3.00,87.39,89.37
26,211R,211,R,4,5,1,1,1,61,420,40,0,0,0,0,5,2,0,0,7,0,0,1,0,0,0,0,0,1,0,1,4,1,0,2,2,0,0,0,0,0,0,0,2,0,0,3,0,,1,1,1,1,2,1,40,3,55,27,0,0,0,0,0,9.25,269.46,284.66
26,212V,212,V,4,5,1,1,1,18,45,60,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,C,1,0,2,2,0,0,0,1,0,0,0,2,0,0,3,0,,3,4,2,1,2,2,0,0,40,0,0,0,0,0,0,4.63,134.88,123.41
26,212V,212,V,4,5,2,1,1,U,U,U,0,0,0,U,U,32,22,21,U,U,0,0,0,0,1,0,0,0,0,0,C,1,3,2,2,1,0,0,0,0,0,0,2,0,0,3,0,,3,5,1,1,2,2,20,3,30,20,0,0,0,0,0,4.63,134.88,123.41
26,213Z,213,Z,4,5,1,3,1,61,U,U,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,1,0,2,2,0,0,0,0,0,0,0,2,0,0,3,0,,0,0,1,1,2,1,0,0,30,0,0,0,0,0,0,96.00,2796.58,2465.95
26,213Z,213,Z,4,5,2,2,1,61,U,U,0,0,0,0,1,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,C,1,3,2,2,1,0,0,0,0,0,0,2,0,0,3,0,,0,0,1,1,2,1,0,0,30,0,0,0,0,0,0,96.00,2796.58,2465.95
26,214P,214,P,4,5,1,2,1,12,1,U,0,0,0,0,5,2,0,0,98,0,0,0,0,0,0,0,0,1,0,1,C,0,0,1,1,0,0,U,U,U,U,U,2,0,0,3,0,,5,5,1,3,2,1,0,0,55,27,0,0,0,0,0,4.38,127.59,143.11
26,215V,215,V,4,5,1,2,1,61,530,80,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,1,3,2,2,1,0,0,0,0,0,0,2,0,0,3,0,,1,1,3,1,2,1,40,3,55,0,0,0,0,0,0,8.75,254.90,233.22
26,216M,216,M,4,5,1,1,1,61,1,3,0,0,0,0,5,38,22,21,0,0,0,0,0,0,0,0,0,0,0,0,C,1,0,2,4,0,0,0,0,0,0,0,2,0,0,3,0,,2,4,1,4,2,1,0,0,30,0,0,0,35,0,0,8.81,256.64,275.56
26,216M,216,M,4,5,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,3,0,,0,3,1,3,2,1,0,0,30,,,,,,,8.81,256.64,275.56
26,217V,217,V,4,5,1,2,1,61,310,U,0,0,0,0,1,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,C,1,3,2,4,1,0,0,0,0,0,2,4,0,0,3,0,,0,0,1,1,2,2,0,0,30,27,0,0,23,0,0,15.42,449.20,411.00
26,218V,218,V,4,5,1,1,1,U,U,U,0,0,0,U,U,15,1,0,U,U,0,0,0,0,0,0,0,0,0,0,C,1,0,2,2,0,0,0,0,0,0,0,2,0,0,3,0,,3,3,2,3,2,1,28,3,30,27,0,0,0,0,0,15.42,449.20,411.00
26,219V,219,V,4,5,1,1,1,61,16,100,0,0,0,2,1,14,15,2,98,0,0,0,0,0,0,0,0,1,0,0,C,1,3,2,2,1,0,0,0,0,0,0,2,0,0,3,0,,5,5,3,1,2,2,0,0,55,27,0,0,25,0,0,5.00,145.66,133.27
26,220W,220,W,4,5,1,1,1,61,200,100,0,0,0,0,1,14,2,0,6,0,0,0,0,0,0,0,0,0,0,0,C,1,3,2,2,1,0,0,3,0,0,1,2,0,0,3,0,,6,6,3,3,2,1,0,0,55,27,0,0,0,0,0,10.00,291.31,272.74
26,221L,221,L,4,5,1,1,1,61,300,250,0,0,0,2,1,14,16,2,1,1,0,0,0,0,0,0,0,0,0,0,C,1,0,2,2,0,0,0,0,0,0,2,2,0,0,3,0,,1,1,1,3,2,2,0,0,40,20,27,0,26,0,0,4.56,132.84,136.82
26,221L,221,L,4,5,2,2,1,61,400,350,0,0,0,0,1,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,C,1,0,2,2,0,0,0,0,0,0,0,2,0,0,3,0,,1,1,2,3,2,2,0,0,40,0,0,0,0,0,0,4.56,132.84,136.82
26,222V,222,V,4,5,1,3,1,61,200,96,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,C,1,0,2,2,0,0,0,0,0,0,0,2,0,0,3,0,,2,2,2,1,2,1,40,3,40,0,0,0,0,0,0,9.13,265.97,243.35
26,222V,222,V,4,5,2,1,1,37,20,150,0,0,0,2,1,58,23,22,11,0,0,0,0,0,1,0,0,0,0,0,C,1,0,2,2,0,0,0,0,0,0,0,2,0,0,3,0,,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,9.13,265.97,243.35
26,223D,223,D,4,5,1,2,1,61,1,100,0,0,0,2,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,C,1,0,2,2,0,0,0,0,0,0,0,1,0,0,3,3,,0,0,1,1,2,1,0,0,30,0,0,0,0,0,0,1.00,29.13,34.40
26,224V,224,V,4,5,1,1,1,U,U,U,0,0,0,U,U,32,22,21,U,U,0,0,0,1,0,0,0,0,0,0,C,1,0,3,1,0,0,0,0,0,0,0,3,0,0,3,0,,0,0,3,1,2,2,1,3,30,20,0,0,0,0,0,1.00,29.13,26.65
26,224V,224,V,4,5,2,1,1,61,U,U,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,C,1,3,2,2,1,0,0,0,0,0,0,1,3,12,3,1,,0,0,1,1,2,2,1,3,30,0,0,0,0,0,0,1.00,29.13,26.65
26,225W,225,W,4,5,1,1,1,24,150,U,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,C,1,0,2,2,0,0,0,0,0,1,2,2,0,0,3,0,,0,0,1,1,2,1,0,0,30,27,0,0,0,0,0,2.00,58.26,54.55
26,225W,225,W,4,5,2,4,1,61,377,250,0,0,0,3,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,C,1,0,2,4,0,0,0,0,0,0,0,2,0,0,3,0,,0,0,1,1,2,1,0,0,30,0,0,0,0,0,0,2.00,58.26,54.55
26,226T,226,T,4,5,1,2,1,12,150,160,0,0,0,0,4,2,0,0,0,1,1,1,0,0,0,0,0,0,0,1,20,1,0,2,2,0,0,1,0,0,0,1,2,0,0,3,0,,1,1,3,2,2,1,0,0,55,27,0,0,0,0,0,3.00,87.39,89.37
26,227W,227,W,4,5,1,3,1,U,U,U,0,0,0,U,U,64,1,U,U,U,0,0,0,0,0,0,0,0,0,0,C,1,0,2,4,0,0,0,1,0,0,0,2,0,0,3,0,,1,1,2,1,2,2,40,3,45,27,0,0,0,0,0,7.00,203.92,190.92
26,228T,228,T,4,5,1,1,1,61,40,100,0,0,0,2,1,32,16,2,U,0,0,0,0,0,1,0,0,0,0,0,C,1,0,2,2,0,0,0,0,0,0,0,2,0,0,3,0,,0,1,3,3,2,1,0,0,55,33,0,0,0,0,0,3.50,101.96,104.27
26,228T,228,T,4,5,2,1,1,61,380,300,0,0,0,0,1,2,0,0,2,3,0,0,0,0,0,0,0,0,0,0,C,1,0,2,4,0,0,0,0,0,0,4,2,0,0,3,0,,0,1,3,2,2,1,40,3,55,0,0,0,0,0,0,3.50,101.96,104.27
26,229W,229,W,4,5,1,1,1,61,150,150,0,0,0,0,2,57,23,22,0,0,0,0,0,0,0,0,0,0,0,0,C,1,3,2,2,1,0,0,0,0,0,0,1,0,0,3,0,,0,0,1,2,2,1,0,0,0,20,0,0,0,0,0,12.25,356.85,334.11
26,229W,229,W,4,5,2,2,1,61,350,100,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,C,1,3,2,2,1,0,0,0,0,0,0,2,0,0,3,0,,3,5,3,1,2,1,0,0,30,0,0,0,0,0,0,12.25,356.85,334.11
26,230Z,230,Z,4,5,1,2,1,U,U,U,0,0,0,U,U,2,0,0,U,U,0,0,0,0,0,0,0,0,0,0,C,1,3,2,2,1,0,3,1,0,0,0,2,2,97,1,2,,1,2,1,3,1,2,0,0,55,0,0,0,98,0,0,184.00,5360.10,4726.39
26,232Q,232,Q,4,5,1,1,1,36,900,U,0,0,0,0,4,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,C,1,3,2,4,1,0,1,1,0,4,0,2,0,0,3,0,,0,3,3,2,2,2,0,0,55,0,0,0,0,0,0,5.38,156.72,161.56
26,232Q,232,Q,4,5,2,1,1,61,30,110,0,0,0,2,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,C,1,0,2,2,0,0,2,1,0,0,1,2,0,0,3,0,,3,0,1,3,2,2,40,3,55,0,0,0,22,0,0,5.38,156.72,161.56
26,233T,233,T,4,5,1,1,1,61,200,60,0,0,0,8,4,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,C,1,0,2,2,0,0,0,0,0,0,1,2,1,5,3,1,,0,0,3,1,1,1,1,3,55,29,0,0,0,0,0,3.00,87.39,89.37
26,233T,233,T,4,5,2,2,1,61,250,150,0,0,0,0,1,31,1,U,1,0,0,0,0,0,0,0,0,0,0,0,C,1,0,2,2,0,0,1,0,0,0,0,2,1,5,3,1,,0,0,1,2,1,1,7,3,55,0,0,0,0,0,0,3.00,87.39,89.37
26,234V,234,V,4,5,1,1,1,61,400,80,0,0,0,0,1,32,2,0,0,0,0,0,0,0,1,0,0,1,0,0,C,1,0,2,2,0,0,0,0,0,0,0,2,0,0,3,0,,3,3,1,1,2,1,40,3,55,0,0,0,0,0,0,2.13,62.05,56.77
26,234V,234,V,4,5,2,2,1,61,150,150,0,0,0,2,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,C,1,0,2,2,0,0,0,1,0,0,0,2,0,0,3,0,,3,3,3,1,2,1,40,3,55,0,0,0,0,0,0,2.13,62.05,56.77
26,235W,235,W,4,5,1,1,1,61,500,200,0,0,0,2,2,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,C,1,0,2,2,0,0,1,1,0,0,0,2,1,5,3,1,,0,0,1,3,1,1,0,0,55,0,0,0,25,0,0,4.25,123.81,115.92
26,236L,236,L,4,5,1,1,1,U,U,U,U,U,U,U,U,2,0,0,6,U,0,0,0,0,0,0,0,0,0,0,C,1,0,2,2,0,0,0,0,0,0,0,4,0,0,3,0,,0,0,1,1,2,1,0,0,30,20,0,0,0,0,0,5.75,167.50,172.52
26,236L,236,L,4,5,2,1,1,61,325,100,0,0,0,2,1,21,16,2,0,0,0,0,0,0,0,0,0,0,0,0,C,1,0,2,2,0,0,0,0,0,0,0,4,0,0,3,0,,0,0,1,1,2,1,0,0,30,0,0,0,0,0,0,5.75,167.50,172.52
26,237V,237,V,4,5,1,2,1,18,15,40,0,0,0,3,2,17,16,2,8,0,0,0,0,0,0,0,0,0,0,0,C,1,3,2,2,1,0,0,0,0,0,0,2,0,0,3,0,,0,0,1,1,2,3,20,3,30,0,0,0,22,0,0,11.50,335.01,306.52
26,237V,237,V,4,5,2,1,1,61,140,90,0,0,0,0,3,23,22,21,0,0,0,0,0,0,0,0,0,0,0,0,C,1,0,2,2,0,0,0,0,0,0,1,1,0,0,3,3,,0,0,1,1,2,3,20,3,30,0,0,0,22,0,0,11.50,335.01,306.52
26,238S,238,S,4,5,1,1,1,61,90,U,0,0,0,U,1,18,19,1,U,U,0,0,0,0,0,0,0,0,0,1,19,1,0,2,2,0,0,0,0,0,0,1,2,0,0,3,0,,3,5,3,1,2,1,28,3,30,27,0,0,0,0,0,2.86,83.31,103.04
26,239T,239,T,4,5,1,1,1,61,300,170,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,3,2,2,1,0,0,0,0,0,2,2,0,0,3,0,,1,1,3,1,2,1,0,0,45,27,0,0,0,0,0,3.00,87.39,89.37
26,240W,240,W,4,5,1,1,1,U,U,U,0,0,0,U,U,2,0,0,U,U,0,1,0,0,0,0,0,1,0,1,16,1,U,2,2,0,0,0,0,0,0,0,2,0,0,3,0,,6,6,1,1,2,2,4,3,30,0,0,0,0,0,0,10.00,291.31,272.74
26,241R,241,R,4,5,1,2,1,61,U,150,0,0,0,0,1,32,16,2,0,0,0,0,0,0,0,0,0,0,0,0,C,1,0,2,2,0,0,0,0,0,0,0,2,0,0,3,0,,2,6,3,1,2,2,0,0,55,20,0,0,0,0,0,25.00,728.28,769.36
26,241R,241,R,4,5,2,2,1,61,80,150,0,0,0,2,1,21,16,1,0,0,0,0,0,0,0,0,0,0,0,0,C,1,0,2,2,0,0,1,0,0,0,0,2,0,0,3,0,,4,2,1,1,2,2,20,3,55,0,0,0,0,0,0,25.00,728.28,769.36
26,242V,242,V,4,5,1,1,1,61,110,130,0,0,0,0,1,14,15,14,0,0,0,0,0,0,0,0,0,0,0,0,C,1,3,2,2,1,0,1,0,0,0,0,2,0,0,3,0,,1,1,1,1,2,1,0,0,45,2,27,0,0,0,0,12.50,364.14,333.17
26,243Z,243,Z,4,5,1,1,1,U,U,U,0,0,0,U,U,16,2,0,2,U,0,0,0,0,0,0,0,0,0,0,C,1,3,2,2,1,0,0,0,0,0,0,1,0,0,1,3,,3,2,3,3,1,3,40,3,55,0,0,0,22,0,0,232.00,6758.39,5959.36
26,243Z,243,Z,4,5,2,1,1,U,U,U,0,0,0,U,U,21,16,2,0,U,0,0,0,0,0,0,0,0,0,0,C,1,3,2,2,1,0,0,0,0,0,0,1,0,0,1,3,,3,2,3,3,1,3,20,3,55,0,0,0,0,0,0,232.00,6758.39,5959.36
26,243Z,243,Z,4,5,3,U,1,U,U,U,U,U,U,U,U,21,16,1,U,U,0,0,0,0,0,0,0,0,0,0,C,U,U,U,U,U,U,U,U,U,U,U,1,0,0,1,3,,3,2,3,3,2,3,20,3,55,0,0,0,0,0,0,232.00,6758.39,5959.36
26,244M,244,M,4,5,1,1,1,U,U,U,0,0,0,U,U,58,U,U,U,U,0,0,0,0,1,0,0,0,0,0,C,1,3,2,2,1,0,1,2,0,0,1,2,0,0,3,0,,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,3.71,108.08,116.05
26,244M,244,M,4,5,2,1,1,U,U,U,U,U,U,U,U,2,0,0,U,U,0,0,0,0,0,0,0,0,0,0,C,1,0,2,4,0,0,0,0,0,0,0,4,0,0,3,0,,1,1,1,1,2,1,0,0,55,0,0,0,0,0,0,3.71,108.08,116.05
26,245V,245,V,4,5,1,1,1,61,300,240,0,0,0,8,1,1,U,U,0,0,0,0,0,0,0,0,0,0,0,0,C,1,0,2,2,0,0,0,0,0,0,0,2,0,0,3,0,,0,2,3,1,2,2,0,0,30,0,0,0,0,0,0,6.50,189.35,173.25
26,245V,245,V,4,5,2,2,1,U,U,U,0,0,0,U,U,21,0,0,U,U,0,0,0,0,0,0,0,0,0,0,C,1,0,2,2,0,0,2,1,0,0,0,2,0,0,3,0,,0,2,3,1,2,2,0,0,30,0,0,0,0,0,0,6.50,189.35,173.25
26,245V,245,V,4,5,3,2,1,61,45,200,0,0,0,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,C,1,3,2,4,1,0,1,0,0,0,0,2,0,0,3,0,,0,2,3,1,2,2,0,0,30,0,0,0,0,0,0,6.50,189.35,173.25
26,246M,246,M,4,5,1,2,1,61,U,500,0,0,0,0,2,2,0,0,11,0,0,0,0,0,0,0,0,0,0,0,C,1,0,2,4,0,0,0,0,0,0,1,2,0,0,3,0,,4,4,2,2,2,3,40,3,55,0,0,0,0,0,0,8.71,253.73,272.43
26,246M,246,M,4,5,2,1,1,61,60,250,0,0,0,3,1,18,2,0,6,0,0,0,0,0,0,0,0,0,0,0,C,1,0,2,2,0,0,0,0,0,0,0,2,0,0,3,0,,4,4,3,3,2,3,0,0,55,27,0,0,22,0,0,8.71,253.73,272.43
26,247V,247,V,4,5,1,1,1,U,U,U,0,0,0,U,U,1,U,U,U,U,0,1,0,0,0,0,0,1,0,1,U,1,0,2,2,0,0,3,0,0,1,0,3,0,0,1,0,,2,2,3,3,1,1,28,3,40,27,0,0,0,0,0,15.25,444.25,406.47
26,248T,248,T,4,5,1,1,1,61,U,U,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,U,1,0,2,2,0,0,0,1,0,0,0,2,0,0,3,0,,1,2,3,2,2,2,0,0,55,27,0,0,22,0,0,1.71,49.81,50.94
26,249W,249,W,4,5,1,2,1,6,10,20,0,0,0,2,4,19,15,2,7,0,0,0,0,0,0,0,0,0,0,0,C,1,3,2,2,1,0,0,0,0,0,0,2,0,0,3,0,,6,5,3,3,2,2,0,0,55,22,0,0,25,0,0,6.00,174.79,163.65
26,250W,250,W,4,5,1,1,1,61,150,70,0,0,0,2,1,23,22,21,0,0,0,0,0,0,1,0,0,0,0,0,C,1,0,2,2,0,0,0,0,0,0,0,2,0,0,3,0,,3,4,1,1,2,1,20,3,55,0,0,0,0,0,0,6.00,174.79,163.65
26,250W,250,W,4,5,2,2,1,U,U,U,0,0,0,U,U,2,0,0,U,U,0,0,0,0,0,0,0,0,0,0,C,1,0,2,2,0,0,0,0,0,0,0,2,0,0,3,0,,2,2,1,1,1,2,40,3,55,0,0,0,0,0,0,6.00,174.79,163.65
26,251R,251,R,4,5,1,1,1,U,U,U,0,0,0,U,U,14,2,0,U,U,0,0,0,0,0,0,0,0,0,0,C,1,0,2,2,0,0,1,0,1,2,1,2,0,0,3,0,,3,3,3,1,2,1,0,0,55,27,0,0,25,0,0,22.75,662.73,700.12
26,252W,252,W,4,5,1,1,1,61,U,U,0,0,0,2,2,19,2,0,6,0,0,0,0,0,0,0,0,0,0,0,C,1,0,2,4,0,0,0,0,0,0,0,2,0,0,3,0,,6,6,3,4,2,4,0,0,55,27,0,0,22,0,0,22.75,662.73,620.49
26,253R,253,R,4,5,1,2,1,61,270,U,0,0,0,2,2,18,16,18,98,1,0,0,0,0,0,0,0,0,0,0,C,1,0,2,4,0,0,0,0,0,0,2,2,0,0,3,0,,3,3,1,1,2,4,0,0,55,27,0,0,22,0,0,9.00,262.18,276.97
26,254T,254,T,4,5,1,1,1,48,U,U,0,0,0,2,4,8,9,2,U,0,1,0,1,0,0,0,0,0,0,0,C,1,3,2,2,1,0,0,0,0,0,0,2,3,97,1,1,,1,2,1,3,1,1,0,0,55,25,26,27,0,0,0,4.00,116.52,119.16
27,001A,1,A,4,5,1,1,1,61,500,U,0,0,0,0,1,2,0,0,5,U,0,0,0,0,0,0,0,0,0,0,C,1,0,2,4,0,0,0,0,0,0,0,2,3,4,3,1,,0,4,1,1,2,2,0,0,40,0,0,0,0,0,0,11.06,289.48,359.10
27,002V,2,V,4,5,1,1,1,61,200,200,0,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,1,U,2,4,U,U,0,0,0,0,0,2,3,4,3,1,,0,4,1,1,2,2,1,3,40,29,0,0,0,0,0,22.13,579.23,625.97
27,002V,2,V,4,5,2,2,1,61,670,80,0,0,0,8,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,1,3,2,4,1,0,2,0,0,0,0,2,0,0,3,0,,4,4,1,1,2,2,1,3,35,0,0,0,0,0,0,22.13,579.23,625.97
27,003W,3,W,4,5,1,1,1,U,U,U,0,0,0,U,U,40,13,1,U,U,0,0,0,0,0,0,0,1,0,8,U,1,U,2,2,U,U,0,0,0,0,0,3,0,0,3,3,,0,0,1,1,2,2,0,0,25,25,34,46,0,0,0,31.00,811.39,1021.53
27,004M,4,M,4,5,1,1,1,61,997,650,2,U,1,U,1,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,C,1,0,2,4,0,0,0,0,0,0,0,2,3,46,1,1,,2,2,1,3,1,4,0,0,55,98,0,0,20,22,0,6.29,164.63,187.14
27,005W,5,W,4,5,1,4,1,61,40,100,0,0,0,0,3,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,C,1,U,2,2,U,U,0,0,0,0,0,2,0,0,3,0,,0,0,1,3,2,4,1,3,25,0,0,0,0,0,0,22.00,575.83,724.96
27,005W,5,W,4,5,2,3,1,61,150,200,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,1,U,2,4,U,U,0,0,0,0,0,3,0,0,3,3,,0,0,1,1,2,4,1,3,25,0,0,0,0,0,0,22.00,575.83,724.96
27,006Q,6,Q,4,5,1,1,1,61,500,150,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,1,U,2,2,U,U,0,0,0,0,0,2,0,0,3,0,,3,3,1,3,2,3,0,0,55,0,0,0,0,0,0,18.50,484.22,445.66
27,006Q,6,Q,4,5,2,3,1,61,48,997,0,0,0,2,1,12,0,0,8,0,0,0,0,0,0,0,0,0,0,0,C,1,0,2,4,0,0,1,0,0,0,0,2,0,0,3,0,,3,3,1,2,2,3,0,0,55,27,0,0,0,0,0,18.50,484.22,445.66
27,007V,7,V,4,5,1,2,1,U,U,U,0,0,0,U,U,17,2,0,U,U,0,0,0,0,0,0,0,0,0,0,C,1,U,2,2,U,U,0,0,0,0,0,2,0,0,3,0,,4,4,2,1,2,4,0,0,35,27,0,0,22,0,0,18.50,484.22,523.30
27,007V,7,V,4,5,2,1,1,U,U,U,0,0,0,U,U,2,0,0,U,U,0,0,0,0,0,0,0,0,0,0,C,1,U,2,2,U,U,0,0,0,0,0,2,0,0,3,0,,4,4,1,1,2,3,0,0,35,0,0,0,0,0,0,18.50,484.22,523.30
27,007V,7,V,4,5,3,1,1,24,90,120,0,0,0,0,1,2,0,0,7,1,0,0,0,0,0,0,0,0,0,0,C,1,0,2,2,0,0,0,0,0,0,1,2,0,0,3,0,,4,4,1,1,2,3,0,0,35,0,0,0,22,0,0,18.50,484.22,523.30
27,008R,8,R,4,5,1,1,1,61,800,200,0,0,0,0,1,16,33,2,2,U,0,0,0,0,0,0,0,0,0,0,C,1,0,2,4,0,0,0,1,0,0,0,3,0,0,3,3,,0,0,1,1,2,4,0,0,25,0,0,0,0,0,0,45.00,1177.83,1179.40
27,008R,8,R,4,5,2,1,1,61,120,30,0,0,0,0,2,16,33,2,0,0,0,0,0,0,0,0,0,0,0,0,C,1,U,2,2,U,U,0,0,0,0,0,3,0,0,3,0,,0,0,1,1,2,4,0,0,25,0,0,0,22,0,0,45.00,1177.83,1179.40
27,009M,9,M,4,5,1,1,1,61,30,100,0,0,0,8,1,66,56,1,0,0,0,0,0,0,0,0,0,0,0,0,C,1,U,2,4,U,U,0,0,0,0,0,2,0,0,3,0,,0,0,1,1,2,3,0,0,25,0,0,0,0,0,0,9.86,258.08,293.37
27,010V,10,V,4,5,1,3,1,61,30,120,0,0,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,C,1,0,2,2,0,0,0,0,0,0,1,2,0,0,3,0,,3,3,3,2,2,3,0,0,55,0,0,0,1,0,0,17.25,451.50,487.94
27,010V,10,V,4,5,2,2,1,61,10,100,0,0,0,2,3,88,12,0,0,0,0,0,0,0,0,0,0,0,0,0,C,1,U,2,4,U,U,0,0,0,0,0,2,0,0,3,0,,3,3,2,2,2,3,0,0,55,35,49,0,1,0,0,17.25,451.50,487.94
27,011Z,11,Z,4,5,1,1,1,U,U,U,0,0,0,U,U,14,1,U,U,U,0,0,0,0,0,0,0,0,0,0,C,1,0,2,2,0,0,0,0,0,0,2,4,1,2,3,1,,0,0,1,1,2,4,1,3,40,0,0,0,0,0,0,72.00,1884.53,2170.73
27,011Z,11,Z,4,5,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,2,3,1,,0,0,1,1,2,4,1,3,40,,,,,,,72.00,1884.53,2170.73
27,012M,12,M,4,5,1,1,1,4,1,14,0,0,0,0,5,12,56,1,8,1,0,0,0,0,0,0,0,0,0,0,C,1,0,2,2,0,0,0,0,0,0,1,2,0,0,3,0,,0,0,1,1,2,3,0,0,25,0,0,0,22,98,0,10.86,284.25,323.12
27,013L,13,L,4,5,1,2,1,61,100,150,0,0,0,0,1,12,2,0,6,U,0,0,0,0,0,0,0,0,0,0,C,1,U,U,U,U,U,U,U,U,U,U,2,0,0,3,0,,4,4,1,1,2,3,0,0,55,35,0,0,28,0,0,6.19,162.02,101.71
27,013L,13,L,4,5,2,1,1,U,U,U,1,U,U,U,U,2,0,0,U,U,0,0,0,0,0,0,0,0,0,0,C,1,0,2,4,0,0,1,0,0,0,0,2,0,0,3,0,,4,4,1,3,2,3,0,0,55,0,0,0,0,0,0,6.19,162.02,101.71
27,014V,14,V,4,5,1,3,1,61,120,40,0,0,0,0,3,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,C,1,0,2,2,0,0,3,0,0,0,0,2,0,0,3,0,,4,4,1,4,2,1,0,0,55,0,0,0,0,0,0,12.38,324.03,350.18
27,014V,14,V,4,5,2,1,1,61,400,100,0,0,0,0,1,58,2,0,9,0,0,0,0,0,0,0,0,0,0,0,C,1,3,2,2,1,0,0,0,0,0,0,1,0,0,3,0,,0,0,1,1,2,1,0,0,0,28,0,0,8,0,0,12.38,324.03,350.18
27,015V,15,V,4,5,1,3,1,36,330,275,0,0,0,2,1,17,2,0,7,0,0,0,0,0,0,0,0,0,0,1,C,1,U,2,2,U,U,0,0,0,0,0,2,3,6,3,1,,1,2,1,3,2,3,0,0,35,27,0,0,22,0,0,12.75,333.72,360.65
27,016L,16,L,4,5,1,1,1,U,U,U,U,U,U,U,U,2,0,0,U,U,0,0,0,0,0,0,0,0,0,0,C,1,0,2,4,0,0,1,0,0,0,0,2,3,46,1,1,,2,2,1,1,1,4,0,0,55,0,0,0,0,0,0,8.81,230.59,144.75
