H01,H02,H02A,H02B,H03,H05,H07,H08,H09,V08,V09,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V32
51,294N,294,N,3,3,2,72.40,6144.88,1,1,1,77,10,9,3,0,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
51,295J,295,J,3,3,1,179.00,15192.45,1,1,1,78,1,7,3,0,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
51,295J,295,J,3,3,2,179.00,15192.45,1,2,1,72,84,0,51,0,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
51,296N,296,N,3,3,1,358.00,30384.89,1,1,1,65,7,1,3,0,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
51,296N,296,N,3,3,2,358.00,30384.89,1,2,1,70,6,18,1,0,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
51,297B,297,B,3,3,1,8.70,738.40,1,1,1,76,15,9,2,0,0,0,71,2,R,B,E,N,01,,,,,,,,HLB2100000,1,0,48,1,1,0,0,3,7,0,0,0,21,0,0,1,96,96,96,U,0,0,0,0
51,298F,298,F,3,3,1,10.88,923.00,2,0,1,79,21,0,15,0,0,0,46,,,,,,,,,,,,,,CM185T0000,1,0,18,0,0,0,0,3,6,0,0,0,3,0,0,1,96,96,96,U,0,0,2,0
51,299M,299,M,3,3,1,26.10,2215.21,1,1,2,80,16,2,4,0,0,0,2,11,F,L,E,E,05,,,,,,,,TE7Z000000,0,0,2,1,1,0,0,1,2,0,0,0,22,0,0,1,96,96,96,U,0,0,1,0
51,299M,299,M,3,3,2,26.10,2215.21,1,2,2,80,3,25,2,0,0,0,1,U,9,9,9,9,99,,,,,,,,2S87AAL000,1,0,15,1,1,0,0,3,1,0,0,0,34,0,0,0,U,U,U,U,0,0,0,0
51,300M,300,M,3,3,1,26.10,2215.21,1,1,3,75,16,2,6,0,0,0,31,7,L,Z,E,W,02,37,6,B,R,E,N,01,TE38000000,1,0,46,1,1,0,0,2,6,0,0,0,23,0,0,1,96,96,96,U,0,0,0,0
51,301J,301,J,3,3,1,90.00,7638.66,1,1,1,79,10,2,2,0,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
51,301J,301,J,3,3,2,90.00,7638.66,1,2,1,77,7,0,51,0,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
51,302M,302,M,3,3,1,36.00,3055.46,2,1,2,71,3,7,2,0,0,0,41,12,F,D,E,W,02,41,U,9,9,9,9,99,235371A000,1,0,74,1,1,0,0,1,6,0,0,0,36,0,0,1,96,96,96,U,0,0,0,0
51,303N,303,N,3,3,1,180.00,15277.32,2,1,1,80,4,34,3,0,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,
51,303N,303,N,3,3,2,180.00,15277.32,1,3,1,79,1,36,3,0,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
51,303N,303,N,3,3,3,180.00,15277.32,1,2,4,74,24,9,3,0,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
51,304C,304,C,3,3,1,16.64,1412.30,1,1,1,77,2,0,50,0,0,0,71,U,9,9,9,9,99,,,,,,,,F106N00000,1,0,41,1,1,0,0,1,7,0,0,0,37,0,0,0,U,U,U,U,0,0,0,0
51,305J,305,J,3,3,1,41.60,3530.76,1,1,1,U,U,0,6,0,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
51,305J,305,J,3,3,2,41.60,3530.76,1,2,1,80,84,0,50,0,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
51,306M,306,M,3,3,1,16.64,1412.30,1,1,2,72,3,1,2,0,0,0,2,U,9,9,9,9,99,,,,,,,,2D37M2A000,1,0,69,1,1,0,0,1,2,0,0,0,35,0,0,0,U,U,U,U,0,0,0,0
51,306M,306,M,3,3,2,16.64,1412.30,1,2,2,71,2,15,3,0,0,0,1,10,L,Y,E,W,02,,,,,,,,1N56H00000,1,0,51,1,4,2,0,2,1,0,0,0,41,0,0,1,96,96,96,U,0,0,0,0
51,307M,307,M,3,3,1,16.64,1412.30,1,1,2,71,6,15,2,0,0,0,2,U,9,9,9,9,99,2,U,9,9,9,9,99,336871R000,2,0,84,1,1,0,0,1,2,0,0,0,35,0,0,0,U,U,U,U,0,0,0,0
51,307M,307,M,3,3,2,16.64,1412.30,1,2,2,80,16,2,3,0,0,0,1,10,L,Y,E,W,03,1,9,L,Z,E,W,02,TE72000000,1,0,12,1,1,0,0,2,1,0,0,0,21,0,0,1,96,96,96,U,0,0,1,0
51,308N,308,N,3,3,1,83.20,7061.52,1,1,1,79,1,13,3,0,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
51,308N,308,N,3,3,2,83.20,7061.52,1,2,1,67,1,35,2,0,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
51,309J,309,J,3,3,1,126.75,10757.78,2,1,1,79,87,0,55,1,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
51,309J,309,J,3,3,2,126.75,10757.78,1,2,1,77,16,19,4,0,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,
51,310M,310,M,3,3,1,50.70,4303.11,1,1,1,78,5,64,6,0,0,0,2,12,F,R,E,W,01,,,,,,,,HL45D8R000,1,1,85,1,1,0,0,1,3,0,0,0,36,0,0,1,96,96,96,U,0,0,0,0
51,310M,310,M,3,3,2,50.70,4303.11,1,3,2,79,1,49,4,0,0,0,3,12,F,L,E,E,01,1,6,B,C,E,W,03,1B6809Y000,1,0,16,1,1,0,0,1,3,0,0,0,21,0,0,1,96,96,96,U,0,0,0,0
51,310M,310,M,3,3,3,50.70,4303.11,1,2,1,74,7,27,6,0,0,0,2,U,9,9,9,9,99,,,,,,,,DP45T4D000,1,0,U,U,U,U,0,4,1,0,0,0,38,U,U,0,U,U,U,U,0,0,0,0
51,311B,311,B,3,3,1,5.95,505.00,1,1,1,U,9,1,2,0,0,0,71,U,9,9,9,9,99,,,,,,,,9999999999,U,U,U,U,U,U,0,1,7,0,0,0,U,U,U,0,U,U,U,U,0,0,0,0
51,312I,312,I,3,3,1,11.16,946.88,1,1,3,76,85,0,55,2,5,0,2,11,F,D,E,W,01,2,U,9,9,9,9,99,D0512FHA00,1,0,97,1,1,0,0,1,2,0,0,0,U,20,2,1,96,96,96,U,0,0,0,0
51,312I,312,I,3,3,2,11.16,946.88,1,2,2,76,1,20,2,0,0,0,1,3,R,D,A,W,03,1,U,9,9,9,9,99,1Q87D6N000,1,0,53,2,3,2,0,3,1,0,0,0,35,0,0,1,96,96,96,U,0,0,1,0
51,312I,312,I,3,3,3,11.16,946.88,2,2,1,76,4,34,3,0,0,0,2,12,F,C,L,N,01,,,,,,,,4B69C6L000,1,0,56,1,1,0,0,1,3,0,0,0,34,0,0,1,96,96,96,U,0,0,0,0
51,313M,313,M,3,3,1,17.85,1515.00,1,1,2,73,1,10,2,0,0,0,2,U,9,9,9,9,99,,,,,,,,1L47K3D000,1,0,73,1,1,0,0,1,2,0,0,0,43,0,0,0,U,U,U,U,0,0,0,0
51,313M,313,M,3,3,2,17.85,1515.00,1,2,2,74,2,27,6,0,0,0,1,2,R,D,E,W,02,,,,,,,,4E76A00000,1,0,63,1,1,0,0,3,1,0,0,0,49,0,0,1,96,96,96,U,0,0,0,0
51,314M,314,M,3,3,1,17.85,1515.00,2,1,3,68,7,28,2,0,0,0,37,9,L,D,A,W,02,,,,,,,,XP29F8G000,1,0,108,1,1,0,0,2,6,0,0,0,33,0,0,1,96,96,96,U,0,0,0,0
51,315F,315,F,3,3,1,10.86,921.80,1,2,1,80,97,0,16,0,0,0,2,,,,,,,46,,,,,,,540000000,1,0,1,0,0,0,0,1,2,0,0,0,1,0,0,1,96,96,96,U,0,0,0,0
51,315F,315,F,3,3,2,10.86,921.80,1,1,1,78,9,42,2,0,0,0,1,10,L,B,E,W,01,,,,,,,,BH93500000,1,0,32,1,1,0,0,2,8,0,0,0,42,0,0,1,96,96,96,U,0,0,0,0
51,316M,316,M,3,3,1,26.07,2212.33,1,1,3,76,9,37,2,0,0,0,37,12,F,D,A,W,07,32,U,9,9,9,9,99,6E38F00000,1,0,65,1,1,0,0,1,6,0,0,0,35,0,0,1,96,96,96,U,0,0,0,1
51,317M,317,M,3,3,1,26.07,2212.33,2,1,1,75,1,20,2,0,0,0,2,U,9,9,9,9,99,,,,,,,,1Q87L5N000,1,0,U,1,1,0,0,1,3,0,0,0,37,0,0,0,U,U,U,U,0,0,0,0
51,317M,317,M,3,3,2,26.07,2212.33,1,2,2,77,7,63,2,0,0,0,1,6,B,Y,E,W,02,,,,,,,,NH29G7B000,1,0,35,1,1,0,0,4,1,0,0,0,33,0,0,1,96,96,96,U,0,0,0,0
51,318E,318,E,3,3,1,6.88,583.74,1,1,2,77,97,0,16,0,0,0,2,,,,,,,46,,,,,,,9420000,0,0,3,0,0,0,0,1,3,0,0,0,1,0,0,1,96,96,96,U,0,0,1,0
51,318E,318,E,3,3,2,6.88,583.74,4,2,1,80,84,0,27,0,0,0,1,,,,,,,,,,,,,,T806000000,1,3,4,1,1,0,0,4,8,0,0,0,U,0,0,1,96,96,96,U,0,0,0,0
51,319I,319,I,3,3,1,15.48,1313.43,1,1,2,80,16,5,3,0,0,0,2,12,F,D,E,W,01,,,,,,,,TE72000000,1,0,13,1,1,0,0,1,3,0,0,0,21,0,0,2,13,-13,0,69,0,0,1,0
51,319I,319,I,3,3,2,15.48,1313.43,1,2,1,79,87,0,57,2,8,0,1,U,9,9,9,9,99,,,,,,,,16300,1,0,25,1,1,0,0,4,1,0,1,0,U,350,2,0,U,U,U,U,0,0,0,0
51,320L,320,L,3,3,1,4.95,420.30,1,1,2,79,6,19,2,0,0,0,31,12,F,R,E,E,05,31,U,9,9,9,9,99,3R47F9M000,1,0,46,1,2,2,0,1,6,0,0,0,33,0,0,1,96,96,96,U,0,0,1,0
51,321M,321,M,3,3,1,24.76,2101.48,1,1,2,73,8,1,2,0,0,0,2,12,F,Y,M,W,02,,,,,,,,1430000000,2,0,53,2,1,0,0,1,3,0,0,0,19,0,0,3,96,96,96,U,0,0,1,0
51,321M,321,M,3,3,2,24.76,2101.48,0,2,4,68,13,1,3,0,0,0,1,6,B,Z,L,W,01,,,,,,,,8Y82G00000,1,0,70,1,1,0,0,4,1,0,0,0,52,0,0,1,96,96,96,U,0,0,0,0
51,322N,322,N,3,3,1,123.80,10507.40,1,1,1,U,13,U,9,0,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
51,322N,322,N,3,3,2,123.80,10507.40,1,2,1,72,13,3,2,0,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
51,323E,323,E,3,3,1,7.72,655.42,1,1,2,80,97,0,16,0,0,0,38,,,,,,,46,,,,,,,9130000,1,0,1,0,0,0,0,1,6,0,0,0,1,0,0,1,96,96,96,U,0,1,1,0
51,324M,324,M,3,3,1,27.80,2359.50,1,0,3,70,11,31,4,0,0,0,37,U,9,9,9,9,99,,,,,,,,A0A465A200,1,0,69,1,1,0,0,1,6,0,0,1,26,0,0,0,U,U,U,U,0,0,1,0
51,325F,325,F,3,3,1,8.46,717.89,1,1,2,76,66,0,15,0,0,0,37,,,,,,,46,,,,,,,T50000000,1,0,19,0,0,0,0,5,6,0,0,0,3,0,0,1,96,96,96,U,0,0,1,0
51,326I,326,I,3,3,1,12.69,1076.84,1,1,2,80,2,0,51,0,0,0,2,U,9,9,9,9,99,,,,,,,,S14EBGJ000,1,0,8,1,1,0,0,1,2,0,0,0,41,0,0,0,U,U,U,U,0,0,0,0
51,326I,326,I,3,3,2,12.69,1076.84,2,2,2,77,1,7,3,0,0,0,1,9,L,F,E,W,02,,,,,,,,1L69U75000,1,0,46,1,1,0,0,2,1,0,0,0,37,0,0,1,96,96,96,U,0,0,0,0
51,327M,327,M,3,3,1,20.30,1722.94,1,1,2,74,1,31,4,0,0,0,32,12,F,L,E,W,02,,,,,,,,1V77B4U000,1,0,50,1,1,0,0,1,6,0,0,0,24,0,0,2,19,-19,0,167,0,0,1,0
51,328N,328,N,3,3,1,101.50,8614.71,1,1,1,80,6,31,3,0,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
51,328N,328,N,3,3,2,101.50,8614.71,1,2,1,74,16,9,2,0,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
51,329C,329,C,3,3,1,18.80,1595.63,2,1,2,78,1,20,2,0,0,0,71,U,9,9,9,9,99,,,,,,,,1Q87L8N000,1,0,37,1,1,0,0,1,7,0,0,0,35,0,0,0,U,U,U,U,0,0,0,0
51,330L,330,L,3,3,1,3.76,319.13,2,1,1,76,4,2,3,0,0,0,2,10,F,D,E,S,01,,,,,,,,4P6956H000,1,0,42,1,1,0,0,1,2,0,0,0,45,0,0,1,96,96,96,U,0,0,0,0
51,330L,330,L,3,3,2,3.76,319.13,1,2,2,79,16,2,4,0,0,0,46,0,T,D,D,O,03,1,1,R,Z,E,W,02,TE51000000,1,0,22,1,7,2,0,5,6,1,0,0,23,0,0,1,96,96,96,U,0,0,1,0
51,331N,331,N,3,3,1,94.00,7978.16,2,1,1,78,6,23,2,0,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
51,331N,331,N,3,3,2,94.00,7978.16,3,2,1,78,11,0,43,0,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
51,332F,332,F,3,3,1,6.72,570.07,1,0,3,80,68,0,15,0,0,0,46,,,,,,,,,,,,,,3JZ000000,1,0,2,0,0,0,0,3,6,0,0,0,5,0,0,1,96,96,96,U,0,0,1,0
51,333J,333,J,3,3,1,40.30,3420.42,1,1,1,77,4,25,2,0,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
51,333J,333,J,3,3,2,40.30,3420.42,1,2,1,65,2,0,50,0,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
51,334M,334,M,3,3,1,16.12,1368.17,3,1,2,78,1,6,2,0,0,0,2,12,F,D,E,W,02,,,,,,,,1Z37U8D000,1,0,68,1,1,0,0,1,3,0,0,0,32,0,0,1,96,96,96,U,0,0,0,0
51,334M,334,M,3,3,2,16.12,1368.17,2,2,1,79,3,25,2,0,0,0,1,6,B,D,E,W,01,,,,,,,,2S87000000,1,0,34,1,1,0,0,4,1,0,0,0,35,0,0,1,96,96,96,U,0,0,0,0
51,335M,335,M,3,3,1,16.12,1368.17,1,1,3,70,4,2,3,0,0,0,37,12,F,R,E,N,01,,,,,,,,454690Y000,1,0,105,1,1,0,0,1,6,0,0,0,42,0,0,1,96,96,96,U,0,0,0,0
51,336N,336,N,3,3,1,80.60,6840.84,1,1,1,77,1,2,2,0,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
51,336N,336,N,3,3,2,80.60,6840.84,2,2,1,80,10,9,3,0,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
51,337I,337,I,3,3,1,40.44,3432.09,2,0,2,73,2,0,50,0,0,0,46,U,9,9,9,9,99,37,U,9,9,9,9,99,SGTAN00000,1,0,102,U,U,U,0,5,6,3,0,0,26,0,0,0,U,U,U,U,0,0,0,0
51,338M,338,M,3,3,1,64.70,5491.35,1,1,3,72,15,1,2,0,0,0,37,U,9,9,9,9,99,,,,,,,,HLS3000000,1,0,54,1,1,0,0,1,6,0,0,0,24,0,0,0,U,U,U,U,0,0,0,0
51,339C,339,C,3,3,1,24.00,2036.98,1,1,1,77,3,24,2,0,0,0,71,U,9,9,9,9,99,,,,,,,,2H57Z7P000,1,0,37,1,1,0,0,1,7,0,0,0,39,0,0,0,U,U,U,U,0,0,0,0
51,340I,340,I,3,3,1,15.00,1273.11,1,1,2,79,1,0,51,0,0,0,32,12,F,C,E,W,04,,,,,,,,CGD1597000,1,0,22,1,1,0,0,1,6,0,0,0,43,2,2,1,96,96,96,U,0,0,0,0
51,341M,341,M,3,3,1,24.00,2036.98,4,1,2,73,3,26,2,0,0,0,33,12,L,D,E,W,02,37,12,F,L,E,N,01,2T87M3N000,1,0,116,1,1,0,0,2,6,0,0,0,35,0,0,1,96,96,96,U,0,0,0,0
51,342M,342,M,3,3,1,24.00,2036.98,1,1,2,73,4,26,2,0,0,0,34,12,F,R,E,W,03,,,,,,,,4J57H3H000,1,0,56,1,6,2,0,1,6,0,0,0,39,0,2,1,96,96,96,U,0,0,1,0
51,343H,343,H,3,3,1,7.40,628.07,1,1,2,76,2,32,2,0,0,0,2,2,F,D,E,W,01,,,,,,,,6K91L00000,1,0,15,1,1,0,0,1,2,0,0,0,30,0,0,1,96,96,96,U,0,0,0,0
51,343H,343,H,3,3,2,7.40,628.07,1,2,2,77,1,0,51,0,0,0,1,11,L,B,E,W,02,46,0,L,D,A,O,03,CGL2570000,1,0,39,2,7,1,0,2,1,1,0,0,39,1,2,1,96,96,96,U,0,0,1,0
51,344L,344,L,3,3,1,7.40,628.07,1,1,2,78,1,6,2,0,0,0,2,2,F,D,E,W,01,,,,,,,,1Z37U8D000,1,0,18,1,1,0,0,1,2,0,0,0,32,0,0,1,96,96,96,U,0,0,1,0
51,344L,344,L,3,3,2,7.40,628.07,8,2,1,68,6,44,2,0,0,0,1,U,9,9,9,9,99,,,,,,,,354878M000,1,0,U,U,U,U,0,2,1,0,0,0,41,U,U,0,U,U,U,U,0,0,0,0
51,345N,345,N,3,3,1,185.00,15701.69,1,1,1,79,3,25,2,0,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
51,345N,345,N,3,3,2,185.00,15701.69,1,2,1,80,35,20,2,0,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
51,346B,346,B,3,3,1,7.83,664.28,3,1,1,73,9,42,2,0,0,0,71,U,9,9,9,9,99,72,U,9,9,9,9,99,3F93Q00000,1,0,U,U,U,U,0,1,7,0,0,0,35,U,U,0,U,U,U,U,0,0,0,0
51,347F,347,F,3,3,1,9.78,830.35,1,0,3,80,21,0,15,0,0,0,46,,,,,,,,,,,,,,MD01500000,1,0,6,0,0,0,0,2,6,0,0,0,3,0,0,1,96,96,96,U,0,0,1,0
51,348K,348,K,3,3,1,4.70,398.57,5,1,2,68,1,1,2,0,0,0,33,12,F,Y,E,W,03,46,U,9,9,9,9,99,113278W000,1,0,73,1,6,3,0,1,6,0,0,0,30,0,2,2,39,-39,0,974,2,3,5,0
51,349M,349,M,3,3,1,23.48,1992.84,2,1,2,74,3,12,3,0,0,0,2,12,F,Z,M,W,01,,,,,,,,2L694P0000,2,0,68,1,1,0,0,1,3,0,0,0,44,0,0,1,96,96,96,U,0,0,0,0
51,349M,349,M,3,3,2,23.48,1992.84,6,2,1,78,97,0,27,0,0,0,1,,,,,,,,,,,,,,9635B00000,1,3,49,1,1,0,0,4,1,0,0,0,U,0,0,1,96,96,96,U,0,0,0,0
51,350N,350,N,3,3,1,117.40,9964.21,1,1,1,U,10,U,9,0,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
51,350N,350,N,3,3,2,117.40,9964.21,1,2,1,76,3,22,2,0,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
51,351I,351,I,3,3,1,32.75,2779.62,1,1,2,81,7,97,3,0,0,0,2,2,F,D,E,W,01,,,,,,,,1B3BK46,1,0,1,1,1,0,0,1,2,0,0,0,23,0,0,1,96,96,96,U,0,0,1,0
51,351I,351,I,3,3,2,32.75,2779.62,2,2,2,77,7,0,51,0,0,0,1,11,L,Y,E,W,03,,,,,,,,B21BE7X000,1,0,60,1,4,U,0,2,1,0,0,0,37,0,0,1,96,96,96,U,0,0,0,0
51,352M,352,M,3,3,1,52.40,4447.40,2,1,2,71,6,24,2,0,0,0,2,U,9,9,9,9,99,,,,,,,,344871R000,1,0,68,1,1,0,0,1,3,0,0,0,38,0,0,0,U,U,U,U,0,0,0,0
51,352M,352,M,3,3,2,52.40,4447.40,2,2,1,80,1,37,2,0,0,0,1,U,9,9,9,9,99,,,,,,,,1W27JAB000,1,0,U,U,U,U,0,4,1,0,0,0,32,0,0,0,U,U,U,U,0,0,0,0
52,001I,1,I,3,3,1,2.00,598.42,1,1,2,70,2,1,3,0,0,0,2,11,F,Z,E,W,02,,,,,,,,0A27L22119,1,0,146,1,1,0,0,1,2,0,0,0,32,0,0,2,22,-19,11,338,0,0,0,0
52,001I,1,I,3,3,2,2.00,598.42,2,2,2,77,2,0,50,0,0,0,1,2,R,Z,E,W,03,,,,,,,,F15HE0822D,1,0,45,1,1,0,0,3,1,0,0,0,39,0,0,2,18,-9,-16,269,0,0,0,0
52,002M,2,M,3,3,1,2.73,818.04,2,1,3,79,9,48,4,0,0,0,37,10,L,F,E,N,01,,,,,,,,9F14Y66568,1,0,9,1,1,0,0,2,6,0,0,0,26,0,0,3,96,96,96,U,0,0,0,0
52,003I,3,I,3,3,1,7.25,2169.28,1,1,2,78,1,0,50,0,0,0,39,U,9,9,9,9,99,50,U,9,9,9,9,99,CCL348B121,1,0,87,U,U,U,0,1,6,0,0,0,51,10,2,0,U,U,U,U,0,0,0,0
52,004N,4,N,3,3,1,58.00,17354.24,1,1,1,78,2,27,6,0,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
52,005I,5,I,3,3,1,2.81,841.53,1,1,2,71,2,0,50,0,0,0,34,12,F,R,E,N,02,50,11,F,D,E,W,01,F10GCL4736,1,0,110,1,1,0,0,1,6,0,0,0,36,0,0,3,96,96,96,U,0,0,1,0
52,006I,6,I,3,3,1,2.81,841.53,1,1,3,80,87,0,57,2,11,0,34,U,9,9,9,9,99,,,,,,,,R3767K1T,1,0,30,1,1,0,0,1,6,0,1,0,U,0,0,0,U,U,U,U,0,0,0,0
52,007M,7,M,3,3,1,4.50,1346.45,3,1,2,78,2,29,2,0,0,0,2,12,F,D,E,W,02,,,,,,,,8G87H18068,1,0,11,1,1,0,0,1,2,0,0,0,40,0,0,2,25,-24,-4,993,0,0,2,0
52,007M,7,M,3,3,2,4.50,1346.45,2,2,1,77,2,57,43,0,0,0,1,9,L,D,E,W,03,,,,,,,,U15GLY2039,1,0,23,1,4,3,0,2,1,0,0,0,36,1,2,2,28,-5,27,52,0,0,0,0
52,008M,8,M,3,3,1,4.50,1346.45,2,1,2,80,1,49,4,0,0,0,38,12,F,D,L,W,01,,,,,,,,1B689AA118,1,0,2,1,1,0,0,1,6,0,0,0,21,0,0,3,96,96,96,U,0,0,1,0
52,009I,9,I,3,3,1,4.25,1271.65,1,1,2,78,1,0,50,0,0,0,32,12,F,R,E,N,03,,,,,,,,CKL148F450,1,0,26,1,1,0,0,1,6,0,0,0,41,0,0,5,26,-25,-8,473,0,0,1,0
52,010L,10,L,3,3,1,1.00,299.21,2,1,2,72,7,32,2,0,0,0,38,20,F,D,E,W,02,46,0,T,Y,D,O,03,WP29G2A127,1,0,117,2,7,2,0,1,6,2,0,0,34,0,0,1,96,96,96,U,0,0,2,1
52,011M,11,M,3,3,1,6.80,2034.63,1,1,3,78,2,36,2,0,0,0,40,12,F,Y,E,W,01,49,0,U,Y,Y,W,01,8E81F11956,1,0,23,1,1,0,0,1,6,0,0,0,33,0,0,1,96,96,96,U,0,0,0,0
52,012H,12,H,3,3,1,1.80,538.58,1,1,2,78,85,0,54,2,8,0,49,12,F,L,E,W,01,46,0,T,Z,D,O,03,D0522HCA13,1,0,26,2,7,3,0,1,6,1,0,0,59,80,1,3,96,96,96,U,0,0,1,1
52,014M,14,M,3,3,1,9.00,2692.90,1,1,2,79,9,39,2,0,0,0,2,70,F,L,E,W,01,,,,,,,,9E35Y62127,1,0,15,1,1,0,0,1,2,0,0,0,27,0,0,2,35,-18,30,560,0,1,1,0
52,014M,14,M,3,3,2,9.00,2692.90,2,2,1,77,9,26,6,0,0,0,1,1,R,Z,E,W,01,,,,,,,,7Z74A58917,1,0,27,1,3,1,0,3,1,0,0,0,48,0,0,2,20,-17,-10,148,0,0,0,0
52,015I,15,I,3,3,1,4.54,1358.79,1,0,1,78,88,0,57,2,3,0,0,,,,,,,,,,,,,,90226N,1,0,60,U,U,U,0,0,0,0,1,0,U,0,0,0,U,U,U,U,0,0,0,0
52,015I,15,I,3,3,2,4.54,1358.79,3,2,2,75,2,20,3,0,0,0,59,9,L,F,E,N,02,,,,,,,,5U63S10021,1,0,42,1,1,0,0,2,6,0,0,0,45,0,0,1,96,96,96,U,0,0,0,0
52,017M,17,M,3,3,1,7.27,2174.07,3,1,1,68,7,1,2,0,0,0,2,11,F,R,E,E,01,,,,,,,,LL21A8B224,1,0,117,1,1,0,0,1,2,0,0,0,30,0,0,1,96,96,96,U,0,0,0,0
52,017M,17,M,3,3,2,7.27,2174.07,1,2,2,80,15,12,4,0,0,0,1,U,9,9,9,9,99,,,,,,,,HN10119495,1,0,1,1,1,0,0,3,1,0,0,0,28,0,0,0,U,U,U,U,0,0,0,0
52,018I,18,I,3,3,1,1.00,299.21,1,0,2,77,89,0,57,2,9,0,46,U,9,9,9,9,99,,,,,,,,GPRCPGG014,1,0,205,2,1,0,0,3,0,1,1,0,113,U,U,3,96,96,96,U,0,0,1,0
52,019I,19,I,3,3,1,1.00,299.21,1,1,3,73,85,0,57,1,10,0,2,U,9,9,9,9,99,2,U,9,9,9,9,99,9999999999,1,0,36,1,1,0,0,1,3,0,1,0,290,0,0,0,U,U,U,U,0,0,0,0
52,019I,19,I,3,3,2,1.00,299.21,4,2,2,79,1,7,3,0,0,0,1,6,B,Y,E,W,01,1,6,L,Y,E,W,03,1L69G9S256,1,0,1,1,1,0,0,4,1,0,0,0,37,0,2,1,96,96,96,U,0,0,0,0
52,020I,20,I,3,3,1,1.00,299.21,1,1,2,79,1,0,50,0,0,0,2,12,F,L,E,E,02,,,,,,,,CCD149S121,1,0,12,1,1,0,0,1,2,0,0,0,36,2,2,1,96,96,96,U,0,0,0,0
52,020I,20,I,3,3,2,1.00,299.21,1,2,1,77,2,0,57,2,2,0,1,U,9,9,9,9,99,,,,,,,,U91VVYG891,1,0,240,1,1,0,0,2,1,0,1,0,297,780,1,1,96,96,96,U,0,0,0,0
52,021N,21,N,3,3,1,14.00,4188.95,1,1,1,67,2,19,2,0,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,
52,022J,22,J,3,3,1,11.50,3440.93,1,1,1,79,1,0,51,0,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
52,022J,22,J,3,3,2,11.50,3440.93,1,2,1,68,3,11,3,0,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
52,023L,23,L,3,3,1,1.00,299.21,2,1,2,70,3,12,3,0,0,0,33,12,F,Y,E,W,02,,,,,,,,25269 P299,1,0,129,1,1,0,0,1,6,0,0,0,42,0,0,2,19,-19,0,281,0,0,2,0
