PSU,CASENO,RATWGT,CASEID,STRATIF,VERSION,VEHNO,ACCSEQ1,OBJCONT1,DOF1,GAD1,SHL1,SVL1,TDD1,EXTENT1,ACCSEQ2,OBJCONT2,DOF2,GAD2,SHL2,SVL2,TDD2,EXTENT2,DVL,DVC1,DVC2,DVC3,DVC4,DVC5,DVC6,DVD,SDVL,SDVC1,SDVC2,SDVC3,SDVC4,SDVC5,SDVC6,SDVD,DOCCDC,TOWRES,WHEELBAS,ALTVEH,FIRE,FIREORIG,FUELTANK,PSUSTRAT
12,45,167.67742391,45H,H,5,2,1,1,72,F,D,E,W,1,,,,,,,,,66,5,3,2,1,1,1,0,,,,,,,,,0,1,1081,0,0,0,1,5
12,46,49.676735537,46K,K,5,1,1,2,12,F,D,E,W,2,2,2,2,R,P,M,N,1,60,18,18,17,14,9,4,13,,,,,,,,,0,1,1012,0,0,0,1,5
12,46,49.676735537,46K,K,5,2,1,1,12,F,Y,E,W,2,2,1,U,9,9,9,9,U,59,19,12,7,3,1,0,-11,,,,,,,,,0,1,1012,0,0,0,1,5
12,47,49.676735537,47D,D,5,1,2,62,12,F,D,E,W,3,1,50,U,9,9,9,9,U,62,0,9,19,26,15,0,23,,,,,,,,,0,1,934,0,0,0,1,5
12,48,31.195197458,48D,D,5,1,1,56,U,9,9,9,9,U,3,56,3,R,B,E,W,1,,,,,,,,,,,,,,,,,1,1,1081,0,0,0,1,5
12,49,153.12026954,49E,E,5,2,1,1,12,F,D,E,W,3,,,,,,,,,58,9,10,15,18,18,24,-5,,,,,,,,,0,1,1034,0,0,0,1,5
12,50,508.08480081,50G,G,5,1,1,2,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,U,999,0,0,0,1,5
12,50,508.08480081,50G,G,5,2,1,1,12,F,R,E,E,1,,,,,,,,,33,0,0,1,0,1,1,27,,,,,,,,,0,0,1110,0,0,0,1,5
12,51,508.08480081,51G,G,5,1,2,56,12,F,D,E,W,1,4,43,12,R,F,M,S,1,62,10,6,2,0,0,1,-6,,,,,,,,,1,0,1075,0,0,0,1,5
12,52,22.848379932,52B,B,5,1,1,2,89,L,P,E,W,5,,,,,,,,,120,0,2,22,25,11,0,6,,,,,,,,,0,1,1080,0,0,0,1,5
12,52,22.848379932,52B,B,5,2,1,1,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1075,0,0,0,1,5
12,53,22.848379932,53B,B,5,1,1,2,12,F,D,E,W,4,,,,,,,,,67,11,17,28,35,41,45,2,,,,,,,,,0,1,1140,0,0,0,1,5
12,53,22.848379932,53B,B,5,2,1,1,12,F,D,E,W,4,2,3,5,R,Z,E,W,2,71,28,29,31,31,29,30,0,67,1,8,9,6,5,1,-68,0,1,1160,0,0,0,1,5
12,53,22.848379932,53B,B,5,3,2,2,11,F,D,E,W,1,,,,,,,,,60,9,7,6,7,8,5,-3,,,,,,,,,0,1,1034,0,0,0,1,5
12,54,24.564999797,54J,J,5,1,2,31,0,T,D,D,O,3,1,57,U,9,9,9,9,U,,,,,,,,,,,,,,,,,0,1,866,0,0,0,1,5
12,55,24.564999797,55J,J,5,1,3,31,0,T,Y,D,O,3,2,60,U,9,9,9,9,U,,,,,,,,,,,,,,,,,0,1,1310,0,0,0,2,5
12,56,92.522466365,56J,J,5,1,1,31,0,T,D,D,O,3,,,,,,,,,,,,,,,,,,,,,,,,,0,1,934,0,0,0,2,5
12,57,66.064936952,57K,K,5,1,1,2,8,L,Y,E,W,3,2,2,7,L,B,M,S,1,112,1,4,7,8,9,0,42,39,0,3,3,0,0,0,-42,1,1,1081,0,0,0,1,5
12,57,66.064936952,57K,K,5,2,1,1,1,F,Z,E,W,2,2,1,12,R,Z,E,S,1,73,3,2,3,3,7,23,22,70,0,0,0,0,0,0,-64,0,1,1150,0,0,0,1,5
12,58,18.998453052,58J,J,5,2,1,1,9,L,Y,E,W,3,,,,,,,,,116,0,1,2,15,15,0,41,,,,,,,,,0,1,1108,0,0,0,1,5
12,60,552.473219,60F,F,5,1,1,56,12,F,D,E,W,2,,,,,,,,,51,0,6,13,18,17,0,0,,,,,,,,,0,1,1215,0,0,0,1,5
12,61,1214.306469,61H,H,5,1,1,31,0,T,Y,D,O,1,,,,,,,,,,,,,,,,,,,,,,,,,0,1,957,0,0,0,1,5
12,62,31.970649592,62D,D,5,1,1,2,12,F,Z,E,W,1,2,58,2,F,Y,E,W,1,65,0,1,3,5,8,11,21,,,,,,,,,0,1,1049,0,0,0,1,5
12,63,31.970649592,63D,D,5,1,1,2,3,R,P,E,W,3,3,57,7,B,L,E,W,1,67,7,11,9,10,8,3,-25,,,,,,,,,1,1,1160,0,0,0,1,5
12,63,31.970649592,63D,D,5,2,1,1,71,F,D,E,W,2,,,,,,,,,66,9,10,13,14,16,19,0,,,,,,,,,0,1,1086,0,0,0,1,5
12,64,156.92654261,64E,E,5,1,1,2,70,F,Y,E,W,2,2,2,9,L,Z,E,W,2,63,6,8,15,10,8,8,-12,80,2,9,7,3,1,0,-34,0,1,1049,0,0,0,1,5
12,65,276.50975294,65F,F,5,1,1,2,12,F,D,E,W,2,,,,,,,,,69,11,12,13,10,5,3,0,,,,,,,,,0,1,1160,0,0,0,1,5
12,66,520.714804,66G,G,5,2,2,3,12,F,D,E,W,1,1,1,6,B,D,M,W,1,55,1,0,1,1,1,2,0,60,1,0,0,0,0,0,0,0,1,942,0,0,0,1,5
12,67,607.75358912,67H,H,5,1,1,51,12,F,Z,E,W,1,,,,,,,,,72,4,5,6,13,10,7,31,,,,,,,,,0,1,1120,0,0,0,1,5
12,68,95.305558289,68E,E,5,1,1,2,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1108,0,0,0,1,5
12,68,95.305558289,68E,E,5,2,1,1,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1031,0,0,0,1,5
12,69,167.93154261,69F,F,5,2,1,1,11,F,Y,E,W,2,3,3,3,R,Y,E,W,2,54,15,7,4,3,0,0,-14,102,0,0,0,1,5,1,28,1,1,1034,0,0,0,1,5
12,69,167.93154261,69F,F,5,3,3,2,12,F,Z,L,W,1,,,,,,,,,33,0,0,0,1,1,0,15,,,,,,,,,0,0,1175,0,0,0,1,5
12,70,167.93154261,70F,F,5,1,1,2,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1056,0,0,0,1,5
12,70,167.93154261,70F,F,5,2,1,1,12,F,L,E,W,1,,,,,,,,,61,3,3,2,3,2,1,-23,,,,,,,,,0,0,942,0,0,0,1,5
12,71,316.24360213,71G,G,5,1,1,2,9,L,Y,E,W,3,,,,,,,,,143,0,3,10,6,0,0,48,,,,,,,,,0,0,1108,0,0,0,1,5
12,71,316.24360213,71G,G,5,2,1,1,12,F,D,E,W,1,,,,,,,,,66,2,2,2,2,3,3,8,,,,,,,,,0,0,1049,0,0,0,1,5
12,72,369.10451317,72H,H,5,1,1,2,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1108,0,0,0,1,5
12,72,369.10451317,72H,H,5,2,1,1,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1003,0,0,0,1,5
12,73,369.10451317,73H,H,5,1,1,2,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1083,0,0,0,1,5
12,73,369.10451317,73H,H,5,2,1,1,12,F,R,E,W,2,,,,,,,,,60,0,1,4,5,7,13,22,,,,,,,,,0,1,1012,0,0,0,1,5
12,74,18.998453052,74J,J,5,1,1,2,11,F,L,E,E,2,,,,,,,,,66,15,6,4,2,0,0,-28,,,,,,,,,0,1,1049,0,0,0,1,5
12,75,66.064936952,75D,D,5,2,1,1,70,F,D,E,W,1,2,1,9,L,P,E,W,1,73,5,5,5,7,5,8,0,28,0,1,2,2,1,0,13,0,1,1315,0,0,0,1,5
12,76,249.1652964,76E,E,5,1,1,2,11,F,Z,E,W,1,,,,,,,,,65,0,1,0,1,2,2,20,,,,,,,,,0,1,1108,0,0,0,1,5
12,76,249.1652964,76E,E,5,2,1,1,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1315,0,0,0,1,5
12,77,137.15151909,77E,E,5,1,1,2,12,F,D,E,W,1,2,2,9,L,P,E,W,1,59,9,8,7,7,6,6,-7,81,0,3,2,0,0,0,-8,0,1,1034,0,0,0,1,5
12,77,137.15151909,77E,E,5,2,1,1,3,R,Y,E,W,1,2,1,U,9,9,9,9,U,56,1,2,5,6,4,3,24,,,,,,,,,0,1,1049,0,0,0,1,5
12,78,455.09717598,78G,G,5,1,1,42,12,F,D,E,W,2,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1005,0,0,0,1,5
12,79,531.16781006,79H,H,5,1,1,2,2,R,B,E,W,2,2,3,12,L,F,M,S,1,72,0,5,9,1,2,1,-63,,,,,,,,,0,1,1081,0,0,0,1,5
12,79,531.16781006,79H,H,5,2,1,1,12,F,D,E,W,1,,,,,,,,,60,2,2,2,3,4,6,13,,,,,,,,,0,0,1012,0,0,0,1,5
12,79,531.16781006,79H,H,5,3,2,1,U,9,9,9,9,U,3,88,U,9,9,9,9,U,,,,,,,,,,,,,,,,,0,0,957,0,0,0,1,5
12,80,25.60656471,80K,K,5,1,1,2,9,L,P,E,W,4,,,,,,,,,85,0,8,18,22,19,0,20,,,,,,,,,0,1,1081,0,0,0,1,5
12,80,25.60656471,80K,K,5,2,1,1,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1075,0,0,0,1,5
12,81,25.60656471,81K,K,5,2,1,1,11,F,Y,E,W,3,,,,,,,,,60,28,22,15,8,2,0,-11,,,,,,,,,0,1,1082,0,0,0,1,5
12,82,41.771989011,82D,D,5,1,1,2,10,L,F,E,W,3,,,,,,,,,56,0,6,4,6,12,6,26,,,,,,,,,0,1,1049,0,0,0,1,5
12,82,41.771989011,82D,D,5,2,1,1,1,F,D,E,W,1,2,3,U,9,9,9,9,U,72,2,2,2,3,5,6,15,,,,,,,,,0,1,1160,0,0,0,1,5
12,83,205.03599073,83E,E,5,1,2,51,11,F,C,E,W,1,1,U,10,L,F,E,N,1,61,2,1,4,9,5,3,2,,,,,,,,,0,1,1075,0,0,0,1,5
12,84,361.28019007,84F,F,5,1,1,2,1,F,R,E,W,1,2,68,U,9,9,9,9,U,67,0,0,0,1,3,9,24,,,,,,,,,0,1,1110,0,0,0,1,5
12,85,361.28019007,85F,F,5,1,1,51,12,F,Y,E,N,2,,,,,,,,,51,5,14,14,8,2,0,-11,,,,,,,,,0,1,1033,0,0,0,1,5
12,86,22.088534351,86B,B,5,1,1,63,12,F,D,E,W,4,3,61,0,U,D,D,W,1,73,21,17,16,10,5,1,0,,,,,,,,,1,1,1250,1,2,4,1,5
12,87,66.064936952,87K,K,5,1,1,2,82,F,Z,E,W,1,,,,,,,,,64,6,6,,,,,0,,,,,,,,,0,1,1049,0,0,0,1,5
12,87,66.064936952,87K,K,5,2,1,1,11,F,D,E,W,2,2,52,U,9,9,9,9,U,61,21,13,17,10,5,1,-9,,,,,,,,,0,1,1010,0,0,0,1,5
12,88,49.016008875,88C,C,5,2,3,54,2,F,D,E,W,2,1,1,6,L,Z,E,S,1,71,15,12,11,10,7,3,0,168,1,1,0,0,1,1,-20,0,1,1215,0,0,0,1,5
12,89,253.66495218,89E,E,5,1,1,2,1,F,D,E,W,1,,,,,,,,,72,12,13,,,,,13,,,,,,,,,0,1,1159,0,0,0,1,5
12,89,253.66495218,89E,E,5,2,1,1,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1108,0,0,0,1,5
12,90,446.96602685,90F,F,5,2,1,1,1,F,D,E,W,1,,,,,,,,,60,7,6,5,5,6,7,0,,,,,,,,,0,1,1012,0,0,0,1,5
12,91,841.71290375,91G,G,5,1,1,2,12,F,D,E,W,1,,,,,,,,,58,6,5,4,3,3,2,0,,,,,,,,,0,1,970,0,0,0,1,5
12,91,841.71290375,91G,G,5,2,1,1,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1093,0,0,0,1,5
12,92,61.654501309,92E,E,5,1,1,2,3,R,P,E,W,2,2,3,7,B,L,E,E,1,101,0,5,8,10,4,0,0,,,,,,,,,0,1,1034,0,0,0,1,5
12,92,61.654501309,92E,E,5,2,1,1,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1013,0,0,0,1,5
12,92,61.654501309,92E,E,5,3,2,1,12,F,Y,E,N,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1160,0,0,0,1,5
12,93,108.63726838,93F,F,5,1,1,2,2,F,Z,E,W,1,,,,,,,,,60,2,1,1,1,1,2,14,,,,,,,,,0,1,1049,0,0,0,1,5
12,93,108.63726838,93F,F,5,2,1,1,9,L,Y,E,W,3,,,,,,,,,90,2,3,12,8,1,0,22,,,,,,,,,0,1,1229,0,0,0,1,5
12,94,108.63726838,94F,F,5,1,1,2,12,F,Y,E,W,4,,,,,,,,,59,33,26,15,8,0,0,-11,,,,,,,,,0,1,973,0,0,0,1,5
12,94,108.63726838,94F,F,5,2,1,1,12,F,L,E,W,1,,,,,,,,,72,12,2,0,0,1,0,-26,,,,,,,,,0,0,1215,0,0,0,1,5
12,95,204.58241819,95G,G,5,1,1,2,12,F,Y,E,W,1,,,,,,,,,,,,,,,,,,,,,,,,,0,U,1120,0,0,0,1,5
12,95,204.58241819,95G,G,5,2,1,1,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,U,1075,0,0,0,1,5
12,96,204.58241819,96G,G,5,1,1,2,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1049,0,0,0,1,5
12,96,204.58241819,96G,G,5,2,1,1,3,R,B,E,W,4,,,,,,,,,52,23,21,15,8,4,1,-68,,,,,,,,,0,1,1108,0,0,0,1,5
12,97,238.77888236,97H,H,5,2,1,1,1,F,Z,E,W,2,,,,,,,,,68,2,2,3,4,17,16,13,,,,,,,,,0,1,1081,0,0,0,1,5
12,98,36.856998922,98J,J,5,1,1,3,9,L,Y,E,W,3,2,2,2,R,F,E,W,1,118,0,7,15,15,12,5,32,33,0,0,2,3,3,3,68,1,1,1048,0,0,0,1,5
12,98,36.856998922,98J,J,5,2,2,1,12,F,R,E,W,2,,,,,,,,,77,2,3,3,3,4,5,22,,,,,,,,,0,0,1276,0,0,0,1,5
12,99,25.60656471,99K,K,5,1,1,42,12,F,Z,E,W,4,,,,,,,,,71,0,8,27,33,30,26,15,,,,,,,,,0,1,1330,0,0,0,1,5
12,100,49.016008875,100C,C,5,1,3,31,0,R,D,A,O,2,2,88,12,F,D,E,W,1,,,,,,,,,,,,,,,,,1,1,1079,0,0,0,1,5
12,101,500.00014862,101F,F,5,1,1,2,1,F,R,E,E,1,,,,,,,,,65,0,1,0,0,1,6,30,,,,,,,,,0,1,1049,0,0,0,1,5
12,101,500.00014862,101F,F,5,2,1,1,12,F,Z,E,W,1,,,,,,,,,62,3,3,,,,,-15,,,,,,,,,0,1,1049,0,0,0,1,5
12,102,941.58515791,102G,G,5,1,1,56,U,9,9,9,9,U,3,42,U,9,9,9,9,U,,,,,,,,,,,,,,,,,1,1,1042,0,0,0,1,5
12,104,36.856998922,104C,C,5,2,1,1,9,L,Y,E,W,2,2,42,12,F,R,E,N,1,112,0,2,5,5,2,2,30,59,1,2,3,5,9,6,23,0,1,1012,0,0,0,1,5
12,105,25.60656471,105K,K,5,2,1,1,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1315,0,0,0,1,5
12,106,97.936641928,106E,E,5,1,1,31,0,T,D,D,O,2,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1075,0,0,0,2,5
12,107,94.300048619,107E,E,5,1,1,2,12,F,L,E,W,1,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1215,0,0,0,1,5
12,107,94.300048619,107E,E,5,2,1,1,5,B,R,E,E,1,2,3,12,F,D,E,W,1,75,0,9,,,,,30,,,,,,,,,0,1,1159,0,0,0,1,5
12,107,94.300048619,107E,E,5,3,2,2,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1108,0,0,0,1,5
12,108,166.15980135,108F,F,5,2,1,1,51,F,D,E,W,1,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1080,0,0,0,1,5
12,109,365.21032101,109H,H,5,1,1,31,0,T,D,Y,O,3,,,,,,,,,,,,,,,,,,,,,,,,,0,1,799,0,0,0,1,5
12,110,36.856998922,110C,C,5,1,1,2,2,R,Y,E,W,2,,,,,,,,,96,0,9,9,6,3,0,13,,,,,,,,,0,1,1081,0,0,0,1,5
12,110,36.856998922,110C,C,5,2,1,1,71,F,D,E,W,2,,,,,,,,,52,0,2,5,9,11,13,0,,,,,,,,,0,1,1012,0,0,0,1,5
12,111,30.545558911,111D,D,5,1,1,2,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1310,0,0,0,1,5
12,111,30.545558911,111D,D,5,2,1,1,6,B,R,E,E,6,,,,,,,,,60,0,3,7,10,14,18,22,,,,,,,,,0,1,942,0,0,0,1,5
12,113,264.18433956,113F,F,5,1,1,2,8,L,P,E,W,4,3,42,12,L,B,E,S,1,75,0,5,6,12,9,1,-5,23,0,1,2,2,2,1,-49,0,1,945,0,0,0,1,5
12,114,497.50395829,114G,G,5,1,1,2,3,R,Z,E,W,2,2,3,11,L,B,E,W,1,101,0,3,2,7,6,4,-39,58,0,4,5,5,1,1,-84,0,1,1215,0,0,0,1,5
12,114,497.50395829,114G,G,5,2,1,1,11,F,D,E,W,2,,,,,,,,,65,9,10,11,11,12,14,0,,,,,,,,,0,1,1081,0,0,0,1,5
12,114,497.50395829,114G,G,5,3,2,1,12,F,L,M,N,1,,,,,,,,,58,2,0,0,0,0,0,-28,,,,,,,,,0,1,1012,0,0,0,1,5
12,115,580.66299236,115H,H,5,2,1,1,12,F,D,E,W,2,,,,,,,,,64,12,12,10,9,9,12,-3,,,,,,,,,0,1,1049,0,0,0,1,5
12,116,92.522466365,116C,C,5,1,3,56,U,9,9,9,9,U,5,68,U,9,9,9,9,U,,,,,,,,,,,,,,,,,0,1,892,0,0,0,1,5
12,117,66.064936952,117K,K,5,1,3,42,U,9,9,9,9,U,4,42,U,9,9,9,9,U,,,,,,,,,,,,,,,,,1,1,1175,0,0,0,1,5
12,119,24.898950383,119C,C,5,1,1,60,12,F,D,E,W,1,,,,,,,,,62,9,7,8,7,4,3,0,,,,,,,,,0,1,1083,0,0,0,1,5
12,120,247.08724308,120E,E,5,2,1,1,12,F,D,E,W,1,,,,,,,,,60,10,7,4,2,1,0,-7,,,,,,,,,0,1,1012,0,0,0,1,5
12,121,819.88670121,121G,G,5,1,1,2,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1010,0,0,0,1,5
12,121,819.88670121,121G,G,5,2,1,1,6,B,D,E,W,1,,,,,,,,,57,0,0,0,2,3,5,0,,,,,,,,,0,1,1012,0,0,0,1,5
12,122,18.998453052,122J,J,5,1,1,2,11,F,D,E,W,4,,,,,,,,,79,14,14,13,12,12,14,0,,,,,,,,,0,1,1215,0,0,0,1,5
12,122,18.998453052,122J,J,5,2,1,1,2,R,Y,E,W,3,,,,,,,,,152,0,4,7,9,5,0,-12,,,,,,,,,0,1,1250,1,0,0,1,5
12,123,160.52459138,123E,E,5,1,1,2,12,F,Y,E,W,2,,,,,,,,,60,22,21,22,12,6,0,-17,,,,,,,,,0,1,1012,0,0,0,1,5
12,123,160.52459138,123E,E,5,2,1,1,11,F,L,E,W,3,,,,,,,,,63,22,9,4,2,0,0,-22,,,,,,,,,0,1,1083,0,0,0,1,5
12,124,282.84963376,124F,F,5,1,1,2,12,F,D,E,W,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1020,0,0,0,1,5
12,124,282.84963376,124F,F,5,2,1,1,11,F,D,M,W,2,,,,,,,,,56,17,15,12,7,4,1,-4,,,,,,,,,0,1,1081,0,0,0,1,5
12,125,532.65387581,125G,G,5,1,1,2,12,F,R,E,W,3,,,,,,,,,65,3,3,4,5,5,21,22,,,,,,,,,0,1,940,0,0,0,1,5
12,125,532.65387581,125G,G,5,3,2,2,6,B,R,E,E,1,,,,,,,,,61,0,0,0,0,3,6,26,,,,,,,,,0,0,1229,0,0,0,1,5
12,126,532.65387581,126G,G,5,1,1,2,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1108,0,0,0,1,5
12,126,532.65387581,126G,G,5,2,1,1,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1083,0,0,0,1,5
12,127,621.68830672,127H,H,5,1,1,42,3,R,P,E,W,2,2,31,0,T,Y,D,O,3,,,,,,,,,,,,,,,,,0,1,1081,0,0,0,1,5
12,128,36.856998922,128C,C,5,2,1,1,71,F,D,E,W,2,,,,,,,,,52,1,9,14,12,9,8,0,,,,,,,,,0,1,1012,0,0,0,1,5
12,129,49.676735537,129D,D,5,1,1,2,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,U,1075,0,0,0,1,5
12,129,49.676735537,129D,D,5,2,1,1,1,R,Y,E,S,2,,,,,,,,,70,4,4,4,5,6,5,0,,,,,,,,,0,1,1049,0,0,0,1,5
12,130,194.20498907,130F,F,5,1,1,77,63,R,D,A,W,4,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1081,0,0,0,1,5
12,131,194.20498907,131F,F,5,1,1,68,0,R,F,E,N,1,2,68,0,U,F,R,N,1,,,,,,,,,,,,,,,,,0,1,1081,0,0,0,1,5
12,132,365.7209619,132G,G,5,1,1,68,6,L,Y,E,W,1,2,42,4,R,F,E,W,2,92,0,4,1,0,2,2,48,31,2,6,8,7,3,2,81,0,1,1108,0,0,0,1,5
12,133,426.85213768,133H,H,5,1,1,2,6,B,Y,E,W,1,,,,,,,,,64,0,0,1,1,0,0,-11,,,,,,,,,0,0,1179,0,0,0,1,5
12,133,426.85213768,133H,H,5,2,1,1,12,F,Z,E,W,1,,,,,,,,,64,4,2,1,0,0,1,16,,,,,,,,,0,1,1055,0,0,0,1,5
12,134,25.60656471,134K,K,5,1,2,42,12,F,L,E,W,6,1,50,12,F,R,E,N,1,73,37,18,14,9,5,0,-26,,,,,,,,,0,1,1250,1,0,0,1,5
12,135,26.338948686,135C,C,5,1,1,2,10,F,D,E,W,2,,,,,,,,,73,1,5,8,10,12,13,5,,,,,,,,,0,1,1159,0,0,0,1,5
12,135,26.338948686,135C,C,5,2,1,1,1,R,Y,E,W,3,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1043,0,0,0,1,5
12,136,53.250387708,136D,D,5,1,10,42,11,L,Z,E,W,2,11,42,12,F,R,E,W,2,104,8,2,8,5,2,3,62,73,0,0,2,3,5,17,26,1,1,1220,0,0,0,1,5
12,137,460.55528233,137F,F,5,1,2,52,12,F,Y,E,W,3,1,50,12,R,Y,M,S,1,45,12,16,27,22,9,0,-6,,,,,,,,,0,1,1108,0,0,0,1,5
12,138,867.30377867,138G,G,5,1,1,2,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1315,0,0,0,1,5
12,138,867.30377867,138G,G,5,2,1,1,12,F,D,E,W,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1108,0,0,0,1,5
12,139,1012.2757799,139H,H,5,1,1,2,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1005,0,0,0,1,5
12,140,22.088534351,140B,B,5,2,1,1,9,L,D,A,W,5,,,,,,,,,101,0,17,22,31,13,13,-25,,,,,,,,,0,1,934,0,0,0,1,5
12,141,18.998453052,141J,J,5,2,1,1,9,L,Y,E,W,2,,,,,,,,,98,0,9,15,8,8,0,3,,,,,,,,,0,1,1049,0,0,0,1,5
12,142,25.60656471,142K,K,5,1,1,2,12,F,D,E,W,2,,,,,,,,,70,5,9,14,14,16,14,0,,,,,,,,,0,1,1295,0,0,0,1,5
12,142,25.60656471,142K,K,5,2,1,1,46,B,D,A,W,4,,,,,,,,,68,33,30,28,25,21,16,0,,,,,,,,,0,1,1180,0,0,0,1,5
12,143,616.27687718,143E,E,5,2,1,1,2,R,F,E,W,2,2,51,2,R,B,E,W,2,62,0,1,6,4,1,1,77,65,2,5,6,3,0,0,-79,1,1,1108,0,0,0,1,5
12,144,49.676735537,144K,K,5,1,1,2,9,L,Y,E,W,2,2,2,11,L,B,E,S,1,124,0,0,2,8,5,1,56,37,0,2,2,1,0,0,-84,0,1,1159,0,0,0,1,5
12,144,49.676735537,144K,K,5,2,1,1,1,F,D,E,W,2,2,1,5,R,Z,E,W,1,,,,,,,,,,,,,,,,,0,1,1159,0,0,0,1,5
12,145,118.65014114,145E,E,5,2,1,1,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1250,1,0,0,1,5
12,146,209.06546891,146F,F,5,1,1,2,2,R,Z,E,W,2,2,63,9,L,B,L,W,1,79,0,6,0,1,0,0,-61,,,,,,,,,0,1,991,0,0,0,1,5
12,146,209.06546891,146F,F,5,2,1,1,10,F,D,E,W,1,,,,,,,,,58,2,2,5,3,0,0,-8,,,,,,,,,0,0,945,0,0,0,1,5
12,148,393.70576808,148G,G,5,1,1,2,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1108,0,0,0,1,5
12,148,393.70576808,148G,G,5,2,1,1,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1034,0,0,0,1,5
12,149,459.51467439,149H,H,5,1,1,2,2,R,Z,E,W,1,,,,,,,,,48,0,1,4,4,1,0,-28,,,,,,,,,0,1,1012,0,0,0,1,5
12,149,459.51467439,149H,H,5,2,1,1,11,F,L,E,E,1,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1049,0,0,0,1,5
12,150,36.856998922,150J,J,5,1,1,2,8,L,Z,E,W,4,,,,,,,,,115,0,13,15,12,2,1,-44,,,,,,,,,0,1,1034,0,0,0,1,5
12,150,36.856998922,150J,J,5,2,1,1,12,F,Z,E,W,1,,,,,,,,,70,1,2,4,6,8,13,17,,,,,,,,,0,1,1160,0,0,0,1,5
12,151,18.998453052,151J,J,5,1,1,42,68,L,F,E,W,3,,,,,,,,,115,0,0,1,16,5,8,40,,,,,,,,,0,1,1034,0,0,0,1,5
12,152,36.856998922,152C,C,5,1,1,2,9,L,F,E,W,2,,,,,,,,,31,0,6,8,8,4,2,84,,,,,,,,,0,1,1210,0,0,0,1,5
12,152,36.856998922,152C,C,5,2,1,1,12,F,D,E,W,2,,,,,,,,,58,7,9,13,11,15,10,2,,,,,,,,,0,1,945,0,0,0,1,5
12,153,280.10985652,153E,E,5,1,1,2,5,R,P,E,W,4,,,,,,,,,123,0,6,13,11,1,0,-1,,,,,,,,,0,1,1110,0,0,0,1,5
12,153,280.10985652,153E,E,5,2,1,1,12,F,Y,E,W,1,,,,,,,,,63,4,4,3,1,0,0,-19,,,,,,,,,0,1,1049,0,0,0,1,5
12,154,280.10985652,154E,E,5,2,1,1,12,F,D,E,W,2,,,,,,,,,61,0,2,6,11,7,6,14,,,,,,,,,0,1,1034,0,0,0,1,5
12,155,929.46257918,155G,G,5,1,1,56,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1380,1,0,0,1,5
12,156,22.088534351,156B,B,5,2,3,3,3,R,F,E,W,2,1,1,6,B,Y,E,W,1,53,0,2,6,5,3,0,66,,,,,,,,,0,1,1049,0,0,0,1,5
