PSU,CASENO,RATWGT,CASEID,STRATIF,VERSION,VEHNO,ACCSEQ1,OBJCONT1,DOF1,GAD1,SHL1,SVL1,TDD1,EXTENT1,ACCSEQ2,OBJCONT2,DOF2,GAD2,SHL2,SVL2,TDD2,EXTENT2,DVL,DVC1,DVC2,DVC3,DVC4,DVC5,DVC6,DVD,SDVL,SDVC1,SDVC2,SDVC3,SDVC4,SDVC5,SDVC6,SDVD,DOCCDC,TOWRES,WHEELBAS,ALTVEH,FIRE,FIREORIG,FUELTANK,PSUSTRAT
48,112,171.35889967,112K,K,5,1,1,2,2,R,F,E,W,3,2,2,3,R,Z,E,A,2,30,2,4,8,15,14,18,50,42,1,2,6,5,2,0,-61,0,1,945,0,0,0,1,9
48,112,171.35889967,112K,K,5,2,1,1,11,F,Y,E,W,3,2,1,9,L,B,E,W,1,64,24,13,6,1,1,2,-14,43,0,5,3,3,2,0,-59,1,1,1005,0,0,0,1,9
48,114,692.28995465,114D,D,5,1,2,2,12,F,R,E,W,2,,,,,,,,,77,0,0,4,4,7,14,25,,,,,,,,,0,1,1150,0,0,0,2,9
48,115,4078.6222195,115E,E,5,1,1,2,1,R,Z,E,W,2,,,,,,,,,71,0,2,4,5,4,0,-42,,,,,,,,,0,1,1081,0,0,0,1,9
48,115,4078.6222195,115E,E,5,2,1,1,11,F,Z,E,W,2,,,,,,,,,58,0,1,3,5,9,19,19,,,,,,,,,0,1,1034,0,0,0,1,9
48,117,284.55367373,117C,C,5,1,1,31,0,T,D,D,O,3,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1034,0,0,0,1,9
48,118,284.55367373,118C,C,5,1,1,2,12,F,Y,E,W,1,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1120,0,0,0,1,9
48,118,284.55367373,118C,C,5,2,2,31,0,T,Y,D,O,3,1,1,10,L,B,E,W,2,,,,,,,,,,,,,,,,,0,1,1083,0,0,0,1,9
48,119,284.55367373,119C,C,5,1,1,2,9,L,B,E,W,4,,,,,,,,,57,20,26,15,7,3,1,-76,,,,,,,,,0,1,1010,0,0,0,1,9
48,119,284.55367373,119C,C,5,2,1,1,12,F,Y,E,W,3,,,,,,,,,60,18,9,15,11,5,2,-18,,,,,,,,,0,1,1051,0,0,0,1,9
48,120,435.25160515,120D,D,5,1,2,60,0,R,B,E,W,4,3,31,0,T,F,L,O,6,,,,,,,,,,,,,,,,,1,1,1175,0,0,0,1,9
48,121,435.25160515,121D,D,5,1,4,41,0,F,D,E,W,1,3,60,U,9,9,9,9,U,,,,,,,,,,,,,,,,,1,1,1159,0,0,0,1,9
48,122,199.72602399,122A,A,5,1,1,44,1,F,D,E,W,2,2,31,0,R,D,A,O,2,58,14,11,8,6,5,4,0,,,,,,,,,1,1,1012,0,0,0,1,9
48,123,199.72602399,123A,A,5,1,1,2,1,F,R,E,E,6,2,31,0,L,Z,A,O,3,,,,,,,,,,,,,,,,,0,1,1030,0,0,0,1,9
48,123,199.72602399,123A,A,5,2,1,1,12,F,D,E,W,3,,,,,,,,,39,11,7,9,20,22,24,0,,,,,,,,,0,1,1087,0,0,0,1,9
48,124,171.35889967,124K,K,5,1,2,42,69,L,F,E,W,4,1,42,69,L,B,E,W,3,,,,,,,,,,,,,,,,,1,1,1042,0,2,3,1,9
48,125,237.6176742,125D,D,5,1,1,2,12,F,R,E,E,1,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1081,0,0,0,1,9
48,125,237.6176742,125D,D,5,2,1,1,10,F,L,E,E,2,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1380,U,0,0,1,9
48,126,237.6176742,126D,D,5,1,1,2,6,B,L,E,E,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1139,0,0,0,1,9
48,126,237.6176742,126D,D,5,2,1,1,12,F,Z,E,W,1,,,,,,,,,,,,,,,,,,,,,,,,,0,1,957,0,0,0,1,9
48,128,168.04350811,128J,J,5,1,1,2,10,L,Y,E,W,2,2,2,9,L,B,E,W,1,,,,,,,,,,,,,,,,,0,1,1083,0,0,0,1,9
48,128,168.04350811,128J,J,5,2,1,1,1,F,D,E,W,2,2,1,3,R,B,M,W,2,62,0,2,9,10,12,11,8,32,6,8,8,4,2,1,-55,0,1,937,0,0,0,1,9
48,129,171.35889967,129K,K,5,1,1,2,11,F,D,E,W,1,,,,,,,,,58,8,4,1,0,0,1,0,,,,,,,,,0,1,1083,0,0,0,1,9
48,129,171.35889967,129K,K,5,2,1,1,2,R,Y,A,W,4,3,31,0,T,D,D,O,3,92,1,7,24,18,7,0,2,,,,,,,,,1,1,973,0,0,0,1,9
48,130,171.35889967,130K,K,5,1,2,51,4,R,Z,A,W,4,1,44,11,F,D,E,W,1,,,,,,,,,,,,,,,,,0,1,1110,0,0,0,1,9
48,132,199.72602399,132B,B,5,1,4,42,0,T,Y,D,W,3,1,60,0,F,D,E,W,2,,,,,,,,,62,9,6,3,1,0,0,0,1,1,1005,0,0,0,1,9
48,133,168.04350811,133J,J,5,2,1,1,12,F,L,E,E,4,,,,,,,,,62,0,0,1,3,5,19,-25,,,,,,,,,0,1,1083,0,0,0,1,9
48,134,171.35889967,134K,K,5,1,2,31,0,T,D,D,O,4,1,44,1,F,R,L,E,1,,,,,,,,,,,,,,,,,0,1,847,0,0,0,1,9
48,135,171.35889967,135K,K,5,1,2,71,12,F,D,E,W,1,3,71,U,9,9,9,9,U,60,0,0,0,2,3,3,0,,,,,,,,,0,1,1084,0,0,0,1,9
48,136,515.33342487,136C,C,5,1,1,2,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,U,972,0,0,0,1,9
48,136,515.33342487,136C,C,5,2,1,1,3,R,Z,E,W,3,2,31,0,L,D,A,O,1,60,0,4,7,11,9,0,-43,,,,,,,,,0,1,1096,U,0,0,1,9
48,137,788.25093847,137D,D,5,2,1,1,65,B,Y,E,W,3,2,3,12,F,Y,L,W,1,,,,,,,,,,,,,,,,,0,1,931,0,0,0,1,9
48,138,168.04350811,138J,J,5,1,1,31,0,T,D,D,O,4,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1004,0,0,0,1,9
48,139,168.04350811,139J,J,5,1,3,31,0,T,D,D,O,5,1,50,11,L,P,E,W,1,,,,,,,,,,,,,,,,,0,1,957,0,0,0,1,9
48,141,171.35889967,141K,K,5,1,1,2,9,L,D,A,W,3,2,50,3,R,B,E,N,3,150,0,4,11,8,5,2,-1,,,,,,,,,1,1,965,0,0,0,1,9
48,142,733.78998541,142C,C,5,1,1,64,9,F,D,E,W,2,,,,,,,,,72,11,9,9,5,3,1,-8,,,,,,,,,0,1,1388,0,0,0,1,9
48,143,1122.4007928,143D,D,5,1,1,2,12,F,R,E,W,2,,,,,,,,,71,2,3,3,4,10,13,26,,,,,,,,,0,1,1210,0,0,0,1,9
48,143,1122.4007928,143D,D,5,2,1,1,6,B,Y,E,W,2,2,31,0,T,D,D,O,3,,,,,,,,,,,,,,,,,0,0,1022,0,0,0,1,9
48,145,2225.9521067,145D,D,5,1,1,60,12,F,D,L,W,1,4,61,0,U,F,D,W,1,,,,,,,,,,,,,,,,,1,1,1003,0,0,0,1,9
48,146,272.86064629,146J,J,5,1,1,2,2,R,F,E,W,3,2,2,3,R,B,E,W,1,52,1,5,11,18,16,13,69,44,1,5,3,2,1,0,-80,0,1,1055,0,0,0,1,9
48,146,272.86064629,146J,J,5,2,1,1,11,F,L,E,W,1,2,1,9,L,B,E,W,2,71,12,1,0,0,0,0,-27,27,4,7,6,4,3,1,-82,0,1,1159,0,0,0,1,9
48,147,272.86064629,147J,J,5,1,3,42,0,R,Z,A,W,4,2,31,0,T,F,D,O,6,,,,,,,,,,,,,,,,,1,1,957,0,0,0,1,9
48,148,16418.538355,148F,F,5,2,5,42,0,T,Y,D,W,4,1,1,12,F,D,M,W,1,,,,,,,,,,,,,,,,,1,1,1272,0,0,0,1,9
48,150,344.96688489,150K,K,5,1,1,60,0,F,D,L,W,1,,,,,,,,,66,4,3,2,2,3,4,0,,,,,,,,,0,1,1081,0,0,0,1,9
48,151,344.96688489,151K,K,5,1,1,2,82,R,F,E,W,3,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1143,0,0,0,1,9
48,151,344.96688489,151K,K,5,3,2,2,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,U,1110,U,0,0,1,9
48,152,168.04350811,152J,J,5,1,1,2,12,F,Y,E,W,5,3,2,9,L,B,E,E,1,59,0,6,7,5,2,0,-17,,,,,,,,,0,1,1034,0,2,4,1,9
48,152,168.04350811,152J,J,5,2,1,1,6,B,D,L,W,5,5,31,0,T,Y,D,O,3,,,,,,,,,,,,,,,,,1,1,1094,0,0,0,1,9
48,153,171.35889967,153K,K,5,1,2,42,12,F,L,E,W,2,1,41,12,F,D,E,W,1,67,9,5,3,2,1,1,-25,,,,,,,,,0,1,1120,0,0,0,1,9
48,154,171.35889967,154K,K,5,1,1,61,0,F,D,L,W,1,3,68,U,9,9,9,9,U,,,,,,,,,,,,,,,,,1,1,1590,1,0,0,1,9
48,155,171.35889967,155K,K,5,1,1,2,11,F,D,E,W,2,,,,,,,,,61,9,9,11,10,7,5,-10,,,,,,,,,0,1,945,0,0,0,1,9
48,155,171.35889967,155K,K,5,2,1,1,2,R,Z,E,W,2,3,50,9,L,Z,H,N,2,92,3,5,9,5,2,2,-16,,,,,,,,,1,1,1175,0,0,0,1,9
48,156,510.85226465,156C,C,5,1,3,31,0,T,D,D,O,3,2,50,3,R,F,E,N,2,,,,,,,,,,,,,,,,,1,1,1024,0,0,0,1,9
48,157,781.39658248,157D,D,5,1,1,2,2,R,Y,E,W,3,2,3,10,L,F,E,W,2,93,0,3,14,9,3,0,12,29,0,5,7,4,3,2,84,0,1,1043,0,0,0,1,9
48,158,1197.9634978,158C,C,5,1,3,64,12,F,Y,E,W,3,1,50,12,F,L,E,N,1,58,24,24,18,11,5,0,-12,,,,,,,,,1,1,957,0,0,0,1,9
48,159,1832.3978338,159D,D,5,1,3,42,12,F,Y,E,N,3,1,50,11,L,P,E,W,1,66,14,30,20,12,4,0,-13,,,,,,,,,1,1,1081,0,0,0,1,9
48,160,224.61815584,160J,J,5,1,1,2,8,L,B,E,W,2,4,51,9,L,F,E,N,1,36,8,11,9,7,2,1,-65,20,0,1,1,1,2,2,49,1,1,970,0,0,0,1,9
48,161,224.61815584,161J,J,5,1,1,2,81,R,F,E,W,4,,,,,,,,,35,0,2,7,4,16,17,66,,,,,,,,,0,1,1043,0,0,0,1,9
48,161,224.61815584,161J,J,5,2,1,1,11,F,L,E,W,2,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1315,0,0,0,1,9
48,162,229.04972922,162K,K,5,1,5,31,40,F,D,E,O,4,2,42,1,R,B,E,W,3,57,27,31,29,31,24,23,0,,,,,,,,,1,1,1003,0,0,0,1,9
48,164,168.04350811,164C,C,5,1,1,2,12,F,D,E,W,2,,,,,,,,,72,13,14,15,14,14,17,0,,,,,,,,,0,1,1210,0,0,0,1,9
48,164,168.04350811,164C,C,5,2,1,1,6,B,D,E,W,1,,,,,,,,,78,9,10,9,8,7,5,0,,,,,,,,,0,1,1150,0,0,0,2,9
48,165,171.35889967,165D,D,5,1,1,42,12,F,R,E,N,2,,,,,,,,,66,0,2,9,18,21,17,18,,,,,,,,,0,1,1081,0,0,0,1,9
48,166,171.35889967,166D,D,5,1,2,3,4,R,B,E,W,4,1,2,9,L,F,E,W,3,43,21,21,16,14,3,0,-80,52,0,1,5,11,7,3,57,0,1,1081,0,0,0,1,9
48,166,171.35889967,166D,D,5,2,1,1,12,F,D,E,W,1,,,,,,,,,64,0,1,5,12,7,9,0,,,,,,,,,0,1,962,0,0,0,1,9
48,166,171.35889967,166D,D,5,3,2,1,11,F,D,E,W,1,,,,,,,,,62,2,1,0,0,0,0,-7,,,,,,,,,0,0,1130,0,0,0,1,9
48,167,171.35889967,167D,D,5,2,1,1,10,L,Y,E,W,2,,,,,,,,,57,0,7,5,4,3,2,61,,,,,,,,,0,1,1034,0,0,0,1,9
48,169,2072.4476006,169G,G,5,1,1,2,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,U,1034,0,0,0,1,9
48,171,248.04200727,171K,K,5,1,2,31,0,T,D,D,O,3,1,60,12,F,L,E,E,2,,,,,,,,,,,,,,,,,0,1,1173,0,0,0,1,9
48,172,248.04200727,172K,K,5,1,2,42,4,R,F,E,W,5,1,60,U,9,9,9,9,U,,,,,,,,,,,,,,,,,0,1,1159,0,0,0,1,9
48,173,248.04200727,173K,K,5,1,1,42,U,9,9,9,9,U,2,42,U,9,9,9,9,U,,,,,,,,,,,,,,,,,1,1,1009,0,0,0,1,9
48,174,171.35889967,174K,K,5,1,3,31,0,L,D,A,O,1,2,44,U,9,9,9,9,U,,,,,,,,,,,,,,,,,0,1,1055,0,0,0,1,9
48,175,251.84120415,175C,C,5,1,1,2,10,L,Y,E,W,5,,,,,,,,,119,1,17,23,26,9,1,4,,,,,,,,,0,1,1003,0,0,0,1,9
48,175,251.84120415,175C,C,5,2,1,1,1,F,D,E,W,1,,,,,,,,,68,6,4,3,3,3,4,0,,,,,,,,,0,1,1081,0,0,0,1,9
48,176,251.84120415,176C,C,5,2,1,1,10,L,Z,E,W,3,2,1,9,L,Y,E,W,1,85,3,9,14,15,13,3,-24,,,,,,,,,0,1,992,0,0,0,1,9
48,178,385.21480645,178D,D,5,1,1,2,1,F,Z,E,W,2,,,,,,,,,58,2,4,5,7,11,19,17,,,,,,,,,0,1,1012,0,0,0,1,9
48,179,18986.30518,179H,H,5,1,1,2,12,F,D,E,W,1,,,,,,,,,65,1,1,1,1,1,1,0,,,,,,,,,0,1,1081,0,0,0,1,9
48,181,311.87319739,181D,D,5,1,1,42,90,L,P,A,W,4,,,,,,,,,34,8,15,21,18,11,8,-11,,,,,,,,,0,1,1081,0,0,0,1,9
48,182,311.87319739,182D,D,5,1,1,2,1,R,D,A,W,3,2,31,0,T,D,D,O,3,112,2,5,9,5,5,2,21,,,,,,,,,0,1,1083,0,0,0,1,9
48,182,311.87319739,182D,D,5,2,1,1,11,F,Z,E,W,2,,,,,,,,,76,0,0,0,0,0,13,23,,,,,,,,,0,1,1330,0,0,0,1,9
48,185,171.35889967,185K,K,5,1,2,60,12,F,D,E,W,2,1,60,11,L,P,E,W,1,,,,,,,,,,,,,,,,,1,1,973,0,0,0,1,9
48,186,171.35889967,186K,K,5,2,1,1,7,B,D,A,W,7,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1056,0,0,0,1,9
48,187,378.65803827,187C,C,5,2,1,1,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,U,1061,0,0,0,1,9
48,188,579.19308087,188D,D,5,1,1,2,12,F,D,E,W,1,,,,,,,,,60,2,0,1,0,0,0,0,,,,,,,,,0,0,1079,0,0,0,2,9
48,189,3412.312649,189E,E,5,2,1,1,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,U,1034,0,0,0,1,9
48,191,168.04350811,191C,C,5,1,1,31,0,T,D,D,O,3,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1139,0,0,0,1,9
48,193,225.0513549,193D,D,5,1,1,2,11,F,L,E,S,8,2,31,0,T,Y,D,O,4,,,,,,,,,,,,,,,,,0,1,943,0,0,0,1,9
48,193,225.0513549,193D,D,5,2,1,1,81,F,Y,E,W,3,,,,,,,,,,,,,,,,,,,,,,,,,0,1,945,0,0,0,1,9
48,194,1325.8887413,194E,E,5,1,1,2,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1143,0,0,0,1,9
48,194,1325.8887413,194E,E,5,2,1,1,1,F,D,E,W,1,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1012,0,0,0,1,9
48,195,11092.236419,195H,H,5,2,1,1,1,F,R,E,W,1,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1024,0,0,0,1,9
48,196,171.35889967,196K,K,5,1,2,51,12,F,R,E,W,3,1,58,12,F,R,W,N,9,62,0,1,12,24,23,18,21,,,,,,,,,0,1,1005,0,0,0,1,9
48,197,171.35889967,197K,K,5,1,1,2,2,R,Y,E,W,2,2,3,3,R,F,L,E,1,73,1,6,8,6,6,5,-70,,,,,,,,,0,1,1120,0,0,0,1,9
48,197,171.35889967,197K,K,5,2,1,1,72,F,D,E,W,3,,,,,,,,,72,9,13,16,20,23,29,0,,,,,,,,,0,1,1081,0,0,0,1,9
48,197,171.35889967,197K,K,5,3,2,1,12,F,Z,E,W,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1071,0,0,0,1,9
48,198,333.84643611,198C,C,5,1,1,2,U,9,9,9,9,U,2,50,3,R,B,E,N,1,,,,,,,,,,,,,,,,,0,1,1030,0,0,0,1,9
48,199,3008.4886668,199E,E,5,1,1,44,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,U,1005,0,0,0,1,9
48,201,255.8462411,201J,J,5,1,1,2,1,R,Y,E,W,2,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1040,0,0,0,1,9
48,201,255.8462411,201J,J,5,2,1,1,12,F,Z,E,W,2,,,,,,,,,54,1,6,12,18,19,15,10,,,,,,,,,0,1,972,0,0,0,1,9
48,203,260.89392474,203K,K,5,1,2,60,9,L,Y,E,W,2,1,60,12,F,D,L,W,1,,,,,,,,,,,,,,,,,0,1,1034,0,0,0,1,9
48,204,1490.8224271,204D,D,5,1,2,42,12,F,C,E,N,2,1,43,12,F,D,E,W,1,57,0,0,4,7,0,0,-5,,,,,,,,,0,1,973,0,0,0,1,9
48,205,186.35280339,205K,K,5,2,1,1,12,F,D,A,W,2,,,,,,,,,60,15,13,16,15,10,7,0,,,,,,,,,0,1,1100,0,0,0,1,9
48,206,186.35280339,206K,K,5,1,5,42,12,F,R,A,E,3,6,50,10,L,F,E,N,1,50,2,6,9,11,16,34,26,,,,,,,,,1,1,1055,0,0,0,1,9
48,210,257.0383495,210D,D,5,1,1,2,2,R,Y,E,W,3,,,,,,,,,76,1,6,14,13,7,2,20,,,,,,,,,0,1,1049,0,0,0,1,9
48,210,257.0383495,210D,D,5,2,1,1,12,F,D,E,W,1,,,,,,,,,66,2,3,3,3,4,4,0,,,,,,,,,0,0,1140,0,0,0,1,9
48,211,1514.339933,211E,E,5,2,1,1,12,F,R,A,A,7,,,,,,,,,,,,,,,,,,,,,,,,,0,1,957,0,0,0,1,9
48,212,301.35802454,212C,C,5,1,1,44,12,F,D,E,W,2,,,,,,,,,58,0,0,3,6,8,12,0,,,,,,,,,0,1,967,0,0,0,1,9
48,213,301.35802454,213C,C,5,1,1,2,9,L,Y,E,W,3,,,,,,,,,85,2,13,14,13,6,6,17,,,,,,,,,0,1,1160,0,0,0,1,9
48,213,301.35802454,213C,C,5,2,1,1,12,F,L,E,W,1,,,,,,,,,72,11,8,6,4,2,1,-25,,,,,,,,,0,1,1159,0,0,0,1,9
48,214,460.9554401,214D,D,5,2,1,1,12,F,R,E,E,7,2,1,3,R,B,E,E,1,,,,,,,,,,,,,,,,,0,1,1080,0,0,0,1,9
48,215,460.9554401,215D,D,5,2,1,1,6,B,Y,E,W,2,,,,,,,,,60,5,5,9,6,2,0,-12,,,,,,,,,0,0,1083,0,0,0,1,9
48,216,168.04350811,216J,J,5,1,1,3,12,F,L,E,W,2,3,31,0,T,D,D,O,3,72,16,7,1,0,0,1,-24,,,,,,,,,0,1,1168,0,0,0,1,9
48,216,168.04350811,216J,J,5,3,1,1,1,F,D,E,W,4,,,,,,,,,60,25,22,16,16,7,0,-10,,,,,,,,,0,1,1079,0,0,0,1,9
48,217,171.35889967,217K,K,5,1,1,2,10,L,Y,A,W,3,2,51,6,B,L,E,E,1,71,5,14,15,13,10,8,22,,,,,,,,,0,1,1012,0,0,0,1,9
48,217,171.35889967,217K,K,5,2,1,1,61,F,D,E,W,2,,,,,,,,,75,17,13,11,9,8,8,12,,,,,,,,,0,1,1330,0,0,0,1,9
48,218,836.23143037,218D,D,5,1,1,2,6,B,Y,E,W,2,,,,,,,,,61,8,8,9,7,3,0,-14,,,,,,,,,0,1,1085,0,0,0,1,9
48,219,4975.0057233,219F,F,5,1,2,58,12,F,D,L,W,1,1,42,0,U,B,L,N,1,65,4,2,1,0,0,0,0,,,,,,,,,0,1,1081,0,0,0,1,9
48,220,1401.7157993,220D,D,5,1,1,2,6,B,D,E,W,1,,,,,,,,,60,2,2,3,4,4,6,6,,,,,,,,,0,0,1004,0,0,0,1,9
48,220,1401.7157993,220D,D,5,2,1,1,12,F,D,E,W,2,,,,,,,,,59,9,7,7,6,2,0,-7,,,,,,,,,0,1,973,0,0,0,1,9
48,221,171.82448704,221J,J,5,1,1,2,4,R,Y,E,W,5,2,57,12,F,R,E,E,2,100,0,3,9,14,10,0,4,,,,,,,,,0,1,1081,0,0,0,1,9
48,221,171.82448704,221J,J,5,2,1,1,11,F,Y,E,W,1,,,,,,,,,68,7,6,9,5,2,3,-10,,,,,,,,,0,1,1174,0,0,0,1,9
48,222,431.80766386,222B,B,5,1,2,42,12,F,Y,A,W,7,3,42,12,F,C,E,W,1,,,,,,,,,,,,,,,,,0,1,1055,0,0,0,1,9
48,223,2422.0670969,223C,C,5,1,3,42,12,F,Z,E,W,2,5,42,12,F,R,E,E,1,,,,,,,,,,,,,,,,,1,1,1330,0,0,0,1,9
48,224,454.13758066,224J,J,5,1,1,31,0,L,D,A,O,3,,,,,,,,,,,,,,,,,,,,,,,,,0,1,967,0,0,0,1,9
48,226,2495.8423736,226D,D,5,1,1,2,12,F,D,E,W,1,,,,,,,,,72,3,2,2,2,3,6,0,,,,,,,,,0,1,1315,0,0,0,1,9
48,226,2495.8423736,226D,D,5,2,1,1,2,R,Y,E,W,3,,,,,,,,,81,3,9,11,10,4,2,2,,,,,,,,,0,0,1190,0,0,0,1,9
48,227,305.94421195,227J,J,5,1,1,2,12,F,D,A,A,7,,,,,,,,,58,10,10,9,8,8,6,0,,,,,,,,,0,1,957,0,0,0,1,9
48,228,311.98029671,228K,K,5,1,1,31,0,T,D,D,O,4,,,,,,,,,,,,,,,,,,,,,,,,,0,1,940,0,0,0,1,9
48,229,311.98029671,229K,K,5,1,1,2,12,F,D,E,W,1,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1014,0,0,0,1,9
48,229,311.98029671,229K,K,5,2,1,1,6,B,D,E,W,6,,,,,,,,,57,21,33,44,40,38,39,0,,,,,,,,,0,1,943,0,0,0,1,9
48,230,171.35889967,230K,K,5,1,1,61,0,F,D,L,W,1,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1069,0,0,0,1,9
48,231,171.35889967,231K,K,5,1,1,56,3,R,Y,E,W,4,2,31,0,T,D,D,O,3,93,3,13,22,8,13,10,14,,,,,,,,,0,1,1140,0,0,0,1,9
48,232,438.59355616,232C,C,5,1,1,51,12,F,R,E,E,6,2,51,U,9,9,9,9,U,61,0,1,4,6,8,25,-23,,,,,,,,,0,1,1139,0,0,0,1,9
48,233,438.59355616,233C,C,5,1,1,59,12,F,L,E,E,2,,,,,,,,,68,6,3,2,2,1,1,-30,,,,,,,,,0,0,1143,0,0,0,1,9
48,234,438.59355616,234C,C,5,2,1,1,10,L,D,E,W,3,2,31,0,R,D,A,O,2,101,0,7,10,6,6,4,26,,,,,,,,,0,1,1043,0,0,0,1,9
48,235,3991.2187309,235F,F,5,1,1,2,1,F,L,E,W,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1159,0,0,0,1,9
48,236,258.15683933,236J,J,5,1,2,60,12,F,Y,L,W,3,1,42,12,F,R,E,E,2,,,,,,,,,,,,,,,,,0,1,1130,0,0,0,1,9
48,237,263.25010961,237K,K,5,1,2,61,12,F,D,E,W,2,3,31,0,T,D,D,O,2,,,,,,,,,,,,,,,,,0,1,1081,0,0,0,1,9
48,238,458.17149903,238B,B,5,1,1,2,12,F,D,E,W,3,,,,,,,,,64,19,22,23,18,9,3,0,,,,,,,,,0,1,1060,0,0,0,1,9
48,238,458.17149903,238B,B,5,2,1,1,12,F,D,E,W,3,,,,,,,,,61,33,28,25,23,28,31,0,,,,,,,,,0,1,1034,0,0,0,1,9
48,239,491.37164479,239K,K,5,1,1,60,9,L,D,L,W,2,2,31,0,R,Z,A,O,2,,,,,,,,,,,,,,,,,0,1,937,0,0,0,1,9
48,240,2115.4256164,240D,D,5,1,1,2,7,L,F,E,E,1,3,60,12,R,D,E,S,1,,,,,,,,,,,,,,,,,0,0,1012,0,0,0,1,9
48,240,2115.4256164,240D,D,5,2,2,31,0,T,D,D,O,3,1,1,0,R,B,M,S,1,,,,,,,,,,,,,,,,,1,1,1005,0,0,0,1,9
48,241,259.31213845,241J,J,5,1,2,31,0,T,D,D,O,3,1,50,12,F,R,E,N,1,,,,,,,,,,,,,,,,,0,1,957,0,0,0,1,9
48,242,264.42820205,242K,K,5,1,1,2,10,L,F,E,W,2,2,2,9,L,B,E,E,1,40,0,3,8,8,8,7,62,,,,,,,,,0,1,1122,0,0,0,1,9
48,242,264.42820205,242K,K,5,2,1,1,1,F,D,E,W,2,2,1,3,R,B,E,N,1,58,0,6,12,11,11,10,10,,,,,,,,,0,1,1013,0,0,0,1,9
48,243,264.42820205,243K,K,5,1,3,60,12,F,D,E,W,2,5,31,0,T,D,D,O,2,,,,,,,,,,,,,,,,,0,1,1161,0,0,0,1,9
48,244,168.04350811,244J,J,5,2,1,1,6,B,Z,E,W,1,2,56,12,F,L,E,E,9,61,0,0,3,3,1,0,13,,,,,,,,,0,1,1005,0,0,0,1,9
48,245,171.35889967,245K,K,5,1,1,31,0,T,D,D,O,4,,,,,,,,,,,,,,,,,,,,,,,,,0,1,920,0,0,0,1,9
48,246,425.15007551,246C,C,5,1,1,2,1,F,D,E,W,2,,,,,,,,,56,13,8,7,5,3,2,0,,,,,,,,,0,1,988,0,0,0,1,9
48,246,425.15007551,246C,C,5,2,1,1,10,L,P,E,W,3,,,,,,,,,72,0,4,6,8,4,0,-7,,,,,,,,,0,1,1012,0,0,0,1,9
48,247,425.15007551,247C,C,5,1,3,31,0,T,D,D,O,3,2,44,12,F,D,E,W,1,,,,,,,,,,,,,,,,,1,1,1010,0,0,0,1,9
48,248,425.15007551,248C,C,5,1,1,2,2,R,Y,E,W,4,2,2,3,R,B,E,E,1,51,3,2,5,4,6,9,48,,,,,,,,,0,1,1083,0,0,0,1,9
48,248,425.15007551,248C,C,5,2,1,1,71,F,D,E,W,3,2,1,9,L,P,E,N,1,61,23,24,28,27,29,20,0,,,,,,,,,0,1,992,0,0,0,1,9
48,249,15421.448322,249G,G,5,1,1,2,12,F,L,E,E,2,,,,,,,,,41,7,0,0,0,0,0,15,,,,,,,,,0,1,937,0,0,0,1,9
48,250,244.39807802,250A,A,5,1,1,2,89,L,Y,E,W,4,,,,,,,,,69,14,23,21,17,13,8,26,,,,,,,,,0,1,1060,0,0,0,1,9
48,250,244.39807802,250A,A,5,2,1,1,12,F,D,E,W,3,,,,,,,,,61,20,12,12,6,5,7,0,,,,,,,,,0,1,1108,0,0,0,1,9
48,251,1370.8615961,251C,C,5,1,1,2,2,R,P,E,W,3,,,,,,,,,83,0,7,15,18,18,0,-17,,,,,,,,,0,1,1108,0,0,0,1,9
48,251,1370.8615961,251C,C,5,2,1,1,11,F,D,E,W,1,,,,,,,,,61,2,2,1,2,2,3,0,,,,,,,,,0,1,1144,0,0,0,1,9
48,252,49725.197006,252G,G,5,1,1,2,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,U,1168,0,0,0,1,9
