PSUWGT,NATWGT,PSU,CASEID,CASENO,STRATIF,VERSION,VEHNO,MODELYR,MAKE,MODEL,BODYTYPE,VIN,TOWPAR,TRAVELSP,DRINKDRG,ALCTEST,SPLIMIT,MANEUVER,ACCTYPE,DRPRES,OCUPANTS,OCCFORMS,CURBWGT,CARGOWGT,TOWHITCH,DOCTRAJ,CONDTREE,ROLLOVER,FOVERIDE,ROVERIDE,ANGTHIS,ANGOTHER,DVBASIS,DVTOTAL,DVLONG,DVLAT,ENERGY,DVCONFID,INSPTYPE,VINLNGTH,VINJSER,VINJURED,DRIVE,VTREAT,OTVEHWGT,OTBDYTYP,VAIS
143,715.858,10,98G,98,G,1,2,88,14,4,2,1MEBM6042J,0,U,0,C,45,1,83,1,1,0,32,0,0,0,0,0,0,0,305,215,6,U,U,U,U,0,2,17,N,N,1,N,29,4,N
8.6,43.0516,10,99C,99,C,1,1,84,12,477,30,1FTBR10C1E,1,U,7,C,45,U,24,1,1,1,26,0,0,0,0,0,0,0,998,998,5,U,U,U,U,0,1,17,1,1,8,3,998,98,5
8.6,43.0516,10,99C,99,C,1,2,85,20,17,4,1G1AW19X4F,0,U,0,C,45,1,26,1,3,0,28,13,1,0,0,0,0,0,U,U,4,U,U,U,U,0,2,17,N,N,2,N,998,98,N
49,245.294,10,100F,100,F,1,1,U,U,U,64,9999999999,0,U,7,E,55,U,28,,,,,,,,,,,,,,,,,,,,,U,N,N,8,N,N,N,N
49,245.294,10,100F,100,F,1,2,82,22,13,3,1G2AL08C4C,1,U,0,C,55,1,29,1,1,1,21,0,0,0,0,0,0,0,40,40,4,U,U,U,U,0,1,17,0,1,1,6,N,64,1
139,695.834,10,101G,101,G,1,1,86,22,10,2,2G2GK37H9G,1,U,1,16,30,1,2,1,1,1,34,0,0,0,0,0,0,0,998,998,5,U,U,U,U,0,1,17,0,1,1,0,998,98,1
8.6,43.0516,10,102C,102,C,1,1,86,12,473,31,2FTDF15Y2G,1,U,1,C,25,1,7,1,1,1,34,0,0,0,0,0,0,0,998,998,5,U,U,U,U,0,2,17,0,1,8,0,998,98,1
13.31,66.62986,10,103D,103,D,1,1,88,12,473,31,2FTEF26N3J,0,U,0,C,25,1,50,1,1,0,53,7,1,0,0,0,0,0,0,180,4,U,U,U,U,0,0,17,N,N,8,N,N,N,N
13.31,66.62986,10,103D,103,D,1,2,79,35,33,2,HLB3106300,1,U,0,C,25,U,51,1,1,1,20,U,0,0,0,0,0,0,180,0,4,U,U,U,U,0,1,12,0,1,1,U,53,31,7
35.6,178.2136,10,104E,104,E,1,1,85,12,13,3,1FABP3291F,1,U,0,C,25,1,87,1,4,4,21,0,0,0,0,0,0,0,88,0,1,10,-4,-10,35,1,1,17,1,3,2,3,30,20,5
35.6,178.2136,10,104E,104,E,1,2,88,9,472,20,2P4FH413XJ,1,U,0,C,50,2,86,1,4,4,30,0,0,0,0,0,0,0,0,88,1,8,-8,3,321,1,2,17,0,0,8,0,21,3,0
8.6,43.0516,10,105C,105,C,1,1,88,48,36,3,JF1KA73A8J,1,U,7,16,55,1,2,1,1,1,17,0,0,0,0,4,0,0,997,997,5,U,U,U,U,0,1,17,0,1,U,3,998,98,2
13.31,66.62986,10,106D,106,D,1,1,78,18,10,2,4J47U8H100,1,U,0,C,25,2,20,1,5,5,32,1,0,0,0,0,0,0,100,100,6,U,U,U,U,0,2,13,0,3,1,4,38,4,1
13.31,66.62986,10,106D,106,D,1,2,79,20,2,4,1N69G95200,0,0,0,C,25,1,22,1,1,0,38,0,0,0,0,0,0,0,100,100,6,U,U,U,U,0,2,13,N,N,1,N,32,2,N
35.6,178.2136,10,107E,107,E,1,1,88,37,31,4,1HGED3644J,1,U,0,C,35,2,20,1,1,1,20,0,0,0,0,0,4,0,97,97,6,U,U,U,U,0,1,17,0,1,U,4,27,13,2
35.6,178.2136,10,107E,107,E,1,2,85,2,402,13,1JCCF87E6F,0,0,0,C,35,1,22,1,2,0,27,0,0,0,0,0,0,1,97,97,6,U,U,U,U,0,2,17,N,N,U,N,20,4,N
139,695.834,10,108G,108,G,1,1,85,7,15,3,1B3BA64E8F,1,U,0,C,45,U,86,1,2,2,26,U,0,0,0,0,0,0,185,275,1,13,-12,4,260,1,1,17,0,0,2,0,39,4,0
139,695.834,10,108G,108,G,1,2,87,20,8,4,1Y1SK5144H,1,U,0,C,35,1,87,1,2,2,39,0,0,0,0,0,0,0,275,185,1,9,-3,-8,75,1,2,17,0,2,1,0,26,3,1
13.31,66.62986,10,109D,109,D,1,1,76,21,1,2,3M57R6M400,1,U,1,D,55,U,1,1,1,1,39,U,0,0,0,0,0,0,998,998,5,U,U,U,U,0,1,13,1,1,1,3,998,98,3
208,1041.248,10,110H,110,H,1,1,80,9,6,4,HE41CAF100,1,U,0,C,50,8,20,1,1,1,34,0,0,0,0,0,0,0,95,95,1,16,-16,0,278,1,1,13,0,0,1,0,37,1,0
208,1041.248,10,110H,110,H,1,2,81,18,5,1,1G4AZ57Y9B,0,0,0,C,50,1,21,1,1,0,37,0,0,0,0,0,0,0,95,95,1,15,15,0,368,1,1,17,N,N,2,N,34,4,N
8.6,43.0516,10,111C,111,C,1,1,79,12,473,31,F15GLEH400,1,U,0,C,35,U,68,1,2,2,U,U,1,0,0,0,0,0,25,292,6,U,U,U,U,0,0,11,0,0,8,0,N,N,0
8.6,43.0516,10,111C,111,C,1,2,87,22,18,2,1G2NW11L5H,1,U,0,C,35,7,69,1,1,1,25,0,0,0,0,0,0,0,292,25,6,U,U,U,U,0,1,17,0,1,2,4,U,31,2
8.6,43.0516,10,112C,112,C,1,1,84,12,6,4,1FABP3937E,1,U,0,C,40,3,20,1,1,1,29,0,0,0,0,0,4,0,170,170,6,U,U,U,U,0,1,17,0,0,1,6,31,2,0
8.6,43.0516,10,112C,112,C,1,2,85,12,4,2,1FABP463XF,1,0,0,C,40,1,21,1,1,1,31,U,0,0,0,0,0,1,170,170,6,U,U,U,U,0,2,17,0,1,1,U,29,4,7
139,695.834,10,113G,113,G,1,1,78,22,2,4,2Q69Y8P200,1,U,0,C,45,1,89,1,1,1,38,0,0,0,0,0,0,0,290,0,6,U,U,U,U,0,2,13,0,0,1,0,24,4,0
139,695.834,10,113G,113,G,1,2,84,20,16,4,1G1AC69P7E,1,U,0,C,35,1,88,1,2,2,24,U,0,0,0,0,0,0,0,290,6,U,U,U,U,0,0,17,0,0,2,0,N,N,0
2.99,14.96794,10,114B,114,B,1,1,78,21,2,2,37F8M12200,1,U,0,19,40,1,6,1,1,1,36,1,0,0,1,0,0,0,998,998,1,30,-28,10,1302,1,2,11,1,1,1,1,998,98,7
8.6,43.0516,10,115C,115,C,1,1,87,20,16,1,1G1JE31W8H,1,U,1,C,25,3,7,1,2,2,25,0,0,1,1,0,0,0,998,998,1,17,-16,-3,278,1,1,17,0,2,2,4,998,98,2
35.6,178.2136,10,116E,116,E,1,1,84,21,17,4,1G3AM19R2E,1,U,0,C,35,1,1,1,1,1,28,0,0,0,1,0,0,0,998,998,1,16,-16,0,250,1,1,17,0,1,2,4,998,98,1
49,245.294,10,117F,117,F,1,1,78,12,3,2,8F02Z15900,1,U,0,C,40,8,20,1,1,1,28,0,0,0,0,0,7,0,349,0,4,U,U,U,U,0,2,11,0,1,1,4,N,61,2
49,245.294,10,117F,117,F,1,2,86,23,475,61,1GDG4T1T1G,0,0,0,C,40,1,21,,,,,,,,,,,,,,,,,,,,,17,N,N,8,N,N,N,N
13.31,66.62986,10,118D,118,D,1,1,78,22,1,4,2D19U8P600,1,U,0,C,40,1,68,1,1,1,31,0,0,0,0,0,0,0,132,12,1,15,-10,-11,77,4,2,13,0,1,1,4,37,2,2
13.31,66.62986,10,118D,118,D,1,2,85,18,5,2,1G4EZ57Y3F,1,U,0,C,40,8,69,1,1,1,37,1,0,0,0,0,0,0,12,132,1,12,-10,8,763,1,2,17,0,1,2,6,31,4,1
139,695.834,10,119G,119,G,1,1,U,U,U,U,9999999999,0,U,7,C,55,U,73,,,,,,,,,,,,,,,,,,,,,U,N,N,8,N,N,N,N
139,695.834,10,119G,119,G,1,2,88,12,473,31,1FTEX14NXJ,1,U,0,C,55,U,98,1,1,1,47,2,0,0,0,0,0,0,180,105,1,7,-6,-3,333,1,1,17,0,0,8,0,48,21,0
139,695.834,10,119G,119,G,1,3,88,7,474,21,2B5WB31W5J,1,U,0,C,55,1,72,1,1,1,48,0,0,0,0,2,0,0,998,998,1,17,-14,8,508,1,1,17,0,1,8,0,998,98,1
8.6,43.0516,10,120C,120,C,1,1,83,46,39,2,1AMDC960XD,1,U,0,C,45,9,20,1,1,1,20,0,0,0,0,0,0,0,90,90,1,19,-19,0,276,1,1,17,0,1,2,4,21,3,2
8.6,43.0516,10,120C,120,C,1,2,84,20,13,3,1G1AJ08C7E,1,0,0,C,45,1,21,1,2,2,21,2,0,0,0,0,0,0,90,90,1,16,16,0,193,1,2,17,0,2,1,4,20,2,1
8.6,43.0516,10,120C,120,C,1,3,78,12,881,61,F37ZUBG000,0,0,0,C,45,1,98,,,,,,,,,,,,,,,,,,,,,11,N,N,8,N,N,N,N
8.6,43.0516,10,121C,121,C,1,1,85,46,39,5,1XMDW996XF,1,U,0,C,40,1,86,1,1,1,20,0,0,0,0,0,0,0,295,25,1,10,-9,5,88,1,2,17,0,1,2,4,42,4,1
8.6,43.0516,10,121C,121,C,1,2,72,20,2,4,1M69H21200,0,U,0,C,0,U,87,1,3,0,42,U,0,0,0,0,0,0,25,295,1,5,-2,-4,192,1,2,13,N,N,1,N,20,5,N
208,1041.248,10,122H,122,H,1,1,78,12,12,2,8E93T16900,1,U,0,C,50,2,20,1,1,1,28,1,0,0,0,0,0,0,5,5,6,U,U,U,U,0,1,11,0,0,1,0,33,10,0
208,1041.248,10,122H,122,H,1,2,86,20,7,10,3GCCW80H1G,0,0,0,C,50,1,21,1,1,0,33,0,0,0,0,0,0,0,5,5,6,U,U,U,U,0,2,17,N,N,1,N,28,2,N
35.6,178.2136,10,123E,123,E,1,1,80,22,15,5,2Y685A6100,0,U,0,C,35,U,20,1,1,0,26,U,0,0,0,0,0,0,180,180,6,U,U,U,U,0,0,13,N,N,2,N,N,N,N
35.6,178.2136,10,123E,123,E,1,2,88,12,13,3,1FAPP9191J,1,0,0,C,35,1,21,1,1,1,22,0,0,0,0,0,0,0,180,180,6,U,U,U,U,0,2,17,0,1,2,3,26,5,2
35.6,178.2136,10,123E,123,E,1,3,79,14,12,2,9E35T64900,0,0,0,C,35,1,98,1,1,0,27,0,0,0,0,0,0,0,180,180,6,U,U,U,U,0,2,11,N,N,1,N,22,3,N
8.6,43.0516,10,124C,124,C,1,1,88,12,13,3,1FAPP9192J,1,U,0,C,55,8,82,1,5,5,22,0,0,0,0,0,0,0,0,97,1,9,-3,8,160,3,1,17,0,5,2,4,20,4,1
8.6,43.0516,10,124C,124,C,1,2,88,37,31,4,1HGED3643J,1,U,0,C,45,3,83,1,2,2,20,0,0,0,0,0,0,0,97,0,1,12,-11,-4,80,1,1,17,0,2,U,4,22,3,2
139,695.834,10,126G,126,G,1,1,88,49,32,4,JT2AE93E3J,1,U,1,C,40,1,82,1,1,1,22,0,0,0,0,0,0,0,329,90,1,18,-6,17,348,1,2,17,0,1,2,0,23,2,1
139,695.834,10,126G,126,G,1,2,82,49,32,2,JT2TE75SXC,1,U,1,C,40,2,83,1,1,1,23,U,0,0,0,0,0,0,90,329,1,17,-16,-6,324,1,1,17,0,0,1,0,22,4,0
139,695.834,10,127G,127,G,1,1,80,9,4,4,JH42CAA100,0,U,0,C,45,1,50,1,2,0,36,0,0,0,0,0,0,0,146,0,6,U,U,U,U,0,2,13,N,N,1,N,25,2,N
139,695.834,10,127G,127,G,1,2,85,18,18,2,1G4NM27U5F,1,U,0,C,45,U,51,1,1,1,25,U,0,0,0,0,0,0,0,146,6,U,U,U,U,0,2,17,0,0,2,0,36,4,0
35.6,178.2136,10,128E,128,E,1,1,86,9,11,4,1P3BP26D2G,1,U,0,C,0,1,82,1,3,3,24,0,0,0,0,0,0,0,10,180,6,U,U,U,U,0,1,17,0,2,2,4,42,2,2
35.6,178.2136,10,128E,128,E,1,2,80,19,3,2,6D476A9100,0,U,0,C,40,1,83,1,2,0,42,0,0,0,0,0,0,0,180,10,6,U,U,U,U,0,0,13,N,N,1,N,N,N,N
49,245.294,10,129F,129,F,1,1,83,12,13,3,2FABP0440D,1,U,0,C,40,U,24,1,2,2,20,U,0,0,0,0,U,0,182,182,6,U,U,U,U,0,0,17,0,1,2,4,N,N,1
49,245.294,10,129F,129,F,1,2,88,14,U,9,WF1BT81V1J,0,U,0,C,40,1,27,1,2,0,U,U,0,0,0,0,0,U,182,182,6,U,U,U,U,0,0,17,N,N,U,N,N,N,N
8.6,43.0516,10,130C,130,C,1,1,85,12,470,14,1FMBU14S5F,0,0,0,C,35,1,22,1,2,0,32,U,0,0,0,0,0,0,272,272,6,U,U,U,U,0,0,17,N,N,8,N,N,N,N
8.6,43.0516,10,130C,130,C,1,2,85,14,15,4,2MEBP76X6F,1,U,0,C,35,2,20,1,1,1,24,0,0,0,0,0,0,0,272,272,6,U,U,U,U,0,2,17,0,1,2,4,32,14,1
13.31,66.62986,10,131D,131,D,1,1,81,12,13,3,1FABP0529B,1,U,0,C,35,9,7,1,2,2,21,0,0,0,1,0,0,0,998,998,1,7,-2,-6,67,1,2,17,0,2,2,4,998,98,1
208,1041.248,10,132H,132,H,1,1,81,20,13,5,1G1AB6895B,1,U,0,C,45,10,3,1,1,1,20,0,0,0,0,0,0,0,998,998,5,U,U,U,U,0,1,17,0,0,1,0,998,98,0
8.6,43.0516,10,133C,133,C,1,1,79,7,498,40,D31KT95100,0,U,0,C,45,U,32,1,1,0,U,U,0,0,0,0,0,1,180,187,5,U,U,U,U,0,2,13,N,N,8,N,26,30,N
8.6,43.0516,10,133C,133,C,1,2,86,20,477,30,1GCCS14E5G,1,U,0,C,45,7,32,1,1,1,26,4,0,0,1,0,7,0,998,998,1,26,-25,-4,693,2,1,17,0,1,8,3,998,98,2
139,695.834,10,134G,134,G,1,1,84,12,3,3,1FABP2835E,1,U,0,C,40,9,20,1,1,1,29,1,0,0,0,0,0,0,282,270,1,10,-9,-3,59,1,2,17,0,1,1,0,33,4,1
139,695.834,10,134G,134,G,1,2,78,12,11,4,8W82F25600,1,0,0,C,40,U,21,1,1,1,33,U,0,0,0,0,0,0,270,282,1,9,9,3,274,1,1,11,0,0,1,0,29,3,0
13.31,66.62986,10,135D,135,D,1,1,80,20,13,3,1B089AY100,1,U,0,C,45,2,24,1,2,2,21,0,0,0,0,0,1,0,180,180,1,12,-12,-2,820,1,1,13,1,2,1,4,32,2,3
13.31,66.62986,10,135D,135,D,1,2,79,18,10,2,4J47Y9H100,1,U,0,C,45,1,25,1,1,1,32,0,0,0,0,0,0,1,180,180,1,8,8,2,112,1,1,13,0,0,1,0,21,3,0
8.6,43.0516,10,136C,136,C,1,1,85,7,474,21,2B6HB23T4F,1,U,0,C,40,1,89,1,3,3,37,25,0,0,0,0,0,0,270,0,1,5,-4,4,114,1,2,17,0,1,8,0,22,3,1
8.6,43.0516,10,136C,136,C,1,2,87,30,42,3,1VWDB0174H,1,U,0,C,45,2,88,1,1,1,22,0,0,0,0,0,0,0,0,270,1,15,-11,-10,290,1,1,17,0,1,2,4,37,21,1
35.6,178.2136,10,137E,137,E,1,1,84,46,39,4,1XMDC9537E,1,U,0,C,55,U,2,1,1,1,20,U,0,0,0,1,0,0,997,997,5,U,U,U,U,0,2,17,0,1,2,4,998,98,1
2.08,10.41248,10,138A,138,A,1,1,87,12,15,4,2FABP36X2H,1,U,U,D,50,U,2,1,1,1,25,U,0,0,0,U,0,0,997,997,5,U,U,U,U,0,0,17,1,1,U,1,N,N,7
8.6,43.0516,10,139C,139,C,1,1,86,21,17,2,1G3AM37R0G,1,U,0,C,25,1,11,1,1,1,27,0,0,0,0,0,0,0,281,271,6,U,U,U,U,0,2,17,0,1,2,4,998,98,1
13.31,66.62986,10,140D,140,D,1,1,77,22,10,2,2H57Z7P100,1,U,3,C,25,U,11,1,1,1,39,U,0,0,0,0,0,0,2,185,6,U,U,U,U,0,2,13,0,1,1,4,998,98,2
208,1041.248,10,142H,142,H,1,1,77,12,8,2,7K91T12800,1,U,0,C,40,U,2,1,1,1,30,U,0,0,0,0,0,0,998,998,5,U,U,U,U,0,2,11,0,0,1,0,998,98,0
8.6,43.0516,10,143C,143,C,1,1,82,20,1,4,1G1AW69J2C,0,U,0,C,40,1,25,1,1,0,33,0,0,0,0,0,0,4,270,270,1,9,9,2,125,1,2,17,N,N,1,N,23,3,N
8.6,43.0516,10,143C,143,C,1,2,86,7,8,3,1B3BZ64E3G,1,U,0,C,40,2,24,1,1,1,23,0,0,0,0,0,1,0,270,270,1,13,-13,-2,113,1,1,17,0,1,2,4,33,4,1
49,245.294,10,144F,144,F,1,1,75,20,4,21,Z37J554000,1,U,0,C,45,1,69,1,1,1,35,0,0,0,0,0,0,0,0,53,6,U,U,U,U,0,1,12,0,1,8,4,43,4,2
49,245.294,10,144F,144,F,1,2,76,14,10,4,6H10H51000,1,U,0,C,45,6,68,1,1,1,43,0,0,0,0,0,0,0,53,0,6,U,U,U,U,0,0,11,0,1,1,0,N,N,1
27,135.162,10,145C,145,C,1,1,82,6,10,4,2C3BF66KXC,1,U,0,C,45,1,1,1,1,1,38,1,0,0,0,0,0,0,167,277,1,11,-2,11,225,1,2,17,1,1,1,3,22,6,3
27,135.162,10,145C,145,C,1,2,86,12,13,6,1FABP3490G,1,U,0,C,45,2,98,1,4,4,22,1,0,0,0,0,0,0,277,167,1,17,-16,-3,206,1,1,17,0,4,2,4,38,4,1
27,135.162,10,146C,146,C,1,1,78,20,2,2,1L47U8J100,1,U,0,D,45,U,86,1,1,1,38,U,0,0,1,0,0,0,998,998,1,26,-25,-9,1053,1,1,13,0,1,1,4,998,98,7
27,135.162,10,146C,146,C,1,2,89,12,3,3,1FABP42E0K,1,U,0,C,35,U,87,1,2,2,28,U,0,0,0,0,0,0,93,35,1,25,-16,-19,208,1,1,17,0,2,1,4,38,2,2
1656,8289.936,10,147H,147,H,1,1,79,12,11,2,9W81L21500,1,U,0,C,40,8,20,1,1,1,32,0,0,0,0,0,0,0,174,187,1,13,-13,2,164,1,2,11,0,1,1,0,37,4,1
1656,8289.936,10,147H,147,H,1,2,85,6,14,4,1C3BF66P5F,0,0,8,E,40,1,21,0,0,0,37,U,0,0,0,0,0,0,187,174,1,12,12,-2,365,1,2,17,N,N,2,N,32,2,N
41.15,205.9969,10,148D,148,D,1,1,80,20,15,2,1X687AW100,1,0,0,C,45,1,21,1,2,2,26,0,0,0,0,0,0,0,180,180,1,20,-20,-4,307,1,1,13,0,2,2,4,37,4,1
41.15,205.9969,10,148D,148,D,1,2,87,12,17,4,1FABP52D0H,1,U,0,C,45,U,20,1,1,1,29,U,0,0,0,0,0,0,180,180,1,17,-17,-3,100,1,1,17,0,0,2,0,26,2,0
41.15,205.9969,10,148D,148,D,1,3,84,12,16,4,2FABP43G6E,0,0,0,C,45,1,98,1,1,0,37,0,0,0,0,0,0,0,180,180,1,15,15,3,387,1,2,17,N,N,1,N,26,2,N
41.15,205.9969,10,148D,148,D,1,4,87,20,17,4,2G1AW51R7H,0,0,0,C,45,1,98,1,2,0,27,1,0,0,0,0,0,0,180,180,1,13,13,2,170,1,2,17,N,N,2,N,37,4,N
312,1561.872,10,149G,149,G,1,1,84,22,9,3,1G2AS8710E,0,0,0,C,55,1,98,1,1,0,29,0,0,0,0,0,0,0,90,90,6,U,U,U,U,0,2,17,N,N,1,N,U,9,N
312,1561.872,10,149G,149,G,1,2,U,9,U,9,9999999999,0,0,7,C,55,U,98,1,U,0,U,U,0,0,0,0,0,0,90,90,6,U,U,U,U,0,0,U,N,N,U,N,N,N,N
312,1561.872,10,149G,149,G,1,3,88,7,17,3,1B3BS44DXJ,0,0,0,C,55,U,98,1,1,0,25,U,0,0,0,0,0,0,90,90,6,U,U,U,U,0,0,17,N,N,2,N,N,N,N
312,1561.872,10,149G,149,G,1,4,88,12,17,4,1FABP52D5J,1,0,0,C,55,U,21,1,1,1,29,U,0,0,0,0,5,1,90,90,1,18,18,0,560,1,1,17,0,1,2,0,28,2,7
312,1561.872,10,149G,149,G,1,5,79,12,3,2,9F02F11500,1,U,0,C,55,2,20,1,1,1,28,0,0,0,0,0,1,0,90,90,1,19,-19,0,106,1,1,11,0,0,1,0,29,4,0
12.75,63.8265,10,150C,150,C,1,1,85,12,3,3,1FABP28M2F,1,U,0,C,25,3,7,1,1,1,29,0,0,0,1,0,0,0,998,998,1,21,-7,-20,451,1,1,17,0,1,1,4,998,98,2
54.5,272.827,10,151E,151,E,1,1,86,20,7,10,3GCCW80HXG,1,U,1,10,45,2,86,1,1,1,33,0,0,0,0,0,0,0,270,0,1,15,-12,10,1031,1,1,17,0,1,1,4,20,3,1
54.5,272.827,10,151E,151,E,1,2,82,12,13,3,1FABP0522C,1,U,0,C,50,1,87,1,1,1,20,0,0,0,0,0,0,0,0,270,1,26,-16,-20,131,1,1,17,0,1,2,4,33,10,1
12.75,63.8265,10,152C,152,C,1,1,86,56,31,3,WF1BP80WXG,1,U,0,C,55,2,51,1,1,1,29,0,0,0,0,0,0,0,270,87,1,25,-25,0,517,1,2,17,1,1,1,3,21,3,3
12.75,63.8265,10,152C,152,C,1,2,82,14,13,3,2MEBP6124C,1,U,0,C,55,2,50,1,2,2,21,0,0,0,0,0,0,0,87,270,1,31,-27,16,1453,1,1,17,0,2,2,4,29,3,2
12.75,63.8265,10,153C,153,C,1,1,84,9,8,5,1P3BM18A5E,1,U,0,C,45,2,28,1,1,1,22,1,0,0,0,0,0,0,180,180,3,12,-12,0,104,1,1,17,0,1,2,4,19,3,2
12.75,63.8265,10,153C,153,C,1,2,79,30,38,3,5392082200,1,U,0,C,45,2,29,1,1,1,19,1,0,0,0,0,0,0,180,180,3,13,13,0,118,1,0,10,0,1,2,0,N,N,1
12.75,63.8265,10,153C,153,C,1,3,84,41,37,4,JM1GC2213E,0,U,0,C,45,1,98,1,1,0,24,0,0,0,0,0,0,0,180,180,6,U,U,U,U,0,2,17,N,N,2,N,19,3,N
12.75,63.8265,10,154C,154,C,1,1,84,20,2,4,1G1AL6991E,0,U,0,C,40,1,68,1,1,0,35,0,0,0,0,0,0,0,234,104,6,U,U,U,U,0,2,17,N,N,1,N,28,4,N
12.75,63.8265,10,154C,154,C,1,2,85,20,17,4,2G1AW19X9F,1,U,0,C,40,9,69,1,2,2,28,2,0,0,0,0,0,0,104,234,6,U,U,U,U,0,1,17,0,2,2,4,35,4,1
54.5,272.827,10,156E,156,E,1,1,81,12,474,21,1FMEE11E8B,1,U,0,C,45,1,84,1,2,2,42,0,0,0,0,0,0,0,259,180,1,7,-3,-7,103,1,1,17,0,0,8,6,24,2,0
54.5,272.827,10,156E,156,E,1,2,88,20,16,2,1G1JC1114J,1,U,0,C,45,2,84,1,4,4,24,0,0,0,0,0,0,0,180,259,1,12,-11,4,175,1,2,17,0,4,2,4,42,21,2
82.4,412.4944,10,157F,157,F,1,1,77,21,2,4,3N69R7M100,1,U,1,20,25,U,7,1,1,1,38,U,0,0,0,0,0,0,90,270,1,11,-10,-4,220,1,2,13,0,1,1,4,30,3,1
82.4,412.4944,10,157F,157,F,1,2,83,20,9,3,1G1AP8710D,1,U,0,C,25,3,98,1,4,4,30,0,0,0,0,0,0,0,270,90,1,13,-12,4,171,1,1,17,0,2,1,0,38,4,1
312,1561.872,10,158G,158,G,1,1,85,37,32,4,JHMAD7456F,1,U,0,C,45,2,20,1,3,3,28,0,0,0,0,0,4,0,90,90,1,9,-9,0,100,1,1,17,0,0,2,0,32,14,0
312,1561.872,10,158G,158,G,1,2,84,23,470,14,1G5CT18B6E,0,0,0,C,45,1,21,1,1,0,32,0,0,0,0,0,0,1,90,90,1,8,8,0,42,1,2,17,N,N,8,N,28,4,N
20.57,102.97342,10,159D,159,D,1,1,87,9,7,4,1P3BJ36D5H,0,U,7,C,25,1,86,1,1,0,26,0,0,0,0,0,0,0,340,87,1,6,-5,2,119,1,2,17,N,N,2,N,20,3,N
20.57,102.97342,10,159D,159,D,1,2,82,12,13,3,1FABP0520C,1,U,7,C,45,1,87,1,1,1,20,0,0,0,1,0,0,0,998,998,1,18,-18,-3,252,1,1,17,1,1,2,3,998,98,3
2.99,14.96794,10,160B,160,B,1,1,80,12,9,3,0X11A15300,1,U,0,C,45,U,52,1,1,1,25,0,0,0,0,0,0,0,356,5,1,48,47,-8,2790,2,2,11,1,1,1,1,37,20,5
2.99,14.96794,10,160B,160,B,1,2,88,23,472,20,1GKDM15ZXJ,1,U,0,C,45,7,52,1,1,1,37,0,0,0,0,0,0,0,5,356,1,34,-33,6,920,2,1,17,1,1,8,3,25,3,3
12.75,63.8265,10,161C,161,C,1,1,88,19,3,4,1G6DW51Y6J,1,U,1,C,45,2,83,1,2,2,42,0,0,0,0,0,0,0,88,327,1,11,-9,-7,190,1,1,17,0,1,2,4,39,31,1
12.75,63.8265,10,161C,161,C,1,2,81,12,473,31,1FTEF25G2B,0,U,1,C,55,1,82,1,1,0,39,0,0,0,0,0,0,0,327,88,1,12,-8,9,373,1,2,17,N,N,8,N,42,4,N
54.5,272.827,10,162E,162,E,1,1,88,14,4,2,1MEBM6048J,0,U,0,C,45,1,68,1,1,0,32,0,0,0,0,0,0,0,63,180,1,7,-1,7,120,3,2,17,N,N,1,N,17,3,N
54.5,272.827,10,162E,162,E,1,2,89,12,472,20,1FMCA11U3K,1,U,0,C,45,8,69,1,1,1,34,0,0,0,0,0,0,0,262,40,1,6,-5,2,55,1,2,17,0,1,8,3,32,2,1
54.5,272.827,10,162E,162,E,1,3,85,37,31,3,JHMAF5315F,1,0,0,C,35,1,98,1,1,1,17,0,0,0,0,0,0,0,180,63,1,13,-13,-2,160,1,1,17,0,1,U,8,32,2,1
54.5,272.827,10,162E,162,E,1,4,84,12,13,3,2FABP0547E,0,0,0,C,35,1,98,1,1,0,21,0,0,0,0,0,0,0,180,180,1,9,-9,-2,100,2,2,17,N,N,2,N,17,3,N
12.75,63.8265,10,163C,163,C,1,1,87,12,4,2,1FABP6032H,1,U,0,C,50,9,89,1,1,1,31,0,0,0,0,0,0,0,0,90,1,13,-5,12,372,1,1,17,0,1,1,4,22,5,1
12.75,63.8265,10,163C,163,C,1,2,86,12,13,5,1FABP3693G,1,U,0,C,45,1,88,1,1,1,22,0,0,0,0,0,0,0,90,0,1,18,-17,-6,166,2,1,17,0,1,2,4,31,2,1
12.75,63.8265,10,164C,164,C,1,1,74,82,U,66,9999999999,0,U,0,C,45,U,68,,,,,,,,,,,,,,,,,,,,,U,N,N,8,N,N,N,N
12.75,63.8265,10,164C,164,C,1,2,88,19,3,4,1G6DW51Y0J,1,U,0,C,45,8,69,1,1,1,42,0,0,0,0,0,0,0,0,120,4,U,U,U,U,0,1,17,1,1,2,3,N,66,4
312,1561.872,10,165G,165,G,1,1,86,14,17,4,1MEBP87U7G,1,U,0,C,45,1,87,1,1,1,29,0,0,0,0,0,0,0,270,180,1,10,-7,-8,170,1,2,17,0,1,2,0,26,3,1
312,1561.872,10,165G,165,G,1,2,86,7,15,3,1B3BA44K6G,1,U,0,C,35,1,86,1,1,1,26,0,0,0,0,0,0,0,180,270,1,12,-9,8,224,1,1,17,0,0,2,0,29,4,0
312,1561.872,10,165G,165,G,1,3,83,14,13,3,2MEBP5143D,0,0,0,C,45,1,98,1,2,0,22,0,0,0,0,0,0,0,90,15,1,9,-9,-2,103,1,2,17,N,N,2,N,29,4,N
