PSU,CASEID,CASENO,STRATIF,VERSION,ACCSEQ,VEHNUM,CLASS1,GAD1,OBJCONT,CLASS2,GAD2,NATWGT,PSUWGT
2,132B,132,B,1,2,1,22,F,2,4,F,24.52,1
2,132B,132,B,1,3,1,22,L,2,4,L,24.52,1
2,133C,133,C,1,1,1,5,9,42,0,0,57.3768,2.34
2,133C,133,C,1,2,1,5,9,42,0,0,57.3768,2.34
2,134G,134,G,1,1,1,2,F,44,0,0,931.76,38
2,135D,135,D,1,1,1,1,F,2,3,F,88.7624,3.62
2,136E,136,E,1,1,1,1,F,51,0,0,237.844,9.7
2,137E,137,E,1,1,1,2,L,2,U,F,237.844,9.7
2,138F,138,F,1,1,1,2,F,2,4,L,328.568,13.4
2,139A,139,A,1,1,1,1,F,2,24,B,24.52,1
