PSU,CASEID,CASENO,STRATIF,VERSION,ACCSEQ,VEHNUM,CLASS1,GAD1,OBJCONT,CLASS2,GAD2,NATWGT,PSUWGT
12,176A,176,A,1,1,1,11,L,54,0,0,17.52876,1.46
12,176A,176,A,1,2,1,11,N,31,0,N,17.52876,1.46
12,177E,177,E,1,1,1,4,F,2,1,R,278.5392,23.2
12,177E,177,E,1,2,2,1,B,50,0,0,278.5392,23.2
12,178H,178,H,1,1,1,3,R,2,4,F,1572.786,131
12,179C,179,C,1,1,1,3,F,2,1,B,63.39168,5.28
12,180D,180,D,1,1,1,15,F,2,1,L,98.56926,8.21
12,180D,180,D,1,2,1,15,R,2,1,L,98.56926,8.21
12,180D,180,D,1,3,1,15,9,88,0,0,98.56926,8.21
12,180D,180,D,1,4,1,15,9,51,0,0,98.56926,8.21
12,180D,180,D,1,5,1,15,F,59,0,0,98.56926,8.21
13,1D,1,D,1,1,1,3,F,71,0,0,146.83826,2.18
13,2D,2,D,1,1,1,3,L,2,3,F,146.83826,2.18
13,3G,3,G,1,1,1,1,L,2,15,F,1347.14,20
13,3G,3,G,1,2,1,1,R,53,0,0,1347.14,20
13,4H,4,H,1,1,1,1,F,54,0,0,2020.71,30
13,5C,5,C,1,1,1,24,F,2,3,L,94.97337,1.41
13,6E,6,E,1,1,1,12,L,2,15,F,383.9349,5.7
13,7H,7,H,1,1,1,2,L,2,1,F,2020.71,30
13,8D,8,D,1,1,1,1,R,2,5,F,146.83826,2.18
13,9G,9,G,1,1,1,15,L,2,3,F,1347.14,20
13,10C,10,C,1,1,1,4,F,2,2,F,94.97337,1.41
13,11F,11,F,1,1,1,5,F,42,0,0,484.9704,7.2
13,11F,11,F,1,2,1,5,F,51,0,0,484.9704,7.2
13,11F,11,F,1,3,1,5,R,42,0,0,484.9704,7.2
13,12H,12,H,1,1,1,13,N,31,0,N,2020.71,30
13,13D,13,D,1,1,1,3,L,52,0,0,146.83826,2.18
13,14G,14,G,1,1,1,2,F,60,0,0,1347.14,20
13,15H,15,H,1,1,1,2,F,2,3,F,2020.71,30
13,16B,16,B,1,1,1,2,R,2,5,F,67.357,1
13,17C,17,C,1,1,1,14,N,31,0,N,94.97337,1.41
13,18D,18,D,1,1,1,12,F,2,3,F,146.83826,2.18
13,19H,19,H,1,1,1,12,F,57,0,0,2020.71,30
13,20D,20,D,1,1,1,3,L,52,0,0,146.83826,2.18
13,21D,21,D,1,1,1,3,L,2,4,F,146.83826,2.18
13,22E,22,E,1,1,1,5,F,2,1,R,383.9349,5.7
13,23F,23,F,1,1,1,3,L,2,5,F,484.9704,7.2
13,23F,23,F,1,2,1,3,L,2,5,R,484.9704,7.2
13,24D,24,D,1,1,1,5,R,2,3,F,146.83826,2.18
13,25E,25,E,1,1,1,13,L,77,0,0,383.9349,5.7
13,27G,27,G,1,1,1,5,R,2,15,F,1347.14,20
13,28H,28,H,1,1,1,3,F,2,5,B,2020.71,30
13,28H,28,H,1,2,2,5,F,3,22,9,2020.71,30
13,29D,29,D,1,1,1,4,R,51,0,0,146.83826,2.18
13,30E,30,E,1,1,1,1,R,51,0,0,383.9349,5.7
13,31G,31,G,1,1,1,13,F,2,15,B,1347.14,20
13,32H,32,H,1,1,1,5,F,42,0,0,2020.71,30
13,33H,33,H,1,1,1,1,N,31,0,N,2020.71,30
13,34D,34,D,1,1,1,2,N,31,0,N,146.83826,2.18
13,34D,34,D,1,2,1,2,L,42,0,0,146.83826,2.18
13,34D,34,D,1,3,1,2,T,41,0,0,146.83826,2.18
13,34D,34,D,1,4,1,2,T,42,0,0,146.83826,2.18
13,35F,35,F,1,1,1,24,R,2,1,F,484.9704,7.2
13,36G,36,G,1,1,1,3,R,57,0,0,1347.14,20
13,37D,37,D,1,1,1,4,R,2,4,F,146.83826,2.18
13,38H,38,H,1,1,1,1,F,56,0,0,2020.71,30
13,39A,39,A,1,1,1,2,F,42,0,0,67.357,1
13,40C,40,C,1,1,1,1,F,2,2,F,94.97337,1.41
13,41D,41,D,1,1,1,12,F,2,3,R,146.83826,2.18
13,42E,42,E,1,1,1,1,F,2,5,L,383.9349,5.7
13,42E,42,E,1,2,1,1,R,2,5,L,383.9349,5.7
13,43G,43,G,1,1,1,15,F,2,1,L,1347.14,20
13,44H,44,H,1,1,1,5,F,2,4,R,2020.71,30
13,45C,45,C,1,1,1,1,F,2,15,F,94.97337,1.41
13,45C,45,C,1,2,1,1,R,2,15,L,94.97337,1.41
13,46F,46,F,1,1,1,5,R,50,0,0,484.9704,7.2
13,47D,47,D,1,1,1,2,F,2,1,R,146.83826,2.18
13,48E,48,E,1,1,1,1,F,2,2,F,383.9349,5.7
13,49G,49,G,1,1,1,1,R,63,0,0,1347.14,20
13,49G,49,G,1,2,1,1,R,63,0,0,1347.14,20
13,50H,50,H,1,1,1,3,L,51,0,0,2020.71,30
13,50H,50,H,1,2,1,3,N,31,0,N,2020.71,30
13,51B,51,B,1,1,1,1,F,50,0,0,67.357,1
13,51B,51,B,1,2,1,1,N,31,0,N,67.357,1
13,52B,52,B,1,1,1,15,F,2,1,F,67.357,1
13,53C,53,C,1,1,1,1,L,2,3,F,94.97337,1.41
13,54F,54,F,1,1,1,1,F,42,0,0,484.9704,7.2
13,55G,55,G,1,1,1,5,F,2,12,F,1347.14,20
13,55G,55,G,1,2,1,5,F,51,0,0,1347.14,20
13,55G,55,G,1,3,1,5,R,51,0,0,1347.14,20
13,56C,56,C,1,1,1,2,L,2,15,F,94.97337,1.41
13,56C,56,C,1,2,1,2,F,51,0,0,94.97337,1.41
13,57E,57,E,1,1,1,15,R,2,2,F,383.9349,5.7
13,57E,57,E,1,2,1,15,L,63,0,0,383.9349,5.7
13,57E,57,E,1,3,1,15,L,50,0,0,383.9349,5.7
13,57E,57,E,1,4,1,15,N,31,0,N,383.9349,5.7
13,58H,58,H,1,1,1,2,F,42,0,0,2020.71,30
13,59F,59,F,1,1,1,5,R,2,5,F,484.9704,7.2
13,60D,60,D,1,1,1,5,F,51,0,0,146.83826,2.18
13,61B,61,B,1,1,1,1,F,2,3,F,67.357,1
13,62C,62,C,1,1,1,5,F,2,15,B,67.357,1
13,62C,62,C,1,2,2,15,R,60,0,0,67.357,1
13,63F,63,F,1,1,1,15,L,2,3,F,484.9704,7.2
13,63F,63,F,1,2,1,15,9,51,0,0,484.9704,7.2
13,64G,64,G,1,1,1,15,R,2,12,F,1347.14,20
13,64G,64,G,1,2,1,15,R,2,12,L,1347.14,20
13,65H,65,H,1,1,1,5,F,42,0,0,2020.71,30
13,65H,65,H,1,2,1,5,F,42,0,0,2020.71,30
13,65H,65,H,1,3,1,5,F,42,0,0,2020.71,30
13,66D,66,D,1,1,1,3,N,31,0,N,117.87475,1.75
13,67E,67,E,1,1,1,12,R,2,2,F,383.9349,5.7
13,67E,67,E,1,2,1,12,N,31,0,N,383.9349,5.7
13,68C,68,C,1,1,1,15,F,42,0,0,67.357,1
13,69D,69,D,1,1,1,3,F,2,15,F,117.87475,1.75
13,70C,70,C,1,1,1,15,F,2,1,R,67.357,1
13,70C,70,C,1,2,1,15,N,31,0,N,67.357,1
13,70C,70,C,1,3,1,15,T,52,0,0,67.357,1
13,71D,71,D,1,1,1,4,L,2,24,F,117.87475,1.75
13,72F,72,F,1,1,1,1,F,2,3,R,484.9704,7.2
13,73G,73,G,1,1,1,5,R,2,3,F,1347.14,20
13,73G,73,G,1,2,2,3,F,42,0,0,1347.14,20
13,74B,74,B,1,1,1,3,F,42,0,0,67.357,1
13,74B,74,B,1,2,1,3,F,42,0,0,67.357,1
13,75C,75,C,1,1,1,15,R,42,0,0,67.357,1
13,75C,75,C,1,2,1,15,F,50,0,0,67.357,1
13,75C,75,C,1,3,1,15,F,50,0,0,67.357,1
13,75C,75,C,1,4,1,15,F,51,0,0,67.357,1
13,76C,76,C,1,1,1,2,F,2,3,L,67.357,1
13,76C,76,C,1,2,2,3,F,3,3,L,67.357,1
13,76C,76,C,1,3,1,2,F,51,0,0,67.357,1
13,77H,77,H,1,1,1,3,L,2,1,F,2020.71,30
13,77H,77,H,1,2,1,3,R,3,3,F,2020.71,30
13,78D,78,D,1,1,1,15,R,2,5,F,117.87475,1.75
13,78D,78,D,1,2,1,15,F,51,0,0,117.87475,1.75
13,79F,79,F,1,1,1,15,F,2,5,B,484.9704,7.2
13,80H,80,H,1,1,1,3,B,2,1,F,2020.71,30
13,81D,81,D,1,1,1,4,L,42,0,0,117.87475,1.75
13,81D,81,D,1,2,1,4,L,42,0,0,117.87475,1.75
13,82D,82,D,1,1,1,15,F,42,0,0,117.87475,1.75
13,83D,83,D,1,1,1,5,F,45,0,0,117.87475,1.75
13,83D,83,D,1,2,1,5,F,57,0,0,117.87475,1.75
13,83D,83,D,1,3,1,5,U,61,0,0,117.87475,1.75
13,83D,83,D,1,4,1,5,R,58,0,0,117.87475,1.75
13,83D,83,D,1,5,1,5,F,42,0,0,117.87475,1.75
13,84F,84,F,1,1,1,4,F,59,0,0,484.9704,7.2
13,85G,85,G,1,1,1,3,F,2,3,L,1347.14,20
13,85G,85,G,1,2,1,3,U,60,0,0,1347.14,20
13,85G,85,G,1,3,1,3,F,50,0,0,1347.14,20
13,85G,85,G,1,4,1,3,F,60,0,0,1347.14,20
13,86D,86,D,1,1,1,5,F,2,24,B,117.87475,1.75
13,87E,87,E,1,1,1,4,L,2,1,F,383.9349,5.7
13,88H,88,H,1,1,1,3,F,41,0,0,2020.71,30
13,88H,88,H,1,2,1,3,F,42,0,0,2020.71,30
13,89C,89,C,1,1,1,13,L,2,1,F,67.357,1
13,90D,90,D,1,1,1,3,F,42,0,0,117.87475,1.75
13,91D,91,D,1,1,1,3,R,2,1,F,117.87475,1.75
13,91D,91,D,1,2,1,3,L,50,0,0,117.87475,1.75
13,91D,91,D,1,3,1,3,L,50,0,0,117.87475,1.75
13,92F,92,F,1,1,1,3,L,42,0,0,484.9704,7.2
13,93B,93,B,1,1,1,15,F,50,0,0,67.357,1
13,93B,93,B,1,2,1,15,F,50,0,0,67.357,1
13,93B,93,B,1,3,1,15,F,63,0,0,67.357,1
13,93B,93,B,1,4,1,15,F,50,0,0,67.357,1
13,93B,93,B,1,5,1,15,N,31,0,N,67.357,1
13,94H,94,H,1,1,1,4,B,2,3,F,2020.71,30
13,95B,95,B,1,1,1,2,F,2,4,F,67.357,1
13,96C,96,C,1,1,1,3,F,42,0,0,67.357,1
13,97E,97,E,1,1,1,2,R,42,0,0,383.9349,5.7
13,97E,97,E,1,2,1,2,L,42,0,0,383.9349,5.7
13,98D,98,D,1,1,1,3,L,2,4,F,117.87475,1.75
13,98D,98,D,1,2,1,3,L,2,4,R,117.87475,1.75
13,98D,98,D,1,3,1,3,F,51,0,0,117.87475,1.75
13,98D,98,D,1,4,2,4,F,59,0,0,117.87475,1.75
13,99G,99,G,1,1,1,1,F,76,0,0,1347.14,20
13,100H,100,H,1,1,1,15,F,2,11,B,2020.71,30
13,101B,101,B,1,1,1,3,N,31,0,N,67.357,1
13,102C,102,C,1,1,1,13,F,2,3,L,67.357,1
13,102C,102,C,1,2,2,3,R,3,2,L,67.357,1
13,102C,102,C,1,3,2,3,F,4,1,L,67.357,1
13,102C,102,C,1,4,3,2,F,4,1,L,67.357,1
13,102C,102,C,1,5,4,1,R,5,1,L,67.357,1
13,103F,103,F,1,1,1,3,L,2,4,F,484.9704,7.2
13,103F,103,F,1,2,1,3,L,2,4,R,484.9704,7.2
13,103F,103,F,1,3,2,4,F,43,0,0,484.9704,7.2
13,104C,104,C,1,1,1,15,F,2,5,L,67.357,1
13,105D,105,D,1,1,1,11,N,31,0,N,117.87475,1.75
13,106C,106,C,1,1,1,1,L,2,1,F,67.357,1
13,106C,106,C,1,2,1,1,F,3,1,F,67.357,1
13,107D,107,D,1,1,1,5,R,2,3,F,117.87475,1.75
13,109H,109,H,1,1,1,5,F,42,0,0,2020.71,30
13,109H,109,H,1,2,1,5,F,42,0,0,2020.71,30
13,110A,110,A,1,1,1,5,L,2,15,F,67.357,1
13,110A,110,A,1,2,1,5,F,3,3,L,67.357,1
13,110A,110,A,1,3,2,15,L,4,4,F,67.357,1
13,110A,110,A,1,4,3,3,R,50,0,0,67.357,1
13,110A,110,A,1,5,3,3,R,50,0,0,67.357,1
13,111C,111,C,1,1,1,2,F,2,1,F,67.357,1
13,111C,111,C,1,2,1,2,L,42,0,0,67.357,1
13,112D,112,D,1,1,1,4,R,2,1,F,117.87475,1.75
13,113D,113,D,1,1,1,15,F,60,0,0,117.87475,1.75
13,115G,115,G,1,1,1,15,L,2,2,F,1347.14,20
13,116C,116,C,1,1,1,1,F,2,3,R,67.357,1
13,116C,116,C,1,2,1,1,L,2,3,R,67.357,1
13,117F,117,F,1,1,1,2,9,42,0,0,484.9704,7.2
13,117F,117,F,1,2,1,2,9,42,0,0,484.9704,7.2
13,118H,118,H,1,1,1,3,R,2,5,F,2020.71,30
13,119B,119,B,1,1,1,1,U,60,0,0,67.357,1
13,119B,119,B,1,2,1,1,N,31,0,N,67.357,1
13,120C,120,C,1,1,1,1,R,2,2,F,73.41913,1.09
13,120C,120,C,1,2,1,1,F,50,0,0,73.41913,1.09
13,120C,120,C,1,3,1,1,N,31,0,N,73.41913,1.09
13,121C,121,C,1,1,1,3,F,2,5,F,73.41913,1.09
13,122D,122,D,1,1,1,13,F,2,3,L,113.83333,1.69
13,123D,123,D,1,1,1,5,N,32,0,N,113.83333,1.69
13,123D,123,D,1,2,1,5,F,42,0,0,113.83333,1.69
13,123D,123,D,1,3,1,5,F,42,0,0,113.83333,1.69
13,123D,123,D,1,4,1,5,N,31,0,N,113.83333,1.69
13,124C,124,C,1,1,1,15,F,2,2,L,73.41913,1.09
13,125C,125,C,1,1,1,3,B,2,5,F,73.41913,1.09
13,125C,125,C,1,2,1,3,N,31,0,N,73.41913,1.09
13,126D,126,D,1,1,1,3,N,31,0,N,113.83333,1.69
13,128H,128,H,1,1,1,3,F,2,4,B,1751.282,26
13,130D,130,D,1,1,1,13,F,59,0,0,113.83333,1.69
13,131H,131,H,1,1,1,1,R,50,0,0,1751.282,26
13,133C,133,C,1,1,1,5,F,51,0,0,73.41913,1.09
13,133C,133,C,1,2,1,5,L,51,0,0,73.41913,1.09
13,134D,134,D,1,1,1,5,F,2,3,L,113.83333,1.69
13,135F,135,F,1,1,1,3,R,2,2,F,417.6134,6.2
13,135F,135,F,1,2,1,3,R,2,2,L,417.6134,6.2
13,136G,136,G,1,1,1,4,F,2,24,R,1212.426,18
13,136G,136,G,1,2,2,24,L,51,0,0,1212.426,18
13,136G,136,G,1,3,2,24,F,59,0,0,1212.426,18
13,137C,137,C,1,1,1,1,F,2,3,L,73.41913,1.09
13,138C,138,C,1,1,1,2,L,2,2,F,73.41913,1.09
13,139H,139,H,1,1,1,15,N,31,0,N,1751.282,26
13,139H,139,H,1,2,1,15,9,41,0,0,1751.282,26
13,139H,139,H,1,3,1,15,9,41,0,0,1751.282,26
13,140D,140,D,1,1,1,3,F,2,4,F,113.83333,1.69
13,141D,141,D,1,1,1,4,F,42,0,0,113.83333,1.69
13,141D,141,D,1,2,1,4,N,31,0,N,113.83333,1.69
13,142C,142,C,1,1,1,1,F,2,1,L,73.41913,1.09
13,142C,142,C,1,2,2,1,N,31,0,N,73.41913,1.09
13,143C,143,C,1,1,1,2,R,2,4,F,73.41913,1.09
13,144D,144,D,1,1,1,15,F,2,4,F,113.83333,1.69
13,145D,145,D,1,1,1,1,R,2,5,F,113.83333,1.69
13,145D,145,D,1,2,1,1,F,41,0,0,113.83333,1.69
13,145D,145,D,1,3,1,1,F,41,0,0,113.83333,1.69
13,145D,145,D,1,4,2,5,R,51,0,0,113.83333,1.69
13,147H,147,H,1,1,1,1,F,57,0,0,1751.282,26
13,147H,147,H,1,2,1,1,F,42,0,0,1751.282,26
13,148C,148,C,1,1,1,19,F,2,5,L,73.41913,1.09
13,148C,148,C,1,2,1,19,R,2,5,L,73.41913,1.09
13,148C,148,C,1,3,1,19,9,50,0,0,73.41913,1.09
13,148C,148,C,1,4,2,5,F,57,0,0,73.41913,1.09
13,149B,149,B,1,1,1,4,F,60,0,0,67.357,1
13,149B,149,B,1,2,1,4,N,31,0,N,67.357,1
13,150C,150,C,1,1,1,3,F,2,1,R,73.41913,1.09
13,150C,150,C,1,2,1,3,N,31,0,N,73.41913,1.09
13,151C,151,C,1,1,1,5,R,2,2,F,73.41913,1.09
13,152D,152,D,1,1,1,4,F,50,0,0,113.83333,1.69
13,152D,152,D,1,2,1,4,F,50,0,0,113.83333,1.69
13,152D,152,D,1,3,1,4,F,41,0,0,113.83333,1.69
13,152D,152,D,1,4,1,4,F,41,0,0,113.83333,1.69
13,152D,152,D,1,5,1,4,F,42,0,0,113.83333,1.69
13,153F,153,F,1,1,1,5,R,2,15,F,417.6134,6.2
13,154G,154,G,1,1,1,2,R,2,3,F,1212.426,18
13,155C,155,C,1,1,1,2,F,2,4,R,73.41913,1.09
13,155C,155,C,1,2,2,4,9,59,0,0,73.41913,1.09
13,156C,156,C,1,1,1,4,F,2,4,L,73.41913,1.09
13,157E,157,E,1,1,1,1,L,2,15,F,303.1065,4.5
13,157E,157,E,1,2,1,1,F,42,0,0,303.1065,4.5
13,158C,158,C,1,1,1,15,F,2,1,L,73.41913,1.09
13,158C,158,C,1,2,1,15,R,2,1,L,73.41913,1.09
13,159E,159,E,1,1,1,3,F,2,1,F,309.8422,4.6
13,160C,160,C,1,1,1,2,L,2,2,F,73.41913,1.09
13,160C,160,C,1,2,1,2,L,2,2,R,73.41913,1.09
13,161D,161,D,1,1,1,5,F,3,15,F,116.52761,1.73
13,161D,161,D,1,2,1,5,B,2,2,F,116.52761,1.73
13,162D,162,D,1,1,1,5,L,2,9,F,116.52761,1.73
13,163F,163,F,1,1,1,5,R,2,2,F,444.5562,6.6
13,163F,163,F,1,2,1,5,L,3,9,F,444.5562,6.6
13,165C,165,C,1,1,1,1,N,31,0,N,73.41913,1.09
13,165C,165,C,1,2,1,1,9,41,0,0,73.41913,1.09
13,165C,165,C,1,3,1,1,L,51,0,0,73.41913,1.09
13,166F,166,F,1,1,1,15,R,2,1,F,444.5562,6.6
13,167C,167,C,1,1,1,13,F,50,0,0,73.41913,1.09
13,167C,167,C,1,2,1,13,F,50,0,0,73.41913,1.09
13,167C,167,C,1,3,1,13,F,50,0,0,73.41913,1.09
13,167C,167,C,1,4,1,13,F,42,0,0,73.41913,1.09
13,168C,168,C,1,1,1,3,L,2,1,F,73.41913,1.09
13,169D,169,D,1,1,1,2,F,2,4,R,116.52761,1.73
13,170G,170,G,1,1,1,2,F,56,0,0,1279.783,19
13,171H,171,H,1,1,1,2,F,2,3,L,1953.353,29
13,172C,172,C,1,1,1,5,F,51,0,0,73.41913,1.09
13,173C,173,C,1,1,1,15,F,2,3,R,73.41913,1.09
13,173C,173,C,1,2,2,3,F,50,0,0,73.41913,1.09
13,174C,174,C,1,1,1,3,F,2,15,F,73.41913,1.09
13,175D,175,D,1,1,1,1,F,42,0,0,116.52761,1.73
13,176D,176,D,1,1,1,9,F,42,0,0,116.52761,1.73
13,177G,177,G,1,1,1,1,F,2,3,B,1279.783,19
13,178B,178,B,1,1,1,15,F,2,24,B,67.357,1
13,179C,179,C,1,1,1,2,L,2,4,F,73.41913,1.09
13,180D,180,D,1,1,1,1,F,51,0,0,116.52761,1.73
13,181F,181,F,1,1,1,12,F,2,5,B,444.5562,6.6
13,182D,182,D,1,1,1,3,L,2,1,F,116.52761,1.73
13,183D,183,D,1,1,1,15,F,2,13,R,116.52761,1.73
13,184E,184,E,1,1,1,12,F,2,2,F,309.8422,4.6
13,185C,185,C,1,1,1,3,L,2,5,F,73.41913,1.09
13,185C,185,C,1,2,1,3,F,43,0,0,73.41913,1.09
13,185C,185,C,1,3,1,3,F,58,0,0,73.41913,1.09
13,186D,186,D,1,1,1,1,F,2,4,L,116.52761,1.73
13,187H,187,H,1,1,1,4,L,2,1,F,1953.353,29
13,188C,188,C,1,1,1,1,F,2,2,F,73.41913,1.09
13,189D,189,D,1,1,1,3,N,31,0,N,116.52761,1.73
13,190G,190,G,1,1,1,15,N,31,0,N,1279.783,19
13,191C,191,C,1,1,1,5,B,2,5,F,73.41913,1.09
13,191C,191,C,1,2,2,5,B,3,3,F,73.41913,1.09
13,191C,191,C,1,3,3,3,B,4,3,F,73.41913,1.09
13,191C,191,C,1,4,4,3,B,5,2,F,73.41913,1.09
13,192C,192,C,1,1,1,1,L,2,1,F,73.41913,1.09
13,193D,193,D,1,1,1,3,L,2,15,F,116.52761,1.73
13,194E,194,E,1,1,1,5,R,2,1,F,309.8422,4.6
13,195C,195,C,1,1,1,15,F,42,0,0,73.41913,1.09
13,196D,196,D,1,1,1,3,F,2,3,L,116.52761,1.73
13,197E,197,E,1,1,1,2,F,2,24,F,309.8422,4.6
13,198F,198,F,1,1,1,4,R,2,9,F,444.5562,6.6
13,198F,198,F,1,2,1,4,F,50,0,0,444.5562,6.6
13,198F,198,F,1,3,1,4,F,51,0,0,444.5562,6.6
13,199H,199,H,1,1,1,3,F,2,3,B,1953.353,29
13,200D,200,D,1,1,1,15,F,2,3,R,116.52761,1.73
13,201G,201,G,1,1,1,1,B,2,15,F,1279.783,19
13,202F,202,F,1,1,1,5,F,76,0,0,13740.828,204
13,202F,202,F,1,2,1,5,N,31,0,N,13740.828,204
13,203B,203,B,1,1,1,5,F,77,0,0,67.357,1
13,204C,204,C,1,1,1,1,F,2,5,B,96.32051,1.43
13,204C,204,C,1,2,1,1,B,3,2,F,96.32051,1.43
13,205E,205,E,1,1,1,25,L,2,12,F,471.499,7
13,206G,206,G,1,1,1,1,N,31,0,N,2222.781,33
13,206G,206,G,1,2,1,1,T,50,0,0,2222.781,33
13,207C,207,C,1,1,1,1,L,2,3,F,96.32051,1.43
13,208D,208,D,1,1,1,15,L,2,13,F,206.78599,3.07
13,209C,209,C,1,1,1,18,F,2,5,F,96.32051,1.43
13,210F,210,F,1,1,1,15,F,2,3,B,821.7554,12.2
13,210F,210,F,1,2,2,3,F,59,0,0,821.7554,12.2
13,210F,210,F,1,3,1,15,F,59,0,0,821.7554,12.2
13,211H,211,H,1,1,1,1,F,2,3,B,4512.919,67
13,212D,212,D,1,1,1,4,R,2,4,F,206.78599,3.07
13,213E,213,E,1,1,1,15,F,2,20,B,471.499,7
13,214C,214,C,1,1,1,15,F,51,0,0,96.32051,1.43
13,214C,214,C,1,2,1,15,R,50,0,0,96.32051,1.43
13,214C,214,C,1,3,1,15,F,56,0,0,96.32051,1.43
13,215D,215,D,1,1,1,5,F,2,12,F,206.78599,3.07
13,215D,215,D,1,2,2,12,F,59,0,0,206.78599,3.07
13,216D,216,D,1,1,1,5,R,76,0,0,206.78599,3.07
13,216D,216,D,1,2,1,5,L,60,0,0,206.78599,3.07
13,217G,217,G,1,1,1,2,R,2,11,F,2222.781,33
13,218E,218,E,1,1,1,2,F,2,3,B,525.3846,7.8
13,218E,218,E,1,2,2,3,F,3,5,B,525.3846,7.8
13,219F,219,F,1,1,1,1,F,42,0,0,983.4122,14.6
13,220B,220,B,1,1,1,4,L,2,12,F,67.357,1
13,221D,221,D,1,1,1,3,R,2,5,F,237.09664,3.52
13,223H,223,H,1,1,1,1,U,63,0,0,5792.702,86
13,223H,223,H,1,2,1,1,U,68,0,0,5792.702,86
13,224D,224,D,1,1,1,5,L,2,3,F,237.09664,3.52
13,225C,225,C,1,1,1,1,F,63,0,0,96.32051,1.43
13,225C,225,C,1,2,1,1,F,42,0,0,96.32051,1.43
13,225C,225,C,1,3,1,1,F,42,0,0,96.32051,1.43
13,226C,226,C,1,1,1,2,B,52,0,0,96.32051,1.43
13,227D,227,D,1,1,1,15,F,2,2,L,237.09664,3.52
13,227D,227,D,1,2,1,15,R,2,2,L,237.09664,3.52
13,228E,228,E,1,1,1,15,F,2,1,B,525.3846,7.8
13,229C,229,C,1,1,1,15,N,31,0,N,96.32051,1.43
13,230C,230,C,1,1,1,4,R,2,3,F,96.32051,1.43
13,231E,231,E,1,1,1,1,L,2,4,F,525.3846,7.8
13,232F,232,F,1,1,1,1,N,31,0,N,983.4122,14.6
13,233B,233,B,1,1,1,3,R,2,2,F,67.357,1
13,234C,234,C,1,1,1,3,L,2,5,F,96.32051,1.43
13,234C,234,C,1,2,1,3,R,63,0,0,96.32051,1.43
13,235D,235,D,1,1,1,13,F,2,4,R,237.09664,3.52
13,236G,236,G,1,1,1,1,N,31,0,N,2828.994,42
13,237C,237,C,1,1,1,5,F,2,3,F,96.32051,1.43
13,238E,238,E,1,1,1,13,R,2,2,F,525.3846,7.8
13,239H,239,H,1,1,1,4,L,2,15,F,5792.702,86
13,239H,239,H,1,2,1,4,L,2,15,F,5792.702,86
13,240C,240,C,1,1,1,18,B,2,3,F,96.32051,1.43
13,241C,241,C,1,1,1,3,F,2,13,R,96.32051,1.43
13,241C,241,C,1,2,1,3,L,2,13,R,96.32051,1.43
13,241C,241,C,1,3,2,13,R,3,4,F,96.32051,1.43
13,241C,241,C,1,4,2,13,R,4,9,F,96.32051,1.43
13,242D,242,D,1,1,1,1,F,42,0,0,237.09664,3.52
13,243C,243,C,1,1,1,1,L,2,15,F,96.32051,1.43
13,243C,243,C,1,2,1,1,L,2,15,R,96.32051,1.43
13,244G,244,G,1,1,1,15,L,51,0,0,2828.994,42
13,245D,245,D,1,1,1,15,F,2,5,F,237.09664,3.52
13,246F,246,F,1,1,1,12,N,31,0,N,983.4122,14.6
41,2C,2,C,1,1,1,13,F,2,2,L,107.01,10
41,3F,3,F,1,1,1,1,F,2,4,R,577.854,54
41,3F,3,F,1,2,2,4,9,3,1,R,577.854,54
41,3F,3,F,1,3,3,1,9,4,1,L,577.854,54
41,3F,3,F,1,4,4,1,9,5,5,9,577.854,54
41,4C,4,C,1,1,1,4,L,2,1,F,107.01,10
41,5E,5,E,1,1,1,2,F,71,0,0,492.246,46
41,6C,6,C,1,1,1,4,F,68,0,0,107.01,10
41,6C,6,C,1,2,1,4,F,42,0,0,107.01,10
41,6C,6,C,1,3,1,4,F,42,0,0,107.01,10
41,6C,6,C,1,4,1,4,F,42,0,0,107.01,10
41,7G,7,G,1,1,1,5,F,2,3,R,1765.665,165
41,8H,8,H,1,1,1,13,F,71,0,0,2247.21,210
41,9C,9,C,1,1,1,1,F,2,1,L,107.01,10
41,9C,9,C,1,2,2,1,R,56,0,0,107.01,10
41,10E,10,E,1,1,1,2,R,2,4,F,492.246,46
41,11D,11,D,1,1,1,3,F,51,0,0,171.216,16
41,11D,11,D,1,2,1,3,F,88,0,0,171.216,16
41,12C,12,C,1,1,1,3,F,2,15,L,107.01,10
41,12C,12,C,1,2,2,15,N,31,15,N,107.01,10
41,13F,13,F,1,1,1,5,L,2,5,F,577.854,54
41,14A,14,A,1,1,1,5,R,2,2,L,48.1545,4.5
41,14A,14,A,1,2,1,5,R,3,15,F,48.1545,4.5
41,14A,14,A,1,3,1,5,R,4,13,F,48.1545,4.5
41,14A,14,A,1,4,4,13,N,31,0,N,48.1545,4.5
41,14A,14,A,1,5,1,5,L,45,0,0,48.1545,4.5
41,14A,14,A,1,6,4,13,R,45,0,0,48.1545,4.5
41,14A,14,A,1,7,1,5,R,4,13,R,48.1545,4.5
41,15E,15,E,1,1,1,4,F,2,3,R,738.369,69
41,15E,15,E,1,2,1,4,F,3,13,F,738.369,69
41,16B,16,B,1,1,1,15,F,2,22,B,21.402,2
41,16B,16,B,1,2,1,15,9,59,0,0,21.402,2
41,16B,16,B,1,3,1,15,9,57,0,0,21.402,2
41,16B,16,B,1,4,1,15,F,42,0,0,21.402,2
41,17D,17,D,1,1,4,2,B,5,4,F,171.216,16
41,17D,17,D,1,2,3,15,B,4,2,F,171.216,16
