ACCSEQDV,ACCTYPE,ALCTEST,ANGTHIS,ANGOTHER,AOPSVEH,WEATHER,BAGDEPFV,BAGDEPOV,BAREQSP,BODYTYPE,CARGOWGT,CASEID,CASENO,CONDTREE,CURBWGT,DVEST,DOCTRAJ,DRIVDIST,DRINKING,DRIVE,DRPRES,DRRACE,DRZIP,DVBASIS,DVCONFID,DVLAT,DVLONG,DVTOTAL,ENERGY,FOVERIDE,IMPACTSP,INSPTYPE,LANES,LGTCOND,MAKE,MANEUVER,MODEL,MODELYR,RATWGT,OCCFORMS,OCUPANTS,PREEVENT,PREMOVE,PREILOC,PREISTAB,PSU,ALIGNMNT,SURCOND,PROFILE,SURTYPE,RELINTER,ROLINDIR,ROLINLOC,ROLINTYP,ROLLOBJ,ROLLOVER,ROVERIDE,SPECOTH,SPLIMIT,STRATIF,TOWHITCH,TOWPAR,TRAFCONT,TRCTLFCT,TRAVELSP,TRAFFLOW,TRIPLOC,VEHNO,VEHUSE,VERSION,VIN,VINLNGTH,DRUGS,VINO,MCYCLDS,VEHWGT,VINMAKE,VINAMOD,SERTR,VINBT,ROOF1,ROOF2,ROOF3,ANTILOCK,FRTWHLDR,FOURWHDR,RESTYPE,CARBUR,FUELCODE,WGTCDTR,VEHTYPE,WHLDRWHL,DAYRUNLT,VINMODYR,OTVEHWGT,OTBDYTYP,VINJSER,VINJURED,VTREAT,VAIS
1,69,C,90,243,0,0,0,0,17,30,1,110J,110,0,134,0,0,1,0,8,1,2,27603,1,1,4,-21,22,164,0,998,3,4,1,35,2,471,95,44.835814711,1,1,62,1,1,1,43,1,1,4,1,2,0,0,0,0,0,0,0,56,J,0,1,1,2,56,0,0,2,0,9,1N6SD16S2S,17,0,4,,,NISS,TRK,KXE,PC,1,,,3,,,A,,G,1,T,42,N,95,177,31,0,1,3,1
U,20,C,100,181,0,0,0,0,U,4,U,111C,111,0,136,U,0,U,0,1,1,U,27604,0,0,U,U,U,U,U,U,0,3,1,12,U,6,85,96.845906134,1,1,4,1,2,1,43,1,1,4,2,2,0,0,0,0,0,0,0,72,C,0,1,1,2,72,0,0,1,0,9,1FABP3936F,17,0,4,,2801,FORD,LTD,,4D,1,,,1,N,N,A,,G,,P,,N,85,N,N,0,1,U,7
2,98,C,181,100,0,0,0,0,U,30,14,111C,111,0,127,1,0,1,0,8,1,U,27526,11,0,U,U,U,U,0,U,2,7,1,20,1,471,91,96.845906134,1,1,66,1,1,1,43,1,1,4,2,2,0,0,0,0,0,0,0,72,C,0,1,1,2,72,1,0,2,0,9,1GCCS19Z9M,17,0,4,,,CHEV,S,S14,PC,1,2,,3,,,A,,G,1,T,42,N,91,136,4,0,1,6,1
3,98,C,170,160,0,0,0,0,U,30,3,111C,111,0,125,7,0,U,0,8,1,1,27610,10,0,U,U,U,U,0,U,2,7,1,41,U,471,92,96.845906134,1,1,50,1,1,U,43,1,1,4,2,2,0,0,0,0,0,0,0,72,C,0,1,1,2,72,1,0,3,0,9,JM2UF1136N,17,0,5,,,MAZD,B22,22S,PK,1,,,3,,,A,,G,1,T,42,N,92,127,30,0,1,4,1
1,22,C,110,120,1,0,1,0,U,4,0,111C,111,0,130,2,0,1,0,2,1,2,27604,11,0,U,U,U,U,0,U,2,3,1,22,1,18,95,96.845906134,1,1,53,5,1,1,43,1,1,4,2,2,0,0,0,0,0,U,0,72,C,0,1,1,2,0,3,0,4,0,9,1G2NE55D3S,17,0,4,,2945,PONT,GAS,,4D,1,3,,2,Y,N,D,F,G,,P,,N,95,136,4,0,1,4,1
1,68,C,240,90,0,0,0,0,15,21,45,112E,112,0,185,0,0,1,0,8,1,1,27604,3,1,-5,-12,13,205,0,998,3,2,1,20,11,461,91,641.12900379,1,1,10,11,2,1,43,1,1,2,2,3,0,0,0,0,0,0,0,72,E,0,1,0,0,40,0,0,1,0,9,1GCEG25K4M,17,0,4,,,CHEV,VAN,G20,VN,1,,,3,,,A,,G,2,T,42,N,91,106,4,0,0,0,0
1,69,C,90,240,1,0,0,0,26,4,0,112E,112,0,106,0,0,1,0,2,1,2,27604,3,4,5,-27,27,322,0,998,2,2,1,35,4,43,94,641.12900379,1,1,62,1,1,2,43,1,1,4,2,3,0,0,0,0,0,0,0,72,E,0,1,0,0,72,0,0,2,0,9,1N4EB31P1R,17,0,4,,2346,NISS,SEL,,4D,1,3,,7,Y,N,P,F,G,,P,,N,94,185,21,0,1,4,1
1,83,C,90,0,1,0,6,0,14,4,U,113E,113,0,126,0,0,U,0,2,1,U,27526,3,4,3,-17,17,106,0,998,2,5,1,12,U,35,96,641.12900379,1,1,17,1,1,U,43,1,1,1,2,2,0,0,0,0,0,0,0,72,E,0,1,1,2,72,1,0,1,0,9,1FALP6535T,17,0,4,,2773,FORD,CGS,,4D,1,3,,5,Y,N,E,F,G,,P,,N,96,183,4,0,1,4,1
1,82,C,0,90,0,0,0,0,12,4,0,113E,113,0,183,0,0,2,0,1,1,1,27610,3,1,11,2,11,345,0,998,3,2,1,13,1,1,89,641.12900379,2,2,15,11,1,1,43,1,1,2,2,2,0,0,0,0,0,0,0,72,E,0,1,1,2,72,3,0,2,0,9,1LNBM81FXK,17,0,4,,4044,LINC,TNC,,4D,1,3,,1,N,N,A,F,G,,P,,N,89,126,4,0,2,4,1
1,24,C,0,0,0,0,0,0,25,2,0,114F,114,0,114,0,0,1,0,2,1,1,27609,3,1,0,-25,25,299,4,998,3,3,1,21,10,18,85,1095.9113031,1,1,52,1,1,1,43,1,1,1,2,0,0,0,0,0,0,0,0,72,F,0,1,0,0,64,1,0,1,0,9,1G3NT27L9F,17,0,4,,2445,OLDS,SUP,,CP,1,2,,1,Y,N,A,F,G,,P,,N,85,167,20,0,1,4,1
1,25,C,0,0,0,0,0,0,18,20,U,114F,114,0,167,0,0,U,0,8,1,U,17545,3,4,0,18,18,206,0,998,0,3,1,49,U,441,92,1095.9113031,0,1,53,2,1,1,43,1,1,1,2,0,0,0,0,0,0,U,0,72,F,0,0,0,0,8,1,0,2,0,9,JT3AC12R0N,17,0,5,,,TOYT,PRE,PLE,SV,1,2,,7,,,M,,G,1,T,42,N,92,N,N,N,N,N,N
2,2,C,998,998,0,0,0,0,37,4,0,115H,115,1,135,0,0,1,0,1,1,1,27591,1,1,0,-37,37,762,0,998,3,2,1,12,3,6,83,2815.476932,1,1,13,14,4,2,43,3,1,1,2,0,0,0,0,0,0,0,0,72,H,0,1,0,0,97,0,0,1,0,9,1FABP3931D,17,0,4,,2869,FORD,LTD,,4D,,,,,,,,2,G,,P,,,83,998,98,0,1,0,1
1,68,C,355,270,1,1,1,0,72,2,0,116J,116,0,120,0,0,1,0,2,1,1,27604,1,1,-63,11,64,2520,0,998,3,2,1,20,2,19,92,44.835814711,1,1,5,1,2,4,43,1,2,1,1,0,0,0,0,0,0,0,0,89,J,0,1,0,0,72,0,0,1,0,9,1G1LV13T9N,17,0,4,,2649,CHEV,BER,,CP,1,2,,2,Y,N,M,F,G,,P,,N,92,134,30,0,1,4,2
1,69,C,270,355,1,1,2,0,47,30,0,116J,116,0,134,0,0,1,0,8,1,1,27549,1,1,0,-56,56,1242,0,998,3,2,1,12,7,471,96,44.835814711,1,1,62,1,1,1,43,1,2,1,1,0,0,0,0,0,0,0,0,89,J,0,1,0,0,72,0,0,2,0,9,1FTCR10A2T,17,0,4,,,FORD,RNG,RNG,PK,1,,,4,,,B,,G,1,T,42,N,96,120,2,1,1,3,3
1,20,C,170,180,0,0,0,0,U,15,0,117E,117,0,196,7,0,U,0,8,1,U,27502,10,0,U,U,U,U,4,U,3,4,1,20,U,421,87,3653.1567167,1,1,50,1,1,2,43,1,1,4,2,0,0,0,0,0,0,0,0,72,E,0,1,0,0,56,1,0,1,0,9,1GNEV18K0H,17,0,4,,,CHEV,V10,VBZ,S2,1,,,1,,,A,,G,2,T,44,N,87,183,31,0,0,0,0
1,21,C,180,170,1,0,1,0,U,31,0,117E,117,0,183,7,0,U,0,8,1,U,27529,10,0,U,U,U,U,U,U,3,4,1,20,U,481,96,3653.1567167,1,1,53,5,1,1,43,1,1,4,2,0,0,0,0,0,0,1,0,72,E,0,1,0,0,56,1,0,2,0,9,1GCEC14W9T,17,0,4,,,CHEV,GM4,GC1,PK,1,,,2,,,M,,G,2,T,42,S,96,196,15,0,1,4,2
2,98,C,180,180,2,0,1,0,20,4,U,117E,117,0,144,0,0,U,0,1,1,U,27546,3,4,0,-15,15,235,0,998,0,4,1,35,U,39,94,3653.1567167,0,1,53,5,1,1,43,1,1,4,2,0,0,0,0,0,0,U,0,72,E,0,0,0,0,0,1,0,3,0,9,JN1HJ01F8R,17,0,5,,3024,NISS,MGX,,4D,1,3,,7,Y,N,D,F,G,,P,,N,94,N,N,N,N,N,N
3,98,C,190,130,1,0,0,0,U,5,0,117E,117,0,108,U,0,1,0,2,1,U,27526,11,0,U,U,U,U,0,U,1,4,1,12,U,13,93,3653.1567167,0,1,61,1,1,2,43,1,1,4,2,0,0,0,0,0,0,0,0,72,E,0,0,0,0,16,1,0,4,0,9,1FAPP14JXP,17,0,4,,2355,FORD,LXE,,4H,1,3,,1,Y,N,P,F,G,,P,,N,93,196,15,N,N,N,N
2,7,24,998,998,0,0,0,0,U,2,0,118K,118,0,135,7,0,U,1,1,1,1,27520,10,0,U,U,U,U,0,U,3,2,1,9,U,1,73,56.205807742,1,1,12,1,4,2,43,1,1,1,5,0,1,4,3,31,2,0,U,89,K,0,1,0,0,105,0,6,1,0,9,VL29C3B500,13,7,5,,,,,,,,,,,,,,,,,U,,,73,998,98,1,1,3,3
1,1,D,997,997,0,0,0,0,U,3,0,119K,119,0,90,7,0,U,1,2,1,U,27612,5,0,U,U,U,U,0,U,3,2,2,49,U,38,83,56.205807742,1,1,13,1,4,U,43,1,1,3,2,2,1,3,1,61,6,0,0,72,K,0,1,0,0,105,0,1,1,0,9,JT2AL31G2D,17,0,5,,1985,TOYT,TER,,2L,,,,,,,,2,G,,P,,,83,998,98,1,1,3,5
,51,C,,,,0,,,,68,,120J,120,,,,,U,0,8,,U,27576,,,,,,,,,,2,2,82,U,884,91,44.835814711,,,62,1,1,2,43,1,1,1,2,0,,,,,,,0,89,J,,1,0,0,89,0,,1,0,9,1FUYDCYB1M,17,0,4,,,FRHT,CON,FLD,DS,,,,,,,,,D,8,T,64,,91,N,N,N,N,N,N
1,50,C,170,0,1,0,2,0,48,4,3,120J,120,0,130,0,0,11,1,2,1,1,27511,4,0,U,U,U,U,7,U,3,2,2,22,1,18,95,44.835814711,1,1,10,1,2,1,43,1,1,1,2,0,0,0,0,0,0,0,0,89,J,0,1,0,0,89,0,0,2,0,9,1G2NE55M4S,17,0,4,,2945,PONT,GAS,,4D,1,3,,2,Y,N,D,F,G,,P,,N,95,N,68,0,1,3,2
1,68,C,275,180,1,1,6,0,27,4,0,121J,121,0,156,0,0,2,0,1,1,1,54220,3,1,-20,-4,21,530,U,998,3,3,1,18,1,2,96,44.835814711,3,3,15,11,1,1,43,1,2,1,2,2,0,0,0,0,0,0,0,72,J,0,1,1,2,24,1,0,1,0,9,1G4HP52K5T,17,0,4,,3430,BUIC,LCF,,4D,1,,,2,Y,N,E,F,G,,P,,N,96,103,2,1,3,3,3
1,69,C,180,275,0,1,0,0,27,2,0,121J,121,0,103,0,0,1,0,1,1,1,27502,3,4,6,-34,35,320,0,998,0,4,1,49,1,41,86,44.835814711,1,1,62,1,1,1,43,1,2,1,2,2,0,0,0,0,0,0,0,72,J,0,1,1,2,89,1,0,2,0,9,JT2AW15CXG,17,0,5,,2231,TOYT,MR2,,CP,1,,,1,N,N,A,F,G,,P,,N,86,N,N,0,0,0,0
U,98,C,90,220,0,1,0,0,U,4,U,121J,121,0,130,U,0,U,0,2,1,U,27513,0,0,U,U,U,U,U,U,0,2,1,37,U,32,96,44.835814711,0,1,67,1,1,1,43,1,2,2,2,2,0,0,0,0,0,0,0,0,J,0,0,1,2,0,1,0,3,0,9,1HGCD5653T,17,0,4,,2974,HOND,UER,,4D,3,,,2,Y,N,E,F,G,,P,,N,96,N,N,N,N,N,N
1,87,C,20,290,0,0,0,0,23,21,5,122D,122,0,244,0,0,U,0,8,1,U,29545,1,1,-21,-4,22,586,0,998,3,2,1,12,10,461,94,438.64075933,1,1,17,1,1,1,43,1,1,1,2,2,0,0,0,0,0,0,0,72,D,0,1,2,2,16,1,0,1,0,9,1FTJS34H5R,17,0,4,,,FORD,CVS,S3V,EC,1,,,5,,,A,,G,2,T,42,N,94,168,21,0,1,U,7
1,86,C,290,20,0,0,0,0,31,21,0,122D,122,0,168,0,0,U,0,8,1,1,28365,1,1,11,-30,32,852,0,998,3,3,1,20,3,461,88,438.64075933,1,1,71,14,1,2,43,2,1,4,2,2,0,0,0,0,0,0,0,72,D,0,1,0,0,72,1,0,2,0,9,1GCDG15Z6J,17,0,4,,,CHEV,VAN,G10,VN,1,,,1,,,A,,G,1,T,42,N,88,244,21,0,1,4,2
U,14,U,998,998,1,1,0,0,U,3,0,123G,123,0,115,U,0,1,1,U,1,1,27610,0,0,U,U,U,U,0,U,0,2,2,52,8,37,94,5964.2774528,1,1,14,1,4,1,43,1,2,4,2,2,0,0,0,0,0,0,U,72,G,0,1,2,2,72,0,0,1,0,9,4A3CF34B7R,17,0,4,,2597,MITS,ECL,,2H,1,,,1,Y,N,P,F,G,,P,,N,94,N,N,0,1,6,1
2,2,C,997,997,1,0,1,0,U,14,0,124J,124,0,167,7,0,98,0,8,1,1,27520,5,0,U,U,U,U,0,U,3,2,2,2,8,404,93,44.835814711,1,1,13,1,4,1,43,1,1,4,2,0,1,1,1,61,8,0,0,40,J,0,1,0,0,56,0,1,1,0,9,1J4GZ78S4P,17,1,4,,,JEEP,GCK,LMT,4W,1,,,4,,,B,,G,1,T,44,N,93,998,98,1,1,3,3
1,1,D,998,998,0,0,0,0,U,14,0,125D,125,0,138,8,0,11,1,8,1,U,27559,98,0,U,U,U,U,0,U,3,2,2,2,U,403,92,116.48551285,1,1,13,1,4,1,43,1,1,1,2,0,0,0,0,0,0,0,0,89,D,0,1,0,0,89,0,0,1,0,9,2J4FY19P8N,17,0,4,,,JEEP,W/Y,W/S,UT,1,,,1,,,A,,G,1,T,44,N,92,998,98,1,1,4,3
1,87,C,0,270,1,0,6,0,39,4,0,126E,126,0,105,0,0,1,U,2,1,2,27502,3,1,-35,-6,36,690,0,998,3,2,1,49,1,32,95,655.51970991,1,1,66,1,1,1,43,1,1,1,2,2,0,0,0,0,0,0,0,40,E,0,1,0,0,U,0,0,1,0,9,JT2AE04B9S,17,0,5,,2315,TOYT,COA,,4D,1,,,5,Y,N,E,F,G,,P,,N,95,136,30,0,1,4,1
1,86,C,270,0,0,0,0,0,24,30,U,126E,126,0,136,0,0,U,U,8,1,U,27603,3,4,5,-27,28,332,0,998,0,2,1,12,U,471,94,655.51970991,1,1,17,1,1,2,43,1,1,1,2,2,0,0,0,0,0,0,0,40,E,0,1,2,2,40,0,0,2,0,9,1FTCR10A1R,17,0,4,,,FORD,RNG,RNG,PK,1,,,3,,,A,,G,1,T,42,N,94,N,N,0,0,0,0
1,68,C,100,0,1,0,1,0,23,2,0,127G,127,0,118,0,0,1,0,2,1,1,27604,3,1,-21,-7,22,366,0,998,3,7,1,41,1,44,93,1583.8745103,1,1,15,11,1,1,43,1,1,1,2,2,0,0,0,0,0,0,0,56,G,0,1,1,2,0,0,0,1,0,9,1YVGE31B2P,17,0,4,,2700,MAZD,UML,,CP,1,3,,7,Y,N,M,F,G,,P,,N,93,95,3,0,0,0,0
1,69,C,0,100,1,0,1,0,24,3,2,127G,127,0,95,0,0,1,0,U,1,1,28226,3,4,4,-25,26,243,0,998,0,7,1,37,3,31,92,1583.8745103,1,1,62,1,1,2,43,1,1,1,2,2,0,0,0,0,0,0,0,56,G,0,1,1,2,56,0,0,2,0,9,2HGEH2343N,17,0,4,,2094,HOND,UCC,,2H,1,,,1,Y,N,M,F,G,,P,,N,92,N,N,0,0,0,0
1,89,19,0,110,0,0,0,0,U,30,0,128B,128,0,126,8,0,U,0,8,1,1,27545,4,0,U,U,U,U,0,U,2,2,1,20,U,471,91,36.988385736,1,1,17,1,1,1,43,1,1,1,2,2,0,0,0,0,0,0,1,72,B,0,1,2,2,56,0,0,1,0,9,1GCCS14R3M,17,0,4,,,CHEV,S,S14,PK,1,2,,3,,,A,,G,1,T,42,N,91,N,63,1,1,1,2
,88,C,,,,0,,,,63,,128B,128,,,,,U,0,8,,U,27597,,,,,,,,,,2,1,23,U,881,87,36.988385736,,,66,1,1,2,43,1,1,1,2,2,,,,,,,0,89,B,,1,0,0,72,0,,2,0,9,1GDM7D1Y9H,17,0,4,,,GMC,C6V,C7D,CC,,,,,,,,,D,7,T,42,,87,N,N,N,N,N,N
1,52,C,350,180,1,0,2,0,33,6,0,129D,129,0,147,0,0,U,0,2,1,1,28311,1,1,5,-31,32,646,0,998,3,3,1,12,1,17,90,491.44449168,1,1,10,14,2,1,43,3,1,1,2,2,0,0,0,0,0,0,0,72,D,0,1,0,0,72,0,0,1,0,9,1FACP55U6L,17,0,4,,3244,FORD,TAL,,SW,1,,,1,Y,N,M,F,G,,P,,N,90,104,2,0,1,4,1
1,52,C,180,350,0,0,0,0,44,2,0,129D,129,0,104,0,0,1,0,1,1,U,27612,1,1,8,-44,45,824,0,998,3,2,1,41,U,34,85,491.44449168,1,1,62,5,1,1,43,1,1,1,2,2,0,0,0,0,0,0,0,72,D,0,1,0,0,0,0,0,2,0,9,JM1FB3317F,17,0,5,,2325,MAZD,R7A,,CP,1,,,1,N,N,A,4,G,,P,,N,85,147,6,1,1,3,4
2,98,C,180,160,0,0,0,0,30,20,0,129D,129,0,172,0,0,U,0,8,1,1,27613,1,1,4,-22,22,693,0,998,3,2,1,49,U,441,91,491.44449168,1,1,17,14,2,1,43,2,1,1,2,2,0,0,0,0,0,0,0,72,D,0,1,0,0,42,0,0,3,0,9,JT3AC11R5M,17,0,5,,,TOYT,PRE,PDX,SV,1,,,1,,,A,,G,1,T,42,N,91,104,2,0,1,4,1
1,50,0,350,180,0,0,0,0,U,4,0,130J,130,0,153,8,0,U,0,1,1,1,27613,98,0,U,U,U,U,1,U,3,2,1,21,U,1,83,30.265482641,1,1,10,1,2,1,43,1,1,1,2,0,0,0,0,0,0,0,U,72,J,0,1,0,0,72,0,0,1,0,9,1G3AR69A5D,17,0,4,,3248,OLDS,CSU,,4D,,,,,,,,2,G,,P,,,83,128,4,1,1,3,3
1,51,C,180,350,1,0,6,0,U,4,0,130J,130,0,128,8,0,U,0,2,1,1,27705,98,0,U,U,U,U,4,U,3,2,1,35,U,47,94,30.265482641,1,1,62,1,1,1,43,1,1,1,2,0,0,0,0,0,0,0,0,72,J,0,1,0,0,72,0,0,2,0,9,1N4BU31D9R,17,0,4,,2729,NISS,AGS,,4D,1,3,,7,Y,N,E,F,G,,P,,N,94,153,4,0,1,3,2
3,2,C,998,998,0,0,0,0,U,2,0,131K,131,1,109,8,0,U,0,2,1,2,27610,10,0,U,U,U,U,0,U,3,5,1,18,U,12,85,42.550160256,1,1,13,14,4,U,43,3,2,2,2,0,0,0,0,0,0,0,0,72,K,0,1,5,2,72,1,0,1,0,9,1G4JS2708F,17,0,4,,2276,BUIC,SHC,,CP,1,2,,1,Y,N,A,F,G,,P,,N,85,998,98,0,1,3,1
2,98,C,180,180,0,0,0,0,U,14,0,132C,132,0,165,U,0,1,0,8,1,1,27604,11,0,U,U,U,U,0,U,2,2,1,38,1,402,95,91.827983536,2,2,53,5,1,1,43,1,1,1,2,2,0,0,0,0,0,U,0,89,C,0,1,1,2,0,0,0,1,0,9,4S2CY58V2S,17,0,4,,,ISU,ROD,RLS,4W,1,3,,3,,,A,,G,1,T,44,N,95,150,30,0,2,4,1
U,21,C,180,180,0,0,0,0,U,30,1,132C,132,0,150,U,0,1,0,8,1,1,27613,0,0,U,U,U,U,U,U,0,2,1,12,1,471,94,91.827983536,1,1,53,5,1,1,43,1,1,1,2,2,0,0,0,0,0,U,0,89,C,0,1,1,2,0,0,0,2,0,9,1FTCR15XXR,17,0,4,,,FORD,RNG,RNS,PS,1,,,3,,,A,,G,1,T,44,N,94,N,N,0,1,4,1
U,20,C,180,180,0,0,0,0,U,31,U,132C,132,0,U,U,0,U,0,8,1,U,40051,0,0,U,U,U,U,U,U,0,2,1,20,U,481,86,91.827983536,1,1,50,1,1,1,43,1,1,1,2,2,0,0,0,0,0,0,0,89,C,0,1,1,2,89,0,0,3,0,9,2GCDC14H5G,17,0,4,,,CHEV,C10,C10,PK,1,,,1,,,A,,G,1,T,42,N,86,N,N,0,1,4,1
1,88,C,270,230,0,0,0,0,7,4,0,133G,133,0,103,0,0,U,0,2,1,U,23666,3,4,-5,-3,6,46,0,998,3,3,1,37,U,32,84,9057.7823558,1,1,17,1,1,1,43,1,1,1,2,2,0,0,0,0,0,0,0,48,G,0,1,1,2,32,0,0,1,0,9,1HGAD7421E,17,0,4,,9999,HOND,UA8,,4D,,,,,,,,3,G,,P,,,84,106,4,0,0,0,0
1,89,C,230,270,1,0,1,0,5,4,0,133G,133,0,106,0,0,1,0,2,1,1,27610,3,1,5,2,6,33,0,998,3,2,1,7,9,20,95,9057.7823558,1,1,66,1,1,1,43,1,1,1,2,2,0,0,0,0,0,0,0,40,G,0,1,1,2,32,0,0,2,0,9,1B3ES47C5S,17,0,4,,2463,DODG,NEH,,4P,1,,,5,Y,N,E,F,G,,P,,N,95,103,4,0,0,0,0
1,64,C,110,10,0,0,0,0,28,4,0,134K,134,0,96,0,0,U,0,1,1,1,27591,1,1,-34,-12,36,451,0,998,3,2,5,49,U,32,85,57.676613925,4,4,10,1,2,U,43,1,1,1,2,0,0,0,0,0,0,0,0,89,K,0,1,0,0,97,0,0,1,0,9,JT2AE83E1F,17,0,5,,2026,TOYT,CLF,,4D,1,3,,1,Y,N,A,F,G,,P,,N,85,162,2,0,4,3,2
1,65,C,10,110,1,0,6,0,30,2,0,134K,134,0,162,0,0,1,0,1,1,1,27526,1,1,17,-20,26,1166,0,998,3,2,5,12,9,4,94,57.676613925,1,1,62,1,1,1,43,1,1,1,2,0,0,0,0,0,0,0,0,89,K,0,1,0,0,89,0,0,2,0,9,1FALP6241R,17,0,4,,3570,FORD,THL,,2D,1,3,,5,N,N,E,F,G,,P,,N,94,96,4,0,1,4,1
U,1,31,997,997,0,0,0,0,U,30,0,135K,135,0,125,U,0,1,1,8,1,2,27604,0,0,U,U,U,U,0,U,0,2,1,20,U,471,89,57.676613925,2,2,13,14,4,1,43,3,1,1,2,0,U,4,2,60,2,0,U,56,K,0,1,0,0,129,0,4,1,0,9,1GCCS14Z3K,17,0,4,,,CHEV,S,S14,PK,1,2,,3,,,A,,G,1,T,42,N,89,N,N,1,2,3,3
1,66,C,310,170,0,0,0,0,30,4,0,136K,136,0,149,0,0,1,0,1,1,1,27606,1,1,3,-16,16,542,0,998,3,2,1,41,7,43,88,47.275913054,1,1,62,1,4,1,43,1,1,1,2,0,0,0,0,0,0,0,0,89,K,0,1,5,2,89,0,0,1,0,9,JM1HC2213J,17,0,5,,3023,MAZD,929,,4D,1,3,,7,N,N,A,F,G,,P,,N,88,107,5,0,1,6,1
1,66,C,170,310,1,0,0,0,14,5,0,136K,136,0,107,0,0,1,0,2,1,1,27513,1,1,20,-7,22,274,0,998,3,2,1,12,U,13,91,47.275913054,1,1,10,1,2,3,43,1,1,1,2,0,0,0,0,0,0,0,0,89,K,0,1,5,2,89,0,0,2,0,9,1FAPP14J8M,17,0,4,,2355,FORD,LXE,,4H,1,3,,1,Y,N,P,F,G,,P,,N,91,149,4,1,1,3,3
1,86,C,0,90,0,0,0,0,23,2,U,137C,137,0,131,0,0,U,0,1,1,U,27615,3,4,10,-26,28,371,0,998,0,2,2,35,U,34,84,52.437291145,1,1,66,1,1,2,43,1,1,3,2,2,0,0,0,0,0,0,0,72,C,0,1,0,0,72,0,0,1,0,9,JN1CZ14S3E,17,0,5,,2924,DATS,30X,,CP,,,,,,,,T,G,,P,,,84,N,N,0,1,U,7
1,87,C,90,0,1,0,1,0,33,2,0,137C,137,0,125,0,0,1,0,1,1,1,27615,3,1,-26,-10,28,632,0,998,3,2,2,35,8,32,95,52.437291145,2,2,17,1,1,2,43,1,1,1,2,2,0,0,0,0,0,0,0,72,C,0,1,2,2,24,0,0,2,0,9,JN1AS44DXS,17,0,5,,2659,NISS,2/S,,CP,1,3,,7,Y,N,E,F,G,,P,,N,95,131,2,0,2,3,1
1,68,C,320,180,0,0,0,0,17,21,0,138D,138,0,197,0,0,1,0,8,1,1,27526,1,4,-7,-13,15,479,0,998,3,5,3,20,3,461,86,380.3980029,10,10,15,11,1,2,43,1,1,1,2,2,0,0,0,0,0,0,0,72,D,0,1,1,2,0,1,0,1,0,9,1GBEG25H8G,17,0,4,,,CHEV,S/V,SV2,IC,1,,,1,,,A,,G,2,T,42,N,86,178,4,0,5,4,1
1,69,0,180,320,1,0,0,0,15,4,0,138D,138,0,178,0,0,11,U,2,1,1,27869,1,1,7,-18,19,175,0,998,3,5,3,20,1,19,89,380.3980029,1,1,62,1,1,1,43,1,1,1,2,2,0,0,0,0,0,0,1,72,D,0,1,1,2,72,1,0,2,0,9,1G1LT5411K,17,0,4,,2595,CHEV,CSA,,4D,1,,,1,Y,N,P,F,G,,P,,N,89,197,21,0,1,4,2
1,68,C,250,90,1,0,0,0,U,2,0,139G,139,0,124,U,0,2,0,2,1,1,27511,11,0,U,U,U,U,0,U,1,5,1,12,3,18,91,5172.3401977,1,1,15,11,1,2,43,1,1,4,2,2,0,0,0,0,0,0,0,72,G,0,1,1,2,48,0,0,1,0,9,1ZVPT21U8M,17,0,4,,2970,FORD,PLX,,2H,1,2,,7,Y,N,P,F,G,,P,,N,91,127,4,0,1,0,1
U,69,C,90,250,1,0,1,0,U,4,U,139G,139,0,127,U,0,U,0,2,1,U,27513,0,0,U,U,U,U,0,U,0,5,1,37,U,32,94,5172.3401977,1,1,62,1,1,2,43,1,1,2,2,2,0,0,0,0,0,0,0,72,G,0,1,1,2,56,1,0,2,0,9,1HGCD563XR,17,0,4,,2809,HOND,ALX,,4D,1,,,5,Y,N,E,F,G,,P,,N,94,N,N,0,1,U,7
2,1,D,998,998,0,0,0,0,52,31,0,140J,140,0,180,0,0,U,1,8,1,U,27893,9,0,U,U,U,U,0,U,3,2,2,23,U,481,94,44.835814711,1,1,13,1,4,U,43,1,1,2,2,0,0,0,0,0,0,0,0,72,J,0,1,5,2,76,0,0,1,0,9,1GTEC14Z3R,17,0,4,,,GMC,SIE,SC1,PK,1,,,3,,,A,,G,2,T,42,N,94,998,98,0,1,3,2
1,89,C,270,0,1,0,1,0,38,4,0,141J,141,0,124,0,0,1,0,2,1,1,27613,1,1,33,-6,34,773,0,998,3,3,1,41,1,37,95,44.835814711,1,1,17,1,1,1,43,1,1,1,2,2,0,0,0,0,0,0,0,56,J,0,1,0,0,48,0,0,1,0,9,1YVGE22C8S,17,0,4,,2743,MAZD,UDL,,4D,1,3,,5,Y,N,E,F,G,,P,,N,95,120,2,1,1,3,3
1,88,C,0,270,1,0,2,0,29,2,0,141J,141,0,120,0,0,1,0,2,1,1,27613,1,1,-11,-31,33,576,0,998,3,4,1,20,U,19,92,44.835814711,2,2,66,1,1,1,43,1,1,1,2,2,0,0,0,0,0,0,0,64,J,0,1,0,0,80,1,0,2,0,9,1G1LV1349N,17,0,4,,2649,CHEV,BER,,CP,1,2,,2,Y,N,M,F,G,,P,,N,92,124,4,0,1,0,1
