ACCSEQ,CASEID,CASENO,CLASS2,CLASS1,GADEV1,GADEV2,OBJCONT,RATWGT,PSU,STRATIF,VEHNUM,VERSION
1,139G,139,3,1,9,9,2,5172.3401977,43,G,1,9
1,140J,140,0,31,F,0,50,44.835814711,43,J,1,9
2,140J,140,0,31,F,0,60,44.835814711,43,J,1,9
1,141J,141,2,2,L,F,2,44.835814711,43,J,1,9
1,142K,142,0,30,L,0,42,47.275913054,43,K,1,9
2,142K,142,0,30,F,0,42,47.275913054,43,K,1,9
1,143E,143,31,3,F,L,2,2406.9864348,43,E,1,9
1,144J,144,31,1,L,F,2,44.835814711,43,J,1,9
2,144J,144,31,1,L,L,2,44.835814711,43,J,1,9
3,144J,144,0,31,F,0,50,44.835814711,43,J,2,9
1,145J,145,1,20,F,R,2,44.835814711,43,J,1,9
2,145J,145,4,1,F,F,3,44.835814711,43,J,2,9
1,146F,146,0,1,T,N,31,6976.925542,43,F,1,9
1,147K,147,0,21,F,0,43,62.798171173,43,K,1,9
2,147K,147,0,21,F,0,59,62.798171173,43,K,1,9
1,148C,148,3,2,F,F,2,47.359153476,43,C,1,9
1,149G,149,0,1,R,0,42,4671.4398838,43,G,1,9
1,150F,150,30,1,F,B,2,1196.5821234,43,F,1,9
1,151H,151,1,2,F,B,2,3074.107691,43,H,1,9
1,152F,152,2,2,B,F,2,1750.7968738,43,F,1,9
1,153H,153,2,1,B,F,2,4497.9262432,43,H,1,9
1,154J,154,3,3,F,R,2,44.835814711,43,J,1,9
2,154J,154,3,3,L,R,2,44.835814711,43,J,1,9
1,155K,155,28,2,R,F,2,47.275913054,43,K,1,9
2,155K,155,28,2,R,9,2,47.275913054,43,K,1,9
3,155K,155,0,2,L,0,68,47.275913054,43,K,1,9
4,155K,155,0,28,9,0,50,47.275913054,43,K,2,9
5,155K,155,0,28,9,0,51,47.275913054,43,K,2,9
6,155K,155,0,2,L,0,51,47.275913054,43,K,1,9
7,155K,155,0,2,T,0,51,47.275913054,43,K,1,9
8,155K,155,0,28,L,N,31,47.275913054,43,K,2,9
1,156E,156,31,31,F,L,2,402.19719077,43,E,1,9
1,157E,157,14,2,F,R,2,402.19719077,43,E,1,9
1,158G,158,2,3,F,F,2,971.79363021,43,G,1,9
1,159G,159,31,3,R,F,2,971.79363021,43,G,1,9
1,160A,160,0,2,R,0,64,68.561618031,43,A,1,9
2,160A,160,0,2,R,0,57,68.561618031,43,A,1,9
3,160A,160,0,2,R,0,42,68.561618031,43,A,1,9
1,161J,161,0,2,F,0,42,44.835814711,43,J,1,9
1,162J,162,3,2,F,F,2,44.835814711,43,J,1,9
1,163D,163,3,2,L,F,2,135.56608253,43,D,1,9
2,163D,163,0,3,F,0,51,135.56608253,43,D,2,9
1,164E,164,3,1,L,F,2,762.89520407,43,E,1,9
2,164E,164,3,1,L,R,2,762.89520407,43,E,1,9
1,165G,165,14,1,B,F,2,1843.3164548,43,G,1,9
1,166K,166,2,68,F,R,2,47.275913054,43,K,1,9
1,167C,167,20,14,L,F,2,43.906822729,43,C,1,9
2,167C,167,20,14,L,F,2,43.906822729,43,C,1,9
1,168D,168,3,30,F,R,2,311.65334946,43,D,1,9
2,168D,168,3,30,L,R,2,311.65334946,43,D,1,9
1,169F,169,2,2,F,L,2,2997.889487,43,F,1,9
1,170J,170,0,14,F,0,64,44.835814711,43,J,1,9
2,170J,170,0,14,T,N,31,44.835814711,43,J,1,9
1,171K,171,30,31,F,L,2,47.275913054,43,K,1,9
1,172D,172,20,4,R,F,2,192.92913066,43,D,1,9
1,173F,173,1,4,F,R,2,1855.8446862,43,F,1,9
2,173F,173,1,1,L,L,3,1855.8446862,43,F,2,9
1,174C,174,1,2,F,F,2,43.906822729,43,C,1,9
2,174C,174,0,1,F,0,45,43.906822729,43,C,2,9
1,175K,175,0,3,R,0,42,47.275913054,43,K,1,9
1,176E,176,20,5,R,F,2,875.73336247,43,E,1,9
1,177G,177,30,1,R,F,2,2115.9573536,43,G,1,9
2,177G,177,20,1,R,F,3,2115.9573536,43,G,1,9
1,198B,198,3,1,F,F,2,54.795240802,43,B,1,9
1,199J,199,15,68,L,F,2,44.835814711,43,J,1,9
1,200D,200,1,3,F,L,2,222.05050887,43,D,1,9
1,201G,201,0,2,F,0,76,3019.2607853,43,G,1,9
1,202A,202,0,31,F,0,42,76.703310172,43,A,1,9
1,203C,203,0,21,9,0,68,112.27601812,43,C,1,9
2,203C,203,0,21,U,0,61,112.27601812,43,C,1,9
3,203C,203,4,21,F,L,2,112.27601812,43,C,1,9
1,204F,204,3,3,F,L,2,7834.8160102,43,F,1,9
1,205J,205,3,3,F,R,2,50.160067708,43,J,1,9
2,205J,205,14,3,L,F,3,50.160067708,43,J,2,9
1,206J,206,0,1,F,0,76,50.160067708,43,J,1,9
2,206J,206,0,1,F,0,56,50.160067708,43,J,1,9
1,207K,207,4,1,L,F,2,70.519903638,43,K,1,9
2,207K,207,0,1,T,N,31,70.519903638,43,K,1,9
3,207K,207,0,1,T,0,41,70.519903638,43,K,1,9
1,208K,208,3,14,R,F,2,70.519903638,43,K,1,9
2,208K,208,3,14,R,L,2,70.519903638,43,K,1,9
1,209K,209,2,4,F,F,2,70.519903638,43,K,1,9
1,210C,210,31,2,F,R,2,43.906822729,43,C,1,9
1,211C,211,1,28,F,R,2,43.906822729,43,C,1,9
1,212C,212,3,5,L,F,2,43.906822729,43,C,1,9
2,212C,212,3,5,L,R,2,43.906822729,43,C,1,9
1,213J,213,20,3,F,F,2,44.835814711,43,J,1,9
1,214E,214,1,14,F,F,2,563.33725071,43,E,1,9
1,215F,215,30,30,B,F,3,962.93828058,43,F,2,9
2,215F,215,30,31,B,F,2,962.93828058,43,F,1,9
1,217H,217,30,20,B,F,2,2473.8594338,43,H,1,9
1,218C,218,31,4,F,R,2,43.906822729,43,C,1,9
1,219D,219,2,2,R,F,2,213.40509972,43,D,1,9
2,219D,219,2,2,R,L,2,213.40509972,43,D,1,9
3,219D,219,0,2,L,0,63,213.40509972,43,D,1,9
4,219D,219,0,2,L,0,45,213.40509972,43,D,1,9
1,220K,220,31,5,F,B,2,47.275913054,43,K,1,9
1,221D,221,4,2,F,L,2,118.55677088,43,D,1,9
1,222E,222,3,1,F,R,2,667.17566976,43,E,1,9
1,223E,223,4,3,F,R,2,667.17566976,43,E,1,9
1,224F,224,0,1,R,0,57,1140.4340676,43,F,1,9
1,226J,226,14,68,F,L,2,44.835814711,43,J,1,9
1,227J,227,3,31,F,R,2,44.835814711,43,J,1,9
2,227J,227,0,3,L,0,60,44.835814711,43,J,2,9
1,228K,228,60,14,R,F,2,47.275913054,43,K,1,9
1,229C,229,0,3,F,0,68,43.906822729,43,C,1,9
2,229C,229,0,3,T,N,31,43.906822729,43,C,1,9
1,230C,230,2,3,F,L,2,43.906822729,43,C,1,9
2,230C,230,0,2,F,0,63,43.906822729,43,C,2,9
1,231D,231,2,21,F,L,2,149.85375872,43,D,1,9
2,231D,231,2,21,R,B,2,149.85375872,43,D,1,9
1,232F,232,2,2,F,B,2,1441.4894261,43,F,1,9
2,232F,232,0,2,F,0,70,1441.4894261,43,F,2,9
3,232F,232,0,2,R,0,70,1441.4894261,43,F,2,9
1,233G,233,0,2,R,0,42,2037.5885627,43,G,1,9
2,233G,233,0,2,R,0,42,2037.5885627,43,G,1,9
3,233G,233,0,2,R,0,42,2037.5885627,43,G,1,9
4,233G,233,0,2,F,0,42,2037.5885627,43,G,1,9
5,233G,233,0,2,F,0,41,2037.5885627,43,G,1,9
6,233G,233,0,2,F,0,41,2037.5885627,43,G,1,9
7,233G,233,0,2,F,0,41,2037.5885627,43,G,1,9
8,233G,233,0,2,F,0,42,2037.5885627,43,G,1,9
9,233G,233,0,2,F,0,42,2037.5885627,43,G,1,9
1,234B,234,2,2,F,L,2,54.795240802,43,B,1,9
2,234B,234,0,2,9,0,51,54.795240802,43,B,2,9
3,234B,234,0,2,9,0,59,54.795240802,43,B,2,9
1,235J,235,1,15,R,F,2,44.835814711,43,J,1,9
1,236J,236,0,1,F,0,56,44.835814711,43,J,1,9
1,237K,237,2,14,F,L,2,47.275913054,43,K,1,9
1,238C,238,2,20,F,L,2,43.906822729,43,C,1,9
2,238C,238,2,20,R,L,2,43.906822729,43,C,1,9
3,238C,238,0,2,F,0,52,43.906822729,43,C,2,9
1,239E,239,0,2,R,0,50,657.87548387,43,E,1,9
2,239E,239,0,2,F,0,60,657.87548387,43,E,1,9
3,239E,239,0,2,B,0,60,657.87548387,43,E,1,9
4,239E,239,0,2,T,N,31,657.87548387,43,E,1,9
1,240G,240,0,3,F,0,63,1589.5665593,43,G,1,9
2,240G,240,0,3,F,0,51,1589.5665593,43,G,1,9
1,241H,241,0,2,T,N,31,2889.0180261,43,H,1,9
2,241H,241,0,2,9,0,42,2889.0180261,43,H,1,9
3,241H,241,0,2,N,N,33,2889.0180261,43,H,1,9
1,242A,242,0,2,9,0,45,119.58288878,43,A,1,9
2,242A,242,0,2,R,0,45,119.58288878,43,A,1,9
3,242A,242,0,2,R,0,68,119.58288878,43,A,1,9
4,242A,242,0,2,R,0,68,119.58288878,43,A,1,9
5,242A,242,0,2,T,N,31,119.58288878,43,A,1,9
1,243F,243,0,14,F,0,57,12214.726189,43,F,1,9
2,243F,243,0,14,F,0,42,12214.726189,43,F,1,9
1,244K,244,3,30,R,F,2,109.94276225,43,K,1,9
2,244K,244,0,30,T,N,31,109.94276225,43,K,1,9
1,"  1F",1,30,2,R,L,2,157.01396711,45,F,1,9
2,"  1F",1,0,30,F,0,88,157.01396711,45,F,2,9
1,"  2H",2,0,30,F,0,41,337.68300644,45,H,1,9
1,"  3B",3,1,31,F,R,2,51.26644956,45,B,1,9
2,"  3B",3,1,31,R,R,2,51.26644956,45,B,1,9
1,"  4K",4,2,2,R,F,2,51.548382845,45,K,1,9
1,"  5E",5,1,14,R,F,2,527.75830777,45,E,1,9
1,"  6G",6,3,30,F,B,2,2244.6183865,45,G,1,9
2,"  6G",6,2,3,F,B,3,2244.6183865,45,G,2,9
1,"  7J",7,2,31,F,F,2,60.166354458,45,J,1,9
1,"  8D",8,0,2,F,0,56,84.129550856,45,D,1,9
1,"  9D",9,68,1,F,F,2,84.129550856,45,D,1,9
2,"  9D",9,0,1,U,0,63,84.129550856,45,D,1,9
3,"  9D",9,U,1,L,9,U,84.129550856,45,D,1,9
1," 10D",10,3,20,B,F,2,84.129550856,45,D,1,9
2," 10D",10,14,3,R,F,3,84.129550856,45,D,2,9
3," 10D",10,3,20,B,B,2,84.129550856,45,D,1,9
4," 10D",10,0,14,F,0,54,84.129550856,45,D,3,9
1," 11F",11,1,3,F,F,2,728.54480739,45,F,1,9
1," 12G",12,45,14,F,B,2,1256.9862965,45,G,1,9
1," 13K",13,1,3,F,F,2,51.548382845,45,K,1,9
1," 14C",14,0,1,F,0,42,63.479165632,45,C,1,9
2," 14C",14,0,1,F,0,42,63.479165632,45,C,1,9
3," 14C",14,0,1,L,0,61,63.479165632,45,C,1,9
1," 15C",15,31,1,F,R,2,63.479165632,45,C,1,9
1," 16E",16,1,3,F,F,2,385.08157905,45,E,1,9
1," 17F",17,1,20,F,L,2,949.26158401,45,F,1,9
2," 17F",17,0,1,B,0,52,949.26158401,45,F,2,9
1," 18G",18,0,2,F,0,63,1637.7974158,45,G,1,9
2," 18G",18,0,2,F,0,51,1637.7974158,45,G,1,9
1," 19G",19,3,30,R,F,2,1637.7974158,45,G,1,9
1," 20H",20,20,3,F,B,2,2041.5349761,45,H,1,9
1," 21J",21,16,21,F,L,2,60.166354458,45,J,1,9
2," 21J",21,20,16,F,L,3,60.166354458,45,J,2,9
3," 21J",21,20,16,R,F,4,60.166354458,45,J,2,9
1," 22J",22,31,5,R,B,2,60.166354458,45,J,1,9
2," 22J",22,20,5,L,F,3,60.166354458,45,J,1,9
3," 22J",22,5,5,F,L,4,60.166354458,45,J,1,9
1," 23K",23,0,1,L,0,42,51.548382845,45,K,1,9
2," 23K",23,0,1,F,0,52,51.548382845,45,K,1,9
1," 24K",24,14,3,R,F,2,51.548382845,45,K,1,9
2," 24K",24,3,3,L,F,3,51.548382845,45,K,1,9
1," 25D",25,1,3,L,F,2,130.28683522,45,D,1,9
2," 25D",25,0,3,F,0,59,130.28683522,45,D,1,9
1," 26F",26,0,5,F,0,51,1128.2575065,45,F,1,9
1," 27G",27,14,68,R,L,2,1946.6259456,45,G,1,9
2," 27G",27,0,14,L,N,31,1946.6259456,45,G,2,9
1," 28H",28,0,31,F,0,44,2426.4936034,45,H,1,9
1," 29A",29,0,30,F,0,64,49.309117496,45,A,1,9
2," 29A",29,3,30,F,F,2,49.309117496,45,A,1,9
1," 30B",30,31,1,F,F,2,51.26644956,45,B,1,9
1," 31K",31,0,30,F,0,51,51.548382845,45,K,1,9
2," 31K",31,0,30,F,0,51,51.548382845,45,K,1,9
1," 32D",32,1,2,F,F,2,87.859432421,45,D,1,9
1," 33E",33,0,1,F,0,60,308.64761723,45,E,1,9
1," 34F",34,1,3,F,F,2,760.84482349,45,F,1,9
1," 35G",35,0,1,9,0,88,1312.714753,45,G,1,9
1," 36H",36,3,21,F,B,2,1636.3153683,45,H,1,9
2," 36H",36,0,3,F,0,54,1636.3153683,45,H,2,9
3," 36H",36,U,21,F,9,U,1636.3153683,45,H,1,9
1," 37B",37,0,2,F,0,54,51.26644956,45,B,2,9
2," 37B",37,2,68,F,L,2,51.26644956,45,B,1,9
3," 37B",37,0,2,R,0,54,51.26644956,45,B,2,9
1," 38D",38,0,31,L,0,50,51.803910625,45,D,1,9
2," 38D",38,0,31,L,0,51,51.803910625,45,D,1,9
1," 39D",39,0,3,F,0,51,51.803910625,45,D,1,9
1," 40E",40,14,2,B,L,2,181.98562337,45,E,1,9
2," 40E",40,0,14,R,N,31,181.98562337,45,E,2,9
1," 41F",41,2,31,B,F,2,448.6113346,45,F,1,9
1," 42G",42,0,30,F,0,88,774.00634018,45,G,1,9
2," 42G",42,0,30,T,N,31,774.00634018,45,G,1,9
1," 43G",43,0,2,F,0,52,774.00634018,45,G,1,9
1," 44H",44,5,30,B,L,2,964.80858982,45,H,1,9
1," 45A",45,0,2,F,0,44,49.309117496,45,A,1,9
2," 45A",45,0,2,L,0,42,49.309117496,45,A,1,9
1," 46B",46,0,1,L,0,42,51.26644956,45,B,1,9
2," 46B",46,0,1,F,0,42,51.26644956,45,B,1,9
1," 47J",47,20,1,F,F,2,60.166354458,45,J,1,9
1," 48J",48,2,30,B,F,2,60.166354458,45,J,1,9
2," 48J",48,3,2,B,F,3,60.166354458,45,J,2,9
1," 49G",49,1,4,L,F,2,6803.5157302,45,G,1,9
2," 49G",49,1,4,L,L,2,6803.5157302,45,G,1,9
1," 50K",50,0,1,R,0,41,75.518380867,45,K,1,9
2," 50K",50,0,1,R,0,41,75.518380867,45,K,1,9
3," 50K",50,0,1,R,0,41,75.518380867,45,K,1,9
1," 51K",51,0,1,L,0,51,75.518380867,45,K,1,9
2," 51K",51,0,1,L,0,51,75.518380867,45,K,1,9
1," 52K",52,0,4,L,0,77,75.518380867,45,K,1,9
2," 52K",52,0,4,L,0,77,75.518380867,45,K,1,9
1," 53B",53,3,68,R,F,2,51.26644956,45,B,1,9
1," 54B",54,30,5,F,F,2,51.26644956,45,B,1,9
1," 55B",55,68,5,F,L,2,51.26644956,45,B,1,9
1," 56J",56,0,20,F,0,59,60.166354458,45,J,1,9
1," 57C",57,0,2,U,0,60,64.621790613,45,C,1,9
2," 57C",57,0,2,U,0,60,64.621790613,45,C,1,9
3," 57C",57,0,2,U,0,60,64.621790613,45,C,1,9
4," 57C",57,0,2,F,0,51,64.621790613,45,C,1,9
1," 58E",58,1,68,F,L,2,463.15341147,45,E,1,9
1," 59F",59,0,4,F,0,52,1141.7158466,45,F,1,9
1," 60H",60,0,1,R,0,58,2455.4378611,45,H,1,9
2," 60H",60,0,1,B,0,50,2455.4378611,45,H,1,9
3," 60H",60,0,1,L,0,70,2455.4378611,45,H,1,9
1," 61B",61,0,1,R,0,50,51.26644956,45,B,1,9
2," 61B",61,0,1,F,0,51,51.26644956,45,B,1,9
3," 61B",61,0,1,R,0,42,51.26644956,45,B,1,9
4," 61B",61,0,1,F,0,88,51.26644956,45,B,1,9
5," 61B",61,0,1,F,0,42,51.26644956,45,B,1,9
1," 62J",62,0,1,F,0,45,60.166354458,45,J,1,9
2," 62J",62,0,1,R,0,64,60.166354458,45,J,1,9
3," 62J",62,0,1,L,0,64,60.166354458,45,J,1,9
1," 63J",63,30,2,L,F,2,60.166354458,45,J,1,9
2," 63J",63,30,2,9,L,2,60.166354458,45,J,1,9
1," 64K",64,3,1,F,F,2,51.548382845,45,K,1,9
1," 65C",65,30,1,L,F,2,141.68549769,45,C,1,9
2," 65C",65,0,30,F,0,57,141.68549769,45,C,2,9
1," 66F",66,3,5,R,F,2,2503.2512471,45,F,1,9
1," 67B",67,0,21,T,N,31,51.26644956,45,B,1,9
1," 68C",68,0,14,9,N,31,248.16121818,45,C,1,9
1," 69H",69,3,3,F,B,2,9429.3959512,45,H,1,9
1," 70K",70,30,20,F,F,2,83.966588056,45,K,1,9
1," 71B",71,21,2,F,F,2,68.107478241,45,B,1,9
1," 72F",72,0,1,F,0,42,5959.8015802,45,F,1,9
1," 73J",73,14,4,9,R,2,79.931001898,45,J,1,9
2," 73J",73,0,14,T,N,31,79.931001898,45,J,2,9
1," 74K",74,0,2,F,0,44,114.13671102,45,K,1,9
1," 75B",75,0,2,F,0,45,51.26644956,45,B,1,9
2," 75B",75,0,2,F,0,59,51.26644956,45,B,1,9
1," 76F",76,0,21,F,0,50,4112.2705672,45,F,1,9
2," 76F",76,0,21,F,0,50,4112.2705672,45,F,1,9
3," 76F",76,0,21,F,0,62,4112.2705672,45,F,1,9
4," 76F",76,0,21,F,0,58,4112.2705672,45,F,1,9
5," 76F",76,0,21,F,0,42,4112.2705672,45,F,1,9
1," 77K",77,0,2,F,0,51,78.754473791,45,K,1,9
2," 77K",77,3,2,B,F,2,78.754473791,45,K,1,9
1," 78K",78,3,1,L,F,2,78.754473791,45,K,1,9
2," 78K",78,2,3,R,L,3,78.754473791,45,K,2,9
1," 79E",79,30,15,F,L,2,1106.4725901,45,E,1,9
2," 79E",79,1,15,F,F,3,1106.4725901,45,E,1,9
1," 80H",80,31,1,L,F,2,5866.0362261,45,H,1,9
2," 80H",80,0,1,F,0,50,5866.0362261,45,H,1,9
3," 80H",80,0,1,F,0,52,5866.0362261,45,H,1,9
1," 81K",81,0,5,F,0,42,52.235694616,45,K,1,9
2," 81K",81,0,5,R,0,42,52.235694616,45,K,1,9
1," 82J",82,0,30,F,0,44,60.166354458,45,J,1,9
2," 82J",82,0,30,L,0,52,60.166354458,45,J,1,9
3," 82J",82,0,30,L,0,57,60.166354458,45,J,1,9
4," 82J",82,0,30,9,N,31,60.166354458,45,J,1,9
5," 82J",82,0,30,T,0,52,60.166354458,45,J,1,9
1," 83K",83,2,2,R,F,2,51.548382845,45,K,1,9
2," 83K",83,0,2,R,0,42,51.548382845,45,K,2,9
3," 83K",83,0,2,R,0,42,51.548382845,45,K,2,9
4," 83K",83,0,2,R,0,42,51.548382845,45,K,2,9
1," 84K",84,0,21,F,0,41,51.548382845,45,K,1,9
2," 84K",84,0,21,F,0,42,51.548382845,45,K,1,9
1," 85D",85,2,2,R,F,2,163.35499817,45,D,1,9
1," 86E",86,1,30,9,F,2,573.86133235,45,E,1,9
1," 87G",87,0,31,R,0,41,2440.6999927,45,G,1,9
2," 87G",87,0,31,F,0,41,2440.6999927,45,G,1,9
3," 87G",87,0,31,F,0,41,2440.6999927,45,G,1,9
4," 87G",87,0,31,F,0,41,2440.6999927,45,G,1,9
5," 87G",87,0,31,F,0,41,2440.6999927,45,G,1,9
6," 87G",87,0,31,F,0,41,2440.6999927,45,G,1,9
7," 87G",87,0,31,F,0,41,2440.6999927,45,G,1,9
8," 87G",87,0,31,F,0,41,2440.6999927,45,G,1,9
9," 87G",87,0,31,F,0,41,2440.6999927,45,G,1,9
10," 87G",87,0,31,F,0,42,2440.6999927,45,G,1,9
11," 87G",87,0,31,T,N,31,2440.6999927,45,G,1,9
12," 87G",87,0,31,L,0,41,2440.6999927,45,G,1,9
1," 88F",88,30,3,R,F,2,6917.5867795,45,F,1,9
1," 89K",89,0,4,U,0,50,132.47934391,45,K,1,9
2," 89K",89,0,4,U,0,50,132.47934391,45,K,1,9
3," 89K",89,0,4,U,0,50,132.47934391,45,K,1,9
4," 89K",89,0,4,U,0,50,132.47934391,45,K,1,9
5," 89K",89,0,4,L,N,31,132.47934391,45,K,1,9
1," 90B",90,1,5,F,F,2,51.26644956,45,B,1,9
2," 90B",90,0,5,T,N,31,51.26644956,45,B,1,9
1," 91B",91,60,5,R,F,2,51.26644956,45,B,1,9
2," 91B",91,0,5,L,0,63,51.26644956,45,B,1,9
3," 91B",91,0,5,L,0,63,51.26644956,45,B,1,9
1," 92E",92,1,14,L,F,2,1515.0303145,45,E,1,9
1," 93G",93,2,30,F,B,2,6443.602782,45,G,1,9
2," 93G",93,20,2,F,B,3,6443.602782,45,G,2,9
1," 94K",94,1,3,L,R,2,71.523381197,45,K,1,9
2," 94K",94,3,1,F,F,3,71.523381197,45,K,2,9
3," 94K",94,0,3,F,0,42,71.523381197,45,K,1,9
1," 95K",95,0,2,R,0,50,71.523381197,45,K,1,9
2," 95K",95,0,2,F,0,57,71.523381197,45,K,1,9
3," 95K",95,0,2,F,0,61,71.523381197,45,K,1,9
4," 95K",95,0,2,T,N,31,71.523381197,45,K,1,9
1," 96A",96,0,2,R,0,62,49.309117496,45,A,1,9
2," 96A",96,0,2,R,0,51,49.309117496,45,A,1,9
3," 96A",96,0,2,L,N,31,49.309117496,45,A,1,9
4," 96A",96,0,2,R,0,57,49.309117496,45,A,1,9
1," 97J",97,0,31,F,0,50,60.166354458,45,J,1,9
2," 97J",97,0,31,L,N,31,60.166354458,45,J,1,9
3," 97J",97,0,31,L,0,68,60.166354458,45,J,1,9
1," 98K",98,2,1,L,F,2,51.548382845,45,K,1,9
1," 99K",99,2,68,R,F,2,51.548382845,45,K,1,9
1,100E,100,20,30,B,F,3,1044.5974781,45,E,2,9
2,100E,100,30,2,B,F,2,1044.5974781,45,E,1,9
1,101H,101,2,1,F,B,2,5538.0013055,45,H,1,9
1,102J,102,0,1,R,0,57,60.166354458,45,J,1,9
2,102J,102,0,1,F,0,51,60.166354458,45,J,1,9
1,103D,103,2,2,B,F,2,319.45744886,45,D,1,9
2,103D,103,39,2,R,F,3,319.45744886,45,D,1,9
1,104G,104,20,1,F,B,2,4773.0390978,45,G,1,9
1,105K,105,1,2,F,F,2,52.980282368,45,K,1,9
1,106J,106,60,1,L,F,2,60.166354458,45,J,1,9
1,107E,107,2,5,F,L,2,1446.7857058,45,E,1,9
2,107E,107,2,5,L,L,2,1446.7857058,45,E,1,9
1,109K,109,0,1,F,0,42,68.301607269,45,K,1,9
1,110K,110,0,31,F,0,52,68.301607269,45,K,1,9
1,111B,111,0,30,R,0,50,51.26644956,45,B,1,9
2,111B,111,0,30,R,0,57,51.26644956,45,B,1,9
3,111B,111,0,30,R,0,42,51.26644956,45,B,1,9
1,112C,112,0,14,T,N,31,193.1459413,45,C,1,9
1,113H,113,2,4,R,F,2,7338.9773399,45,H,1,9
1,114K,114,0,1,R,0,52,65.351894251,45,K,1,9
1,115B,115,0,16,R,0,52,51.26644956,45,B,1,9
1,116K,116,0,1,F,0,52,51.548382845,45,K,1,9
2,116K,116,0,1,L,0,41,51.548382845,45,K,1,9
1,117K,117,0,20,F,0,50,51.548382845,45,K,1,9
2,117K,117,0,20,U,0,61,51.548382845,45,K,1,9
3,117K,117,0,20,F,0,63,51.548382845,45,K,1,9
4,117K,117,0,20,F,0,56,51.548382845,45,K,1,9
1,118C,118,0,30,T,N,31,135.33758113,45,C,1,9
2,118C,118,0,30,R,0,42,135.33758113,45,C,1,9
1,119G,119,0,3,F,0,41,4125.4537932,45,G,1,9
2,119G,119,0,3,F,0,42,4125.4537932,45,G,1,9
1,120A,120,2,2,R,F,2,49.309117496,45,A,1,9
2,120A,120,0,2,B,0,50,49.309117496,45,A,1,9
1,121J,121,20,31,F,F,2,60.166354458,45,J,1,9
1,122F,122,0,5,L,0,42,2902.5153349,45,F,1,9
1,123H,123,0,1,U,0,63,6242.3115761,45,H,1,9
2,123H,123,0,1,F,0,60,6242.3115761,45,H,1,9
3,123H,123,0,1,F,0,68,6242.3115761,45,H,1,9
4,123H,123,0,1,F,0,68,6242.3115761,45,H,1,9
1,124K,124,0,20,F,0,52,100.21864765,45,K,1,9
1,125K,125,0,1,U,0,60,100.21864765,45,K,1,9
1,126K,126,0,1,F,0,50,100.21864765,45,K,1,9
2,126K,126,0,1,F,0,60,100.21864765,45,K,1,9
1,127K,127,2,1,F,L,2,100.21864765,45,K,1,9
1,128D,128,0,5,F,0,44,1353.1181455,45,D,1,9
1,129J,129,3,3,R,F,2,98.221573654,45,J,1,9
2,129J,129,3,3,R,L,2,98.221573654,45,J,1,9
1,130H,130,16,4,F,B,2,11454.06,45,H,1,9
1,131K,131,0,1,F,0,64,144.59321388,45,K,1,9
2,131K,131,0,1,R,0,64,144.59321388,45,K,1,9
3,131K,131,0,1,L,0,64,144.59321388,45,K,1,9
1,132B,132,2,2,F,R,2,51.26644956,45,B,1,9
2,132B,132,0,2,L,0,42,51.26644956,45,B,2,9
3,132B,132,0,2,R,0,60,51.26644956,45,B,1,9
4,132B,132,0,2,L,0,42,51.26644956,45,B,1,9
5,132B,132,0,2,R,0,42,51.26644956,45,B,1,9
1,133J,133,2,1,F,L,2,60.166354458,45,J,1,9
1,134E,134,39,2,R,L,2,939.82575496,45,E,1,9
2,134E,134,0,2,L,0,54,939.82575496,45,E,1,9
3,134E,134,0,2,L,0,54,939.82575496,45,E,1,9
1,135G,135,2,4,F,L,2,4663.3881996,45,G,1,9
1,136B,136,0,3,R,0,64,73.951853491,45,B,1,9
1,137B,137,0,31,F,0,41,73.951853491,45,B,1,9
2,137B,137,0,31,B,0,59,73.951853491,45,B,1,9
3,137B,137,0,31,R,N,31,73.951853491,45,B,1,9
1,138A,138,0,4,R,N,31,66.505672223,45,A,1,9
2,138A,138,0,4,R,0,60,66.505672223,45,A,1,9
1,139K,139,0,1,F,0,42,92.701175149,45,K,1,9
1,140K,140,2,2,L,F,2,51.548382845,45,K,1,9
1,141K,141,31,1,F,L,3,51.548382845,45,K,1,9
2,141K,141,15,1,F,F,2,51.548382845,45,K,1,9
1,142E,142,3,30,F,L,2,1602.7733829,45,E,1,9
1,143H,143,31,1,F,B,2,7930.7266083,45,H,1,9
1,144B,144,0,4,F,0,42,51.26644956,45,B,1,9
2,144B,144,0,4,F,0,50,51.26644956,45,B,1,9
3,144B,144,0,4,L,0,42,51.26644956,45,B,1,9
4,144B,144,0,4,F,0,42,51.26644956,45,B,1,9
1,145D,145,1,5,L,F,2,164.39107638,45,D,1,9
1,146E,146,0,3,F,0,57,618.75111945,45,E,1,9
2,146E,146,0,3,F,0,41,618.75111945,45,E,1,9
3,146E,146,0,3,F,0,41,618.75111945,45,E,1,9
4,146E,146,0,3,F,0,42,618.75111945,45,E,1,9
1,147G,147,3,1,F,L,2,3070.2251494,45,G,1,9
2,147G,147,0,3,F,0,56,3070.2251494,45,G,2,9
1,148B,148,1,14,F,L,2,78.661958545,45,B,1,9
2,148B,148,0,14,T,N,31,78.661958545,45,B,1,9
1,149E,149,4,2,F,B,2,4786.8718432,45,E,1,9
1,150J,150,31,20,F,L,2,92.317750122,45,J,1,9
2,150J,150,1,20,F,L,3,92.317750122,45,J,1,9
3,150J,150,20,20,F,F,4,92.317750122,45,J,1,9
1,151K,151,0,30,F,0,43,105.4593999,45,K,1,9
