PSU,CASEID,CASENO,STRATIF,RECNO,VERSION,VEHNO,OCUPANTS,DRPRES,MONDRIVE,MILEVEH,MILETOT,TYPEOP,BMCSREG,DRCLASS,DRTRAIN,FREQDRIV,PRIORLAT,PRIORMID,PRIOREAR,AVOIDMAN,ACC12MO,VIOLSP,VIOLDWI,VIOLRECK,VIOLSUSP,VIOLROW,VIOLCLOS,VIOLSIGN,VIOLOTH,VIOLUNK,DRINKING,ALCTEST,LSOURCE,LCOMPL,LSTATUS,LTYPCOMP,LREST,LRESTADD,PREVSPD,PREVOTH,PREVDWI,PREVSUS,PREVACC,LANES,MEDIANT,MEDIANW,ACCESS,TRAFFLOW,SHOULDLT,SHOULDRT,ALIGNMNT,GRADE,SURTYPE,SURCOND,TRAFCONT,TRCTLFCT,SPLIMIT,DRIRF1,DRIRF2,DRIRF3,ENVRF1,ENVRF2,ENVRF3,PSUWGT,NATWGT,RATWGT
33,180M,180,M,4,6,1,1,1,61,997,500,3,1,3,0,2,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,C,1,0,2,4,0,0,0,0,0,0,0,2,3,16,3,1,2,0,2,1,2,2,1,3,30,0,0,0,22,0,0,4.857,238.544,256.409
33,180M,180,M,4,6,2,1,1,61,190,50,0,0,0,0,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,1,0,2,2,0,0,0,0,0,0,0,2,3,16,3,1,2,0,2,1,2,2,1,3,30,0,0,0,0,0,0,4.857,238.544,256.409
33,181W,181,W,4,6,1,1,1,61,250,120,0,0,0,0,1,22,21,16,7,0,0,0,0,0,1,0,0,0,0,0,C,1,3,2,2,1,0,0,0,0,0,0,2,0,0,3,0,6,6,1,1,2,1,20,3,30,0,0,0,0,0,0,44.000,2160.928,2128.255
33,181W,181,W,4,6,2,1,1,12,2,100,0,0,0,3,2,2,0,0,U,0,0,0,0,0,0,0,0,0,0,0,C,1,0,2,2,0,0,0,0,0,0,0,2,0,0,3,0,6,6,1,1,2,1,0,0,30,0,0,0,0,0,0,44.000,2160.928,2128.255
33,182W,182,W,4,6,1,1,1,61,100,120,0,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,1,0,2,2,0,0,0,1,0,0,0,2,0,0,3,0,1,1,2,1,2,2,40,3,45,27,0,0,22,0,0,16.500,810.348,798.095
33,183R,183,R,4,6,1,2,1,61,22,50,0,0,0,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,1,3,2,2,1,0,0,0,0,0,0,2,U,U,1,U,U,U,U,U,1,2,0,0,55,0,0,0,98,0,0,11.500,564.788,459.695
33,184C,184,C,4,6,1,2,1,61,350,125,0,0,0,2,1,23,32,16,0,0,0,0,0,0,0,0,0,0,0,8,C,1,0,2,2,0,0,2,0,0,0,0,2,0,0,3,0,3,3,1,1,2,1,0,0,30,0,0,0,0,0,0,8.333,409.267,465.414
33,185Y,185,Y,4,6,1,2,1,61,100,160,0,0,0,2,2,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,C,1,0,2,2,0,0,0,0,0,0,1,2,0,0,3,0,0,0,3,1,2,2,0,0,30,0,0,0,0,0,0,56.000,2750.272,3455.682
33,185Y,185,Y,4,6,2,1,1,61,60,250,0,0,0,0,2,22,21,16,9,0,0,0,0,0,0,0,0,0,0,0,C,1,0,2,4,0,0,1,0,0,0,0,2,0,0,3,0,0,0,1,1,2,2,20,3,30,0,0,0,0,0,0,56.000,2750.272,3455.682
33,186V,186,V,4,6,1,1,1,61,8,U,0,0,0,2,1,12,3,1,U,0,0,0,0,0,0,0,0,1,0,0,C,1,0,2,2,0,0,0,0,1,1,0,2,0,0,3,0,0,0,1,1,2,2,0,0,35,39,0,0,0,0,0,14.500,712.124,724.568
33,186V,186,V,4,6,2,2,1,61,12,80,0,0,0,2,3,32,22,21,0,1,0,0,0,0,0,0,0,0,0,0,C,1,0,2,2,0,0,0,1,0,0,1,2,0,0,3,0,0,0,1,1,2,2,0,0,35,0,0,0,0,0,0,14.500,712.124,724.568
33,187W,187,W,4,6,1,1,1,61,80,80,0,0,0,0,3,63,12,1,0,0,0,1,0,0,0,0,0,1,0,1,19,1,0,2,2,0,0,0,0,0,0,0,2,0,0,3,0,1,1,1,1,2,3,0,0,55,27,0,0,0,0,0,13.500,663.012,652.987
33,188R,188,R,4,6,1,1,1,61,150,120,0,0,0,2,1,12,17,1,6,0,0,0,0,0,0,0,0,0,0,0,C,1,0,2,2,0,0,0,0,0,0,0,2,0,0,3,0,3,3,2,3,2,4,0,0,35,0,0,0,22,0,0,32.500,1596.140,1299.139
33,188R,188,R,4,6,2,1,1,61,200,100,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,C,1,3,2,2,1,0,0,1,1,1,0,2,0,0,3,0,3,3,2,1,2,4,0,0,35,0,0,0,0,0,0,32.500,1596.140,1299.139
33,189W,189,W,4,6,1,1,1,61,U,110,0,0,0,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,1,0,2,4,0,0,0,1,0,0,0,4,0,0,3,0,1,1,1,1,2,1,0,0,35,0,0,0,0,0,0,7.500,368.340,362.771
33,189W,189,W,4,6,2,1,1,61,220,70,0,0,0,2,5,34,16,2,0,0,0,0,0,0,1,0,0,0,0,0,C,1,0,2,2,0,0,0,0,0,0,0,3,0,0,3,0,1,1,1,1,2,1,0,0,35,32,0,0,0,0,0,7.500,368.340,362.771
33,190W,190,W,4,6,1,1,1,61,300,52,0,0,0,0,1,64,16,2,5,0,0,0,0,0,0,0,0,0,0,0,C,1,0,2,2,0,0,0,0,0,0,0,2,0,0,3,0,3,1,2,3,2,4,0,0,40,0,0,0,22,0,0,29.500,1448.804,1426.898
33,191W,191,W,4,6,1,1,1,14,1,U,0,0,0,2,2,32,16,2,2,0,0,0,0,0,1,0,0,0,0,0,C,1,3,2,2,1,0,0,0,0,0,0,3,0,0,3,0,2,2,1,1,2,1,1,3,35,22,0,0,0,0,0,10.000,491.120,483.694
33,191W,191,W,4,6,2,1,1,U,U,U,0,0,0,U,U,2,0,0,U,U,0,0,0,0,0,0,0,0,0,0,C,1,0,2,2,0,0,0,0,0,0,0,3,0,0,3,0,2,2,1,1,2,1,1,3,35,0,0,0,0,0,0,10.000,491.120,483.694
33,192V,192,V,4,6,1,1,1,U,U,U,0,0,0,U,U,1,U,U,U,U,0,0,0,0,0,0,0,0,0,U,U,1,0,3,1,0,0,1,5,0,3,1,2,0,0,3,0,1,1,2,2,2,2,0,0,35,27,0,0,U,U,U,16.750,822.626,837.001
33,193M,193,M,4,6,1,1,1,U,U,U,U,U,U,U,U,3,1,U,U,U,1,0,0,0,0,0,0,0,0,0,C,1,0,2,4,0,0,2,0,0,0,0,2,0,0,3,0,3,3,1,1,2,3,0,0,35,0,0,0,22,0,0,5.429,266.608,286.575
33,193M,193,M,4,6,2,2,1,61,U,120,0,0,0,0,1,67,16,2,0,0,0,0,0,0,0,0,0,0,0,0,C,1,0,2,2,0,0,0,0,0,0,0,2,0,0,3,0,3,3,1,1,2,3,0,0,35,0,0,0,0,0,0,5.429,266.608,286.575
33,194V,194,V,4,6,1,1,1,61,10,30,0,0,0,3,3,64,1,U,0,1,0,0,0,0,0,0,0,0,0,0,C,1,3,2,2,1,0,0,0,0,0,1,2,0,0,3,0,2,1,1,1,2,3,0,0,35,4,27,0,0,0,0,19.250,945.406,961.926
33,195Z,195,Z,4,6,1,3,1,61,20,52,0,0,0,0,1,19,16,2,7,0,0,0,0,0,0,0,0,0,0,0,C,1,0,2,2,0,0,0,0,0,0,0,2,0,0,3,0,6,6,2,1,2,4,0,0,30,0,0,0,22,0,0,136.000,6679.230,6626.723
33,196W,196,W,4,6,1,2,1,61,226,95,0,0,0,3,3,19,16,8,0,0,0,0,0,0,0,0,0,0,0,0,C,1,3,2,2,1,0,0,0,0,0,0,2,3,5,3,1,1,0,2,1,1,4,2,3,45,0,0,0,22,0,0,22.500,1105.020,1088.312
33,196W,196,W,4,6,2,1,1,U,U,U,0,0,0,U,U,1,U,U,U,U,0,0,0,0,0,0,0,0,0,0,C,1,0,2,2,0,0,1,0,0,0,0,2,3,5,3,1,1,0,2,1,1,4,1,3,45,0,0,0,22,0,0,22.500,1105.020,1088.312
33,197V,197,V,4,6,1,1,1,9,25,33,0,0,0,2,1,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,C,1,3,2,2,1,0,0,0,0,0,0,2,0,0,3,0,5,5,1,1,2,3,0,0,40,22,0,0,22,0,0,3.417,167.840,170.773
33,198W,198,W,4,6,1,1,1,48,30,150,0,0,0,0,1,13,17,2,3,1,0,0,0,0,0,0,0,1,0,0,C,1,3,2,2,1,0,0,0,0,0,3,2,3,6,3,1,1,2,2,1,2,4,0,0,55,27,0,0,22,0,0,6.835,335.681,330.605
33,198W,198,W,4,6,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,6,3,1,1,2,2,1,2,4,0,0,55,,,,,,,6.835,335.681,330.605
33,199W,199,W,4,6,1,2,1,61,U,70,0,0,0,0,4,12,17,14,0,0,1,0,0,0,0,0,0,0,0,0,C,1,0,2,2,0,0,0,0,0,0,0,2,0,0,3,0,1,1,2,1,2,4,0,0,55,27,0,0,22,0,0,6.835,335.681,330.605
34,001M,1,M,4,6,1,6,1,61,U,200,0,0,0,7,1,66,22,21,0,1,0,0,0,0,0,0,0,0,0,0,C,1,U,U,U,U,U,0,0,0,0,0,4,0,0,3,0,0,0,1,1,2,1,0,0,30,0,0,0,0,0,0,18.571,31.386,34.186
34,001M,1,M,4,6,2,8,1,36,U,U,0,0,0,3,4,22,21,16,0,0,0,0,0,0,1,0,0,0,0,0,C,1,U,2,2,U,U,0,0,0,0,0,4,0,0,3,0,0,0,1,1,2,1,0,0,30,0,0,0,0,0,0,18.571,31.386,34.186
34,002W,2,W,4,6,1,3,1,U,U,U,0,0,0,U,U,1,U,U,U,U,0,1,0,0,0,0,0,1,0,1,U,1,0,1,1,0,0,0,0,0,0,0,3,1,10,3,1,0,0,1,1,2,1,2,3,30,0,0,0,0,0,0,65.000,109.850,110.351
34,002W,2,W,4,6,2,4,1,U,U,U,0,0,0,U,U,21,16,1,U,U,0,0,0,0,0,0,0,0,0,0,C,1,U,U,U,U,U,U,U,U,U,U,3,1,10,3,1,0,0,1,1,2,1,2,3,30,0,0,0,0,0,0,65.000,109.850,110.351
34,003C,3,C,4,6,1,1,1,U,U,U,0,0,0,U,U,32,1,U,U,U,0,0,0,0,0,0,0,1,0,0,C,0,0,1,1,1,0,0,0,0,0,0,1,0,0,3,3,0,0,1,1,2,2,2,3,30,0,0,0,0,0,0,43.000,72.670,75.156
34,004M,4,M,4,6,1,1,1,U,U,U,0,0,0,U,U,1,U,U,U,U,0,0,0,0,0,0,0,0,0,U,C,1,U,2,2,U,U,2,2,0,0,2,4,1,4,3,1,0,0,1,3,2,2,2,3,30,U,U,U,U,U,U,18.429,31.144,33.923
34,004M,4,M,4,6,2,1,1,61,997,997,3,2,1,4,3,31,21,16,0,0,0,0,0,0,0,0,0,1,0,U,C,U,U,U,U,U,U,U,U,U,U,U,4,1,4,3,1,0,0,1,2,2,2,2,3,30,U,U,U,U,U,U,18.429,31.144,33.923
34,005L,5,L,4,6,1,2,1,U,U,U,U,U,U,U,U,1,U,U,U,U,0,0,0,0,0,0,0,1,0,0,C,0,0,1,1,0,0,0,0,0,0,0,4,0,0,3,0,0,0,1,2,2,1,1,3,30,0,0,0,0,0,0,25.750,43.517,55.339
34,005L,5,L,4,6,2,1,1,U,U,U,0,0,0,U,U,32,1,U,U,U,0,0,0,0,0,0,0,0,0,0,C,0,0,1,1,0,0,0,0,0,0,0,4,0,0,3,0,0,0,1,1,2,1,1,3,30,33,0,0,0,0,0,25.750,43.517,55.339
34,006M,6,M,4,6,1,2,1,36,1,100,0,0,0,0,2,15,3,2,0,0,0,0,0,0,0,0,0,0,0,0,C,U,U,U,U,U,U,U,U,U,U,U,2,0,0,3,0,0,0,1,3,2,1,2,3,30,0,0,0,0,0,0,29.429,49.734,54.171
34,006M,6,M,4,6,2,25,1,61,10,300,1,1,U,5,1,21,10,U,0,0,0,0,0,0,0,0,0,0,0,0,C,1,U,2,4,U,U,0,0,0,0,1,2,0,0,3,0,0,0,1,3,2,1,2,3,30,0,0,0,0,0,0,29.429,49.734,54.171
34,007W,7,W,4,6,1,1,1,61,450,100,0,0,0,8,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,C,1,U,3,1,U,U,0,5,0,8,4,2,0,0,3,0,0,0,1,1,2,1,0,0,30,2,0,0,0,0,0,103.000,174.070,174.864
34,008L,8,L,4,6,1,1,1,36,12,150,0,0,0,0,3,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,C,1,U,2,2,U,U,0,0,0,0,0,2,0,0,3,0,0,0,1,1,2,2,2,1,30,0,0,0,0,0,0,29.375,49.644,63.129
34,008L,8,L,4,6,2,1,1,U,U,U,0,0,0,U,U,1,U,U,U,U,0,0,0,0,0,0,0,1,0,0,C,1,U,U,U,U,U,U,U,U,U,U,1,0,0,3,0,0,0,1,1,2,2,2,1,30,0,0,0,0,0,0,29.375,49.644,63.129
34,009V,9,V,4,6,1,1,1,61,10,100,0,0,0,3,3,2,0,0,7,0,0,0,0,0,0,0,0,1,0,0,C,1,U,2,2,U,U,0,0,0,0,2,3,1,12,3,1,0,0,1,1,2,1,2,3,35,0,0,0,0,0,0,58.750,99.287,95.876
34,009V,9,V,4,6,2,U,1,U,U,U,0,0,0,U,U,34,1,U,U,U,0,0,0,0,0,0,0,0,0,8,C,U,U,U,U,U,U,U,U,U,U,U,2,1,7,3,1,0,0,1,1,2,1,2,3,35,0,0,0,0,0,0,58.750,99.287,95.876
34,009V,9,V,4,6,3,1,1,61,997,250,0,0,0,0,4,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,C,1,U,2,2,U,U,0,0,0,0,0,4,1,12,3,1,0,0,1,1,2,1,2,3,35,0,0,0,0,0,0,58.750,99.287,95.876
34,010B,10,B,4,6,1,1,1,61,70,170,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,C,U,U,U,U,U,U,U,U,U,U,U,2,0,0,3,0,0,0,1,1,2,1,0,0,30,0,0,0,0,0,0,26.125,44.151,49.322
34,011M,11,M,4,6,1,U,1,U,U,U,0,0,0,U,U,32,1,U,U,U,0,0,0,0,0,0,0,0,0,0,C,U,U,U,U,U,U,U,U,U,U,U,2,0,0,3,0,0,0,1,1,2,1,2,3,30,0,0,0,0,0,0,29.857,50.459,54.960
34,011M,11,M,4,6,2,2,1,36,350,500,0,0,0,0,1,2,0,0,6,0,0,0,0,0,0,0,0,0,0,8,C,U,U,U,U,U,U,U,U,U,U,U,2,0,0,3,3,0,0,1,1,2,1,2,3,30,0,0,0,0,0,0,29.857,50.459,54.960
34,012L,12,L,4,6,1,2,1,61,9,U,4,2,3,0,3,38,21,84,0,U,0,0,0,0,0,0,0,0,0,0,C,U,U,U,U,U,U,U,U,U,U,U,2,0,0,3,0,0,0,1,1,2,1,20,3,30,0,0,0,0,0,0,43.250,73.092,92.947
34,012L,12,L,4,6,2,19,1,61,1,250,1,1,1,0,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,1,U,2,4,U,U,0,0,0,0,0,2,0,0,3,0,0,0,1,1,2,1,0,0,30,0,0,0,0,0,0,43.250,73.092,92.947
34,013T,13,T,4,6,1,1,1,U,U,U,1,1,U,U,U,1,U,U,U,U,0,0,0,0,0,0,0,0,0,0,C,1,U,2,4,U,U,0,0,0,0,2,2,3,11,3,1,2,0,1,1,2,3,0,0,30,0,0,0,0,0,0,49.429,83.534,89.444
34,013T,13,T,4,6,2,6,1,61,70,U,0,0,0,0,1,32,22,21,U,U,0,0,0,0,0,0,0,0,0,0,C,1,U,2,2,U,U,0,0,0,0,0,1,0,0,3,3,0,0,1,1,2,3,20,3,30,0,0,0,0,0,0,49.429,83.534,89.444
34,014C,14,C,4,6,1,U,1,U,U,U,0,0,0,U,U,1,U,U,U,U,0,0,0,0,0,0,0,0,0,0,C,U,U,U,U,U,U,U,U,U,U,U,2,0,0,3,0,0,0,1,1,2,2,1,3,30,0,0,0,0,0,0,92.333,156.043,161.381
34,015T,15,T,4,6,1,1,1,61,1,200,0,0,0,3,1,4,2,0,2,0,0,0,0,0,0,0,0,1,0,0,C,U,U,U,U,U,U,0,0,0,0,0,2,0,0,3,0,0,0,1,2,2,1,0,0,30,29,0,0,0,0,0,39.571,66.876,71.607
34,015T,15,T,4,6,2,2,1,61,1,90,0,0,0,8,4,23,22,21,0,1,0,0,0,0,0,0,0,0,0,0,C,U,U,U,U,U,U,U,U,U,U,U,2,0,0,3,3,0,0,1,1,2,1,20,3,30,29,0,0,0,0,0,39.571,66.876,71.607
34,016B,16,B,4,6,1,U,1,U,U,U,U,U,U,U,U,1,U,U,U,U,0,0,0,0,0,0,0,0,0,0,C,U,U,U,U,U,U,U,U,U,U,U,3,2,4,1,2,0,2,2,2,2,1,0,0,50,0,0,0,0,0,0,61.250,103.512,115.636
34,017M,17,M,4,6,1,1,1,U,U,U,0,0,0,U,U,1,U,U,U,U,0,0,0,0,0,0,0,0,0,0,C,U,U,U,U,U,U,U,U,U,U,U,4,0,0,3,0,0,0,1,1,2,1,2,3,30,0,0,0,0,0,0,70.000,118.300,128.854
34,017M,17,M,4,6,2,1,1,61,11,300,0,0,0,3,2,21,16,2,0,1,0,0,0,0,0,0,0,0,0,0,C,1,U,2,2,U,U,0,0,0,0,1,4,0,0,3,0,0,0,1,1,2,1,2,3,30,0,0,0,0,0,0,70.000,118.300,128.854
34,019C,19,C,4,6,1,U,1,U,U,U,0,0,0,U,U,38,1,U,U,U,0,0,0,0,0,0,0,0,0,U,C,U,U,U,U,U,U,U,U,U,U,U,2,0,0,3,0,0,0,1,1,2,1,28,3,30,U,U,U,U,U,U,53.333,90.133,93.216
34,020V,20,V,4,6,1,1,1,U,U,U,0,0,0,U,U,23,16,1,0,U,0,0,0,0,0,0,0,0,0,0,C,1,U,2,2,U,U,0,0,0,1,2,1,0,0,3,3,0,0,1,1,2,1,20,3,30,29,0,0,0,0,0,40.000,67.600,65.277
34,020V,20,V,4,6,2,3,1,61,80,U,0,0,0,3,3,1,U,U,1,0,0,0,0,0,0,0,0,0,0,0,C,1,U,2,2,U,U,0,1,0,0,0,2,0,0,3,0,0,0,1,1,2,1,0,0,30,0,0,0,0,0,0,40.000,67.600,65.277
34,021M,21,M,4,6,1,3,1,U,U,U,U,U,U,U,U,40,1,U,U,U,0,0,0,0,0,0,0,1,0,0,C,0,0,1,1,0,0,U,U,U,U,U,5,0,0,3,0,0,0,1,1,2,1,2,3,30,33,0,0,0,0,0,30.286,51.183,55.749
34,021M,21,M,4,6,2,1,1,61,200,120,0,0,0,0,1,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,C,1,U,2,2,U,U,0,0,0,0,0,1,1,5,3,1,0,0,1,1,2,1,2,3,30,0,0,0,0,0,0,30.286,51.183,55.749
34,022W,22,W,4,6,1,1,1,61,50,50,0,0,0,0,1,2,0,0,1,U,0,0,0,0,0,0,0,1,0,0,C,1,U,2,2,U,U,0,1,0,0,1,1,1,4,3,1,0,0,3,1,2,1,2,3,30,0,0,0,0,0,0,106.000,179.140,179.957
34,023M,23,M,4,6,1,U,1,U,U,U,0,0,0,U,U,1,U,U,U,U,0,0,0,0,0,0,0,0,0,0,C,U,U,U,U,U,U,U,U,U,U,U,2,0,0,3,0,0,0,1,2,2,1,0,0,30,0,0,0,0,0,0,25.714,43.457,47.334
34,024M,24,M,4,6,1,1,1,61,1,500,0,0,0,5,1,9,22,21,2,0,0,0,0,0,0,0,0,0,0,0,C,1,U,2,4,U,U,0,2,0,0,0,5,0,0,3,0,0,0,1,1,2,3,2,3,30,20,0,0,0,0,0,25.714,43.457,47.334
34,024M,24,M,4,6,2,3,1,61,470,115,0,0,0,3,2,22,21,0,0,0,0,0,0,0,0,0,0,0,0,0,C,1,U,2,4,U,U,0,0,0,0,0,5,0,0,3,0,0,0,1,1,2,3,2,3,30,0,0,0,0,0,0,25.714,43.457,47.334
34,025W,25,W,4,6,1,U,1,U,U,U,U,U,U,U,U,12,1,U,U,U,0,0,0,0,0,0,0,0,0,0,C,U,U,U,U,U,U,U,U,U,U,U,4,0,0,3,0,0,0,1,1,2,1,0,0,30,27,0,0,0,0,0,90.000,152.100,152.794
34,026D,26,D,4,6,1,1,1,61,600,100,0,0,0,3,1,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,C,1,U,U,U,U,U,U,U,U,U,U,2,0,0,3,0,0,0,1,2,2,1,0,0,30,0,0,0,7,0,0,31.400,53.066,61.812
34,027M,27,M,4,6,1,1,1,61,5,100,0,0,0,4,2,38,22,21,0,U,0,0,0,0,0,0,0,0,0,0,C,1,U,2,4,U,U,0,0,0,0,2,2,0,0,3,0,0,0,1,1,2,2,2,3,30,0,0,0,0,0,0,22.429,37.904,41.286
34,028B,28,B,4,6,1,2,1,16,15,U,0,0,0,2,3,4,2,0,2,0,0,0,0,0,0,0,0,1,0,0,C,1,U,3,1,U,U,0,0,0,0,0,2,0,0,3,0,0,0,1,1,2,3,0,0,30,0,0,0,0,0,0,34.000,57.460,64.190
34,029M,29,M,4,6,1,1,1,61,40,300,0,0,0,0,1,34,5,2,2,1,0,0,0,0,0,0,0,0,0,0,C,1,U,3,1,U,U,0,1,0,1,2,2,0,0,3,0,0,0,1,1,2,1,2,3,30,98,0,0,0,0,0,38.857,65.669,71.527
34,029M,29,M,4,6,2,1,1,26,120,200,0,0,0,3,3,32,16,2,0,0,0,0,0,0,0,0,0,0,0,0,C,1,U,2,2,U,U,0,0,0,0,2,2,0,0,3,0,0,0,1,1,2,1,2,3,30,0,0,0,0,0,0,38.857,65.669,71.527
34,030M,30,M,4,6,1,U,1,U,U,U,0,0,0,U,U,1,U,U,U,U,0,0,0,0,0,0,0,0,0,0,C,U,U,U,U,U,U,U,U,U,U,U,2,0,0,3,0,0,0,1,1,2,3,0,0,30,0,0,0,0,0,0,58.143,98.261,107.027
34,031M,31,M,4,6,1,1,1,7,1,U,2,1,1,5,1,19,56,0,10,0,0,0,0,0,0,0,0,1,0,0,C,1,U,2,2,U,U,0,1,0,1,1,1,0,0,3,3,0,0,1,1,2,3,0,0,30,0,0,0,22,0,0,58.143,98.261,107.027
34,033M,33,M,4,6,1,1,1,61,650,150,0,0,0,0,2,38,22,21,0,0,0,0,0,0,0,0,0,0,0,0,C,1,U,U,U,U,U,U,U,U,U,U,1,0,0,3,3,0,0,1,1,2,2,20,3,30,20,0,0,22,0,0,67.000,113.230,123.331
34,033M,33,M,4,6,2,1,1,61,40,997,3,1,1,8,2,3,2,0,1,1,0,0,0,0,0,0,0,0,0,0,C,1,U,2,4,U,U,1,1,0,1,1,2,0,0,3,0,0,0,1,1,2,2,0,0,30,26,0,0,0,0,0,67.000,113.230,123.331
34,034Z,34,Z,4,6,1,U,1,U,U,U,0,0,0,U,U,1,U,U,U,U,0,0,0,0,0,0,0,0,0,U,C,U,U,U,U,U,U,U,U,U,U,U,4,0,0,3,0,0,0,1,1,2,1,0,0,30,0,0,0,0,0,0,2208.000,3731.520,3686.294
34,035M,35,M,4,6,1,U,1,U,U,U,U,U,U,U,U,1,U,U,U,U,0,0,0,0,0,0,0,0,0,U,C,U,U,U,U,U,U,U,U,U,U,U,1,0,0,3,3,0,0,1,2,2,2,0,0,30,0,0,0,0,0,0,17.571,29.696,32.345
34,036W,36,W,4,6,1,2,1,61,14,20,0,0,0,3,1,23,22,21,0,0,0,0,0,0,0,0,0,0,0,0,C,1,U,2,2,U,U,0,0,0,0,0,1,0,0,3,3,0,0,1,1,2,2,20,3,30,0,0,0,0,0,0,61.500,103.935,104.409
34,036W,36,W,4,6,2,1,1,61,50,120,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,1,U,2,2,U,U,1,0,0,0,0,2,0,0,3,0,0,0,1,1,2,2,0,0,30,0,0,0,0,0,0,61.500,103.935,104.409
34,037D,37,D,4,6,1,1,1,61,250,500,0,0,0,0,1,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,C,1,U,U,U,U,U,U,U,U,U,U,2,0,0,3,0,0,0,1,1,2,1,2,3,30,0,0,0,0,0,0,23.068,38.985,45.410
34,038M,38,M,4,6,1,1,1,61,500,997,0,0,0,3,1,16,2,1,1,0,0,0,0,0,0,0,0,0,0,0,C,1,U,2,2,U,U,0,0,0,0,2,2,0,0,3,3,0,0,1,1,2,1,0,0,30,0,0,0,0,0,0,16.477,27.846,30.331
34,039V,39,V,4,6,1,2,1,U,U,U,0,0,0,U,U,1,U,U,2,U,0,0,0,0,0,0,0,0,0,0,C,1,U,U,U,U,U,U,U,U,U,U,2,0,0,3,0,0,0,1,1,2,1,2,3,30,0,0,0,0,0,0,28.835,48.731,47.057
34,039V,39,V,4,6,2,1,1,24,U,U,0,0,0,0,1,21,16,2,0,0,0,0,0,0,0,0,0,0,0,0,C,U,U,U,U,U,U,U,U,U,U,U,2,0,0,3,0,0,0,1,1,2,2,2,3,30,0,0,0,0,0,0,28.835,48.731,47.057
34,040V,40,V,4,6,1,1,1,61,1,120,0,0,0,8,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,C,1,U,2,2,U,U,0,0,0,0,0,2,0,0,3,0,0,0,1,1,2,2,0,0,30,0,0,0,0,0,0,128.500,217.165,209.703
34,040V,40,V,4,6,2,1,1,33,U,U,0,0,0,2,3,32,22,21,U,0,0,0,0,0,0,0,0,0,0,0,C,1,U,2,2,U,U,0,1,0,0,0,1,0,0,3,3,0,0,1,1,2,2,20,3,30,0,0,0,0,0,0,128.500,217.165,209.703
34,041C,41,C,4,6,1,2,1,55,20,100,0,0,0,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,C,1,U,2,2,U,U,1,1,0,0,0,2,0,0,3,0,0,0,1,1,2,2,0,0,30,0,0,0,0,0,0,76.447,129.195,133.614
34,042M,42,M,4,6,1,3,1,U,U,U,0,0,0,U,U,4,1,U,U,U,0,0,0,0,0,0,0,0,0,0,C,1,U,2,2,U,U,0,1,0,0,0,1,0,0,3,3,0,0,1,1,2,1,0,0,30,0,0,0,0,0,0,32.763,55.369,60.309
34,042M,42,M,4,6,2,1,1,U,U,U,0,0,0,U,U,1,U,U,U,U,0,0,0,0,0,0,0,0,0,0,C,1,U,2,4,U,U,0,0,0,0,0,1,0,0,3,3,0,0,1,1,2,1,0,0,30,0,0,0,0,0,0,32.763,55.369,60.309
34,043V,43,V,4,6,1,U,1,U,U,U,0,0,0,U,U,3,1,U,U,U,0,0,0,0,0,0,0,0,0,0,C,U,U,U,U,U,U,U,U,U,U,U,2,0,0,3,0,0,0,1,1,2,2,0,0,30,39,0,0,0,0,0,57.335,96.896,93.567
34,043V,43,V,4,6,2,1,1,5,12,30,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,1,U,2,2,U,U,0,0,0,0,0,2,0,0,3,0,0,0,1,1,2,2,0,0,30,0,0,0,0,0,0,57.335,96.896,93.567
34,044C,44,C,4,6,1,1,1,U,U,U,0,0,0,U,U,2,23,22,0,U,0,0,0,0,0,0,0,0,0,0,C,U,U,U,U,U,U,U,U,U,U,U,1,0,0,3,3,0,0,1,1,2,1,2,3,30,0,0,0,0,0,0,85.667,144.777,149.729
34,045V,45,V,4,6,1,1,1,61,4,120,0,0,0,3,1,2,0,0,2,2,0,0,0,0,0,0,0,1,0,0,C,1,U,U,U,U,U,U,U,U,U,U,1,0,0,3,3,0,0,1,1,2,2,2,3,30,0,0,0,0,0,0,64.250,108.582,104.852
