PSU,CASEID,CASENO,STRATIF,RECNO,VERSION,VEHNO,OCUPANTS,DRPRES,MONDRIVE,MILEVEH,MILETOT,TYPEOP,BMCSREG,DRCLASS,DRTRAIN,FREQDRIV,PRIORLAT,PRIORMID,PRIOREAR,AVOIDMAN,ACC12MO,VIOLSP,VIOLDWI,VIOLRECK,VIOLSUSP,VIOLROW,VIOLCLOS,VIOLSIGN,VIOLOTH,VIOLUNK,DRINKING,ALCTEST,LSOURCE,LCOMPL,LSTATUS,LTYPCOMP,LREST,LRESTADD,PREVSPD,PREVOTH,PREVDWI,PREVSUS,PREVACC,LANES,MEDIANT,MEDIANW,ACCESS,TRAFFLOW,SHOULDLT,SHOULDRT,ALIGNMNT,GRADE,SURTYPE,SURCOND,TRAFCONT,TRCTLFCT,SPLIMIT,DRIRF1,DRIRF2,DRIRF3,ENVRF1,ENVRF2,ENVRF3,PSUWGT,NATWGT,RATWGT
4,208W,208,W,4,6,1,3,1,U,U,U,0,0,0,2,U,23,16,2,8,U,0,0,0,0,0,0,0,0,0,U,C,U,U,U,U,U,U,U,U,U,U,U,2,0,0,3,0,1,1,1,1,2,2,0,0,45,98,0,0,0,0,0,63.250,606.441,597.272
4,208W,208,W,4,6,2,2,1,61,250,50,0,0,0,2,5,23,57,22,0,0,0,0,0,0,0,0,0,0,0,8,C,1,U,2,2,U,U,0,0,0,0,U,2,0,0,3,3,0,0,1,2,2,2,0,0,0,0,0,0,0,0,0,63.250,606.441,597.272
4,209Z,209,Z,4,6,1,2,1,U,U,U,0,0,0,U,U,1,U,U,2,U,0,0,0,0,0,0,0,0,0,U,C,U,U,U,U,U,U,U,U,U,U,U,2,0,0,3,0,0,0,1,2,2,1,0,0,25,98,0,0,0,0,0,378.000,3624.264,3595.773
4,209Z,209,Z,4,6,2,2,1,17,1,65,0,0,0,2,1,67,32,16,10,0,0,0,0,0,0,0,0,0,0,0,C,1,U,2,2,U,U,0,0,0,0,U,2,0,0,3,0,0,0,1,3,2,1,0,0,25,0,0,0,0,0,0,378.000,3624.264,3595.773
4,210M,210,M,4,6,1,1,1,61,2,600,0,0,0,0,1,23,57,22,0,0,0,0,0,0,0,0,0,0,0,0,C,1,U,1,5,U,U,0,0,0,0,U,4,0,0,3,0,0,0,2,1,2,1,0,0,45,98,0,0,0,0,0,9.643,92.456,99.380
4,211W,211,W,4,6,1,1,1,61,500,300,0,0,0,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,C,1,U,2,4,U,U,0,0,0,0,U,3,2,16,1,2,2,2,3,1,2,1,0,0,55,0,0,0,0,0,0,33.750,323.595,318.702
4,212M,212,M,4,6,1,1,1,61,50,U,0,0,0,2,1,2,0,0,7,0,0,0,0,0,0,0,1,0,0,1,C,1,U,2,2,U,U,0,0,0,0,U,2,0,0,3,0,0,0,1,1,2,2,1,3,0,0,0,0,0,0,0,10.047,96.332,103.546
4,212M,212,M,4,6,2,1,1,61,500,500,1,2,1,0,1,22,21,2,1,1,0,0,0,0,0,0,0,0,0,0,C,1,U,2,4,U,U,0,0,0,0,U,6,0,0,3,0,4,0,1,1,2,2,1,3,35,0,0,0,0,0,0,10.047,96.332,103.546
4,213R,213,R,4,6,1,1,1,61,170,85,0,0,0,2,3,23,16,2,2,0,0,0,0,0,0,0,0,0,0,0,C,1,U,2,2,U,U,1,0,0,0,U,6,0,0,3,0,0,2,1,3,2,2,1,3,50,98,0,0,0,0,0,35.165,337.162,274.425
4,213R,213,R,4,6,2,3,1,U,U,U,0,0,0,U,U,31,22,21,U,U,0,0,0,0,0,0,0,0,0,8,C,1,U,2,2,U,U,0,0,0,0,U,6,0,0,3,0,0,0,1,2,2,2,1,3,50,0,0,0,0,0,0,35.165,337.162,274.425
4,214W,214,W,4,6,1,3,1,61,1,2,0,0,0,0,5,17,16,2,2,0,0,0,0,0,0,0,1,0,1,0,C,1,U,5,1,U,U,0,0,0,0,U,6,0,0,3,0,0,0,1,1,2,2,1,3,40,0,0,0,0,0,0,35.165,337.162,332.064
4,214W,214,W,4,6,2,1,1,61,400,120,0,0,0,0,1,22,21,16,8,0,0,0,0,0,0,0,0,0,0,0,C,1,U,2,2,U,U,0,0,0,0,U,6,0,0,3,0,0,0,1,1,2,2,1,3,35,0,0,0,0,0,0,35.165,337.162,332.064
4,215T,215,T,4,6,1,1,1,61,300,60,0,0,0,2,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,C,1,U,2,2,U,U,0,0,0,0,U,4,0,0,3,0,0,0,1,1,2,1,1,3,45,0,0,0,0,0,0,9.381,89.949,90.995
4,215T,215,T,4,6,2,1,1,26,1,110,0,0,0,2,1,32,16,2,9,0,0,0,0,0,1,0,0,0,0,0,C,1,U,2,2,U,U,0,0,0,0,U,4,0,0,3,0,0,0,1,1,2,1,1,3,45,0,0,0,0,0,0,9.381,89.949,90.995
4,215T,215,T,4,6,3,2,1,61,U,U,0,0,0,0,1,21,16,2,0,0,0,0,0,0,0,0,0,0,0,1,C,1,U,2,2,U,U,0,0,0,0,U,2,0,0,3,0,1,1,1,3,1,1,1,3,45,0,0,0,0,0,0,9.381,89.949,90.995
4,216V,216,V,4,6,1,1,1,61,250,500,0,0,0,8,1,22,21,16,0,0,0,0,0,0,0,0,0,0,0,0,C,1,U,2,2,U,U,0,0,0,0,U,5,0,0,3,0,0,0,3,1,2,2,1,3,35,98,0,0,0,0,0,16.417,157.411,160.162
4,216V,216,V,4,6,2,2,1,61,600,U,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,1,U,2,2,U,U,0,2,0,0,U,4,0,0,3,0,0,0,2,1,2,2,1,3,25,98,0,0,0,0,0,16.417,157.411,160.162
4,217W,217,W,4,6,1,3,1,2,1,1,0,0,0,2,5,98,81,21,0,0,0,0,1,0,0,0,0,0,0,1,C,1,U,2,2,U,U,0,0,0,0,U,2,0,0,3,0,6,6,1,4,2,1,0,0,25,98,0,0,0,0,0,32.835,314.822,310.062
4,218M,218,M,4,6,1,1,1,61,400,200,0,0,0,2,1,2,0,0,8,0,0,1,0,0,0,0,0,0,0,1,13,1,U,2,4,U,U,0,0,0,0,U,2,0,0,3,0,4,4,1,4,2,1,0,0,45,98,0,0,0,0,0,17.857,171.214,184.037
4,218M,218,M,4,6,2,2,1,61,600,200,0,0,0,2,3,21,16,2,5,0,0,0,0,0,0,0,0,0,0,0,C,1,U,2,2,U,U,0,0,0,0,U,2,0,0,3,0,4,4,1,4,2,1,0,0,45,0,0,0,0,0,0,17.857,171.214,184.037
4,218M,218,M,4,6,3,1,1,61,1,50,0,0,0,0,1,21,16,2,0,0,0,0,0,0,0,0,0,0,0,0,C,1,U,1,5,U,U,1,0,0,0,U,2,0,0,3,0,4,4,1,4,2,1,0,0,45,0,0,0,0,0,0,17.857,171.214,184.037
4,219V,219,V,4,6,1,2,1,61,350,50,0,0,0,0,3,32,23,22,0,0,0,0,0,0,1,0,0,0,0,0,C,1,U,2,2,U,U,1,0,0,0,U,4,0,0,3,0,0,0,1,1,2,1,1,3,30,0,0,0,0,0,0,31.250,299.625,304.861
4,219V,219,V,4,6,2,3,1,61,570,9,0,0,0,2,1,16,2,0,1,0,0,0,0,0,0,0,0,0,0,0,C,1,U,2,2,U,U,0,0,0,0,U,4,0,0,3,0,0,0,1,1,2,1,2,3,35,0,0,0,0,0,0,31.250,299.625,304.861
4,220W,220,W,4,6,1,2,1,61,125,80,0,0,0,2,1,9,22,21,0,0,0,0,0,0,0,0,0,0,0,0,C,1,U,2,2,U,U,0,0,0,0,U,4,0,0,3,0,0,0,1,1,2,2,0,0,25,26,0,0,0,0,0,62.500,599.250,590.189
4,220W,220,W,4,6,2,1,1,61,151,120,0,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,1,U,2,2,U,U,0,0,0,0,U,4,0,0,3,0,0,0,1,1,2,2,0,0,25,0,0,0,0,0,0,62.500,599.250,590.189
4,221M,221,M,4,6,1,3,1,61,150,120,0,0,0,8,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,C,1,U,2,2,U,U,0,1,0,0,U,5,0,0,3,0,0,0,1,1,2,2,0,0,45,40,0,0,0,0,0,13.286,127.383,136.923
4,221M,221,M,4,6,2,1,1,59,U,850,3,2,1,0,2,40,9,8,0,1,0,0,0,0,0,0,0,0,0,0,C,1,U,2,4,U,U,0,0,0,0,U,5,0,0,3,0,0,0,1,1,2,2,0,0,45,32,0,0,0,0,0,13.286,127.383,136.923
4,222W,222,W,4,6,1,1,1,20,30,130,0,0,0,2,1,19,9,2,7,1,0,0,0,0,0,0,0,0,0,0,C,1,U,2,2,U,U,0,0,0,0,U,2,3,70,1,1,2,2,3,1,1,3,0,0,55,0,0,0,0,0,0,46.500,445.842,439.101
4,223M,223,M,4,6,1,1,1,U,U,U,0,0,0,U,U,1,U,U,U,U,0,0,0,0,0,0,0,0,0,0,C,1,U,2,2,U,U,0,0,0,0,U,4,0,0,2,3,0,0,3,1,1,4,2,3,35,0,0,0,0,0,0,15.047,144.272,155.077
4,223M,223,M,4,6,2,2,1,7,30,U,3,1,1,0,2,17,16,2,0,0,0,0,0,0,0,0,1,0,0,0,C,1,U,1,3,U,U,0,0,0,0,U,4,0,0,3,3,0,0,1,2,2,4,2,3,25,0,0,0,0,0,0,15.047,144.272,155.077
4,224Q,224,Q,4,6,1,1,1,61,100,200,0,0,0,2,1,2,0,0,98,0,0,0,0,0,0,0,0,0,0,0,C,1,U,2,2,U,U,0,0,0,0,U,4,0,0,3,0,0,0,1,1,1,4,0,0,40,0,0,0,0,0,0,26.332,252.476,312.855
4,224Q,224,Q,4,6,2,1,1,61,160,100,0,0,0,0,3,18,15,19,0,0,0,0,0,0,0,0,0,0,0,0,C,1,U,2,2,U,U,0,0,0,0,U,4,0,0,3,0,0,0,1,1,2,4,0,0,40,98,0,0,0,0,0,26.332,252.476,312.855
4,225V,225,V,4,6,1,1,1,61,625,160,0,0,0,2,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,C,1,U,2,2,U,U,0,0,0,0,U,6,0,0,3,0,0,1,1,1,2,3,1,3,55,0,0,0,0,0,0,26.332,252.476,256.888
4,225V,225,V,4,6,2,1,1,61,400,80,0,0,0,2,2,34,16,2,0,0,0,0,0,0,0,0,0,0,0,0,C,U,U,U,U,U,U,U,U,U,U,U,6,0,0,3,0,0,1,1,1,2,3,1,3,55,32,0,0,0,0,0,26.332,252.476,256.888
4,226T,226,T,4,6,1,2,1,9,5,10,0,0,0,2,2,17,2,0,7,1,1,0,0,0,0,0,0,0,0,0,C,1,U,2,2,U,U,0,0,0,0,U,2,0,0,3,0,0,0,1,5,2,4,0,0,25,0,0,0,0,0,0,16.071,154.093,155.885
4,227W,227,W,4,6,1,1,1,34,350,175,0,0,0,2,3,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,C,1,U,2,2,U,U,0,1,0,0,U,2,0,0,3,0,4,4,1,1,2,2,5,3,35,0,0,0,0,0,0,56.250,539.325,531.170
4,227W,227,W,4,6,2,1,1,61,500,150,0,0,0,2,3,22,21,16,9,0,0,0,0,0,0,0,0,0,0,0,C,1,U,2,2,U,U,0,0,0,0,U,2,0,0,3,0,4,4,1,2,2,2,5,3,45,0,0,0,0,0,0,56.250,539.325,531.170
4,228Z,228,Z,4,6,1,1,1,61,993,260,0,0,0,2,1,23,2,38,6,0,0,0,0,0,0,0,0,0,0,0,C,1,U,2,2,U,U,0,0,0,0,U,1,0,0,1,3,1,1,2,2,2,2,40,3,55,0,0,0,0,0,0,384.000,3681.792,3652.849
4,229M,229,M,4,6,1,1,1,U,U,U,0,0,0,U,U,1,U,U,U,U,0,0,0,0,0,0,0,1,0,0,C,1,U,2,2,U,U,3,2,0,1,U,2,1,13,3,1,0,0,1,1,3,2,1,3,30,0,0,0,0,0,0,12.239,117.343,126.131
4,229M,229,M,4,6,2,1,1,60,400,165,0,0,0,2,1,21,16,2,0,0,0,0,0,0,0,0,0,0,0,0,C,1,U,2,2,U,U,1,1,0,0,U,2,1,13,3,1,0,0,1,1,3,2,1,3,30,0,0,0,0,0,0,12.239,117.343,126.131
4,230Q,230,Q,4,6,1,2,1,U,U,U,0,0,0,U,U,1,U,U,U,U,0,0,0,0,0,0,0,0,0,0,C,1,U,2,2,U,U,0,0,0,0,U,4,0,0,3,0,0,0,1,1,2,2,0,0,35,0,0,0,0,0,0,21.417,205.351,254.460
4,230Q,230,Q,4,6,2,1,1,U,U,U,0,0,0,U,U,32,22,21,U,U,0,0,0,0,1,0,0,0,0,0,C,1,U,2,4,U,U,0,0,0,0,U,4,0,0,3,0,0,0,1,1,2,2,0,0,35,0,0,0,0,0,0,21.417,205.351,254.460
4,231W,231,W,4,6,1,20,1,61,U,203,0,0,0,5,2,23,22,21,98,0,0,0,0,0,0,0,0,0,0,0,C,1,U,2,4,U,U,0,0,0,0,U,2,0,0,3,0,0,0,1,1,2,4,0,0,35,0,0,0,0,0,0,42.835,410.702,404.492
4,231W,231,W,4,6,2,1,1,61,1,12,0,0,0,2,1,21,38,22,9,0,0,0,0,0,0,0,0,1,0,0,C,1,U,3,1,U,U,0,1,0,0,U,2,0,0,3,0,0,0,1,1,2,4,20,3,25,0,0,0,0,0,0,42.835,410.702,404.492
4,232M,232,M,4,6,1,1,1,61,100,100,0,0,0,2,1,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,C,1,U,2,2,U,U,1,0,0,0,U,3,0,0,3,0,0,4,1,1,1,1,1,3,35,98,0,0,0,0,0,18.857,180.802,194.343
4,232M,232,M,4,6,2,1,1,61,3,100,1,2,1,4,2,21,16,2,0,0,0,0,0,0,0,0,0,0,0,0,C,1,U,2,4,U,U,0,0,0,0,U,3,0,0,3,0,0,4,1,1,1,1,1,3,35,0,0,0,0,0,0,18.857,180.802,194.343
4,233V,233,V,4,6,1,1,1,U,U,U,0,0,0,U,U,1,U,U,5,U,0,0,0,0,0,0,0,1,0,1,C,1,U,2,2,U,U,1,0,0,0,U,3,2,26,1,2,2,2,1,1,1,1,0,0,55,98,0,0,0,0,0,33.000,316.404,321.933
4,233V,233,V,4,6,2,3,1,61,110,250,0,0,0,0,3,2,8,2,0,0,0,0,0,0,0,0,0,0,0,0,C,1,U,2,4,U,U,0,0,0,0,U,3,2,26,1,2,1,1,1,1,1,1,0,0,55,0,0,0,0,0,0,33.000,316.404,321.933
4,234M,234,M,4,6,1,1,1,61,570,800,0,0,0,2,3,19,15,2,6,0,0,0,0,0,0,0,0,0,0,0,C,U,U,U,U,U,U,U,U,U,U,U,2,0,0,3,0,0,0,3,1,2,4,20,3,25,98,0,0,0,0,0,13.107,125.671,135.083
4,234M,234,M,4,6,2,6,1,61,40,300,0,0,0,2,4,21,16,15,0,0,0,0,0,0,0,0,0,0,0,0,C,1,3,2,2,1,0,1,0,0,0,1,2,0,0,3,0,4,4,1,1,2,4,0,0,45,0,0,0,0,0,0,13.107,125.671,135.083
4,235P,235,P,4,6,1,3,1,12,1,50,0,0,0,2,2,23,2,0,2,0,0,0,0,0,0,0,0,0,0,0,C,1,U,2,2,U,U,0,0,0,0,U,5,0,0,3,0,0,0,1,1,1,2,1,3,45,48,0,0,0,0,0,11.469,109.962,114.928
4,235P,235,P,4,6,2,1,1,36,30,30,0,0,0,2,1,32,21,16,0,0,0,0,0,0,0,0,0,0,0,0,C,1,U,2,2,U,U,0,0,0,0,U,5,0,0,3,0,0,0,1,1,1,2,1,3,45,0,0,0,0,0,0,11.469,109.962,114.928
4,235P,235,P,4,6,3,2,1,U,U,U,0,0,0,U,U,21,16,2,U,U,0,0,0,0,0,0,0,0,0,0,C,1,U,2,2,U,U,0,0,0,0,U,4,0,0,3,0,0,0,1,1,1,2,1,3,35,0,0,0,0,0,0,11.469,109.962,114.928
4,235P,235,P,4,6,4,1,1,61,120,140,0,0,0,0,1,22,21,16,0,0,0,0,0,0,0,0,0,0,0,0,C,1,U,2,2,U,U,0,0,0,0,U,5,0,0,3,0,0,0,1,1,1,2,1,3,45,0,0,0,0,0,0,11.469,109.962,114.928
4,236W,236,W,4,6,1,1,1,U,U,U,0,0,0,U,U,19,15,1,U,U,0,0,0,0,0,0,0,1,0,1,C,1,U,2,2,U,U,0,1,0,0,U,2,0,0,3,0,0,0,1,1,2,4,0,0,25,98,0,0,0,0,0,45.875,439.849,433.199
4,237W,237,W,4,6,1,1,1,61,U,U,0,0,0,2,2,23,22,21,2,2,0,0,0,1,0,0,0,0,0,0,C,1,U,3,1,U,U,1,0,1,1,U,2,0,0,1,3,1,2,1,2,1,1,1,3,55,98,0,0,0,0,0,45.875,439.849,433.199
4,237W,237,W,4,6,2,4,1,61,997,997,0,0,0,U,4,21,16,2,0,0,0,0,0,0,0,0,0,0,0,0,C,1,U,2,4,U,U,2,0,0,0,U,2,0,0,1,3,1,2,1,2,1,1,1,3,55,0,0,0,0,0,0,45.875,439.849,433.199
4,238Q,238,Q,4,6,1,1,1,36,200,250,0,0,0,2,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,C,1,U,2,2,U,U,1,0,0,0,U,6,0,0,3,0,0,0,1,1,2,2,0,0,50,0,0,0,0,0,0,20.250,194.157,240.589
4,238Q,238,Q,4,6,2,1,1,61,U,U,0,0,0,U,U,23,58,22,U,U,0,0,0,0,0,0,0,0,0,0,C,1,U,2,2,U,U,3,1,0,0,U,2,0,0,3,0,0,0,1,1,2,2,20,3,0,0,0,0,0,0,0,20.250,194.157,240.589
4,239W,239,W,4,6,1,1,1,6,30,50,0,0,0,2,3,22,21,16,2,0,1,0,0,0,0,0,0,0,0,0,C,1,U,2,2,U,U,0,0,0,0,U,4,0,0,3,0,0,0,1,1,2,3,1,3,35,0,0,0,0,0,0,40.500,388.314,382.443
4,239W,239,W,4,6,2,1,1,61,20,50,0,0,0,0,1,21,16,22,0,1,0,0,0,0,0,0,0,0,0,0,C,1,U,2,2,U,U,0,1,0,0,U,4,0,0,3,0,0,0,1,1,2,3,1,3,35,0,0,0,0,0,0,40.500,388.314,382.443
4,240R,240,R,4,6,1,3,1,61,2,600,0,0,0,2,1,56,22,74,1,0,0,0,0,0,0,0,0,1,0,0,C,1,U,2,2,U,U,0,0,0,0,U,5,0,0,3,0,0,0,1,1,2,3,0,0,35,0,0,0,0,0,0,40.335,386.732,314.771
4,240R,240,R,4,6,2,1,1,61,20,78,0,0,0,2,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,C,1,U,2,2,U,U,0,0,0,0,U,5,0,0,3,0,0,0,1,1,2,3,0,0,35,0,0,0,0,0,0,40.335,386.732,314.771
4,241V,241,V,4,6,1,2,1,U,U,U,0,0,0,U,U,18,19,1,U,U,0,0,0,0,0,0,0,0,0,0,C,1,U,2,2,U,U,0,0,0,0,U,5,0,0,3,0,0,0,1,2,2,3,1,3,50,98,0,0,0,0,0,20.167,193.366,196.745
4,241V,241,V,4,6,2,2,1,42,250,350,0,0,0,2,1,22,21,16,0,0,0,0,0,0,0,0,0,0,0,0,C,1,U,2,2,U,U,0,0,0,0,U,5,0,0,3,0,0,0,1,1,2,3,1,3,35,0,0,0,0,0,0,20.167,193.366,196.745
4,242W,242,W,4,6,1,3,1,61,10,250,0,0,0,2,3,18,19,9,2,0,0,0,0,0,0,0,0,0,1,0,C,1,U,2,2,U,U,0,1,0,0,1,2,0,0,3,0,2,2,1,1,2,4,0,0,55,0,0,0,22,0,0,40.335,386.732,380.885
4,243L,243,L,4,6,1,2,1,61,997,350,3,1,1,0,2,23,16,2,0,0,0,0,0,0,0,0,0,0,0,0,C,1,U,2,4,U,U,1,0,0,0,U,5,0,0,3,0,0,0,1,1,2,1,1,3,45,0,0,0,0,0,0,4.844,46.442,76.547
4,243L,243,L,4,6,2,1,1,61,520,750,0,0,0,8,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,1,U,2,4,U,U,1,1,0,0,U,5,0,0,3,0,0,0,1,1,1,1,1,3,45,0,0,0,0,0,0,4.844,46.442,76.547
4,244M,244,M,4,6,1,1,1,61,4,125,0,0,0,2,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,C,1,U,2,2,U,U,1,0,0,0,U,4,0,0,3,0,0,0,1,1,2,2,0,0,40,0,0,0,0,0,0,5.536,53.076,57.051
4,244M,244,M,4,6,2,2,1,61,50,120,0,0,0,2,2,21,16,2,0,0,0,0,0,0,0,0,0,0,0,0,C,1,U,2,2,U,U,0,0,0,0,U,4,0,0,3,0,0,0,1,1,2,2,0,0,40,0,0,0,0,0,0,5.536,53.076,57.051
4,245R,245,R,4,6,1,1,1,U,U,U,0,0,0,U,U,14,1,U,U,U,0,1,0,0,0,0,0,0,0,1,20,1,U,2,2,U,U,0,0,0,0,U,4,0,0,3,0,0,0,1,1,2,2,0,0,35,98,0,0,0,0,0,19.375,185.767,151.201
4,246W,246,W,4,6,1,3,1,20,1,3,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,C,1,U,2,2,U,U,0,0,0,0,U,4,0,0,3,0,0,0,1,1,2,1,0,0,45,98,0,0,0,0,0,19.375,185.767,182.959
4,246W,246,W,4,6,2,2,1,36,60,10,0,0,0,2,1,21,16,2,0,0,0,0,0,0,0,0,0,0,0,0,C,1,U,2,2,U,U,0,0,0,0,U,4,0,0,3,0,0,0,1,1,2,1,0,0,45,0,0,0,0,0,0,19.375,185.767,182.959
4,247M,247,M,4,6,1,2,1,U,U,U,U,U,U,U,U,84,57,22,0,U,0,0,0,0,0,0,0,0,0,U,C,U,U,U,U,U,U,U,U,U,U,U,U,0,0,3,0,0,0,1,3,1,4,0,0,0,48,0,0,0,0,0,1.667,15.985,17.182
4,248V,248,V,4,6,1,1,1,U,U,U,0,0,0,U,U,14,1,U,U,U,0,1,0,0,0,0,0,1,0,1,27,1,U,2,2,U,U,0,0,1,0,U,3,2,27,1,2,2,2,3,1,1,1,0,0,55,98,0,0,0,0,0,2.917,27.973,28.462
4,249W,249,W,4,6,1,1,1,61,70,100,0,0,0,0,1,64,15,1,U,0,0,0,0,0,0,0,0,0,0,0,C,1,U,2,2,U,U,0,0,0,0,U,2,0,0,3,0,4,4,1,1,2,U,40,3,45,0,0,0,0,0,0,5.835,55.946,55.100
5,001R,1,R,4,6,1,1,1,61,570,200,0,0,0,2,3,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,C,1,3,2,2,1,0,0,0,0,0,0,2,0,0,3,0,1,1,1,5,2,1,0,0,40,0,0,0,0,0,0,13.000,338.455,344.574
5,001R,1,R,4,6,2,1,1,U,U,U,0,0,0,U,U,21,16,2,0,U,0,0,0,0,0,0,0,0,0,0,C,1,3,2,2,1,0,0,0,0,0,0,2,0,0,3,0,1,1,1,5,2,1,0,0,40,0,0,0,0,0,0,13.000,338.455,344.574
5,002W,2,W,4,6,1,1,1,36,700,100,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,C,1,0,2,2,0,0,2,1,0,0,0,2,0,0,3,0,1,1,1,1,2,1,20,3,25,0,0,0,0,0,0,13.000,338.455,326.717
5,003M,3,M,4,6,1,1,1,48,6,130,2,2,8,0,5,38,22,0,0,0,0,0,0,0,0,0,0,1,0,0,C,1,1,2,4,1,0,1,1,0,0,0,2,0,0,3,0,0,0,1,1,2,2,1,3,25,0,0,0,0,0,0,4.000,104.140,106.213
5,004W,4,W,4,6,1,4,1,48,50,400,0,0,0,2,5,19,2,0,0,0,0,0,0,0,0,0,0,1,0,0,C,1,0,2,2,0,0,3,7,0,1,1,2,0,0,3,0,6,6,2,1,4,1,0,0,55,0,0,0,0,0,0,5.000,130.175,125.660
5,005R,5,R,4,6,1,1,1,12,100,100,0,0,0,2,1,2,0,0,7,1,0,0,0,0,0,0,0,0,0,0,C,1,0,2,2,0,0,0,0,0,0,0,2,0,0,3,0,3,3,1,1,2,2,0,0,50,0,0,0,0,0,0,14.500,377.507,384.333
5,005R,5,R,4,6,2,1,1,61,310,100,0,0,0,2,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,1,U,U,U,U,U,U,U,U,U,U,2,0,0,3,0,3,3,1,1,2,2,0,0,50,0,0,0,0,0,0,14.500,377.507,384.333
5,006W,6,W,4,6,1,1,1,1,U,U,0,0,0,2,4,12,17,1,98,0,1,0,0,0,0,0,0,0,0,0,C,1,0,2,2,0,0,0,0,0,0,0,2,0,0,3,0,0,0,1,1,1,4,0,0,40,0,0,0,22,0,0,14.500,377.507,364.415
5,006W,6,W,4,6,2,4,1,61,500,250,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,1,0,2,2,0,0,0,0,0,0,0,2,0,0,3,0,0,0,1,1,1,4,0,0,40,0,0,0,0,0,0,14.500,377.507,364.415
5,006W,6,W,4,6,3,1,1,61,250,200,0,0,0,2,1,16,15,2,8,1,0,0,0,0,0,0,0,1,0,0,C,1,3,5,5,1,0,0,0,0,0,2,2,0,0,3,0,0,0,1,2,1,4,0,0,40,0,0,0,0,0,0,14.500,377.507,364.415
5,007M,7,M,4,6,1,1,1,48,10,250,0,0,0,0,2,2,0,0,0,U,1,0,0,0,0,0,0,0,0,1,C,1,0,2,2,0,0,0,2,0,0,U,3,3,40,1,1,1,2,1,3,1,2,0,0,55,0,0,0,22,0,0,10.857,282.666,288.292
5,008W,8,W,4,6,1,1,1,61,300,300,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,C,1,0,2,2,0,0,0,0,0,0,0,2,0,0,3,0,3,3,1,1,2,4,0,0,50,0,0,0,22,0,0,38.000,989.330,955.018
5,009W,9,W,4,6,1,1,1,61,300,140,0,0,0,0,4,1,U,U,7,1,1,0,0,0,0,0,0,0,0,1,C,1,0,2,4,0,0,0,0,0,0,1,2,0,0,3,0,5,5,1,1,2,4,0,0,55,98,0,0,0,0,0,37.000,963.295,929.886
5,010M,10,M,4,6,1,1,1,61,30,800,1,2,1,0,4,38,16,2,0,0,0,0,0,0,0,0,0,0,0,0,C,1,0,2,4,0,0,1,0,0,0,0,3,0,0,3,0,1,2,1,1,2,2,0,0,45,33,0,0,0,0,0,4.857,126.456,128.973
5,011V,11,V,4,6,1,1,1,42,120,50,0,0,0,2,1,16,19,2,0,0,0,0,0,0,0,0,0,0,0,1,C,1,0,2,2,0,0,1,0,0,0,0,2,0,0,3,0,4,4,1,4,2,2,0,0,55,98,0,0,22,0,0,8.500,221.297,191.405
5,012W,12,W,4,6,1,1,1,61,360,150,0,0,0,2,3,1,U,U,2,0,0,0,0,0,0,0,0,1,0,1,C,1,0,2,2,0,0,0,1,0,0,0,2,0,0,3,0,3,3,2,1,2,1,40,3,35,2,27,0,0,0,0,24.000,624.840,603.169
5,013Z,13,Z,4,6,1,1,1,37,83,110,0,0,0,2,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,C,1,0,2,2,0,0,0,0,0,0,0,2,0,0,3,0,4,4,1,2,2,4,0,0,35,98,0,0,0,0,0,168.000,4373.879,3862.362
5,013Z,13,Z,4,6,2,1,1,55,1,U,0,0,0,2,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,1,0,2,2,0,0,1,0,0,0,1,2,0,0,3,0,4,4,1,2,2,4,0,0,35,0,0,0,0,0,0,168.000,4373.879,3862.362
5,014M,14,M,4,6,1,1,1,61,25,997,1,2,1,0,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,C,1,0,2,4,0,0,0,1,0,0,1,3,3,40,1,1,1,2,1,1,2,2,0,0,55,0,0,0,0,0,0,6.214,161.789,165.009
