PSU,CASEID,CASENO,STRATIF,RECNO,VERSION,VEHNO,OCCFORMS,VEHROLE,TOWAWAY,MODELYR,MAKE,MODEL,BODYTYPE,TOWHITCH,CABCONF,SEATCAP,DROMEDRY,AXLESP,AXLEST1,AXLEST2,AXLEST3,BRAKETY,GVWR,VEHSEQ1,VEHSEQ2,VEHSEQ3,VEHSEQ4,OBJCONT1,OBJCONT2,OBJCONT3,OBJCONT4,DOF1,DOF2,DOF3,DOF4,GAD1,GAD2,GAD3,GAD4,SHL1,SHL2,SHL3,SHL4,SVL1,SVL2,SVL3,SVL4,TDD1,TDD2,TDD3,TDD4,EXTENT1,EXTENT2,EXTENT3,EXTENT4,ACCSEQ1,ACCSEQ2,ACCSEQ3,ACCSEQ4,VIN,REGISTRA,SPECUSE,ODOMETER,PCINTEG,PCINTRU,MAGINTRU,FIRE,IMPTYPE,OTHROLE,ROLLOVER,JACKNIFE,SAFETYB,HAZCARGO,CURBWGT,CARGOWGT,SOURCWGT,DVBASIS,DVTOTAL,DVLONG,DVLAT,ENERGY,DVL,DVC1,DVC2,DVC3,DVC4,DVC5,DVC6,DVD,TRAVELSP,VEHRF1,VEHRF2,VEHRF3,DRIVE,VAIS,OTVEHWGT,OTBDYTYP,SHORT,VINJSER,VINJURED,VINLNGTH,VTREAT,PSUWGT,NATWGT,RATWGT,WHEELSHT,WHEELLNG
1,001Z,1,Z,3,6,1,1,1,1,74,20,2,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1,U,N,98,1,0,0,N,U,1056.000,1366.464,1349.902,N,N
1,002V,2,V,3,6,1,3,1,U,74,1,7,3,0,0,19,0,0,0,0,0,0,0,1,,,,2,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,A4E037E512,1,0,U,U,U,U,0,1,2,0,0,0,0,28,U,U,8,U,U,U,U,,,,,,,,,U,0,0,0,1,7,48,2,0,0,1,13,4,42.000,54.348,52.481,U,U
1,002V,2,V,3,6,2,3,2,2,74,18,3,2,0,0,19,0,0,0,0,0,0,0,1,,,,1,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,4X37T4H489,1,0,U,U,U,U,0,2,1,0,0,0,0,48,U,U,8,U,U,U,U,,,,,,,,,U,0,0,0,1,0,28,3,0,0,0,13,6,42.000,54.348,52.481,127.0,U
1,003C,3,C,3,6,1,1,1,1,76,18,2,4,0,0,19,0,0,0,0,0,0,0,1,,,,81,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,4N69C6H570,1,0,U,U,U,U,0,1,7,0,0,0,0,42,U,U,7,U,U,U,U,,,,,,,,,U,U,U,U,1,U,998,98,0,0,0,13,U,296.000,383.024,396.125,124.0,U
1,004M,4,M,3,6,1,2,1,1,82,12,84,78,0,U,98,U,U,U,U,U,U,6,1,,,,31,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,9999999999,1,0,U,U,U,U,0,3,6,0,0,0,U,U,U,U,6,U,U,U,U,,,,,,,,,U,0,0,0,8,0,998,98,0,0,0,0,6,84.857,109.805,119.601,U,U
1,005V,5,V,3,6,1,1,1,2,83,14,12,4,0,0,19,0,0,0,0,0,0,0,1,,,,2,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,1MEBP86X60,1,0,U,U,U,U,0,1,2,0,0,0,0,28,U,U,8,U,U,U,U,,,,,,,,,U,0,0,0,1,0,U,4,0,0,0,17,U,148.500,192.159,185.556,U,U
1,005V,5,V,3,6,2,1,2,U,78,20,2,4,0,0,19,0,0,0,0,0,0,0,1,,,,1,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,9999999999,1,U,U,U,U,U,0,3,1,0,0,0,0,U,U,U,8,U,U,U,U,,,,,,,,,U,0,0,0,1,7,28,4,0,0,1,0,U,148.500,192.159,185.556,U,U
1,006M,6,M,3,6,1,1,1,1,79,23,79,53,0,4,53,0,0,0,0,0,0,0,1,,,,31,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,TCL339V555,1,0,U,U,U,U,0,4,7,0,0,0,U,U,U,U,8,U,U,U,U,,,,,,,,,U,0,0,0,8,0,998,98,0,0,0,13,6,14.863,19.233,20.948,U,U
1,007W,7,W,3,6,1,3,1,2,69,6,10,2,0,0,19,0,0,0,0,0,0,0,1,,,,35,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,9999999999,1,0,U,U,U,U,0,1,6,0,0,0,0,44,U,U,8,U,U,U,U,,,,,,,,,U,0,0,0,1,0,998,98,0,0,0,0,6,52.020,67.314,67.621,U,U
1,008W,8,W,3,6,1,1,1,1,74,12,9,2,0,0,19,0,0,0,0,0,0,0,1,2,,,2,3,,,1,6,,,F,R,,,L,B,,,E,E,,,E,S,,,01,01,,,1,2,,,4X10X17211,1,0,U,1,1,0,0,1,2,0,0,0,0,24,U,U,7,U,U,U,U,,,,,,,,,U,0,0,0,1,U,38,40,0,0,0,11,U,52.020,67.314,67.621,94.2,U
1,008W,8,W,3,6,2,2,1,1,78,12,74,40,0,0,4,0,0,0,0,0,0,0,1,,,,1,,,,12,,,,L,,,,F,,,,E,,,,S,,,,01,,,,1,,,,E15BEAJ623,1,0,41,1,1,0,0,2,1,0,0,0,0,38,0,0,7,U,U,U,U,,,,,,,,,U,0,0,0,8,0,24,2,0,0,0,11,6,52.020,67.314,67.621,U,U
1,008W,8,W,3,6,3,1,2,1,70,20,2,2,0,0,6,0,0,0,0,0,0,0,1,,,,1,,,,12,,,,L,,,,P,,,,M,,,,S,,,,01,,,,2,,,,164370J129,1,0,89,1,1,0,0,2,2,0,0,0,0,39,0,0,7,U,U,U,U,,,,,,,,,0,0,0,0,1,0,24,2,0,0,0,13,6,52.020,67.314,67.621,119.0,U
1,009M,9,M,3,6,1,1,1,1,81,83,89,77,0,U,98,U,3,U,U,U,1,6,1,,,,2,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,1HTL23271,2,0,U,U,U,U,0,U,U,0,1,0,U,U,U,U,6,U,U,U,U,,,,,,,,,U,0,0,0,8,U,39,4,0,0,0,17,U,78.000,100.932,109.936,U,U
1,009M,9,M,3,6,2,2,U,1,80,18,3,4,0,0,19,0,0,0,0,0,0,0,1,,,,1,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,4W69NAH496,1,0,U,U,U,U,0,U,U,0,0,0,0,39,U,U,6,U,U,U,U,,,,,,,,,U,0,0,0,1,0,U,77,0,0,0,13,6,78.000,100.932,109.936,118.9,U
1,010V,10,V,3,6,1,1,1,1,74,14,10,2,0,0,6,0,0,0,0,0,0,0,2,1,,,31,2,,,12,12,,,F,F,,,R,L,,,L,L,,,E,U,,,01,01,,,2,1,,,4H07F59406,1,0,65,1,1,0,0,1,7,0,0,0,0,40,0,0,8,U,U,U,U,,,,,,,,,U,0,0,0,1,0,998,98,0,0,0,11,6,136.500,176.631,170.562,114.0,118.0
1,010V,10,V,3,6,2,5,1,1,77,20,11,2,0,0,4,0,0,0,0,0,0,0,1,,,,1,,,,12,,,,L,,,,Z,,,,M,,,,S,,,,01,,,,1,,,,1V11B7U158,1,0,67,1,1,0,0,2,1,0,0,0,0,25,0,0,7,U,U,U,U,,,,,,,,,U,0,0,0,1,0,40,2,0,0,0,13,6,136.500,176.631,170.562,97.0,U
1,011Q,11,Q,3,6,1,1,1,1,80,19,3,4,0,0,6,0,0,0,0,0,0,0,1,,,,2,,,,12,,,,R,,,,Z,,,,M,,,,S,,,,01,,,,1,,,,6B696A9173,1,0,28,1,1,0,0,3,2,0,0,0,0,42,0,0,7,U,U,U,U,,,,,,,,,U,0,0,0,1,0,26,5,0,0,0,13,6,132.000,170.808,142.496,121.4,U
1,011Q,11,Q,3,6,2,1,1,1,82,20,15,5,0,0,5,0,0,0,0,0,0,0,1,,,,1,,,,6,,,,L,,,,Y,,,,M,,,,S,,,,01,,,,1,,,,1G1AX68X1C,1,0,15,1,1,0,0,2,2,0,0,0,0,26,0,0,7,U,U,U,U,,,,,,,,,U,0,0,0,2,0,42,4,0,0,0,17,6,132.000,170.808,142.496,U,U
1,011Q,11,Q,3,6,3,1,1,U,81,69,69,28,0,0,19,0,0,0,0,0,0,0,2,1,,,66,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,,,1360,0,0,U,0,0,0,0,U,6,0,0,0,0,U,U,U,6,U,U,U,U,,,,,,,,,U,0,0,0,8,7,998,98,0,0,1,4,U,132.000,170.808,142.496,U,U
1,012Q,12,Q,3,6,1,1,1,U,78,20,2,4,0,0,19,0,0,0,0,0,0,0,1,,,,2,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,1N69U8J259,U,0,U,U,U,U,0,1,3,0,0,0,0,38,U,U,8,U,U,U,U,,,,,,,,,U,0,0,0,1,0,U,50,0,0,0,13,6,60.000,77.640,64.771,116.0,U
1,012Q,12,Q,3,6,2,1,2,3,U,12,73,50,0,4,30,0,0,0,0,0,0,0,1,,,,1,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,9999999999,U,0,U,U,U,U,0,4,1,0,0,0,0,U,U,U,8,U,U,U,U,,,,,,,,,0,0,0,0,8,1,38,4,0,0,1,0,U,60.000,77.640,64.771,U,U
1,013V,13,V,3,6,1,1,1,1,76,20,2,4,0,0,6,0,0,0,0,0,0,0,1,,,,2,,,,12,,,,F,,,,L,,,,L,,,,U,,,,01,,,,1,,,,1L39V61226,1,0,66,1,1,0,0,1,3,0,0,0,0,43,0,0,8,U,U,U,U,,,,,,,,,U,0,0,0,1,0,22,4,0,0,0,13,6,60.000,77.640,74.972,121.5,125.0
1,013V,13,V,3,6,2,2,2,1,82,37,32,4,0,0,4,0,0,0,0,0,0,0,1,,,,1,,,,6,,,,B,,,,R,,,,L,,,,U,,,,01,,,,1,,,,JHMSZ3424C,1,0,6,1,1,0,0,4,1,0,0,0,0,22,0,0,8,U,U,U,U,,,,,,,,,U,0,0,0,2,0,43,4,0,0,0,17,6,60.000,77.640,74.972,U,U
1,014M,14,M,3,6,1,1,U,1,78,21,2,2,0,0,19,0,0,0,0,0,0,0,1,,,,2,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,3N37F8M169,1,0,U,U,U,U,0,U,U,0,0,0,0,36,U,U,6,U,U,U,U,,,,,,,,,U,0,0,0,1,0,U,78,0,0,0,13,6,176.571,228.483,248.867,116.0,U
1,014M,14,M,3,6,2,2,U,1,74,20,89,78,0,U,98,0,U,U,U,U,U,U,1,,,,1,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,CCE624V139,1,0,U,U,U,U,0,U,U,0,0,0,U,U,U,U,6,U,U,U,U,,,,,,,,,U,0,0,0,8,0,36,2,0,0,0,13,6,176.571,228.483,248.867,U,U
1,015M,15,M,3,6,1,1,1,1,79,88,89,78,0,U,98,U,U,U,U,U,U,U,1,,,,2,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,9999999999,1,0,U,U,U,U,0,1,3,0,1,0,U,U,U,U,6,U,U,U,U,,,,,,,,,U,0,0,0,8,0,30,2,0,0,0,0,6,64.286,83.186,90.607,U,U
1,015M,15,M,3,6,2,1,2,3,78,12,3,2,0,0,4,0,0,0,0,0,0,0,1,,,,1,,,,6,,,,B,,,,L,,,,E,,,,N,,,,01,,,,1,,,,8F03F26502,1,0,10,1,1,0,0,4,1,0,0,0,0,30,0,0,6,U,U,U,U,,,,,,,,,U,0,0,0,1,0,U,78,0,0,0,11,6,64.286,83.186,90.607,96.2,U
1,016V,16,V,3,6,1,2,1,1,75,20,2,6,0,0,8,0,0,0,0,0,0,0,1,,,,2,,,,1,,,,F,,,,L,,,,L,,,,U,,,,01,,,,1,,,,1L35U5Y100,1,0,84,1,1,0,0,1,1,0,0,0,0,50,1,2,8,U,U,U,U,,,,,,,,,U,0,0,0,1,0,25,5,0,0,0,13,6,112.500,145.575,140.573,U,U
1,016V,16,V,3,6,2,3,2,2,83,20,15,5,0,0,19,0,0,0,0,0,0,0,1,,,,1,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,1G1AX68R0D,1,0,U,U,U,U,0,1,1,0,0,0,0,25,U,U,8,U,U,U,U,,,,,,,,,U,0,0,0,2,7,50,6,0,0,2,17,U,112.500,145.575,140.573,U,U
1,017C,17,C,3,6,1,4,1,1,75,18,1,2,0,0,19,0,0,0,0,0,0,0,1,,,,81,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,4H57H5H146,1,0,U,U,U,U,0,1,7,0,0,0,0,39,U,U,7,U,U,U,U,,,,,,,,,U,U,U,U,1,U,998,98,0,0,0,13,U,250.000,323.500,334.565,112.0,116.0
1,018V,18,V,3,6,1,4,1,2,74,7,1,2,0,0,19,0,0,0,0,0,0,0,1,,,,2,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,LH23C4B458,1,0,U,U,U,U,0,1,2,0,0,0,0,31,U,U,8,U,U,U,U,,,,,,,,,U,0,0,0,1,1,43,6,0,0,1,13,4,187.500,242.625,234.288,111.0,U
1,018V,18,V,3,6,2,1,2,U,77,20,1,6,0,0,19,0,0,0,0,0,0,0,1,,,,1,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,U,,,,1C35U7Z494,1,0,U,U,U,U,0,2,1,0,0,0,0,43,U,U,8,U,U,U,U,,,,,,,,,U,0,0,0,1,0,31,2,0,0,0,13,6,187.500,242.625,234.288,112.0,116.0
1,019M,19,M,3,6,1,1,1,1,71,84,84,75,0,U,98,1,3,U,8,8,U,U,1,,,,2,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,9999999999,1,0,U,U,U,U,0,1,2,0,1,0,0,U,U,U,6,U,U,U,U,,,,,,,,,U,0,0,0,8,0,39,50,0,0,0,0,6,62.571,80.967,88.191,U,U
1,019M,19,M,3,6,2,1,2,1,79,20,73,50,0,4,30,0,0,0,0,0,0,0,1,,,,1,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,CCU149JI68,1,0,58,0,0,0,0,2,1,0,0,0,0,39,0,0,6,U,U,U,U,,,,,,,,,0,0,0,0,8,0,U,75,0,0,0,13,6,62.571,80.967,88.191,U,U
1,020V,20,V,3,6,1,1,1,1,79,20,9,2,0,0,19,0,0,0,0,0,0,0,1,,,,2,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,1Q87G9L649,1,0,U,U,U,U,0,1,2,0,0,0,0,35,0,0,3,4,-4,1,31,U,U,U,U,U,U,U,U,U,0,0,0,1,0,22,2,0,0,0,13,6,109.500,141.693,136.824,108.0,U
1,020V,20,V,3,6,2,2,3,1,80,49,32,2,0,0,4,0,0,0,0,0,0,0,2,1,,,3,1,,,9,2,,,L,R,,,Z,P,,,M,E,,,W,W,,,02,02,,,2,1,,,TE72009177,1,0,U,1,U,U,0,2,1,0,0,0,0,22,0,0,1,14,0,14,19,127,0,3,8,3,13,0,-114,U,0,0,0,1,1,40,2,0,0,1,11,4,109.500,141.693,136.824,94.5,U
1,020V,20,V,3,6,3,1,2,1,71,22,10,2,0,0,5,0,0,0,0,0,0,0,1,,,,2,,,,12,,,,F,,,,Y,,,,E,,,,W,,,,01,,,,2,,,,276571A132,1,0,88,1,1,0,0,1,2,0,0,0,0,40,0,0,1,8,-8,1,184,183,5,4,3,1,1,0,0,0,0,0,0,1,0,22,2,0,0,0,13,6,109.500,141.693,136.824,118.0,U
1,021Z,21,Z,3,6,1,1,1,1,69,14,6,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1,0,N,98,1,0,0,N,6,4092.000,5295.047,5230.871,N,N
1,021Z,21,Z,3,6,2,1,2,1,74,20,2,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1,0,N,98,1,0,0,N,6,4092.000,5295.047,5230.871,N,N
1,022M,22,M,3,6,1,1,1,1,79,20,75,41,0,8,40,0,0,0,0,0,0,0,1,,,,2,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,CPL2593302,1,0,67,1,1,0,0,1,3,0,0,0,0,U,0,0,8,U,U,U,U,,,,,,,,,U,0,0,0,8,0,43,2,0,0,0,13,6,78.857,102.041,111.144,U,U
1,022M,22,M,3,6,2,1,2,1,73,20,2,2,0,0,6,0,0,0,0,0,0,0,1,,,,1,,,,6,,,,B,,,,Y,,,,E,,,,W,,,,01,,,,1,,,,1N47Y3J172,1,0,133,1,1,0,0,4,1,0,0,0,0,43,0,0,8,U,U,U,U,,,,,,,,,U,0,0,0,1,0,U,41,0,0,0,13,6,78.857,102.041,111.144,121.5,U
1,023M,23,M,3,6,1,1,1,1,78,85,83,77,0,1,98,U,3,U,U,U,U,6,1,,,,2,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,258873K,2,0,U,U,U,U,0,3,2,0,1,0,U,U,U,U,6,U,U,U,U,,,,,,,,,U,0,0,0,8,0,27,3,0,0,0,7,6,78.000,100.932,109.936,U,U
1,023M,23,M,3,6,2,1,2,1,79,22,12,3,0,0,19,0,0,0,0,0,0,0,1,,,,1,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,2M07V97540,1,0,U,U,U,U,0,2,2,0,0,0,0,27,0,0,6,U,U,U,U,,,,,,,,,U,0,0,0,1,0,U,77,0,0,0,13,6,78.000,100.932,109.936,97.0,U
1,024T,24,T,3,6,1,1,1,U,78,12,4,2,0,0,19,0,0,0,0,0,0,0,1,2,,,2,3,,,U,U,,,9,9,,,9,9,,,9,9,,,9,9,,,99,99,,,1,3,,,8G87H23616,1,0,U,U,U,U,0,1,2,0,0,0,0,40,U,U,8,U,U,U,U,,,,,,,,,U,0,0,0,1,0,43,2,0,0,0,11,6,78.000,100.932,108.073,114.0,U
1,024T,24,T,3,6,2,2,3,U,73,20,2,2,0,0,19,0,0,0,0,0,0,0,1,2,,,1,3,,,U,U,,,9,9,,,9,9,,,9,9,,,9,9,,,99,99,,,1,2,,,1L47H3J200,1,0,U,U,U,U,0,2,1,0,0,0,0,43,U,U,8,U,U,U,U,,,,,,,,,U,0,0,0,1,7,40,2,0,0,1,13,U,78.000,100.932,108.073,121.5,125.0
1,024T,24,T,3,6,3,3,2,U,78,19,3,2,0,0,19,0,0,0,0,0,0,0,1,2,,,2,1,,,U,U,,,9,9,,,9,9,,,9,9,,,9,9,,,99,99,,,2,3,,,6D47S8Q160,1,0,U,U,U,U,0,2,1,0,0,0,0,43,U,U,8,U,U,U,U,,,,,,,,,U,0,0,0,1,7,43,2,0,0,2,13,U,78.000,100.932,108.073,121.5,U
1,025L,25,L,3,6,1,2,1,1,79,20,73,50,0,4,30,0,0,0,0,0,0,0,1,,,,2,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,CCL249J119,1,0,U,U,U,U,0,1,3,0,0,0,0,U,U,U,8,U,U,U,U,,,,,,,,,U,0,0,0,8,0,U,40,0,0,0,13,6,63.000,81.522,103.667,U,U
1,025L,25,L,3,6,2,3,2,1,80,7,74,40,0,0,2,0,0,0,0,0,0,0,1,,,,1,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,B11ANAK104,1,0,48,1,1,0,0,4,1,0,0,0,0,U,0,0,8,U,U,U,U,,,,,,,,,U,0,0,0,8,0,U,50,0,0,0,13,4,63.000,81.522,103.667,U,U
1,026V,26,V,3,6,1,2,1,2,77,12,6,6,0,0,19,0,0,0,0,0,0,0,1,,,,31,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,7B74S23564,1,0,U,U,U,U,0,1,6,0,0,0,0,47,U,U,8,U,U,U,U,,,,,,,,,U,0,0,0,1,7,998,98,0,0,1,11,U,126.000,163.044,157.442,121.0,U
1,027Q,27,Q,3,6,1,1,1,1,78,7,74,40,0,8,19,0,0,0,0,0,0,0,1,,,,2,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,B21BE8K137,1,0,U,U,U,U,0,1,2,0,0,0,0,U,U,U,8,U,U,U,U,,,,,,,,,U,0,0,0,8,0,38,2,0,0,0,13,6,222.000,287.268,239.652,U,U
1,027Q,27,Q,3,6,2,1,2,1,73,21,1,2,0,0,19,0,0,0,0,0,0,0,1,2,,,1,31,,,U,U,,,9,9,,,9,9,,,9,9,,,9,9,,,99,99,,,1,2,,,3G37K3M309,1,0,U,U,U,U,0,3,1,0,0,0,0,38,U,U,8,U,U,U,U,,,,,,,,,U,0,0,0,1,7,U,40,0,0,1,13,6,222.000,287.268,239.652,112.0,116.0
1,028V,28,V,3,6,1,1,1,2,78,20,10,2,0,0,19,0,0,0,0,0,0,0,1,2,,,33,2,,,U,U,,,9,9,,,9,9,,,9,9,,,9,9,,,99,99,,,1,2,,,9999999999,1,0,U,U,U,U,0,U,U,0,0,0,0,31,U,U,8,U,U,U,U,,,,,,,,,U,0,0,0,1,7,998,98,0,0,1,0,3,66.000,85.404,82.470,U,U
1,028V,28,V,3,6,2,2,3,1,78,22,1,2,0,0,19,0,0,0,0,0,0,0,1,2,,,1,31,,,U,U,,,9,9,,,9,9,,,9,9,,,9,9,,,99,99,,,2,3,,,2F27A8P651,1,0,U,U,U,U,0,U,U,0,0,0,0,31,U,U,8,U,U,U,U,,,,,,,,,U,0,0,0,1,1,31,2,0,0,1,13,5,66.000,85.404,82.470,108.1,U
1,029W,29,W,3,6,1,1,1,1,76,22,1,2,0,0,19,0,0,0,0,0,0,0,1,,,,2,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,2F37M6A220,1,0,U,U,U,U,0,3,2,0,0,0,0,39,U,U,8,U,U,U,U,,,,,,,,,U,0,0,0,1,U,34,2,0,0,0,13,U,132.000,170.808,171.587,112.0,U
1,029W,29,W,3,6,2,2,2,1,72,7,2,2,0,0,19,0,0,0,0,0,0,0,1,,,,1,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,WP29M2G142,1,0,U,U,U,U,0,2,2,0,0,0,0,34,0,0,7,U,U,U,U,,,,,,,,,U,0,0,0,1,1,39,2,0,0,1,13,6,132.000,170.808,171.587,115.0,U
1,030L,30,L,3,6,1,2,1,U,68,12,81,71,0,4,22,1,2,8,8,8,2,3,1,,,,2,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,F61CCC1909,1,0,U,U,U,U,0,1,2,0,0,0,0,U,U,U,6,U,U,U,U,,,,,,,,,U,0,0,0,8,0,25,6,0,0,0,11,6,67.500,87.345,111.071,U,U
1,030L,30,L,3,6,2,2,2,U,78,12,9,6,0,0,19,0,0,0,0,0,0,0,1,,,,1,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,8T12Y20909,1,0,U,U,U,U,0,3,1,0,0,0,0,25,U,U,6,U,U,U,U,,,,,,,,,U,0,0,0,1,7,U,71,0,0,1,11,U,67.500,87.345,111.071,94.5,94.8
1,031V,31,V,3,6,1,1,1,2,82,1,8,3,0,0,19,0,0,0,0,0,0,0,1,,,,2,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,1AMBA4350C,1,0,U,U,U,U,0,1,2,0,0,0,0,28,0,0,8,U,U,U,U,,,,,,,,,U,0,0,0,1,0,34,2,0,0,0,17,6,135.000,174.690,168.688,U,U
1,031V,31,V,3,6,2,1,3,2,70,20,1,2,0,0,19,0,0,0,0,0,0,0,1,2,,,1,31,,,U,U,,,9,9,,,9,9,,,9,9,,,9,9,,,99,99,,,1,2,,,136370K156,1,0,U,U,U,U,0,3,1,0,0,0,0,34,U,U,8,U,U,U,U,,,,,,,,,U,0,0,0,1,1,28,3,0,0,1,13,3,135.000,174.690,168.688,112.0,116.0
1,032B,32,B,3,6,1,1,1,1,75,20,2,2,0,0,19,0,0,0,0,0,0,0,1,2,,,81,82,,,U,U,,,9,9,,,9,9,,,9,9,,,9,9,,,99,99,,,1,2,,,1L47H5J128,1,0,U,U,U,U,0,2,7,0,0,0,0,43,U,U,7,U,U,U,U,,,,,,,,,U,0,0,0,1,0,998,98,0,0,0,13,6,98.250,127.135,142.026,121.5,125.0
1,033T,33,T,3,6,1,2,1,2,78,49,33,9,0,0,19,0,0,0,0,0,0,0,1,,,,2,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,RA42054064,1,0,U,U,U,U,0,1,2,0,0,0,0,24,U,U,8,U,U,U,U,,,,,,,,,U,0,0,0,1,1,38,4,0,0,2,10,3,112.286,145.298,155.577,98.4,U
1,033T,33,T,3,6,2,1,2,U,82,29,2,4,0,0,19,0,0,0,0,0,0,0,1,,,,1,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,1CMTS4128C,1,1,U,U,U,U,0,3,1,0,0,0,0,38,U,U,8,U,U,U,U,,,,,,,,,U,0,0,0,1,7,24,9,0,0,1,17,U,112.286,145.298,155.577,U,U
1,034T,34,T,3,6,1,1,1,2,81,37,32,3,0,0,4,0,0,0,0,0,0,0,1,,,,69,,,,12,,,,F,,,,Y,,,,E,,,,W,,,,03,,,,1,,,,JHMSM5322B,1,0,67,1,1,0,0,1,6,0,0,0,0,22,2,2,1,38,-38,0,636,150,43,48,44,36,72,0,0,U,0,0,0,2,3,998,98,0,1,1,17,3,24.857,32.165,34.441,U,U
1,035W,35,W,3,6,1,1,1,3,74,13,2,2,0,0,19,0,0,0,0,0,0,0,1,,,,2,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,4Y89A85881,1,0,U,U,U,U,0,1,3,0,0,0,0,52,U,U,8,U,U,U,U,,,,,,,,,U,0,0,0,1,U,33,2,0,0,0,11,U,87.000,112.578,113.091,120.4,U
1,035W,35,W,3,6,2,3,3,1,80,12,4,2,0,0,19,0,0,0,0,0,0,0,1,2,,,1,3,,,U,U,,,9,9,,,9,9,,,9,9,,,9,9,,,99,99,,,1,2,,,0G87B18907,1,0,U,U,U,U,0,4,1,0,0,0,0,33,0,0,8,U,U,U,U,,,,,,,,,U,0,0,0,1,0,52,2,0,0,0,11,6,87.000,112.578,113.091,108.4,U
1,035W,35,W,3,6,3,1,2,1,U,U,U,9,0,0,19,0,0,0,0,0,0,0,1,,,,2,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,2,,,,9999999999,U,0,U,U,U,U,0,4,1,0,0,0,0,U,U,U,8,U,U,U,U,,,,,,,,,U,0,0,0,U,U,33,2,0,0,0,0,U,87.000,112.578,113.091,U,U
1,036T,36,T,3,6,1,1,1,2,75,22,11,2,0,0,19,0,0,0,0,0,0,0,1,,,,31,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,2V77A5U522,1,0,U,U,U,U,0,1,6,0,0,0,0,26,U,U,8,U,U,U,U,,,,,,,,,U,0,0,0,1,1,998,98,0,0,1,13,4,85.714,110.914,118.761,97.0,U
