PSU,CASEID,CASENO,STRATIF,RECNO,VERSION,VEHNO,OCCFORMS,VEHROLE,TOWAWAY,MODELYR,MAKE,MODEL,BODYTYPE,TOWHITCH,CABCONF,SEATCAP,DROMEDRY,AXLESP,AXLEST1,AXLEST2,AXLEST3,BRAKETY,GVWR,VEHSEQ1,VEHSEQ2,VEHSEQ3,VEHSEQ4,OBJCONT1,OBJCONT2,OBJCONT3,OBJCONT4,DOF1,DOF2,DOF3,DOF4,GAD1,GAD2,GAD3,GAD4,SHL1,SHL2,SHL3,SHL4,SVL1,SVL2,SVL3,SVL4,TDD1,TDD2,TDD3,TDD4,EXTENT1,EXTENT2,EXTENT3,EXTENT4,ACCSEQ1,ACCSEQ2,ACCSEQ3,ACCSEQ4,VIN,REGISTRA,SPECUSE,ODOMETER,PCINTEG,PCINTRU,MAGINTRU,FIRE,IMPTYPE,OTHROLE,ROLLOVER,JACKNIFE,SAFETYB,HAZCARGO,CURBWGT,CARGOWGT,SOURCWGT,DVBASIS,DVTOTAL,DVLONG,DVLAT,ENERGY,DVL,DVC1,DVC2,DVC3,DVC4,DVC5,DVC6,DVD,TRAVELSP,VEHRF1,VEHRF2,VEHRF3,DRIVE,VAIS,OTVEHWGT,OTBDYTYP,SHORT,VINJSER,VINJURED,VINLNGTH,VTREAT,PSUWGT,NATWGT,RATWGT,WHEELSHT,WHEELLNG
8,039W,39,W,3,6,1,1,1,2,76,1,4,2,0,0,19,0,0,0,0,0,0,0,1,,,,2,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,A6A667A168,1,0,U,U,U,U,0,1,3,0,0,0,0,32,U,U,8,U,U,U,U,,,,,,,,,U,0,0,0,1,0,21,5,0,0,0,13,6,120.000,246.360,258.065,100.0,U
8,039W,39,W,3,6,2,1,3,1,80,20,13,5,0,0,19,0,0,0,0,0,0,0,1,2,,,1,3,,,U,U,,,9,9,,,9,9,,,9,9,,,9,9,,,99,99,,,1,2,,,1B689AA267,1,0,U,U,U,U,0,4,1,0,0,0,0,21,U,U,8,U,U,U,U,,,,,,,,,0,0,0,0,1,0,32,2,0,0,0,13,6,120.000,246.360,258.065,94.3,97.3
8,039W,39,W,3,6,3,2,2,1,78,20,13,3,0,0,19,0,0,0,0,0,0,0,1,,,,2,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,2,,,,1B08E8Y175,1,0,U,U,U,U,0,4,1,0,0,0,0,20,U,U,7,U,U,U,U,,,,,,,,,0,0,0,0,1,0,21,5,0,0,0,13,6,120.000,246.360,258.065,94.3,97.3
8,040T,40,T,3,6,1,1,1,2,76,20,2,6,0,0,8,0,0,0,0,0,0,0,1,2,,,2,2,,,11,9,,,F,L,,,D,Y,,,E,M,,,W,W,,,02,01,,,1,2,,,1L45V6S187,1,0,71,1,1,0,0,1,2,0,0,0,0,50,0,0,1,30,-29,10,520,201,15,9,13,17,27,44,0,U,0,0,0,1,1,32,2,0,0,1,13,4,55.667,114.285,126.805,121.5,125.0
8,040T,40,T,3,6,2,1,3,2,75,12,11,2,0,0,5,0,0,0,0,0,0,0,1,2,3,,1,1,57,,2,3,U,,R,R,9,,Y,Z,9,,E,E,9,,W,W,9,,05,01,99,,1,2,3,,5W82L16917,1,0,93,3,3,3,0,3,1,0,0,0,0,32,0,0,1,47,-12,-45,2038,281,10,51,71,61,43,26,49,U,0,0,0,1,3,50,6,0,1,1,11,3,55.667,114.285,126.805,109.9,U
8,041V,41,V,3,6,1,1,1,2,82,20,13,5,0,0,4,0,0,0,0,0,0,0,1,2,,,2,41,,,U,U,,,9,9,,,9,9,,,9,9,,,9,9,,,99,99,,,1,2,,,1G1AB68C6C,1,0,4,1,1,0,0,4,3,0,0,0,0,21,0,0,8,U,U,U,U,,,,,,,,,U,0,0,0,1,2,31,2,0,0,1,17,4,97.417,199.998,234.549,U,U
8,041V,41,V,3,6,2,1,2,1,81,20,1,2,0,0,6,0,0,0,0,0,0,0,1,,,,1,,,,7,,,,B,,,,R,,,,E,,,,W,,,,01,,,,1,,,,1G1AW27K3B,1,0,77,1,1,0,0,4,3,0,0,0,0,31,0,0,8,U,U,U,U,,,,,,,,,0,0,0,0,1,1,21,5,0,0,1,17,5,97.417,199.998,234.549,U,U
8,042W,42,W,3,6,1,1,1,2,82,9,11,4,0,0,6,0,0,0,0,0,0,0,1,,,,2,,,,12,,,,F,,,,D,,,,E,,,,W,,,,01,,,,1,,,,1P3BP46D3C,1,0,34,1,1,0,0,1,3,0,0,0,0,23,0,0,1,36,-36,0,220,157,5,10,0,0,0,0,0,U,0,0,0,2,0,35,2,0,0,0,17,6,194.835,399.996,419.001,U,U
8,042W,42,W,3,6,2,1,2,2,72,21,1,2,0,0,6,0,0,0,0,0,0,0,1,,,,1,,,,6,,,,B,,,,D,,,,E,,,,W,,,,02,,,,1,,,,3G87H2R100,1,0,104,1,1,0,0,4,1,0,0,0,0,35,0,0,1,25,25,0,773,180,30,27,33,30,24,78,0,U,0,0,0,1,0,23,4,0,0,0,13,6,194.835,399.996,419.001,U,U
8,043Z,43,Z,3,6,1,1,1,1,78,22,2,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1,0,N,98,1,0,0,N,6,2620.000,5378.859,5460.063,N,N
8,043Z,43,Z,3,6,2,1,2,1,81,20,15,5,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2,0,N,98,1,0,0,N,6,2620.000,5378.859,5460.063,N,N
8,044D,44,D,3,6,1,2,1,1,80,20,10,2,0,0,19,0,0,0,0,0,0,0,1,,,,81,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,1Z37KA1512,1,0,U,U,U,U,0,1,7,0,0,0,0,32,U,U,7,U,U,U,U,,,,,,,,,U,0,0,0,1,0,998,98,0,0,0,13,6,68.134,139.879,133.052,108.1,U
8,045T,45,T,3,6,1,1,1,2,78,49,32,2,0,0,5,0,0,0,0,0,0,0,1,,,,2,,,,11,,,,F,,,,L,,,,E,,,,E,,,,01,,,,1,,,,KE30295866,1,0,48,1,1,0,0,1,2,0,0,0,0,21,0,0,3,24,-18,15,1255,140,17,8,6,1,1,3,0,U,0,0,0,1,1,40,2,0,0,1,10,4,48.667,99.914,110.860,93.3,U
8,045T,45,T,3,6,2,1,3,2,74,20,10,2,0,0,6,0,0,0,0,0,0,0,1,2,,,1,69,,,U,U,,,9,9,,,9,9,,,9,9,,,9,9,,,99,99,,,1,2,,,1H57H4K478,1,0,88,U,U,U,0,3,1,0,0,0,0,40,0,0,3,13,-8,-10,181,140,23,14,12,8,7,9,0,U,0,0,0,1,1,21,2,0,0,1,13,6,48.667,99.914,110.860,116.0,U
8,046W,46,W,3,6,1,1,1,2,80,21,1,4,0,0,6,0,0,0,0,0,0,0,1,,,,51,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,3R69AAM533,1,0,67,1,1,0,0,1,6,0,0,0,0,32,0,0,8,U,U,U,U,,,,,,,,,U,0,0,0,1,1,998,98,0,0,1,13,6,170.335,349.698,366.313,108.1,U
8,047M,47,M,3,6,1,1,U,1,78,49,32,2,0,0,4,0,0,0,0,0,0,0,1,,,,2,,,,12,,,,F,,,,D,,,,M,,,,W,,,,01,,,,1,,,,KE30296357,1,0,51,1,1,0,0,1,3,0,0,0,0,21,0,0,6,U,U,U,U,,,,,,,,,U,0,0,0,1,0,U,75,0,0,0,10,6,31.714,65.109,64.661,93.3,U
8,047M,47,M,3,6,2,1,U,1,74,88,81,75,0,4,98,U,U,U,8,8,1,U,1,,,,1,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,820589,1,0,U,U,U,U,0,4,1,0,1,0,U,U,U,U,6,U,U,U,U,,,,,,,,,U,0,0,0,8,0,21,2,0,0,0,6,6,31.714,65.109,64.661,U,U
8,048T,48,T,3,6,1,2,1,3,76,12,9,6,0,0,4,0,0,0,0,0,0,0,1,,,,2,,,,10,,,,F,,,,Y,,,,E,,,,W,,,,01,,,,1,,,,6X12Y26870,1,0,58,1,1,0,0,1,2,0,0,0,0,28,0,0,8,U,U,U,U,,,,,,,,,U,0,0,0,1,7,35,2,0,0,1,11,U,31.714,65.109,72.243,94.5,94.8
8,048T,48,T,3,6,2,1,2,1,76,22,8,2,0,0,19,0,0,0,0,0,0,0,1,,,,1,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,2Y27F6W110,1,0,U,U,U,U,0,3,1,0,0,0,0,35,U,U,8,U,U,U,U,,,,,,,,,U,0,0,0,1,0,28,6,0,0,0,13,6,31.714,65.109,72.243,111.1,U
8,049T,49,T,3,6,1,4,1,2,81,35,32,3,0,0,5,0,0,0,0,0,0,0,4,3,1,2,66,46,44,44,0,10,U,U,T,L,9,9,D,P,9,9,D,L,9,9,O,W,9,9,04,03,99,99,4,3,1,2,JN1PS04S1B,1,0,30,6,7,2,0,5,6,2,0,0,0,26,1,2,7,U,U,U,U,,,,,,,,,U,U,U,U,1,2,998,98,0,0,4,17,3,31.714,65.109,72.243,U,U
8,050W,50,W,3,6,1,1,1,2,82,12,13,5,0,0,5,0,0,0,0,0,0,0,1,3,2,,52,32,46,,12,1,U,,F,R,9,,D,F,9,,L,E,9,,W,S,9,,01,01,99,,1,3,2,,1FABP0622C,1,0,21,1,1,0,0,1,6,0,0,0,0,21,0,0,7,U,U,U,U,,,,,,,,,U,0,0,0,2,1,998,98,0,0,1,17,6,111.000,227.883,238.711,U,U
8,051M,51,M,3,6,1,1,1,1,78,18,1,2,0,0,19,0,0,0,0,0,0,0,1,,,,2,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,4J47U8H234,1,0,U,U,U,U,0,1,2,0,0,0,0,32,U,U,6,U,U,U,U,,,,,,,,,U,0,0,0,1,0,U,71,0,0,0,13,6,66.643,136.818,135.875,108.1,U
8,051M,51,M,3,6,2,1,2,1,72,85,81,71,0,4,53,0,3,8,8,8,1,4,1,,,,1,,,,7,,,,L,,,,F,,,,E,,,,N,,,,01,,,,1,,,,9999999999,1,0,48,1,1,0,0,2,1,0,0,0,0,U,0,0,6,U,U,U,U,,,,,,,,,U,0,0,0,8,0,32,2,0,0,0,0,6,66.643,136.818,135.875,U,U
8,052V,52,V,3,6,1,1,3,3,77,12,9,3,0,0,4,0,0,0,0,0,0,0,2,1,,,3,2,,,U,12,,,9,F,,,9,Z,,,9,E,,,9,W,,,99,01,,,2,1,,,7X11Y10453,1,0,63,1,1,0,0,4,1,0,0,0,0,24,0,0,3,18,17,3,175,U,U,U,U,U,U,U,U,U,0,0,0,1,1,18,3,0,0,1,11,4,116.625,239.431,280.795,94.5,94.8
8,052V,52,V,3,6,2,1,2,1,69,20,2,1,0,0,19,0,0,0,0,0,0,0,1,,,,1,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,1646795114,1,0,U,U,U,U,0,4,1,0,0,0,0,39,U,U,3,8,8,0,58,U,U,U,U,U,U,U,U,0,0,0,0,1,0,24,3,0,0,0,13,6,116.625,239.431,280.795,U,U
8,052V,52,V,3,6,3,2,1,2,80,37,31,3,0,0,4,0,0,0,0,0,0,0,1,,,,1,,,,12,,,,F,,,,D,,,,E,,,,W,,,,01,,,,2,,,,SRSRD10567,1,0,21,1,1,0,0,1,3,0,0,0,0,18,0,0,3,22,-22,0,149,150,13,10,9,8,5,5,0,U,0,0,0,1,1,24,3,0,0,2,12,4,116.625,239.431,280.795,U,U
8,053Z,53,Z,3,6,1,1,1,1,74,30,33,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1,0,N,98,1,0,0,N,6,1680.000,3449.040,3501.111,N,N
8,054L,54,L,3,6,1,2,1,2,76,9,6,6,0,0,6,0,0,0,0,0,0,0,1,,,,2,,,,12,,,,F,,,,Z,,,,E,,,,W,,,,02,,,,1,,,,HH45G6B435,1,0,73,1,1,0,0,1,2,0,0,0,0,37,0,0,6,U,U,U,U,,,,,,,,,U,0,0,0,1,0,125,72,0,0,0,13,4,28.625,58.767,53.615,108.5,112.5
8,054L,54,L,3,6,2,1,2,1,78,84,81,72,0,4,33,1,2,8,8,8,2,5,1,,,,1,,,,7,,,,L,,,,B,,,,L,,,,N,,,,01,,,,1,,,,D0525HHA27,1,0,42,1,1,0,0,2,1,0,0,0,0,125,100,1,6,U,U,U,U,,,,,,,,,U,0,0,0,8,0,37,6,0,0,0,13,6,28.625,58.767,53.615,U,U
8,055T,55,T,3,6,1,1,1,1,74,12,3,3,0,0,19,0,0,0,0,0,0,0,1,,,,31,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,4R03Y24135,1,0,U,U,U,U,0,U,6,0,0,0,0,28,U,U,8,U,U,U,U,,,,,,,,,U,0,0,0,1,7,998,98,0,0,1,11,U,32.714,67.162,74.521,96.2,U
8,056V,56,V,3,6,1,1,1,1,72,21,1,4,0,0,19,0,0,0,0,0,0,0,1,,,,2,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,3G69H2M137,1,0,U,U,U,U,0,1,2,0,0,0,0,35,U,U,8,U,U,U,U,,,,,,,,,U,0,0,0,1,1,18,2,0,0,1,13,6,57.250,117.534,137.839,112.0,116.0
8,056V,56,V,3,6,2,1,2,2,72,30,32,2,0,0,19,0,0,0,0,0,0,0,1,,,,1,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,1122164167,1,0,U,U,U,U,0,3,1,0,0,0,0,18,U,U,8,U,U,U,U,,,,,,,,,U,0,0,0,1,7,35,4,0,0,1,10,U,57.250,117.534,137.839,94.5,95.3
8,057W,57,W,3,6,1,1,1,1,73,20,2,1,0,0,6,0,0,0,0,0,0,0,1,,,,31,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,1N67R3S218,1,0,U,1,1,0,0,1,6,0,0,0,0,43,0,0,3,26,-26,0,318,U,U,U,U,U,U,U,U,U,0,0,0,1,0,998,98,0,0,0,13,6,114.500,235.068,246.237,121.5,U
8,058T,58,T,3,6,1,1,1,2,75,20,10,2,0,0,5,0,0,0,0,0,0,0,5,3,1,2,33,33,39,39,12,1,12,12,F,R,L,F,Z,B,B,L,E,E,E,E,W,W,S,N,01,03,01,01,5,3,1,2,1H57H5K411,1,0,89,1,1,0,0,1,6,0,0,0,0,40,0,0,8,U,U,U,U,,,,,,,,,U,0,0,0,1,1,998,98,0,0,1,13,4,32.904,67.552,74.953,116.0,U
8,059V,59,V,3,6,1,1,1,2,79,18,1,2,0,0,6,0,0,0,0,0,0,0,1,,,,2,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,4M47Y9H225,1,0,42,U,U,U,0,1,2,0,0,0,0,33,0,0,8,U,U,U,U,,,,,,,,,U,0,0,0,1,0,18,3,0,0,0,13,6,57.582,118.217,138.640,108.1,U
8,059V,59,V,3,6,2,4,2,2,79,37,31,3,0,0,19,0,0,0,0,0,0,0,1,,,,1,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,SBC7038038,1,0,U,U,U,U,0,3,1,0,0,0,0,18,U,U,8,U,U,U,U,,,,,,,,,U,0,0,0,1,7,33,2,0,0,3,10,U,57.582,118.217,138.640,86.6,U
8,060W,60,W,3,6,1,1,1,1,82,21,1,4,0,0,6,0,0,0,0,0,0,0,1,,,,2,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,2G3AM69AXC,1,0,16,U,U,U,0,1,1,0,0,0,0,32,0,0,8,U,U,U,U,,,,,,,,,U,0,0,0,1,0,20,2,0,0,0,17,6,115.165,236.434,247.668,U,U
8,060W,60,W,3,6,2,1,1,2,79,49,32,2,0,0,4,0,0,0,0,0,0,0,1,,,,1,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,TE31344441,1,0,46,U,U,U,0,1,1,0,0,0,0,20,0,0,8,U,U,U,U,,,,,,,,,U,0,0,0,1,1,32,4,0,0,1,10,6,115.165,236.434,247.668,93.3,U
8,061L,61,L,3,6,1,1,1,1,U,U,0,U,0,U,U,0,0,0,0,0,0,0,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,9999999999,U,U,U,U,U,U,0,1,3,0,0,0,U,U,U,U,6,U,U,U,U,,,,,,,,,U,0,0,0,8,U,U,53,0,0,0,0,U,32.500,66.722,60.873,U,U
8,061L,61,L,3,6,2,1,3,1,79,23,73,53,0,4,53,0,0,0,0,0,0,0,1,2,,,1,3,,,U,U,,,9,9,,,9,9,,,9,9,,,9,9,,,99,99,,,1,2,,,TCL339V561,1,0,U,U,U,U,0,4,1,0,0,0,0,U,U,U,6,U,U,U,U,,,,,,,,,U,0,0,0,8,0,U,U,0,0,0,12,6,32.500,66.722,60.873,U,U
8,061L,61,L,3,6,3,3,2,2,82,12,13,6,0,0,19,0,0,0,0,0,0,0,1,,,,2,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,2,,,,1FABP0846C,1,0,U,U,U,U,0,4,1,0,0,0,0,21,U,U,8,U,U,U,U,,,,,,,,,U,0,0,0,2,1,U,53,0,0,1,17,4,32.500,66.722,60.873,U,U
8,062T,62,T,3,6,1,1,1,2,73,12,10,2,0,0,6,0,0,0,0,0,0,0,1,,,,2,,,,12,,,,F,,,,L,,,,E,,,,W,,,,01,,,,1,,,,3H30H18757,1,0,74,0,0,0,0,1,1,0,0,0,0,38,0,0,1,22,-21,4,216,180,21,7,4,0,0,0,0,U,0,0,0,1,0,25,2,0,0,0,11,6,37.143,76.254,84.609,114.0,118.0
8,062T,62,T,3,6,2,2,1,2,80,12,9,2,0,0,5,0,0,0,0,0,0,0,1,,,,1,,,,82,,,,F,,,,D,,,,E,,,,W,,,,02,,,,1,,,,0X10A15811,1,0,38,1,1,0,0,1,1,0,0,0,0,25,0,0,1,31,-20,-24,1290,169,46,27,39,39,25,6,0,U,0,0,0,1,1,38,2,0,0,2,11,4,37.143,76.254,84.609,94.5,U
8,063V,63,V,3,6,1,3,1,2,75,21,1,2,0,0,5,0,0,0,0,0,0,0,1,,,,31,,,,12,,,,F,,,,Z,,,,E,,,,W,,,,02,,,,1,,,,3K57K5M149,1,0,103,1,1,0,0,1,6,0,0,0,0,38,0,0,8,U,U,U,U,,,,,,,,,U,0,0,0,1,2,998,98,0,0,2,13,4,65.000,133.445,156.499,112.0,116.0
8,064W,64,W,3,6,1,1,1,3,79,12,6,6,0,0,19,0,0,0,0,0,0,0,1,,,,2,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,9999999999,0,0,U,U,U,U,0,1,3,0,0,0,0,U,U,U,3,8,-8,0,64,U,U,U,U,U,U,U,U,U,3,0,0,1,0,31,6,0,0,0,0,6,130.000,266.890,279.571,U,U
8,064W,64,W,3,6,2,3,2,1,83,12,6,6,0,0,5,0,0,0,0,0,0,0,1,,,,1,,,,6,,,,B,,,,Z,,,,E,,,,W,,,,01,,,,1,,,,1FABP40X2D,1,0,2,1,1,0,0,4,1,0,0,0,0,31,0,0,3,11,11,0,50,55,0,0,1,1,1,1,9,0,0,0,0,1,0,U,6,0,0,0,17,6,130.000,266.890,279.571,U,U
8,065M,65,M,3,6,1,1,1,1,80,42,81,72,0,4,40,1,2,8,8,8,4,5,1,,,,2,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,3760341247,1,0,151,1,1,0,0,1,3,0,0,0,0,U,0,0,6,U,U,U,U,,,,,,,,,U,0,0,0,8,0,29,3,0,0,0,14,6,73.524,150.945,149.906,U,U
8,065M,65,M,3,6,2,1,2,1,79,49,34,3,0,0,19,0,0,0,0,0,0,0,1,,,,1,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,62MA460248,1,0,U,U,U,U,0,4,1,0,0,0,0,29,U,U,6,U,U,U,U,,,,,,,,,U,0,0,0,1,0,U,72,0,0,0,12,6,73.524,150.945,149.906,U,U
8,066T,66,T,3,6,1,1,1,3,77,20,8,4,0,0,19,0,0,0,0,0,0,0,1,,,,2,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,1X69D7W179,1,0,U,1,1,0,0,1,3,0,0,0,0,33,U,U,3,25,-25,2,549,U,U,U,U,U,U,U,U,U,0,0,0,1,7,18,3,0,0,1,13,U,73.524,150.945,167.483,111.0,U
8,066T,66,T,3,6,2,2,3,2,78,12,32,3,0,0,5,0,0,0,0,0,0,0,1,2,,,1,3,,,6,12,,,B,F,,,Y,L,,,E,E,,,W,W,,,02,01,,,1,2,,,GCFBTK2466,1,0,35,4,5,2,0,4,1,0,0,0,0,18,0,0,3,43,43,0,489,141,50,42,29,19,9,0,0,0,0,0,0,1,1,33,4,0,0,2,11,4,73.524,150.945,167.483,90.0,U
8,066T,66,T,3,6,3,1,2,1,75,20,1,2,0,0,6,0,0,0,0,0,0,0,1,,,,2,,,,6,,,,B,,,,R,,,,L,,,,N,,,,01,,,,2,,,,1C37H51444,1,0,74,1,1,0,0,4,1,0,0,0,0,39,0,0,1,9,9,2,100,41,0,5,0,0,0,0,70,0,0,0,0,1,0,18,3,0,0,0,13,6,73.524,150.945,167.483,112.0,116.0
8,067W,67,W,3,6,1,1,1,2,80,21,1,2,0,0,5,0,0,0,0,0,0,0,1,,,,2,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,3M47FAM564,1,0,30,1,1,0,0,1,3,0,0,0,0,34,0,0,3,16,-16,0,59,U,U,U,U,U,U,U,U,U,0,0,0,1,0,36,2,0,0,0,13,6,257.335,528.309,553.411,108.1,U
8,067W,67,W,3,6,2,1,2,1,73,9,2,2,0,0,5,0,0,0,0,0,0,0,1,,,,1,,,,6,,,,B,,,,Z,,,,L,,,,W,,,,01,,,,1,,,,RP23M3G191,1,0,81,1,1,0,0,4,1,0,0,0,0,36,0,0,3,14,14,0,257,113,0,0,0,1,2,4,35,0,0,0,0,1,1,34,2,0,0,1,13,5,257.335,528.309,553.411,115.0,U
8,068P,68,P,3,6,1,1,1,2,80,12,73,50,0,4,30,0,0,0,0,0,0,0,1,,,,2,,,,12,,,,F,,,,R,,,,E,,,,W,,,,02,,,,1,,,,F15ELJD035,1,0,55,1,1,0,0,1,1,0,0,0,0,36,1,2,3,17,-16,-3,319,193,0,0,0,0,10,31,0,U,0,0,0,8,0,28,50,0,0,0,11,6,38.500,79.040,100.353,U,U
8,068P,68,P,3,6,2,2,1,2,81,49,72,50,0,4,30,0,0,0,0,0,0,0,1,,,,1,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,JT4RN48D4B,1,0,U,U,U,U,0,1,1,0,0,0,0,28,U,U,3,21,-19,7,146,U,U,U,U,U,U,U,U,U,0,0,0,8,1,36,50,0,0,1,17,4,38.500,79.040,100.353,U,U
8,069V,69,V,3,6,1,1,1,2,73,20,10,2,0,0,19,0,0,0,0,0,0,0,1,,,,2,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,1H57H3K455,U,0,U,U,U,U,0,3,2,0,0,0,0,38,U,U,8,U,U,U,U,,,,,,,,,U,0,0,0,1,0,42,2,0,0,0,13,6,77.000,158.081,185.391,116.0,U
8,069V,69,V,3,6,2,1,1,2,72,20,2,2,0,0,19,0,0,0,0,0,0,0,1,,,,1,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,1M47H2J285,1,0,U,U,U,U,0,2,2,0,0,0,0,42,U,U,8,U,U,U,U,,,,,,,,,U,0,0,0,1,7,38,2,0,0,1,13,U,77.000,158.081,185.391,121.5,125.0
8,070W,70,W,3,6,1,1,1,2,82,14,6,2,0,0,19,0,0,0,0,0,0,0,1,,,,2,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,1MEBP84F8C,1,U,U,U,U,U,0,U,U,0,0,0,0,37,U,U,8,U,U,U,U,,,,,,,,,U,0,0,0,1,0,39,4,0,0,0,17,6,154.000,316.162,331.184,U,U
8,070W,70,W,3,6,2,1,2,1,76,20,1,4,0,0,19,0,0,0,0,0,0,0,1,,,,1,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,1D29Q61462,1,0,U,U,U,U,0,U,U,0,0,0,0,39,U,U,8,U,U,U,U,,,,,,,,,U,0,0,0,1,0,37,2,0,0,0,13,6,154.000,316.162,331.184,112.0,116.0
8,071Z,71,Z,3,6,1,1,1,1,79,12,12,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1,0,N,98,1,0,0,N,6,2496.000,5124.285,5201.648,N,N
8,071Z,71,Z,3,6,2,1,2,1,82,22,10,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1,0,N,98,1,0,0,N,6,2496.000,5124.285,5201.648,N,N
8,072M,72,M,3,6,1,1,1,1,79,20,81,71,0,4,40,1,2,8,8,8,2,U,1,,,,31,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,C16DA9V143,1,0,59,1,1,0,0,4,6,0,0,0,0,97,20,2,6,U,U,U,U,,,,,,,,,U,0,0,0,8,0,998,98,0,0,0,13,6,45.429,93.265,92.622,U,U
8,073T,73,T,3,6,1,1,1,1,78,13,1,2,0,0,19,0,0,0,0,0,0,0,1,,,,2,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,9999999999,1,0,U,U,U,U,0,1,2,0,0,0,0,48,U,U,8,U,U,U,U,,,,,,,,,U,0,0,0,1,0,25,3,0,0,0,0,6,45.429,93.265,103.483,U,U
8,073T,73,T,3,6,2,2,2,2,79,12,3,3,0,0,4,0,0,0,0,0,0,0,1,,,,1,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,9F03W48355,1,0,34,1,1,0,0,2,1,0,0,0,0,25,0,0,8,U,U,U,U,,,,,,,,,U,0,0,0,1,2,48,2,0,0,2,11,4,45.429,93.265,103.483,100.4,U
8,074W,74,W,3,6,1,1,1,3,77,19,5,2,0,0,19,0,0,0,0,0,0,0,1,,,,2,,,,U,,,,9,,,,9,,,,9,,,,9,,,,99,,,,1,,,,6L47S7Q115,1,0,U,U,U,U,0,1,3,0,0,0,0,51,U,U,8,U,U,U,U,,,,,,,,,U,0,0,0,2,0,36,4,0,0,0,13,6,159.000,326.427,341.937,126.3,U
8,074W,74,W,3,6,2,1,2,1,78,20,2,4,0,0,6,0,0,0,0,0,0,0,1,,,,1,,,,6,,,,B,,,,R,,,,E,,,,E,,,,01,,,,1,,,,1L69D8J329,1,0,39,1,1,0,0,4,1,0,0,0,0,36,0,0,8,U,U,U,U,,,,,,,,,0,0,0,0,1,0,51,2,0,0,0,13,6,159.000,326.427,341.937,116.0,U
