PSUWGT,NATWGT,RATWGT,PSU,AOPSVEH,CASEID,CASENO,STRATIF,VERSION,VEHNO,MODELYR,MAKE,MODEL,BODYTYPE,VIN,TOWPAR,TRAVELSP,DRINKING,ALCTEST,SPLIMIT,MANEUVER,ACCTYPE,DRPRES,OCUPANTS,OCCFORMS,CURBWGT,CARGOWGT,TOWHITCH,DOCTRAJ,CONDTREE,ROLLOVER,FOVERIDE,ROVERIDE,ANGTHIS,ANGOTHER,DVBASIS,DVTOTAL,DVLONG,DVLAT,ENERGY,DVCONFID,INSPTYPE,VINLNGTH,VINJSER,VINJURED,DRIVE,VTREAT,OTVEHWGT,OTBDYTYP,VAIS,DRUGS,OBSTEST,SPECTEST,OBSNARC,SPECNARC,OBSDEPR,SPECDEPR,OBSSTIM,SPECSTIM,OBSHLUC,SPECHLUC,OBSCNAB,SPECCNAB,OBSPCP,SPECPCP,OBSINHL,SPECINHL,OBSOTH,SPECOTH
1.942,77.955975,103.56503292,11,0,130D,130,D,4,1,86,48,31,6,1F2AN53B1G,1,U,0,C,55,1,20,1,2,2,25,0,0,0,0,0,0,0,270,330,5,U,U,U,U,0,1,17,0,2,U,4,U,40,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.942,77.955975,103.56503292,11,0,130D,130,D,4,2,88,12,473,40,2FDLF47M9J,0,0,0,C,55,1,21,1,1,0,U,81,1,0,0,0,0,0,330,270,5,U,U,U,U,0,2,17,N,N,8,N,998,98,N,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.942,77.955975,103.56503292,11,0,131D,131,D,4,1,85,18,7,4,1G4AL19E1F,1,U,0,C,55,1,50,1,1,1,28,0,0,0,0,0,0,0,240,50,1,30,-26,15,1891,1,1,17,0,1,2,3,46,21,2,7,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U
1.942,77.955975,103.56503292,11,0,131D,131,D,4,2,90,20,474,21,2GCGG39K2L,1,U,0,C,55,U,51,1,2,2,46,1,0,0,0,0,0,0,50,240,1,18,-18,0,541,1,1,17,0,2,8,4,28,4,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.563,584.6698125,856.94196001,11,0,132F,132,F,4,1,84,20,17,4,1G1AD69P4E,1,U,0,12,55,1,1,1,1,1,27,0,0,1,0,0,0,0,998,998,5,U,U,U,U,0,1,17,0,1,2,6,998,98,2,7,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U
2.933,117.7704,136.2221574,11,0,133C,133,C,4,1,85,22,17,2,2G2AG27X1F,1,U,0,C,45,U,68,1,1,1,27,0,0,0,0,0,0,0,23,270,6,U,U,U,U,0,2,17,0,1,2,0,26,5,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.933,117.7704,136.2221574,11,0,133C,133,C,4,2,87,7,17,5,1B3BS48D8H,1,U,0,C,45,U,69,1,2,2,26,0,0,0,0,0,0,0,270,23,6,U,U,U,U,0,1,17,0,2,2,4,27,2,1,7,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U
4.400,176.6556,234.68814326,11,0,134D,134,D,4,1,74,21,1,2,3J57K4R100,1,U,1,2,40,U,89,1,4,4,40,U,0,0,0,0,0,0,0,90,6,U,U,U,U,0,0,13,0,3,1,4,N,N,2,7,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U
4.400,176.6556,234.68814326,11,0,134D,134,D,4,2,85,14,15,4,1MEBP75X7F,1,U,0,C,55,U,88,1,2,2,24,0,0,0,0,0,0,0,90,0,6,U,U,U,U,0,1,17,0,1,2,0,40,2,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.857,757.09542857,787.55831827,11,0,135E,135,E,4,1,88,41,35,4,JM1BF2223J,1,U,0,C,55,1,44,1,2,2,22,5,0,0,0,2,0,0,997,997,5,U,U,U,U,0,1,17,0,1,2,4,998,98,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.857,757.09542857,787.55831827,11,0,135E,135,E,4,2,90,23,477,30,1GTCS14Z0L,0,U,0,C,55,1,45,1,1,0,32,0,0,0,0,0,0,0,180,165,5,U,U,U,U,0,2,17,N,N,8,N,22,4,N,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.400,176.6556,234.68814326,11,0,136K,136,K,4,1,88,12,473,40,1FDJF37H9J,1,U,0,C,25,1,87,1,1,1,U,U,0,0,0,0,0,0,0,270,5,U,U,U,U,0,1,17,0,0,8,6,37,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.400,176.6556,234.68814326,11,0,136K,136,K,4,2,85,6,10,4,1C3BF66PXF,1,U,0,C,35,4,86,1,1,1,37,0,0,0,0,0,0,0,270,0,5,U,U,U,U,0,1,17,1,1,1,3,U,40,3,7,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U
2.042,81.970875,108.89885436,11,,137D,137,D,4,1,84,87,881,65,1XP6DB9XXE,0,U,0,C,55,1,46,,,,,,,,,,,,,,,,,,,,,17,N,N,8,N,N,N,N,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.042,81.970875,108.89885436,11,0,137D,137,D,4,2,85,49,40,4,JT2SV16E9F,1,U,0,C,55,1,45,1,1,1,23,0,0,0,0,0,0,0,220,180,4,U,U,U,U,0,1,17,0,1,2,4,N,65,1,7,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U
2.042,81.970875,108.89885436,11,0,138D,138,D,4,1,85,20,17,4,2G1AW19X7F,1,U,0,C,35,U,82,1,1,1,30,0,0,0,0,0,0,0,140,295,5,U,U,U,U,0,1,17,0,1,2,4,23,3,1,7,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U
2.042,81.970875,108.89885436,11,0,138D,138,D,4,2,87,9,1,3,1P3BM44C0H,1,U,0,C,35,U,83,1,1,1,23,0,0,0,0,0,0,0,295,140,5,U,U,U,U,0,1,17,0,0,1,0,30,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.750,351.30375,365.43899238,11,0,139E,139,E,4,1,87,12,17,4,1FABP51D8H,1,U,0,C,40,U,20,1,1,1,29,0,0,0,0,0,0,0,0,0,1,13,-13,0,86,1,1,17,0,1,2,4,33,20,1,7,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U
8.750,351.30375,365.43899238,11,0,139E,139,E,4,2,85,20,472,20,1GCDM15N1F,0,0,0,C,40,1,22,1,1,0,33,0,0,0,0,0,0,0,0,0,1,12,12,0,256,1,2,17,N,N,8,N,29,4,N,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.383,55.53945,64.241131047,11,,141C,141,C,4,1,82,82,883,65,9999999999,0,U,0,C,55,1,46,,,,,,,,,,,,,,,,,,,,,U,N,N,8,N,N,N,N,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.383,55.53945,64.241131047,11,0,141C,141,C,4,2,88,20,19,4,1G1LT51W4J,1,U,0,C,65,1,45,1,2,2,28,2,0,1,0,2,0,0,997,997,5,U,U,U,U,0,1,17,1,2,2,3,998,98,3,7,0,2,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0
1.383,55.53945,64.241131047,11,1,142C,142,C,4,1,89,12,15,4,1FAPP36X7K,1,U,0,C,25,U,82,1,1,1,26,0,0,0,0,0,0,0,160,293,6,U,U,U,U,0,1,17,0,1,U,3,26,4,2,7,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U
1.383,55.53945,64.241131047,11,1,142C,142,C,4,2,88,12,15,4,1FAPP38SXJ,1,U,0,C,25,4,83,1,1,1,26,0,0,0,0,0,0,0,293,160,6,U,U,U,U,0,2,17,0,1,U,6,26,4,1,7,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U
8.893,357.03932143,371.40534327,11,1,143E,143,E,4,1,91,24,398,4,1G8ZK5478M,1,U,1,21,65,6,1,1,1,1,23,0,0,0,0,0,0,0,255,270,5,U,U,U,U,0,2,17,0,1,U,4,998,98,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.125,1249.637625,1823.7680546,11,1,144G,144,G,4,1,91,12,17,6,1FACP57U8M,1,U,0,C,55,1,3,1,2,2,33,0,0,1,1,0,0,0,998,998,6,U,U,U,U,0,2,17,0,0,2,0,998,98,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.982,79.568018182,107.82727048,11,1,145A,145,A,4,1,91,12,3,3,1FACP41E6M,1,U,U,21,55,3,7,1,1,1,28,0,0,1,2,0,0,0,998,998,5,U,U,U,U,0,1,17,1,1,1,1,998,98,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.422,97.2498,112.48647846,11,1,146C,146,C,4,1,91,12,3,3,1FACP42EXM,1,U,0,C,55,9,7,1,2,2,U,0,0,1,0,2,0,0,997,997,5,U,U,U,U,0,2,17,0,2,1,4,998,98,2,7,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U
2.422,97.2498,112.48647846,11,0,147C,147,C,4,1,88,14,36,3,3MABM1153J,1,U,0,C,55,U,25,1,1,1,22,0,0,0,0,0,0,0,90,75,1,13,13,0,282,1,1,17,0,1,2,4,19,4,2,7,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U
2.422,97.2498,112.48647846,11,0,147C,147,C,4,2,87,20,31,4,J81RG5172H,1,U,7,C,55,4,24,1,1,1,19,0,0,0,0,0,0,0,75,90,1,15,-15,3,106,1,1,17,0,1,2,4,22,3,1,7,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U
2.422,97.2498,112.48647846,11,0,147C,147,C,4,3,91,20,475,28,2GBEG25Z4M,0,U,7,C,55,1,98,1,2,0,56,0,0,0,0,0,0,0,90,320,5,U,U,U,U,0,2,17,N,N,8,N,22,3,N,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.571,625.17728571,650.33224766,11,0,148E,148,E,4,1,88,12,473,31,1FTEF15Y7J,1,U,1,25,40,U,6,1,1,1,37,0,0,0,0,0,0,0,998,998,5,U,U,U,U,0,1,17,0,1,8,4,998,98,1,7,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U
1.439,57.76995,66.82109615,11,1,149C,149,C,4,1,91,12,13,3,1FAPP1281M,1,U,0,C,35,1,2,1,2,2,23,0,0,1,1,0,0,0,998,998,1,19,-10,17,329,1,1,17,0,2,2,4,998,98,2,7,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U
1.439,57.76995,66.82109615,11,0,150C,150,C,4,1,89,7,8,5,1B3BL18D5K,1,U,0,C,40,1,87,1,1,1,23,0,0,0,0,2,0,0,270,180,1,17,0,-17,361,1,1,17,0,1,2,3,22,3,1,7,0,1,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U
1.439,57.76995,66.82109615,11,1,150C,150,C,4,2,88,12,13,3,1FAPP9097J,1,U,0,C,40,3,86,1,1,1,22,0,0,0,0,0,0,0,180,270,1,17,-17,0,114,1,1,17,0,1,2,4,23,5,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.250,371.37825,386.32122051,11,0,151E,151,E,4,1,89,20,477,30,1GCBS14E0K,1,U,0,C,45,U,13,1,1,1,35,0,0,0,0,0,0,0,998,998,5,U,U,U,U,0,1,17,0,1,8,4,998,98,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.375,1299.823875,1897.0117516,11,0,152G,152,G,4,1,88,49,38,3,JT2EL36Z2J,0,U,0,C,35,4,24,1,1,0,19,0,0,0,0,0,0,0,90,90,1,15,-15,0,86,1,2,17,N,N,2,N,22,3,N,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.375,1299.823875,1897.0117516,11,1,152G,152,G,4,2,88,12,13,3,1FAPP9092J,1,U,0,C,35,1,25,1,1,1,22,0,0,0,0,0,0,0,90,90,1,13,13,0,206,1,1,17,0,1,2,4,19,3,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.508,140.856075,187.12823544,11,0,153D,153,D,4,1,81,21,1,2,1G3AR47A6B,1,U,0,C,35,U,98,1,1,1,33,0,0,0,0,0,0,0,340,350,6,U,U,U,U,0,0,17,0,1,1,4,N,N,1,7,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U
3.508,140.856075,187.12823544,11,0,153D,153,D,4,2,87,12,473,31,2FTEF14H9H,1,U,0,C,35,1,98,1,2,2,37,1,0,0,0,0,0,0,350,340,6,U,U,U,U,0,1,17,0,1,8,6,33,2,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.036,603.66889286,627.9584318,11,1,154E,154,E,4,1,87,14,15,4,1MECM37XXH,1,U,0,C,25,1,14,1,3,3,26,1,0,0,0,0,0,0,998,998,5,U,U,U,U,0,1,17,0,3,U,4,998,98,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52.625,2112.841125,3083.5596426,11,1,155G,155,G,4,1,92,48,34,4,4S3BC6326N,1,U,0,C,25,1,1,1,1,1,34,0,0,0,1,0,0,0,998,998,1,9,-9,0,104,1,1,17,0,0,U,0,998,98,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.508,140.856075,187.12823544,11,0,156K,156,K,4,1,86,20,472,20,1G8DM15Z7G,1,U,1,12,25,2,68,1,1,1,41,0,0,0,0,0,0,0,340,180,1,13,-13,-2,390,1,1,17,0,1,8,6,21,5,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.508,140.856075,187.12823544,11,0,156K,156,K,4,2,82,12,13,5,1FABP0620C,1,U,0,C,25,U,69,1,4,4,21,0,0,0,0,0,0,0,180,340,1,23,-23,4,354,2,1,17,0,2,2,3,41,20,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.589,63.7923,73.787001926,11,0,157C,157,C,4,1,90,20,474,21,1GBEG25K0L,1,U,0,C,55,1,2,1,1,1,40,0,0,0,0,4,0,0,997,997,5,U,U,U,U,0,1,17,0,1,8,4,998,98,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.589,63.7923,73.787001926,11,1,158C,158,C,4,1,91,52,39,3,JA3XD64B9M,1,U,1,19,45,U,7,1,2,2,32,0,0,0,2,0,0,0,998,998,5,U,U,U,U,0,1,17,0,2,1,4,998,98,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35.750,1435.32675,2094.7697334,11,0,159G,159,G,4,1,91,7,474,21,2B7KB31ZXM,1,U,0,C,55,4,13,1,1,1,38,0,0,0,0,0,0,0,998,998,5,U,U,U,U,0,2,17,0,0,8,0,998,98,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.589,63.7923,73.787001926,11,0,160J,160,J,4,1,88,9,8,5,1P3BM18D9J,1,U,1,11,45,U,7,1,2,2,23,0,0,0,1,0,0,0,998,998,5,U,U,U,U,0,1,17,1,2,2,3,998,98,3,7,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U
1.682,67.523318182,78.066827035,11,,161B,161,B,4,1,84,82,881,65,1FUPYSYB5E,0,0,0,0,45,1,98,,,,,,,,,,,,,,,,,,,,,17,N,N,8,N,N,N,N,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.682,67.523318182,78.066827035,11,0,161B,161,B,4,2,85,18,7,4,1G4AL19RXF,1,U,0,0,45,8,98,1,1,1,28,0,0,0,0,0,0,0,70,335,4,U,U,U,U,0,1,17,1,1,2,1,N,65,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.214,530.54035714,551.88745788,11,0,162E,162,E,4,1,86,12,477,30,1FTCR14A5G,0,U,0,C,35,8,86,1,2,0,28,1,0,0,0,0,0,0,270,0,1,8,-7,4,214,1,2,17,N,N,8,N,24,5,N,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.214,530.54035714,551.88745788,11,1,162E,162,E,4,2,91,12,13,5,1FAPP14J6M,1,U,0,C,25,U,87,1,2,2,24,0,0,0,0,0,0,0,0,270,1,10,-5,-8,90,1,1,17,0,2,2,4,28,30,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.214,530.54035714,551.88745788,11,0,162E,162,E,4,3,82,12,13,5,1FABP0629C,0,0,0,C,25,1,98,1,1,0,20,0,0,0,0,0,0,0,180,45,1,2,0,2,9,1,2,17,N,N,2,N,24,5,N,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46.250,1856.89125,2710.016788,11,1,163G,163,G,4,1,90,49,32,6,JT2AE94K9L,1,U,0,C,35,1,68,1,2,2,24,0,0,0,0,0,U,0,40,170,6,U,U,U,U,0,2,17,0,1,2,0,22,6,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46.250,1856.89125,2710.016788,11,0,163G,163,G,4,2,88,49,32,6,JT2AE92W4J,0,U,0,C,35,U,69,1,1,0,22,0,0,0,0,0,U,0,270,40,6,U,U,U,U,0,0,17,N,N,2,N,N,N,N,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.056,82.5285,95.458708785,11,0,164J,164,J,4,1,87,35,477,30,1N6ND11S3H,1,U,0,C,65,U,2,1,1,1,27,0,0,1,1,0,0,0,998,998,1,11,0,11,118,1,1,17,1,1,8,3,998,98,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.950,78.29055,90.556775091,11,0,165C,165,C,4,1,89,7,472,20,2B4FK4536K,1,U,0,C,35,9,2,1,2,2,29,0,0,0,1,0,0,0,998,998,1,20,-20,0,507,1,1,17,0,1,8,4,998,98,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.925,117.435825,156.01427706,11,0,166D,166,D,4,1,78,12,12,2,8K93T15600,1,U,0,C,55,1,2,1,3,3,27,0,0,0,0,0,0,0,998,998,6,U,U,U,U,0,0,11,0,3,1,4,N,N,2,7,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U
12.536,503.29639285,523.54729112,11,0,167E,167,E,4,1,85,14,6,4,1MEBP8936F,1,U,0,C,35,1,68,1,2,2,29,0,0,0,0,0,0,0,30,270,1,11,-4,-11,168,1,1,17,0,1,1,4,30,20,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.536,503.29639285,523.54729112,11,0,167E,167,E,4,2,89,7,472,20,1B4FK4433K,1,U,0,C,35,1,69,1,1,1,30,0,0,0,0,0,0,0,270,30,1,11,-11,4,260,1,1,17,0,1,8,4,29,4,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43.875,1761.537375,2570.8537638,11,1,168G,168,G,4,1,89,37,31,3,JHMED9369K,1,U,0,C,55,1,28,1,1,1,19,0,0,0,0,4,0,0,997,997,5,U,U,U,U,0,1,17,0,1,U,0,998,98,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43.875,1761.537375,2570.8537638,11,0,168G,168,G,4,2,86,22,16,2,1G2JU2700G,1,U,0,C,55,1,29,1,1,1,23,0,0,0,0,0,0,0,90,90,1,10,10,0,131,1,1,17,0,0,2,0,19,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.857,235.15842857,244.62038674,11,0,169E,169,E,4,1,86,20,16,2,1G1JE27P1G,0,U,0,C,35,U,20,1,1,0,23,U,0,0,0,0,U,0,0,0,3,19,-19,1,335,2,0,17,N,N,2,N,N,N,N,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.857,235.15842857,244.62038674,11,0,169E,169,E,4,2,82,12,13,3,1FABP0525C,1,U,0,C,35,1,21,1,1,1,20,0,0,0,0,0,0,U,0,0,3,22,22,-1,334,2,1,17,0,1,2,4,23,2,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.500,823.0545,1201.1966304,11,1,170G,170,G,4,1,88,22,2,4,1G2HX54C6J,1,U,0,C,55,3,13,1,2,2,33,3,0,0,0,0,0,0,998,998,5,U,U,U,U,0,1,17,0,0,1,0,998,98,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.367,54.8703,72.89555965,11,0,171K,171,K,4,1,77,20,473,31,CCL147F300,1,U,1,20,50,U,2,1,1,1,36,1,0,0,1,0,0,0,998,998,6,U,U,U,U,0,2,13,0,1,8,3,998,98,2,7,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U
1.367,54.8703,72.89555965,11,0,172K,172,K,4,1,84,14,4,2,1MEBP92W1E,1,U,0,C,45,1,68,1,1,1,30,0,0,0,0,0,0,0,20,270,5,U,U,U,U,0,1,17,0,1,1,0,33,2,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.367,54.8703,72.89555965,11,0,172K,172,K,4,2,81,18,10,2,1G4AM47A4B,1,U,0,C,45,3,69,1,2,2,33,0,0,0,0,0,0,0,270,20,5,U,U,U,U,0,1,17,0,1,1,3,30,2,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.717,109.07145,126.1602935,11,0,173C,173,C,4,1,87,12,477,30,9999999999,1,U,0,C,35,U,7,1,1,1,38,U,0,0,0,4,0,0,997,997,5,U,U,U,U,0,0,U,0,1,8,4,N,N,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.464,701.17360714,729.38639703,11,1,174E,174,E,4,1,91,12,17,4,1FACP54Y7M,1,U,0,C,45,U,73,1,2,2,31,0,0,0,0,0,0,0,0,330,6,U,U,U,U,0,0,17,0,0,2,0,N,N,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.464,701.17360714,729.38639703,11,0,174E,174,E,4,2,84,37,32,3,1HGAD532XE,1,U,0,C,45,U,72,1,1,1,23,0,0,0,0,0,0,0,330,0,6,U,U,U,U,0,0,17,0,1,2,3,N,N,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61.125,2454.107625,3581.616782,11,1,175G,175,G,4,1,87,12,13,3,2FAPP2095H,1,U,0,C,35,1,14,1,1,1,22,0,0,0,0,0,0,0,998,998,5,U,U,U,U,0,2,17,0,0,2,0,998,98,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.075,163.607175,217.35322359,11,,176K,176,K,4,1,77,12,881,62,F80FVY5000,0,U,0,C,55,1,87,,,,,,,,,,,,,,,,,,,,,11,N,N,8,N,N,N,N,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.075,163.607175,217.35322359,11,0,176K,176,K,4,2,79,12,12,2,9E93110900,1,U,0,C,55,8,86,1,1,1,27,0,0,0,0,0,0,0,340,90,4,U,U,U,U,0,1,10,0,1,1,3,N,62,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.664,106.94233636,123.64097471,11,0,177B,177,B,4,1,81,12,3,3,1FABP13A5B,1,U,1,D,40,U,2,1,2,2,26,0,0,0,1,0,0,0,998,998,1,31,0,31,954,1,1,17,2,2,1,1,998,98,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.256,130.7073,151.18595499,11,0,178C,178,C,4,1,89,37,31,4,1HGED3543K,1,U,0,C,50,U,64,1,1,1,20,0,0,0,0,2,0,0,210,90,5,U,U,U,U,0,1,17,0,1,U,4,37,31,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.256,130.7073,151.18595499,11,0,178C,178,C,4,2,89,12,473,31,1FTDF15Y9K,1,U,0,C,50,4,65,1,1,1,37,0,0,0,0,0,U,0,90,210,6,U,U,U,U,0,2,17,0,0,8,0,20,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.883,196.06095,260.46828021,11,0,179D,179,D,4,1,80,12,3,2,0F02B19100,1,65,0,C,55,U,7,1,2,2,26,U,0,0,0,0,0,0,998,998,6,U,U,U,U,0,0,11,0,2,1,4,N,N,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73.250,2940.91425,4292.0806426,11,1,180G,180,G,4,1,91,12,17,4,1FACP52U2M,1,U,0,C,40,98,2,1,1,1,30,0,0,1,1,1,0,0,998,998,5,U,U,U,U,0,1,17,0,1,2,0,998,98,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.705,108.58479545,125.53989753,11,0,181B,181,B,4,1,87,49,32,3,1NXAE82G0H,1,U,7,U,40,1,50,1,1,1,21,0,0,0,0,0,0,0,65,270,1,19,-19,0,285,1,1,17,0,1,2,2,23,2,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.705,108.58479545,125.53989753,11,0,181B,181,B,4,2,84,22,16,2,1G2AB2705E,1,U,0,C,40,U,51,1,1,1,23,0,0,0,0,0,0,0,270,65,1,18,-18,0,276,1,1,17,0,1,2,6,21,3,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.705,108.58479545,125.53989753,11,0,181B,181,B,4,3,87,14,6,4,2MEBM74F8H,0,U,0,C,40,U,98,1,1,0,29,U,0,0,0,0,0,0,270,110,6,U,U,U,U,0,2,17,N,N,1,N,21,3,N,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.958,199.072125,264.46864629,11,0,182D,182,D,4,1,82,12,5,2,2FABP32F7C,1,U,0,C,45,1,68,1,1,1,36,0,0,0,0,0,U,0,25,270,6,U,U,U,U,0,0,17,0,1,1,0,N,N,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.958,199.072125,264.46864629,11,0,182D,182,D,4,2,82,12,13,5,1FABP0627C,1,U,0,C,45,3,69,1,1,1,21,0,0,0,0,0,U,0,270,25,6,U,U,U,U,0,0,17,0,1,2,4,N,N,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74.375,2986.081875,4357.9999698,11,0,183G,183,G,4,1,88,14,17,4,1MEBM53U4J,1,U,0,C,50,1,7,1,1,1,31,1,0,1,1,0,0,0,998,998,1,10,-10,0,167,1,1,17,0,1,2,6,998,98,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.306,132.71475,153.50792359,11,1,184J,184,J,4,1,91,21,17,4,2G3AL54N4M,1,U,0,C,50,1,20,1,1,1,28,1,0,0,0,0,0,0,270,270,4,U,U,U,U,0,1,17,1,1,2,3,N,69,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.306,132.71475,153.50792359,11,,184J,184,J,4,2,76,U,U,69,9999999999,0,U,0,C,50,1,21,,,,,,,,,,,,,,,,,,,,,U,N,N,8,N,N,N,N,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.821,394.32053571,410.1866241,11,1,185E,185,E,4,1,90,20,19,2,1G1LV14T5L,1,U,0,C,55,1,3,1,1,1,27,0,0,0,0,4,0,0,998,998,5,U,U,U,U,0,1,17,0,1,2,3,998,98,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
