PSUWGT,NATWGT,RATWGT,PSU,AOPSVEH,CASEID,CASENO,STRATIF,VERSION,VEHNO,MODELYR,MAKE,MODEL,BODYTYPE,VIN,TOWPAR,TRAVELSP,DRINKING,ALCTEST,SPLIMIT,MANEUVER,ACCTYPE,DRPRES,OCUPANTS,OCCFORMS,CURBWGT,CARGOWGT,TOWHITCH,DOCTRAJ,CONDTREE,ROLLOVER,FOVERIDE,ROVERIDE,ANGTHIS,ANGOTHER,DVBASIS,DVTOTAL,DVLONG,DVLAT,ENERGY,DVCONFID,INSPTYPE,VINLNGTH,VINJSER,VINJURED,DRIVE,VTREAT,OTVEHWGT,OTBDYTYP,VAIS,DRUGS,OBSTEST,SPECTEST,OBSNARC,SPECNARC,OBSDEPR,SPECDEPR,OBSSTIM,SPECSTIM,OBSHLUC,SPECHLUC,OBSCNAB,SPECCNAB,OBSPCP,SPECPCP,OBSINHL,SPECINHL,OBSOTH,SPECOTH
2.044,379.43048889,519.36691754,48,1,139C,139,C,4,1,90,30,44,2,9BWCA2309L,1,10,0,C,25,U,78,1,2,2,21,0,0,0,0,0,0,0,132,183,6,U,U,U,U,0,0,17,0,1,2,U,N,N,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.044,379.43048889,519.36691754,48,0,139C,139,C,4,2,78,20,1,4,1W19M81400,1,40,0,C,35,3,79,1,1,1,33,0,0,0,0,0,0,0,183,132,6,U,U,U,U,0,1,13,0,0,1,0,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.044,379.43048889,519.36691754,48,0,140C,140,C,4,1,87,22,5,2,1G2PE11R9H,1,45,0,C,55,U,2,1,1,1,25,0,0,1,0,0,0,0,998,998,5,U,U,U,U,0,1,17,0,1,1,4,998,98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.067,569.14573333,848.00650876,48,0,141D,141,D,4,1,77,19,3,4,6B6967Q100,1,50,U,17,35,3,24,1,1,1,43,0,0,0,0,0,0,0,3,0,1,27,-27,0,823,1,1,13,0,1,1,3,33,4,1,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.067,569.14573333,848.00650876,48,0,141D,141,D,4,2,81,20,1,4,1G1AT69K2B,1,25,0,C,35,1,25,1,1,1,33,0,0,0,0,0,0,0,0,3,1,35,35,0,1663,1,1,17,0,1,1,6,43,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46.000,8537.186,7987.8816907,48,0,142G,142,G,4,1,83,18,10,2,1G4AJ47A8D,1,35,0,C,35,8,20,1,1,1,32,0,0,0,0,0,1,U,330,330,5,U,U,U,U,0,1,17,0,0,1,0,29,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46.000,8537.186,7987.8816907,48,0,142G,142,G,4,2,83,20,2,6,2G1AN35H2D,0,35,0,C,35,9,98,1,1,0,41,0,0,0,0,0,U,0,334,324,5,U,U,U,U,0,2,17,N,N,1,N,32,2,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46.000,8537.186,7987.8816907,48,0,142G,142,G,4,3,87,23,470,14,1GKCS18R7H,1,0,0,C,35,1,21,1,3,3,29,0,0,0,0,0,U,U,330,330,5,U,U,U,U,0,2,17,0,2,8,6,32,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46.000,8537.186,7987.8816907,48,1,142G,142,G,4,4,90,9,17,4,1P3XP48D3L,1,0,0,C,35,1,98,1,1,1,27,0,0,0,0,0,U,U,330,330,5,U,U,U,U,0,1,17,0,0,2,6,29,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46.000,8537.186,7987.8816907,48,0,142G,142,G,4,5,81,35,477,30,9999999999,0,0,0,C,35,1,98,1,2,0,U,U,0,0,0,0,0,U,330,330,5,U,U,U,U,0,0,U,N,N,8,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.000,185.591,488.65122174,48,0,143A,143,A,4,1,87,41,35,3,JM1BF2321H,1,68,U,17,45,U,7,1,1,1,21,0,0,0,1,0,0,0,998,998,5,U,U,U,U,0,1,17,1,1,2,1,998,98,3,U,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1.000,185.591,254.03816619,48,0,144C,144,C,4,1,87,12,477,30,1FTBR10A8H,1,10,0,C,35,1,89,1,2,2,26,0,0,0,0,0,0,0,254,345,1,21,-7,20,758,1,1,17,0,2,8,3,35,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.000,185.591,254.03816619,48,0,144C,144,C,4,2,87,20,2,4,1G1BU51H2H,1,55,0,C,55,3,88,1,1,1,35,0,0,0,0,0,0,0,345,254,1,17,-16,-6,167,1,1,17,0,1,1,4,26,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.000,185.591,254.03816619,48,0,145C,145,C,4,1,80,22,12,3,2E07VA7500,1,50,U,C,55,1,83,1,1,1,28,0,0,0,0,0,0,0,115,17,1,21,-20,-7,544,1,1,13,0,1,1,4,33,6,1,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.000,185.591,254.03816619,48,1,145C,145,C,4,2,90,14,17,6,1MECM5844L,1,5,0,C,35,1,82,1,2,2,33,0,0,0,0,0,0,0,17,115,1,17,-9,15,519,1,1,17,0,2,2,3,28,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.857,530.26,642.21394711,48,1,146E,146,E,4,1,91,20,34,5,2C1MR6469M,1,15,0,C,45,1,68,1,1,1,17,0,0,0,0,0,0,0,203,93,6,U,U,U,U,0,1,17,0,1,2,4,38,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.857,530.26,642.21394711,48,0,146E,146,E,4,2,71,12,473,31,F10GGR0300,0,45,0,C,45,U,69,1,1,0,38,2,0,0,0,0,0,0,93,203,6,U,U,U,U,0,2,11,N,N,8,N,17,5,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.000,927.955,1923.4796624,48,0,147F,147,F,4,1,79,12,4,2,9C87F29000,1,U,U,19,55,1,1,1,1,1,40,0,0,0,0,0,0,0,998,998,6,U,U,U,U,0,2,11,0,1,1,3,998,98,1,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.324,245.76747576,359.97143066,48,0,149B,149,B,4,1,73,20,2,4,1L69H3D200,1,U,1,15,55,U,2,1,1,1,43,0,0,1,1,0,0,0,998,998,6,U,U,U,U,0,2,13,1,1,1,1,998,98,2,7,U,2,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U
1.619,300.38247037,411.16547639,48,1,150C,150,C,4,1,89,21,2,4,1G3HN54C1K,1,5,0,C,45,1,68,1,1,1,33,0,0,0,0,0,0,0,92,290,3,15,-15,-2,383,4,2,17,1,1,1,3,19,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.619,300.38247037,411.16547639,48,0,150C,150,C,4,2,86,9,34,3,JP3BA24K G,1,30,0,C,45,1,69,1,1,1,19,0,0,0,0,0,0,0,290,92,3,25,-24,4,293,4,1,17,0,1,2,4,33,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.428,450.57370555,671.3384861,48,0,151D,151,D,4,1,76,20,8,4,1X69D6W100,1,U,0,C,25,U,7,1,1,1,33,0,0,0,0,0,0,0,998,998,1,17,-8,-15,741,1,1,13,0,1,1,4,998,98,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.428,450.57370555,671.3384861,48,0,152D,152,D,4,1,84,20,473,31,1GCDC14H2E,1,55,1,C,25,3,2,1,4,4,42,0,0,1,1,0,0,0,998,998,2,14,-14,0,488,1,1,17,0,4,8,4,998,98,2,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.428,450.57370555,671.3384861,48,0,153D,153,D,4,1,85,21,1,2,1G3GR47A9F,1,40,0,C,35,U,83,1,1,1,32,U,0,0,0,0,U,0,80,337,6,U,U,U,U,0,0,17,0,1,1,4,N,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.428,450.57370555,671.3384861,48,0,153D,153,D,4,2,82,48,31,3,JF1AF21B1C,1,5,0,C,25,1,82,1,1,1,21,0,0,0,0,2,U,0,337,80,5,U,U,U,U,0,1,17,0,1,U,U,32,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72.833,13517.211167,15749.013085,48,0,154H,154,H,4,1,81,22,9,2,1G2AV87S1B,1,58,0,C,55,1,6,1,1,1,35,0,0,1,1,0,0,0,998,998,6,U,U,U,U,0,2,17,0,1,1,0,998,98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.128,394.89640556,540.53676472,48,1,155C,155,C,4,1,88,21,2,4,1G3HY54C8J,1,40,0,C,55,1,69,1,1,1,32,0,0,0,0,0,0,0,90,173,4,U,U,U,U,0,1,17,1,1,1,4,N,65,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.128,394.89640556,540.53676472,48,,155C,155,C,4,2,82,23,881,65,1GDT9F4CUC,0,5,0,C,55,1,68,,,,,,,,,,,,,,,,,,,,,17,N,N,8,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.128,394.89640556,540.53676472,48,0,156C,156,C,4,1,91,23,477,30,1GTCS14RXM,1,U,0,C,40,9,50,1,1,1,41,0,0,0,0,0,0,0,293,128,1,18,-18,-3,597,1,1,17,0,1,8,4,49,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.128,394.89640556,540.53676472,48,0,156C,156,C,4,2,88,20,477,30,1GCCS14ZXJ,1,35,0,C,40,2,51,1,1,1,49,0,0,0,0,0,0,0,128,293,1,15,-15,3,453,1,1,17,0,1,8,4,41,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.192,592.34460833,882.57199145,48,0,157D,157,D,4,1,89,20,16,6,1G1JC8116K,1,0,0,C,35,U,68,1,2,2,25,0,0,0,0,0,0,0,13,253,1,14,-7,-12,329,1,1,17,0,0,2,0,29,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.192,592.34460833,882.57199145,48,0,157D,157,D,4,2,81,12,11,4,1FABP27B6B,1,45,0,C,35,1,69,1,3,3,29,0,0,0,0,0,0,0,253,13,1,12,-12,3,95,1,1,17,0,2,1,4,25,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95.750,17770.33825,20704.366173,48,0,158H,158,H,4,1,73,19,3,2,6D47R30200,1,40,0,C,50,9,20,1,1,1,50,0,0,0,0,0,4,0,308,302,3,6,-6,-1,104,4,1,13,0,0,1,0,45,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95.750,17770.33825,20704.366173,48,0,158H,158,H,4,2,90,12,471,14,1FMEU15N1L,0,0,0,C,50,1,21,1,3,0,45,0,0,0,0,0,0,1,302,308,3,7,6,2,170,4,2,17,N,N,8,N,50,2,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.894,537.18283889,735.2993588,48,0,159C,159,C,4,1,88,12,3,3,1FABP42E3J,1,55,U,C,55,U,7,1,1,1,28,U,0,1,0,4,0,0,997,997,5,U,U,U,U,0,0,17,0,1,1,U,N,N,7,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.342,805.77425833,1200.5744322,48,0,160D,160,D,4,1,77,21,2,4,3N69L7M400,1,U,1,29,45,1,1,1,1,1,36,0,0,1,2,0,0,0,998,998,5,U,U,U,U,0,1,13,0,1,1,4,998,98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.342,805.77425833,1200.5744322,48,0,161D,161,D,4,1,74,20,8,2,1X27H4K100,1,97,U,0,45,U,2,1,2,2,34,0,0,1,0,4,0,0,997,997,5,U,U,U,U,0,0,13,0,2,1,4,N,N,1,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65.125,12086.613875,11308.930328,48,1,162G,162,G,4,1,90,21,3,4,1G3CX54C7L,1,25,0,C,25,U,20,1,1,1,33,0,0,0,0,0,4,0,270,270,1,10,-10,0,141,1,1,17,0,0,1,0,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65.125,12086.613875,11308.930328,48,1,162G,162,G,4,2,90,20,20,4,2G1WL54TXL,1,0,0,C,25,1,21,1,1,1,32,1,0,0,0,0,0,1,270,270,1,10,10,0,115,1,1,17,0,0,2,0,33,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.406,446.44946111,611.102922,48,0,163C,163,C,4,1,89,35,43,4,JN1GB21S8K,1,3,0,C,45,1,68,1,2,2,22,0,0,0,0,0,0,0,195,57,6,U,U,U,U,0,2,17,0,1,2,4,22,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.406,446.44946111,611.102922,48,0,163C,163,C,4,2,88,20,32,4,1Y1SK514XJ,1,30,0,C,45,1,69,1,1,1,22,0,0,0,0,0,0,0,57,195,6,U,U,U,U,0,1,17,0,0,2,0,22,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.608,669.67419166,997.7902671,48,0,164D,164,D,4,1,86,20,477,30,1GCBS14R0G,1,25,0,C,25,U,86,1,1,1,26,1,0,0,0,0,0,0,270,0,6,U,U,U,U,0,1,17,0,0,8,0,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.608,669.67419166,997.7902671,48,0,164D,164,D,4,2,82,49,38,3,JT2AL22G8C,1,15,0,C,25,1,87,1,1,1,19,0,0,0,0,0,0,0,0,270,6,U,U,U,U,0,2,17,0,1,2,4,26,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.608,669.67419166,997.7902671,48,0,165D,165,D,4,1,84,41,34,3,JM1FB3328E,1,U,U,C,35,3,2,1,2,2,25,0,0,1,0,0,0,0,998,998,1,24,-21,12,695,1,1,17,0,2,1,4,998,98,1,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108.250,20090.22575,23407.286038,48,0,166H,166,H,4,1,86,55,32,3,KMHLD11J3G,1,35,0,C,45,1,20,1,2,2,21,0,0,0,0,0,7,0,75,75,4,U,U,U,U,0,1,17,0,2,2,6,N,61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108.250,20090.22575,23407.286038,48,,166H,166,H,4,2,84,20,881,61,1GBJ6D1A3E,0,0,0,C,45,1,21,,,,,,,,,,,,,,,,,,,,,17,N,N,8,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.832,339.96896818,497.94675019,48,0,167B,167,B,4,1,76,49,32,2,TE31113800,1,U,U,49,55,U,2,1,1,1,23,U,0,1,1,1,0,0,998,998,5,U,U,U,U,0,1,10,1,1,1,2,998,98,6,U,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
2.239,415.51762778,568.76322763,48,0,168C,168,C,4,1,87,20,32,4,1Y1SK5144H,1,45,0,C,25,1,87,1,1,1,22,0,0,1,0,0,0,0,998,998,1,12,-12,0,147,1,1,17,0,1,2,4,998,98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.239,415.51762778,568.76322763,48,0,168C,168,C,4,2,82,49,32,6,JT2TE72W7C,1,15,0,C,25,4,86,1,1,1,24,1,0,0,0,0,0,0,186,276,1,6,-4,5,71,1,2,17,0,0,1,0,22,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.358,623.27644166,928.65930171,48,0,169D,169,D,4,1,65,21,2,4,352695D100,1,65,1,27,45,U,2,1,2,2,40,0,0,1,1,0,0,0,998,998,1,8,0,-8,134,1,1,13,0,1,1,3,998,98,2,U,0,1,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U
14.393,2671.18475,3235.1527586,48,0,170E,170,E,4,1,88,7,34,3,JP3BA24K0J,1,45,0,C,40,6,20,1,2,2,20,0,0,0,0,0,1,0,285,287,1,16,-16,0,140,1,1,17,0,1,2,U,35,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.393,2671.18475,3235.1527586,48,0,170E,170,E,4,2,85,21,2,4,1G3BN69Y0F,0,0,0,C,40,1,22,1,1,0,35,0,0,0,0,0,0,4,287,285,1,10,10,0,317,1,2,17,N,N,1,N,20,3,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.327,246.32987273,648.57343976,48,1,171A,171,A,4,1,88,12,13,3,1FAPP93J0J,1,70,1,16,45,U,6,1,1,1,22,0,0,1,0,2,0,0,997,997,5,U,U,U,U,0,1,17,1,1,2,1,998,98,3,U,0,2,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U
1.622,301.06984444,412.10635848,48,0,172C,172,C,4,1,90,12,477,30,1FTCR10T0L,1,40,0,C,40,U,2,1,1,1,29,0,0,0,0,2,0,0,997,997,5,U,U,U,U,0,1,17,0,1,8,0,998,98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.622,301.06984444,412.10635848,48,0,173C,173,C,4,1,88,20,16,2,1G1JC1117J,1,5,0,C,0,U,82,1,1,1,24,0,0,1,0,0,0,0,222,342,2,14,-8,12,160,1,1,17,0,1,2,2,26,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.622,301.06984444,412.10635848,48,0,173C,173,C,4,2,87,18,18,4,1G4NC51U3H,1,45,0,C,55,8,83,1,1,1,26,0,0,1,0,0,0,0,342,222,2,13,-13,-1,278,1,1,17,0,1,2,6,24,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.433,451.60476666,672.87472978,48,0,174D,174,D,4,1,86,35,477,30,1N6HD16Y2G,1,55,0,C,55,U,2,1,1,1,31,0,0,1,0,5,0,0,997,997,5,U,U,U,U,0,1,17,1,1,8,3,998,98,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.433,451.60476666,672.87472978,48,0,175D,175,D,4,1,78,22,9,2,2U87L8N100,1,60,U,C,35,3,0,1,2,2,35,0,0,0,0,0,0,0,998,998,5,U,U,U,U,0,1,13,0,1,1,3,998,98,1,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.250,3387.03575,7020.7007679,48,0,176F,176,F,4,1,83,41,34,3,JM1FB331 D,1,55,U,C,55,8,2,1,1,1,24,0,0,0,0,4,0,0,997,997,5,U,U,U,U,0,1,17,0,1,1,4,998,98,2,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.767,327.87743333,448.80076027,48,0,177C,177,C,4,1,88,21,17,4,2G3AJ51R2J,1,55,0,C,55,1,89,1,1,1,27,0,0,1,0,2,0,0,70,162,6,U,U,U,U,0,1,17,0,1,2,4,41,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.767,327.87743333,448.80076027,48,0,177C,177,C,4,2,90,20,473,31,1GCGC24KXL,1,20,0,C,35,U,88,1,1,1,41,U,0,0,0,0,0,0,162,70,6,U,U,U,U,0,0,17,0,0,8,0,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.767,327.87743333,448.80076027,48,1,178C,178,C,4,1,91,41,35,4,JM1BG2249M,1,0,0,C,55,1,21,1,1,1,24,0,0,0,0,0,0,1,0,350,1,14,14,-3,450,1,1,17,0,0,2,0,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.767,327.87743333,448.80076027,48,1,178C,178,C,4,2,91,18,18,2,1G4NV14U6M,1,40,0,C,55,8,20,1,1,1,27,0,0,0,0,0,4,0,350,0,1,13,-13,0,142,1,1,17,0,1,2,4,24,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.767,327.87743333,448.80076027,48,0,179C,179,C,4,1,87,23,470,14,1GKCS18RXH,1,U,0,27,55,U,7,1,2,2,29,0,0,1,1,0,0,0,998,998,1,24,-23,-4,627,2,1,17,0,2,8,3,998,98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.650,491.81615,732.78823311,48,0,180D,180,D,4,1,86,12,3,1,1FABP27M0G,1,35,0,C,35,U,87,1,1,1,30,0,0,0,0,0,0,0,130,90,1,11,4,-10,154,1,1,17,0,1,1,4,29,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.650,491.81615,732.78823311,48,0,180D,180,D,4,2,88,23,470,14,1GKCS18Z2J,1,0,0,C,35,1,86,1,1,1,29,0,0,0,0,0,0,0,90,130,1,11,-10,6,99,1,1,17,0,0,8,0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.650,491.81615,732.78823311,48,0,181D,181,D,4,1,86,12,473,31,1FTCF15N1G,1,U,1,C,55,U,1,1,1,1,U,0,0,0,0,0,0,0,998,998,5,U,U,U,U,0,0,17,0,1,8,4,N,N,1,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.875,3688.621125,7645.8316582,48,0,182F,182,F,4,1,74,49,32,6,TE28555500,1,45,0,C,45,2,83,1,3,3,21,0,0,0,0,0,0,0,269,170,1,14,-12,-7,213,1,1,10,0,2,1,4,28,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.875,3688.621125,7645.8316582,48,0,182F,182,F,4,2,84,21,17,4,1G3AJ19R1E,1,20,0,C,40,1,82,1,1,1,28,0,0,0,0,0,0,0,170,269,1,12,-6,10,305,1,1,17,0,0,2,0,21,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.248,231.70755151,339.37809939,48,0,183B,183,B,4,1,66,9,1,2,VL21A6Z600,1,63,7,10,55,7,7,1,2,2,28,0,0,0,0,0,0,0,998,998,1,19,-16,-9,384,1,1,13,1,2,1,1,998,98,2,7,0,2,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U
1.526,283.19811852,387.64342396,48,0,184C,184,C,4,1,91,12,477,30,1FTCR10A0M,1,15,0,C,45,1,68,1,1,1,28,0,0,0,0,0,0,0,52,265,1,16,-15,-5,195,1,1,17,0,1,8,6,23,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.526,283.19811852,387.64342396,48,0,184C,184,C,4,2,87,20,16,4,1G1JC5110H,1,45,0,C,45,U,69,1,3,3,23,0,0,0,0,0,0,0,265,52,1,17,-16,6,391,1,1,17,0,2,2,3,28,30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.526,283.19811852,387.64342396,48,0,185C,185,C,4,1,88,49,477,30,JT4RN63A8J,1,30,0,C,45,6,78,1,1,1,36,0,0,0,0,4,0,0,115,183,6,U,U,U,U,0,1,17,0,1,8,6,33,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.526,283.19811852,387.64342396,48,0,185C,185,C,4,2,81,20,1,4,1G1AT69K7B,1,10,0,C,50,U,79,1,1,1,33,0,0,0,0,0,0,0,183,115,6,U,U,U,U,0,1,17,0,1,1,4,36,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.289,424.79717778,632.93239422,48,0,186D,186,D,4,1,78,12,473,31,9999999999,1,45,1,11,35,U,1,1,1,1,U,U,0,0,1,2,0,0,998,998,6,U,U,U,U,0,0,U,0,1,8,4,N,N,2,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.289,424.79717778,632.93239422,48,0,187D,187,D,4,1,85,12,3,2,1FABP26A0F,0,0,0,C,25,1,98,1,2,0,27,U,0,0,0,0,0,U,100,94,6,U,U,U,U,0,0,17,N,N,1,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.289,424.79717778,632.93239422,48,0,187D,187,D,4,2,87,20,470,14,1GNCT18R8H,1,2,0,C,25,11,25,1,1,1,29,0,0,0,0,0,U,U,94,101,5,U,U,U,U,0,2,17,0,0,8,0,40,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.289,424.79717778,632.93239422,48,0,187D,187,D,4,3,78,12,4,2,8G87H22900,1,40,1,32,25,7,24,1,2,2,40,0,0,0,0,0,4,0,101,94,5,U,U,U,U,0,1,11,0,2,1,3,29,14,1,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68.667,12743.915333,14848.039796,48,0,188H,188,H,4,1,80,35,33,4,HLB3107400,1,10,0,C,50,1,68,1,2,2,19,0,0,0,0,0,U,0,336,220,5,U,U,U,U,0,2,12,0,0,1,0,29,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68.667,12743.915333,14848.039796,48,0,188H,188,H,4,2,85,20,470,14,1G8CS18S4F,0,10,0,C,50,1,69,1,2,0,29,U,0,0,0,0,U,0,220,336,5,U,U,U,U,0,0,17,N,N,8,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.000,185.591,254.03816619,48,0,189C,189,C,4,1,91,20,498,31,1GCHV33K1M,1,5,0,C,55,1,31,1,2,2,56,3,0,1,0,0,0,1,175,175,5,U,U,U,U,0,1,17,0,2,8,4,39,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.000,185.591,254.03816619,48,0,189C,189,C,4,2,88,23,474,21,1GDEG25K0J,1,45,0,C,55,8,28,1,1,1,39,0,0,1,5,0,5,0,998,998,5,U,U,U,U,0,1,17,1,1,8,3,998,98,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.193,221.47192667,329.98514145,48,0,190D,190,D,4,1,82,7,474,21,2B7HB23P9C,1,45,0,C,45,U,7,1,1,1,35,0,0,1,1,0,0,0,998,998,1,15,-15,3,344,1,1,17,0,1,8,3,998,98,2,U,0,1,0,2,0,2,0,U,0,U,0,U,0,U,0,U,0,2
1.193,221.47192667,329.98514145,48,0,191D,191,D,4,1,89,12,477,30,1FTCR10T2K,1,35,0,C,40,4,86,1,1,1,28,0,0,0,0,0,0,0,95,185,3,13,8,10,319,4,1,17,0,0,8,0,24,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.193,221.47192667,329.98514145,48,0,191D,191,D,4,2,82,22,16,4,1G2AE69GXC,1,25,0,C,25,1,87,1,2,2,24,0,0,0,0,0,0,0,185,95,3,14,-11,-9,319,4,0,17,0,1,2,4,N,N,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.193,221.47192667,329.98514145,48,0,192D,192,D,4,1,67,12,3,2,7T01C28800,1,U,0,C,35,3,2,1,1,1,29,0,0,1,1,1,0,0,998,998,6,U,U,U,U,0,2,11,0,1,1,3,998,98,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
