H01,H02,H02A,H02B,H03,H05,H06,H07,H08,V07,V08,V09,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50
1,234M,234,M,3,2,1,37.80,1487.92,1,1,2,77,115,7,1,1,2,U,9,9,9,9,U,A,A,8,8,8,8,A,2,13,2K57Y7P,2,1,34,U,U,U,1,4,2,2,2,33,0,1,U,U,U,U,U
1,234M,234,M,3,2,2,37.80,1487.92,4,2,1,77,121,7,1,1,1,U,9,9,9,9,U,A,A,8,8,8,8,A,2,11,7J87S12,2,1,48,U,U,U,1,6,2,2,2,40,0,1,U,U,U,U,U
1,235B,235,B,3,2,1,13.75,541.24,1,1,2,68,121,6,1,1,71,12,F,L,E,E,1,A,A,8,8,8,8,A,2,11,8F02J99,2,1,122,1,1,A,1,11,2,2,2,30,0,1,U,U,U,U,U
1,236F,236,F,3,2,1,17.19,676.55,1,1,2,78,881,52,41,1,2,A,8,8,8,8,A,A,A,8,8,8,8,A,A,12,CL10012,2,1,3,A,A,A,1,7,2,2,2,2,0,1,U,U,U,U,U
1,236F,236,F,3,2,2,17.19,676.55,1,1,1,78,121,1,2,1,1,U,9,9,9,9,U,A,A,8,8,8,8,A,2,11,8A31H18,2,1,19,1,1,A,1,7,2,2,2,41,0,1,U,U,U,U,0
1,237J,237,J,3,2,1,103.13,4059.31,1,1,3,73,113,12,11,1,A,A,8,8,8,8,A,A,A,8,8,8,8,A,A,U,9999999,U,U,A,A,A,A,U,A,U,U,U,U,U,U,U,U,U,U,U
1,238M,238,M,3,2,1,41.25,1623.72,1,1,2,76,115,6,1,1,34,12,F,Y,E,N,2,44,12,L,D,E,S,1,2,13,2T87M5N,2,1,61,1,1,A,1,8,2,2,2,37,0,1,U,U,U,U,U
1,239F,239,F,3,2,1,21.79,857.79,1,1,1,76,884,54,41,1,2,A,8,8,8,8,A,A,A,8,8,8,8,A,A,8,GA36887,2,1,4,A,A,A,1,4,2,2,2,4,0,1,U,U,U,U,U
1,239F,239,F,3,2,2,21.79,857.79,1,2,1,79,114,1,1,1,1,2,R,B,E,W,1,A,A,8,8,8,8,A,2,13,3L37Y9X,2,1,1,1,1,A,1,6,2,2,1,38,0,1,U,U,U,U,U
1,240L,240,L,3,2,1,10.46,411.74,2,1,2,77,121,2,2,1,46,0,F,D,E,W,3,46,0,L,B,A,O,3,1,11,7P63H17,2,1,68,1,6,3,1,12,1,2,2,41,0,1,U,U,U,U,U
1,241F,241,F,3,2,1,11.08,436.27,1,1,1,78,885,55,41,1,46,A,8,8,8,8,A,A,A,8,8,8,8,A,A,9,1J73113,2,1,U,A,A,A,1,12,2,2,2,5,0,1,U,U,U,U,U
1,242I,242,I,3,2,1,16.63,654.41,2,1,2,72,114,1,1,1,2,11,F,Z,E,W,2,A,A,8,8,8,8,A,2,13,3J57K2R,2,1,92,1,1,A,1,4,2,2,2,35,1,3,20,-18,8,1001,U
1,242I,242,I,3,2,2,16.63,654.41,1,2,2,78,113,15,13,1,1,2,R,B,E,W,2,A,A,8,8,8,8,A,2,13,CCL168F,2,1,30,1,1,A,1,6,2,2,2,43,0,1,17,-7,-15,59,U
1,243L,243,L,3,2,1,5.32,209.41,3,1,2,78,114,8,1,1,2,11,F,L,E,W,5,2,9,L,B,E,W,2,1,13,3R47F8R,2,1,28,1,6,2,1,4,2,2,2,33,0,1,34,-29,17,1068,U
1,243L,243,L,3,2,2,5.32,209.41,4,2,2,78,113,6,1,1,1,2,R,F,E,W,6,1,3,R,Z,A,W,3,2,13,1Z37U8R,2,1,21,1,3,2,1,6,2,2,2,31,0,1,34,-17,-30,933,U
1,244M,244,M,3,2,1,26.60,1047.06,1,1,2,77,122,1,1,1,2,12,F,D,E,W,2,A,A,8,8,8,8,A,2,11,7H91F56,2,1,37,1,1,A,1,2,2,2,2,40,0,1,20,-20,0,597,U
1,244M,244,M,3,2,2,26.60,1047.06,1,3,2,67,113,1,2,1,3,12,F,D,E,W,1,1,6,B,D,E,W,1,2,13,136397Z,2,1,U,1,1,A,1,2,2,2,2,32,0,1,U,U,U,U,U
1,244M,244,M,3,2,3,26.60,1047.06,1,3,1,75,114,5,1,1,2,6,B,D,E,W,1,4,12,F,C,L,N,1,2,13,3757W5M,2,1,70,1,1,A,1,3,2,2,2,48,0,1,U,U,U,U,0
1,244M,244,M,3,2,4,26.60,1047.06,1,2,1,79,871,9,1,1,3,6,B,C,L,N,1,A,A,8,8,8,8,A,2,10,RA42171,2,1,10,1,1,A,1,3,2,2,2,25,0,1,U,U,U,U,U
1,245N,245,N,3,2,1,133.00,5235.28,1,1,1,73,111,3,3,1,A,A,8,8,8,8,A,A,A,8,8,8,8,A,A,U,9999999,U,U,A,A,A,A,U,A,U,U,U,U,U,U,U,U,U,U,U
1,245N,245,N,3,2,2,133.00,5235.28,1,2,1,79,113,6,1,1,A,A,8,8,8,8,A,A,A,8,8,8,8,A,A,U,9999999,U,U,A,A,A,A,U,A,U,U,U,U,U,U,U,U,U,U,U
1,246I,246,I,3,2,1,44.38,1746.73,1,1,2,73,113,12,11,1,2,U,9,9,9,9,U,2,U,9,9,9,9,U,2,13,CCY243Z,U,U,U,U,U,U,1,4,2,2,2,37,U,U,U,U,U,U,U
1,246I,246,I,3,2,2,44.38,1746.73,3,3,2,76,114,1,1,1,1,8,L,Y,E,W,3,34,3,R,P,A,W,3,1,13,3G37R6M,2,1,58,1,3,3,1,5,2,2,2,39,0,1,U,U,U,U,U
1,247N,247,N,3,2,1,355.00,13973.87,1,1,1,77,122,1,1,1,A,A,8,8,8,8,A,A,A,8,8,8,8,A,A,U,9999999,U,U,A,A,A,A,U,A,U,U,U,U,U,U,U,U,U,U,U
1,247N,247,N,3,2,2,355.00,13973.87,2,2,1,74,121,1,1,1,A,A,8,8,8,8,A,A,A,8,8,8,8,A,A,U,9999999,U,U,A,A,A,A,U,A,U,U,U,U,U,U,U,U,U,U,U
1,249L,249,L,3,2,1,11.53,453.98,7,1,2,62,121,8,2,1,2,1,F,Z,E,W,1,A,A,8,8,8,8,A,2,10,2H12519,2,1,129,1,1,A,1,4,2,2,2,U,0,1,U,U,U,U,U
1,249L,249,L,3,2,2,11.53,453.98,1,2,U,72,121,1,3,1,1,U,9,9,9,9,U,A,A,8,8,8,8,A,U,11,2A2H288,2,1,U,U,U,U,1,5,2,2,2,41,U,U,U,U,U,U,U
1,250M,250,M,3,2,1,57.67,2269.91,1,1,2,64,141,1,2,1,2,12,F,Y,E,W,2,3,U,9,9,9,9,U,2,7,E075043,2,1,185,1,6,2,1,2,2,2,2,31,0,1,U,U,U,U,U
1,250M,250,M,3,2,2,57.67,2269.91,1,2,1,75,112,3,1,1,1,U,9,9,9,9,U,A,A,8,8,8,8,A,2,13,6D47S5Q,2,1,70,1,1,A,1,3,2,2,2,51,0,1,U,U,U,U,U
1,250M,250,M,3,2,3,57.67,2269.91,1,2,1,79,113,6,1,1,1,U,9,9,9,9,U,A,A,8,8,8,8,A,2,13,1Q87L9L,2,1,11,1,1,A,1,5,2,2,2,35,0,1,U,U,U,U,U
1,251I,251,I,3,2,1,41.13,1618.80,1,4,1,74,121,34,16,1,46,A,8,8,8,8,A,A,A,8,8,8,8,A,A,11,R90AVT6,2,1,97,1,1,A,1,12,2,2,2,115,15,3,U,U,U,U,U
1,252L,252,L,3,2,1,13.16,518.02,1,1,1,79,112,3,2,1,2,1,F,Y,E,W,1,A,A,8,8,8,8,A,2,13,6B69S91,2,1,13,1,1,A,1,4,2,2,2,49,0,1,8,-7,-4,273,U
1,252L,252,L,3,2,2,13.16,518.02,1,2,2,74,881,9,1,1,1,10,L,Z,E,W,3,A,A,8,8,8,8,A,2,10,SBD2166,2,1,40,1,4,2,1,5,2,2,2,16,0,1,22,-11,19,56,U
1,253N,253,N,3,2,1,329.00,12950.43,1,1,1,72,121,8,2,1,A,A,8,8,8,8,A,A,A,8,8,8,8,A,A,U,9999999,U,U,A,A,A,A,U,A,U,U,U,U,U,U,U,U,U,U,U
1,253N,253,N,3,2,2,329.00,12950.43,1,2,1,76,952,6,2,1,A,A,8,8,8,8,A,A,A,8,8,8,8,A,A,U,9999999,U,U,A,A,A,A,U,A,U,U,U,U,U,U,U,U,U,U,U
1,254H,254,H,3,2,1,7.52,296.01,1,1,2,72,113,11,12,1,2,12,F,D,E,W,3,37,12,F,C,E,N,1,2,13,CG5252U,2,1,44,1,1,A,1,4,2,2,2,38,5,3,15,-15,3,365,U
1,254H,254,H,3,2,2,7.52,296.01,1,2,2,77,122,6,1,1,1,3,R,Z,A,W,3,A,A,8,8,8,8,A,2,11,7W35L50,2,1,45,1,3,2,1,6,2,2,2,34,0,1,19,-3,-19,257,U
1,255J,255,J,3,2,1,94.00,3700.12,1,1,1,76,132,11,12,1,A,A,8,8,8,8,A,A,A,8,8,8,8,A,A,U,9999999,U,U,A,A,A,A,U,A,U,U,U,U,U,U,U,U,U,U,U
1,255J,255,J,3,2,2,94.00,3700.12,1,2,1,71,121,2,1,1,A,A,8,8,8,8,A,A,A,8,8,8,8,A,A,U,9999999,U,U,A,A,A,A,U,A,U,U,U,U,U,U,U,U,U,U,U
1,256M,256,M,3,2,1,37.60,1480.05,1,1,2,77,113,1,1,1,2,1,F,L,E,E,1,A,A,8,8,8,8,A,2,13,1D37L7Z,2,1,47,1,1,A,1,4,2,2,2,33,0,1,7,-6,-4,48,U
1,256M,256,M,3,2,2,37.60,1480.05,2,2,1,73,121,1,1,1,1,10,L,B,E,W,2,A,A,8,8,8,8,A,2,9,3A30H99,2,1,116,1,1,A,1,5,2,2,2,37,0,1,6,-3,5,110,U
1,257N,257,N,3,2,1,188.00,7400.24,1,1,1,78,113,4,1,1,A,A,8,8,8,8,A,A,A,8,8,8,8,A,A,U,9999999,U,U,A,A,A,A,U,A,U,U,U,U,U,U,U,U,U,U,U
1,257N,257,N,3,2,2,188.00,7400.24,2,2,1,79,121,4,1,1,A,A,8,8,8,8,A,A,A,8,8,8,8,A,A,U,9999999,U,U,A,A,A,A,U,A,U,U,U,U,U,U,U,U,U,U,U
1,258F,258,F,3,2,1,19.78,778.50,1,1,1,76,883,55,41,1,2,A,8,8,8,8,A,A,A,8,8,8,8,A,A,10,GT75072,2,1,30,A,A,A,1,4,2,2,2,5,0,1,U,U,U,U,U
1,258F,258,F,3,2,2,19.78,778.50,1,2,2,78,121,2,1,1,1,U,9,9,9,9,U,A,A,8,8,8,8,A,2,11,8P64412,2,1,32,1,1,A,1,5,2,2,2,43,0,1,U,U,U,U,U
1,259J,259,J,3,2,1,118.67,4671.01,1,1,1,70,121,12,11,1,A,A,8,8,8,8,A,A,A,8,8,8,8,A,A,U,9999999,U,U,A,A,A,A,U,A,U,U,U,U,U,U,U,U,U,U,U
1,259J,259,J,3,2,2,118.67,4671.01,2,2,1,77,121,12,11,1,A,A,8,8,8,8,A,A,A,8,8,8,8,A,A,U,9999999,U,U,A,A,A,A,U,A,U,U,U,U,U,U,U,U,U,U,U
1,260N,260,N,3,2,1,237.33,9342.02,1,1,1,U,U,U,U,1,A,A,8,8,8,8,A,A,A,8,8,8,8,A,A,U,9999999,U,U,A,A,A,A,U,A,U,U,U,U,U,U,U,U,U,U,U
1,260N,260,N,3,2,2,237.33,9342.02,1,1,1,78,113,1,2,1,A,A,8,8,8,8,A,A,A,8,8,8,8,A,A,U,9999999,U,U,A,A,A,A,U,A,U,U,U,U,U,U,U,U,U,U,U
1,261H,261,H,3,2,1,1.00,39.36,3,1,2,76,113,1,3,1,2,12,F,D,H,W,9,A,A,8,8,8,8,A,2,13,1D35V6R,2,1,21,8,7,3,1,12,2,2,2,34,0,1,U,U,U,U,U
1,261H,261,H,3,2,2,1.00,39.36,1,2,2,77,121,34,15,1,1,A,8,8,8,8,A,46,A,8,8,8,8,A,A,11,F61EVX8,2,1,78,1,1,A,1,6,1,2,2,U,U,U,U,U,U,U,U
1,261H,261,H,3,2,3,1.00,39.36,1,1,1,73,952,8,3,1,1,12,F,R,E,E,1,A,A,8,8,8,8,A,2,13,1456364,2,1,88,1,1,A,1,4,2,2,2,28,0,1,U,U,U,U,U
1,262K,262,K,3,2,1,10.91,429.32,1,1,2,64,113,2,1,1,39,9,L,P,A,W,6,A,A,8,8,8,8,A,2,12,41847R1,2,1,U,8,8,3,1,9,2,2,2,36,0,1,U,U,U,U,97
1,263N,263,N,3,2,1,272.67,10733.11,1,1,1,64,121,2,1,1,A,A,8,8,8,8,A,A,A,8,8,8,8,A,A,U,9999999,U,U,A,A,A,A,U,A,U,U,U,U,U,U,U,U,U,U,U
1,263N,263,N,3,2,2,272.67,10733.11,1,3,1,76,651,19,1,1,A,A,8,8,8,8,A,A,A,8,8,8,8,A,A,U,9999999,U,U,A,A,A,A,U,A,U,U,U,U,U,U,U,U,U,U,U
1,263N,263,N,3,2,3,272.67,10733.11,1,2,1,79,121,8,3,1,A,A,8,8,8,8,A,A,A,8,8,8,8,A,A,U,9999999,U,U,A,A,A,A,U,A,U,U,U,U,U,U,U,U,U,U,U
1,264I,264,I,3,2,1,32.83,1292.43,1,1,1,72,121,12,11,1,2,11,F,D,E,W,2,A,A,8,8,8,8,A,2,11,F10YLP4,2,1,95,1,1,A,1,4,2,2,2,35,0,1,31,-27,15,1072,U
1,264I,264,I,3,2,2,32.83,1292.43,1,2,2,70,115,6,1,1,1,1,R,D,A,W,2,A,A,8,8,8,8,A,2,13,223870N,2,1,95,1,1,A,1,6,2,2,2,35,0,1,30,-26,-15,700,U
1,265L,265,L,3,2,1,10.51,413.58,2,1,2,66,113,10,1,1,33,11,F,D,E,W,4,A,A,8,8,8,8,A,2,13,194376S,2,1,180,1,6,2,1,8,2,2,2,31,0,1,79,-79,0,3793,U
1,266N,266,N,3,2,1,262.67,10339.48,1,1,1,78,114,1,1,1,A,A,8,8,8,8,A,A,A,8,8,8,8,A,A,U,9999999,U,U,A,A,A,A,U,A,U,U,U,U,U,U,U,U,U,U,U
1,267B,267,B,3,2,1,9.13,359.52,1,1,2,63,113,2,2,1,2,12,F,D,E,W,2,A,A,8,8,8,8,A,2,12,31569K1,2,1,152,1,1,A,1,2,2,2,2,36,0,1,16,-16,0,328,U
1,267B,267,B,3,2,2,9.13,359.52,0,3,2,78,121,18,1,1,1,6,B,D,E,W,3,3,12,F,L,E,W,2,1,11,8T10Y14,2,1,39,1,2,1,1,3,2,2,2,24,0,1,25,25,0,103,0
1,267B,267,B,3,2,3,9.13,359.52,0,3,2,79,134,8,2,1,2,U,9,9,9,9,U,A,A,8,8,8,8,A,2,13,HL41L9B,2,3,32,1,1,A,1,1,2,2,2,33,0,1,U,U,U,U,0
1,268I,268,I,3,2,1,17.13,674.09,1,1,1,U,132,7,1,1,2,U,9,9,9,9,U,A,A,8,8,8,8,A,U,U,9999999,U,U,U,U,U,U,1,U,2,2,2,U,U,U,U,U,U,U,U
1,268I,268,I,3,2,2,17.13,674.09,1,1,2,78,121,12,11,1,1,11,F,L,E,E,1,A,A,8,8,8,8,A,2,11,F15BLCB,2,1,14,1,1,A,1,1,2,2,2,61,0,1,U,U,U,U,U
1,269L,269,L,3,2,1,5.48,215.71,3,1,2,79,121,8,1,1,46,0,T,D,H,O,5,40,12,F,L,E,W,3,2,11,9K93Y15,2,1,17,4,7,3,1,12,1,2,1,30,0,1,U,U,U,U,97
1,270M,270,M,3,2,1,27.40,1078.55,1,1,2,79,115,18,1,1,34,U,9,9,9,9,U,A,A,8,8,8,8,A,2,13,2M27A97,2,U,U,U,U,U,1,9,U,U,2,27,U,U,U,U,U,U,U
1,271E,271,E,3,2,1,16.33,642.93,1,1,2,75,885,52,41,1,2,A,8,8,8,8,A,A,A,8,8,8,8,A,A,9,4371231,2,1,12,A,A,A,1,4,2,2,2,2,0,1,U,U,U,U,U
1,271E,271,E,3,2,2,16.33,642.93,2,2,1,76,114,1,1,1,1,A,8,8,8,8,A,A,A,8,8,8,8,A,A,13,3G37R6M,2,1,45,U,U,U,1,6,2,2,2,38,0,1,U,U,U,U,U
1,272L,272,L,3,2,1,11.76,462.91,5,1,2,78,121,8,2,1,2,1,F,Y,E,W,2,A,A,8,8,8,8,A,2,11,8K92T12,2,1,25,1,6,1,1,1,2,2,2,27,0,1,19,-16,-10,266,U
1,272L,272,L,3,2,2,11.76,462.91,1,1,2,73,121,2,2,1,1,12,F,Y,E,W,2,A,A,8,8,8,8,A,2,11,3G54H12,2,1,128,1,6,1,1,1,2,2,2,43,0,1,13,-13,0,252,U
1,273M,273,M,3,2,1,58.80,2314.54,2,1,2,79,115,6,1,1,2,11,F,Z,E,W,2,A,A,8,8,8,8,A,2,13,2W87K9L,2,1,5,1,1,A,1,4,2,2,2,35,0,1,21,-18,10,881,U
1,273M,273,M,3,2,2,58.80,2314.54,1,2,2,66,134,2,2,1,1,2,R,Z,E,W,3,A,A,8,8,8,8,A,2,13,PH43962,2,1,94,1,3,2,1,6,2,2,2,38,0,1,19,-10,-17,198,U
1,274E,274,E,3,2,1,12.38,487.12,1,1,2,75,884,56,41,1,2,A,8,8,8,8,A,A,A,8,8,8,8,A,A,8,71F6127,2,1,10,A,A,A,1,4,2,2,2,U,0,1,U,U,U,U,U
1,274E,274,E,3,2,2,12.38,487.12,1,2,2,72,883,53,41,1,1,A,8,8,8,8,A,A,A,8,8,8,8,A,A,10,TS18541,2,1,5,A,A,A,1,5,2,2,2,2,0,1,U,U,U,U,U
1,275I,275,I,3,2,1,27.84,1096.01,1,1,2,76,132,2,2,1,2,11,F,L,E,E,6,2,12,L,B,M,S,1,2,13,DM4LK6D,2,1,72,1,1,A,1,4,2,2,2,43,0,1,U,U,U,U,U
1,275I,275,I,3,2,2,27.84,1096.01,1,2,2,78,121,16,11,1,1,5,R,F,E,W,2,A,A,8,8,8,8,A,2,11,X15SKBG,2,1,21,1,1,A,1,6,2,2,2,62,0,1,U,U,U,U,U
1,276L,276,L,3,2,1,8.91,350.72,1,1,U,73,131,2,2,1,2,12,F,D,E,W,3,A,A,8,8,8,8,A,2,13,CL41M3C,3,1,58,1,1,A,1,4,2,2,2,43,0,1,26,-22,13,1474,U
1,276L,276,L,3,2,2,8.91,350.72,2,3,2,74,832,9,1,1,1,2,R,D,A,W,3,3,9,L,B,E,W,2,1,13,6H23K45,2,1,94,1,3,3,1,6,2,2,2,22,0,1,49,-25,-43,412,U
1,276L,276,L,3,2,3,8.91,350.72,1,2,1,75,115,7,1,1,2,12,F,D,E,W,1,A,A,8,8,8,8,A,2,13,2K57S5P,2,1,18,1,1,A,1,12,2,2,2,42,0,1,4,-4,0,32,0
1,277N,277,N,3,2,1,222.75,8768.11,1,1,1,U,U,U,U,1,A,A,8,8,8,8,A,A,A,8,8,8,8,A,A,U,9999999,U,U,A,A,A,A,U,A,U,U,U,U,U,U,U,U,U,U,U
1,277N,277,N,3,2,2,222.75,8768.11,2,2,1,74,113,1,1,1,A,A,8,8,8,8,A,A,A,8,8,8,8,A,A,U,9999999,U,U,A,A,A,A,U,A,U,U,U,U,U,U,U,U,U,U,U
1,278E,278,E,3,2,1,23.28,916.28,2,1,2,79,883,55,41,1,37,A,8,8,8,8,A,A,A,8,8,8,8,A,A,10,GS75O46,2,1,7,A,A,A,1,8,2,2,2,5,0,1,U,U,U,U,U
1,279J,279,J,3,2,1,209.50,8246.55,1,1,1,72,121,11,12,1,A,A,8,8,8,8,A,A,A,8,8,8,8,A,A,U,9999999,U,U,A,A,A,A,U,A,U,U,U,U,U,U,U,U,U,U,U
1,279J,279,J,3,2,2,209.50,8246.55,1,2,1,79,121,12,11,1,A,A,8,8,8,8,A,A,A,8,8,8,8,A,A,U,9999999,U,U,A,A,A,A,U,A,U,U,U,U,U,U,U,U,U,U,U
1,280I,280,I,3,2,1,10.58,416.26,1,1,2,69,121,12,11,1,47,12,F,L,E,E,2,A,A,8,8,8,8,A,2,11,F10YKE1,2,1,95,1,1,A,1,8,2,2,1,U,0,1,U,U,U,U,U
1,281I,281,I,3,2,1,10.58,416.26,1,1,1,79,116,35,23,1,2,A,8,8,8,8,A,A,A,8,8,8,8,A,A,13,T49FK9V,3,1,U,U,U,U,1,2,2,2,2,U,U,U,U,U,U,U,U
1,281I,281,I,3,2,2,10.58,416.26,1,2,2,74,114,2,2,1,1,6,B,D,E,W,4,A,A,8,8,8,8,A,2,13,8169I4M,2,1,115,1,1,A,1,3,2,2,2,45,0,1,U,U,U,U,U
1,282L,282,L,3,2,1,3.38,133.20,1,1,2,77,113,1,2,1,31,U,9,9,9,9,U,A,A,8,8,8,8,A,2,13,1D29U7R,2,1,U,U,U,U,1,U,2,2,2,U,U,U,U,U,U,U,U
1,283M,283,M,3,2,1,16.92,666.02,2,1,2,74,121,4,1,1,2,10,F,D,E,W,1,A,A,8,8,8,8,A,2,11,4FO4Y99,2,1,78,1,1,A,1,4,2,2,2,29,0,1,10,-5,8,213,U
1,283M,283,M,3,2,2,16.92,666.02,1,2,1,79,861,9,1,1,1,1,R,Z,E,W,2,A,A,8,8,8,8,A,2,11,HLS1O99,2,1,5,1,1,A,1,6,2,2,2,20,0,1,15,-13,-8,83,U
1,284N,284,N,3,2,1,84.60,3330.11,2,1,1,72,141,18,1,1,A,A,8,8,8,8,A,A,A,8,8,8,8,A,A,U,9999999,U,U,A,A,A,A,U,A,U,U,U,U,U,U,U,U,U,U,U
1,285I,285,I,3,2,1,47.94,1886.96,2,1,2,77,114,4,1,1,2,12,F,Z,E,W,2,A,A,8,8,8,8,A,2,13,3DO7U72,2,1,34,1,1,A,1,4,2,2,2,31,0,1,U,U,U,U,U
1,285I,285,I,3,2,2,47.94,1886.96,2,2,1,74,113,12,11,1,1,U,9,9,9,9,U,A,A,8,8,8,8,A,2,13,CKY144S,2,1,U,U,U,U,1,U,2,2,2,36,U,U,U,U,U,U,U
1,286M,286,M,3,2,1,76.70,3019.14,1,1,1,72,113,2,1,1,2,10,F,L,E,W,1,2,9,L,Z,E,W,1,2,13,1M47H2C,2,1,101,1,1,A,1,4,2,2,2,42,0,1,U,U,U,U,U
1,286M,286,M,3,2,2,76.70,3019.14,1,2,2,79,122,2,2,1,1,U,9,9,9,9,U,1,U,9,9,9,9,U,2,11,9Z66H99,2,1,1,1,1,A,1,6,2,2,2,37,0,1,U,U,U,U,U
1,287C,287,C,3,2,1,38.20,1503.67,1,2,1,73,121,1,2,1,71,12,R,B,M,N,1,A,A,8,8,8,8,A,2,11,3A31HZ4,2,1,86,1,1,A,1,11,2,2,2,38,0,1,U,U,U,U,U
1,288J,288,J,3,2,1,95.50,3759.17,1,1,1,U,U,38,21,1,A,A,8,8,8,8,A,A,A,8,8,8,8,A,A,U,9999999,U,U,A,A,A,A,U,A,U,U,U,U,U,U,U,U,U,U,U
1,288J,288,J,3,2,2,95.50,3759.17,1,2,1,70,111,3,2,1,A,A,8,8,8,8,A,A,A,8,8,8,8,A,A,U,9999999,U,U,A,A,A,A,U,A,U,U,U,U,U,U,U,U,U,U,U
1,289M,289,M,3,2,1,38.20,1503.67,3,1,2,78,871,9,1,1,2,U,9,9,9,9,U,A,A,8,8,8,8,A,2,10,TE51303,2,1,21,1,1,A,1,2,2,2,2,23,0,1,U,U,U,U,U
1,289M,289,M,3,2,2,38.20,1503.67,3,2,2,73,115,7,1,1,1,U,9,9,9,9,U,47,U,9,9,9,9,U,2,13,22K57T3,2,1,U,U,U,U,1,3,2,2,2,41,U,U,U,U,U,U,U
1,290E,290,E,3,2,1,13.52,532.12,2,1,2,76,881,55,41,1,2,A,8,8,8,8,A,A,A,8,8,8,8,A,A,12,CB55012,2,1,U,A,A,A,1,12,2,2,2,5,0,1,U,U,U,U,U
1,290E,290,E,3,2,2,13.52,532.12,2,2,1,68,122,2,2,1,1,5,R,P,E,W,1,A,A,8,8,8,8,A,2,11,8264255,2,1,104,A,A,A,1,6,2,2,2,40,0,1,U,U,U,U,U
1,291I,291,I,3,2,1,1.00,39.36,1,1,2,76,113,8,1,1,2,12,F,Z,E,W,2,A,A,8,8,8,8,A,2,13,1X27Q6L,2,1,41,1,1,A,1,2,2,2,2,34,0,1,U,U,U,U,U
1,291I,291,I,3,2,2,1.00,39.36,2,2,1,73,166,38,21,1,1,A,8,8,8,8,A,A,A,8,8,8,8,A,A,6,51401N8,3,1,U,U,U,U,1,3,2,2,2,U,U,U,U,U,U,U,U
1,292M,292,M,3,2,1,48.67,1915.64,1,1,2,77,113,1,2,1,34,12,F,R,E,E,3,A,A,8,8,8,8,A,2,13,1D29U7D,2,1,45,1,6,2,1,8,2,2,2,33,0,1,U,U,U,U,U
1,293E,293,E,3,2,1,6.08,239.46,1,1,1,75,883,55,41,1,46,A,8,8,8,8,A,A,A,8,8,8,8,A,A,10,GT75059,2,1,30,A,A,A,1,12,2,2,2,5,0,1,U,U,U,U,U
1,294I,294,I,3,2,1,13.69,538.78,1,1,2,75,113,6,1,1,2,12,F,L,E,E,5,A,A,8,8,8,8,A,2,13,1Q87D5N,2,1,74,1,1,A,1,2,2,2,2,35,0,1,U,U,U,U,U
1,294I,294,I,3,2,2,13.69,538.78,1,2,2,79,861,12,11,1,1,6,B,D,E,W,2,A,A,8,8,8,8,A,2,12,HLG6209,2,1,12,1,1,A,1,3,2,2,2,25,0,1,U,U,U,U,U
1,295J,295,J,3,2,1,54.75,2155.12,1,1,1,73,113,12,11,1,A,A,8,8,8,8,A,A,A,8,8,8,8,A,A,U,9999999,U,U,A,A,A,A,U,A,U,U,U,U,U,U,U,U,U,U,U
1,296M,296,M,3,2,1,21.90,862.05,1,1,2,73,121,8,2,1,40,12,F,D,E,W,1,32,12,F,L,E,N,1,2,11,3K92L99,2,1,56,1,1,A,1,8,2,2,2,27,0,1,14,-14,0,95,U
1,297J,297,J,3,2,1,108.17,4257.70,1,4,1,78,116,34,14,1,A,A,8,8,8,8,A,A,A,8,8,8,8,A,A,U,9999999,U,U,A,A,A,A,U,A,U,U,U,U,U,U,U,U,U,U,U
1,298M,298,M,3,2,1,43.27,1703.08,1,1,2,79,115,6,1,1,2,U,9,9,9,9,U,31,U,9,9,9,9,U,2,13,2W87K9L,2,1,U,U,U,U,1,4,2,2,2,35,U,U,U,U,U,U,53
1,298M,298,M,3,2,2,43.27,1703.08,1,2,2,78,111,8,1,1,1,2,R,F,E,W,5,1,3,R,B,E,W,3,2,13,4J47U8H,2,1,25,3,1,A,1,6,2,2,2,31,U,U,U,U,U,U,U
1,299N,299,N,3,2,1,216.33,8515.40,1,1,1,71,111,2,2,1,A,A,8,8,8,8,A,A,A,8,8,8,8,A,A,U,9999999,U,U,A,A,A,A,U,A,U,U,U,U,U,U,U,U,U,U,U
1,300I,300,I,3,2,1,39.00,1535.16,1,1,1,78,113,12,11,3,2,U,9,9,9,9,U,A,A,8,8,8,8,A,2,13,CCL338V,2,U,U,U,U,U,1,4,2,U,2,U,U,U,U,U,U,U,U
1,300I,300,I,3,2,2,39.00,1535.16,1,3,2,73,114,1,1,1,1,5,R,D,A,W,3,3,10,L,F,E,N,1,1,13,3J57K3R,2,1,91,1,3,2,1,6,2,2,2,38,0,1,U,U,U,U,U
1,301M,301,M,3,2,1,62.40,2456.25,1,1,2,77,111,1,1,1,2,11,F,Y,E,W,2,2,9,L,Z,E,W,2,1,13,4J57H7Z,2,1,45,1,1,A,1,4,2,2,2,36,0,1,19,-18,5,366,U
1,301M,301,M,3,2,2,62.40,2456.25,1,2,2,77,121,6,1,1,1,3,R,F,E,W,3,1,3,R,B,E,W,1,2,11,7W82F99,2,1,51,1,1,A,1,6,2,2,2,35,0,1,19,-5,-19,350,U
