H01,H02,H02A,H02B,H03,H05,H06,H07,H08,V07,V08,V09,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50
5,089B,89,B,3,2,1,5.33,386.50,3,1,2,72,121,12,11,1,71,U,9,9,9,9,U,A,A,8,8,8,8,A,2,U,9999999,1,1,U,U,U,U,U,11,2,2,2,U,U,U,U,U,U,U,25
5,090M,90,M,3,2,1,16.00,1159.50,1,1,2,77,113,14,5,1,2,11,F,L,E,W,1,A,A,8,8,8,8,A,2,13,CKU187F,2,1,15,1,1,A,1,4,2,2,2,43,0,1,12,-11,6,253,4
5,090M,90,M,3,2,2,16.00,1159.50,1,2,1,75,121,4,1,1,1,2,R,F,E,W,2,A,A,8,8,8,8,A,2,11,5F02Y21,2,1,22,1,1,A,1,6,2,2,2,28,0,1,19,-10,-17,124,25
5,091M,91,M,3,2,1,16.00,1159.50,1,1,2,73,114,1,1,1,34,12,F,R,E,N,4,A,A,8,8,8,8,A,2,13,3G37K3M,2,1,72,1,6,2,1,8,2,2,2,38,0,1,41,-41,0,1182,25
5,092C,92,C,3,2,1,15.60,1130.52,1,1,1,U,U,U,U,U,71,U,9,9,9,9,U,A,A,8,8,8,8,A,2,U,9999999,U,U,U,U,U,U,U,11,2,2,U,U,U,U,U,U,U,U,U
5,093I,93,I,3,2,1,9.75,706.57,2,3,2,61,111,2,2,1,46,0,U,F,X,N,1,2,2,R,B,E,N,1,2,9,8056410,3,1,997,1,1,A,1,8,2,2,2,42,0,1,U,U,U,U,58
5,093I,93,I,3,2,2,9.75,706.57,1,2,1,79,165,38,21,1,1,A,8,8,8,8,A,A,A,8,8,8,8,A,A,U,9999999,3,1,U,U,U,U,U,5,2,2,2,U,U,U,U,U,U,U,55
5,094M,94,M,3,2,1,15.60,1130.52,1,1,2,72,132,6,1,1,2,12,F,R,E,E,2,A,A,8,8,8,8,A,2,13,JS23G2B,2,1,81,1,1,A,1,2,2,2,2,32,0,1,9,-9,0,82,U
5,096M,96,M,3,2,1,4.53,328.57,1,1,2,75,122,7,1,1,2,12,F,D,E,W,2,A,A,8,8,8,8,A,2,11,5A93S55,2,1,37,1,1,A,1,2,2,2,2,44,0,1,15,-15,0,256,50
5,096M,96,M,3,2,2,4.53,328.57,3,2,3,76,113,7,2,1,1,6,B,D,E,W,1,A,A,8,8,8,8,A,2,13,1H57V6B,2,1,33,1,1,A,1,3,2,2,2,39,0,1,15,-15,0,87,0
5,097N,97,N,3,2,1,22.67,1642.87,1,1,1,71,113,14,5,1,A,A,8,8,8,8,A,A,A,8,8,8,8,A,A,U,9999999,U,U,A,A,A,A,U,A,U,U,U,U,U,U,U,U,U,U,U
5,097N,97,N,3,2,2,22.67,1642.87,1,1,1,73,131,2,3,1,A,A,8,8,8,8,A,A,A,8,8,8,8,A,A,U,9999999,U,U,A,A,A,A,U,A,U,U,U,U,U,U,U,U,U,U,U
5,098I,98,I,3,2,1,15.38,1114.21,1,1,2,71,114,2,1,1,2,12,F,D,E,W,1,A,A,8,8,8,8,A,2,13,354571E,2,1,100,1,1,A,1,2,2,2,2,40,0,1,U,U,U,U,15
5,098I,98,I,3,2,2,15.38,1114.21,1,2,2,68,121,12,11,1,1,6,B,D,E,W,1,A,A,8,8,8,8,A,2,11,F10YCC5,2,1,72,1,1,A,1,3,2,2,2,34,1,3,U,U,U,U,0
5,099L,99,L,3,2,1,4.92,356.55,2,1,2,75,153,14,5,1,2,12,F,D,E,W,2,A,A,8,8,8,8,A,2,13,E0062EG,2,1,47,1,1,A,1,4,2,2,2,36,0,1,40,-40,0,151,55
5,099L,99,L,3,2,2,4.92,356.55,1,2,2,78,871,9,1,1,1,4,R,Z,E,W,5,A,A,8,8,8,8,A,2,10,RA42117,2,1,5,1,8,3,1,6,2,2,2,24,0,1,60,42,-42,2505,U
5,100M,100,M,3,2,1,24.60,1782.74,3,1,2,70,114,2,1,1,44,1,F,Z,E,W,1,44,3,R,F,E,W,1,1,13,366470E,2,1,44,1,1,A,1,8,2,2,2,42,0,1,U,U,U,U,45
5,101N,101,N,3,2,1,123.00,8913.69,2,1,1,71,871,9,1,1,A,A,8,8,8,8,A,A,A,8,8,8,8,A,A,U,9999999,U,U,A,A,A,A,U,A,U,U,U,U,U,U,U,U,U,U,U
5,101N,101,N,3,2,2,123.00,8913.69,1,2,1,76,134,8,1,1,A,A,8,8,8,8,A,A,A,8,8,8,8,A,A,U,9999999,U,U,A,A,A,A,U,A,U,U,U,U,U,U,U,U,U,U,U
5,102I,102,I,3,2,1,10.33,748.88,1,1,2,65,113,16,11,1,2,12,F,D,E,W,1,A,A,8,8,8,8,A,2,12,C154571,2,1,78,1,1,A,1,4,2,2,2,U,0,1,U,U,U,U,20
5,102I,102,I,3,2,2,10.33,748.88,2,2,2,74,121,2,1,1,1,3,R,Z,E,W,3,A,A,8,8,8,8,A,2,11,4W62H14,2,1,77,1,1,A,1,6,2,2,2,44,0,1,U,U,U,U,20
5,103L,103,L,3,2,1,3.31,239.64,1,1,2,72,113,2,1,1,2,12,F,D,E,W,1,A,A,8,8,8,8,A,2,13,1M47R2T,2,1,51,1,1,A,1,4,2,2,2,41,0,1,19,-19,0,352,15
5,103L,103,L,3,2,2,3.31,239.64,1,3,3,72,113,8,2,1,1,2,R,F,E,W,2,34,12,L,F,E,E,1,2,13,1X69D2W,2,1,46,1,3,2,1,6,2,2,2,30,0,1,25,-13,-22,366,U
5,104M,104,M,3,2,1,16.53,1198.20,4,1,2,67,121,6,1,1,49,12,F,Z,E,W,2,A,A,8,8,8,8,A,2,11,7F01T17,2,1,72,1,8,3,1,8,2,2,2,26,0,1,22,22,1,274,25
5,105I,105,I,3,2,1,8.58,622.06,3,1,2,69,618,9,3,1,2,1,R,Z,E,S,2,42,12,F,D,E,W,1,2,9,3991153,2,1,55,1,1,A,1,7,2,2,2,18,0,1,U,U,U,U,U
5,105I,105,I,3,2,2,8.58,622.06,2,1,1,77,121,34,14,1,1,A,8,8,8,8,A,A,A,8,8,8,8,A,A,U,9999999,3,1,13,1,1,A,1,7,2,2,2,U,0,1,U,U,U,U,U
5,106J,106,J,3,2,1,34.34,2488.22,2,1,1,79,121,12,11,1,A,A,8,8,8,8,A,A,A,8,8,8,8,A,A,U,9999999,U,U,A,A,A,A,U,A,U,U,U,U,U,U,U,U,U,U,U
5,106J,106,J,3,2,2,34.34,2488.22,1,2,1,68,114,1,1,1,A,A,8,8,8,8,A,A,A,8,8,8,8,A,A,U,9999999,U,U,A,A,A,A,U,A,U,U,U,U,U,U,U,U,U,U,U
5,107M,107,M,3,2,1,13.73,995.29,1,1,1,78,113,4,1,1,2,U,9,9,9,9,U,A,A,8,8,8,8,A,2,U,9999999,2,1,U,U,U,U,1,1,2,2,2,U,U,U,U,U,U,U,U
5,107M,107,M,3,2,2,13.73,995.29,2,1,2,69,618,19,1,1,1,12,F,Y,E,W,2,A,A,8,8,8,8,A,2,9,9417336,2,1,82,1,1,A,1,1,2,2,2,19,0,1,U,U,U,U,U
5,108I,108,I,3,2,1,11.29,818.27,1,1,2,67,121,11,12,1,2,1,F,R,E,W,2,2,1,R,D,E,S,9,2,11,E16AHB3,2,1,139,2,1,A,1,4,2,2,2,27,2,3,14,-12,-7,138,35
5,108I,108,I,3,2,2,11.29,818.27,2,2,1,67,134,1,2,1,1,7,L,Y,E,W,1,1,7,L,Z,E,S,9,2,U,9999999,2,1,47,1,1,A,1,5,2,2,2,34,0,1,13,7,11,130,5
5,109L,109,L,3,2,1,3.61,261.84,2,1,2,69,141,1,2,1,34,1,F,R,E,E,2,2,12,F,R,E,S,9,2,13,A9A157M,2,1,69,1,1,A,1,8,2,2,2,35,2,3,U,U,U,U,U
5,109L,109,L,3,2,2,3.61,261.84,2,1,1,76,134,8,1,1,1,7,L,D,E,S,2,A,A,8,8,8,8,A,2,13,HH29C6B,2,1,18,1,4,1,1,7,2,2,2,32,0,1,U,U,U,U,10
5,110M,110,M,3,2,1,18.07,1309.22,2,1,3,72,121,8,2,1,2,12,F,L,E,E,2,A,A,8,8,8,8,A,2,11,2X92T32,2,1,84,1,1,A,1,2,2,2,2,27,0,1,16,-16,0,279,U
5,110M,110,M,3,2,2,18.07,1309.22,1,2,1,77,114,1,1,1,1,6,B,R,E,E,1,A,A,8,8,8,8,A,2,13,3M57R7G,2,1,42,1,1,A,1,3,2,2,2,38,0,1,14,14,0,5,0
5,111C,111,C,3,2,1,12.10,876.87,1,2,1,71,114,1,2,1,71,10,L,P,E,W,1,A,A,8,8,8,8,A,2,13,342391M,2,1,91,1,1,A,1,11,2,2,2,36,0,1,U,U,U,U,30
5,112I,112,I,3,2,1,7.56,548.05,5,1,2,70,121,16,11,1,34,1,R,D,A,W,3,A,A,8,8,8,8,A,2,11,F10ACG7,2,1,68,1,3,2,1,9,2,2,2,31,1,3,U,U,U,U,40
5,113K,113,K,3,2,1,2.42,175.37,2,1,2,72,622,9,1,1,33,2,R,Z,A,W,9,A,A,8,8,8,8,A,2,11,6AECME0,2,1,70,7,8,3,1,9,2,2,2,24,0,1,U,U,U,U,50
5,114M,114,M,3,2,1,12.10,876.87,1,1,2,70,132,6,1,1,34,U,9,9,9,9,U,37,U,9,9,9,9,U,2,13,JS23UOB,1,1,30,1,1,A,1,8,2,2,2,36,0,1,U,U,U,U,55
5,115M,115,M,3,2,1,9.73,705.41,2,4,2,75,113,2,1,1,46,U,9,9,9,9,U,A,A,8,8,8,8,A,2,U,9999999,2,1,U,U,U,U,1,A,2,2,2,43,U,U,U,U,U,U,U
5,116M,116,M,3,2,1,9.73,705.41,1,1,2,72,132,20,2,1,31,U,9,9,9,9,U,A,A,8,8,8,8,A,2,U,9999999,2,1,U,U,U,U,1,8,2,2,2,U,U,U,U,U,U,U,40
5,117N,117,N,3,2,1,48.67,3527.07,1,1,1,73,121,2,3,1,A,A,8,8,8,8,A,A,A,8,8,8,8,A,A,U,9999999,U,U,A,A,A,A,U,A,U,U,U,U,U,U,U,U,U,U,U
5,117N,117,N,3,2,2,48.67,3527.07,1,2,1,72,134,8,2,1,A,A,8,8,8,8,A,A,A,8,8,8,8,A,A,U,9999999,U,U,A,A,A,A,U,A,U,U,U,U,U,U,U,U,U,U,U
5,118I,118,I,3,2,1,8.79,637.09,1,1,2,71,134,8,1,1,2,2,F,D,A,W,7,A,A,8,8,8,8,A,2,13,VL29C1B,2,1,89,2,8,3,1,4,2,2,2,29,0,1,U,U,U,U,70
5,118I,118,I,3,2,2,8.79,637.09,1,1,2,74,121,34,16,1,1,A,8,8,8,8,A,A,A,8,8,8,8,A,A,11,U912VU5,2,1,267,1,1,A,1,4,2,2,2,U,0,1,U,U,U,U,20
5,119I,119,I,3,2,1,8.79,637.09,1,1,2,74,121,11,12,1,2,12,F,Z,E,W,6,A,A,8,8,8,8,A,2,11,E24GHT8,2,1,60,1,1,A,1,2,2,2,2,35,0,1,15,-15,0,280,U
5,119I,119,I,3,2,2,8.79,637.09,2,2,1,78,121,11,12,1,1,7,B,L,A,W,2,A,A,8,8,8,8,A,2,13,E14HHCA,2,1,12,1,1,A,1,3,2,2,2,39,0,1,14,12,7,32,U
5,120M,120,M,3,2,1,14.07,1019.35,1,2,2,72,121,1,1,1,53,9,L,B,A,W,5,53,9,L,Y,A,W,1,2,11,2H38H10,2,1,24,1,8,3,1,9,2,2,2,36,0,1,U,U,U,U,0
5,121C,121,C,3,2,1,22.87,1657.08,1,1,1,76,113,6,1,1,71,12,F,C,E,N,3,71,0,T,F,H,W,6,2,13,1Q87D6N,2,1,22,1,1,A,1,11,2,2,2,34,0,1,U,U,U,U,20
5,122J,122,J,3,2,1,57.17,4142.69,2,1,1,76,121,11,12,1,A,A,8,8,8,8,A,A,A,8,8,8,8,A,A,U,9999999,U,U,A,A,A,A,U,A,U,U,U,U,U,U,U,U,U,U,U
5,122J,122,J,3,2,2,57.17,4142.69,2,2,1,76,121,8,1,1,A,A,8,8,8,8,A,A,A,8,8,8,8,A,A,U,9999999,U,U,A,A,A,A,U,A,U,U,U,U,U,U,U,U,U,U,U
5,123M,123,M,3,2,1,22.87,1657.08,2,4,2,78,121,2,2,1,38,0,U,D,X,W,1,A,A,8,8,8,8,A,2,11,8B63H10,4,3,86,1,1,A,1,12,2,2,2,41,0,1,U,U,U,U,55
5,124I,124,I,3,2,1,7.88,570.69,1,1,1,78,116,12,11,1,2,11,F,D,E,W,1,A,A,8,8,8,8,A,2,U,9999999,2,1,1,1,1,A,1,4,2,2,2,45,0,1,15,-13,7,181,15
5,124I,124,I,3,2,2,7.88,570.69,1,3,2,71,134,2,3,1,1,2,R,Z,A,W,2,34,9,L,B,E,N,1,2,13,PH46K1D,2,1,84,1,3,2,1,6,2,2,2,44,1,3,15,-8,-13,394,20
5,125M,125,M,3,2,1,12.60,913.11,1,1,2,74,618,9,1,1,2,2,F,D,E,W,2,A,A,8,8,8,8,A,2,13,0L77ND9,2,1,58,1,1,A,1,4,2,2,2,22,0,1,U,U,U,U,17
5,125M,125,M,3,2,2,12.60,913.11,1,2,2,73,121,1,1,1,1,11,L,D,E,W,2,A,A,8,8,8,8,A,2,11,3B30Q26,2,1,48,1,1,A,1,5,2,2,2,37,0,1,U,U,U,U,27
5,126M,126,M,3,2,1,12.60,913.11,2,1,2,68,114,2,2,1,34,9,L,F,E,N,3,34,0,T,Z,G,N,1,2,13,354698M,2,1,112,1,7,1,1,9,2,2,2,41,0,1,U,U,U,U,55
5,127F,127,F,3,2,1,3.69,267.23,2,1,1,79,883,55,41,1,2,A,8,8,8,8,A,A,A,8,8,8,8,A,A,12,GS550E7,2,1,1,A,A,A,1,4,2,2,2,U,0,1,U,U,U,U,30
5,127F,127,F,3,2,2,3.69,267.23,2,2,1,78,861,9,3,1,1,11,L,P,E,W,1,A,A,8,8,8,8,A,2,12,WPLF101,2,1,2,1,1,A,1,5,2,2,2,20,0,1,U,U,U,U,0
5,128M,128,M,3,2,1,8.85,641.35,1,1,1,73,113,2,3,1,2,12,F,D,E,W,1,A,A,8,8,8,8,A,2,13,1L45H3S,2,1,89,1,1,A,1,4,2,2,2,49,0,1,14,-14,1,152,20
5,128M,128,M,3,2,2,8.85,641.35,1,2,2,75,141,8,2,1,1,3,R,Z,E,W,3,A,A,8,8,8,8,A,2,13,A5A057H,2,1,20,1,3,2,1,6,2,2,2,32,0,1,22,4,-22,262,17
5,129M,129,M,3,2,1,8.85,641.35,5,1,2,61,134,8,2,1,2,2,F,Z,E,W,2,2,3,R,Z,E,W,3,2,U,9999999,3,1,139,1,6,2,1,4,2,2,2,U,0,1,U,U,U,U,25
5,129M,129,M,3,2,2,8.85,641.35,1,3,2,77,122,1,1,1,1,U,9,9,9,9,U,1,U,9,9,9,9,U,1,U,9999999,2,1,U,U,U,U,1,5,2,2,2,U,U,U,U,U,U,U,25
5,130N,130,N,3,2,1,44.25,3206.75,1,1,1,73,121,17,6,1,A,A,8,8,8,8,A,A,A,8,8,8,8,A,A,U,9999999,U,U,A,A,A,A,U,A,U,U,U,U,U,U,U,U,U,U,U
5,131I,131,I,3,2,1,12.63,914.92,1,1,2,79,113,12,11,1,34,12,F,L,A,E,9,46,0,T,D,H,O,2,1,13,CKL1491,2,1,11,2,8,2,1,8,1,2,2,43,0,1,U,U,U,U,55
5,132M,132,M,3,2,1,20.20,1463.87,1,1,2,78,113,18,2,1,31,12,F,L,E,E,1,A,A,8,8,8,8,A,2,13,1B68E84,2,1,23,1,1,A,1,8,2,2,2,21,0,1,11,-11,0,27,U
5,133M,133,M,3,2,1,20.20,1463.87,3,1,3,68,111,1,1,1,51,12,F,C,E,W,1,A,A,8,8,8,8,A,2,13,444378B,2,1,14,1,1,A,1,8,2,2,2,35,0,1,U,U,U,U,45
5,134C,134,C,3,2,1,18.33,1328.65,1,1,1,U,661,9,1,1,71,U,9,9,9,9,U,A,A,8,8,8,8,A,2,U,9999999,U,1,U,U,U,U,1,11,2,2,2,U,U,U,U,U,U,U,U
5,135I,135,I,3,2,1,11.46,830.40,1,1,1,69,164,38,U,1,2,A,8,8,8,8,A,A,A,8,8,8,8,A,A,U,9999999,2,1,U,U,U,U,1,2,2,2,2,U,U,U,U,U,U,U,10
5,135I,135,I,3,2,2,11.46,830.40,10,2,2,67,171,43,U,1,1,A,8,8,8,8,A,A,A,8,8,8,8,A,A,5,5300088,4,1,105,1,1,A,1,3,2,2,2,U,0,1,U,U,U,U,0
5,136M,136,M,3,2,1,18.33,1328.65,2,1,1,79,121,6,1,1,2,12,F,L,E,W,2,A,A,8,8,8,8,A,2,11,9W81L12,2,1,7,1,1,A,1,1,2,2,2,33,0,1,11,-11,0,93,U
5,136M,136,M,3,2,2,18.33,1328.65,1,2,2,66,113,2,2,1,1,1,F,C,E,N,1,A,A,8,8,8,8,A,2,U,9999999,2,1,57,1,1,A,1,1,2,2,2,35,0,1,11,-10,-6,138,0
5,137E,137,E,3,2,1,4.28,310.01,2,1,2,79,884,55,41,1,2,A,8,8,8,8,A,A,A,8,8,8,8,A,A,11,KZ650B5,2,1,1,A,A,A,4,4,2,2,2,U,0,1,U,U,U,U,50
5,137E,137,E,3,2,2,4.28,310.01,2,2,2,73,121,18,1,1,1,2,R,Z,A,W,4,A,A,8,8,8,8,A,2,U,9999999,2,1,57,1,2,3,1,6,2,2,2,22,0,1,U,U,U,U,60
5,138I,138,I,3,2,1,9.63,697.51,1,1,2,66,141,1,2,1,2,11,F,D,E,W,3,A,A,8,8,8,8,A,2,U,9999999,2,1,68,1,6,1,1,1,2,2,2,30,0,1,U,U,U,U,20
5,138I,138,I,3,2,2,9.63,697.51,2,1,2,76,113,34,14,1,1,A,8,8,8,8,A,A,A,8,8,8,8,A,A,13,CCL3361,2,1,28,1,1,A,1,1,2,2,2,U,U,U,U,U,U,U,55
5,139L,139,L,3,2,1,3.08,223.20,3,1,2,78,113,6,1,1,33,12,F,C,E,W,3,A,A,8,8,8,8,A,2,13,1Q87D8N,2,1,16,1,8,3,1,8,2,2,2,34,0,1,42,-42,0,1182,35
5,140M,140,M,3,2,1,15.40,1116.02,2,1,2,70,121,8,1,1,40,U,9,9,9,9,U,A,A,8,8,8,8,A,2,U,9999999,3,1,U,U,U,U,1,8,2,2,2,25,U,U,U,U,U,U,55
5,141E,141,E,3,2,1,5.69,411.99,2,1,2,79,155,56,41,1,2,A,8,8,8,8,A,46,A,8,8,8,8,A,A,7,3A12044,2,1,U,A,A,A,1,7,2,2,2,U,0,1,U,U,U,U,25
5,141E,141,E,3,2,2,5.69,411.99,4,1,1,79,121,4,1,1,1,6,L,Y,E,S,1,A,A,8,8,8,8,A,2,11,9F03F14,1,1,1,1,1,A,1,7,2,2,2,28,0,1,U,U,U,U,15
5,142J,142,J,3,2,1,51.17,3707.88,1,1,1,76,113,20,1,1,A,A,8,8,8,8,A,A,A,8,8,8,8,A,A,U,9999999,U,U,A,A,A,A,U,A,U,U,U,U,U,U,U,U,U,U,U
5,142J,142,J,3,2,2,51.17,3707.88,1,2,1,74,121,11,12,1,A,A,8,8,8,8,A,A,A,8,8,8,8,A,A,U,9999999,U,U,A,A,A,A,U,A,U,U,U,U,U,U,U,U,U,U,U
5,143M,143,M,3,2,1,20.47,1483.15,4,1,3,69,121,5,2,1,49,12,F,L,E,W,2,A,A,8,8,8,8,A,2,11,9Y87N13,2,1,83,1,1,A,1,8,2,2,2,45,0,1,U,U,U,U,40
5,144F,144,F,3,2,1,10.69,775.00,1,1,3,U,U,51,48,1,31,A,8,8,8,8,A,A,A,8,8,8,8,A,A,U,9999999,1,1,A,A,A,A,1,9,2,2,2,1,0,1,U,U,U,U,U
5,145L,145,L,3,2,1,5.13,372.00,2,1,2,70,121,6,1,1,2,1,F,Z,E,W,2,A,A,8,8,8,8,A,2,11,OTO1F12,1,1,7,1,1,A,1,4,2,2,2,31,0,1,13,-11,-6,113,25
5,145L,145,L,3,2,2,5.13,372.00,2,2,2,78,661,9,2,1,1,10,L,Y,E,W,3,A,A,8,8,8,8,A,2,10,1783565,3,1,17,1,1,A,1,5,2,2,2,20,0,1,21,-11,18,215,40
5,146N,146,N,3,2,1,128.33,9299.95,1,1,1,74,113,1,1,1,A,A,8,8,8,8,A,A,A,8,8,8,8,A,A,U,9999999,U,U,A,A,A,A,U,A,U,U,U,U,U,U,U,U,U,U,U
5,147I,147,I,3,2,1,6.63,480.11,1,1,2,75,116,12,11,1,34,12,F,R,E,N,2,46,0,T,D,H,O,2,2,U,9999999,2,1,46,2,7,2,1,8,1,2,2,U,0,1,U,U,U,U,U
5,148M,148,M,3,2,1,10.60,768.17,2,1,2,74,121,4,1,1,2,1,F,D,E,W,3,2,3,R,Z,E,W,3,2,11,4F03Y32,2,1,44,1,1,A,1,4,2,2,2,30,0,1,28,-25,-14,1032,25
5,148M,148,M,3,2,2,10.60,768.17,1,3,2,75,114,8,1,1,1,10,L,F,E,W,3,34,1,R,F,E,W,2,1,13,3B27F5W,2,1,37,1,1,A,1,5,2,2,2,35,0,1,26,-13,22,240,26
5,149N,149,N,3,2,1,53.00,3840.86,2,1,1,73,121,1,1,1,A,A,8,8,8,8,A,A,A,8,8,8,8,A,A,U,9999999,U,U,A,A,A,A,U,A,U,U,U,U,U,U,U,U,U,U,U
5,149N,149,N,3,2,2,53.00,3840.86,1,1,1,72,121,1,1,1,A,A,8,8,8,8,A,A,A,8,8,8,8,A,A,U,9999999,U,U,A,A,A,A,U,A,U,U,U,U,U,U,U,U,U,U,U
5,150E,150,E,3,2,1,3.94,285.85,1,1,2,77,883,54,41,1,2,A,8,8,8,8,A,46,A,8,8,8,8,A,A,9,GS400X1,2,1,2,A,A,A,1,4,2,2,2,4,0,1,U,U,U,U,40
5,150E,150,E,3,2,2,3.94,285.85,1,2,3,74,114,1,1,1,1,9,L,F,E,W,3,59,0,T,Y,G,W,6,2,13,3F37M4M,2,1,174,1,1,A,1,5,2,2,2,40,0,1,U,U,U,U,3
5,151I,151,I,3,2,1,8.88,643.16,1,1,2,64,168,33,12,1,2,A,8,8,8,8,A,A,A,8,8,8,8,A,A,U,9999999,2,1,108,1,1,A,1,4,2,2,2,U,U,U,U,U,U,U,5
5,151I,151,I,3,2,2,8.88,643.16,1,2,2,79,121,14,5,1,1,2,R,P,E,W,2,A,A,8,8,8,8,A,2,11,U15HLEA,2,1,2,1,1,A,1,6,2,2,2,47,0,1,U,U,U,U,20
5,152L,152,L,3,2,1,2.84,205.81,6,1,2,73,114,1,1,1,33,12,F,R,E,W,4,A,A,8,8,8,8,A,2,13,3J57M3M,2,1,88,2,8,2,1,8,2,2,2,38,0,1,50,-50,0,1694,65
5,153M,153,M,3,2,1,14.20,1029.06,1,1,2,72,434,9,2,1,2,12,F,L,E,E,1,A,A,8,8,8,8,A,2,13,4B41G2R,2,1,131,1,1,A,1,2,2,2,2,20,0,1,5,-5,0,20,15
5,153M,153,M,3,2,2,14.20,1029.06,2,2,1,76,113,2,2,1,1,6,B,R,E,W,1,A,A,8,8,8,8,A,2,13,1L69V61,2,1,42,1,1,A,1,3,2,2,2,44,0,1,3,3,0,5,0
5,154E,154,E,3,2,1,4.28,310.01,1,1,2,76,155,56,41,1,2,A,8,8,8,8,A,46,A,8,8,8,8,A,A,U,9999999,2,1,130,A,A,A,1,4,2,2,2,5,0,1,U,U,U,U,U
5,154E,154,E,3,2,2,4.28,310.01,1,2,1,77,113,18,3,1,1,8,L,Z,A,W,2,38,12,F,Z,L,N,1,2,13,1V15B7U,2,1,30,1,1,A,1,5,2,2,2,27,0,1,U,U,U,U,5
5,155I,155,I,3,2,1,9.25,670.34,2,1,2,77,113,12,11,1,2,12,F,D,E,W,1,A,A,8,8,8,8,A,2,13,CCL247F,2,1,34,1,1,A,1,1,2,2,2,45,0,1,18,-18,0,160,5
5,155I,155,I,3,2,2,9.25,670.34,4,1,2,78,121,7,1,1,1,12,F,D,E,W,2,A,A,8,8,8,8,A,2,11,8G87H13,2,1,33,1,1,A,1,1,2,2,2,40,0,1,23,-23,0,605,45
5,156M,156,M,3,2,1,14.80,1072.54,2,1,2,74,132,8,1,1,40,0,U,F,X,W,1,40,12,F,R,L,W,1,2,13,LL29G4B,2,1,76,1,1,A,1,12,2,2,2,31,0,1,U,U,U,U,45
5,157F,157,F,3,2,1,6.90,499.73,2,1,1,66,155,56,41,1,2,A,8,8,8,8,A,46,A,8,8,8,8,A,A,U,9999999,2,1,22,A,A,A,1,4,2,2,2,U,0,1,U,U,U,U,20
5,157F,157,F,3,2,2,6.90,499.73,1,2,1,79,153,38,21,1,1,A,8,8,8,8,A,A,A,8,8,8,8,A,A,13,D2137JG,2,1,18,1,1,A,1,6,2,2,2,280,0,1,U,U,U,U,5
5,158H,158,H,3,2,1,3.31,239.87,1,1,2,78,113,12,11,1,46,0,T,D,H,O,4,49,12,F,C,E,W,1,2,13,CCQ1481,2,1,21,5,7,3,1,12,1,2,2,38,0,1,U,U,U,U,55
5,159I,159,I,3,2,1,10.34,749.60,3,1,2,76,121,16,11,1,2,12,F,L,E,E,2,A,A,8,8,8,8,A,2,11,F10YKA2,2,1,50,1,1,A,1,4,2,2,2,38,2,3,13,-13,0,164,20
5,159I,159,I,3,2,2,10.34,749.60,2,2,2,72,113,2,2,1,1,4,R,F,E,W,3,A,A,8,8,8,8,A,2,13,1M69H21,2,1,52,1,1,A,1,6,2,2,2,48,0,1,11,5,-9,143,5
5,160M,160,M,3,2,1,16.55,1199.36,2,1,3,68,132,1,2,1,33,12,F,L,E,E,2,32,12,F,Y,E,W,1,2,U,9999999,2,1,109,1,1,A,1,8,2,2,2,32,0,1,U,U,U,U,60
5,161F,161,F,3,2,1,12.08,875.67,2,1,1,73,121,8,1,1,2,U,9,9,9,9,U,A,A,8,8,8,8,A,2,U,9999999,2,1,U,U,U,U,1,4,2,2,2,U,U,U,U,U,U,U,8
5,161F,161,F,3,2,2,12.08,875.67,1,2,1,78,884,50,49,1,1,A,8,8,8,8,A,A,A,8,8,8,8,A,A,U,9999999,2,1,U,A,A,A,1,6,2,2,2,U,U,U,U,U,U,U,10
5,162M,162,M,3,2,1,29.00,2101.60,1,1,2,71,115,2,2,1,2,1,F,R,E,W,2,A,A,8,8,8,8,A,2,13,252691P,2,1,78,1,1,A,1,1,2,2,2,42,0,1,15,-13,-8,411,10
5,162M,162,M,3,2,2,29.00,2101.60,1,1,2,75,121,8,2,1,1,11,F,Z,E,W,2,A,A,8,8,8,8,A,2,11,5X92L15,2,1,49,1,1,A,1,1,2,2,2,31,0,1,20,-17,10,242,25
5,163C,163,C,3,2,1,14.50,1050.80,1,2,1,74,134,8,1,1,71,2,R,F,E,W,1,A,A,8,8,8,8,A,2,13,VL29G4B,2,1,71,1,1,A,1,11,2,2,2,31,0,1,U,U,U,U,U
5,164I,164,I,3,2,1,9.06,656.75,3,1,1,65,134,2,1,1,2,U,9,9,9,9,U,3,U,9,9,9,9,U,2,U,9999999,3,1,U,U,U,U,1,4,2,2,2,U,U,U,U,U,U,U,U
5,164I,164,I,3,2,2,9.06,656.75,1,3,2,71,121,8,1,1,1,7,L,F,E,W,3,41,1,R,F,E,W,1,1,11,1K93L22,3,1,105,1,1,A,1,5,2,2,2,26,0,1,U,U,U,U,10
5,164I,164,I,3,2,3,9.06,656.75,2,2,1,79,121,11,12,1,1,11,L,B,E,S,1,A,A,8,8,8,8,A,2,11,E14BHEA,2,1,1,1,1,A,1,7,2,2,2,38,0,1,U,U,U,U,0
