PSU,CASE_ID,CASE_NO,STRATIF,REC_NO,VERSION,VEH_NO,PSUWGT,NATWT,OCCFORMS,VEH_ROLE,TOWAWAY,MOD_YEAR,MAKE,MODEL,BODY_TYP,TOW_VEH,GVWR,CAB_CONF,TRAC_DRO,BODY_CON,AXLES_P,AXLES_T1,AXLES_T2,AXLES_T3,BRAKE_TY,OBJ_CNPR,CLOCK_PR,INCRE_PR,DFORCEPR,DEFLOCPR,LONGITPR,VERTICPR,DISTRIPR,EXTENTPR,OBJ_CNSE,CLOCK_SE,INCRE_SE,DFORCESE,DEFLOCSE,LONGITSE,VERTICSE,DISTRISE,EXTENTSE,MORE_CDC,VIN,REGISTRA,SPEC_USE,ODOMETER,PC_INTEG,PC_INTRU,MAG_INTR,FIRE,IMP_TYPE,OTH_ROLE,ROLLOVER,J_KNIFE,SAFETY_B,HAZCARGO,CURB_WT,CARGO_WT,WT_SOURC,DV_SOURC,DV_TOTAL,DV_LONG,DV_LAT,ENERGY,DV_L,DV_C1,DV_C2,DV_C3,DV_C4,DV_C5,DV_C6,DV_D,VDEATHS,VINJ_SER,VINJURY
51,318N,318,N,3,4,1,707.00,17640.36,1,1,1,78,20,9,2,0,0,U,U,U,U,U,U,U,U,0,,,,,,,,,0,,,,,,,,,0,9999999999,U,U,U,1,1,0,0,0,0,0,0,0,U,U,U,U,0,U,U,U,U,U,U,U,U,U,U,U,U,0,0,0
51,318N,318,N,3,4,2,707.00,17640.36,1,2,1,U,18,U,2,0,0,U,U,U,U,U,U,U,U,0,,,,,,,,,0,,,,,,,,,0,9999999999,U,U,U,1,1,0,0,0,0,0,0,0,U,U,U,U,0,U,U,U,U,U,U,U,U,U,U,U,U,0,0,0
51,319C,319,C,3,4,1,84.40,2105.86,1,1,1,74,14,5,2,0,0,0,0,0,0,0,0,0,0,71,12,0,12,F,Z,M,W,01,,,,,,,,,,0,4A93H00000,1,0,U,1,1,0,0,1,7,0,0,0,0,43,0,0,0,96,96,96,9996,,,,,,,,,0,0,0
51,320I,320,I,3,4,1,68.13,1699.91,1,1,1,78,86,81,56,0,6,2,0,19,3,8,8,8,1,2,12,0,12,R,P,W,U,01,,,,,,,,,,0,WS786LST00,0,0,122,1,1,0,0,3,4,0,0,0,0,134,0,0,0,96,96,96,9996,,,,,,,,,0,0,0
51,320I,320,I,3,4,2,68.13,1699.91,1,1,2,81,49,3,4,0,0,0,0,0,0,0,0,0,0,1,U,U,U,9,9,9,9,99,,,,,,,,,,0,2RA33LXBV0,1,0,U,U,U,U,0,2,4,0,0,0,0,26,0,0,0,96,96,96,9996,,,,,,,,,0,0,0
51,321M,321,M,3,4,1,127.60,3183.75,3,1,1,79,20,8,4,0,0,0,0,0,0,0,0,0,0,2,1,0,1,F,R,E,W,01,,,,,,,,,,0,1X17D9T000,1,0,42,1,1,0,0,1,2,0,0,0,0,33,0,0,1,12,-11,-4,57,43,0,0,0,6,9,10,65,0,0,3
51,321M,321,M,3,4,2,127.60,3183.75,1,2,2,66,12,6,3,0,0,0,0,0,0,0,0,0,0,1,8,0,8,L,F,E,W,03,,,,,,,,,,0,6W64X00000,1,0,79,1,1,0,0,2,1,0,0,0,0,37,0,0,1,11,4,11,263,188,0,0,6,20,30,33,144,0,0,0
51,322H,322,H,3,4,1,26.60,663.70,1,1,3,69,35,72,50,0,0,0,0,0,0,0,0,0,0,2,12,0,12,L,P,A,S,01,,,,,,,,,,0,L521000000,1,0,74,1,1,0,0,2,4,0,0,0,0,24,0,0,0,96,96,96,9996,,,,,,,,,0,0,1
51,322H,322,H,3,4,2,26.60,663.70,1,2,1,72,20,74,51,0,0,0,0,0,0,0,0,0,0,1,U,U,U,9,9,9,9,99,,,,,,,,,,0,CGS152U000,1,0,U,U,U,U,0,2,4,0,0,0,0,U,U,U,0,96,96,96,9996,,,,,,,,,0,0,0
51,323A,323,A,3,4,1,18.76,468.08,1,1,1,U,19,U,9,0,0,0,0,0,0,0,0,0,0,71,U,U,U,9,9,9,9,99,,,,,,,,,,0,9999999999,1,0,U,U,U,U,0,1,7,0,0,0,0,U,U,U,0,96,96,96,9996,,,,,,,,,0,0,0
51,324C,324,C,3,4,1,143.00,3567.99,4,1,1,76,20,2,4,0,0,0,0,0,0,0,0,0,0,71,12,0,12,F,L,M,S,01,,,,,,,,,,0,1L39V6S000,1,0,56,1,1,0,0,1,7,0,0,0,0,44,0,0,0,96,96,96,9996,,,,,,,,,0,0,0
51,325F,325,F,3,4,1,46.25,1153.98,1,1,1,81,37,66,15,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,46,,,,,,,,,0,JH2RC040XB,1,0,12,0,0,0,0,3,2,0,0,0,0,6,0,0,0,96,96,96,9996,,,,,,,,,0,0,0
51,325F,325,F,3,4,2,46.25,1153.98,1,0,1,80,9,6,6,0,0,0,0,0,0,0,0,0,0,1,U,U,U,9,9,9,9,99,,,,,,,,,,0,HL45CAF000,1,0,U,U,U,U,0,2,8,0,0,0,0,36,0,0,0,96,96,96,9996,,,,,,,,,0,0,0
51,326M,326,M,3,4,1,128.80,3213.69,1,1,3,79,20,8,3,0,0,0,0,0,0,0,0,0,0,32,U,U,U,9,9,9,9,99,,,,,,,,,,0,1X69D9T000,1,0,U,U,U,U,0,1,6,0,0,0,0,33,0,0,0,U,U,U,U,,,,,,,,,0,0,0
51,327I,327,I,3,4,1,65.25,1628.05,1,1,2,80,23,73,50,0,0,0,0,0,0,0,0,0,0,2,1,0,1,F,R,E,E,02,,,,,,,,,,0,TCD14AA000,1,0,8,1,1,0,0,1,2,0,0,0,0,45,16,2,0,U,U,U,U,,,,,,,,,0,0,0
51,327I,327,I,3,4,2,65.25,1628.05,2,2,1,78,14,5,2,0,0,0,0,0,0,0,0,0,0,1,U,U,U,9,9,9,9,99,,,,,,,,,,0,8H93F00000,1,0,U,U,U,U,0,2,1,0,0,0,0,40,U,U,0,U,U,U,U,,,,,,,,,0,0,1
51,328C,328,C,3,4,1,120.20,2999.11,1,1,1,U,U,U,9,0,0,0,0,0,0,0,0,0,0,71,U,U,U,9,9,9,9,99,,,,,,,,,,0,9999999999,1,U,U,U,U,U,0,1,7,0,0,0,0,U,U,U,0,96,96,96,9996,,,,,,,,,0,0,0
51,329M,329,M,3,4,1,97.00,2420.25,3,1,2,72,20,73,50,0,0,0,0,0,0,0,0,0,0,2,U,U,U,9,9,9,9,99,2,U,U,U,9,9,9,9,99,0,CCE142F000,1,0,U,1,1,0,0,1,2,0,0,0,0,38,0,0,0,U,U,U,U,,,,,,,,,0,0,0
51,329M,329,M,3,4,2,97.00,2420.25,1,2,2,80,36,3,2,0,0,0,0,0,0,0,0,0,0,1,9,0,9,L,F,E,W,03,1,9,0,9,L,B,M,S,02,0,131A000000,1,0,11,1,1,0,0,2,1,0,0,0,0,25,0,0,0,U,U,U,U,,,,,,,,,0,0,0
51,330J,330,J,3,4,1,197.50,4927.82,1,1,1,78,7,73,50,0,0,U,U,U,U,U,U,U,U,0,,,,,,,,,0,,,,,,,,,0,9999999999,U,U,U,1,1,0,0,0,0,0,0,0,U,U,U,U,0,U,U,U,U,U,U,U,U,U,U,U,U,0,0,0
51,330J,330,J,3,4,2,197.50,4927.82,1,2,1,74,19,5,2,0,0,U,U,U,U,U,U,U,U,0,,,,,,,,,0,,,,,,,,,0,9999999999,U,U,U,1,1,0,0,0,0,0,0,0,U,U,U,U,0,U,U,U,U,U,U,U,U,U,U,U,U,0,0,0
51,331C,331,C,3,4,1,128.40,3203.71,1,1,1,82,7,8,4,0,0,0,0,0,0,0,0,0,0,71,12,0,12,R,Y,H,W,02,,,,,,,,,,0,1B3BZ14B7C,1,0,1,1,1,0,0,3,7,0,0,0,0,23,0,0,0,96,96,96,9996,,,,,,,,,0,0,0
52,001I,1,I,3,4,1,2.00,273.22,1,0,2,76,20,73,50,0,0,0,0,0,0,0,0,0,0,46,0,0,0,T,D,D,O,03,,,,,,,,,,0,CCL146A112,1,0,35,1,7,2,0,5,6,1,0,0,0,40,15,2,0,96,96,96,9996,,,,,,,,,0,0,1
52,002M,2,M,3,4,1,3.20,437.16,1,1,2,71,20,2,2,0,0,0,0,0,0,0,0,0,0,2,U,U,U,9,9,9,9,99,,,,,,,,,,0,1644711113,2,0,U,U,U,U,0,3,3,0,0,0,0,40,0,0,0,U,U,U,U,,,,,,,,,0,0,0
52,002M,2,M,3,4,2,3.20,437.16,1,2,1,77,20,9,2,0,0,0,0,0,0,0,0,0,0,1,U,U,U,9,9,9,9,99,,,,,,,,,,0,1Q87U7L507,1,0,72,U,U,U,0,4,2,0,0,0,0,36,0,0,0,U,U,U,U,,,,,,,,,0,0,1
52,003H,3,H,3,4,1,1.00,136.61,2,1,2,74,12,7,5,0,0,0,0,0,0,0,0,0,0,40,12,0,12,F,Z,E,W,02,,,,,,,,,,0,4A48Q19905,1,0,97,1,6,2,0,1,6,0,0,0,0,38,0,0,0,96,96,96,9996,,,,,,,,,0,0,2
52,004M,4,M,3,4,1,4.20,573.77,1,1,2,77,49,3,4,0,0,0,0,0,0,0,0,0,0,32,12,0,12,F,R,E,E,03,37,12,0,12,R,Z,M,S,01,1,RA29076616,1,0,38,1,6,3,0,1,6,0,0,0,0,26,0,0,0,96,96,96,9996,,,,,,,,,0,0,0
52,005H,5,H,3,4,1,1.00,136.61,1,1,2,U,23,81,57,0,6,2,0,6,3,1,8,8,1,38,U,U,U,9,9,9,9,99,,,,,,,,,,0,9999999999,U,0,U,U,U,U,2,1,6,0,1,0,0,U,0,0,0,U,U,U,U,,,,,,,,,0,1,1
52,006H,6,H,3,4,1,1.00,136.61,1,1,2,74,86,81,55,0,6,2,0,U,3,8,8,8,1,2,U,U,U,9,9,9,9,99,46,U,U,U,9,9,9,9,99,0,RDG8552975,1,0,U,U,U,U,0,1,2,1,0,0,U,U,U,U,0,U,U,U,U,,,,,,,,,0,0,1
52,006H,6,H,3,4,2,1.00,136.61,1,2,1,78,86,81,55,0,6,2,0,10,3,8,8,8,1,1,U,U,U,9,9,9,9,99,,,,,,,,,,0,R686ST2231,1,0,U,U,U,U,0,2,1,0,0,0,0,U,200,2,0,U,U,U,U,,,,,,,,,0,0,0
52,007L,7,L,3,4,1,2.00,273.22,1,1,2,77,12,6,3,0,0,0,0,0,0,0,0,0,0,34,12,0,12,F,C,E,N,01,50,0,0,0,U,F,R,N,02,1,7B63C20867,1,5,85,1,7,2,0,1,6,0,0,0,0,45,2,2,0,96,96,96,9996,,,,,,,,,0,1,1
52,008N,8,N,3,4,1,13.00,1775.94,1,1,1,64,22,2,3,0,0,U,U,U,U,U,U,U,U,0,,,,,,,,,0,,,,,,,,,0,9999999999,U,U,U,1,1,0,0,0,0,0,0,0,U,U,U,U,0,U,U,U,U,U,U,U,U,U,U,U,U,0,0,0
52,008N,8,N,3,4,2,13.00,1775.94,1,2,1,78,9,8,3,0,0,U,U,U,U,U,U,U,U,0,,,,,,,,,0,,,,,,,,,0,9999999999,U,U,U,1,1,0,0,0,0,0,0,0,U,U,U,U,0,U,U,U,U,U,U,U,U,U,U,U,U,0,0,0
52,009L,9,L,3,4,1,1.42,193.99,2,1,2,78,22,9,2,0,0,0,0,0,0,0,0,0,0,46,0,0,0,T,D,D,O,04,38,9,0,9,L,Z,E,W,02,1,2W87Z8N191,1,0,42,1,7,3,0,5,6,1,0,0,0,35,1,2,0,96,96,96,9996,,,,,,,,,0,0,2
52,010L,10,L,3,4,1,3.00,409.83,4,0,2,69,20,2,3,0,0,0,0,0,0,0,0,0,0,46,0,0,0,T,D,D,O,03,,,,,,,,,,0,156699R001,1,0,114,1,4,3,0,5,6,2,0,0,0,38,U,U,0,96,96,96,9996,,,,,,,,,0,0,4
52,011N,11,N,3,4,1,35.50,4849.69,1,1,1,64,42,2,2,0,0,U,U,U,U,U,U,U,U,0,,,,,,,,,0,,,,,,,,,0,9999999999,U,U,U,1,1,0,0,0,0,0,0,0,U,U,U,U,0,U,U,U,U,U,U,U,U,U,U,U,U,0,0,0
52,011N,11,N,3,4,2,35.50,4849.69,1,2,1,78,12,3,2,0,0,U,U,U,U,U,U,U,U,0,,,,,,,,,0,,,,,,,,,0,9999999999,U,U,U,1,1,0,0,0,0,0,0,0,U,U,U,U,0,U,U,U,U,U,U,U,U,U,U,U,U,0,0,0
52,012M,12,M,3,4,1,1.00,136.61,1,1,2,76,42,1,3,0,0,0,0,0,0,0,0,0,0,2,12,0,12,F,D,E,W,01,,,,,,,,,,0,1151141204,8,0,92,1,1,0,0,1,3,0,0,0,0,35,0,0,0,96,96,96,9996,,,,,,,,,0,0,1
52,012M,12,M,3,4,2,1.00,136.61,2,3,2,72,20,1,2,0,0,0,0,0,0,0,0,0,0,1,6,0,6,B,Y,E,W,03,44,1,0,1,F,R,M,W,01,0,1D37F2R520,1,0,94,1,1,0,0,4,1,0,0,0,0,34,0,0,0,96,96,96,9996,,,,,,,,,0,0,2
52,013M,13,M,3,4,1,1.00,136.61,1,1,1,72,20,8,2,0,0,0,0,0,0,0,0,0,0,2,U,U,U,9,9,9,9,99,,,,,,,,,,0,1X27F2W266,1,0,91,U,U,U,0,1,2,0,0,0,0,32,0,0,0,U,U,U,U,,,,,,,,,0,0,0
52,013M,13,M,3,4,2,1.00,136.61,1,2,2,75,20,1,3,0,0,0,0,0,0,0,0,0,0,1,U,U,U,9,9,9,9,99,,,,,,,,,,0,1D29H5D483,1,0,52,1,1,0,0,3,1,0,0,0,0,39,0,0,0,U,U,U,U,,,,,,,,,0,0,0
52,014M,14,M,3,4,1,1.00,136.61,1,1,2,77,35,3,2,0,0,0,0,0,0,0,0,0,0,2,12,0,12,F,D,E,W,01,,,,,,,,,,0,HLB2103263,1,0,67,1,1,0,0,1,3,0,0,0,0,20,0,0,0,96,96,96,9996,,,,,,,,,0,0,1
52,014M,14,M,3,4,2,1.00,136.61,1,2,1,80,22,10,2,0,0,0,0,0,0,0,0,0,0,1,6,0,6,B,D,E,W,01,,,,,,,,,,0,2J37AA2539,1,0,31,1,1,0,0,4,1,0,0,0,0,32,0,0,0,96,96,96,9996,,,,,,,,,0,0,1
52,015N,15,N,3,4,1,6.50,887.97,1,1,1,71,22,9,2,0,0,U,U,U,U,U,U,U,U,0,,,,,,,,,0,,,,,,,,,0,9999999999,U,U,U,1,1,0,0,0,0,0,0,0,U,U,U,U,0,U,U,U,U,U,U,U,U,U,U,U,U,0,0,0
52,015N,15,N,3,4,2,6.50,887.97,6,2,1,76,18,5,2,0,0,U,U,U,U,U,U,U,U,0,,,,,,,,,0,,,,,,,,,0,9999999999,U,U,U,1,1,0,0,0,0,0,0,0,U,U,U,U,0,U,U,U,U,U,U,U,U,U,U,U,U,0,0,0
52,016N,16,N,3,4,1,6.50,887.97,2,1,1,81,49,2,4,0,0,U,U,U,U,U,U,U,U,0,,,,,,,,,0,,,,,,,,,0,9999999999,U,U,U,1,1,0,0,0,0,0,0,0,U,U,U,U,0,U,U,U,U,U,U,U,U,U,U,U,U,0,0,1
52,017I,17,I,3,4,1,2.75,375.68,1,1,3,80,88,83,57,0,6,1,0,1,3,2,8,8,1,2,3,0,3,F,D,L,S,06,1,13,0,13,L,P,M,E,03,1,2TRCFHG045,1,0,8,1,1,0,0,1,2,0,2,0,0,U,0,0,0,96,96,96,9996,,,,,,,,,0,0,0
52,017I,17,I,3,4,2,2.75,375.68,1,2,1,80,21,1,3,0,0,0,0,0,0,0,0,0,0,1,6,0,6,R,B,E,S,01,,,,,,,,,,0,3RG9AAD438,1,0,38,1,1,0,0,3,1,0,0,0,0,32,0,0,0,96,96,96,9996,,,,,,,,,0,0,0
52,018L,18,L,3,4,1,1.00,136.61,2,1,2,73,20,10,2,0,0,0,0,0,0,0,0,0,0,2,U,U,U,9,9,9,9,99,,,,,,,,,,0,1H57K3B481,1,0,96,1,1,0,0,1,2,0,0,0,0,38,0,0,0,U,U,U,U,,,,,,,,,0,0,2
52,018L,18,L,3,4,2,1.00,136.61,1,2,2,63,18,2,3,0,0,0,0,0,0,0,0,0,0,1,2,0,2,R,Y,E,W,03,,,,,,,,,,0,4J6017096,1,0,108,1,3,3,0,3,1,0,0,0,0,41,0,0,0,96,96,96,9996,,,,,,,,,0,0,1
52,019F,19,F,3,4,1,2.00,273.22,1,0,3,80,67,66,15,0,0,0,0,0,0,0,0,0,0,46,,,,,,,,,38,,,,,,,,,0,3U2005072,1,0,5,0,0,0,0,5,6,0,0,0,0,6,0,0,0,96,96,96,9996,,,,,,,,,0,0,1
52,020I,20,I,3,4,1,2.92,398.90,1,1,1,69,7,74,51,0,0,0,0,0,0,0,0,0,0,2,12,0,12,F,L,E,S,05,,,,,,,,,,0,A12AE00112,1,0,93,1,1,0,0,1,2,0,0,0,0,33,2,2,0,96,96,96,9996,,,,,,,,,0,0,0
52,020I,20,I,3,4,2,2.92,398.90,2,2,2,81,21,1,3,0,0,0,0,0,0,0,0,0,0,1,U,U,U,9,9,9,9,99,,,,,,,,,,0,1G3AM69A3B,1,0,6,U,U,U,0,2,1,0,0,0,0,32,0,0,0,U,U,U,U,,,,,,,,,0,0,0
52,021M,21,M,3,4,1,4.67,637.97,1,0,2,64,20,2,2,0,0,0,0,0,0,0,0,0,0,37,9,0,9,L,B,E,N,03,46,0,0,0,U,Y,Y,W,01,1,41447A1457,1,0,103,1,1,0,0,2,6,0,0,0,0,36,0,0,0,96,96,96,9996,,,,,,,,,0,0,1
52,022M,22,M,3,4,1,4.67,637.97,1,1,2,81,20,2,3,0,0,0,0,0,0,0,0,0,0,33,12,20,32,F,D,E,W,03,33,0,0,0,T,B,D,W,06,0,1G1AL69K9B,0,0,2,1,1,0,0,1,6,0,0,0,0,35,1,2,0,96,96,96,9996,,,,,,,,,0,0,1
52,023L,23,L,3,4,1,1.00,136.61,1,1,2,80,37,3,2,0,0,0,0,0,0,0,0,0,0,38,12,0,12,F,D,E,W,02,46,U,U,U,9,9,9,9,99,0,SNF2045494,1,0,6,1,1,0,0,1,6,0,0,0,0,21,0,0,0,96,96,96,9996,,,,,,,,,0,0,1
52,024M,24,M,3,4,1,1.60,218.58,1,1,2,77,14,31,4,0,0,0,0,0,0,0,0,0,0,34,12,0,12,F,Z,E,N,02,,,,,,,,,,0,GAECTJ7560,1,0,73,1,1,0,0,1,6,0,0,0,0,27,0,0,0,96,96,96,9996,,,,,,,,,0,0,1
52,025M,25,M,3,4,1,1.60,218.58,2,1,2,81,20,1,6,0,0,0,0,0,0,0,0,0,0,2,U,U,U,9,9,9,9,99,,,,,,,,,,0,1G1AW35K5B,1,0,4,U,U,U,0,1,3,0,0,0,0,34,5,2,0,U,U,U,U,,,,,,,,,0,0,1
52,025M,25,M,3,4,2,1.60,218.58,2,2,1,73,21,1,2,0,0,0,0,0,0,0,0,0,0,1,U,U,U,9,9,9,9,99,,,,,,,,,,0,3J57K3R167,1,0,U,U,U,U,0,4,1,0,0,0,0,38,0,0,0,U,U,U,U,,,,,,,,,0,0,1
52,026E,26,E,3,4,1,1.00,136.61,1,1,2,79,67,66,15,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,46,,,,,,,,,0,1J7244520,1,0,8,0,0,0,0,2,1,0,0,0,0,5,0,0,0,96,96,96,9996,,,,,,,,,0,1,1
52,026E,26,E,3,4,2,1.00,136.61,21,2,1,74,12,85,25,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,0,9999999999,1,2,45,1,1,0,0,1,8,0,0,0,0,U,0,0,0,96,96,96,9996,,,,,,,,,0,0,0
52,027I,27,I,3,4,1,2.00,273.22,1,1,1,69,84,83,57,0,6,1,0,1,3,2,8,8,1,2,U,U,U,9,9,9,9,99,,,,,,,,,,0,25947CGA11,1,0,249,1,1,0,0,1,3,0,1,0,0,U,280,2,0,U,U,U,U,,,,,,,,,0,0,0
52,027I,27,I,3,4,2,2.00,273.22,1,3,2,77,49,2,2,0,0,0,0,0,0,0,0,0,0,1,6,0,6,B,D,E,W,04,3,12,0,12,F,L,E,W,01,0,KE30159394,1,0,62,1,1,0,0,4,1,0,0,0,0,20,0,0,0,96,96,96,9996,,,,,,,,,0,0,0
52,027I,27,I,3,4,3,2.00,273.22,1,2,1,72,21,3,2,0,0,0,0,0,0,0,0,0,0,2,7,0,7,B,R,E,W,01,,,,,,,,,,0,3U37T2M434,1,0,110,1,1,0,0,4,1,0,0,0,0,46,0,0,1,8,7,5,124,196,1,3,1,2,4,6,0,0,0,0
52,028I,28,I,3,4,1,2.00,273.22,2,1,1,78,12,73,50,0,0,0,0,0,0,0,0,0,0,2,U,U,U,9,9,9,9,99,,,,,,,,,,0,F15BNAK801,2,0,U,U,U,U,0,2,4,0,0,0,0,U,0,0,0,U,U,U,U,,,,,,,,,0,0,0
52,028I,28,I,3,4,2,2.00,273.22,1,1,1,78,12,74,51,0,0,0,0,0,0,0,0,0,0,1,12,0,12,L,P,M,S,01,,,,,,,,,,0,E04BHZ3068,1,0,61,1,1,0,0,2,4,0,0,0,0,41,0,0,0,96,96,96,9996,,,,,,,,,0,0,0
52,029I,29,I,3,4,1,2.00,273.22,1,1,2,76,20,73,50,0,0,0,0,0,0,0,0,0,0,2,U,U,U,9,9,9,9,99,,,,,,,,,,0,CCV146F460,1,0,65,1,1,0,0,1,3,0,0,0,0,38,3,2,0,U,U,U,U,,,,,,,,,0,0,1
52,029I,29,I,3,4,2,2.00,273.22,4,2,1,76,12,10,2,0,0,0,0,0,0,0,0,0,0,1,U,U,U,9,9,9,9,99,,,,,,,,,,0,6C21H23074,1,0,U,U,U,U,0,4,1,0,0,0,0,43,0,0,0,U,U,U,U,,,,,,,,,0,0,0
52,030M,30,M,3,4,1,3.20,437.16,2,1,2,75,21,1,2,0,0,0,0,0,0,0,0,0,0,46,0,0,0,T,D,D,O,03,32,U,U,U,9,9,9,9,99,0,3K57K5D120,1,0,21,1,7,1,0,5,6,1,0,0,0,39,0,0,0,96,96,96,9996,,,,,,,,,0,0,0
52,031I,31,I,3,4,1,5.31,725.40,1,1,2,79,9,8,4,0,0,0,0,0,0,0,0,0,0,2,12,0,12,F,Z,M,W,02,,,,,,,,,,0,ML44A9D104,1,0,49,1,1,0,0,1,3,0,0,0,0,22,0,0,0,96,96,96,9996,,,,,,,,,0,0,1
52,031I,31,I,3,4,2,5.31,725.40,1,2,1,75,20,83,57,0,6,1,0,3,2,2,8,8,1,1,6,0,6,B,Y,L,W,0A,,,,,,,,,,0,CFH935V106,1,0,356,1,1,0,0,4,1,0,1,0,0,U,0,0,0,96,96,96,9996,,,,,,,,,0,0,0
52,032L,32,L,3,4,1,1.70,232.24,3,1,2,75,49,3,2,0,0,0,0,0,0,0,0,0,0,38,12,0,12,F,Z,L,W,02,,,,,,,,,,0,RA22007741,2,0,12,1,6,3,0,1,6,0,0,0,0,25,0,0,0,96,96,96,9996,,,,,,,,,0,0,2
52,033I,33,I,3,4,1,3.00,409.83,1,1,2,75,21,12,4,0,0,0,0,0,0,0,0,0,0,2,11,0,11,F,Y,E,W,01,2,9,0,9,L,F,E,N,02,0,3D07C52108,1,0,82,1,1,0,0,1,2,0,0,0,0,30,0,0,0,96,96,96,9996,,,,,,,,,0,0,1
52,033I,33,I,3,4,2,3.00,409.83,1,2,1,59,20,81,55,0,5,2,0,5,2,8,8,8,2,1,2,0,2,R,F,W,W,01,1,12,0,12,R,P,L,N,01,0,1002PN4207,1,0,U,1,1,0,0,3,1,0,0,0,0,U,0,0,0,96,96,96,9996,,,,,,,,,0,0,0
52,034L,34,L,3,4,1,1.00,136.61,2,1,2,74,12,10,2,0,0,0,0,0,0,0,0,0,0,31,U,U,U,9,9,9,9,99,,,,,,,,,,0,4G21H24964,1,0,U,U,U,U,0,3,6,0,0,0,0,43,U,U,0,U,U,U,U,,,,,,,,,0,0,2
52,035M,35,M,3,4,1,4.80,655.73,4,1,1,80,7,34,4,0,0,0,0,0,0,0,0,0,0,2,U,U,U,9,9,9,9,99,,,,,,,,,,0,4H24KA4319,1,0,U,U,U,U,0,1,2,0,0,0,0,18,0,0,0,U,U,U,U,,,,,,,,,0,0,0
52,035M,35,M,3,4,2,4.80,655.73,2,2,3,74,12,10,2,0,0,0,0,0,0,0,0,0,0,1,U,U,U,9,9,9,9,99,,,,,,,,,,0,4G21H24964,1,0,U,U,U,U,0,3,1,0,0,0,0,43,U,U,0,U,U,U,U,,,,,,,,,0,0,0
52,036M,36,M,3,4,1,4.80,655.73,3,1,2,57,9,98,3,0,0,0,0,0,0,0,0,0,0,46,0,80,80,R,D,A,O,03,34,U,U,U,9,9,9,9,99,1,20833846,1,0,137,5,7,2,0,3,6,1,0,0,0,U,0,0,0,96,96,96,9996,,,,,,,,,0,0,2
52,037I,37,I,3,4,1,2.13,290.98,1,0,1,79,86,81,57,0,6,2,0,10,3,2,8,8,1,0,,,,,,,,,,,,,,,,,,0,DM68656485,1,0,U,U,U,U,0,0,0,0,1,0,0,U,U,U,0,96,96,96,9996,,,,,,,,,0,0,0
52,037I,37,I,3,4,2,2.13,290.98,2,1,2,73,20,2,3,0,0,0,0,0,0,0,0,0,0,59,12,0,12,F,Y,E,W,02,,,,,,,,,,0,1N69R3S167,1,0,48,1,1,0,0,1,6,0,0,0,0,43,0,0,0,96,96,96,9996,,,,,,,,,0,0,2
52,038L,38,L,3,4,1,1.00,136.61,4,1,2,80,30,6,4,0,0,0,0,0,0,0,0,0,0,46,0,0,0,T,D,D,O,01,,,,,,,,,,0,17A0768858,1,0,4,1,7,1,0,5,6,2,0,0,0,19,0,0,0,96,96,96,9996,,,,,,,,,0,1,3
52,039N,39,N,3,4,1,17.00,2322.39,1,1,1,76,7,6,3,0,0,U,U,U,U,U,U,U,U,0,,,,,,,,,0,,,,,,,,,0,9999999999,U,U,U,1,1,0,0,0,0,0,0,0,U,U,U,U,0,U,U,U,U,U,U,U,U,U,U,U,U,0,0,1
52,040E,40,E,3,4,1,1.53,209.01,1,0,2,73,63,64,15,0,0,0,0,0,0,0,0,0,0,46,,,,,,,,,,,,,,,,,,0,K4513186,2,0,15,0,0,0,0,2,6,0,0,0,0,4,0,0,0,96,96,96,9996,,,,,,,,,0,1,1
52,041H,41,H,3,4,1,3.00,409.83,1,1,2,79,12,73,50,0,0,0,0,0,0,0,0,0,0,49,12,0,12,F,D,E,W,02,50,1,0,1,R,B,M,S,01,0,F15HUDE952,2,0,72,1,1,0,0,1,6,0,0,0,0,38,0,0,1,41,-41,0,1148,190,39,32,33,33,36,41,0,0,0,1
52,042L,42,L,3,4,1,1.10,150.27,1,1,2,72,30,2,2,0,0,0,0,0,0,0,0,0,0,40,12,0,12,F,D,E,W,01,46,0,0,0,L,D,A,O,03,0,1122499683,1,0,U,1,4,2,0,1,6,1,0,0,0,18,0,0,0,96,96,96,9996,,,,,,,,,0,0,1
52,043M,43,M,3,4,1,5.50,751.36,3,1,2,73,18,1,2,0,0,0,0,0,0,0,0,0,0,2,12,0,12,F,Z,M,W,02,,,,,,,,,,0,4J57J3H288,1,0,85,1,1,0,0,1,3,0,0,0,0,39,0,0,1,20,-20,-2,535,185,0,1,4,43,30,43,0,0,0,1
52,043M,43,M,3,4,2,5.50,751.36,1,2,2,79,22,9,2,0,0,0,0,0,0,0,0,0,0,1,6,0,6,B,Y,E,W,01,,,,,,,,,,0,2587Y9N107,1,0,50,1,1,0,0,4,1,0,0,0,0,35,0,0,1,24,24,2,151,151,3,2,3,2,1,1,-3,0,0,1
52,044M,44,M,3,4,1,5.50,751.36,1,1,2,80,13,2,2,0,0,0,0,0,0,0,0,0,0,2,U,U,U,9,9,9,9,99,,,,,,,,,,0,0Y89G60580,1,0,21,1,1,0,0,1,2,0,0,0,0,40,0,0,0,U,U,U,U,,,,,,,,,0,0,0
